Company's Daily Share Prices (Closing) and Highest - Lowest price of the date,,,,,,,,,,
Company Id,:  AAIC,Security,Type :  N,Sub T,ype :  0000,,,,,
Short Name,:  ASIAN A,LLIANCE,,,,,,,,
-----------,----------,-------------,------------,-----------,-----------,---------,----------------,--------------------,------------,-------
Day,Date high,High,Date Low,Low,Closing,Trades(No.), Shares(No.),Turnover(Rs.),Last Traded,Days Traded
2007-06-11 00:00:00,2007-06-11 00:00:00,93,2007-06-11 00:00:00,91,92.25,20,14500,1336725,2007-06-11 00:00:00,1
2007-06-12 00:00:00,2007-06-12 00:00:00,92.5,2007-06-12 00:00:00,90.75,92,23,35600,3270600,2007-06-12 00:00:00,1
2007-06-13 00:00:00,2007-06-13 00:00:00,93,2007-06-13 00:00:00,92,92.5,19,49400,4565050,2007-06-13 00:00:00,1
2007-06-14 00:00:00,2007-06-14 00:00:00,93,2007-06-14 00:00:00,92.25,93,24,33600,3123250,2007-06-14 00:00:00,1
2007-06-15 00:00:00,2007-06-15 00:00:00,93.75,2007-06-15 00:00:00,93,93.5,6,1300,121550,2007-06-15 00:00:00,1
2007-06-18 00:00:00,2007-06-18 00:00:00,93.5,2007-06-18 00:00:00,93,93.25,27,53400,4975825,2007-06-18 00:00:00,1
2007-06-19 00:00:00,2007-06-19 00:00:00,95,2007-06-19 00:00:00,93,93.75,18,24300,2270100,2007-06-19 00:00:00,1
2007-06-20 00:00:00,2007-06-20 00:00:00,95,2007-06-20 00:00:00,93.25,94,14,5200,487250,2007-06-20 00:00:00,1
2007-06-21 00:00:00,2007-06-21 00:00:00,94,2007-06-21 00:00:00,94,94,33,48800,4587200,2007-06-21 00:00:00,1
2007-06-22 00:00:00,2007-06-22 00:00:00,93.75,2007-06-22 00:00:00,93.25,93.5,11,14800,1384925,2007-06-22 00:00:00,1
_x000c_ REPORT :,HIGHLOW Re,v 2.1,,,,,,RUN :,2008-01-11 00:00:00,
,,,DAILY,"HIGH, LOW",AND CLOSIN,G PRICES,AS AT    11-JAN-,2008          PAGE:,**,
,,,==========,===========,===========,=========,================,=,,
Company Id,:  DIST,Security,Type :  N,Sub T,ype :  0000,,,,,
Short Name,:  DISTILL,ERIES,,,,,,,,
-----------,----------,-------------,------------,-----------,-----------,---------,----------------,--------------------,------------,-------
Day,Date Hig,h       High,Date Low,Low,Closing,Trades(N,o.)  Shares(No.),Turnover(Rs.),Last Traded,Days Tr
----------,----------,-------------,------------,-----------,-----------,---------,----------------,--------------------,------------,-------
2007-06-25 00:00:00,2007-06-25 00:00:00,93.5,2007-06-25 00:00:00,92.5,92.75,12,9200,856500,2007-06-25 00:00:00,1
2007-06-26 00:00:00,2007-06-26 00:00:00,93.5,2007-06-26 00:00:00,93,93,7,7800,725500,2007-06-26 00:00:00,1
2007-06-27 00:00:00,2007-06-27 00:00:00,93,2007-06-27 00:00:00,93,93,12,8800,818400,2007-06-27 00:00:00,1
2007-06-28 00:00:00,2007-06-28 00:00:00,93.5,2007-06-28 00:00:00,92.5,93.25,21,23500,2182300,2007-06-28 00:00:00,1
2007-06-29 00:00:00,2007-06-29 00:00:00,94,2007-06-29 00:00:00,92,94,9,5600,521600,2007-06-29 00:00:00,1
2007-07-03 00:00:00,2007-07-03 00:00:00,93,2007-07-03 00:00:00,92,92,9,3700,341625,2007-07-03 00:00:00,1
2007-07-04 00:00:00,2007-07-04 00:00:00,93,2007-07-04 00:00:00,92,92.5,24,30900,2870250,2007-07-04 00:00:00,1
2007-07-05 00:00:00,2007-07-05 00:00:00,93,2007-07-05 00:00:00,92,92,9,6600,612675,2007-07-05 00:00:00,1
2007-07-06 00:00:00,2007-07-06 00:00:00,92,2007-07-06 00:00:00,92,92,4,1800,165600,2007-07-06 00:00:00,1
2007-07-09 00:00:00,2007-07-09 00:00:00,91.5,2007-07-09 00:00:00,90.5,90.5,5,3200,290200,2007-07-09 00:00:00,1
2007-07-10 00:00:00,2007-07-10 00:00:00,90.5,2007-07-10 00:00:00,89.75,89.75,14,13100,1182900,2007-07-10 00:00:00,1
2007-07-11 00:00:00,2007-07-11 00:00:00,91,2007-07-11 00:00:00,89.5,89.75,27,14800,1329300,2007-07-11 00:00:00,1
2007-07-12 00:00:00,2007-07-12 00:00:00,90,2007-07-12 00:00:00,89.5,90,25,60700,5462700,2007-07-12 00:00:00,1
2007-07-13 00:00:00,2007-07-13 00:00:00,89.75,2007-07-13 00:00:00,89,89.5,12,12900,1155050,2007-07-13 00:00:00,1
2007-07-16 00:00:00,2007-07-16 00:00:00,89,2007-07-16 00:00:00,87.5,87.5,7,21300,1870425,2007-07-16 00:00:00,1
2007-07-17 00:00:00,2007-07-17 00:00:00,86,2007-07-17 00:00:00,80,83.5,40,19300,1579975,2007-07-17 00:00:00,1
2007-07-18 00:00:00,2007-07-18 00:00:00,87,2007-07-18 00:00:00,80,80,104,171500,13815250,2007-07-18 00:00:00,1
2007-07-19 00:00:00,2007-07-19 00:00:00,81.5,2007-07-19 00:00:00,80,81.25,39,46100,3716050,2007-07-19 00:00:00,1
2007-07-20 00:00:00,2007-07-20 00:00:00,83.25,2007-07-20 00:00:00,82,83,31,31300,2597925,2007-07-20 00:00:00,1
2007-07-23 00:00:00,2007-07-23 00:00:00,87,2007-07-23 00:00:00,83.5,85,36,19200,1630825,2007-07-23 00:00:00,1
2007-07-24 00:00:00,2007-07-24 00:00:00,87,2007-07-24 00:00:00,85,86.5,22,12100,1038575,2007-07-24 00:00:00,1
2007-07-25 00:00:00,2007-07-25 00:00:00,92,2007-07-25 00:00:00,86.75,89,116,147600,13098650,2007-07-25 00:00:00,1
2007-07-26 00:00:00,2007-07-26 00:00:00,91,2007-07-26 00:00:00,89.5,90.25,16,15100,1361675,2007-07-26 00:00:00,1
2007-07-27 00:00:00,2007-07-27 00:00:00,91.75,2007-07-27 00:00:00,89.5,89.5,19,810200,72917575,2007-07-27 00:00:00,1
2007-07-30 00:00:00,2007-07-30 00:00:00,89.25,2007-07-30 00:00:00,87.25,88.25,8,4800,424575,2007-07-30 00:00:00,1
2007-07-31 00:00:00,2007-07-31 00:00:00,88,2007-07-31 00:00:00,87,87.75,14,13900,1216800,2007-07-31 00:00:00,1
2007-08-01 00:00:00,2007-08-01 00:00:00,87.75,2007-08-01 00:00:00,87,87,2,200,17475,2007-08-01 00:00:00,1
2007-08-02 00:00:00,2007-08-02 00:00:00,88,2007-08-02 00:00:00,88,88,7,5400,475200,2007-08-02 00:00:00,1
2007-08-03 00:00:00,2007-08-03 00:00:00,90.75,2007-08-03 00:00:00,89.75,90,29,17400,1566325,2007-08-03 00:00:00,1
2007-08-06 00:00:00,2007-08-06 00:00:00,89,2007-08-06 00:00:00,87,87.75,3,1800,157850,2007-08-06 00:00:00,1
2007-08-07 00:00:00,2007-08-07 00:00:00,86.75,2007-08-07 00:00:00,85,86,23,12700,1090875,2007-08-07 00:00:00,1
2007-08-08 00:00:00,2007-08-08 00:00:00,87.75,2007-08-08 00:00:00,86,86,8,19200,1667175,2007-08-08 00:00:00,1
2007-08-09 00:00:00,2007-08-09 00:00:00,86.25,2007-08-09 00:00:00,86,86,10,39900,3440375,2007-08-09 00:00:00,1
2007-08-10 00:00:00,2007-08-10 00:00:00,86.25,2007-08-10 00:00:00,86,86,15,6100,524750,2007-08-10 00:00:00,1
2007-08-13 00:00:00,2007-08-13 00:00:00,89.5,2007-08-13 00:00:00,86,87,22,171600,14810850,2007-08-13 00:00:00,1
2007-08-14 00:00:00,2007-08-14 00:00:00,87,2007-08-14 00:00:00,86,86,4,1400,121425,2007-08-14 00:00:00,1
2007-08-15 00:00:00,2007-08-15 00:00:00,91.75,2007-08-15 00:00:00,87,90,52,62100,5615325,2007-08-15 00:00:00,1
2007-08-16 00:00:00,2007-08-16 00:00:00,90,2007-08-16 00:00:00,86.5,87,13,10600,927250,2007-08-16 00:00:00,1
2007-08-17 00:00:00,2007-08-17 00:00:00,89,2007-08-17 00:00:00,88.5,89,11,12400,1103425,2007-08-17 00:00:00,1
2007-08-20 00:00:00,2007-08-20 00:00:00,89,2007-08-20 00:00:00,87,89,2,200,17600,2007-08-20 00:00:00,1
2007-08-21 00:00:00,2007-08-21 00:00:00,90.5,2007-08-21 00:00:00,89.75,90,35,40500,3645500,2007-08-21 00:00:00,1
2007-08-22 00:00:00,2007-08-22 00:00:00,90,2007-08-22 00:00:00,89,90,16,17500,1570000,2007-08-22 00:00:00,1
2007-08-23 00:00:00,2007-08-23 00:00:00,90,2007-08-23 00:00:00,89.5,90,5,3800,341950,2007-08-23 00:00:00,1
2007-08-24 00:00:00,2007-08-24 00:00:00,90,2007-08-24 00:00:00,90,90,5,9100,819000,2007-08-24 00:00:00,1
2007-08-27 00:00:00,2007-08-27 00:00:00,91,2007-08-27 00:00:00,90,90.75,11,7500,678325,2007-08-27 00:00:00,1
2007-08-29 00:00:00,2007-08-29 00:00:00,90.75,2007-08-29 00:00:00,88.25,90,16,20200,1816325,2007-08-29 00:00:00,1
2007-08-30 00:00:00,2007-08-30 00:00:00,90.75,2007-08-30 00:00:00,90,90.5,19,12200,1101675,2007-08-30 00:00:00,1
2007-08-31 00:00:00,2007-08-31 00:00:00,92,2007-08-31 00:00:00,90,91.25,16,16100,1467125,2007-08-31 00:00:00,1
2007-09-03 00:00:00,2007-09-03 00:00:00,95.5,2007-09-03 00:00:00,93,95,70,69300,6579950,2007-09-03 00:00:00,1
2007-09-04 00:00:00,2007-09-04 00:00:00,97.5,2007-09-04 00:00:00,95.5,96,78,117400,11289975,2007-09-04 00:00:00,1
2007-09-05 00:00:00,2007-09-05 00:00:00,96.75,2007-09-05 00:00:00,94.75,96,67,182000,17406825,2007-09-05 00:00:00,1
2007-09-06 00:00:00,2007-09-06 00:00:00,101,2007-09-06 00:00:00,97,99.5,132,147300,14694800,2007-09-06 00:00:00,1
2007-09-07 00:00:00,2007-09-07 00:00:00,102.5,2007-09-07 00:00:00,99.75,101.5,44,49200,5008800,2007-09-07 00:00:00,1
_x000c_ REPORT :,HIGHLOW Re,v 2.1,,,,,,RUN :,2008-01-11 00:00:00,
,,,DAILY,"HIGH, LOW",AND CLOSIN,G PRICES,AS AT    11-JAN-,2008          PAGE:,**,
,,,==========,===========,===========,=========,================,=,,
Company Id,:  DIST,Security,Type :  N,Sub T,ype :  0000,,,,,
Short Name,:  DISTILL,ERIES,,,,,,,,
-----------,----------,-------------,------------,-----------,-----------,---------,----------------,--------------------,------------,-------
Day,Date Hig,h       High,Date Low,Low,Closing,Trades(N,o.)  Shares(No.),Turnover(Rs.),Last Traded,Days Tr
----------,----------,-------------,------------,-----------,-----------,---------,----------------,--------------------,------------,-------
2007-09-10 00:00:00,2007-09-10 00:00:00,101.5,2007-09-10 00:00:00,99,99.5,30,75600,7520150,2007-09-10 00:00:00,1
2007-09-11 00:00:00,2007-09-11 00:00:00,103.75,2007-09-11 00:00:00,99.5,103.25,86,181600,18613325,2007-09-11 00:00:00,1
2007-09-12 00:00:00,2007-09-12 00:00:00,105.5,2007-09-12 00:00:00,103,105.5,131,210400,22006600,2007-09-12 00:00:00,1
2007-09-13 00:00:00,2007-09-13 00:00:00,107,2007-09-13 00:00:00,105.5,106,70,115500,12295900,2007-09-13 00:00:00,1
2007-09-14 00:00:00,2007-09-14 00:00:00,106.25,2007-09-14 00:00:00,105.25,105.5,75,97000,10260550,2007-09-14 00:00:00,1
2007-09-17 00:00:00,2007-09-17 00:00:00,108,2007-09-17 00:00:00,105,107,66,136100,14400275,2007-09-17 00:00:00,1
2007-09-18 00:00:00,2007-09-18 00:00:00,108,2007-09-18 00:00:00,102,105.75,74,138900,14730175,2007-09-18 00:00:00,1
2007-09-19 00:00:00,2007-09-19 00:00:00,105,2007-09-19 00:00:00,102,102.25,16,21100,2156725,2007-09-19 00:00:00,1
2007-09-20 00:00:00,2007-09-20 00:00:00,102.5,2007-09-20 00:00:00,102.25,102.5,5,1500,153425,2007-09-20 00:00:00,1
2007-09-21 00:00:00,2007-09-21 00:00:00,105.5,2007-09-21 00:00:00,103,105,56,122900,12867125,2007-09-21 00:00:00,1
2007-09-24 00:00:00,2007-09-24 00:00:00,105,2007-09-24 00:00:00,104,105,28,46600,4866950,2007-09-24 00:00:00,1
2007-09-25 00:00:00,2007-09-25 00:00:00,105.5,2007-09-25 00:00:00,104,105.25,21,12700,1337350,2007-09-25 00:00:00,1
2007-09-27 00:00:00,2007-09-27 00:00:00,108.5,2007-09-27 00:00:00,105,106.25,30,112900,11996825,2007-09-27 00:00:00,1
2007-09-28 00:00:00,2007-09-28 00:00:00,107,2007-09-28 00:00:00,106,106,23,61000,6467700,2007-09-28 00:00:00,1
2007-10-01 00:00:00,2007-10-01 00:00:00,109,2007-10-01 00:00:00,107,108.75,121,237100,25700700,2007-10-01 00:00:00,1
2007-10-02 00:00:00,2007-10-02 00:00:00,108.5,2007-10-02 00:00:00,108,108.25,35,86100,9311025,2007-10-02 00:00:00,1
2007-10-03 00:00:00,2007-10-03 00:00:00,109.25,2007-10-03 00:00:00,108,109,55,147800,16057100,2007-10-03 00:00:00,1
2007-10-04 00:00:00,2007-10-04 00:00:00,109,2007-10-04 00:00:00,107,108,26,16000,1731950,2007-10-04 00:00:00,1
2007-10-05 00:00:00,2007-10-05 00:00:00,107.25,2007-10-05 00:00:00,107,107,7,6200,663475,2007-10-05 00:00:00,1
2007-10-08 00:00:00,2007-10-08 00:00:00,106,2007-10-08 00:00:00,105,105,26,18200,1915525,2007-10-08 00:00:00,1
2007-10-09 00:00:00,2007-10-09 00:00:00,105,2007-10-09 00:00:00,104,105,61,104000,10908600,2007-10-09 00:00:00,1
2007-10-10 00:00:00,2007-10-10 00:00:00,105.75,2007-10-10 00:00:00,104.5,104.5,24,14500,1521775,2007-10-10 00:00:00,1
2007-10-11 00:00:00,2007-10-11 00:00:00,104.25,2007-10-11 00:00:00,103.5,104,47,27000,2803775,2007-10-11 00:00:00,1
2007-10-12 00:00:00,2007-10-12 00:00:00,107,2007-10-12 00:00:00,105,105.25,22,40400,4250600,2007-10-12 00:00:00,1
2007-10-15 00:00:00,2007-10-15 00:00:00,106,2007-10-15 00:00:00,104.5,105,37,42900,4503200,2007-10-15 00:00:00,1
2007-10-16 00:00:00,2007-10-16 00:00:00,106,2007-10-16 00:00:00,104.5,104.75,18,13900,1463875,2007-10-16 00:00:00,1
2007-10-17 00:00:00,2007-10-17 00:00:00,106,2007-10-17 00:00:00,104.5,105.25,29,76400,8033150,2007-10-17 00:00:00,1
2007-10-18 00:00:00,2007-10-18 00:00:00,108,2007-10-18 00:00:00,106,106.5,26,43200,4589700,2007-10-18 00:00:00,1
2007-10-19 00:00:00,2007-10-19 00:00:00,109,2007-10-19 00:00:00,105,107.75,47,49200,5261525,2007-10-19 00:00:00,1
2007-10-22 00:00:00,2007-10-22 00:00:00,106,2007-10-22 00:00:00,105.5,106,29,24800,2628400,2007-10-22 00:00:00,1
2007-10-23 00:00:00,2007-10-23 00:00:00,105.5,2007-10-23 00:00:00,105,105,18,40300,4232950,2007-10-23 00:00:00,1
2007-10-24 00:00:00,2007-10-24 00:00:00,105.5,2007-10-24 00:00:00,104.75,105,43,57200,6006450,2007-10-24 00:00:00,1
2007-10-26 00:00:00,2007-10-26 00:00:00,105,2007-10-26 00:00:00,104,104.25,6,2200,229350,2007-10-26 00:00:00,1
2007-10-29 00:00:00,2007-10-29 00:00:00,105,2007-10-29 00:00:00,104,105,12,11100,1160425,2007-10-29 00:00:00,1
2007-10-30 00:00:00,2007-10-30 00:00:00,104,2007-10-30 00:00:00,103,104,9,5800,603100,2007-10-30 00:00:00,1
2007-10-31 00:00:00,2007-10-31 00:00:00,106.75,2007-10-31 00:00:00,104,105,13,15100,1584975,2007-10-31 00:00:00,1
2007-11-01 00:00:00,2007-11-01 00:00:00,105.25,2007-11-01 00:00:00,105,105.25,7,6400,673500,2007-11-01 00:00:00,1
2007-11-02 00:00:00,2007-11-02 00:00:00,108,2007-11-02 00:00:00,106,107.5,31,28600,3073375,2007-11-02 00:00:00,1
2007-11-05 00:00:00,2007-11-05 00:00:00,110,2007-11-05 00:00:00,106,108.75,61,232100,25329700,2007-11-05 00:00:00,1
2007-11-06 00:00:00,2007-11-06 00:00:00,108,2007-11-06 00:00:00,106,106,19,35900,3808300,2007-11-06 00:00:00,1
2007-11-07 00:00:00,2007-11-07 00:00:00,108.75,2007-11-07 00:00:00,105.5,108.75,9,52800,5703775,2007-11-07 00:00:00,1
2007-11-09 00:00:00,2007-11-09 00:00:00,109,2007-11-09 00:00:00,107,107,15,18600,2002625,2007-11-09 00:00:00,1
2007-11-12 00:00:00,2007-11-12 00:00:00,108,2007-11-12 00:00:00,107.25,108,15,17000,1832300,2007-11-12 00:00:00,1
2007-11-13 00:00:00,2007-11-13 00:00:00,108,2007-11-13 00:00:00,107,107,12,6600,711525,2007-11-13 00:00:00,1
2007-11-14 00:00:00,2007-11-14 00:00:00,108.75,2007-11-14 00:00:00,108,108.5,22,13500,1459625,2007-11-14 00:00:00,1
2007-11-15 00:00:00,2007-11-15 00:00:00,109,2007-11-15 00:00:00,108,108.75,25,43600,4722500,2007-11-15 00:00:00,1
2007-11-16 00:00:00,2007-11-16 00:00:00,108.25,2007-11-16 00:00:00,108,108,8,4900,529500,2007-11-16 00:00:00,1
2007-11-19 00:00:00,2007-11-19 00:00:00,108,2007-11-19 00:00:00,108,108,19,8400,907200,2007-11-19 00:00:00,1
2007-11-20 00:00:00,2007-11-20 00:00:00,108,2007-11-20 00:00:00,107,108,11,11800,1274125,2007-11-20 00:00:00,1
2007-11-21 00:00:00,2007-11-21 00:00:00,107.25,2007-11-21 00:00:00,106.5,107,13,9400,1005100,2007-11-21 00:00:00,1
2007-11-23 00:00:00,2007-11-23 00:00:00,107,2007-11-23 00:00:00,107,107,18,53000,5671000,2007-11-23 00:00:00,1
2007-11-26 00:00:00,2007-11-26 00:00:00,106,2007-11-26 00:00:00,106,106,2,800,84800,2007-11-26 00:00:00,1
2007-11-27 00:00:00,2007-11-27 00:00:00,105,2007-11-27 00:00:00,104,104,8,27100,2818775,2007-11-27 00:00:00,1
_x000c_ REPORT :,HIGHLOW Re,v 2.1,,,,,,RUN :,2008-01-11 00:00:00,
,,,DAILY,"HIGH, LOW",AND CLOSIN,G PRICES,AS AT    11-JAN-,2008          PAGE:,**,
,,,==========,===========,===========,=========,================,=,,
Company Id,:  DIST,Security,Type :  N,Sub T,ype :  0000,,,,,
Short Name,:  DISTILL,ERIES,,,,,,,,
-----------,----------,-------------,------------,-----------,-----------,---------,----------------,--------------------,------------,-------
Day,Date Hig,h       High,Date Low,Low,Closing,Trades(N,o.)  Shares(No.),Turnover(Rs.),Last Traded,Days Tr
----------,----------,-------------,------------,-----------,-----------,---------,----------------,--------------------,------------,-------
2007-11-28 00:00:00,2007-11-28 00:00:00,104,2007-11-28 00:00:00,103,103.5,16,27900,2889700,2007-11-28 00:00:00,1
2007-11-29 00:00:00,2007-11-29 00:00:00,103,2007-11-29 00:00:00,100.25,102,10,2500,255975,2007-11-29 00:00:00,1
2007-11-30 00:00:00,2007-11-30 00:00:00,103.5,2007-11-30 00:00:00,100,100,21,12200,1224200,2007-11-30 00:00:00,1
2007-12-03 00:00:00,2007-12-03 00:00:00,100,2007-12-03 00:00:00,100,100,19,15000,1500000,2007-12-03 00:00:00,1
2007-12-04 00:00:00,2007-12-04 00:00:00,100.75,2007-12-04 00:00:00,100,100.5,24,18800,1888350,2007-12-04 00:00:00,1
2007-12-05 00:00:00,2007-12-05 00:00:00,101.75,2007-12-05 00:00:00,100.5,101,26,14500,1460250,2007-12-05 00:00:00,1
2007-12-06 00:00:00,2007-12-06 00:00:00,101.25,2007-12-06 00:00:00,101,101.25,7,157100,15879600,2007-12-06 00:00:00,1
2007-12-07 00:00:00,2007-12-07 00:00:00,101.75,2007-12-07 00:00:00,101.25,101.25,6,13600,1377250,2007-12-07 00:00:00,1
2007-12-10 00:00:00,2007-12-10 00:00:00,101,2007-12-10 00:00:00,101,101,6,1800,181800,2007-12-10 00:00:00,1
2007-12-11 00:00:00,2007-12-11 00:00:00,101,2007-12-11 00:00:00,100.5,100.5,4,15700,1578200,2007-12-11 00:00:00,1
2007-12-12 00:00:00,2007-12-12 00:00:00,100,2007-12-12 00:00:00,95.5,100,3,900,87300,2007-12-12 00:00:00,1
2007-12-13 00:00:00,2007-12-13 00:00:00,99.75,2007-12-13 00:00:00,98,99.75,12,3300,327750,2007-12-13 00:00:00,1
2007-12-14 00:00:00,2007-12-14 00:00:00,102,2007-12-14 00:00:00,100,101.5,10,10600,1070150,2007-12-14 00:00:00,1
2007-12-17 00:00:00,2007-12-17 00:00:00,101,2007-12-17 00:00:00,100,100,4,1700,171000,2007-12-17 00:00:00,1
2007-12-18 00:00:00,2007-12-18 00:00:00,100,2007-12-18 00:00:00,99.5,100,4,3300,329900,2007-12-18 00:00:00,1
2007-12-19 00:00:00,2007-12-19 00:00:00,101,2007-12-19 00:00:00,100,100,3,400,40200,2007-12-19 00:00:00,1
2007-12-20 00:00:00,2007-12-20 00:00:00,100,2007-12-20 00:00:00,100,100,1,600,60000,2007-12-20 00:00:00,1
2007-12-24 00:00:00,2007-12-24 00:00:00,103,2007-12-24 00:00:00,100.5,102.75,11,13200,1348650,2007-12-24 00:00:00,1
2007-12-26 00:00:00,2007-12-26 00:00:00,103,2007-12-26 00:00:00,100.25,102,4,1100,111925,2007-12-26 00:00:00,1
2007-12-27 00:00:00,2007-12-27 00:00:00,104,2007-12-27 00:00:00,100,100.75,10,3300,332175,2007-12-27 00:00:00,1
2007-12-28 00:00:00,2007-12-28 00:00:00,104,2007-12-28 00:00:00,100,101.5,16,95200,9569550,2007-12-28 00:00:00,1
2007-12-31 00:00:00,2007-12-31 00:00:00,103,2007-12-31 00:00:00,100.5,100.5,18,71900,7229350,2007-12-31 00:00:00,1
Company Id,:  DOCK,Security,Type :  N,Sub T,ype :  0000,,,,,
Short Name,:  DOCKYAR,D,,,,,,,,
-----------,----------,-------------,------------,-----------,-----------,---------,----------------,--------------------,------------,-------
Day,Date Hig,h       High,Date Low,Low,Closing,Trades(N,o.)  Shares(No.),Turnover(Rs.),Last Traded,Days Tr
----------,----------,-------------,------------,-----------,-----------,---------,----------------,--------------------,------------,-------
2007-01-02 00:00:00,2007-01-02 00:00:00,36.5,2007-01-02 00:00:00,36,36.5,5,2300,83150,2007-01-02 00:00:00,1
2007-01-04 00:00:00,2007-01-04 00:00:00,36.75,2007-01-04 00:00:00,36,36.5,30,77000,2807175,2007-01-04 00:00:00,1
2007-01-05 00:00:00,2007-01-05 00:00:00,36.75,2007-01-05 00:00:00,36.5,36.5,11,38800,1416450,2007-01-05 00:00:00,1
2007-01-08 00:00:00,2007-01-08 00:00:00,38,2007-01-08 00:00:00,36.75,37.5,27,44500,1652575,2007-01-08 00:00:00,1
2007-01-09 00:00:00,2007-01-09 00:00:00,37.75,2007-01-09 00:00:00,36.75,37.5,17,12000,449975,2007-01-09 00:00:00,1
2007-01-10 00:00:00,2007-01-10 00:00:00,36.5,2007-01-10 00:00:00,36.5,36.5,10,12000,438000,2007-01-10 00:00:00,1
2007-01-11 00:00:00,2007-01-11 00:00:00,36.75,2007-01-11 00:00:00,36.5,36.75,3,3100,113650,2007-01-11 00:00:00,1
2007-01-12 00:00:00,2007-01-12 00:00:00,36.5,2007-01-12 00:00:00,36.5,36.5,3,1200,43800,2007-01-12 00:00:00,1
2007-01-16 00:00:00,2007-01-16 00:00:00,37,2007-01-16 00:00:00,36.5,36.5,14,13600,499050,2007-01-16 00:00:00,1
2007-01-17 00:00:00,2007-01-17 00:00:00,38,2007-01-17 00:00:00,36,37.5,33,144900,5333450,2007-01-17 00:00:00,1
2007-01-18 00:00:00,2007-01-18 00:00:00,39,2007-01-18 00:00:00,37.75,38.75,47,101700,3889825,2007-01-18 00:00:00,1
2007-01-19 00:00:00,2007-01-19 00:00:00,39.5,2007-01-19 00:00:00,38,38.25,8,3700,143575,2007-01-19 00:00:00,1
2007-01-22 00:00:00,2007-01-22 00:00:00,40,2007-01-22 00:00:00,38,39.75,91,133500,5213725,2007-01-22 00:00:00,1
2007-01-23 00:00:00,2007-01-23 00:00:00,44.25,2007-01-23 00:00:00,40,43,285,591600,25220825,2007-01-23 00:00:00,1
2007-01-24 00:00:00,2007-01-24 00:00:00,44.75,2007-01-24 00:00:00,43,43.75,84,113600,4995225,2007-01-24 00:00:00,1
2007-01-25 00:00:00,2007-01-25 00:00:00,43.75,2007-01-25 00:00:00,42.5,42.75,27,16500,707675,2007-01-25 00:00:00,1
2007-01-26 00:00:00,2007-01-26 00:00:00,44.25,2007-01-26 00:00:00,42.5,43.5,159,487000,21079975,2007-01-26 00:00:00,1
2007-01-29 00:00:00,2007-01-29 00:00:00,44.5,2007-01-29 00:00:00,42,43,39,49800,2154950,2007-01-29 00:00:00,1
2007-01-30 00:00:00,2007-01-30 00:00:00,44,2007-01-30 00:00:00,42.5,43.25,24,10500,454500,2007-01-30 00:00:00,1
2007-01-31 00:00:00,2007-01-31 00:00:00,44,2007-01-31 00:00:00,43.25,44,37,101700,4465200,2007-01-31 00:00:00,1
2007-02-02 00:00:00,2007-02-02 00:00:00,44.5,2007-02-02 00:00:00,43.25,43.5,132,160000,7034250,2007-02-02 00:00:00,1
2007-02-06 00:00:00,2007-02-06 00:00:00,44.75,2007-02-06 00:00:00,43.75,44,89,73800,3260925,2007-02-06 00:00:00,1
2007-02-07 00:00:00,2007-02-07 00:00:00,44.75,2007-02-07 00:00:00,44,44.25,65,80400,3572500,2007-02-07 00:00:00,1
2007-02-08 00:00:00,2007-02-08 00:00:00,45.75,2007-02-08 00:00:00,44.5,45,206,366000,16459425,2007-02-08 00:00:00,1
_x000c_ REPORT :,HIGHLOW Re,v 2.1,,,,,,RUN :,2008-01-11 00:00:00,
,,,DAILY,"HIGH, LOW",AND CLOSIN,G PRICES,AS AT    11-JAN-,2008          PAGE:,**,
,,,==========,===========,===========,=========,================,=,,
Company Id,:  DOCK,Security,Type :  N,Sub T,ype :  0000,,,,,
Short Name,:  DOCKYAR,D,,,,,,,,
-----------,----------,-------------,------------,-----------,-----------,---------,----------------,--------------------,------------,-------
Day,Date Hig,h       High,Date Low,Low,Closing,Trades(N,o.)  Shares(No.),Turnover(Rs.),Last Traded,Days Tr
----------,----------,-------------,------------,-----------,-----------,---------,----------------,--------------------,------------,-------
2007-02-09 00:00:00,2007-02-09 00:00:00,45.75,2007-02-09 00:00:00,44.75,45,75,114700,5162650,2007-02-09 00:00:00,1
2007-02-12 00:00:00,2007-02-12 00:00:00,45.5,2007-02-12 00:00:00,45,45.25,76,87800,3967550,2007-02-12 00:00:00,1
2007-02-13 00:00:00,2007-02-13 00:00:00,45.25,2007-02-13 00:00:00,44.75,45,72,80100,3612500,2007-02-13 00:00:00,1
2007-02-14 00:00:00,2007-02-14 00:00:00,45,2007-02-14 00:00:00,44,44.5,38,37200,1654950,2007-02-14 00:00:00,1
2007-02-15 00:00:00,2007-02-15 00:00:00,46.25,2007-02-15 00:00:00,45,45.75,173,154700,7091175,2007-02-15 00:00:00,1
2007-02-19 00:00:00,2007-02-19 00:00:00,46.5,2007-02-19 00:00:00,45,45.25,44,39800,1815150,2007-02-19 00:00:00,1
2007-02-20 00:00:00,2007-02-20 00:00:00,45,2007-02-20 00:00:00,44,44.75,14,10400,466825,2007-02-20 00:00:00,1
2007-02-21 00:00:00,2007-02-21 00:00:00,45,2007-02-21 00:00:00,44.25,45,21,26100,1169900,2007-02-21 00:00:00,1
2007-02-22 00:00:00,2007-02-22 00:00:00,44.5,2007-02-22 00:00:00,44,44.25,32,19700,870975,2007-02-22 00:00:00,1
