Company's Daily Share Prices (Closing) and Highest - Lowest price of the date,,,,,,,,,,
Company Id,:  AAIC,Security,Type :  N,Sub T,ype :  0000,,,,,
Short Name,:  ASIAN A,LLIANCE,,,,,,,,
-----------,----------,-------------,------------,-----------,-----------,---------,----------------,--------------------,------------,-------
Day,Date high,High,Date Low,Low,Closing,Trades(No.), Shares(No.),Turnover(Rs.),Last Traded,Days Traded
2007-04-30 00:00:00,2007-04-30 00:00:00,103.5,2007-04-30 00:00:00,100.25,100.75,8,4400,442850,2007-04-30 00:00:00,1
2007-05-03 00:00:00,2007-05-03 00:00:00,101.5,2007-05-03 00:00:00,101,101,7,1500,151575,2007-05-03 00:00:00,1
_x000c_ REPORT :,HIGHLOW Re,v 2.1,,,,,,RUN :,2008-01-11 00:00:00,
,,,DAILY,"HIGH, LOW",AND CLOSIN,G PRICES,AS AT    11-JAN-,2008          PAGE:,**,
,,,==========,===========,===========,=========,================,=,,
Company Id,:  CINV,Security,Type :  N,Sub T,ype :  0000,,,,,
Short Name,:  CEYLON,INV.,,,,,,,,
-----------,----------,-------------,------------,-----------,-----------,---------,----------------,--------------------,------------,-------
Day,Date Hig,h       High,Date Low,Low,Closing,Trades(N,o.)  Shares(No.),Turnover(Rs.),Last Traded,Days Tr
----------,----------,-------------,------------,-----------,-----------,---------,----------------,--------------------,------------,-------
2007-05-04 00:00:00,2007-05-04 00:00:00,101,2007-05-04 00:00:00,98,99,33,10300,1026700,2007-05-04 00:00:00,1
2007-05-07 00:00:00,2007-05-07 00:00:00,100,2007-05-07 00:00:00,100,100,18,6900,690000,2007-05-07 00:00:00,1
2007-05-08 00:00:00,2007-05-08 00:00:00,99,2007-05-08 00:00:00,80,93.75,45,10900,1030200,2007-05-08 00:00:00,1
2007-05-09 00:00:00,2007-05-09 00:00:00,90,2007-05-09 00:00:00,90,90,11,7300,657000,2007-05-09 00:00:00,1
2007-05-10 00:00:00,2007-05-10 00:00:00,90,2007-05-10 00:00:00,90,90,7,7800,702000,2007-05-10 00:00:00,1
2007-05-11 00:00:00,2007-05-11 00:00:00,88.5,2007-05-11 00:00:00,84.5,85.75,82,86500,7386625,2007-05-11 00:00:00,1
2007-05-14 00:00:00,2007-05-14 00:00:00,85.75,2007-05-14 00:00:00,85.25,85.25,7,1700,145225,2007-05-14 00:00:00,1
2007-05-15 00:00:00,2007-05-15 00:00:00,86,2007-05-15 00:00:00,76,77.75,37,6900,559700,2007-05-15 00:00:00,1
2007-05-16 00:00:00,2007-05-16 00:00:00,78,2007-05-16 00:00:00,75.5,76,64,26000,2000450,2007-05-16 00:00:00,1
2007-05-17 00:00:00,2007-05-17 00:00:00,75,2007-05-17 00:00:00,68,71.75,100,45000,3178375,2007-05-17 00:00:00,1
2007-05-18 00:00:00,2007-05-18 00:00:00,83.75,2007-05-18 00:00:00,77,83,83,35300,2859200,2007-05-18 00:00:00,1
2007-05-21 00:00:00,2007-05-21 00:00:00,92.5,2007-05-21 00:00:00,85,88,171,62800,5613475,2007-05-21 00:00:00,1
2007-05-22 00:00:00,2007-05-22 00:00:00,88.5,2007-05-22 00:00:00,86.25,86.75,9,1300,113650,2007-05-22 00:00:00,1
2007-05-23 00:00:00,2007-05-23 00:00:00,85,2007-05-23 00:00:00,81,81.5,17,4400,360500,2007-05-23 00:00:00,1
2007-05-24 00:00:00,2007-05-24 00:00:00,82,2007-05-24 00:00:00,77.5,80.25,43,11500,911500,2007-05-24 00:00:00,1
2007-05-25 00:00:00,2007-05-25 00:00:00,83.75,2007-05-25 00:00:00,81.25,81.25,6,800,65750,2007-05-25 00:00:00,1
2007-05-28 00:00:00,2007-05-28 00:00:00,80,2007-05-28 00:00:00,79.75,79.75,9,1700,135600,2007-05-28 00:00:00,1
2007-05-29 00:00:00,2007-05-29 00:00:00,79,2007-05-29 00:00:00,76.5,78,32,12200,949575,2007-05-29 00:00:00,1
2007-05-30 00:00:00,2007-05-30 00:00:00,80,2007-05-30 00:00:00,79,79.75,16,4600,366575,2007-05-30 00:00:00,1
2007-06-01 00:00:00,2007-06-01 00:00:00,79.5,2007-06-01 00:00:00,78.5,78.75,12,2900,229150,2007-06-01 00:00:00,1
2007-06-04 00:00:00,2007-06-04 00:00:00,78.5,2007-06-04 00:00:00,76.5,77.5,19,3000,232600,2007-06-04 00:00:00,1
2007-06-05 00:00:00,2007-06-05 00:00:00,77.75,2007-06-05 00:00:00,77,77.75,16,5800,449525,2007-06-05 00:00:00,1
2007-06-06 00:00:00,2007-06-06 00:00:00,79,2007-06-06 00:00:00,77.75,78.25,10,5800,453575,2007-06-06 00:00:00,1
2007-06-07 00:00:00,2007-06-07 00:00:00,78.75,2007-06-07 00:00:00,78,78,12,3300,259275,2007-06-07 00:00:00,1
2007-06-08 00:00:00,2007-06-08 00:00:00,81,2007-06-08 00:00:00,78,80,38,17100,1360400,2007-06-08 00:00:00,1
2007-06-11 00:00:00,2007-06-11 00:00:00,80,2007-06-11 00:00:00,80,80,4,1900,152000,2007-06-11 00:00:00,1
2007-06-12 00:00:00,2007-06-12 00:00:00,82,2007-06-12 00:00:00,80,81.5,11,4500,364850,2007-06-12 00:00:00,1
2007-06-13 00:00:00,2007-06-13 00:00:00,84,2007-06-13 00:00:00,82,83.25,41,9300,774225,2007-06-13 00:00:00,1
2007-06-14 00:00:00,2007-06-14 00:00:00,84,2007-06-14 00:00:00,81,81,8,1400,115825,2007-06-14 00:00:00,1
2007-06-15 00:00:00,2007-06-15 00:00:00,83,2007-06-15 00:00:00,80,83,9,5400,433175,2007-06-15 00:00:00,1
2007-06-18 00:00:00,2007-06-18 00:00:00,80.75,2007-06-18 00:00:00,80.75,80.75,1,300,24225,2007-06-18 00:00:00,1
2007-06-19 00:00:00,2007-06-19 00:00:00,81.5,2007-06-19 00:00:00,78,80.25,9,4000,320500,2007-06-19 00:00:00,1
2007-06-20 00:00:00,2007-06-20 00:00:00,82.5,2007-06-20 00:00:00,81,81.25,6,6000,492250,2007-06-20 00:00:00,1
2007-06-22 00:00:00,2007-06-22 00:00:00,81.25,2007-06-22 00:00:00,80.5,80.75,6,5300,429225,2007-06-22 00:00:00,1
2007-06-25 00:00:00,2007-06-25 00:00:00,80.25,2007-06-25 00:00:00,79.5,79.75,5,1000,79950,2007-06-25 00:00:00,1
2007-06-26 00:00:00,2007-06-26 00:00:00,80,2007-06-26 00:00:00,80,80,3,1800,144000,2007-06-26 00:00:00,1
2007-06-28 00:00:00,2007-06-28 00:00:00,80,2007-06-28 00:00:00,76.5,80,2,200,15650,2007-06-28 00:00:00,1
2007-06-29 00:00:00,2007-06-29 00:00:00,80,2007-06-29 00:00:00,79,80,14,4200,335775,2007-06-29 00:00:00,1
2007-07-02 00:00:00,2007-07-02 00:00:00,80.25,2007-07-02 00:00:00,80,80,3,500,40025,2007-07-02 00:00:00,1
2007-07-03 00:00:00,2007-07-03 00:00:00,81,2007-07-03 00:00:00,79,79,3,400,32000,2007-07-03 00:00:00,1
2007-07-04 00:00:00,2007-07-04 00:00:00,78,2007-07-04 00:00:00,78,78,4,1300,101400,2007-07-04 00:00:00,1
2007-07-05 00:00:00,2007-07-05 00:00:00,78,2007-07-05 00:00:00,77,77,6,1500,115850,2007-07-05 00:00:00,1
2007-07-06 00:00:00,2007-07-06 00:00:00,76,2007-07-06 00:00:00,75.5,75.5,4,1500,113400,2007-07-06 00:00:00,1
2007-07-09 00:00:00,2007-07-09 00:00:00,75.25,2007-07-09 00:00:00,74,74.75,21,6100,457450,2007-07-09 00:00:00,1
2007-07-10 00:00:00,2007-07-10 00:00:00,75,2007-07-10 00:00:00,73.25,74,10,2900,214900,2007-07-10 00:00:00,1
2007-07-11 00:00:00,2007-07-11 00:00:00,75,2007-07-11 00:00:00,71.5,74.75,10,4500,336725,2007-07-11 00:00:00,1
2007-07-12 00:00:00,2007-07-12 00:00:00,73.5,2007-07-12 00:00:00,72.5,72.75,8,1700,123650,2007-07-12 00:00:00,1
2007-07-13 00:00:00,2007-07-13 00:00:00,73,2007-07-13 00:00:00,71,71.75,17,5200,375600,2007-07-13 00:00:00,1
2007-07-16 00:00:00,2007-07-16 00:00:00,72,2007-07-16 00:00:00,71,71,11,1800,128025,2007-07-16 00:00:00,1
2007-07-17 00:00:00,2007-07-17 00:00:00,70.5,2007-07-17 00:00:00,68.5,69.75,13,8800,616300,2007-07-17 00:00:00,1
2007-07-18 00:00:00,2007-07-18 00:00:00,68.75,2007-07-18 00:00:00,68.5,68.5,7,1800,123350,2007-07-18 00:00:00,1
2007-07-19 00:00:00,2007-07-19 00:00:00,75,2007-07-19 00:00:00,70,74.25,27,6500,468325,2007-07-19 00:00:00,1
2007-07-20 00:00:00,2007-07-20 00:00:00,77.25,2007-07-20 00:00:00,75,76,10,5300,402475,2007-07-20 00:00:00,1
_x000c_ REPORT :,HIGHLOW Re,v 2.1,,,,,,RUN :,2008-01-11 00:00:00,
,,,DAILY,"HIGH, LOW",AND CLOSIN,G PRICES,AS AT    11-JAN-,2008          PAGE:,**,
,,,==========,===========,===========,=========,================,=,,
Company Id,:  CINV,Security,Type :  N,Sub T,ype :  0000,,,,,
Short Name,:  CEYLON,INV.,,,,,,,,
-----------,----------,-------------,------------,-----------,-----------,---------,----------------,--------------------,------------,-------
Day,Date Hig,h       High,Date Low,Low,Closing,Trades(N,o.)  Shares(No.),Turnover(Rs.),Last Traded,Days Tr
----------,----------,-------------,------------,-----------,-----------,---------,----------------,--------------------,------------,-------
2007-07-23 00:00:00,2007-07-23 00:00:00,77,2007-07-23 00:00:00,75,75.25,7,1300,98525,2007-07-23 00:00:00,1
2007-07-24 00:00:00,2007-07-24 00:00:00,76,2007-07-24 00:00:00,75,75.25,11,4600,346050,2007-07-24 00:00:00,1
2007-07-25 00:00:00,2007-07-25 00:00:00,80.75,2007-07-25 00:00:00,76,77.5,48,13900,1097625,2007-07-25 00:00:00,1
2007-07-26 00:00:00,2007-07-26 00:00:00,78,2007-07-26 00:00:00,77.5,78,2,1600,124750,2007-07-26 00:00:00,1
2007-07-27 00:00:00,2007-07-27 00:00:00,78,2007-07-27 00:00:00,73.75,77.75,21,7500,579650,2007-07-27 00:00:00,1
2007-07-30 00:00:00,2007-07-30 00:00:00,76,2007-07-30 00:00:00,75,75,6,3000,225150,2007-07-30 00:00:00,1
2007-07-31 00:00:00,2007-07-31 00:00:00,74.5,2007-07-31 00:00:00,74.5,74.5,1,500,37250,2007-07-31 00:00:00,1
2007-08-01 00:00:00,2007-08-01 00:00:00,76.5,2007-08-01 00:00:00,75,75,18,8300,623150,2007-08-01 00:00:00,1
2007-08-02 00:00:00,2007-08-02 00:00:00,75,2007-08-02 00:00:00,73.5,73.75,9,2700,200475,2007-08-02 00:00:00,1
2007-08-03 00:00:00,2007-08-03 00:00:00,78,2007-08-03 00:00:00,74,75.25,31,7900,602650,2007-08-03 00:00:00,1
2007-08-06 00:00:00,2007-08-06 00:00:00,76,2007-08-06 00:00:00,76,76,1,100,7600,2007-08-06 00:00:00,1
2007-08-07 00:00:00,2007-08-07 00:00:00,76,2007-08-07 00:00:00,76,76,1,1000,76000,2007-08-07 00:00:00,1
2007-08-08 00:00:00,2007-08-08 00:00:00,74.5,2007-08-08 00:00:00,74.5,74.5,1,100,7450,2007-08-08 00:00:00,1
2007-08-09 00:00:00,2007-08-09 00:00:00,75.5,2007-08-09 00:00:00,74.5,74.5,6,1200,89800,2007-08-09 00:00:00,1
2007-08-10 00:00:00,2007-08-10 00:00:00,74,2007-08-10 00:00:00,73,73.5,3,600,44100,2007-08-10 00:00:00,1
2007-08-13 00:00:00,2007-08-13 00:00:00,75,2007-08-13 00:00:00,72.5,73.75,10,8100,597500,2007-08-13 00:00:00,1
2007-08-14 00:00:00,2007-08-14 00:00:00,74,2007-08-14 00:00:00,72.25,73.25,2,500,36650,2007-08-14 00:00:00,1
2007-08-15 00:00:00,2007-08-15 00:00:00,73.75,2007-08-15 00:00:00,73.75,73.75,1,100,7375,2007-08-15 00:00:00,1
2007-08-16 00:00:00,2007-08-16 00:00:00,73.75,2007-08-16 00:00:00,73,73.5,15,5300,388625,2007-08-16 00:00:00,1
2007-08-17 00:00:00,2007-08-17 00:00:00,73.75,2007-08-17 00:00:00,72,73,14,6200,447425,2007-08-17 00:00:00,1
2007-08-20 00:00:00,2007-08-20 00:00:00,74,2007-08-20 00:00:00,73,73.5,11,13900,1026000,2007-08-20 00:00:00,1
2007-08-21 00:00:00,2007-08-21 00:00:00,75.5,2007-08-21 00:00:00,73.5,75,8,4000,296850,2007-08-21 00:00:00,1
2007-08-22 00:00:00,2007-08-22 00:00:00,75,2007-08-22 00:00:00,75,75,5,2500,187500,2007-08-22 00:00:00,1
2007-08-23 00:00:00,2007-08-23 00:00:00,74.5,2007-08-23 00:00:00,74.5,74.5,3,400,29800,2007-08-23 00:00:00,1
2007-08-24 00:00:00,2007-08-24 00:00:00,75.5,2007-08-24 00:00:00,74.5,75.25,9,1700,127875,2007-08-24 00:00:00,1
2007-08-27 00:00:00,2007-08-27 00:00:00,80,2007-08-27 00:00:00,75.75,78,33,14100,1109500,2007-08-27 00:00:00,1
2007-08-29 00:00:00,2007-08-29 00:00:00,76.5,2007-08-29 00:00:00,76.5,76.5,2,200,15300,2007-08-29 00:00:00,1
2007-08-30 00:00:00,2007-08-30 00:00:00,76.5,2007-08-30 00:00:00,76,76,9,3500,266100,2007-08-30 00:00:00,1
2007-08-31 00:00:00,2007-08-31 00:00:00,76,2007-08-31 00:00:00,74,74.75,15,5100,381500,2007-08-31 00:00:00,1
2007-09-03 00:00:00,2007-09-03 00:00:00,78,2007-09-03 00:00:00,75.5,75.5,5,800,61150,2007-09-03 00:00:00,1
2007-09-04 00:00:00,2007-09-04 00:00:00,77,2007-09-04 00:00:00,77,77,2,200,15400,2007-09-04 00:00:00,1
2007-09-05 00:00:00,2007-09-05 00:00:00,77,2007-09-05 00:00:00,75,75,3,300,22800,2007-09-05 00:00:00,1
2007-09-06 00:00:00,2007-09-06 00:00:00,75,2007-09-06 00:00:00,75,75,1,300,22500,2007-09-06 00:00:00,1
2007-09-07 00:00:00,2007-09-07 00:00:00,75.25,2007-09-07 00:00:00,75.25,75.25,3,400,30100,2007-09-07 00:00:00,1
2007-09-10 00:00:00,2007-09-10 00:00:00,78,2007-09-10 00:00:00,78,78,1,100,7800,2007-09-10 00:00:00,1
2007-09-11 00:00:00,2007-09-11 00:00:00,76,2007-09-11 00:00:00,74,75.5,11,15500,1149800,2007-09-11 00:00:00,1
2007-09-12 00:00:00,2007-09-12 00:00:00,75,2007-09-12 00:00:00,75,75,1,100,7500,2007-09-12 00:00:00,1
2007-09-13 00:00:00,2007-09-13 00:00:00,79,2007-09-13 00:00:00,75.25,78,31,19400,1512025,2007-09-13 00:00:00,1
2007-09-14 00:00:00,2007-09-14 00:00:00,83,2007-09-14 00:00:00,78.75,81.75,93,28500,2321525,2007-09-14 00:00:00,1
2007-09-17 00:00:00,2007-09-17 00:00:00,82,2007-09-17 00:00:00,80,81.25,10,2500,202950,2007-09-17 00:00:00,1
2007-09-18 00:00:00,2007-09-18 00:00:00,80.25,2007-09-18 00:00:00,80,80,7,2300,184025,2007-09-18 00:00:00,1
2007-09-19 00:00:00,2007-09-19 00:00:00,80,2007-09-19 00:00:00,78.75,79,8,4900,388675,2007-09-19 00:00:00,1
2007-09-20 00:00:00,2007-09-20 00:00:00,78.75,2007-09-20 00:00:00,78,78.25,5,600,47050,2007-09-20 00:00:00,1
2007-09-21 00:00:00,2007-09-21 00:00:00,78,2007-09-21 00:00:00,78,78,4,1000,78000,2007-09-21 00:00:00,1
2007-09-24 00:00:00,2007-09-24 00:00:00,77.5,2007-09-24 00:00:00,77.5,77.5,4,500,38750,2007-09-24 00:00:00,1
2007-09-25 00:00:00,2007-09-25 00:00:00,76.5,2007-09-25 00:00:00,76.25,76.25,2,200,15275,2007-09-25 00:00:00,1
2007-09-27 00:00:00,2007-09-27 00:00:00,77.75,2007-09-27 00:00:00,76,76.25,2,600,45775,2007-09-27 00:00:00,1
2007-09-28 00:00:00,2007-09-28 00:00:00,87,2007-09-28 00:00:00,78.5,85,276,87400,7335650,2007-09-28 00:00:00,1
2007-10-01 00:00:00,2007-10-01 00:00:00,93,2007-10-01 00:00:00,86,88.5,322,116000,10435700,2007-10-01 00:00:00,1
2007-10-02 00:00:00,2007-10-02 00:00:00,90,2007-10-02 00:00:00,86,86.25,54,14300,1250925,2007-10-02 00:00:00,1
2007-10-03 00:00:00,2007-10-03 00:00:00,87,2007-10-03 00:00:00,85,86,23,6300,539700,2007-10-03 00:00:00,1
2007-10-04 00:00:00,2007-10-04 00:00:00,89,2007-10-04 00:00:00,86.75,87,33,8100,711575,2007-10-04 00:00:00,1
2007-10-05 00:00:00,2007-10-05 00:00:00,88.75,2007-10-05 00:00:00,87,87.5,35,9700,852975,2007-10-05 00:00:00,1
_x000c_ REPORT :,HIGHLOW Re,v 2.1,,,,,,RUN :,2008-01-11 00:00:00,
,,,DAILY,"HIGH, LOW",AND CLOSIN,G PRICES,AS AT    11-JAN-,2008          PAGE:,**,
,,,==========,===========,===========,=========,================,=,,
Company Id,:  CINV,Security,Type :  N,Sub T,ype :  0000,,,,,
Short Name,:  CEYLON,INV.,,,,,,,,
-----------,----------,-------------,------------,-----------,-----------,---------,----------------,--------------------,------------,-------
Day,Date Hig,h       High,Date Low,Low,Closing,Trades(N,o.)  Shares(No.),Turnover(Rs.),Last Traded,Days Tr
----------,----------,-------------,------------,-----------,-----------,---------,----------------,--------------------,------------,-------
2007-10-08 00:00:00,2007-10-08 00:00:00,86.25,2007-10-08 00:00:00,84,84.5,6,900,75975,2007-10-08 00:00:00,1
2007-10-09 00:00:00,2007-10-09 00:00:00,82,2007-10-09 00:00:00,81,81.25,24,8800,713650,2007-10-09 00:00:00,1
2007-10-10 00:00:00,2007-10-10 00:00:00,81,2007-10-10 00:00:00,81,81,4,1000,81000,2007-10-10 00:00:00,1
2007-10-11 00:00:00,2007-10-11 00:00:00,81.75,2007-10-11 00:00:00,80,81.5,31,13400,1079925,2007-10-11 00:00:00,1
2007-10-12 00:00:00,2007-10-12 00:00:00,82,2007-10-12 00:00:00,79.5,81.5,9,3200,258800,2007-10-12 00:00:00,1
2007-10-15 00:00:00,2007-10-15 00:00:00,81.5,2007-10-15 00:00:00,81,81.25,15,4400,357475,2007-10-15 00:00:00,1
2007-10-16 00:00:00,2007-10-16 00:00:00,82.5,2007-10-16 00:00:00,81,82,13,3300,269350,2007-10-16 00:00:00,1
2007-10-17 00:00:00,2007-10-17 00:00:00,83.5,2007-10-17 00:00:00,80,80.25,14,2000,161450,2007-10-17 00:00:00,1
2007-10-18 00:00:00,2007-10-18 00:00:00,87.5,2007-10-18 00:00:00,80,84,41,17400,1471925,2007-10-18 00:00:00,1
2007-10-19 00:00:00,2007-10-19 00:00:00,82.5,2007-10-19 00:00:00,80,80.75,15,3100,251875,2007-10-19 00:00:00,1
2007-10-22 00:00:00,2007-10-22 00:00:00,81,2007-10-22 00:00:00,80,80,14,3800,304400,2007-10-22 00:00:00,1
2007-10-23 00:00:00,2007-10-23 00:00:00,80,2007-10-23 00:00:00,78,78.5,18,15300,1220000,2007-10-23 00:00:00,1
2007-10-24 00:00:00,2007-10-24 00:00:00,86.75,2007-10-24 00:00:00,80,81.75,61,43600,3650050,2007-10-24 00:00:00,1
2007-10-26 00:00:00,2007-10-26 00:00:00,83,2007-10-26 00:00:00,83,83,7,1900,157700,2007-10-26 00:00:00,1
2007-10-29 00:00:00,2007-10-29 00:00:00,87,2007-10-29 00:00:00,82.25,83,26,18000,1525200,2007-10-29 00:00:00,1
2007-10-30 00:00:00,2007-10-30 00:00:00,89,2007-10-30 00:00:00,83,86.25,159,105900,9257650,2007-10-30 00:00:00,1
2007-10-31 00:00:00,2007-10-31 00:00:00,86.5,2007-10-31 00:00:00,85,85.25,16,4800,408300,2007-10-31 00:00:00,1
2007-11-01 00:00:00,2007-11-01 00:00:00,85.25,2007-11-01 00:00:00,85,85,5,2300,195550,2007-11-01 00:00:00,1
2007-11-02 00:00:00,2007-11-02 00:00:00,92.5,2007-11-02 00:00:00,88,91.75,170,76900,6977150,2007-11-02 00:00:00,1
2007-11-05 00:00:00,2007-11-05 00:00:00,93,2007-11-05 00:00:00,88.5,89.5,40,41300,3728525,2007-11-05 00:00:00,1
2007-11-06 00:00:00,2007-11-06 00:00:00,89.5,2007-11-06 00:00:00,86.75,87,12,2000,177000,2007-11-06 00:00:00,1
2007-11-07 00:00:00,2007-11-07 00:00:00,88,2007-11-07 00:00:00,87,87.5,5,1000,87625,2007-11-07 00:00:00,1
2007-11-09 00:00:00,2007-11-09 00:00:00,94.5,2007-11-09 00:00:00,89,94,109,80300,7470800,2007-11-09 00:00:00,1
2007-11-12 00:00:00,2007-11-12 00:00:00,96.25,2007-11-12 00:00:00,93,95,69,29800,2836425,2007-11-12 00:00:00,1
2007-11-13 00:00:00,2007-11-13 00:00:00,97,2007-11-13 00:00:00,95,95.25,81,26500,2547450,2007-11-13 00:00:00,1
2007-11-14 00:00:00,2007-11-14 00:00:00,94.75,2007-11-14 00:00:00,90.25,92.25,12,4400,405175,2007-11-14 00:00:00,1
2007-11-15 00:00:00,2007-11-15 00:00:00,95.75,2007-11-15 00:00:00,92,92.25,20,8200,769350,2007-11-15 00:00:00,1
2007-11-16 00:00:00,2007-11-16 00:00:00,94.5,2007-11-16 00:00:00,89,90.25,35,19800,1794275,2007-11-16 00:00:00,1
2007-11-19 00:00:00,2007-11-19 00:00:00,90,2007-11-19 00:00:00,89,90,5,1000,89600,2007-11-19 00:00:00,1
2007-11-20 00:00:00,2007-11-20 00:00:00,92.5,2007-11-20 00:00:00,90,90,16,2600,235700,2007-11-20 00:00:00,1
2007-11-21 00:00:00,2007-11-21 00:00:00,90,2007-11-21 00:00:00,90,90,10,4000,360000,2007-11-21 00:00:00,1
2007-11-22 00:00:00,2007-11-22 00:00:00,90,2007-11-22 00:00:00,88.5,90,19,6000,539325,2007-11-22 00:00:00,1
2007-11-23 00:00:00,2007-11-23 00:00:00,87.5,2007-11-23 00:00:00,87,87.25,7,1400,122000,2007-11-23 00:00:00,1
2007-11-26 00:00:00,2007-11-26 00:00:00,89,2007-11-26 00:00:00,86.5,87.75,6,1100,96550,2007-11-26 00:00:00,1
2007-11-27 00:00:00,2007-11-27 00:00:00,90,2007-11-27 00:00:00,90,90,1,200,18000,2007-11-27 00:00:00,1
2007-11-28 00:00:00,2007-11-28 00:00:00,87,2007-11-28 00:00:00,86.5,86.75,3,4600,399400,2007-11-28 00:00:00,1
2007-11-29 00:00:00,2007-11-29 00:00:00,86.75,2007-11-29 00:00:00,84,84.25,10,2300,195875,2007-11-29 00:00:00,1
2007-11-30 00:00:00,2007-11-30 00:00:00,84,2007-11-30 00:00:00,84,84,2,300,25200,2007-11-30 00:00:00,1
2007-12-03 00:00:00,2007-12-03 00:00:00,83,2007-12-03 00:00:00,82,82,2,600,49300,2007-12-03 00:00:00,1
2007-12-04 00:00:00,2007-12-04 00:00:00,82,2007-12-04 00:00:00,81,81,7,1300,106000,2007-12-04 00:00:00,1
2007-12-06 00:00:00,2007-12-06 00:00:00,85.5,2007-12-06 00:00:00,85.5,85.5,1,1500,128250,2007-12-06 00:00:00,1
2007-12-11 00:00:00,2007-12-11 00:00:00,82,2007-12-11 00:00:00,81.25,82,3,800,65375,2007-12-11 00:00:00,1
2007-12-12 00:00:00,2007-12-12 00:00:00,84.75,2007-12-12 00:00:00,81.5,81.75,10,6700,548475,2007-12-12 00:00:00,1
2007-12-13 00:00:00,2007-12-13 00:00:00,80.5,2007-12-13 00:00:00,80.5,80.5,3,400,32200,2007-12-13 00:00:00,1
2007-12-14 00:00:00,2007-12-14 00:00:00,81.25,2007-12-14 00:00:00,80.5,81.25,6,18100,1457525,2007-12-14 00:00:00,1
2007-12-17 00:00:00,2007-12-17 00:00:00,81,2007-12-17 00:00:00,81,81,1,200,16200,2007-12-17 00:00:00,1
2007-12-18 00:00:00,2007-12-18 00:00:00,82.5,2007-12-18 00:00:00,82,82.25,3,800,65650,2007-12-18 00:00:00,1
2007-12-19 00:00:00,2007-12-19 00:00:00,82.5,2007-12-19 00:00:00,82,82.5,5,1100,90500,2007-12-19 00:00:00,1
2007-12-20 00:00:00,2007-12-20 00:00:00,82,2007-12-20 00:00:00,82,82,7,1000,82000,2007-12-20 00:00:00,1
2007-12-24 00:00:00,2007-12-24 00:00:00,82,2007-12-24 00:00:00,81,81,11,6200,505025,2007-12-24 00:00:00,1
2007-12-26 00:00:00,2007-12-26 00:00:00,81.75,2007-12-26 00:00:00,81,81.25,9,4100,334300,2007-12-26 00:00:00,1
2007-12-27 00:00:00,2007-12-27 00:00:00,82.25,2007-12-27 00:00:00,81.25,82.25,3,400,32600,2007-12-27 00:00:00,1
2007-12-28 00:00:00,2007-12-28 00:00:00,83,2007-12-28 00:00:00,81.25,81.75,8,2600,213750,2007-12-28 00:00:00,1
_x000c_ REPORT :,HIGHLOW Re,v 2.1,,,,,,RUN :,2008-01-11 00:00:00,
,,,DAILY,"HIGH, LOW",AND CLOSIN,G PRICES,AS AT    11-JAN-,2008          PAGE:,**,
,,,==========,===========,===========,=========,================,=,,
Company Id,:  CINV,Security,Type :  N,Sub T,ype :  0000,,,,,
Short Name,:  CEYLON,INV.,,,,,,,,
-----------,----------,-------------,------------,-----------,-----------,---------,----------------,--------------------,------------,-------
Day,Date Hig,h       High,Date Low,Low,Closing,Trades(N,o.)  Shares(No.),Turnover(Rs.),Last Traded,Days Tr
----------,----------,-------------,------------,-----------,-----------,---------,----------------,--------------------,------------,-------
2007-12-31 00:00:00,2007-12-31 00:00:00,85,2007-12-31 00:00:00,82.25,84.5,7,1200,99875,2007-12-31 00:00:00,1
Company Id,:  CIT,Security,Type :  N,Sub T,ype :  0000,,,,,
Short Name,:  CIT,,,,,,,,,
-----------,----------,-------------,------------,-----------,-----------,---------,----------------,--------------------,------------,-------
Day,Date Hig,h       High,Date Low,Low,Closing,Trades(N,o.)  Shares(No.),Turnover(Rs.),Last Traded,Days Tr
----------,----------,-------------,------------,-----------,-----------,---------,----------------,--------------------,------------,-------
2007-01-04 00:00:00,2007-01-04 00:00:00,18,2007-01-04 00:00:00,18,18,1,500,9000,2007-01-04 00:00:00,1
2007-01-08 00:00:00,2007-01-08 00:00:00,18,2007-01-08 00:00:00,18,18,1,1000,18000,2007-01-08 00:00:00,1
2007-01-09 00:00:00,2007-01-09 00:00:00,18,2007-01-09 00:00:00,18,18,2,6900,124200,2007-01-09 00:00:00,1
2007-01-10 00:00:00,2007-01-10 00:00:00,17.5,2007-01-10 00:00:00,17.5,17.5,1,600,10500,2007-01-10 00:00:00,1
2007-01-16 00:00:00,2007-01-16 00:00:00,19.5,2007-01-16 00:00:00,19.5,19.5,2,1000,19500,2007-01-16 00:00:00,1
2007-01-19 00:00:00,2007-01-19 00:00:00,19.5,2007-01-19 00:00:00,19.25,19.25,5,2100,40450,2007-01-19 00:00:00,1
2007-01-25 00:00:00,2007-01-25 00:00:00,20,2007-01-25 00:00:00,19.5,19.5,4,1000,19600,2007-01-25 00:00:00,1
2007-02-07 00:00:00,2007-02-07 00:00:00,20,2007-02-07 00:00:00,19.5,19.75,2,1000,19750,2007-02-07 00:00:00,1
2007-02-08 00:00:00,2007-02-08 00:00:00,20,2007-02-08 00:00:00,19.75,19.75,2,2200,43475,2007-02-08 00:00:00,1
2007-02-13 00:00:00,2007-02-13 00:00:00,20,2007-02-13 00:00:00,18,18.75,8,2700,50625,2007-02-13 00:00:00,1
2007-02-14 00:00:00,2007-02-14 00:00:00,20,2007-02-14 00:00:00,18,19.25,25,59700,1116100,2007-02-14 00:00:00,1
