Company's Daily Share Prices (Closing) and Highest - Lowest price of the date,,,,,,,,,,
Company Id :  AAIC,,Security,Type :  N,Sub Type :  0000,,,,,,
Short Name :  ASIAN ALLIANCE,,,,,,,,,,
Quarter,Date High,High,Date Low,Low,Closing,Trades(No.),Shares(No.),Turnover(Rs.),Last Traded Date,Days Traded
2004-07-07 00:00:00,2004-07-07 00:00:00,8,2004-07-07 00:00:00,7.5,8,4,6500,51750,2004-07-07 00:00:00,1
2004-07-09 00:00:00,2004-07-09 00:00:00,9,2004-07-09 00:00:00,8.25,8.5,16,22300,190875,2004-07-09 00:00:00,1
2004-07-14 00:00:00,2004-07-14 00:00:00,8.75,2004-07-14 00:00:00,7.5,8.25,6,6400,51450,2004-07-14 00:00:00,1
2004-07-15 00:00:00,2004-07-15 00:00:00,8.75,2004-07-15 00:00:00,8.25,8.25,7,9700,82700,2004-07-15 00:00:00,1
2004-07-16 00:00:00,2004-07-16 00:00:00,8.5,2004-07-16 00:00:00,8,8.25,5,20100,161350,2004-07-16 00:00:00,1
2004-07-19 00:00:00,2004-07-19 00:00:00,8,2004-07-19 00:00:00,8,8,2,400,3200,2004-07-19 00:00:00,1
2004-07-20 00:00:00,2004-07-20 00:00:00,8,2004-07-20 00:00:00,8,8,1,1000,8000,2004-07-20 00:00:00,1
2004-07-21 00:00:00,2004-07-21 00:00:00,8.5,2004-07-21 00:00:00,7.75,8,39,102500,820825,2004-07-21 00:00:00,1
2004-07-22 00:00:00,2004-07-22 00:00:00,8,2004-07-22 00:00:00,8,8,16,6500,52000,2004-07-22 00:00:00,1
2004-07-23 00:00:00,2004-07-23 00:00:00,8.25,2004-07-23 00:00:00,8,8.25,9,11900,97750,2004-07-23 00:00:00,1
2004-07-26 00:00:00,2004-07-26 00:00:00,8,2004-07-26 00:00:00,7.75,7.75,2,2300,18075,2004-07-26 00:00:00,1
2004-07-27 00:00:00,2004-07-27 00:00:00,8,2004-07-27 00:00:00,8,8,25,37000,296000,2004-07-27 00:00:00,1
2004-07-28 00:00:00,2004-07-28 00:00:00,12.5,2004-07-28 00:00:00,9,11,281,747200,8054800,2004-07-28 00:00:00,1
2004-07-29 00:00:00,2004-07-29 00:00:00,12,2004-07-29 00:00:00,10,10,58,139700,1513550,2004-07-29 00:00:00,1
2004-07-30 00:00:00,2004-07-30 00:00:00,10,2004-07-30 00:00:00,9.25,10,20,71400,688625,2004-07-30 00:00:00,1
2004-08-02 00:00:00,2004-08-02 00:00:00,10.75,2004-08-02 00:00:00,9.75,10,20,78900,824125,2004-08-02 00:00:00,1
2004-08-03 00:00:00,2004-08-03 00:00:00,10.75,2004-08-03 00:00:00,10.5,10.5,7,5500,57875,2004-08-03 00:00:00,1
2004-08-04 00:00:00,2004-08-04 00:00:00,10,2004-08-04 00:00:00,10,10,6,5000,50000,2004-08-04 00:00:00,1
2004-08-05 00:00:00,2004-08-05 00:00:00,10.5,2004-08-05 00:00:00,9,10,16,135800,1346800,2004-08-05 00:00:00,1
2004-08-06 00:00:00,2004-08-06 00:00:00,10.5,2004-08-06 00:00:00,10,10.5,12,27800,285825,2004-08-06 00:00:00,1
2004-08-09 00:00:00,2004-08-09 00:00:00,10.75,2004-08-09 00:00:00,10,10.5,12,82500,869000,2004-08-09 00:00:00,1
2004-08-10 00:00:00,2004-08-10 00:00:00,9.5,2004-08-10 00:00:00,9,9,10,19000,174600,2004-08-10 00:00:00,1
2004-08-11 00:00:00,2004-08-11 00:00:00,10,2004-08-11 00:00:00,9.5,9.5,4,3100,29750,2004-08-11 00:00:00,1
2004-08-12 00:00:00,2004-08-12 00:00:00,9.75,2004-08-12 00:00:00,9.75,9.75,1,200,1950,2004-08-12 00:00:00,1
2004-08-13 00:00:00,2004-08-13 00:00:00,9,2004-08-13 00:00:00,9,9,5,8800,79200,2004-08-13 00:00:00,1
2004-08-16 00:00:00,2004-08-16 00:00:00,8.75,2004-08-16 00:00:00,8,8.5,13,17500,147975,2004-08-16 00:00:00,1
2004-08-17 00:00:00,2004-08-17 00:00:00,9.5,2004-08-17 00:00:00,9.5,9.5,1,100,950,2004-08-17 00:00:00,1
2004-08-18 00:00:00,2004-08-18 00:00:00,9.5,2004-08-18 00:00:00,8.75,8.75,2,1400,13000,2004-08-18 00:00:00,1
2004-08-19 00:00:00,2004-08-19 00:00:00,8.5,2004-08-19 00:00:00,8.25,8.25,4,6500,53925,2004-08-19 00:00:00,1
2004-08-20 00:00:00,2004-08-20 00:00:00,8.25,2004-08-20 00:00:00,7.75,8,18,72600,579825,2004-08-20 00:00:00,1
2004-08-23 00:00:00,2004-08-23 00:00:00,8,2004-08-23 00:00:00,8,8,2,1000,8000,2004-08-23 00:00:00,1
2004-08-24 00:00:00,2004-08-24 00:00:00,8.5,2004-08-24 00:00:00,8.25,8.5,2,1300,10800,2004-08-24 00:00:00,1
2004-08-25 00:00:00,2004-08-25 00:00:00,8.25,2004-08-25 00:00:00,8.25,8.25,1,1500,12375,2004-08-25 00:00:00,1
2004-08-26 00:00:00,2004-08-26 00:00:00,8,2004-08-26 00:00:00,7.5,7.5,19,37700,287925,2004-08-26 00:00:00,1
2004-08-27 00:00:00,2004-08-27 00:00:00,7.75,2004-08-27 00:00:00,7.75,7.75,11,11800,91450,2004-08-27 00:00:00,1
2004-08-30 00:00:00,2004-08-30 00:00:00,7.75,2004-08-30 00:00:00,7.5,7.5,10,8300,63000,2004-08-30 00:00:00,1
2004-08-31 00:00:00,2004-08-31 00:00:00,7.25,2004-08-31 00:00:00,7.25,7.25,10,12200,88450,2004-08-31 00:00:00,1
2004-09-01 00:00:00,2004-09-01 00:00:00,7.5,2004-09-01 00:00:00,7.25,7.25,10,21000,153500,2004-09-01 00:00:00,1
2004-09-02 00:00:00,2004-09-02 00:00:00,7.5,2004-09-02 00:00:00,7.5,7.5,11,21400,160500,2004-09-02 00:00:00,1
2004-09-03 00:00:00,2004-09-03 00:00:00,8.5,2004-09-03 00:00:00,7.25,8.25,32,84300,685925,2004-09-03 00:00:00,1
2004-09-06 00:00:00,2004-09-06 00:00:00,8.75,2004-09-06 00:00:00,8.5,8.5,25,36000,306125,2004-09-06 00:00:00,1
2004-09-07 00:00:00,2004-09-07 00:00:00,8,2004-09-07 00:00:00,8,8,3,900,7200,2004-09-07 00:00:00,1
2004-09-08 00:00:00,2004-09-08 00:00:00,8,2004-09-08 00:00:00,7.75,7.75,9,15800,122550,2004-09-08 00:00:00,1
2004-09-09 00:00:00,2004-09-09 00:00:00,8,2004-09-09 00:00:00,7.75,8,10,19000,149500,2004-09-09 00:00:00,1
2004-09-10 00:00:00,2004-09-10 00:00:00,9,2004-09-10 00:00:00,8,9,50,107900,932775,2004-09-10 00:00:00,1
2004-09-13 00:00:00,2004-09-13 00:00:00,9.5,2004-09-13 00:00:00,8.75,9,29,72700,673350,2004-09-13 00:00:00,1
2004-09-14 00:00:00,2004-09-14 00:00:00,8.25,2004-09-14 00:00:00,8.25,8.25,2,600,4950,2004-09-14 00:00:00,1
2004-09-16 00:00:00,2004-09-16 00:00:00,9,2004-09-16 00:00:00,9,9,1,300,2700,2004-09-16 00:00:00,1
2004-09-20 00:00:00,2004-09-20 00:00:00,8.5,2004-09-20 00:00:00,8.25,8.25,2,2100,17450,2004-09-20 00:00:00,1
