Company Daily Share Prices (Closing) and Highest - Lowest Prices,,,,,,,,,,
Company Id :  AAIC,,Security,Type :  N,Sub Type :  0000,,,,,,
Short Name :  ASIAN ALLIANCE,,,,,,,,,,
Day,Date High,High,Date Low,Low,Closing,Trades(No.),Shares(No.),Turnover(Rs.),Last Traded Date,Days Traded
2005-04-07 00:00:00,2005-04-07 00:00:00,10.75,2005-04-07 00:00:00,10,10,27,59100,597575,2005-04-07 00:00:00,1
2005-04-08 00:00:00,2005-04-08 00:00:00,10.25,2005-04-08 00:00:00,10,10.25,7,10500,105525,2005-04-08 00:00:00,1
2005-04-11 00:00:00,2005-04-11 00:00:00,10.75,2005-04-11 00:00:00,10.5,10.5,7,22200,233225,2005-04-11 00:00:00,1
2005-04-12 00:00:00,2005-04-12 00:00:00,11.25,2005-04-12 00:00:00,10.75,11.25,18,24900,275600,2005-04-12 00:00:00,1
2005-04-15 00:00:00,2005-04-15 00:00:00,11.25,2005-04-15 00:00:00,11.25,11.25,2,1000,11250,2005-04-15 00:00:00,1
2005-04-18 00:00:00,2005-04-18 00:00:00,10.75,2005-04-18 00:00:00,10.5,10.5,3,5800,61150,2005-04-18 00:00:00,1
2005-04-19 00:00:00,2005-04-19 00:00:00,11,2005-04-19 00:00:00,10.5,10.75,29,55900,599150,2005-04-19 00:00:00,1
2005-04-20 00:00:00,2005-04-20 00:00:00,10.5,2005-04-20 00:00:00,10.5,10.5,4,3100,32550,2005-04-20 00:00:00,1
2005-04-21 00:00:00,2005-04-21 00:00:00,10.5,2005-04-21 00:00:00,10.5,10.5,7,7000,73500,2005-04-21 00:00:00,1
2005-04-25 00:00:00,2005-04-25 00:00:00,10.25,2005-04-25 00:00:00,10.25,10.25,11,15000,153750,2005-04-25 00:00:00,1
2005-04-26 00:00:00,2005-04-26 00:00:00,10.25,2005-04-26 00:00:00,10.25,10.25,19,25000,256250,2005-04-26 00:00:00,1
2005-04-27 00:00:00,2005-04-27 00:00:00,10.25,2005-04-27 00:00:00,10.25,10.25,11,10000,102500,2005-04-27 00:00:00,1
2005-04-28 00:00:00,2005-04-28 00:00:00,11.5,2005-04-28 00:00:00,10.75,11,17,42800,476675,2005-04-28 00:00:00,1
2005-04-29 00:00:00,2005-04-29 00:00:00,11,2005-04-29 00:00:00,10.25,11,10,7300,77100,2005-04-29 00:00:00,1
2005-05-03 00:00:00,2005-05-03 00:00:00,11.5,2005-05-03 00:00:00,10.5,11,8,7500,82150,2005-05-03 00:00:00,1
2005-05-04 00:00:00,2005-05-04 00:00:00,11.5,2005-05-04 00:00:00,10.5,10.5,12,33000,357375,2005-05-04 00:00:00,1
2005-05-05 00:00:00,2005-05-05 00:00:00,14,2005-05-05 00:00:00,11.5,12.5,441,1030300,13364250,2005-05-05 00:00:00,1
2005-05-06 00:00:00,2005-05-06 00:00:00,13.25,2005-05-06 00:00:00,12.25,12.25,94,173000,2183425,2005-05-06 00:00:00,1
2005-05-09 00:00:00,2005-05-09 00:00:00,13,2005-05-09 00:00:00,12.25,12.25,60,130200,1652750,2005-05-09 00:00:00,1
2005-05-10 00:00:00,2005-05-10 00:00:00,12.5,2005-05-10 00:00:00,11.5,11.5,36,64900,756575,2005-05-10 00:00:00,1
2005-05-11 00:00:00,2005-05-11 00:00:00,12.5,2005-05-11 00:00:00,11.75,11.75,14,23300,286075,2005-05-11 00:00:00,1
2005-05-12 00:00:00,2005-05-12 00:00:00,12.25,2005-05-12 00:00:00,11.75,12,12,23400,282275,2005-05-12 00:00:00,1
2005-05-13 00:00:00,2005-05-13 00:00:00,12,2005-05-13 00:00:00,11.75,11.75,13,26800,316525,2005-05-13 00:00:00,1
2005-05-16 00:00:00,2005-05-16 00:00:00,12,2005-05-16 00:00:00,11.5,11.5,10,12200,140650,2005-05-16 00:00:00,1
2005-05-17 00:00:00,2005-05-17 00:00:00,12,2005-05-17 00:00:00,11.25,11.5,15,21600,251475,2005-05-17 00:00:00,1
2005-05-18 00:00:00,2005-05-18 00:00:00,11.5,2005-05-18 00:00:00,11,11.25,6,11000,123750,2005-05-18 00:00:00,1
2005-05-19 00:00:00,2005-05-19 00:00:00,11.25,2005-05-19 00:00:00,11.25,11.25,1,1500,16875,2005-05-19 00:00:00,1
2005-05-20 00:00:00,2005-05-20 00:00:00,11.25,2005-05-20 00:00:00,11,11.25,15,37200,417375,2005-05-20 00:00:00,1
2005-05-25 00:00:00,2005-05-25 00:00:00,11.25,2005-05-25 00:00:00,11,11,11,22000,243000,2005-05-25 00:00:00,1
2005-05-26 00:00:00,2005-05-26 00:00:00,11.25,2005-05-26 00:00:00,11,11,4,3700,40725,2005-05-26 00:00:00,1
2005-05-27 00:00:00,2005-05-27 00:00:00,11,2005-05-27 00:00:00,10.75,10.75,10,9300,101750,2005-05-27 00:00:00,1
2005-05-30 00:00:00,2005-05-30 00:00:00,11,2005-05-30 00:00:00,10.75,10.75,11,16000,173250,2005-05-30 00:00:00,1
2005-05-31 00:00:00,2005-05-31 00:00:00,11,2005-05-31 00:00:00,10.5,10.5,25,42800,456425,2005-05-31 00:00:00,1
2005-06-01 00:00:00,2005-06-01 00:00:00,10.75,2005-06-01 00:00:00,10,10.25,20,54500,551400,2005-06-01 00:00:00,1
2005-06-02 00:00:00,2005-06-02 00:00:00,10.5,2005-06-02 00:00:00,10.25,10.25,7,6000,62625,2005-06-02 00:00:00,1
2005-06-03 00:00:00,2005-06-03 00:00:00,10.5,2005-06-03 00:00:00,10.25,10.25,9,13000,136000,2005-06-03 00:00:00,1
2005-06-06 00:00:00,2005-06-06 00:00:00,10.25,2005-06-06 00:00:00,10,10,21,51700,525000,2005-06-06 00:00:00,1
2005-06-07 00:00:00,2005-06-07 00:00:00,10,2005-06-07 00:00:00,9.75,9.75,16,21500,212225,2005-06-07 00:00:00,1
2005-06-08 00:00:00,2005-06-08 00:00:00,10.25,2005-06-08 00:00:00,9.5,9.75,8,13800,135600,2005-06-08 00:00:00,1
2005-06-09 00:00:00,2005-06-09 00:00:00,10,2005-06-09 00:00:00,10,10,2,3000,30000,2005-06-09 00:00:00,1
2005-06-10 00:00:00,2005-06-10 00:00:00,10,2005-06-10 00:00:00,9.75,9.75,2,1100,10750,2005-06-10 00:00:00,1
2005-06-14 00:00:00,2005-06-14 00:00:00,10,2005-06-14 00:00:00,10,10,16,14700,147000,2005-06-14 00:00:00,1
2005-06-15 00:00:00,2005-06-15 00:00:00,10.25,2005-06-15 00:00:00,9.75,9.75,11,11700,114825,2005-06-15 00:00:00,1
2005-06-16 00:00:00,2005-06-16 00:00:00,10,2005-06-16 00:00:00,10,10,4,2800,28000,2005-06-16 00:00:00,1
2005-06-17 00:00:00,2005-06-17 00:00:00,10,2005-06-17 00:00:00,9.75,9.75,11,8200,80450,2005-06-17 00:00:00,1
2005-06-20 00:00:00,2005-06-20 00:00:00,10,2005-06-20 00:00:00,10,10,11,13300,133000,2005-06-20 00:00:00,1
2005-06-22 00:00:00,2005-06-22 00:00:00,10,2005-06-22 00:00:00,10,10,5,9600,96000,2005-06-22 00:00:00,1
2005-06-23 00:00:00,2005-06-23 00:00:00,10.5,2005-06-23 00:00:00,10,10.25,10,10100,103050,2005-06-23 00:00:00,1
2005-06-24 00:00:00,2005-06-24 00:00:00,10,2005-06-24 00:00:00,10,10,2,10500,105000,2005-06-24 00:00:00,1
2005-06-27 00:00:00,2005-06-27 00:00:00,10,2005-06-27 00:00:00,10,10,1,12700,127000,2005-06-27 00:00:00,1
2005-06-28 00:00:00,2005-06-28 00:00:00,10.25,2005-06-28 00:00:00,10,10,9,34200,342250,2005-06-28 00:00:00,1
2005-06-29 00:00:00,2005-06-29 00:00:00,10,2005-06-29 00:00:00,10,10,2,700,7000,2005-06-29 00:00:00,1
2005-06-30 00:00:00,2005-06-30 00:00:00,10,2005-06-30 00:00:00,9.75,10,6,19000,188000,2005-06-30 00:00:00,1
2005-07-01 00:00:00,2005-07-01 00:00:00,9.75,2005-07-01 00:00:00,9.75,9.75,12,11700,114075,2005-07-01 00:00:00,1
