Daily high low and closing share prices - 2009,,,,,,,,,,
Day,Date High,Low,Date Low,Low,Closing,No. of Trades,No. of Shares,Turnover,Last Traded,Days Traded
2009-01-29 00:00:00,2009-01-29 00:00:00,7,2009-01-29 00:00:00,6.75,6.75,22,43100,291925,2009-01-29 00:00:00,1
2009-01-30 00:00:00,2009-01-30 00:00:00,7.75,2009-01-30 00:00:00,6.75,7.5,307,1826700,13309900,2009-01-30 00:00:00,1
2009-02-02 00:00:00,2009-02-02 00:00:00,7.5,2009-02-02 00:00:00,7.25,7.5,44,119200,893475,2009-02-02 00:00:00,1
2009-02-03 00:00:00,2009-02-03 00:00:00,7.25,2009-02-03 00:00:00,7.25,7.25,22,22400,162400,2009-02-03 00:00:00,1
2009-02-05 00:00:00,2009-02-05 00:00:00,7,2009-02-05 00:00:00,7,7,10,11100,77700,2009-02-05 00:00:00,1
2009-02-06 00:00:00,2009-02-06 00:00:00,7,2009-02-06 00:00:00,6.75,7,7,90200,631100,2009-02-06 00:00:00,1
2009-02-10 00:00:00,2009-02-10 00:00:00,7,2009-02-10 00:00:00,7,7,14,32200,225400,2009-02-10 00:00:00,1
2009-02-11 00:00:00,2009-02-11 00:00:00,7.25,2009-02-11 00:00:00,7,7.25,4,6700,47575,2009-02-11 00:00:00,1
2009-02-12 00:00:00,2009-02-12 00:00:00,7,2009-02-12 00:00:00,7,7,3,2500,17500,2009-02-12 00:00:00,1
2009-02-13 00:00:00,2009-02-13 00:00:00,7,2009-02-13 00:00:00,7,7,7,11300,79100,2009-02-13 00:00:00,1
2009-02-16 00:00:00,2009-02-16 00:00:00,7,2009-02-16 00:00:00,7,7,2,2000,14000,2009-02-16 00:00:00,1
2009-02-17 00:00:00,2009-02-17 00:00:00,7,2009-02-17 00:00:00,7,7,12,21300,149100,2009-02-17 00:00:00,1
2009-02-18 00:00:00,2009-02-18 00:00:00,7,2009-02-18 00:00:00,6.75,6.75,16,17700,122400,2009-02-18 00:00:00,1
2009-02-19 00:00:00,2009-02-19 00:00:00,6.75,2009-02-19 00:00:00,6.75,6.75,4,10200,68850,2009-02-19 00:00:00,1
2009-02-20 00:00:00,2009-02-20 00:00:00,6.75,2009-02-20 00:00:00,6.75,6.75,1,900,6075,2009-02-20 00:00:00,1
2009-02-25 00:00:00,2009-02-25 00:00:00,6.75,2009-02-25 00:00:00,6.75,6.75,3,1800,12150,2009-02-25 00:00:00,1
2009-02-26 00:00:00,2009-02-26 00:00:00,7,2009-02-26 00:00:00,7,7,6,12200,85400,2009-02-26 00:00:00,1
2009-02-27 00:00:00,2009-02-27 00:00:00,7,2009-02-27 00:00:00,6.75,6.75,5,4200,29075,2009-02-27 00:00:00,1
2009-03-02 00:00:00,2009-03-02 00:00:00,6.75,2009-03-02 00:00:00,6.75,6.75,7,7400,49950,2009-03-02 00:00:00,1
2009-03-03 00:00:00,2009-03-03 00:00:00,6.75,2009-03-03 00:00:00,6.75,6.75,20,118500,799875,2009-03-03 00:00:00,1
2009-03-05 00:00:00,2009-03-05 00:00:00,6.5,2009-03-05 00:00:00,6.5,6.5,15,37000,240500,2009-03-05 00:00:00,1
2009-03-06 00:00:00,2009-03-06 00:00:00,7,2009-03-06 00:00:00,6.5,6.5,9,11100,72675,2009-03-06 00:00:00,1
2009-03-09 00:00:00,2009-03-09 00:00:00,6.75,2009-03-09 00:00:00,6.5,6.5,12,6500,43525,2009-03-09 00:00:00,1
2009-03-11 00:00:00,2009-03-11 00:00:00,6.75,2009-03-11 00:00:00,6.5,6.75,5,3500,23250,2009-03-11 00:00:00,1
2009-03-12 00:00:00,2009-03-12 00:00:00,6.75,2009-03-12 00:00:00,6.5,6.75,2,200,1325,2009-03-12 00:00:00,1
_x000c_ REPORT :,HIGHLOW Re,v 2.1,,,,,,RUN :,2010-01-20 00:00:00,
,,,DAILY,"HIGH, LOW",AND CLOSING,PRICES,AS AT    20-JAN-,2010          PAGE:,**,
,,,==========,===========,============,========,================,=,,
Company Id,:  KHL,Security,Type :  N,Sub T,ype :  0000,,,,,
Short Name,:  KEELLS,HOTELS,,,,,,,,
-----------,----------,-------------,------------,-----------,------------,--------,----------------,--------------------,------------,-------
Day,Date Hig,h       High,Date Low,Low,Closing,Trades(N,o.)  Shares(No.),Turnover(Rs.),Last Traded,Days Tr
----------,----------,-------------,------------,-----------,------------,--------,----------------,--------------------,------------,-------
2009-03-13 00:00:00,2009-03-13 00:00:00,7,2009-03-13 00:00:00,7,7,2,900,6300,2009-03-13 00:00:00,1
2009-03-16 00:00:00,2009-03-16 00:00:00,6.75,2009-03-16 00:00:00,6.75,6.75,3,1000,6750,2009-03-16 00:00:00,1
2009-03-17 00:00:00,2009-03-17 00:00:00,6.75,2009-03-17 00:00:00,6.5,6.75,3,5900,39750,2009-03-17 00:00:00,1
2009-03-18 00:00:00,2009-03-18 00:00:00,6.75,2009-03-18 00:00:00,6.75,6.75,2,6000,40500,2009-03-18 00:00:00,1
2009-03-19 00:00:00,2009-03-19 00:00:00,7,2009-03-19 00:00:00,6.75,6.75,7,120500,813500,2009-03-19 00:00:00,1
2009-03-20 00:00:00,2009-03-20 00:00:00,6.75,2009-03-20 00:00:00,6.5,6.5,7,5900,38375,2009-03-20 00:00:00,1
2009-03-23 00:00:00,2009-03-23 00:00:00,6.5,2009-03-23 00:00:00,6.5,6.5,6,7400,48100,2009-03-23 00:00:00,1
2009-03-24 00:00:00,2009-03-24 00:00:00,6.5,2009-03-24 00:00:00,6.5,6.5,1,10000,65000,2009-03-24 00:00:00,1
2009-03-25 00:00:00,2009-03-25 00:00:00,6.5,2009-03-25 00:00:00,6.5,6.5,15,32100,208650,2009-03-25 00:00:00,1
2009-03-26 00:00:00,2009-03-26 00:00:00,6.5,2009-03-26 00:00:00,6.5,6.5,14,31500,204750,2009-03-26 00:00:00,1
2009-03-27 00:00:00,2009-03-27 00:00:00,6.5,2009-03-27 00:00:00,6.25,6.25,19,85200,551050,2009-03-27 00:00:00,1
2009-03-31 00:00:00,2009-03-31 00:00:00,6.5,2009-03-31 00:00:00,6.25,6.5,7,1700,10800,2009-03-31 00:00:00,1
2009-04-01 00:00:00,2009-04-01 00:00:00,6.25,2009-04-01 00:00:00,6.25,6.25,5,1100,6875,2009-04-01 00:00:00,1
2009-04-02 00:00:00,2009-04-02 00:00:00,6.25,2009-04-02 00:00:00,6,6.25,6,3200,19950,2009-04-02 00:00:00,1
2009-04-07 00:00:00,2009-04-07 00:00:00,6.75,2009-04-07 00:00:00,6.75,6.75,2,1200,8100,2009-04-07 00:00:00,1
2009-04-08 00:00:00,2009-04-08 00:00:00,6.75,2009-04-08 00:00:00,6.75,6.75,15,32200,217350,2009-04-08 00:00:00,1
2009-04-15 00:00:00,2009-04-15 00:00:00,7,2009-04-15 00:00:00,6.75,6.75,4,2100,14425,2009-04-15 00:00:00,1
2009-04-16 00:00:00,2009-04-16 00:00:00,7,2009-04-16 00:00:00,6.75,6.75,4,2500,17000,2009-04-16 00:00:00,1
2009-04-17 00:00:00,2009-04-17 00:00:00,6.75,2009-04-17 00:00:00,6.5,6.5,10,24000,157425,2009-04-17 00:00:00,1
2009-04-20 00:00:00,2009-04-20 00:00:00,7.25,2009-04-20 00:00:00,6.75,7.25,35,133500,948925,2009-04-20 00:00:00,1
2009-04-21 00:00:00,2009-04-21 00:00:00,7.25,2009-04-21 00:00:00,7.25,7.25,18,25800,187050,2009-04-21 00:00:00,1
2009-04-22 00:00:00,2009-04-22 00:00:00,7.75,2009-04-22 00:00:00,7.25,7.5,49,365200,2737225,2009-04-22 00:00:00,1
2009-04-23 00:00:00,2009-04-23 00:00:00,7.75,2009-04-23 00:00:00,7.5,7.75,35,152600,1169650,2009-04-23 00:00:00,1
2009-04-24 00:00:00,2009-04-24 00:00:00,8,2009-04-24 00:00:00,7.75,7.75,29,176100,1365900,2009-04-24 00:00:00,1
2009-04-27 00:00:00,2009-04-27 00:00:00,8,2009-04-27 00:00:00,7.5,7.75,52,168100,1300300,2009-04-27 00:00:00,1
2009-04-28 00:00:00,2009-04-28 00:00:00,7.75,2009-04-28 00:00:00,7.5,7.5,17,27300,209750,2009-04-28 00:00:00,1
2009-04-29 00:00:00,2009-04-29 00:00:00,7.75,2009-04-29 00:00:00,7.5,7.75,20,73100,564900,2009-04-29 00:00:00,1
2009-04-30 00:00:00,2009-04-30 00:00:00,8,2009-04-30 00:00:00,7.75,8,21,22500,177075,2009-04-30 00:00:00,1
2009-05-04 00:00:00,2009-05-04 00:00:00,8,2009-05-04 00:00:00,7.75,7.75,21,39300,304600,2009-05-04 00:00:00,1
2009-05-05 00:00:00,2009-05-05 00:00:00,8,2009-05-05 00:00:00,7.75,8,5,9900,77225,2009-05-05 00:00:00,1
2009-05-06 00:00:00,2009-05-06 00:00:00,8.25,2009-05-06 00:00:00,7.75,8,26,140100,1121525,2009-05-06 00:00:00,1
2009-05-07 00:00:00,2009-05-07 00:00:00,8,2009-05-07 00:00:00,7.75,7.75,12,31800,254100,2009-05-07 00:00:00,1
2009-05-11 00:00:00,2009-05-11 00:00:00,7.75,2009-05-11 00:00:00,7.75,7.75,1,500,3875,2009-05-11 00:00:00,1
2009-05-12 00:00:00,2009-05-12 00:00:00,7.75,2009-05-12 00:00:00,7.75,7.75,5,30100,233275,2009-05-12 00:00:00,1
2009-05-13 00:00:00,2009-05-13 00:00:00,8,2009-05-13 00:00:00,7.75,7.75,3,9600,76550,2009-05-13 00:00:00,1
2009-05-15 00:00:00,2009-05-15 00:00:00,8,2009-05-15 00:00:00,7.75,8,7,30200,241350,2009-05-15 00:00:00,1
2009-05-18 00:00:00,2009-05-18 00:00:00,10.5,2009-05-18 00:00:00,8.25,9.5,251,779300,7016375,2009-05-18 00:00:00,1
2009-05-19 00:00:00,2009-05-19 00:00:00,9.75,2009-05-19 00:00:00,8.5,9.25,99,277700,2584300,2009-05-19 00:00:00,1
2009-05-21 00:00:00,2009-05-21 00:00:00,9.75,2009-05-21 00:00:00,9.25,9.5,99,321600,3073400,2009-05-21 00:00:00,1
2009-05-22 00:00:00,2009-05-22 00:00:00,9.75,2009-05-22 00:00:00,9.25,9.5,49,80300,760400,2009-05-22 00:00:00,1
2009-05-25 00:00:00,2009-05-25 00:00:00,9.75,2009-05-25 00:00:00,9.25,9.5,79,191300,1828350,2009-05-25 00:00:00,1
2009-05-26 00:00:00,2009-05-26 00:00:00,10,2009-05-26 00:00:00,9.5,10,109,339200,3355825,2009-05-26 00:00:00,1
2009-05-27 00:00:00,2009-05-27 00:00:00,10.5,2009-05-27 00:00:00,10,10.25,131,389400,3984425,2009-05-27 00:00:00,1
2009-05-28 00:00:00,2009-05-28 00:00:00,10.5,2009-05-28 00:00:00,10.25,10.5,71,620000,6364150,2009-05-28 00:00:00,1
2009-05-29 00:00:00,2009-05-29 00:00:00,10.5,2009-05-29 00:00:00,10.25,10.5,81,5414107,54215320,2009-05-29 00:00:00,1
2009-06-01 00:00:00,2009-06-01 00:00:00,10.5,2009-06-01 00:00:00,10,10.25,67,136400,1406850,2009-06-01 00:00:00,1
2009-06-02 00:00:00,2009-06-02 00:00:00,10.25,2009-06-02 00:00:00,10,10,37,38400,384525,2009-06-02 00:00:00,1
2009-06-03 00:00:00,2009-06-03 00:00:00,10.25,2009-06-03 00:00:00,10,10,16,11900,119600,2009-06-03 00:00:00,1
2009-06-04 00:00:00,2009-06-04 00:00:00,10,2009-06-04 00:00:00,10,10,15,28500,285000,2009-06-04 00:00:00,1
2009-06-05 00:00:00,2009-06-05 00:00:00,10.25,2009-06-05 00:00:00,10,10,25,63900,639500,2009-06-05 00:00:00,1
2009-06-08 00:00:00,2009-06-08 00:00:00,10.25,2009-06-08 00:00:00,10.25,10.25,35,47600,487900,2009-06-08 00:00:00,1
2009-06-09 00:00:00,2009-06-09 00:00:00,10.25,2009-06-09 00:00:00,10,10,6,4400,44850,2009-06-09 00:00:00,1
2009-06-10 00:00:00,2009-06-10 00:00:00,10.25,2009-06-10 00:00:00,10,10,40,179700,1802400,2009-06-10 00:00:00,1
_x000c_ REPORT :,HIGHLOW Re,v 2.1,,,,,,RUN :,2010-01-20 00:00:00,
,,,DAILY,"HIGH, LOW",AND CLOSING,PRICES,AS AT    20-JAN-,2010          PAGE:,**,
,,,==========,===========,============,========,================,=,,
Company Id,:  KHL,Security,Type :  N,Sub T,ype :  0000,,,,,
Short Name,:  KEELLS,HOTELS,,,,,,,,
-----------,----------,-------------,------------,-----------,------------,--------,----------------,--------------------,------------,-------
Day,Date Hig,h       High,Date Low,Low,Closing,Trades(N,o.)  Shares(No.),Turnover(Rs.),Last Traded,Days Tr
----------,----------,-------------,------------,-----------,------------,--------,----------------,--------------------,------------,-------
2009-06-11 00:00:00,2009-06-11 00:00:00,10.5,2009-06-11 00:00:00,10,10.25,32,61800,631250,2009-06-11 00:00:00,1
2009-06-12 00:00:00,2009-06-12 00:00:00,11,2009-06-12 00:00:00,10.5,10.75,83,326100,3459775,2009-06-12 00:00:00,1
2009-06-15 00:00:00,2009-06-15 00:00:00,11,2009-06-15 00:00:00,10.75,10.75,72,342400,3692225,2009-06-15 00:00:00,1
2009-06-16 00:00:00,2009-06-16 00:00:00,11.25,2009-06-16 00:00:00,10.75,11.25,101,395100,4373025,2009-06-16 00:00:00,1
2009-06-17 00:00:00,2009-06-17 00:00:00,13,2009-06-17 00:00:00,11.25,12.75,238,920700,11188600,2009-06-17 00:00:00,1
2009-06-18 00:00:00,2009-06-18 00:00:00,13,2009-06-18 00:00:00,12,12,230,3324400,40191050,2009-06-18 00:00:00,1
2009-06-19 00:00:00,2009-06-19 00:00:00,12.75,2009-06-19 00:00:00,12.25,12.5,78,155900,1947000,2009-06-19 00:00:00,1
2009-06-22 00:00:00,2009-06-22 00:00:00,12.5,2009-06-22 00:00:00,12.25,12.25,67,172600,2123175,2009-06-22 00:00:00,1
2009-06-23 00:00:00,2009-06-23 00:00:00,12.5,2009-06-23 00:00:00,11.5,12.25,92,303400,3606550,2009-06-23 00:00:00,1
2009-06-24 00:00:00,2009-06-24 00:00:00,12.75,2009-06-24 00:00:00,12.25,12.5,118,498300,6202550,2009-06-24 00:00:00,1
2009-06-25 00:00:00,2009-06-25 00:00:00,13,2009-06-25 00:00:00,12.5,12.5,62,348200,4394925,2009-06-25 00:00:00,1
2009-06-26 00:00:00,2009-06-26 00:00:00,13,2009-06-26 00:00:00,12.5,12.75,86,338000,4306975,2009-06-26 00:00:00,1
2009-06-29 00:00:00,2009-06-29 00:00:00,12.75,2009-06-29 00:00:00,12.25,12.75,78,2946100,36130425,2009-06-29 00:00:00,1
2009-06-30 00:00:00,2009-06-30 00:00:00,12.5,2009-06-30 00:00:00,12.25,12.25,55,199600,2456300,2009-06-30 00:00:00,1
2009-07-01 00:00:00,2009-07-01 00:00:00,12.25,2009-07-01 00:00:00,12,12.25,30,49700,608700,2009-07-01 00:00:00,1
2009-07-02 00:00:00,2009-07-02 00:00:00,12.25,2009-07-02 00:00:00,12,12.25,17,14500,177125,2009-07-02 00:00:00,1
2009-07-03 00:00:00,2009-07-03 00:00:00,12.5,2009-07-03 00:00:00,12,12,57,183700,2238775,2009-07-03 00:00:00,1
2009-07-07 00:00:00,2009-07-07 00:00:00,12.5,2009-07-07 00:00:00,12,12,31,33400,406625,2009-07-07 00:00:00,1
2009-07-08 00:00:00,2009-07-08 00:00:00,12.25,2009-07-08 00:00:00,12,12,22,55700,678075,2009-07-08 00:00:00,1
2009-07-09 00:00:00,2009-07-09 00:00:00,12.25,2009-07-09 00:00:00,12,12,26,133400,1601125,2009-07-09 00:00:00,1
2009-07-10 00:00:00,2009-07-10 00:00:00,12.5,2009-07-10 00:00:00,12,12.25,39,84200,1028000,2009-07-10 00:00:00,1
2009-07-13 00:00:00,2009-07-13 00:00:00,12.75,2009-07-13 00:00:00,12.25,12.25,55,75000,937000,2009-07-13 00:00:00,1
2009-07-14 00:00:00,2009-07-14 00:00:00,12.5,2009-07-14 00:00:00,12.25,12.25,21,55900,684800,2009-07-14 00:00:00,1
2009-07-15 00:00:00,2009-07-15 00:00:00,12.25,2009-07-15 00:00:00,12,12.25,27,172500,2110625,2009-07-15 00:00:00,1
2009-07-16 00:00:00,2009-07-16 00:00:00,12.5,2009-07-16 00:00:00,12.25,12.5,16,21400,264075,2009-07-16 00:00:00,1
2009-07-17 00:00:00,2009-07-17 00:00:00,12.75,2009-07-17 00:00:00,12.5,12.5,56,157900,1974550,2009-07-17 00:00:00,1
2009-07-20 00:00:00,2009-07-20 00:00:00,12.75,2009-07-20 00:00:00,12.25,12.5,38,317200,3965175,2009-07-20 00:00:00,1
2009-07-21 00:00:00,2009-07-21 00:00:00,13.5,2009-07-21 00:00:00,12.75,13.25,239,1176900,15325875,2009-07-21 00:00:00,1
2009-07-22 00:00:00,2009-07-22 00:00:00,13.75,2009-07-22 00:00:00,13,13.25,201,615000,8290325,2009-07-22 00:00:00,1
2009-07-23 00:00:00,2009-07-23 00:00:00,13.25,2009-07-23 00:00:00,13,13,78,295500,3841975,2009-07-23 00:00:00,1
2009-07-24 00:00:00,2009-07-24 00:00:00,13.5,2009-07-24 00:00:00,13,13,94,715200,9344100,2009-07-24 00:00:00,1
