Company's Daily Share Prices (Closing) and Highest - Lowest price of the date,,,,,,,,,,
Company Id :,AAIC,Security,Type :  N,Sub T,ype :  0000,,,,,
Short Name :,ASIAN ALLIA,NCE,,,,,,,,
------------,-------------,---------,------------,-----------,------------,-------------,------------,--------------------,-----------,-------
Day,Date High,High,Date Low,Low,Closing,Trades(No.),Shares(No.),Turnover(Rs.),Last Traded,Days Tr
-----------,-------------,---------,------------,-----------,------------,-------------,------------,--------------------,-----------,-------
2003-10-27 00:00:00,2003-10-27 00:00:00,11,2003-10-27 00:00:00,10,10.75,99,184400,1962900,2003-10-27 00:00:00,1
2003-10-28 00:00:00,2003-10-28 00:00:00,10.5,2003-10-28 00:00:00,10,10,14,20000,201000,2003-10-28 00:00:00,1
2003-10-29 00:00:00,2003-10-29 00:00:00,10.25,2003-10-29 00:00:00,10,10,3,1100,11025,2003-10-29 00:00:00,1
2003-10-30 00:00:00,2003-10-30 00:00:00,10,2003-10-30 00:00:00,10,10,3,4500,45000,2003-10-30 00:00:00,1
2003-10-31 00:00:00,2003-10-31 00:00:00,10.25,2003-10-31 00:00:00,10,10,16,11300,113025,2003-10-31 00:00:00,1
2003-11-03 00:00:00,2003-11-03 00:00:00,10.25,2003-11-03 00:00:00,10,10,9,30200,304500,2003-11-03 00:00:00,1
2003-11-04 00:00:00,2003-11-04 00:00:00,9.75,2003-11-04 00:00:00,9.5,9.5,5,19500,188000,2003-11-04 00:00:00,1
2003-11-05 00:00:00,2003-11-05 00:00:00,8,2003-11-05 00:00:00,7.5,7.5,2,2900,22200,2003-11-05 00:00:00,1
2003-11-06 00:00:00,2003-11-06 00:00:00,9,2003-11-06 00:00:00,8.5,8.75,13,19800,172300,2003-11-06 00:00:00,1
2003-11-07 00:00:00,2003-11-07 00:00:00,9,2003-11-07 00:00:00,9,9,4,16200,145800,2003-11-07 00:00:00,1
2003-11-10 00:00:00,2003-11-10 00:00:00,9.5,2003-11-10 00:00:00,9,9,9,7200,65050,2003-11-10 00:00:00,1
2003-11-11 00:00:00,2003-11-11 00:00:00,8.5,2003-11-11 00:00:00,8.5,8.5,2,2500,21250,2003-11-11 00:00:00,1
2003-11-12 00:00:00,2003-11-12 00:00:00,9,2003-11-12 00:00:00,8.75,9,4,1500,13375,2003-11-12 00:00:00,1
2003-11-14 00:00:00,2003-11-14 00:00:00,8.75,2003-11-14 00:00:00,8.5,8.5,7,3300,28750,2003-11-14 00:00:00,1
2003-11-20 00:00:00,2003-11-20 00:00:00,8.5,2003-11-20 00:00:00,8.5,8.5,2,2000,17000,2003-11-20 00:00:00,1
2003-11-21 00:00:00,2003-11-21 00:00:00,9.25,2003-11-21 00:00:00,8.75,9,9,3700,33025,2003-11-21 00:00:00,1
2003-11-24 00:00:00,2003-11-24 00:00:00,9,2003-11-24 00:00:00,9,9,1,100,900,2003-11-24 00:00:00,1
2003-11-25 00:00:00,2003-11-25 00:00:00,8.5,2003-11-25 00:00:00,8.5,8.5,2,5500,46750,2003-11-25 00:00:00,1
2003-11-27 00:00:00,2003-11-27 00:00:00,8.5,2003-11-27 00:00:00,8.5,8.5,1,1300,11050,2003-11-27 00:00:00,1
2003-11-28 00:00:00,2003-11-28 00:00:00,8.5,2003-11-28 00:00:00,8.5,8.5,2,2300,19550,2003-11-28 00:00:00,1
2003-12-01 00:00:00,2003-12-01 00:00:00,8.5,2003-12-01 00:00:00,8.5,8.5,2,900,7650,2003-12-01 00:00:00,1
2003-12-03 00:00:00,2003-12-03 00:00:00,8.5,2003-12-03 00:00:00,8.5,8.5,1,1000,8500,2003-12-03 00:00:00,1
2003-12-04 00:00:00,2003-12-04 00:00:00,7.5,2003-12-04 00:00:00,7.5,7.5,1,100,750,2003-12-04 00:00:00,1
2003-12-05 00:00:00,2003-12-05 00:00:00,8,2003-12-05 00:00:00,8,8,6,3100,24800,2003-12-05 00:00:00,1
2003-12-10 00:00:00,2003-12-10 00:00:00,8,2003-12-10 00:00:00,8,8,1,900,7200,2003-12-10 00:00:00,1
2003-12-11 00:00:00,2003-12-11 00:00:00,8,2003-12-11 00:00:00,8,8,6,4800,38400,2003-12-11 00:00:00,1
2003-12-12 00:00:00,2003-12-12 00:00:00,8.75,2003-12-12 00:00:00,8.75,8.75,1,500,4375,2003-12-12 00:00:00,1
2003-12-15 00:00:00,2003-12-15 00:00:00,8,2003-12-15 00:00:00,8,8,4,3500,28000,2003-12-15 00:00:00,1
2003-12-16 00:00:00,2003-12-16 00:00:00,8,2003-12-16 00:00:00,8,8,2,2400,19200,2003-12-16 00:00:00,1
2003-12-17 00:00:00,2003-12-17 00:00:00,7.5,2003-12-17 00:00:00,7.5,7.5,4,3000,22500,2003-12-17 00:00:00,1
2003-12-18 00:00:00,2003-12-18 00:00:00,7.5,2003-12-18 00:00:00,7.5,7.5,5,2500,18750,2003-12-18 00:00:00,1
2003-12-19 00:00:00,2003-12-19 00:00:00,7.5,2003-12-19 00:00:00,7.5,7.5,4,1500,11250,2003-12-19 00:00:00,1
Company Id :,COCO,Security,Type :  N,Sub T,ype :  0000,,,,,
Short Name :,COCO LANKA,,,,,,,,,
------------,-------------,---------,------------,-----------,------------,-------------,------------,--------------------,-----------,-------
Day,Date High,High,Date Low,Low,Closing,Trades(No.),Shares(No.),Turnover(Rs.),Last Traded,Days Tr
-----------,-------------,---------,------------,-----------,------------,-------------,------------,--------------------,-----------,-------
2003-01-08 00:00:00,2003-01-08 00:00:00,21,2003-01-08 00:00:00,20.5,21,4,1500,31450,2003-01-08 00:00:00,1
2003-01-13 00:00:00,2003-01-13 00:00:00,20.5,2003-01-13 00:00:00,20.5,20.5,1,100,2050,2003-01-13 00:00:00,1
2003-01-14 00:00:00,2003-01-14 00:00:00,21.5,2003-01-14 00:00:00,21.5,21.5,1,100,2150,2003-01-14 00:00:00,1
2003-01-21 00:00:00,2003-01-21 00:00:00,21,2003-01-21 00:00:00,21,21,2,200,4200,2003-01-21 00:00:00,1
2003-01-23 00:00:00,2003-01-23 00:00:00,20.5,2003-01-23 00:00:00,20.5,20.5,4,400,8200,2003-01-23 00:00:00,1
2003-01-24 00:00:00,2003-01-24 00:00:00,20.5,2003-01-24 00:00:00,20.5,20.5,3,2500,51250,2003-01-24 00:00:00,1
2003-01-27 00:00:00,2003-01-27 00:00:00,20.25,2003-01-27 00:00:00,20.25,20.25,2,500,10125,2003-01-27 00:00:00,1
2003-01-28 00:00:00,2003-01-28 00:00:00,20.25,2003-01-28 00:00:00,20.25,20.25,3,1100,22275,2003-01-28 00:00:00,1
2003-01-29 00:00:00,2003-01-29 00:00:00,20.25,2003-01-29 00:00:00,20.25,20.25,3,1700,34425,2003-01-29 00:00:00,1
2003-01-30 00:00:00,2003-01-30 00:00:00,20.25,2003-01-30 00:00:00,20.25,20.25,4,600,12150,2003-01-30 00:00:00,1
2003-01-31 00:00:00,2003-01-31 00:00:00,20.25,2003-01-31 00:00:00,20.25,20.25,2,400,8100,2003-01-31 00:00:00,1
2003-02-03 00:00:00,2003-02-03 00:00:00,20.25,2003-02-03 00:00:00,20.25,20.25,1,100,2025,2003-02-03 00:00:00,1
2003-02-05 00:00:00,2003-02-05 00:00:00,20.25,2003-02-05 00:00:00,20.25,20.25,1,100,2025,2003-02-05 00:00:00,1
2003-02-06 00:00:00,2003-02-06 00:00:00,20,2003-02-06 00:00:00,20,20,3,500,10000,2003-02-06 00:00:00,1
2003-02-07 00:00:00,2003-02-07 00:00:00,20,2003-02-07 00:00:00,20,20,1,100,2000,2003-02-07 00:00:00,1
2003-02-10 00:00:00,2003-02-10 00:00:00,20,2003-02-10 00:00:00,20,20,1,300,6000,2003-02-10 00:00:00,1
2003-02-13 00:00:00,2003-02-13 00:00:00,20,2003-02-13 00:00:00,20,20,1,100,2000,2003-02-13 00:00:00,1
2003-02-14 00:00:00,2003-02-14 00:00:00,20.75,2003-02-14 00:00:00,20,20.5,3,300,6075,2003-02-14 00:00:00,1
2003-02-19 00:00:00,2003-02-19 00:00:00,20.25,2003-02-19 00:00:00,20.25,20.25,1,200,4050,2003-02-19 00:00:00,1
2003-03-06 00:00:00,2003-03-06 00:00:00,16.5,2003-03-06 00:00:00,16.5,16.5,1,100,1650,2003-03-06 00:00:00,1
2003-03-07 00:00:00,2003-03-07 00:00:00,16.75,2003-03-07 00:00:00,16.75,16.75,1,300,5025,2003-03-07 00:00:00,1
2003-03-12 00:00:00,2003-03-12 00:00:00,16.75,2003-03-12 00:00:00,16.75,16.75,1,100,1675,2003-03-12 00:00:00,1
2003-03-19 00:00:00,2003-03-19 00:00:00,17,2003-03-19 00:00:00,16.75,17,2,200,3375,2003-03-19 00:00:00,1
2003-03-20 00:00:00,2003-03-20 00:00:00,17.5,2003-03-20 00:00:00,17.5,17.5,1,100,1750,2003-03-20 00:00:00,1
2003-03-26 00:00:00,2003-03-26 00:00:00,17,2003-03-26 00:00:00,17,17,1,300,5100,2003-03-26 00:00:00,1
2003-04-08 00:00:00,2003-04-08 00:00:00,17,2003-04-08 00:00:00,17,17,3,1000,17000,2003-04-08 00:00:00,1
2003-04-09 00:00:00,2003-04-09 00:00:00,19.75,2003-04-09 00:00:00,19.75,19.75,1,1000,19750,2003-04-09 00:00:00,1
2003-04-10 00:00:00,2003-04-10 00:00:00,21,2003-04-10 00:00:00,20.5,21,3,2100,44050,2003-04-10 00:00:00,1
2003-04-22 00:00:00,2003-04-22 00:00:00,21,2003-04-22 00:00:00,19,20,2,200,4000,2003-04-22 00:00:00,1
2003-04-23 00:00:00,2003-04-23 00:00:00,22,2003-04-23 00:00:00,21.5,22,8,3500,75900,2003-04-23 00:00:00,1
2003-04-28 00:00:00,2003-04-28 00:00:00,22,2003-04-28 00:00:00,20.5,21,3,600,12600,2003-04-28 00:00:00,1
2003-04-29 00:00:00,2003-04-29 00:00:00,20.5,2003-04-29 00:00:00,20.5,20.5,1,600,12300,2003-04-29 00:00:00,1
2003-04-30 00:00:00,2003-04-30 00:00:00,20,2003-04-30 00:00:00,20,20,1,1000,20000,2003-04-30 00:00:00,1
2003-05-02 00:00:00,2003-05-02 00:00:00,20,2003-05-02 00:00:00,20,20,1,100,2000,2003-05-02 00:00:00,1
2003-05-09 00:00:00,2003-05-09 00:00:00,20,2003-05-09 00:00:00,20,20,2,400,8000,2003-05-09 00:00:00,1
2003-05-13 00:00:00,2003-05-13 00:00:00,20,2003-05-13 00:00:00,20,20,3,1000,20000,2003-05-13 00:00:00,1
2003-05-21 00:00:00,2003-05-21 00:00:00,19.75,2003-05-21 00:00:00,19.75,19.75,4,900,17775,2003-05-21 00:00:00,1
2003-05-29 00:00:00,2003-05-29 00:00:00,20,2003-05-29 00:00:00,19.75,20,3,1400,27750,2003-05-29 00:00:00,1
2003-05-30 00:00:00,2003-05-30 00:00:00,20,2003-05-30 00:00:00,20,20,1,100,2000,2003-05-30 00:00:00,1
2003-06-02 00:00:00,2003-06-02 00:00:00,20,2003-06-02 00:00:00,20,20,1,100,2000,2003-06-02 00:00:00,1
2003-06-03 00:00:00,2003-06-03 00:00:00,20,2003-06-03 00:00:00,19,19.25,2,600,11500,2003-06-03 00:00:00,1
2003-06-05 00:00:00,2003-06-05 00:00:00,20,2003-06-05 00:00:00,19.25,20,3,1400,27925,2003-06-05 00:00:00,1
2003-06-06 00:00:00,2003-06-06 00:00:00,22,2003-06-06 00:00:00,21,21.75,6,1200,25875,2003-06-06 00:00:00,1
2003-06-09 00:00:00,2003-06-09 00:00:00,22,2003-06-09 00:00:00,21.75,22,4,3300,72575,2003-06-09 00:00:00,1
2003-06-10 00:00:00,2003-06-10 00:00:00,20.5,2003-06-10 00:00:00,20.25,20.5,2,400,8175,2003-06-10 00:00:00,1
2003-06-11 00:00:00,2003-06-11 00:00:00,20.5,2003-06-11 00:00:00,20.5,20.5,4,3300,67650,2003-06-11 00:00:00,1
2003-06-12 00:00:00,2003-06-12 00:00:00,20.5,2003-06-12 00:00:00,20,20.5,2,800,16350,2003-06-12 00:00:00,1
2003-06-17 00:00:00,2003-06-17 00:00:00,21.75,2003-06-17 00:00:00,21.75,21.75,1,200,4350,2003-06-17 00:00:00,1
2003-06-18 00:00:00,2003-06-18 00:00:00,22.5,2003-06-18 00:00:00,22,22.5,7,2000,44150,2003-06-18 00:00:00,1
2003-06-19 00:00:00,2003-06-19 00:00:00,23,2003-06-19 00:00:00,21.5,23,7,26900,593100,2003-06-19 00:00:00,1
2003-06-20 00:00:00,2003-06-20 00:00:00,24,2003-06-20 00:00:00,22,23.5,8,4900,112150,2003-06-20 00:00:00,1
2003-06-23 00:00:00,2003-06-23 00:00:00,24,2003-06-23 00:00:00,24,24,3,1600,38400,2003-06-23 00:00:00,1
2003-06-24 00:00:00,2003-06-24 00:00:00,24,2003-06-24 00:00:00,22.5,24,9,5000,119550,2003-06-24 00:00:00,1
2003-06-25 00:00:00,2003-06-25 00:00:00,24,2003-06-25 00:00:00,24,24,4,7000,168000,2003-06-25 00:00:00,1
2003-06-26 00:00:00,2003-06-26 00:00:00,24,2003-06-26 00:00:00,24,24,9,1800,43200,2003-06-26 00:00:00,1
2003-06-27 00:00:00,2003-06-27 00:00:00,24,2003-06-27 00:00:00,23,23,6,2700,63500,2003-06-27 00:00:00,1
2003-06-30 00:00:00,2003-06-30 00:00:00,23,2003-06-30 00:00:00,23,23,3,3700,85100,2003-06-30 00:00:00,1
2003-07-01 00:00:00,2003-07-01 00:00:00,21.5,2003-07-01 00:00:00,21.5,21.5,1,100,2150,2003-07-01 00:00:00,1
2003-07-02 00:00:00,2003-07-02 00:00:00,21.5,2003-07-02 00:00:00,21.5,21.5,3,300,6450,2003-07-02 00:00:00,1
2003-07-04 00:00:00,2003-07-04 00:00:00,21.5,2003-07-04 00:00:00,21.25,21.25,3,300,6400,2003-07-04 00:00:00,1
2003-07-07 00:00:00,2003-07-07 00:00:00,21.25,2003-07-07 00:00:00,21.25,21.25,2,300,6375,2003-07-07 00:00:00,1
2003-07-08 00:00:00,2003-07-08 00:00:00,20.25,2003-07-08 00:00:00,20.25,20.25,3,400,8100,2003-07-08 00:00:00,1
2003-07-10 00:00:00,2003-07-10 00:00:00,20,2003-07-10 00:00:00,20,20,1,100,2000,2003-07-10 00:00:00,1
2003-07-11 00:00:00,2003-07-11 00:00:00,20.5,2003-07-11 00:00:00,20.25,20.5,2,200,4075,2003-07-11 00:00:00,1
2003-07-15 00:00:00,2003-07-15 00:00:00,20.5,2003-07-15 00:00:00,20.5,20.5,2,2000,41000,2003-07-15 00:00:00,1
2003-07-16 00:00:00,2003-07-16 00:00:00,20.5,2003-07-16 00:00:00,20.5,20.5,1,100,2050,2003-07-16 00:00:00,1
2003-07-17 00:00:00,2003-07-17 00:00:00,20.75,2003-07-17 00:00:00,20.5,20.75,3,700,14425,2003-07-17 00:00:00,1
2003-07-18 00:00:00,2003-07-18 00:00:00,20.75,2003-07-18 00:00:00,20.5,20.75,2,400,8275,2003-07-18 00:00:00,1
2003-07-21 00:00:00,2003-07-21 00:00:00,21,2003-07-21 00:00:00,21,21,2,400,8400,2003-07-21 00:00:00,1
2003-07-22 00:00:00,2003-07-22 00:00:00,22,2003-07-22 00:00:00,22,22,1,100,2200,2003-07-22 00:00:00,1
2003-07-23 00:00:00,2003-07-23 00:00:00,21.25,2003-07-23 00:00:00,21.25,21.25,1,100,2125,2003-07-23 00:00:00,1
2003-07-25 00:00:00,2003-07-25 00:00:00,21.25,2003-07-25 00:00:00,21.25,21.25,1,200,4250,2003-07-25 00:00:00,1
2003-07-28 00:00:00,2003-07-28 00:00:00,21.5,2003-07-28 00:00:00,21.25,21.5,2,200,4275,2003-07-28 00:00:00,1
2003-07-29 00:00:00,2003-07-29 00:00:00,21.25,2003-07-29 00:00:00,21.25,21.25,1,100,2125,2003-07-29 00:00:00,1
2003-07-30 00:00:00,2003-07-30 00:00:00,21.25,2003-07-30 00:00:00,21,21,3,300,6325,2003-07-30 00:00:00,1
2003-07-31 00:00:00,2003-07-31 00:00:00,21,2003-07-31 00:00:00,21,21,2,200,4200,2003-07-31 00:00:00,1
2003-08-04 00:00:00,2003-08-04 00:00:00,21.25,2003-08-04 00:00:00,21.25,21.25,1,100,2125,2003-08-04 00:00:00,1
2003-08-05 00:00:00,2003-08-05 00:00:00,21,2003-08-05 00:00:00,21,21,1,5000,105000,2003-08-05 00:00:00,1
2003-08-06 00:00:00,2003-08-06 00:00:00,21,2003-08-06 00:00:00,21,21,4,2600,54600,2003-08-06 00:00:00,1
2003-08-13 00:00:00,2003-08-13 00:00:00,21,2003-08-13 00:00:00,21,21,1,100,2100,2003-08-13 00:00:00,1
2003-08-14 00:00:00,2003-08-14 00:00:00,22,2003-08-14 00:00:00,21,21.25,7,2600,55100,2003-08-14 00:00:00,1
2003-08-15 00:00:00,2003-08-15 00:00:00,22,2003-08-15 00:00:00,22,22,1,500,11000,2003-08-15 00:00:00,1
2003-08-20 00:00:00,2003-08-20 00:00:00,20.5,2003-08-20 00:00:00,20,20.25,4,800,16200,2003-08-20 00:00:00,1
2003-08-21 00:00:00,2003-08-21 00:00:00,21,2003-08-21 00:00:00,21,21,1,200,4200,2003-08-21 00:00:00,1
2003-08-25 00:00:00,2003-08-25 00:00:00,21,2003-08-25 00:00:00,21,21,1,100,2100,2003-08-25 00:00:00,1
2003-08-27 00:00:00,2003-08-27 00:00:00,20.5,2003-08-27 00:00:00,20.5,20.5,3,1300,26650,2003-08-27 00:00:00,1
2003-08-28 00:00:00,2003-08-28 00:00:00,20.5,2003-08-28 00:00:00,20,20.5,3,500,10100,2003-08-28 00:00:00,1
2003-08-29 00:00:00,2003-08-29 00:00:00,20.25,2003-08-29 00:00:00,20.25,20.25,2,1400,28350,2003-08-29 00:00:00,1
2003-09-01 00:00:00,2003-09-01 00:00:00,20.5,2003-09-01 00:00:00,20.25,20.5,2,200,4075,2003-09-01 00:00:00,1
2003-09-03 00:00:00,2003-09-03 00:00:00,20.25,2003-09-03 00:00:00,20.25,20.25,1,100,2025,2003-09-03 00:00:00,1
2003-09-04 00:00:00,2003-09-04 00:00:00,20.5,2003-09-04 00:00:00,20.25,20.25,4,400,8125,2003-09-04 00:00:00,1
2003-09-09 00:00:00,2003-09-09 00:00:00,21,2003-09-09 00:00:00,20,21,5,500,10200,2003-09-09 00:00:00,1
2003-09-12 00:00:00,2003-09-12 00:00:00,20,2003-09-12 00:00:00,20,20,3,300,6000,2003-09-12 00:00:00,1
2003-09-15 00:00:00,2003-09-15 00:00:00,20.5,2003-09-15 00:00:00,20,20.25,4,1300,26325,2003-09-15 00:00:00,1
2003-09-17 00:00:00,2003-09-17 00:00:00,20,2003-09-17 00:00:00,20,20,3,300,6000,2003-09-17 00:00:00,1
2003-09-18 00:00:00,2003-09-18 00:00:00,20,2003-09-18 00:00:00,20,20,3,300,6000,2003-09-18 00:00:00,1
2003-09-23 00:00:00,2003-09-23 00:00:00,22,2003-09-23 00:00:00,20,20.75,16,63500,1313875,2003-09-23 00:00:00,1
2003-09-24 00:00:00,2003-09-24 00:00:00,22,2003-09-24 00:00:00,20.75,22,11,14400,316550,2003-09-24 00:00:00,1
2003-09-25 00:00:00,2003-09-25 00:00:00,22,2003-09-25 00:00:00,20.75,20.75,9,8300,174250,2003-09-25 00:00:00,1
2003-09-26 00:00:00,2003-09-26 00:00:00,23.5,2003-09-26 00:00:00,21,23.5,8,11900,278125,2003-09-26 00:00:00,1
2003-09-29 00:00:00,2003-09-29 00:00:00,24.25,2003-09-29 00:00:00,23.25,23.75,13,13200,314050,2003-09-29 00:00:00,1
2003-09-30 00:00:00,2003-09-30 00:00:00,25,2003-09-30 00:00:00,23.5,24.75,14,14700,363225,2003-09-30 00:00:00,1
2003-10-01 00:00:00,2003-10-01 00:00:00,24.5,2003-10-01 00:00:00,24,24.25,6,1100,26600,2003-10-01 00:00:00,1
2003-10-02 00:00:00,2003-10-02 00:00:00,25,2003-10-02 00:00:00,24,24.5,3,300,7325,2003-10-02 00:00:00,1
2003-10-03 00:00:00,2003-10-03 00:00:00,24,2003-10-03 00:00:00,24,24,3,400,9600,2003-10-03 00:00:00,1
2003-10-06 00:00:00,2003-10-06 00:00:00,21.25,2003-10-06 00:00:00,21.25,21.25,2,200,4250,2003-10-06 00:00:00,1
2003-10-08 00:00:00,2003-10-08 00:00:00,22,2003-10-08 00:00:00,21.75,21.75,3,300,6575,2003-10-08 00:00:00,1
2003-10-10 00:00:00,2003-10-10 00:00:00,22.5,2003-10-10 00:00:00,22,22.25,6,900,19900,2003-10-10 00:00:00,1
2003-10-14 00:00:00,2003-10-14 00:00:00,22,2003-10-14 00:00:00,21.5,21.5,5,700,15150,2003-10-14 00:00:00,1
2003-10-15 00:00:00,2003-10-15 00:00:00,22,2003-10-15 00:00:00,20.5,20.75,5,500,10500,2003-10-15 00:00:00,1
2003-10-16 00:00:00,2003-10-16 00:00:00,21,2003-10-16 00:00:00,20.75,20.75,3,1500,31200,2003-10-16 00:00:00,1
2003-10-17 00:00:00,2003-10-17 00:00:00,20.75,2003-10-17 00:00:00,20.75,20.75,2,300,6225,2003-10-17 00:00:00,1
2003-10-20 00:00:00,2003-10-20 00:00:00,20.75,2003-10-20 00:00:00,20.75,20.75,4,700,14525,2003-10-20 00:00:00,1
2003-10-21 00:00:00,2003-10-21 00:00:00,20.75,2003-10-21 00:00:00,20.75,20.75,1,100,2075,2003-10-21 00:00:00,1
2003-10-22 00:00:00,2003-10-22 00:00:00,20.75,2003-10-22 00:00:00,20.75,20.75,3,300,6225,2003-10-22 00:00:00,1
2003-10-23 00:00:00,2003-10-23 00:00:00,21,2003-10-23 00:00:00,20.5,21,2,200,4150,2003-10-23 00:00:00,1
2003-10-27 00:00:00,2003-10-27 00:00:00,22,2003-10-27 00:00:00,21,21.75,2,300,6500,2003-10-27 00:00:00,1
2003-10-28 00:00:00,2003-10-28 00:00:00,21,2003-10-28 00:00:00,21,21,1,100,2100,2003-10-28 00:00:00,1
2003-10-29 00:00:00,2003-10-29 00:00:00,21.25,2003-10-29 00:00:00,21,21.25,3,300,6325,2003-10-29 00:00:00,1
2003-10-30 00:00:00,2003-10-30 00:00:00,21.25,2003-10-30 00:00:00,21.25,21.25,1,100,2125,2003-10-30 00:00:00,1
2003-10-31 00:00:00,2003-10-31 00:00:00,21.25,2003-10-31 00:00:00,21.25,21.25,1,100,2125,2003-10-31 00:00:00,1
2003-11-03 00:00:00,2003-11-03 00:00:00,21.5,2003-11-03 00:00:00,21.25,21.5,3,300,6400,2003-11-03 00:00:00,1
2003-11-04 00:00:00,2003-11-04 00:00:00,21.25,2003-11-04 00:00:00,21,21.25,3,4500,95125,2003-11-04 00:00:00,1
2003-11-06 00:00:00,2003-11-06 00:00:00,20,2003-11-06 00:00:00,20,20,1,1000,20000,2003-11-06 00:00:00,1
2003-11-07 00:00:00,2003-11-07 00:00:00,21,2003-11-07 00:00:00,20,20,2,4100,86000,2003-11-07 00:00:00,1
2003-11-10 00:00:00,2003-11-10 00:00:00,21,2003-11-10 00:00:00,21,21,1,200,4200,2003-11-10 00:00:00,1
2003-11-13 00:00:00,2003-11-13 00:00:00,20,2003-11-13 00:00:00,20,20,1,100,2000,2003-11-13 00:00:00,1
2003-11-14 00:00:00,2003-11-14 00:00:00,20,2003-11-14 00:00:00,19,19,4,3400,65100,2003-11-14 00:00:00,1
2003-11-17 00:00:00,2003-11-17 00:00:00,19,2003-11-17 00:00:00,19,19,1,100,1900,2003-11-17 00:00:00,1
2003-11-18 00:00:00,2003-11-18 00:00:00,19,2003-11-18 00:00:00,19,19,1,100,1900,2003-11-18 00:00:00,1
2003-11-21 00:00:00,2003-11-21 00:00:00,19,2003-11-21 00:00:00,19,19,2,700,13300,2003-11-21 00:00:00,1
2003-11-24 00:00:00,2003-11-24 00:00:00,19,2003-11-24 00:00:00,19,19,3,1500,28500,2003-11-24 00:00:00,1
2003-11-27 00:00:00,2003-11-27 00:00:00,18,2003-11-27 00:00:00,18,18,2,200,3600,2003-11-27 00:00:00,1
2003-12-02 00:00:00,2003-12-02 00:00:00,20,2003-12-02 00:00:00,18.5,19.75,2,1100,21850,2003-12-02 00:00:00,1
2003-12-04 00:00:00,2003-12-04 00:00:00,17.75,2003-12-04 00:00:00,17.75,17.75,1,100,1775,2003-12-04 00:00:00,1
2003-12-05 00:00:00,2003-12-05 00:00:00,18.5,2003-12-05 00:00:00,18,18.5,3,700,12900,2003-12-05 00:00:00,1
2003-12-11 00:00:00,2003-12-11 00:00:00,18,2003-12-11 00:00:00,18,18,1,100,1800,2003-12-11 00:00:00,1
2003-12-15 00:00:00,2003-12-15 00:00:00,18,2003-12-15 00:00:00,18,18,1,5000,90000,2003-12-15 00:00:00,1
2003-12-17 00:00:00,2003-12-17 00:00:00,17.25,2003-12-17 00:00:00,17.25,17.25,1,200,3450,2003-12-17 00:00:00,1
2003-12-19 00:00:00,2003-12-19 00:00:00,17.75,2003-12-19 00:00:00,17.75,17.75,1,200,3550,2003-12-19 00:00:00,1
2003-12-26 00:00:00,2003-12-26 00:00:00,18.5,2003-12-26 00:00:00,18.25,18.25,4,600,11025,2003-12-26 00:00:00,1
Company Id :,COLO,Security,Type :  N,Sub T,ype :  0000,,,,,
Short Name :,COLONIAL MT,R 5/-,,,,,,,,
------------,-------------,---------,------------,-----------,------------,-------------,------------,--------------------,-----------,-------
Day,Date High,High,Date Low,Low,Closing,Trades(No.),Shares(No.),Turnover(Rs.),Last Traded,Days Tr
-----------,-------------,---------,------------,-----------,------------,-------------,------------,--------------------,-----------,-------
2003-01-02 00:00:00,2003-01-02 00:00:00,8.25,2003-01-02 00:00:00,8.25,8.25,3,6000,49500,2003-01-02 00:00:00,1
2003-01-07 00:00:00,2003-01-07 00:00:00,8.25,2003-01-07 00:00:00,8,8,3,3100,25075,2003-01-07 00:00:00,1
2003-01-09 00:00:00,2003-01-09 00:00:00,9.5,2003-01-09 00:00:00,8,8,7,7600,61100,2003-01-09 00:00:00,1
2003-01-21 00:00:00,2003-01-21 00:00:00,8.5,2003-01-21 00:00:00,7.75,7.75,6,4400,35925,2003-01-21 00:00:00,1
2003-01-30 00:00:00,2003-01-30 00:00:00,7.75,2003-01-30 00:00:00,7,7,2,600,4575,2003-01-30 00:00:00,1
2003-02-13 00:00:00,2003-02-13 00:00:00,7.5,2003-02-13 00:00:00,7.5,7.5,2,200,1500,2003-02-13 00:00:00,1
2003-02-21 00:00:00,2003-02-21 00:00:00,8.5,2003-02-21 00:00:00,8.5,8.5,2,500,4250,2003-02-21 00:00:00,1
2003-02-24 00:00:00,2003-02-24 00:00:00,8.25,2003-02-24 00:00:00,8.25,8.25,3,2500,20625,2003-02-24 00:00:00,1
2003-02-25 00:00:00,2003-02-25 00:00:00,8,2003-02-25 00:00:00,8,8,1,1000,8000,2003-02-25 00:00:00,1
2003-03-27 00:00:00,2003-03-27 00:00:00,8,2003-03-27 00:00:00,8,8,1,3000,24000,2003-03-27 00:00:00,1
2003-04-01 00:00:00,2003-04-01 00:00:00,8.5,2003-04-01 00:00:00,8,8,3,23000,192500,2003-04-01 00:00:00,1
2003-04-03 00:00:00,2003-04-03 00:00:00,8.5,2003-04-03 00:00:00,8.5,8.5,3,18000,153000,2003-04-03 00:00:00,1
2003-04-04 00:00:00,2003-04-04 00:00:00,8.5,2003-04-04 00:00:00,8.5,8.5,2,1500,12750,2003-04-04 00:00:00,1
2003-04-07 00:00:00,2003-04-07 00:00:00,8.25,2003-04-07 00:00:00,8.25,8.25,2,2000,16500,2003-04-07 00:00:00,1
2003-04-11 00:00:00,2003-04-11 00:00:00,8.25,2003-04-11 00:00:00,8.25,8.25,1,5000,41250,2003-04-11 00:00:00,1
