Company's Daily Share Prices (Closing) and Highest - Lowest price of the date,,,,,,,,,,
Company Id :,AAIC,Security,Type :  N,Sub T,ype :  0000,,,,,
Short Name :,ASIAN ALLIA,NCE,,,,,,,,
------------,-------------,---------,------------,-----------,------------,-------------,------------,--------------------,-----------,-------
Day,Date High,High,Date Low,Low,Closing,Trades(No.),Shares(No.),Turnover(Rs.),Last Traded,Days Tr
-----------,-------------,---------,------------,-----------,------------,-------------,------------,--------------------,-----------,-------
2003-05-06 00:00:00,2003-05-06 00:00:00,35,2003-05-06 00:00:00,35,35,1,500,17500,2003-05-06 00:00:00,1
2003-05-08 00:00:00,2003-05-08 00:00:00,32,2003-05-08 00:00:00,32,32,1,500,16000,2003-05-08 00:00:00,1
2003-05-23 00:00:00,2003-05-23 00:00:00,33.25,2003-05-23 00:00:00,33.25,33.25,1,100,3325,2003-05-23 00:00:00,1
2003-05-30 00:00:00,2003-05-30 00:00:00,36.5,2003-05-30 00:00:00,36.5,36.5,1,200,7300,2003-05-30 00:00:00,1
2003-06-17 00:00:00,2003-06-17 00:00:00,34,2003-06-17 00:00:00,33.75,33.75,2,300,10150,2003-06-17 00:00:00,1
2003-06-23 00:00:00,2003-06-23 00:00:00,35,2003-06-23 00:00:00,35,35,1,3100,108500,2003-06-23 00:00:00,1
2003-06-26 00:00:00,2003-06-26 00:00:00,38,2003-06-26 00:00:00,38,38,2,2300,87400,2003-06-26 00:00:00,1
2003-06-27 00:00:00,2003-06-27 00:00:00,38,2003-06-27 00:00:00,38,38,2,300,11400,2003-06-27 00:00:00,1
2003-07-04 00:00:00,2003-07-04 00:00:00,41,2003-07-04 00:00:00,40,40,4,3300,132100,2003-07-04 00:00:00,1
2003-07-11 00:00:00,2003-07-11 00:00:00,40,2003-07-11 00:00:00,40,40,1,800,32000,2003-07-11 00:00:00,1
2003-07-25 00:00:00,2003-07-25 00:00:00,40.25,2003-07-25 00:00:00,40.25,40.25,2,11100,446775,2003-07-25 00:00:00,1
2003-07-29 00:00:00,2003-07-29 00:00:00,40.25,2003-07-29 00:00:00,40,40,3,2300,92125,2003-07-29 00:00:00,1
2003-07-30 00:00:00,2003-07-30 00:00:00,40.25,2003-07-30 00:00:00,40.25,40.25,1,100,4025,2003-07-30 00:00:00,1
2003-08-04 00:00:00,2003-08-04 00:00:00,40,2003-08-04 00:00:00,40,40,2,1000,40000,2003-08-04 00:00:00,1
2003-08-14 00:00:00,2003-08-14 00:00:00,40,2003-08-14 00:00:00,40,40,3,3800,152000,2003-08-14 00:00:00,1
2003-08-22 00:00:00,2003-08-22 00:00:00,40.25,2003-08-22 00:00:00,40.25,40.25,1,500,20125,2003-08-22 00:00:00,1
2003-08-27 00:00:00,2003-08-27 00:00:00,40,2003-08-27 00:00:00,40,40,2,2100,84000,2003-08-27 00:00:00,1
2003-08-28 00:00:00,2003-08-28 00:00:00,43,2003-08-28 00:00:00,40.25,41.25,3,300,12350,2003-08-28 00:00:00,1
2003-09-08 00:00:00,2003-09-08 00:00:00,41.25,2003-09-08 00:00:00,41.25,41.25,4,3800,156750,2003-09-08 00:00:00,1
2003-09-11 00:00:00,2003-09-11 00:00:00,42,2003-09-11 00:00:00,41.25,42,2,2000,83700,2003-09-11 00:00:00,1
2003-09-15 00:00:00,2003-09-15 00:00:00,41,2003-09-15 00:00:00,41,41,1,700,28700,2003-09-15 00:00:00,1
2003-09-17 00:00:00,2003-09-17 00:00:00,41,2003-09-17 00:00:00,41,41,1,400,16400,2003-09-17 00:00:00,1
2003-09-29 00:00:00,2003-09-29 00:00:00,41.5,2003-09-29 00:00:00,41.5,41.5,2,300,12450,2003-09-29 00:00:00,1
2003-10-01 00:00:00,2003-10-01 00:00:00,41.5,2003-10-01 00:00:00,41.5,41.5,2,300,12450,2003-10-01 00:00:00,1
2003-10-07 00:00:00,2003-10-07 00:00:00,42.5,2003-10-07 00:00:00,42.5,42.5,1,1000,42500,2003-10-07 00:00:00,1
2003-10-13 00:00:00,2003-10-13 00:00:00,42.5,2003-10-13 00:00:00,42.5,42.5,1,400,17000,2003-10-13 00:00:00,1
2003-10-16 00:00:00,2003-10-16 00:00:00,42.5,2003-10-16 00:00:00,42.5,42.5,1,500,21250,2003-10-16 00:00:00,1
2003-10-17 00:00:00,2003-10-17 00:00:00,42.5,2003-10-17 00:00:00,42.5,42.5,1,500,21250,2003-10-17 00:00:00,1
2003-11-07 00:00:00,2003-11-07 00:00:00,42.5,2003-11-07 00:00:00,42.5,42.5,1,800,34000,2003-11-07 00:00:00,1
2003-11-13 00:00:00,2003-11-13 00:00:00,37.5,2003-11-13 00:00:00,37.5,37.5,1,200,7500,2003-11-13 00:00:00,1
2003-11-19 00:00:00,2003-11-19 00:00:00,37.25,2003-11-19 00:00:00,37.25,37.25,1,1100,40975,2003-11-19 00:00:00,1
2003-11-24 00:00:00,2003-11-24 00:00:00,39.5,2003-11-24 00:00:00,39.5,39.5,1,1100,43450,2003-11-24 00:00:00,1
2003-11-27 00:00:00,2003-11-27 00:00:00,40,2003-11-27 00:00:00,40,40,2,300,12000,2003-11-27 00:00:00,1
2003-12-01 00:00:00,2003-12-01 00:00:00,40,2003-12-01 00:00:00,40,40,1,100,4000,2003-12-01 00:00:00,1
2003-12-02 00:00:00,2003-12-02 00:00:00,40,2003-12-02 00:00:00,40,40,1,300,12000,2003-12-02 00:00:00,1
2003-12-10 00:00:00,2003-12-10 00:00:00,41,2003-12-10 00:00:00,41,41,1,100,4100,2003-12-10 00:00:00,1
2003-12-11 00:00:00,2003-12-11 00:00:00,40,2003-12-11 00:00:00,38,38,2,600,23800,2003-12-11 00:00:00,1
Company Id :,GOOD,Security,Type :  N,Sub T,ype :  0000,,,,,
Short Name :,GOOD HOPE,,,,,,,,,
------------,-------------,---------,------------,-----------,------------,-------------,------------,--------------------,-----------,-------
Day,Date High,High,Date Low,Low,Closing,Trades(No.),Shares(No.),Turnover(Rs.),Last Traded,Days Tr
-----------,-------------,---------,------------,-----------,------------,-------------,------------,--------------------,-----------,-------
2003-01-06 00:00:00,2003-01-06 00:00:00,80,2003-01-06 00:00:00,80,80,1,100,8000,2003-01-06 00:00:00,1
2003-01-08 00:00:00,2003-01-08 00:00:00,75.25,2003-01-08 00:00:00,75.25,75.25,1,100,7525,2003-01-08 00:00:00,1
2003-01-20 00:00:00,2003-01-20 00:00:00,75.5,2003-01-20 00:00:00,75.5,75.5,1,100,7550,2003-01-20 00:00:00,1
2003-01-23 00:00:00,2003-01-23 00:00:00,76,2003-01-23 00:00:00,76,76,9,1900,144400,2003-01-23 00:00:00,1
2003-01-24 00:00:00,2003-01-24 00:00:00,76,2003-01-24 00:00:00,76,76,1,1500,114000,2003-01-24 00:00:00,1
2003-01-29 00:00:00,2003-01-29 00:00:00,76,2003-01-29 00:00:00,76,76,1,100,7600,2003-01-29 00:00:00,1
2003-02-17 00:00:00,2003-02-17 00:00:00,72.5,2003-02-17 00:00:00,65.25,65.5,6,21400,1402250,2003-02-17 00:00:00,1
2003-04-24 00:00:00,2003-04-24 00:00:00,90,2003-04-24 00:00:00,90,90,3,600,54000,2003-04-24 00:00:00,1
2003-04-25 00:00:00,2003-04-25 00:00:00,90,2003-04-25 00:00:00,90,90,4,700,63000,2003-04-25 00:00:00,1
2003-04-28 00:00:00,2003-04-28 00:00:00,90,2003-04-28 00:00:00,90,90,1,100,9000,2003-04-28 00:00:00,1
2003-04-29 00:00:00,2003-04-29 00:00:00,100,2003-04-29 00:00:00,100,100,1,100,10000,2003-04-29 00:00:00,1
2003-05-05 00:00:00,2003-05-05 00:00:00,98,2003-05-05 00:00:00,98,98,1,100,9800,2003-05-05 00:00:00,1
2003-05-06 00:00:00,2003-05-06 00:00:00,98,2003-05-06 00:00:00,95,96.5,2,200,19300,2003-05-06 00:00:00,1
2003-05-07 00:00:00,2003-05-07 00:00:00,90,2003-05-07 00:00:00,90,90,1,300,27000,2003-05-07 00:00:00,1
2003-05-08 00:00:00,2003-05-08 00:00:00,90,2003-05-08 00:00:00,90,90,1,100,9000,2003-05-08 00:00:00,1
2003-05-09 00:00:00,2003-05-09 00:00:00,92,2003-05-09 00:00:00,90,92,2,200,18200,2003-05-09 00:00:00,1
2003-05-12 00:00:00,2003-05-12 00:00:00,95,2003-05-12 00:00:00,90,92.5,2,200,18500,2003-05-12 00:00:00,1
2003-05-13 00:00:00,2003-05-13 00:00:00,95,2003-05-13 00:00:00,95,95,1,200,19000,2003-05-13 00:00:00,1
2003-05-19 00:00:00,2003-05-19 00:00:00,90,2003-05-19 00:00:00,90,90,1,100,9000,2003-05-19 00:00:00,1
2003-06-06 00:00:00,2003-06-06 00:00:00,90,2003-06-06 00:00:00,90,90,4,900,81000,2003-06-06 00:00:00,1
2003-06-17 00:00:00,2003-06-17 00:00:00,90,2003-06-17 00:00:00,90,90,2,800,72000,2003-06-17 00:00:00,1
2003-06-25 00:00:00,2003-06-25 00:00:00,100,2003-06-25 00:00:00,99.75,100,2,400,39975,2003-06-25 00:00:00,1
2003-06-30 00:00:00,2003-06-30 00:00:00,100,2003-06-30 00:00:00,100,100,1,200,20000,2003-06-30 00:00:00,1
2003-07-03 00:00:00,2003-07-03 00:00:00,100,2003-07-03 00:00:00,100,100,2,1100,110000,2003-07-03 00:00:00,1
2003-07-11 00:00:00,2003-07-11 00:00:00,100,2003-07-11 00:00:00,100,100,1,100,10000,2003-07-11 00:00:00,1
2003-07-14 00:00:00,2003-07-14 00:00:00,100,2003-07-14 00:00:00,100,100,1,3000,300000,2003-07-14 00:00:00,1
Company Id :,GRAN,Security,Type :  N,Sub T,ype :  0000,,,,,
Short Name :,GRAIN ELEVA,TORS,,,,,,,,
------------,-------------,---------,------------,-----------,------------,-------------,------------,--------------------,-----------,-------
Day,Date High,High,Date Low,Low,Closing,Trades(No.),Shares(No.),Turnover(Rs.),Last Traded,Days Tr
-----------,-------------,---------,------------,-----------,------------,-------------,------------,--------------------,-----------,-------
2003-01-02 00:00:00,2003-01-02 00:00:00,19,2003-01-02 00:00:00,18.75,18.75,5,5700,107300,2003-01-02 00:00:00,1
2003-01-06 00:00:00,2003-01-06 00:00:00,18.75,2003-01-06 00:00:00,18.75,18.75,5,5100,95625,2003-01-06 00:00:00,1
2003-01-07 00:00:00,2003-01-07 00:00:00,18.75,2003-01-07 00:00:00,18.75,18.75,9,29000,543750,2003-01-07 00:00:00,1
2003-01-08 00:00:00,2003-01-08 00:00:00,18.75,2003-01-08 00:00:00,18.75,18.75,2,11000,206250,2003-01-08 00:00:00,1
2003-01-09 00:00:00,2003-01-09 00:00:00,18.75,2003-01-09 00:00:00,18.75,18.75,3,1600,30000,2003-01-09 00:00:00,1
2003-01-10 00:00:00,2003-01-10 00:00:00,18.75,2003-01-10 00:00:00,18.75,18.75,5,5000,93750,2003-01-10 00:00:00,1
2003-01-13 00:00:00,2003-01-13 00:00:00,19,2003-01-13 00:00:00,18.5,18.5,9,31600,591850,2003-01-13 00:00:00,1
2003-01-14 00:00:00,2003-01-14 00:00:00,18.75,2003-01-14 00:00:00,18.5,18.5,3,900,16750,2003-01-14 00:00:00,1
2003-01-16 00:00:00,2003-01-16 00:00:00,18.5,2003-01-16 00:00:00,18.5,18.5,4,4500,83250,2003-01-16 00:00:00,1
2003-01-20 00:00:00,2003-01-20 00:00:00,18.25,2003-01-20 00:00:00,18,18,10,21100,380325,2003-01-20 00:00:00,1
2003-01-21 00:00:00,2003-01-21 00:00:00,18,2003-01-21 00:00:00,17.75,17.75,5,6000,107875,2003-01-21 00:00:00,1
2003-01-22 00:00:00,2003-01-22 00:00:00,18,2003-01-22 00:00:00,17.75,18,21,150200,2703450,2003-01-22 00:00:00,1
2003-01-23 00:00:00,2003-01-23 00:00:00,18,2003-01-23 00:00:00,17.75,18,16,69800,1248900,2003-01-23 00:00:00,1
2003-01-24 00:00:00,2003-01-24 00:00:00,18,2003-01-24 00:00:00,17.75,18,8,5400,96100,2003-01-24 00:00:00,1
2003-01-27 00:00:00,2003-01-27 00:00:00,18,2003-01-27 00:00:00,17.5,17.5,11,13300,235550,2003-01-27 00:00:00,1
2003-01-28 00:00:00,2003-01-28 00:00:00,17.5,2003-01-28 00:00:00,17,17.25,20,53800,925825,2003-01-28 00:00:00,1
2003-01-29 00:00:00,2003-01-29 00:00:00,17.25,2003-01-29 00:00:00,17.25,17.25,11,11000,189750,2003-01-29 00:00:00,1
2003-01-30 00:00:00,2003-01-30 00:00:00,17.5,2003-01-30 00:00:00,17.25,17.5,9,27500,475375,2003-01-30 00:00:00,1
2003-01-31 00:00:00,2003-01-31 00:00:00,17.5,2003-01-31 00:00:00,17.5,17.5,17,30500,533750,2003-01-31 00:00:00,1
2003-02-06 00:00:00,2003-02-06 00:00:00,17.5,2003-02-06 00:00:00,17.25,17.25,4,10500,182375,2003-02-06 00:00:00,1
2003-02-07 00:00:00,2003-02-07 00:00:00,17.5,2003-02-07 00:00:00,17.25,17.25,2,7000,121375,2003-02-07 00:00:00,1
2003-02-10 00:00:00,2003-02-10 00:00:00,17,2003-02-10 00:00:00,16.75,16.75,3,20100,339175,2003-02-10 00:00:00,1
2003-02-11 00:00:00,2003-02-11 00:00:00,16.5,2003-02-11 00:00:00,16.5,16.5,4,3500,57750,2003-02-11 00:00:00,1
2003-02-13 00:00:00,2003-02-13 00:00:00,16.25,2003-02-13 00:00:00,16,16,9,25000,400750,2003-02-13 00:00:00,1
2003-02-14 00:00:00,2003-02-14 00:00:00,16,2003-02-14 00:00:00,16,16,3,2700,43200,2003-02-14 00:00:00,1
2003-02-17 00:00:00,2003-02-17 00:00:00,16.25,2003-02-17 00:00:00,16,16,6,11000,176025,2003-02-17 00:00:00,1
2003-02-18 00:00:00,2003-02-18 00:00:00,16,2003-02-18 00:00:00,16,16,9,12000,192000,2003-02-18 00:00:00,1
2003-02-19 00:00:00,2003-02-19 00:00:00,17,2003-02-19 00:00:00,16.25,16.5,9,20300,336150,2003-02-19 00:00:00,1
2003-02-20 00:00:00,2003-02-20 00:00:00,16.5,2003-02-20 00:00:00,16.5,16.5,4,3700,61050,2003-02-20 00:00:00,1
2003-02-21 00:00:00,2003-02-21 00:00:00,16.5,2003-02-21 00:00:00,16.25,16.25,7,31200,508025,2003-02-21 00:00:00,1
2003-02-24 00:00:00,2003-02-24 00:00:00,16.25,2003-02-24 00:00:00,16.25,16.25,1,1000,16250,2003-02-24 00:00:00,1
2003-02-25 00:00:00,2003-02-25 00:00:00,16,2003-02-25 00:00:00,15.5,15.5,17,32700,517450,2003-02-25 00:00:00,1
2003-02-26 00:00:00,2003-02-26 00:00:00,15.25,2003-02-26 00:00:00,14.75,15,6,17000,257375,2003-02-26 00:00:00,1
2003-02-27 00:00:00,2003-02-27 00:00:00,15.5,2003-02-27 00:00:00,15,15,14,158300,2387250,2003-02-27 00:00:00,1
2003-02-28 00:00:00,2003-02-28 00:00:00,15.5,2003-02-28 00:00:00,15.25,15.25,4,16000,245500,2003-02-28 00:00:00,1
2003-03-03 00:00:00,2003-03-03 00:00:00,15.5,2003-03-03 00:00:00,15.25,15.5,2,2600,40275,2003-03-03 00:00:00,1
2003-03-04 00:00:00,2003-03-04 00:00:00,15.75,2003-03-04 00:00:00,14.75,15,29,173200,2614525,2003-03-04 00:00:00,1
2003-03-05 00:00:00,2003-03-05 00:00:00,15,2003-03-05 00:00:00,14.5,15,6,9500,141250,2003-03-05 00:00:00,1
2003-03-06 00:00:00,2003-03-06 00:00:00,15,2003-03-06 00:00:00,14.5,14.75,3,2000,29500,2003-03-06 00:00:00,1
2003-03-07 00:00:00,2003-03-07 00:00:00,14.75,2003-03-07 00:00:00,14.5,14.75,3,1500,22050,2003-03-07 00:00:00,1
2003-03-10 00:00:00,2003-03-10 00:00:00,15,2003-03-10 00:00:00,14.75,15,11,13700,205250,2003-03-10 00:00:00,1
2003-03-11 00:00:00,2003-03-11 00:00:00,14.75,2003-03-11 00:00:00,14.5,14.75,26,25700,377825,2003-03-11 00:00:00,1
2003-03-12 00:00:00,2003-03-12 00:00:00,14.5,2003-03-12 00:00:00,14.25,14.5,24,54400,787475,2003-03-12 00:00:00,1
2003-03-13 00:00:00,2003-03-13 00:00:00,14.5,2003-03-13 00:00:00,14.5,14.5,5,11600,168200,2003-03-13 00:00:00,1
2003-03-14 00:00:00,2003-03-14 00:00:00,14.75,2003-03-14 00:00:00,14.75,14.75,1,500,7375,2003-03-14 00:00:00,1
2003-03-17 00:00:00,2003-03-17 00:00:00,14.75,2003-03-17 00:00:00,14.75,14.75,2,2000,29500,2003-03-17 00:00:00,1
2003-03-19 00:00:00,2003-03-19 00:00:00,14.75,2003-03-19 00:00:00,14.5,14.75,13,15200,224075,2003-03-19 00:00:00,1
2003-03-20 00:00:00,2003-03-20 00:00:00,15.25,2003-03-20 00:00:00,14.75,15,7,3400,50950,2003-03-20 00:00:00,1
2003-03-21 00:00:00,2003-03-21 00:00:00,15.25,2003-03-21 00:00:00,15.25,15.25,2,6600,100650,2003-03-21 00:00:00,1
2003-03-24 00:00:00,2003-03-24 00:00:00,15,2003-03-24 00:00:00,15,15,16,24400,366000,2003-03-24 00:00:00,1
2003-03-25 00:00:00,2003-03-25 00:00:00,15,2003-03-25 00:00:00,14.75,15,6,14600,218500,2003-03-25 00:00:00,1
2003-03-26 00:00:00,2003-03-26 00:00:00,15.25,2003-03-26 00:00:00,15,15.25,3,1000,15125,2003-03-26 00:00:00,1
2003-03-27 00:00:00,2003-03-27 00:00:00,16,2003-03-27 00:00:00,15.5,16,15,54500,869950,2003-03-27 00:00:00,1
2003-03-28 00:00:00,2003-03-28 00:00:00,16.5,2003-03-28 00:00:00,16,16,16,17200,276600,2003-03-28 00:00:00,1
2003-04-01 00:00:00,2003-04-01 00:00:00,15.75,2003-04-01 00:00:00,15.75,15.75,6,4400,69300,2003-04-01 00:00:00,1
2003-04-02 00:00:00,2003-04-02 00:00:00,15.75,2003-04-02 00:00:00,15.5,15.75,6,13100,206150,2003-04-02 00:00:00,1
2003-04-03 00:00:00,2003-04-03 00:00:00,16.75,2003-04-03 00:00:00,16,16.5,11,17000,280025,2003-04-03 00:00:00,1
2003-04-04 00:00:00,2003-04-04 00:00:00,17,2003-04-04 00:00:00,16.75,17,19,20300,343600,2003-04-04 00:00:00,1
2003-04-07 00:00:00,2003-04-07 00:00:00,17,2003-04-07 00:00:00,16.75,16.75,8,29300,496400,2003-04-07 00:00:00,1
2003-04-08 00:00:00,2003-04-08 00:00:00,18.25,2003-04-08 00:00:00,17,18,44,76000,1364725,2003-04-08 00:00:00,1
2003-04-09 00:00:00,2003-04-09 00:00:00,18.75,2003-04-09 00:00:00,18.25,18.25,62,107500,1984375,2003-04-09 00:00:00,1
2003-04-10 00:00:00,2003-04-10 00:00:00,18.5,2003-04-10 00:00:00,18,18.5,17,31600,578600,2003-04-10 00:00:00,1
2003-04-11 00:00:00,2003-04-11 00:00:00,18.75,2003-04-11 00:00:00,18.5,18.5,44,74400,1384150,2003-04-11 00:00:00,1
2003-04-15 00:00:00,2003-04-15 00:00:00,19,2003-04-15 00:00:00,18.75,19,12,21100,400775,2003-04-15 00:00:00,1
2003-04-17 00:00:00,2003-04-17 00:00:00,20.25,2003-04-17 00:00:00,19.25,20,72,235300,4626225,2003-04-17 00:00:00,1
2003-04-22 00:00:00,2003-04-22 00:00:00,20.5,2003-04-22 00:00:00,18.25,20,93,343800,6697900,2003-04-22 00:00:00,1
2003-04-23 00:00:00,2003-04-23 00:00:00,22.5,2003-04-23 00:00:00,20,21.5,194,582700,12518425,2003-04-23 00:00:00,1
2003-04-24 00:00:00,2003-04-24 00:00:00,21.5,2003-04-24 00:00:00,20,20,73,221300,4648400,2003-04-24 00:00:00,1
2003-04-25 00:00:00,2003-04-25 00:00:00,21,2003-04-25 00:00:00,20,20.5,33,78900,1597950,2003-04-25 00:00:00,1
2003-04-28 00:00:00,2003-04-28 00:00:00,21.75,2003-04-28 00:00:00,20.75,21.25,76,166200,3535950,2003-04-28 00:00:00,1
2003-04-29 00:00:00,2003-04-29 00:00:00,22.25,2003-04-29 00:00:00,21.5,22,118,396300,8704650,2003-04-29 00:00:00,1
2003-04-30 00:00:00,2003-04-30 00:00:00,22,2003-04-30 00:00:00,21,21.5,36,77400,1666000,2003-04-30 00:00:00,1
2003-05-02 00:00:00,2003-05-02 00:00:00,22,2003-05-02 00:00:00,21.5,22,46,114200,2507025,2003-05-02 00:00:00,1
2003-05-05 00:00:00,2003-05-05 00:00:00,22.25,2003-05-05 00:00:00,22,22.25,36,60600,1341425,2003-05-05 00:00:00,1
2003-05-06 00:00:00,2003-05-06 00:00:00,24,2003-05-06 00:00:00,22,23.5,124,389800,9075025,2003-05-06 00:00:00,1
2003-05-07 00:00:00,2003-05-07 00:00:00,26,2003-05-07 00:00:00,23.75,25,202,614000,15290425,2003-05-07 00:00:00,1
2003-05-08 00:00:00,2003-05-08 00:00:00,26.75,2003-05-08 00:00:00,25.25,25.5,212,994000,25871325,2003-05-08 00:00:00,1
2003-05-09 00:00:00,2003-05-09 00:00:00,25.5,2003-05-09 00:00:00,24.25,24.75,83,159400,3947300,2003-05-09 00:00:00,1
2003-05-12 00:00:00,2003-05-12 00:00:00,24.75,2003-05-12 00:00:00,23,24.5,101,383000,9260850,2003-05-12 00:00:00,1
2003-05-13 00:00:00,2003-05-13 00:00:00,24.25,2003-05-13 00:00:00,23.75,24,65,112800,2702375,2003-05-13 00:00:00,1
2003-05-19 00:00:00,2003-05-19 00:00:00,23.5,2003-05-19 00:00:00,23.25,23.25,13,45300,1058425,2003-05-19 00:00:00,1
2003-05-20 00:00:00,2003-05-20 00:00:00,24.25,2003-05-20 00:00:00,23.5,24,61,114700,2738175,2003-05-20 00:00:00,1
2003-05-21 00:00:00,2003-05-21 00:00:00,24.5,2003-05-21 00:00:00,24.25,24.5,37,75300,1834950,2003-05-21 00:00:00,1
2003-05-22 00:00:00,2003-05-22 00:00:00,24.75,2003-05-22 00:00:00,24.25,24.25,44,79700,1944625,2003-05-22 00:00:00,1
2003-05-23 00:00:00,2003-05-23 00:00:00,24.25,2003-05-23 00:00:00,23.5,23.75,39,59200,1407050,2003-05-23 00:00:00,1
2003-05-26 00:00:00,2003-05-26 00:00:00,24,2003-05-26 00:00:00,23.5,23.75,15,23900,566475,2003-05-26 00:00:00,1
2003-05-27 00:00:00,2003-05-27 00:00:00,24.25,2003-05-27 00:00:00,23.75,24,28,82900,1990475,2003-05-27 00:00:00,1
2003-05-28 00:00:00,2003-05-28 00:00:00,24.5,2003-05-28 00:00:00,24,24.5,24,64100,1545575,2003-05-28 00:00:00,1
2003-05-29 00:00:00,2003-05-29 00:00:00,24.5,2003-05-29 00:00:00,24.25,24.5,20,92000,2247750,2003-05-29 00:00:00,1
2003-05-30 00:00:00,2003-05-30 00:00:00,25.5,2003-05-30 00:00:00,24.75,25.25,78,230800,5775800,2003-05-30 00:00:00,1
2003-06-02 00:00:00,2003-06-02 00:00:00,25.25,2003-06-02 00:00:00,25,25,27,87600,2190025,2003-06-02 00:00:00,1
2003-06-03 00:00:00,2003-06-03 00:00:00,26.25,2003-06-03 00:00:00,25,26,77,222800,5749375,2003-06-03 00:00:00,1
2003-06-04 00:00:00,2003-06-04 00:00:00,26.75,2003-06-04 00:00:00,26.25,26.5,62,110600,2917450,2003-06-04 00:00:00,1
2003-06-05 00:00:00,2003-06-05 00:00:00,26.75,2003-06-05 00:00:00,26,26.25,48,139500,3681625,2003-06-05 00:00:00,1
2003-06-06 00:00:00,2003-06-06 00:00:00,27.5,2003-06-06 00:00:00,26.25,26.75,124,1386900,37448125,2003-06-06 00:00:00,1
2003-06-09 00:00:00,2003-06-09 00:00:00,27,2003-06-09 00:00:00,26.75,26.75,42,150600,4063800,2003-06-09 00:00:00,1
2003-06-10 00:00:00,2003-06-10 00:00:00,27.25,2003-06-10 00:00:00,26,26.25,60,259400,6989825,2003-06-10 00:00:00,1
2003-06-11 00:00:00,2003-06-11 00:00:00,26.25,2003-06-11 00:00:00,26,26.25,23,30600,800400,2003-06-11 00:00:00,1
2003-06-12 00:00:00,2003-06-12 00:00:00,27.25,2003-06-12 00:00:00,26.25,27,48,113500,3034375,2003-06-12 00:00:00,1
2003-06-13 00:00:00,2003-06-13 00:00:00,27.5,2003-06-13 00:00:00,27,27.25,28,73400,2004150,2003-06-13 00:00:00,1
2003-06-16 00:00:00,2003-06-16 00:00:00,27.5,2003-06-16 00:00:00,26.75,27,16,65200,1759900,2003-06-16 00:00:00,1
2003-06-17 00:00:00,2003-06-17 00:00:00,27.5,2003-06-17 00:00:00,26.5,27.25,34,126000,3414300,2003-06-17 00:00:00,1
2003-06-18 00:00:00,2003-06-18 00:00:00,27.75,2003-06-18 00:00:00,27.25,27.25,41,194900,5375900,2003-06-18 00:00:00,1
2003-06-19 00:00:00,2003-06-19 00:00:00,27.5,2003-06-19 00:00:00,26.75,27.25,25,31500,851825,2003-06-19 00:00:00,1
2003-06-20 00:00:00,2003-06-20 00:00:00,29.25,2003-06-20 00:00:00,27.25,28.75,84,234200,6687550,2003-06-20 00:00:00,1
2003-06-23 00:00:00,2003-06-23 00:00:00,32,2003-06-23 00:00:00,29,30.75,135,607400,18337725,2003-06-23 00:00:00,1
2003-06-24 00:00:00,2003-06-24 00:00:00,35.75,2003-06-24 00:00:00,31,34.25,240,1254200,41915350,2003-06-24 00:00:00,1
2003-06-25 00:00:00,2003-06-25 00:00:00,39.5,2003-06-25 00:00:00,36,37.25,207,842900,31809975,2003-06-25 00:00:00,1
2003-06-26 00:00:00,2003-06-26 00:00:00,38.75,2003-06-26 00:00:00,32,33.25,134,401800,14300525,2003-06-26 00:00:00,1
2003-06-27 00:00:00,2003-06-27 00:00:00,35.25,2003-06-27 00:00:00,30,33,118,211700,7181675,2003-06-27 00:00:00,1
2003-06-30 00:00:00,2003-06-30 00:00:00,34.75,2003-06-30 00:00:00,32,33.75,46,75400,2521275,2003-06-30 00:00:00,1
2003-07-01 00:00:00,2003-07-01 00:00:00,35,2003-07-01 00:00:00,32,33,67,192800,6477725,2003-07-01 00:00:00,1
2003-07-02 00:00:00,2003-07-02 00:00:00,32.5,2003-07-02 00:00:00,31,31.75,43,78400,2495500,2003-07-02 00:00:00,1
2003-07-03 00:00:00,2003-07-03 00:00:00,31,2003-07-03 00:00:00,30.75,31,24,108500,3362275,2003-07-03 00:00:00,1
2003-07-04 00:00:00,2003-07-04 00:00:00,33.5,2003-07-04 00:00:00,29.75,33,113,410900,12916125,2003-07-04 00:00:00,1
2003-07-07 00:00:00,2003-07-07 00:00:00,34.75,2003-07-07 00:00:00,33,33.25,67,120800,4043675,2003-07-07 00:00:00,1
