Public Holding 2012 Q2 (DATA as per latest CSE records),,,
QUARTER,COMPANY NAME,SECURITY ID,PUBLIC FLOAT
2012-2,ASIA CAPITAL PLC,ACAP.N0000,0.1024
2012-2,AGSTAR PLC,AGST.N0000,0.167
2012-2,AGSTAR PLC,AGST.X0000,0.01
2012-2,ASSOCIATED MOTOR FINANCE COMPANY PLC,AMF.N0000,0.1406
2012-2,ACL PLASTICS PLC,APLA.N0000,0.3387
2012-2,LANKA CERAMIC PLC,CERA.N0000,0.1156
2012-2,CENTRAL FINANCE COMPANY PLC,CFIN.N0000,0.5902
2012-2,C I C HOLDINGS PLC,CIC.N0000,0.4637
2012-2,C I C HOLDINGS PLC,CIC.X0000,0.8562
2012-2,CENTRAL INDUSTRIES PLC,CIND.N0000,0.316
2012-2,C T LAND DEVELOPMENT PLC,CTLD.N0000,0.4346
2012-2,E B CREASY & COMPANY PLC,EBCR.N0000,0.0987
2012-2,GESTETNER OF CEYLON PLC,GEST.N0000,0.1824
2012-2,HNB ASSURANCE PLC,HASU.N0000,0.3977
2012-2,HUEJAY INTERNATIONAL INVESTMENTS PLC,HUEJ.N0000,0.0648
2012-2,KAHAWATTE  PLANTATIONS  PLC,KAHA.N0000,0.203
2012-2,KELANI VALLEY PLANTATIONS PLC,KVAL.N0000,0.2881
2012-2,KALAMAZOO SYSTEMS PLC,KZOO.N0000,0.5137
2012-2,MULLER & PHIPPS (CEYLON) PLC,MULL.N0000,0.2156
2012-2,BRAC LANKA FINANCE PLC,NIFL.N0000,0.255
2012-2,PAN ASIA BANKING CORPORATION PLC,PABC.N0000,0.6657
2012-2,PALM GARDEN HOTELS PLC,PALM.N0000,0.1786
2012-2,SWISSTEK (CEYLON) PLC,PARQ.N0000,0.3293
2012-2,RENUKA AGRI FOODS PLC,RAL.N0000,0.4905
2012-2,RENUKA CITY HOTELS PLC.,RENU.N0000,0.277
2012-2,RADIANT GEMS INTERNATIONAL PLC,RGEM.N0000,0.7942
2012-2,S M B LEASING PLC,SEMB.W0015,0.9199
2012-2,S M B LEASING PLC,SEMB.N0000,0.6139
2012-2,S M B LEASING PLC,SEMB.X0000,0.9999
2012-2,SHALIMAR (MALAY) PLC.,SHAL.N0000,0.0451
2012-2,SINGER INDUSTRIES (CEYLON) PLC,SINI.N0000,0.1639
2012-2,SIERRA CABLES PLC,SIRA.N0000,0.3768
2012-2,SUNSHINE HOLDINGS PLC,SUN.N0000,0.0846
2012-2,TOKYO CEMENT COMPANY (LANKA) PLC,TKYO.X0000,1
2012-2,TOKYO CEMENT COMPANY (LANKA) PLC,TKYO.N0000,0.26
2012-2,TEA SMALLHOLDER FACTORIES PLC,TSML.N0000,0.1512
2012-2,UNION CHEMICALS LANKA PLC,UCAR.N0000,0.2561
2012-2,WATAWALA  PLANTATIONS  PLC,WATA.N0000,0.2729
2012-2,ACME PRINTING & PACKAGING PLC,ACME.N0000,0.479
2012-2,AGALAWATTE  PLANTATIONS  PLC,AGAL.N0000,0.2386
2012-2,ASIRI SURGICAL HOSPITAL PLC,AMSL.N0000,0.3456
2012-2,ARPICO FINANCE COMPANY PLC,ARPI.N0000,0.3477
2012-2,ASCOT HOLDINGS PLC,ASCO.N0000,0.2372
2012-2,ASIRI HOSPITAL HOLDINGS PLC,ASIR.N0000,0.4272
2012-2,INDUSTRIAL ASPHALTS (CEYLON) PLC,ASPH.N0000,0.34
2012-2,RIVERINA HOTELS PLC,BHR.N0000,0.2549
