Public Holding 2017 Q4 (DATA as per latest CSE records),,,
QUARTER,COMPANY_NAME,SECURITY,PUBLIC_FLOAT
2017-4,A I A INSURANCE LANKA PLC,CTCE.N0000,2.84%
2017-4,ABANS ELECTRICALS PLC,ABAN.N0000,40.52%
2017-4,ABANS FINANCE PLC,AFSL.N0000,10.13%
2017-4,ACCESS ENGINEERING PLC,AEL.N0000,38.22%
2017-4,ACL CABLES PLC,ACL.N0000,37.34%
2017-4,ACL PLASTICS PLC,APLA.N0000,33.87%
2017-4,ACME PRINTING & PACKAGING PLC,ACME.N0000,49.12%
2017-4,ADAM CAPITAL PLC,PCHH.N0000,41.15%
2017-4,ADAM INVESTMENTS PLC,AINV.N0000,11.64%
2017-4,AGALAWATTE  PLANTATIONS  PLC,AGAL.N0000,24.92%
2017-4,AGSTAR PLC,AGST.N0000,16.59%
2017-4,AGSTAR PLC,AGST.X0000,.01%
2017-4,AITKEN SPENCE HOTEL HOLDINGS PLC,AHUN.N0000,25.46%
2017-4,AITKEN SPENCE PLANTATION MANAGEMENTS PLC,ASPM.N0000,11.78%
2017-4,AITKEN SPENCE PLC,SPEN.N0000,35.91%
2017-4,ALLIANCE FINANCE COMPANY PLC,ALLI.N0000,53.73%
2017-4,ALUFAB PLC,ALUF.N0000,37.38%
2017-4,ALUMEX PLC,ALUM.N0000,17.34%
2017-4,AMANA BANK PLC,ABL.N0000,30.67%
2017-4,AMANA TAKAFUL LIFE PLC,ATLL.N0000,9.9%
2017-4,AMANA TAKAFUL PLC,ATL.N0000,23.19%
2017-4,AMAYA LEISURE PLC,CONN.N0000,20.47%
2017-4,AMW CAPITAL LEASING AND FINANCE PLC,AMCL.N0000,10%
2017-4,ANILANA HOTELS AND PROPERTIES PLC,ALHP.N0000,32.27%
2017-4,ARPICO FINANCE COMPANY PLC,ARPI.N0000,5.97%
2017-4,ARPICO INSURANCE PLC,AINS.N0000,10.1%
2017-4,ASCOT HOLDINGS PLC,ASCO.N0000,60.05%
2017-4,ASIA ASSET FINANCE PLC,AAF.N0000,36.42%
2017-4,ASIA CAPITAL PLC,ACAP.N0000,5.13%
2017-4,ASIA SIYAKA COMMODITIES LIMITED,ASIY.N0000,33.89%
2017-4,ASIAN HOTELS AND PROPERTIES PLC,AHPL.N0000,21.44%
2017-4,ASIRI CENTRAL HOSPITALS PLC,ASHA.N0000,.68%
2017-4,ASIRI HOSPITAL HOLDINGS PLC,ASIR.N0000,20.26%
2017-4,ASIRI SURGICAL HOSPITAL PLC,AMSL.N0000,26.31%
2017-4,ASSOCIATED MOTOR FINANCE COMPANY PLC,AMF.N0000,9.83%
2017-4,BAIRAHA FARMS PLC,BFL.N0000,53.84%
2017-4,BALANGODA  PLANTATIONS  PLC,BALA.N0000,41.39%
2017-4,BANSEI ROYAL RESORTS HIKKADUWA PLC,BRR.N0000,10%
2017-4,BERUWALA RESORTS PLC,BERU.N0000,11.84%
2017-4,BERUWELA WALK INN PLC,BINN.N0000,6.5%
2017-4,BIMPUTH FINANCE PLC,BLI.N0000,5.88%
2017-4,BLUE DIAMONDS JEWELLERY WORLDWIDE PLC,BLUE.N0000,82.26%
2017-4,BLUE DIAMONDS JEWELLERY WORLDWIDE PLC,BLUE.X0000,100%
2017-4,BOGALA GRAPHITE LANKA PLC,BOGA.N0000,10.09%
