Public Holding 2014 Q2 (DATA as per latest CSE records),,,
QUARTER,COMPANY NAME,SECURITY ID,PUBLIC FLOAT
2014-2,ASIA CAPITAL PLC,ACAP.N0000,0.12
2014-2,AGSTAR PLC,AGST.X0000,0.0001
2014-2,AGSTAR PLC,AGST.N0000,0.1659
2014-2,ASSOCIATED MOTOR FINANCE COMPANY PLC,AMF.N0000,0.0992
2014-2,ACL PLASTICS PLC,APLA.N0000,0.3387
2014-2,LANKA CERAMIC PLC,CERA.N0000,0.1965
2014-2,CENTRAL FINANCE COMPANY PLC,CFIN.N0000,0.4999
2014-2,C I C HOLDINGS PLC,CIC.N0000,0.4662
2014-2,C I C HOLDINGS PLC,CIC.X0000,0.8508
2014-2,CENTRAL INDUSTRIES PLC,CIND.N0000,0.3077
2014-2,C T LAND DEVELOPMENT PLC,CTLD.N0000,0.2499
2014-2,E B CREASY & COMPANY PLC,EBCR.N0000,0.2588
2014-2,GESTETNER OF CEYLON PLC,GEST.N0000,0.1824
2014-2,HNB ASSURANCE PLC,HASU.N0000,0.3974
2014-2,HUEJAY INTERNATIONAL INVESTMENTS PLC,HUEJ.N0000,0.0648
2014-2,KAHAWATTE  PLANTATIONS  PLC,KAHA.N0000,0.2047
2014-2,KELANI VALLEY PLANTATIONS PLC,KVAL.N0000,0.2882
2014-2,KALAMAZOO SYSTEMS PLC,KZOO.N0000,0.5379
2014-2,MULLER & PHIPPS (CEYLON) PLC,MULL.N0000,0.486
2014-2,BRAC LANKA FINANCE PLC,NIFL.N0000,0.0565
2014-2,PAN ASIA BANKING CORPORATION PLC,PABC.N0000,0.5218
2014-2,PALM GARDEN HOTELS PLC,PALM.N0000,0.286
2014-2,SWISSTEK (CEYLON) PLC,PARQ.N0000,0.2761
2014-2,RENUKA AGRI FOODS PLC,RAL.N0000,0.3535
2014-2,RENUKA CITY HOTELS PLC.,RENU.N0000,0.277
2014-2,RADIANT GEMS INTERNATIONAL PLC,RGEM.N0000,0.9529
2014-2,S M B LEASING PLC,SEMB.X0000,0.9232
