Public Holding 2012 Q1 (DATA as per latest CSE records),,,
QUARTER,COMPANY NAME,SECURITY ID,PUBLIC FLOAT
2012-1,ASIA CAPITAL PLC,ACAP.N0000,0.1012
2012-1,AGSTAR PLC,AGST.X0000,0.01
2012-1,AGSTAR PLC,AGST.N0000,0.167
2012-1,ASSOCIATED MOTOR FINANCE COMPANY PLC,AMF.N0000,0.1406
2012-1,ACL PLASTICS PLC,APLA.N0000,0.3387
2012-1,LANKA CERAMIC PLC,CERA.N0000,0.1176
2012-1,CENTRAL FINANCE COMPANY PLC,CFIN.N0000,0.5903
2012-1,C I C HOLDINGS PLC,CIC.N0000,0.4637
2012-1,C I C HOLDINGS PLC,CIC.X0000,0.8573
2012-1,CENTRAL INDUSTRIES PLC,CIND.N0000,0.316
2012-1,C T LAND DEVELOPMENT PLC,CTLD.N0000,0.3715
2012-1,E B CREASY & COMPANY PLC,EBCR.N0000,0.1156
2012-1,GESTETNER OF CEYLON PLC,GEST.N0000,0.1824
2012-1,HNB ASSURANCE PLC,HASU.N0000,0.3977
2012-1,HUEJAY INTERNATIONAL INVESTMENTS PLC,HUEJ.N0000,0.0648
2012-1,KAHAWATTE  PLANTATIONS  PLC,KAHA.N0000,0.203
2012-1,KELANI VALLEY PLANTATIONS PLC,KVAL.N0000,0.2882
2012-1,KALAMAZOO SYSTEMS PLC,KZOO.N0000,0.5137
2012-1,MULLER & PHIPPS (CEYLON) PLC,MULL.N0000,0.2277
2012-1,BRAC LANKA FINANCE PLC,NIFL.N0000,0.255
2012-1,PAN ASIA BANKING CORPORATION PLC,PABC.N0000,0.6696
2012-1,PALM GARDEN HOTELS PLC,PALM.N0000,0.1786
2012-1,SWISSTEK (CEYLON) PLC,PARQ.N0000,0.3301
2012-1,RENUKA AGRI FOODS PLC,RAL.N0000,0.4906
2012-1,RENUKA CITY HOTELS PLC.,RENU.N0000,0.277
2012-1,RADIANT GEMS INTERNATIONAL PLC,RGEM.N0000,0.7942
2012-1,S M B LEASING PLC,SEMB.X0000,0.9999
2012-1,S M B LEASING PLC,SEMB.N0000,0.5979
2012-1,S M B LEASING PLC,SEMB.W0015,0.9199
2012-1,SHALIMAR (MALAY) PLC.,SHAL.N0000,0.0356
2012-1,SINGER INDUSTRIES (CEYLON) PLC,SINI.N0000,0.1639
2012-1,SIERRA CABLES PLC,SIRA.N0000,0.3768
2012-1,SUNSHINE HOLDINGS PLC,SUN.N0000,0.0856
2012-1,TOKYO CEMENT COMPANY (LANKA) PLC,TKYO.X0000,1
2012-1,TOKYO CEMENT COMPANY (LANKA) PLC,TKYO.N0000,0.26
2012-1,TEA SMALLHOLDER FACTORIES PLC,TSML.N0000,0.1512
2012-1,UNION CHEMICALS LANKA PLC,UCAR.N0000,0.2933
2012-1,WATAWALA  PLANTATIONS  PLC,WATA.N0000,0.141
2012-1,ACME PRINTING & PACKAGING PLC,ACME.N0000,0.4786
2012-1,AGALAWATTE  PLANTATIONS  PLC,AGAL.N0000,0.2386
2012-1,ASIRI SURGICAL HOSPITAL PLC,AMSL.N0000,0.4241
2012-1,ARPICO FINANCE COMPANY PLC,ARPI.N0000,0.3477
2012-1,ASCOT HOLDINGS PLC,ASCO.N0000,0.325
2012-1,ASIRI HOSPITAL HOLDINGS PLC,ASIR.N0000,0.4486
2012-1,INDUSTRIAL ASPHALTS (CEYLON) PLC,ASPH.N0000,0.34
2012-1,RIVERINA HOTELS PLC,BHR.N0000,0.2549
2012-1,BLUE DIAMONDS JEWELLERY WORLDWIDE PLC,BLUE.N0000,0.8799
2012-1,BLUE DIAMONDS JEWELLERY WORLDWIDE PLC,BLUE.X0000,0.892
2012-1,CARGO BOAT DEVELOPMENT COMPANY PLC,CABO.N0000,0.3512
2012-1,COLOMBO TRUST FINANCE PLC,CALF.N0000,0.11
2012-1,CARSON CUMBERBATCH PLC,CARS.N0000,0.2373
2012-1,CHILAW FINANCE PLC,CFL.N0000,0.4856
2012-1,CHEMANEX PLC,CHMX.N0000,0.3606
2012-1,CITY HOUSING & REAL ESTATE COMPANY PLC,CHOU.N0000,0.5701
2012-1,CENTRAL INVESTMENTS AND FINANCE PLC,CIFL.N0000,0.3649
2012-1,COLOMBO INVESTMENT TRUST PLC,CIT.N0000,0.1296
2012-1,WASKADUWA BEACH RESORT PLC,CITW.N0000,0.2494
2012-1,AMAYA LEISURE PLC,CONN.N0000,0.1988
2012-1,CEYLON PRINTERS PLC,CPRT.N0000,0.3954
2012-1,NATION LANKA FINANCE PLC,CSF.N0000,0.5671
2012-1,NATION LANKA FINANCE PLC,CSF.W0021,0.5671
2012-1,C. W. MACKIE PLC,CWM.N0000,0.1196
2012-1,DFCC BANK PLC,DFCC.N0000,0.6339
2012-1,EDEN HOTEL LANKA PLC,EDEN.N0000,0.4209
2012-1,BROWNS CAPITAL PLC,FLCH.N0000,0.4464
2012-1,HARISCHANDRA MILLS PLC,HARI.N0000,0.142
2012-1,HAYCARB PLC,HAYC.N0000,0.3214
2012-1,HOTEL DEVELOPERS (LANKA) PLC,HDEV.N0000,0.084
2012-1,HORANA PLANTATIONS PLC,HOPL.N0000,0.4868
2012-1,HOTEL SIGIRIYA PLC,HSIG.N0000,0.359
2012-1,SERENDIB ENGINEERING GROUP PLC,IDL.N0000,0.1
2012-1,INDO-MALAY PLC,INDO.N0000,0.1025
2012-1,FINLAYS COLOMBO PLC,JFIN.N0000,0.0345
2012-1,JOHN KEELLS PLC,JKL.N0000,0.131
