Public Holding 2013 Q3 (DATA as per latest CSE records),,,
QUARTER,COMPANY NAME,SECURITY ID,PUBLIC FLOAT
2013-3,ASIA CAPITAL PLC,ACAP.N0000,0.1028
2013-3,AGSTAR PLC,AGST.N0000,0.1659
2013-3,AGSTAR PLC,AGST.X0000,0.0001
2013-3,ASSOCIATED MOTOR FINANCE COMPANY PLC,AMF.N0000,0.1406
2013-3,ACL PLASTICS PLC,APLA.N0000,0.3388
2013-3,LANKA CERAMIC PLC,CERA.N0000,0.1453
2013-3,CENTRAL FINANCE COMPANY PLC,CFIN.N0000,0.6135
2013-3,C I C HOLDINGS PLC,CIC.N0000,0.4636
2013-3,C I C HOLDINGS PLC,CIC.X0000,0.9632
2013-3,CENTRAL INDUSTRIES PLC,CIND.N0000,0.3139
2013-3,C T LAND DEVELOPMENT PLC,CTLD.N0000,0.3497
2013-3,E B CREASY & COMPANY PLC,EBCR.N0000,0.0987
2013-3,GESTETNER OF CEYLON PLC,GEST.N0000,0.1824
2013-3,HNB ASSURANCE PLC,HASU.N0000,0.3988
2013-3,HUEJAY INTERNATIONAL INVESTMENTS PLC,HUEJ.N0000,0.0648
2013-3,KAHAWATTE  PLANTATIONS  PLC,KAHA.N0000,0.2047
2013-3,KELANI VALLEY PLANTATIONS PLC,KVAL.N0000,0.2882
2013-3,KALAMAZOO SYSTEMS PLC,KZOO.N0000,0.5379
2013-3,MULLER & PHIPPS (CEYLON) PLC,MULL.N0000,0.2225
2013-3,BRAC LANKA FINANCE PLC,NIFL.N0000,0.0935
2013-3,PAN ASIA BANKING CORPORATION PLC,PABC.N0000,0.5692
2013-3,PALM GARDEN HOTELS PLC,PALM.N0000,0.286
2013-3,SWISSTEK (CEYLON) PLC,PARQ.N0000,0.3283
2013-3,RENUKA AGRI FOODS PLC,RAL.N0000,0.4794
2013-3,RENUKA CITY HOTELS PLC.,RENU.N0000,0.277
2013-3,RADIANT GEMS INTERNATIONAL PLC,RGEM.N0000,0.7937
2013-3,S M B LEASING PLC,SEMB.N0000,0.6094
2013-3,S M B LEASING PLC,SEMB.X0000,1
2013-3,SHALIMAR (MALAY) PLC.,SHAL.N0000,0.0345
2013-3,SINGER INDUSTRIES (CEYLON) PLC,SINI.N0000,0.1641
2013-3,SIERRA CABLES PLC,SIRA.N0000,0.3764
2013-3,SUNSHINE HOLDINGS PLC,SUN.N0000,0.1096
2013-3,TOKYO CEMENT COMPANY (LANKA) PLC,TKYO.X0000,1
2013-3,TOKYO CEMENT COMPANY (LANKA) PLC,TKYO.N0000,0.255
2013-3,TEA SMALLHOLDER FACTORIES PLC,TSML.N0000,0.1508
2013-3,UNION CHEMICALS LANKA PLC,UCAR.N0000,0.2561
2013-3,WATAWALA  PLANTATIONS  PLC,WATA.N0000,0.2729
2013-3,ACME PRINTING & PACKAGING PLC,ACME.N0000,0.4628
2013-3,AGALAWATTE  PLANTATIONS  PLC,AGAL.N0000,0.2492
2013-3,ASIRI SURGICAL HOSPITAL PLC,AMSL.N0000,0.2631
2013-3,ARPICO FINANCE COMPANY PLC,ARPI.N0000,0.3983
2013-3,ASCOT HOLDINGS PLC,ASCO.N0000,0.2021
2013-3,ASIRI HOSPITAL HOLDINGS PLC,ASIR.N0000,0.2294
2013-3,INDUSTRIAL ASPHALTS (CEYLON) PLC,ASPH.N0000,0.34
2013-3,RIVERINA HOTELS PLC,BHR.N0000,0.2549
2013-3,BLUE DIAMONDS JEWELLERY WORLDWIDE PLC,BLUE.X0000,0.892
2013-3,BLUE DIAMONDS JEWELLERY WORLDWIDE PLC,BLUE.N0000,0.7205
2013-3,CARGO BOAT DEVELOPMENT COMPANY PLC,CABO.N0000,0.3532
2013-3,COLOMBO TRUST FINANCE PLC,CALF.N0000,0.3069
2013-3,CARSON CUMBERBATCH PLC,CARS.N0000,0.2376
2013-3,CHILAW FINANCE PLC,CFL.N0000,0.6145
2013-3,CHEMANEX PLC,CHMX.N0000,0.3606
2013-3,CITY HOUSING & REAL ESTATE COMPANY PLC,CHOU.N0000,0.4823
2013-3,CENTRAL INVESTMENTS AND FINANCE PLC,CIFL.N0000,0.7746
2013-3,COLOMBO INVESTMENT TRUST PLC,CIT.N0000,0.1218
2013-3,WASKADUWA BEACH RESORT PLC,CITW.N0000,0.1993
2013-3,COMMERCIAL LEASING & FINANCE PLC,CLC.N0000,0.0938
2013-3,AMAYA LEISURE PLC,CONN.N0000,0.1719
2013-3,CEYLON PRINTERS PLC,CPRT.N0000,0.4686
2013-3,NATION LANKA FINANCE PLC,CSF.N0000,0.5274
2013-3,NATION LANKA FINANCE PLC,CSF.W0021,0.5671
2013-3,C. W. MACKIE PLC,CWM.N0000,0.1117
2013-3,DFCC BANK PLC,DFCC.N0000,0.6326
2013-3,EDEN HOTEL LANKA PLC,EDEN.N0000,0.429
2013-3,BROWNS CAPITAL PLC,FLCH.N0000,0.4531
2013-3,SUMMIT FINANCE PLC,GSF.N0000,0.2402
2013-3,HARISCHANDRA MILLS PLC,HARI.N0000,0.142
2013-3,HAYCARB PLC,HAYC.N0000,0.3217
2013-3,HOTEL DEVELOPERS (LANKA) PLC,HDEV.N0000,0.084
2013-3,HORANA PLANTATIONS PLC,HOPL.N0000,0.486
2013-3,HOTEL SIGIRIYA PLC,HSIG.N0000,0.373
2013-3,SERENDIB ENGINEERING GROUP PLC,IDL.N0000,0.2376
2013-3,INDO-MALAY PLC,INDO.N0000,0.0959
2013-3,FINLAYS COLOMBO PLC,JFIN.N0000,0.0289
2013-3,JOHN KEELLS PLC,JKL.N0000,0.131
2013-3,KELSEY DEVELOPMENTS PLC,KDL.N0000,0.211
2013-3,KEELLS FOOD PRODUCTS PLC,KFP.N0000,0.0838
2013-3,KEGALLE  PLANTATIONS  PLC,KGAL.N0000,0.2458
2013-3,KURUWITA TEXTILE MILLS PLC,KURU.N0000,0.1974
2013-3,LANKEM CEYLON PLC,LCEY.N0000,0.1744
2013-3,LANKEM DEVELOPMENTS PLC,LDEV.N0000,0.318
2013-3,THE LANKA HOSPITALS CORPORATION PLC,LHCL.N0000,0.1673
2013-3,LAXAPANA BATTERIES PLC,LITE.N0000,0.4842
2013-3,CHEVRON LUBRICANTS  LANKA  PLC,LLUB.N0000,0.49
2013-3,LANKA ORIX LEASING COMPANY PLC,LOLC.N0000,0.155
2013-3,MALWATTE VALLEY PLANTATION PLC,MAL.N0000,0.3249
2013-3,MALWATTE VALLEY PLANTATION PLC,MAL.X0000,0.1667
2013-3,MARAWILA  RESORTS  PLC,MARA.N0000,0.4595
2013-3,MASKELIYA PLANTATIONS PLC,MASK.N0000,0.1659
2013-3, MULTI FINANCE  PLC,MFL.N0000,0.1442
2013-3,HAYLEYS FABRIC PLC,MGT.N0000,0.17
2013-3,PROPERTY DEVELOPMENT PLC,PDL.N0000,0.0591
2013-3,SWARNAMAHAL FINANCIAL SERVICES PLC,SFS.N0000,0.1
2013-3,STANDARD CAPITAL PLC,SING.N0000,0.2384
2013-3,PELWATTE SUGAR INDUSTRIES PLC,SUGA.N0000,0.2071
2013-3,TAPROBANE HOLDINGS PLC,TAP.N0000,0.2233
2013-3,KELANI TYRES PLC,TYRE.N0000,0.583
2013-3,YORK ARCADE HOLDINGS PLC,YORK.N0000,0.4572
2013-3,ASIAN ALLIANCE INSURANCE PLC,AAIC.N0000,0.0283
2013-3,ACCESS ENGINEERING PLC,AEL.N0000,0.3652
2013-3,ANILANA HOTELS AND PROPERTIES PLC,ALHP.N0000,0.441
2013-3,ALLIANCE FINANCE COMPANY PLC,ALLI.N0000,0.4875
2013-3,AMW CAPITAL LEASING AND FINANCE PLC,AMCL.N0000,0.1
2013-3,LANKA ASHOK LEYLAND PLC,ASHO.N0000,0.0275
2013-3,BROWNS INVESTMENTS PLC,BIL.N0000,0.2291
2013-3,CEYLON COLD STORES PLC,CCS.N0000,0.1859
2013-3,CITIZENS DEVELOPMENT BUSINESS FINANCE PLC,CDB.N0000,0.3694
2013-3,CITIZENS DEVELOPMENT BUSINESS FINANCE PLC,CDB.X0000,0.8644
2013-3,CEYLON AND FOREIGN TRADES PLC,CFT.N0000,0.261
2013-3,CEYLON HOTELS CORPORATION PLC,CHOT.N0000,0.1765
2013-3,CEYLON INVESTMENT PLC,CINV.N0000,0.3564
2013-3,SOFTLOGIC FINANCE PLC,CRL.N0000,0.2265
2013-3,C T HOLDINGS PLC,CTHR.N0000,0.3866
2013-3,DANKOTUWA PORCELAIN PLC,DPL.N0000,0.3333
2013-3,E - CHANNELLING PLC,ECL.N0000,0.418
2013-3,EQUITY ONE PLC,EQIT.N0000,0.0373
2013-3,EXPOLANKA HOLDINGS PLC,EXPO.N0000,0.2685
2013-3,GALADARI HOTELS (LANKA) PLC,GHLL.N0000,0.1257
2013-3,CEYLON GRAIN ELEVATORS PLC,GRAN.N0000,0.4446
2013-3,HAYLEYS PLC,HAYL.N0000,0.3995
2013-3,HUNTER & COMPANY PLC,HUNT.N0000,0.1966
2013-3,HVA FOODS PLC,HVA.N0000,0.3851
2013-3,KELANI CABLES PLC,KCAB.N0000,0.202
2013-3,THE KANDY HOTELS COMPANY (1938) PLC,KHC.N0000,0.0905
2013-3,KOTAGALA PLANTATIONS PLC,KOTA.N0000,0.3119
2013-3,KOTMALE HOLDINGS PLC,LAMB.N0000,0.0938
2013-3,LION BREWERY (CEYLON) PLC,LION.N0000,0.1515
2013-3,LANKA MILK FOODS (CWE) PLC,LMF.N0000,0.3435
2013-3,LAKE HOUSE PRINTERS & PUBLISHERS PLC,LPRT.N0000,0.3267
2013-3,MERCHANT BANK OF SRI LANKA & FINANCE PLC,MBSL.N0000,0.2241
2013-3,METROPOLITAN  RESOURCE  HOLDINGS  PLC,MPRH.N0000,0.3481
2013-3,NAMUNUKULA PLANTATIONS PLC,NAMU.N0000,0.1926
2013-3,THE NUWARA ELIYA HOTELS COMPANY PLC,NEH.N0000,0.1084
2013-3,ODEL PLC,ODEL.N0000,0.0798
2013-3,ORIENT FINANCE PLC,ORIN.N0000,0.1501
2013-3,PANASIAN POWER PLC,PAP.N0000,0.7023
2013-3,PC HOUSE PLC,PCH.N0000,0.3915
2013-3,PC PHARMA PLC,PCP.N0000,0.1375
2013-3,COLOMBO CITY HOLDINGS PLC,PHAR.N0000,0.336
2013-3,ROYAL CERAMICS LANKA PLC,RCL.N0000,0.4212
2013-3,REGNIS (LANKA) PLC,REG.N0000,0.4093
2013-3,THE FORTRESS RESORTS PLC,RHTL.N0000,0.2782
2013-3,ROYAL PALMS BEACH HOTELS PLC,RPBH.N0000,0.1321
