Public Holding 2013 Q1 (DATA as per latest CSE records),,,
QUARTER,COMPANY NAME,SECURITY ID,PUBLIC FLOAT
2013-1,ASIA CAPITAL PLC,ACAP.N0000,0.1055
2013-1,AGSTAR PLC,AGST.X0000,0.01
2013-1,AGSTAR PLC,AGST.N0000,0.166
2013-1,ASSOCIATED MOTOR FINANCE COMPANY PLC,AMF.N0000,0.1406
2013-1,ACL PLASTICS PLC,APLA.N0000,0.3387
2013-1,LANKA CERAMIC PLC,CERA.N0000,0.1147
2013-1,CENTRAL FINANCE COMPANY PLC,CFIN.N0000,0.6136
2013-1,C I C HOLDINGS PLC,CIC.X0000,0.8518
2013-1,C I C HOLDINGS PLC,CIC.N0000,0.4637
2013-1,CENTRAL INDUSTRIES PLC,CIND.N0000,0.3139
2013-1,C T LAND DEVELOPMENT PLC,CTLD.N0000,0.3507
2013-1,E B CREASY & COMPANY PLC,EBCR.N0000,0.0987
2013-1,GESTETNER OF CEYLON PLC,GEST.N0000,0.1824
2013-1,HNB ASSURANCE PLC,HASU.N0000,0.3986
2013-1,HUEJAY INTERNATIONAL INVESTMENTS PLC,HUEJ.N0000,0.0648
2013-1,KAHAWATTE  PLANTATIONS  PLC,KAHA.N0000,0.2047
2013-1,KELANI VALLEY PLANTATIONS PLC,KVAL.N0000,0.2881
2013-1,KALAMAZOO SYSTEMS PLC,KZOO.N0000,0.5137
2013-1,MULLER & PHIPPS (CEYLON) PLC,MULL.N0000,0.2186
2013-1,BRAC LANKA FINANCE PLC,NIFL.N0000,0.3456
2013-1,PAN ASIA BANKING CORPORATION PLC,PABC.N0000,0.5699
2013-1,PALM GARDEN HOTELS PLC,PALM.N0000,0.2599
2013-1,SWISSTEK (CEYLON) PLC,PARQ.N0000,0.3181
2013-1,RENUKA AGRI FOODS PLC,RAL.N0000,0.4905
2013-1,RENUKA CITY HOTELS PLC.,RENU.N0000,0.277
2013-1,RADIANT GEMS INTERNATIONAL PLC,RGEM.N0000,0.7937
2013-1,S M B LEASING PLC,SEMB.X0000,0.9999
2013-1,S M B LEASING PLC,SEMB.N0000,0.6094
2013-1,SHALIMAR (MALAY) PLC.,SHAL.N0000,0.0345
2013-1,SINGER INDUSTRIES (CEYLON) PLC,SINI.N0000,0.1641
2013-1,SIERRA CABLES PLC,SIRA.N0000,0.3764
