Public Holding 2013 Q4 (DATA as per latest CSE records),,,
QUARTER,COMPANY NAME,SECURITY ID,PUBLIC FLOAT
2013-4,ASIA CAPITAL PLC,ACAP.N0000,0.1404
2013-4,AGSTAR PLC,AGST.X0000,0.0001
2013-4,AGSTAR PLC,AGST.N0000,0.1659
2013-4,ASSOCIATED MOTOR FINANCE COMPANY PLC,AMF.N0000,0.1406
2013-4,ACL PLASTICS PLC,APLA.N0000,0.3387
2013-4,LANKA CERAMIC PLC,CERA.N0000,0.1016
2013-4,CENTRAL FINANCE COMPANY PLC,CFIN.N0000,0.6135
2013-4,C I C HOLDINGS PLC,CIC.N0000,0.4637
2013-4,C I C HOLDINGS PLC,CIC.X0000,0.8518
2013-4,CENTRAL INDUSTRIES PLC,CIND.N0000,0.3067
2013-4,C T LAND DEVELOPMENT PLC,CTLD.N0000,0.3499
2013-4,E B CREASY & COMPANY PLC,EBCR.N0000,0.0984
2013-4,GESTETNER OF CEYLON PLC,GEST.N0000,0.1824
2013-4,HNB ASSURANCE PLC,HASU.N0000,0.3987
2013-4,HUEJAY INTERNATIONAL INVESTMENTS PLC,HUEJ.N0000,0.0648
2013-4,KAHAWATTE  PLANTATIONS  PLC,KAHA.N0000,0.2047
2013-4,KELANI VALLEY PLANTATIONS PLC,KVAL.N0000,0.2882
2013-4,KALAMAZOO SYSTEMS PLC,KZOO.N0000,0.5379
2013-4,MULLER & PHIPPS (CEYLON) PLC,MULL.N0000,0.2225
2013-4,BRAC LANKA FINANCE PLC,NIFL.N0000,0.0235
2013-4,PAN ASIA BANKING CORPORATION PLC,PABC.N0000,0.5692
2013-4,PALM GARDEN HOTELS PLC,PALM.N0000,0.286
2013-4,SWISSTEK (CEYLON) PLC,PARQ.N0000,0.3283
2013-4,RENUKA AGRI FOODS PLC,RAL.N0000,0.4794
2013-4,RENUKA CITY HOTELS PLC.,RENU.N0000,0.277
2013-4,RADIANT GEMS INTERNATIONAL PLC,RGEM.N0000,0.7937
2013-4,S M B LEASING PLC,SEMB.N0000,0.6094
2013-4,S M B LEASING PLC,SEMB.X0000,1
2013-4,SHALIMAR (MALAY) PLC.,SHAL.N0000,0.0345
2013-4,SINGER INDUSTRIES (CEYLON) PLC,SINI.N0000,0.1641
2013-4,SIERRA CABLES PLC,SIRA.N0000,0.3764
2013-4,SUNSHINE HOLDINGS PLC,SUN.N0000,0.1096
2013-4,TOKYO CEMENT COMPANY (LANKA) PLC,TKYO.N0000,0.255
2013-4,TOKYO CEMENT COMPANY (LANKA) PLC,TKYO.X0000,1
2013-4,TEA SMALLHOLDER FACTORIES PLC,TSML.N0000,0.1508
2013-4,UNION CHEMICALS LANKA PLC,UCAR.N0000,0.255
2013-4,WATAWALA  PLANTATIONS  PLC,WATA.N0000,0.2435
2013-4,ACME PRINTING & PACKAGING PLC,ACME.N0000,0.4628
2013-4,AGALAWATTE  PLANTATIONS  PLC,AGAL.N0000,0.2492
2013-4,ASIRI SURGICAL HOSPITAL PLC,AMSL.N0000,0.2631
2013-4,ARPICO FINANCE COMPANY PLC,ARPI.N0000,0.3983
2013-4,ASCOT HOLDINGS PLC,ASCO.N0000,0.2009
2013-4,ASIRI HOSPITAL HOLDINGS PLC,ASIR.N0000,0.2293
2013-4,INDUSTRIAL ASPHALTS (CEYLON) PLC,ASPH.N0000,0.34
2013-4,RIVERINA HOTELS PLC,BHR.N0000,0.2549
