Public Holding 2018 Q1 (DATA as per latest CSE records),,,
QUARTER,COMPANY_NAME,SECURITY,PUBLIC_FLOAT
2018-1,C T LAND DEVELOPMENT PLC,CTLD.N0000,16.05%
2018-1,C. W. MACKIE PLC,CWM.N0000,14.67%
2018-1,CARGILLS (CEYLON) PLC,CARG.N0000,20.26%
2018-1,CARGO BOAT DEVELOPMENT COMPANY PLC,CABO.N0000,33.42%
2018-1,CARSON CUMBERBATCH PLC,CARS.N0000,14.41%
2018-1,CENTRAL FINANCE COMPANY PLC,CFIN.N0000,59.92%
2018-1,CENTRAL INDUSTRIES PLC,CIND.N0000,46.72%
2018-1,CENTRAL INVESTMENTS AND FINANCE PLC,CIFL.N0000,77.46%
2018-1,CEYLINCO INSURANCE PLC,CINS.N0000,75.32%
2018-1,CEYLINCO INSURANCE PLC,CINS.X0000,43.28%
2018-1,CEYLON AND FOREIGN TRADES PLC,CFT.N0000,16.49%
2018-1,CEYLON BEVERAGE HOLDINGS PLC,BREW.N0000,16.61%
2018-1,CEYLON COLD STORES PLC,CCS.N0000,18.6%
2018-1,CEYLON GRAIN ELEVATORS PLC,GRAN.N0000,54.54%
2018-1,CEYLON GUARDIAN INVESTMENT TRUST PLC,GUAR.N0000,32.7%
2018-1,CEYLON HOSPITALS PLC,CHL.N0000,22.48%
2018-1,CEYLON HOSPITALS PLC,CHL.X0000,95.22%
2018-1,CEYLON HOTELS CORPORATION PLC,CHOT.N0000,28.62%
2018-1,CEYLON INVESTMENT PLC,CINV.N0000,35.63%
2018-1,CEYLON LEATHER PRODUCTS PLC,CLPL.W0013,26.35%
2018-1,CEYLON LEATHER PRODUCTS PLC,CLPL.N0000,4.47%
2018-1,CEYLON LEATHER PRODUCTS PLC,CLPL.W0014,26.35%
2018-1,CEYLON PRINTERS PLC,CPRT.N0000,34.59%
2018-1,CEYLON TEA BROKERS PLC,CTBL.N0000,14.94%
2018-1,CEYLON TOBACCO COMPANY PLC,CTC.N0000,15.87%
2018-1,CHEMANEX PLC,CHMX.N0000,36.23%
2018-1,CHEVRON LUBRICANTS  LANKA  PLC,LLUB.N0000,49%
2018-1,CHILAW FINANCE PLC,CFL.N0000,9.99%
2018-1,CITIZENS DEVELOPMENT BUSINESS FINANCE PLC,CDB.N0000,86.78%
2018-1,CITIZENS DEVELOPMENT BUSINESS FINANCE PLC,CDB.X0000,86.78%
2018-1,CITRUS LEISURE PLC,REEF.N0000,58.77%
2018-1,CITRUS LEISURE PLC,REEF.W0019,62.23%
2018-1,CITRUS LEISURE PLC,REEF.W0018,62.23%
2018-1,CITY HOUSING & REAL ESTATE COMPANY PLC,CHOU.N0000,47.81%
2018-1,COLOMBO CITY HOLDINGS PLC,PHAR.N0000,33.6%
2018-1,COLOMBO DOCKYARD PLC,DOCK.N0000,48.94%
2018-1,COLOMBO FORT INVESTMENTS PLC,CFI.N0000,20.74%
2018-1,COLOMBO INVESTMENT TRUST PLC,CIT.N0000,11.36%
2018-1,COLOMBO LAND AND DEVELOPMENT COMPANY PLC,CLND.N0000,28.92%
2018-1,COLOMBO TRUST FINANCE PLC,CALF.N0000,19.66%
2018-1,COMMERCIAL BANK OF CEYLON PLC,COMB.N0000,99.72%
2018-1,COMMERCIAL BANK OF CEYLON PLC,COMB.X0000,99.79%
2018-1,COMMERCIAL CREDIT AND FINANCE PLC,COCR.N0000,12.36%
2018-1,COMMERCIAL DEVELOPMENT COMPANY PLC,COMD.N0000,7.03%
2018-1,COMMERCIAL LEASING & FINANCE PLC,CLC.N0000,1.08%
2018-1,CONVENIENCE FOODS LANKA PLC,SOY.N0000,28.62%
2018-1,DANKOTUWA PORCELAIN PLC,DPL.N0000,21.75%
2018-1,DFCC BANK PLC,DFCC.N0000,63.4%
2018-1,DIALOG AXIATA PLC,DIAL.N0000,16.68%
2018-1,DIESEL & MOTOR ENGINEERING PLC,DIMO.N0000,53.29%
2018-1,DILMAH CEYLON TEA COMPANY PLC,CTEA.N0000,12.81%
2018-1,DIPPED PRODUCTS PLC,DIPD.N0000,41.82%
2018-1,DISTILLERIES COMPANY OF SRI LANKA PLC,DIST.N0000,42.34%
2018-1,DOLPHIN HOTELS PLC,STAF.N0000,26.14%
2018-1,DUNAMIS CAPITAL PLC,CSEC.N0000,42.37%
2018-1,E - CHANNELLING PLC,ECL.N0000,12.41%
2018-1,E B CREASY & COMPANY PLC,EBCR.N0000,25.87%
2018-1,EAST WEST PROPERTIES PLC,EAST.N0000,14.97%
2018-1,EASTERN MERCHANTS PLC,EMER.N0000,27.33%
2018-1,EDEN HOTEL LANKA PLC,EDEN.N0000,11.18%
2018-1,ELPITIYA PLANTATIONS PLC,ELPL.N0000,16.93%
2018-1,ENTRUST SECURITIES PLC,ESL.N0000,10.96%
2018-1,EQUITY ONE PLC,EQIT.N0000,3.72%
2018-1,EQUITY TWO PLC,ETWO.N0000,11.17%
2018-1,EXPOLANKA HOLDINGS PLC,EXPO.N0000,25%
2018-1,FINLAYS COLOMBO PLC,JFIN.N0000,2.94%
2018-1,FIRST CAPITAL HOLDINGS PLC,CFVF.N0000,21.86%
2018-1,GALADARI HOTELS (LANKA) PLC,GHLL.N0000,12.47%
2018-1,GESTETNER OF CEYLON PLC,GEST.N0000,15.57%
2018-1,GOOD HOPE PLC,GOOD.N0000,9.09%
2018-1,GUARDIAN CAPITAL PARTNERS PLC,WAPO.N0000,13.61%
2018-1,HAPUGASTENNE PLANTATIONS PLC,HAPU.N0000,10%
2018-1,HARISCHANDRA MILLS PLC,HARI.N0000,42.78%
2018-1,HATTON NATIONAL BANK PLC,HNB.N0000,61%
2018-1,HATTON NATIONAL BANK PLC,HNB.X0000,99%
2018-1,HAYCARB PLC,HAYC.N0000,32.2%
2018-1,HAYLEYS FABRIC PLC,MGT.N0000,36.92%
2018-1,HAYLEYS FIBRE PLC,HEXP.N0000,34.81%
2018-1,HAYLEYS PLC,HAYL.N0000,37.62%
2018-1,HEMAS HOLDINGS PLC,HHL.N0000,35.61%
2018-1,HIKKADUWA BEACH RESORT PLC,CITH.N0000,11.15%
2018-1,HNB ASSURANCE PLC,HASU.N0000,99.71%
2018-1,HORANA PLANTATIONS PLC,HOPL.N0000,49%
2018-1,HOTEL DEVELOPERS (LANKA) PLC,HDEV.N0000,8.4%
2018-1,HOTEL SIGIRIYA PLC,HSIG.N0000,36.55%
2018-1,HOUSING DEVELOPMENT FINANCE CORPORATION BANK OF SL,HDFC.N0000,35.66%
2018-1,HUEJAY INTERNATIONAL INVESTMENTS PLC,HUEJ.N0000,5.38%
2018-1,HUNAS FALLS HOTELS PLC,HUNA.N0000,31.06%
2018-1,HUNTER & COMPANY PLC,HUNT.N0000,29.68%
2018-1,HVA FOODS PLC,HVA.N0000,38.78%
2018-1,INDO-MALAY PLC,INDO.N0000,13.06%
2018-1,INDUSTRIAL ASPHALTS (CEYLON) PLC,ASPH.N0000,33.17%
2018-1,"J.L.MORISON, SON & JONES (CEYLON) PLC",MORI.N0000,9.26%
2018-1,"J.L.MORISON, SON & JONES (CEYLON) PLC",MORI.X0000,15.12%
2018-1,JANASHAKTHI INSURANCE PLC,JINS.N0000,23.39%
2018-1,JOHN KEELLS HOLDINGS PLC,JKH.N0000,97.53%
2018-1,JOHN KEELLS HOTELS PLC,KHL.N0000,19.64%
2018-1,JOHN KEELLS PLC,JKL.N0000,13.1%
2018-1,KAHAWATTE  PLANTATIONS  PLC,KAHA.N0000,20.48%
2018-1,KALPITIYA BEACH RESORT PLC,CITK.N0000,27.82%
2018-1,KEELLS FOOD PRODUCTS PLC,KFP.N0000,10%
2018-1,KEGALLE  PLANTATIONS  PLC,KGAL.N0000,20.85%
2018-1,KELANI CABLES PLC,KCAB.N0000,20.2%
2018-1,KELANI TYRES PLC,TYRE.N0000,56.31%
2018-1,KELANI VALLEY PLANTATIONS PLC,KVAL.N0000,27.57%
2018-1,KELSEY DEVELOPMENTS PLC,KDL.N0000,20.1%
2018-1,KOTAGALA PLANTATIONS PLC,KOTA.N0000,30.33%
2018-1,KOTMALE HOLDINGS PLC,LAMB.N0000,.49%
2018-1,KURUWITA TEXTILE MILLS PLC,KURU.N0000,19.74%
2018-1,LAKE HOUSE PRINTERS & PUBLISHERS PLC,LPRT.N0000,29.41%
2018-1,LANKA ALUMINIUM INDUSTRIES PLC,LALU.N0000,49.85%
2018-1,LANKA ASHOK LEYLAND PLC,ASHO.N0000,30.38%
2018-1,LANKA CEMENT PLC,LCEM.N0000,25%
2018-1,LANKA CENTURY INVESTMENTS PLC,GREG.N0000,16.12%
2018-1,LANKA CENTURY INVESTMENTS PLC,GREG.W0006,69.43%
2018-1,LANKA CENTURY INVESTMENTS PLC,GREG.W0003,8.04%
2018-1,LANKA CENTURY INVESTMENTS PLC,GREG.W0001,4.97%
2018-1,LANKA CERAMIC PLC,CERA.N0000,25.6%
2018-1,LANKA IOC PLC,LIOC.N0000,24.88%
2018-1,LANKA MILK FOODS (CWE) PLC,LMF.N0000,34.34%
2018-1,LANKA ORIX LEASING COMPANY PLC,LOLC.N0000,16.09%
2018-1,LANKA TILES PLC,TILE.N0000,29.16%
2018-1,LANKA VENTURES PLC,LVEN.N0000,20.34%
2018-1,LANKA WALLTILE PLC,LWL.N0000,29.29%
2018-1,LANKEM CEYLON PLC,LCEY.N0000,17.2%
2018-1,LANKEM DEVELOPMENTS PLC,LDEV.N0000,35.29%
2018-1,LAUGFS GAS PLC,LGL.N0000,25.22%
2018-1,LAUGFS GAS PLC,LGL.X0000,65.3%
2018-1,LAXAPANA BATTERIES PLC,LITE.N0000,35.05%
2018-1,LB FINANCE PLC,LFIN.N0000,21.89%
2018-1,LEE HEDGES PLC,SHAW.N0000,49%
2018-1,LION BREWERY (CEYLON) PLC,LION.N0000,13.92%
2018-1,LOLC FINANCE PLC,LOFC.N0000,9.88%
2018-1,LOTUS HYDRO POWER PLC,HPFL.N0000,11.26%
2018-1,LUCKY LANKA MILK PROCESSING COMPANY PLC,LLMP.X0000,100%
2018-1,LUCKY LANKA MILK PROCESSING COMPANY PLC,LLMP.N0000,24.05%
2018-1,MACKWOODS ENERGY PLC,MEL.N0000,24.01%
2018-1,MADULSIMA  PLANTATIONS  PLC,MADU.N0000,6.51%
2018-1,MAHAWELI REACH HOTELS PLC,MRH.N0000,19.91%
2018-1,MALWATTE VALLEY PLANTATION PLC,MAL.X0000,18.87%
2018-1,MALWATTE VALLEY PLANTATION PLC,MAL.N0000,33.02%
2018-1,MARAWILA  RESORTS  PLC,MARA.N0000,35.43%
2018-1,MASKELIYA PLANTATIONS PLC,MASK.N0000,16.6%
2018-1,MELSTACORP PLC,MELS.N0000,42.88%
2018-1,MERCANTILE INVESTMENTS AND FINANCE PLC,MERC.N0000,10.54%
2018-1,MERCANTILE SHIPPING COMPANY PLC,MSL.N0000,37.98%
2018-1,MERCHANT BANK OF SRI LANKA & FINANCE PLC,MBSL.N0000,25.51%
2018-1,METROPOLITAN  RESOURCE  HOLDINGS  PLC,MPRH.N0000,21.02%
2018-1,MILLENNIUM HOUSING DEVELOPERS PLC,MHDL.N0000,15.2%
2018-1,MIRAMAR BEACH HOTELS PLC,MIRA.N0000,29.73%
2018-1,MTD WALKERS PLC,KAPI.N0000,9.1%
2018-1,MULLER & PHIPPS (CEYLON) PLC,MULL.N0000,48.58%
2018-1, MULTI FINANCE  PLC,MFL.N0000,35.22%
2018-1,N D B CAPITAL HOLDINGS PLC,CDIC.N0000,.38%
2018-1,NAMAL ACUITY VALUE FUND,NAVF.U0000,11.6%
2018-1,NAMUNUKULA PLANTATIONS PLC,NAMU.N0000,35.09%
2018-1,NATION LANKA FINANCE PLC,CSF.W0021,56.71%
2018-1,NATION LANKA FINANCE PLC,CSF.N0000,23.92%
2018-1,NATIONAL DEVELOPMENT BANK PLC,NDB.N0000,89.64%
2018-1,NATIONS TRUST BANK PLC,NTB.N0000,34.81%
2018-1,NAWALOKA HOSPITALS PLC,NHL.N0000,34.21%
2018-1,NESTLE LANKA PLC,NEST.N0000,9.18%
2018-1,ODEL PLC,ODEL.N0000,2.43%
2018-1,OFFICE EQUIPMENT PLC,OFEQ.N0000,33.26%
2018-1,ON'ALLY HOLDINGS PLC,ONAL.N0000,45.59%
2018-1,ORIENT FINANCE PLC,BFN.N0000,10.18%
2018-1,ORIENT FINANCE PLC,ORIN.N0000,10%
2018-1,ORIENT GARMENTS PLC,OGL.N0000,15.18%
2018-1,OVERSEAS REALTY (CEYLON) PLC,OSEA.N0000,37.33%
2018-1,PALM GARDEN HOTELS PLC,PALM.N0000,10.62%
2018-1,PAN ASIA BANKING CORPORATION PLC,PABC.N0000,54.93%
2018-1,PANASIAN POWER PLC,PAP.N0000,40.74%
2018-1,PARAGON CEYLON PLC,PARA.N0000,66.73%
2018-1,PC HOUSE PLC,PCH.N0000,93.54%
2018-1,PC PHARMA PLC,PCP.N0000,98.22%
2018-1,PEGASUS HOTELS OF CEYLON PLC,PEG.N0000,10.01%
2018-1,PELWATTE SUGAR INDUSTRIES PLC,SUGA.N0000,20.71%
2018-1,PEOPLE`S MERCHANT FINANCE  PLC,PMB.N0000,11.3%
2018-1,PEOPLE'S FINANCE PLC,SMLL.N0000,9.44%
2018-1,PEOPLE'S INSURANCE PLC,PINS.N0000,25%
2018-1,PEOPLE'S LEASING & FINANCE PLC,PLC.N0000,24.94%
2018-1,PIRAMAL GLASS CEYLON PLC,GLAS.N0000,43.54%
2018-1,PRIME FINANCE PLC,GSF.N0000,6.92%
2018-1,PRINTCARE PLC,CARE.N0000,42.75%
2018-1,PROPERTY DEVELOPMENT PLC,PDL.N0000,4.45%
2018-1,R I L PROPERTY PLC,RIL.N0000,20%
2018-1,RADIANT GEMS INTERNATIONAL PLC,RGEM.N0000,95.43%
2018-1,RAIGAM WAYAMBA SALTERNS PLC,RWSL.N0000,28.08%
2018-1,RAMBODA FALLS PLC,RFL.N0000,28.49%
2018-1,REGNIS (LANKA) PLC,REG.N0000,41.16%
2018-1,RENUKA AGRI FOODS PLC,RAL.N0000,28.02%
2018-1,RENUKA CAPITAL PLC,KZOO.N0000,11.03%
2018-1,RENUKA CITY HOTELS PLC.,RENU.N0000,27.92%
2018-1,RENUKA FOODS PLC,COCO.N0000,28.18%
2018-1,RENUKA FOODS PLC,COCO.X0000,68.98%
2018-1,RENUKA HOLDINGS PLC,RHL.N0000,33.56%
2018-1,RENUKA HOLDINGS PLC,RHL.X0000,94.14%
2018-1,RESUS ENERGY PLC,HPWR.N0000,35.68%
2018-1,RICHARD PIERIS AND COMPANY PLC,RICH.N0000,42.15%
2018-1,RICHARD PIERIS EXPORTS PLC,REXP.N0000,16.1%
2018-1,RIVERINA HOTELS PLC,BHR.N0000,25.49%
2018-1,ROYAL CERAMICS LANKA PLC,RCL.N0000,42.5%
2018-1,ROYAL PALMS BEACH HOTELS PLC,RPBH.N0000,13%
2018-1,S M B LEASING PLC,SEMB.N0000,83.65%
2018-1,S M B LEASING PLC,SEMB.X0000,100%
2018-1,SAMPATH BANK PLC,SAMP.N0000,88.35%
2018-1,SAMSON INTERNATIONAL PLC,SIL.N0000,42.41%
2018-1,SANASA DEVELOPMENT BANK PLC,SDB.N0000,99.87%
2018-1,SATHOSA MOTORS PLC,SMOT.N0000,15.46%
2018-1,SELINSING PLC,SELI.N0000,4.32%
2018-1,SENKADAGALA FINANCE COMPANY PLC,SFCL.N0000,21.6%
2018-1,SERENDIB ENGINEERING GROUP PLC,IDL.N0000,23.73%
2018-1,SERENDIB HOTELS PLC,SHOT.N0000,18.05%
2018-1,SERENDIB HOTELS PLC,SHOT.X0000,26.64%
2018-1,SERENDIB LAND PLC,SLND.N0000,14.72%
2018-1,SEYLAN BANK PLC,SEYB.N0000,54.29%
2018-1,SEYLAN BANK PLC,SEYB.X0000,55.96%
2018-1,SEYLAN DEVELOPMENTS PLC,CSD.N0000,29.46%
2018-1,SHALIMAR (MALAY) PLC.,SHAL.N0000,.75%
2018-1,SIERRA CABLES PLC,SIRA.N0000,37.44%
2018-1,SIGIRIYA VILLAGE HOTELS PLC,SIGV.N0000,32.57%
2018-1,SINGER (SRI LANKA) PLC,SINS.N0000,43.93%
2018-1,SINGER FINANCE LANKA PLC,SFIN.N0000,19.5%
2018-1,SINGER INDUSTRIES (CEYLON) PLC,SINI.N0000,12.27%
2018-1,SINGHE HOSPITALS PLC,SINH.N0000,25.23%
2018-1,SINHAPUTHRA FINANCE PLC,SFL.N0000,99.73%
2018-1,SOFTLOGIC CAPITAL PLC,SCAP.N0000,24.86%
2018-1,SOFTLOGIC FINANCE PLC,CRL.N0000,29.69%
2018-1,SOFTLOGIC HOLDINGS PLC,SHL.N0000,27.74%
2018-1,SOFTLOGIC LIFE INSURANCE PLC,AAIC.N0000,2.77%
2018-1,SRI LANKA TELECOM PLC,SLTL.N0000,5.52%
2018-1,STANDARD CAPITAL PLC,SING.N0000,39.36%
2018-1,SUNSHINE HOLDINGS PLC,SUN.N0000,48.07%
2018-1,SWADESHI INDUSTRIAL WORKS  PLC,SWAD.N0000,45.65%
2018-1,SWARNAMAHAL FINANCIAL SERVICES PLC,SFS.N0000,10%
2018-1,SWISSTEK (CEYLON) PLC,PARQ.N0000,29.9%
2018-1,TAL LANKA HOTELS PLC,TAJ.N0000,17.24%
2018-1,TALAWAKELLE TEA ESTATES PLC,TPL.N0000,20.27%
2018-1,TANGERINE BEACH HOTELS PLC,TANG.N0000,36.3%
2018-1,TAPROBANE HOLDINGS PLC,TAP.N0000,.8%
2018-1,TEA SMALLHOLDER FACTORIES PLC,TSML.N0000,33.05%
2018-1,TEEJAY LANKA PLC,TJL.N0000,38.54%
2018-1,TESS AGRO PLC,TESS.N0000,71.3%
2018-1,TESS AGRO PLC,TESS.X0000,85.17%
2018-1,THE  LIGHTHOUSE  HOTEL  PLC,LHL.N0000,31.44%
2018-1,THE AUTODROME PLC,AUTO.N0000,22.71%
2018-1,THE COLOMBO FORT LAND AND BUILDING PLC,CFLB.N0000,32%
2018-1,THE FINANCE COMPANY PLC,TFC.N0000,61.7%
2018-1,THE FINANCE COMPANY PLC,TFC.X0000,100%
2018-1,THE FORTRESS RESORTS PLC,RHTL.N0000,18.17%
2018-1,THE KANDY HOTELS COMPANY (1938) PLC,KHC.N0000,28.03%
2018-1,THE KINGSBURY PLC,SERV.N0000,38.68%
2018-1,THE LANKA HOSPITALS CORPORATION PLC,LHCL.N0000,16.73%
2018-1,THE NUWARA ELIYA HOTELS COMPANY PLC,NEH.N0000,10.83%
2018-1,THREE ACRE FARMS PLC,TAFL.N0000,27.78%
2018-1,TOKYO CEMENT COMPANY (LANKA) PLC,TKYO.N0000,39.2%
2018-1,TOKYO CEMENT COMPANY (LANKA) PLC,TKYO.X0000,100%
2018-1,TOUCHWOOD INVESTMENTS PLC,TWOD.N0000,90.65%
2018-1,TRADE FINANCE AND INVESTMENTS PLC,TFIL.N0000,.35%
2018-1,TRANS ASIA HOTELS PLC,TRAN.N0000,7.65%
2018-1,UDAPUSSELLAWA  PLANTATIONS PLC,UDPL.N0000,10%
2018-1,UNION ASSURANCE PLC,UAL.N0000,6.19%
2018-1,UNION BANK OF COLOMBO PLC,UBC.N0000,21.85%
2018-1,UNION CHEMICALS LANKA PLC,UCAR.N0000,25.61%
2018-1,UNITED MOTORS LANKA PLC,UML.N0000,26.83%
2018-1,VALLIBEL FINANCE PLC,VFIN.N0000,21.54%
2018-1,VALLIBEL ONE PLC,VONE.N0000,19.25%
2018-1,VALLIBEL POWER ERATHNA PLC,VPEL.N0000,40.41%
2018-1,VIDULLANKA PLC,VLL.N0000,18.14%
2018-1,WASKADUWA BEACH RESORT PLC,CITW.N0000,12.96%
2018-1,WATAWALA  PLANTATIONS  PLC,WATA.N0000,24.35%
2018-1,YORK ARCADE HOLDINGS PLC,YORK.N0000,45.51%
