Public Holding 2015 Q4 (DATA as per latest CSE records),,,
QUARTER,COMPANY NAME,SECURITY ID,PUBLIC FLOAT
2015-4,ABANS ELECTRICALS PLC,ABAN.N0000,0.3769
2015-4,AMANA BANK PLC,ABL.N0000,0.3148
2015-4,ABANS FINANCE PLC,AFSL.N0000,0.1034
2015-4,ALUMEX PLC,ALUM.N0000,0.1474
2015-4,ASIRI CENTRAL HOSPITALS PLC,ASHA.N0000,0.0068
2015-4,AMANA TAKAFUL PLC,ATL.N0000,0.2469
2015-4,BALANGODA  PLANTATIONS  PLC,BALA.N0000,0.4139
2015-4,BROWNS BEACH HOTELS PLC,BBH.N0000,0.092
2015-4,BIMPUTH FINANCE PLC,BLI.N0000,0.1052
2015-4,BOGALA GRAPHITE LANKA PLC,BOGA.N0000,0.096
2015-4,CEYLON BEVERAGE HOLDINGS PLC,BREW.N0000,0.1661
2015-4,BROWN & COMPANY PLC,BRWN.N0000,0.4088
2015-4,BUKIT DARAH PLC,BUKI.N0000,0.2304
2015-4,COLOMBO LAND AND DEVELOPMENT COMPANY PLC,CLND.N0000,0.2779
2015-4,SEYLAN DEVELOPMENTS PLC,CSD.N0000,0.2992
2015-4,DUNAMIS CAPITAL PLC,CSEC.N0000,0.2887
2015-4,CEYLON TEA BROKERS PLC,CTBL.N0000,0.1487
2015-4,CEYLON TOBACCO COMPANY PLC,CTC.N0000,0.1587
2015-4,DIPPED PRODUCTS PLC,DIPD.N0000,0.4185
2015-4,PIRAMAL GLASS CEYLON PLC,GLAS.N0000,0.4354
2015-4,HEMAS HOLDINGS PLC,HHL.N0000,0.3542
2015-4,HUNAS FALLS HOTELS PLC,HUNA.N0000,0.161
2015-4,JANASHAKTHI INSURANCE PLC,JINS.N0000,0.2872
2015-4,MTD WALKERS PLC,KAPI.N0000,0.0922
2015-4,LANKA ALUMINIUM INDUSTRIES PLC,LALU.N0000,0.4985
2015-4,LB FINANCE PLC,LFIN.N0000,0.2274
2015-4,LOLC FINANCE PLC,LOFC.N0000,0.1
2015-4,MADULSIMA  PLANTATIONS  PLC,MADU.N0000,0.0652
2015-4,MILLENNIUM HOUSING DEVELOPERS PLC,MHDL.N0000,0.1698
2015-4,MIRAMAR BEACH HOTELS PLC,MIRA.N0000,0.2973
2015-4,MERCANTILE SHIPPING COMPANY PLC,MSL.N0000,0.211
2015-4,NATIONAL DEVELOPMENT BANK PLC,NDB.N0000,0.9029
2015-4,NAWALOKA HOSPITALS PLC,NHL.N0000,0.1247
2015-4,ON'ALLY HOLDINGS PLC,ONAL.N0000,0.1865
2015-4,OVERSEAS REALTY (CEYLON) PLC,OSEA.N0000,0.1747
2015-4,ADAM CAPITAL PLC,PCHH.N0000,0.4289
2015-4,PEOPLE`S MERCHANT FINANCE  PLC,PMB.N0000,0.3099
2015-4,RAMBODA FALLS PLC,RFL.N0000,0.2837
2015-4,SELINSING PLC,SELI.N0000,0.0378
