Public Holding 2016 Q2 (DATA as per latest CSE records),,,
QUARTER,COMPANY NAME,SECURITY ID,PUBLIC FLOAT
2016 - 2, MULTI FINANCE  PLC,MFL.N0000,0.1432
2016 - 2,A I A INSURANCE LANKA PLC,CTCE.N0000,0.0284
2016 - 2,ABANS ELECTRICALS PLC,ABAN.N0000,0.3769
2016 - 2,ABANS FINANCE PLC,AFSL.N0000,0.1034
2016 - 2,ACCESS ENGINEERING PLC,AEL.N0000,0.3792
2016 - 2,ACL CABLES PLC,ACL.N0000,0.3735
2016 - 2,ACL PLASTICS PLC,APLA.N0000,0.3387
2016 - 2,ACME PRINTING & PACKAGING PLC,ACME.N0000,0.4912
2016 - 2,ADAM CAPITAL PLC,PCHH.N0000,0.4277
2016 - 2,ADAM INVESTMENTS PLC,AINV.N0000,0.1168
2016 - 2,AGALAWATTE  PLANTATIONS  PLC,AGAL.N0000,0.2492
2016 - 2,AGSTAR PLC,AGST.N0000,0.1618
2016 - 2,AGSTAR PLC,AGST.X0000,0.0001
2016 - 2,AITKEN SPENCE HOTEL HOLDINGS PLC,AHUN.N0000,0.254
2016 - 2,AITKEN SPENCE PLANTATION MANAGEMENTS PLC,ASPM.N0000,0.1178
2016 - 2,AITKEN SPENCE PLC,SPEN.N0000,0.3676
2016 - 2,ALLIANCE FINANCE COMPANY PLC,ALLI.N0000,0.5373
2016 - 2,ALUFAB PLC,ALUF.N0000,0.3741
2016 - 2,ALUMEX PLC,ALUM.N0000,0.1474
2016 - 2,AMANA BANK PLC,ABL.N0000,0.3138
2016 - 2,AMANA TAKAFUL PLC,ATL.N0000,0.2423
2016 - 2,AMAYA LEISURE PLC,CONN.N0000,0.2047
2016 - 2,AMW CAPITAL LEASING AND FINANCE PLC,AMCL.N0000,0.1
2016 - 2,ANILANA HOTELS AND PROPERTIES PLC,ALHP.N0000,0.2681
2016 - 2,ARPICO FINANCE COMPANY PLC,ARPI.N0000,0.0597
2016 - 2,ARPICO INSURANCE PLC,AINS.N0000,0.101
2016 - 2,ASCOT HOLDINGS PLC,ASCO.N0000,0.611
2016 - 2,ASIA ASSET FINANCE PLC,AAF.N0000,0.2739
2016 - 2,ASIA CAPITAL PLC,ACAP.N0000,0.0668
2016 - 2,ASIA SIYAKA COMMODITIES LIMITED,ASIY.N0000,0.3389
2016 - 2,ASIAN ALLIANCE INSURANCE PLC,AAIC.N0000,0.0277
2016 - 2,ASIAN HOTELS AND PROPERTIES PLC,AHPL.N0000,0.2144
2016 - 2,ASIRI CENTRAL HOSPITALS PLC,ASHA.N0000,0.0068
2016 - 2,ASIRI HOSPITAL HOLDINGS PLC,ASIR.N0000,0.2026
2016 - 2,ASIRI SURGICAL HOSPITAL PLC,AMSL.N0000,0.2631
2016 - 2,ASSOCIATED MOTOR FINANCE COMPANY PLC,AMF.N0000,0.0983
2016 - 2,BAIRAHA FARMS PLC,BFL.N0000,0.5365
2016 - 2,BALANGODA  PLANTATIONS  PLC,BALA.N0000,0.4139
2016 - 2,BANSEI ROYAL RESORTS HIKKADUWA PLC,BRR.N0000,0.1
2016 - 2,BERUWALA RESORTS PLC,BERU.N0000,0.1036
2016 - 2,BERUWELA WALK INN PLC,BINN.N0000,0.065
2016 - 2,BIMPUTH FINANCE PLC,BLI.N0000,0.1052
2016 - 2,BLUE DIAMONDS JEWELLERY WORLDWIDE PLC,BLUE.N0000,0.7397
2016 - 2,BLUE DIAMONDS JEWELLERY WORLDWIDE PLC,BLUE.X0000,1
2016 - 2,BOGALA GRAPHITE LANKA PLC,BOGA.N0000,0.1002
2016 - 2,BOGAWANTALAWA TEA ESTATES PLC,BOPL.N0000,0.2123
2016 - 2,BRAC LANKA FINANCE PLC,NIFL.N0000,0.0565
2016 - 2,BROWN & COMPANY PLC,BRWN.N0000,0.4532
2016 - 2,BROWNS BEACH HOTELS PLC,BBH.N0000,0.092
2016 - 2,BROWNS CAPITAL PLC,FLCH.N0000,0.3921
2016 - 2,BROWNS HYDRO POWER PLC,HPFL.N0000,0.1761
2016 - 2,BROWNS INVESTMENTS PLC,BIL.N0000,0.2431
2016 - 2,BUKIT DARAH PLC,BUKI.N0000,0.2304
2016 - 2,C I C HOLDINGS PLC,CIC.N0000,0.4211
2016 - 2,C I C HOLDINGS PLC,CIC.X0000,0.8906
2016 - 2,C M HOLDINGS PLC,COLO.N0000,0.2961
2016 - 2,C T HOLDINGS PLC,CTHR.N0000,0.3923
2016 - 2,C T LAND DEVELOPMENT PLC,CTLD.N0000,0.2359
2016 - 2,C. W. MACKIE PLC,CWM.N0000,0.1116
2016 - 2,CARGILLS (CEYLON) PLC,CARG.N0000,0.2082
2016 - 2,CARGO BOAT DEVELOPMENT COMPANY PLC,CABO.N0000,0.3349
2016 - 2,CARSON CUMBERBATCH PLC,CARS.N0000,0.1441
2016 - 2,CENTRAL FINANCE COMPANY PLC,CFIN.N0000,0.5993
2016 - 2,CENTRAL INDUSTRIES PLC,CIND.N0000,0.4673
2016 - 2,CENTRAL INVESTMENTS AND FINANCE PLC,CIFL.N0000,0.7746
2016 - 2,CEYLINCO INSURANCE PLC,CINS.X0000,0.4328
2016 - 2,CEYLINCO INSURANCE PLC,CINS.N0000,0.756
2016 - 2,CEYLON AND FOREIGN TRADES PLC,CFT.N0000,0.1696
2016 - 2,CEYLON BEVERAGE HOLDINGS PLC,BREW.N0000,0.1661
