Public Holding 2014 Q1 (DATA as per latest CSE records),,,
QUARTER,COMPANY NAME,SECURITY ID,PUBLIC FLOAT
2014-1,ASIA CAPITAL PLC,ACAP.N0000,0.1404
2014-1,AGSTAR PLC,AGST.X0000,0.0001
2014-1,AGSTAR PLC,AGST.N0000,0.1659
2014-1,ASSOCIATED MOTOR FINANCE COMPANY PLC,AMF.N0000,0.0992
2014-1,ACL PLASTICS PLC,APLA.N0000,0.3387
2014-1,LANKA CERAMIC PLC,CERA.N0000,0.1012
2014-1,CENTRAL FINANCE COMPANY PLC,CFIN.N0000,0.6135
2014-1,C I C HOLDINGS PLC,CIC.N0000,0.4669
2014-1,C I C HOLDINGS PLC,CIC.X0000,0.8536
2014-1,CENTRAL INDUSTRIES PLC,CIND.N0000,0.307
2014-1,C T LAND DEVELOPMENT PLC,CTLD.N0000,0.2653
2014-1,E B CREASY & COMPANY PLC,EBCR.N0000,0.0984
2014-1,GESTETNER OF CEYLON PLC,GEST.N0000,0.1824
2014-1,HNB ASSURANCE PLC,HASU.N0000,0.3976
2014-1,HUEJAY INTERNATIONAL INVESTMENTS PLC,HUEJ.N0000,0.0648
2014-1,KAHAWATTE  PLANTATIONS  PLC,KAHA.N0000,0.2047
2014-1,KELANI VALLEY PLANTATIONS PLC,KVAL.N0000,0.2882
2014-1,KALAMAZOO SYSTEMS PLC,KZOO.N0000,0.5379
2014-1,MULLER & PHIPPS (CEYLON) PLC,MULL.N0000,0.2225
2014-1,BRAC LANKA FINANCE PLC,NIFL.N0000,0.0565
2014-1,PAN ASIA BANKING CORPORATION PLC,PABC.N0000,0.5222
2014-1,PALM GARDEN HOTELS PLC,PALM.N0000,0.286
2014-1,SWISSTEK (CEYLON) PLC,PARQ.N0000,0.3283
2014-1,RENUKA AGRI FOODS PLC,RAL.N0000,0.4793
2014-1,RENUKA CITY HOTELS PLC.,RENU.N0000,0.277
2014-1,RADIANT GEMS INTERNATIONAL PLC,RGEM.N0000,0.7937
2014-1,S M B LEASING PLC,SEMB.N0000,0.6067
2014-1,S M B LEASING PLC,SEMB.X0000,1
2014-1,SHALIMAR (MALAY) PLC.,SHAL.N0000,0.0345
2014-1,SINGER INDUSTRIES (CEYLON) PLC,SINI.N0000,0.1641
2014-1,SIERRA CABLES PLC,SIRA.N0000,0.3764
2014-1,SUNSHINE HOLDINGS PLC,SUN.N0000,0.1889
2014-1,TOKYO CEMENT COMPANY (LANKA) PLC,TKYO.X0000,1
2014-1,TOKYO CEMENT COMPANY (LANKA) PLC,TKYO.N0000,0.255
2014-1,TEA SMALLHOLDER FACTORIES PLC,TSML.N0000,0.1508
2014-1,UNION CHEMICALS LANKA PLC,UCAR.N0000,0.257
2014-1,WATAWALA  PLANTATIONS  PLC,WATA.N0000,0.24
2014-1,ACME PRINTING & PACKAGING PLC,ACME.N0000,0.4628
2014-1,AGALAWATTE  PLANTATIONS  PLC,AGAL.N0000,0.2492
2014-1,ASIRI SURGICAL HOSPITAL PLC,AMSL.N0000,0.2631
2014-1,ARPICO FINANCE COMPANY PLC,ARPI.N0000,0.3983
2014-1,ASCOT HOLDINGS PLC,ASCO.N0000,0.1813
2014-1,ASIRI HOSPITAL HOLDINGS PLC,ASIR.N0000,0.2293
2014-1,INDUSTRIAL ASPHALTS (CEYLON) PLC,ASPH.N0000,0.34
2014-1,RIVERINA HOTELS PLC,BHR.N0000,0.2549
2014-1,BLUE DIAMONDS JEWELLERY WORLDWIDE PLC,BLUE.X0000,0.892
2014-1,BLUE DIAMONDS JEWELLERY WORLDWIDE PLC,BLUE.N0000,0.7188
2014-1,CARGO BOAT DEVELOPMENT COMPANY PLC,CABO.N0000,0.3518
2014-1,COLOMBO TRUST FINANCE PLC,CALF.N0000,0.3069
2014-1,CARSON CUMBERBATCH PLC,CARS.N0000,0.1441
2014-1,CHILAW FINANCE PLC,CFL.N0000,0.6147
2014-1,CHEMANEX PLC,CHMX.N0000,0.364
2014-1,CITY HOUSING & REAL ESTATE COMPANY PLC,CHOU.N0000,0.4606
2014-1,CENTRAL INVESTMENTS AND FINANCE PLC,CIFL.N0000,0.7746
2014-1,COLOMBO INVESTMENT TRUST PLC,CIT.N0000,0.1216
2014-1,WASKADUWA BEACH RESORT PLC,CITW.N0000,0.1993
2014-1,COMMERCIAL LEASING & FINANCE PLC,CLC.N0000,0.0108
2014-1,AMAYA LEISURE PLC,CONN.N0000,0.1717
2014-1,CEYLON PRINTERS PLC,CPRT.N0000,0.4686
2014-1,NATION LANKA FINANCE PLC,CSF.N0000,0.4487
2014-1,NATION LANKA FINANCE PLC,CSF.W0021,0.5671
2014-1,C. W. MACKIE PLC,CWM.N0000,0.1117
2014-1,DFCC BANK PLC,DFCC.N0000,0.6331
2014-1,EDEN HOTEL LANKA PLC,EDEN.N0000,0.429
2014-1,BROWNS CAPITAL PLC,FLCH.N0000,0.3889
2014-1,SUMMIT FINANCE PLC,GSF.N0000,0.2399
2014-1,HARISCHANDRA MILLS PLC,HARI.N0000,0.142
2014-1,HAYCARB PLC,HAYC.N0000,0.3217
2014-1,HOTEL DEVELOPERS (LANKA) PLC,HDEV.N0000,0.084
2014-1,HORANA PLANTATIONS PLC,HOPL.N0000,0.486
2014-1,HOTEL SIGIRIYA PLC,HSIG.N0000,0.2705
2014-1,SERENDIB ENGINEERING GROUP PLC,IDL.N0000,0.2068
2014-1,INDO-MALAY PLC,INDO.N0000,0.0958
2014-1,FINLAYS COLOMBO PLC,JFIN.N0000,0.0289
2014-1,JOHN KEELLS PLC,JKL.N0000,0.131
2014-1,KELSEY DEVELOPMENTS PLC,KDL.N0000,0.1986
2014-1,KEELLS FOOD PRODUCTS PLC,KFP.N0000,0.0838
2014-1,KEGALLE  PLANTATIONS  PLC,KGAL.N0000,0.2355
2014-1,KURUWITA TEXTILE MILLS PLC,KURU.N0000,0.1974
2014-1,LANKEM CEYLON PLC,LCEY.N0000,0.1746
2014-1,LANKEM DEVELOPMENTS PLC,LDEV.N0000,0.318
2014-1,THE LANKA HOSPITALS CORPORATION PLC,LHCL.N0000,0.1673
2014-1,LAXAPANA BATTERIES PLC,LITE.N0000,0.4842
2014-1,CHEVRON LUBRICANTS  LANKA  PLC,LLUB.N0000,0.49
2014-1,LANKA ORIX LEASING COMPANY PLC,LOLC.N0000,0.155
2014-1,MALWATTE VALLEY PLANTATION PLC,MAL.N0000,0.3292
2014-1,MALWATTE VALLEY PLANTATION PLC,MAL.X0000,0.1888
2014-1,MARAWILA  RESORTS  PLC,MARA.N0000,0.4595
2014-1,MASKELIYA PLANTATIONS PLC,MASK.N0000,0.1659
2014-1, MULTI FINANCE  PLC,MFL.N0000,0.1369
2014-1,HAYLEYS FABRIC PLC,MGT.N0000,0.17
2014-1,PROPERTY DEVELOPMENT PLC,PDL.N0000,0.0591
2014-1,SWARNAMAHAL FINANCIAL SERVICES PLC,SFS.N0000,0.0999
2014-1,STANDARD CAPITAL PLC,SING.N0000,0.2471
2014-1,PELWATTE SUGAR INDUSTRIES PLC,SUGA.N0000,0.2071
2014-1,TAPROBANE HOLDINGS PLC,TAP.N0000,0.1809
2014-1,KELANI TYRES PLC,TYRE.N0000,0.583
2014-1,YORK ARCADE HOLDINGS PLC,YORK.N0000,0.4572
2014-1,ASIAN ALLIANCE INSURANCE PLC,AAIC.N0000,0.0277
2014-1,ACCESS ENGINEERING PLC,AEL.N0000,0.3696
2014-1,ANILANA HOTELS AND PROPERTIES PLC,ALHP.N0000,0.4729
2014-1,ALLIANCE FINANCE COMPANY PLC,ALLI.N0000,0.5789
2014-1,AMW CAPITAL LEASING AND FINANCE PLC,AMCL.N0000,0.1
2014-1,LANKA ASHOK LEYLAND PLC,ASHO.N0000,0.0268
2014-1,BROWNS INVESTMENTS PLC,BIL.N0000,0.2318
2014-1,CEYLON COLD STORES PLC,CCS.N0000,0.1859
2014-1,CITIZENS DEVELOPMENT BUSINESS FINANCE PLC,CDB.N0000,0.3693
2014-1,CITIZENS DEVELOPMENT BUSINESS FINANCE PLC,CDB.X0000,0.8618
2014-1,CEYLON AND FOREIGN TRADES PLC,CFT.N0000,0.2638
2014-1,CEYLON HOTELS CORPORATION PLC,CHOT.N0000,0.238
2014-1,CEYLON INVESTMENT PLC,CINV.N0000,0.3519
2014-1,SOFTLOGIC FINANCE PLC,CRL.N0000,0.2264
2014-1,C T HOLDINGS PLC,CTHR.N0000,0.3856
2014-1,DANKOTUWA PORCELAIN PLC,DPL.N0000,0.3333
2014-1,E - CHANNELLING PLC,ECL.N0000,0.2871
2014-1,EQUITY ONE PLC,EQIT.N0000,0.0373
2014-1,EXPOLANKA HOLDINGS PLC,EXPO.N0000,0.2685
2014-1,GALADARI HOTELS (LANKA) PLC,GHLL.N0000,0.1257
2014-1,CEYLON GRAIN ELEVATORS PLC,GRAN.N0000,0.4446
2014-1,HAYLEYS PLC,HAYL.N0000,0.3995
2014-1,HUNTER & COMPANY PLC,HUNT.N0000,0.2969
2014-1,HVA FOODS PLC,HVA.N0000,0.385
2014-1,KELANI CABLES PLC,KCAB.N0000,0.202
2014-1,THE KANDY HOTELS COMPANY (1938) PLC,KHC.N0000,0.0905
2014-1,KOTAGALA PLANTATIONS PLC,KOTA.N0000,0.3118
2014-1,KOTMALE HOLDINGS PLC,LAMB.N0000,0.0834
2014-1,LION BREWERY (CEYLON) PLC,LION.N0000,0.147
2014-1,LANKA MILK FOODS (CWE) PLC,LMF.N0000,0.3435
2014-1,LAKE HOUSE PRINTERS & PUBLISHERS PLC,LPRT.N0000,0.2973
2014-1,MERCHANT BANK OF SRI LANKA & FINANCE PLC,MBSL.N0000,0.218
2014-1,METROPOLITAN  RESOURCE  HOLDINGS  PLC,MPRH.N0000,0.3481
2014-1,NAMUNUKULA PLANTATIONS PLC,NAMU.N0000,0.1926
2014-1,THE NUWARA ELIYA HOTELS COMPANY PLC,NEH.N0000,0.1084
2014-1,ODEL PLC,ODEL.N0000,0.0798
2014-1,ORIENT FINANCE PLC,ORIN.N0000,0.1501
2014-1,PANASIAN POWER PLC,PAP.N0000,0.7023
2014-1,PC HOUSE PLC,PCH.N0000,0.5474
2014-1,PC PHARMA PLC,PCP.N0000,0.2857
2014-1,COLOMBO CITY HOLDINGS PLC,PHAR.N0000,0.336
2014-1,ROYAL CERAMICS LANKA PLC,RCL.N0000,0.4221
2014-1,REGNIS (LANKA) PLC,REG.N0000,0.4093
2014-1,THE FORTRESS RESORTS PLC,RHTL.N0000,0.2782
2014-1,ROYAL PALMS BEACH HOTELS PLC,RPBH.N0000,0.1321
2014-1,SAMPATH BANK PLC,SAMP.N0000,0.8498
2014-1,THE KINGSBURY PLC,SERV.N0000,0.2966
2014-1,SEYLAN BANK PLC,SEYB.X0000,0.6591
2014-1,SEYLAN BANK PLC,SEYB.N0000,0.6155
2014-1,SINGER FINANCE LANKA PLC,SFIN.N0000,0.1948
2014-1,SINHAPUTHRA FINANCE PLC,SFL.N0000,0.8929
2014-1,PEOPLE'S FINANCE PLC,SMLL.N0000,0.0944
2014-1,AITKEN SPENCE PLC,SPEN.N0000,0.3878
2014-1,LANKA TILES PLC,TILE.N0000,0.3095
2014-1,TALAWAKELLE TEA ESTATES PLC,TPL.N0000,0.2027
2014-1,UNION ASSURANCE PLC,UAL.N0000,0.0434
2014-1,UNITED MOTORS LANKA PLC,UML.N0000,0.2701
2014-1,ASIA ASSET FINANCE PLC,AAF.N0000,0.1061
2014-1,ACL CABLES PLC,ACL.N0000,0.3794
2014-1,ASIAN HOTELS AND PROPERTIES PLC,AHPL.N0000,0.2138
2014-1,AITKEN SPENCE HOTEL HOLDINGS PLC,AHUN.N0000,0.2539
2014-1,ALUFAB PLC,ALUF.N0000,0.3807
2014-1,AITKEN SPENCE PLANTATION MANAGEMENTS PLC,ASPM.N0000,0.1178
2014-1,THE AUTODROME PLC,AUTO.N0000,0.2295
2014-1,BERUWALA RESORTS PLC,BERU.N0000,0.1046
2014-1,BERUWELA WALK INN PLC,BINN.N0000,0.2004
2014-1,BOGAWANTALAWA TEA ESTATES PLC,BOPL.N0000,0.1182
2014-1,PRINTCARE PLC,CARE.N0000,0.2206
2014-1,CARGILLS (CEYLON) PLC,CARG.N0000,0.2048
2014-1,N D B CAPITAL HOLDINGS PLC,CDIC.N0000,0.0038
2014-1,CEYLON HOSPITALS PLC,CHL.X0000,0.853
2014-1,CEYLON HOSPITALS PLC,CHL.N0000,0.2955
2014-1,CEYLINCO INSURANCE PLC,CINS.X0000,0.4328
2014-1,CEYLINCO INSURANCE PLC,CINS.N0000,0.3767
2014-1,HIKKADUWA BEACH RESORT PLC,CITH.N0000,0.112
2014-1,KALPITIYA BEACH RESORT PLC,CITK.N0000,0.3041
2014-1,RENUKA FOODS PLC,COCO.X0000,0.8411
2014-1,RENUKA FOODS PLC,COCO.N0000,0.3094
2014-1,C M HOLDINGS PLC,COLO.N0000,0.2976
2014-1,COMMERCIAL BANK OF CEYLON PLC,COMB.N0000,0.8501
2014-1,COMMERCIAL BANK OF CEYLON PLC,COMB.X0000,0.9994
2014-1,CEYLON TEA SERVICES PLC,CTEA.N0000,0.0541
2014-1,DIALOG AXIATA PLC,DIAL.N0000,0.1473
2014-1,DIESEL & MOTOR ENGINEERING PLC,DIMO.N0000,0.4669
2014-1,DISTILLERIES COMPANY OF SRI LANKA PLC,DIST.N0000,0.3002
2014-1,COLOMBO DOCKYARD PLC,DOCK.N0000,0.3412
2014-1,EAST WEST PROPERTIES PLC,EAST.N0000,0.1525
2014-1,EQUITY TWO PLC,ETWO.N0000,0.1117
2014-1,GOOD HOPE PLC,GOOD.N0000,0.0556
2014-1,CEYLON GUARDIAN INVESTMENT TRUST PLC,GUAR.N0000,0.3265
2014-1,HAPUGASTENNE PLANTATIONS PLC,HAPU.N0000,0.0817
2014-1,HOUSING DEVELOPMENT FINANCE CORPORATION BANK OF SL,HDFC.N0000,0.2111
2014-1,HAYLEYS FIBRE PLC,HEXP.N0000,0.348
2014-1,JOHN KEELLS HOTELS PLC,KHL.N0000,0.1964
2014-1,LANKA CEMENT PLC,LCEM.N0000,0.25
2014-1,LANKA IOC PLC,LIOC.N0000,0.2488
2014-1,LANKA VENTURES PLC,LVEN.N0000,0.2042
2014-1,"J.L.MORISON, SON & JONES (CEYLON) PLC",MORI.X0000,0.1512
2014-1,"J.L.MORISON, SON & JONES (CEYLON) PLC",MORI.N0000,0.0996
2014-1,MAHAWELI REACH HOTELS PLC,MRH.N0000,0.2459
2014-1,NAMAL ACUITY VALUE FUND,NAVF.U0000,0.116
2014-1,NESTLE LANKA PLC,NEST.N0000,0.0918
2014-1,OFFICE EQUIPMENT PLC,OFEQ.N0000,0.4517
2014-1,PEGASUS HOTELS OF CEYLON PLC,PEG.N0000,0.069
2014-1,CITRUS LEISURE PLC,REEF.W0018,0.6223
2014-1,CITRUS LEISURE PLC,REEF.W0019,0.6223
2014-1,CITRUS LEISURE PLC,REEF.N0000,0.631
2014-1,RICHARD PIERIS EXPORTS PLC,REXP.N0000,0.1974
2014-1,RENUKA HOLDINGS PLC,RHL.X0000,0.9494
2014-1,RENUKA HOLDINGS PLC,RHL.N0000,0.4327
2014-1,SOFTLOGIC CAPITAL PLC,SCAP.N0000,0.0306
2014-1,SANASA DEVELOPMENT BANK PLC,SDB.N0000,0.9998
2014-1,LEE HEDGES PLC,SHAW.N0000,0.4189
2014-1,SOFTLOGIC HOLDINGS PLC,SHL.N0000,0.3027
2014-1,SERENDIB HOTELS PLC,SHOT.X0000,0.2664
2014-1,SERENDIB HOTELS PLC,SHOT.N0000,0.1867
2014-1,SIGIRIYA VILLAGE HOTELS PLC,SIGV.N0000,0.3305
2014-1,SERENDIB LAND PLC,SLND.N0000,0.0758
2014-1,SATHOSA MOTORS PLC,SMOT.N0000,0.1554
2014-1,SWADESHI INDUSTRIAL WORKS  PLC,SWAD.N0000,0.4659
2014-1,THREE ACRE FARMS PLC,TAFL.N0000,0.2779
2014-1,TANGERINE BEACH HOTELS PLC,TANG.N0000,0.353
2014-1,THE FINANCE COMPANY PLC,TFC.X0000,0.9996
2014-1,THE FINANCE COMPANY PLC,TFC.N0000,0.6383
2014-1,TRADE FINANCE AND INVESTMENTS PLC,TFIL.N0000,0.2129
2014-1,TRANS ASIA HOTELS PLC,TRAN.N0000,0.0761
2014-1,VALLIBEL FINANCE PLC,VFIN.N0000,0.2666
2014-1,VALLIBEL POWER ERATHNA PLC,VPEL.N0000,0.191
2014-1,ABANS ELECTRICALS PLC,ABAN.N0000,0.3221
2014-1,AMANA BANK PLC,ABL.N0000,0.383
2014-1,ABANS FINANCE PLC,AFSL.N0000,0.1003
2014-1,ASIRI CENTRAL HOSPITALS PLC,ASHA.N0000,0.0069
2014-1,AMANA TAKAFUL PLC,ATL.N0000,0.2832
2014-1,BALANGODA  PLANTATIONS  PLC,BALA.N0000,0.4139
2014-1,BROWNS BEACH HOTELS PLC,BBH.N0000,0.092
2014-1,BIMPUTH FINANCE PLC,BLI.N0000,0.1372
2014-1,BOGALA GRAPHITE LANKA PLC,BOGA.N0000,0.096
2014-1,CEYLON BEVERAGE HOLDINGS PLC,BREW.N0000,0.1692
2014-1,BROWN & COMPANY PLC,BRWN.N0000,0.5264
2014-1,BUKIT DARAH PLC,BUKI.N0000,0.2304
2014-1,COLOMBO LAND AND DEVELOPMENT COMPANY PLC,CLND.N0000,0.3551
2014-1,SEYLAN DEVELOPMENTS PLC,CSD.N0000,0.4759
2014-1,DUNAMIS CAPITAL PLC,CSEC.N0000,0.144
