Public Holding 2019Q4 (DATA as per latest CSE records),,,
QUARTER,COMPANY_NAME,SECURITY,PUBLIC_FLOAT
2019-4,ASIA ASSET FINANCE PLC,AAF.N0000,39.83%
2019-4,SOFTLOGIC LIFE INSURANCE PLC,AAIC.N0000,10.27%
2019-4,ABANS ELECTRICALS PLC,ABAN.N0000,47.19%
2019-4,AMANA BANK PLC,ABL.N0000,43.28%
2019-4,ASIA CAPITAL PLC,ACAP.N0000,13.36%
2019-4,ACL CABLES PLC,ACL.N0000,37.34%
2019-4,ACME PRINTING & PACKAGING PLC,ACME.N0000,49.12%
2019-4,ACCESS ENGINEERING PLC,AEL.N0000,42.03%
2019-4,ABANS FINANCE PLC,AFSL.N0000,8.1%
2019-4,AGALAWATTE  PLANTATIONS  PLC,AGAL.N0000,38.78%
2019-4,AGSTAR PLC,AGST.N0000,16.43%
2019-4,AGSTAR PLC,AGST.X0000,.01%
2019-4,ASIAN HOTELS AND PROPERTIES PLC,AHPL.N0000,21.44%
2019-4,AITKEN SPENCE HOTEL HOLDINGS PLC,AHUN.N0000,25.4%
2019-4,ARPICO INSURANCE PLC,AINS.N0000,10.01%
2019-4,ANILANA HOTELS AND PROPERTIES PLC,ALHP.N0000,26.57%
2019-4,ALLIANCE FINANCE COMPANY PLC,ALLI.N0000,53.68%
2019-4,UNISYST ENGINEERING PLC,ALUF.N0000,37.39%
2019-4,ALUMEX PLC,ALUM.N0000,15.63%
2019-4,AMW CAPITAL LEASING AND FINANCE PLC,AMCL.N0000,10%
2019-4,ASSOCIATED MOTOR FINANCE COMPANY PLC,AMF.N0000,10.24%
2019-4,ASIRI SURGICAL HOSPITAL PLC,AMSL.N0000,21.61%
2019-4,ACL PLASTICS PLC,APLA.N0000,33.87%
2019-4,ARPICO FINANCE COMPANY PLC,ARPI.N0000,5.97%
2019-4,LANKA REALTY INVESTMENTS PLC ,ASCO.N0000,6.7%
2019-4,ASIRI CENTRAL HOSPITALS PLC,ASHA.N0000,.68%
2019-4,LANKA ASHOK LEYLAND PLC,ASHO.N0000,30.38%
2019-4,ASIRI HOSPITAL HOLDINGS PLC,ASIR.N0000,19.52%
2019-4,ASIA SIYAKA COMMODITIES LIMITED,ASIY.N0000,34.12%
2019-4,INDUSTRIAL ASPHALTS (CEYLON) PLC,ASPH.N0000,32.64%
2019-4,AITKEN SPENCE PLANTATION MANAGEMENTS PLC,ASPM.N0000,11.78%
2019-4,AMANA TAKAFUL PLC,ATL.N0000,81.45%
2019-4,AMANA TAKAFUL LIFE PLC,ATLL.N0000,17.7%
2019-4,THE AUTODROME PLC,AUTO.N0000,22.71%
2019-4,BALANGODA  PLANTATIONS  PLC,BALA.N0000,41.37%
2019-4,BROWNS BEACH HOTELS PLC,BBH.N0000,9.22%
2019-4,BERUWALA RESORTS PLC,BERU.N0000,11.77%
2019-4,BAIRAHA FARMS PLC,BFL.N0000,62.45%
2019-4,ORIENT FINANCE PLC,BFN.N0000,8.74%
2019-4,RIVERINA HOTELS PLC,BHR.N0000,25.49%
2019-4,BROWNS INVESTMENTS PLC,BIL.N0000,20.05%
2019-4,BERUWELA WALK INN PLC,BINN.N0000,6.5%
