Public Holding 2012 Q4 (DATA as per latest CSE records),,,
QUARTER,COMPANY NAME,SECURITY ID,PUBLIC FLOAT
2012-4,ASIA CAPITAL PLC,ACAP.N0000,0.1024
2012-4,AGSTAR PLC,AGST.N0000,0.166
2012-4,AGSTAR PLC,AGST.X0000,0.01
2012-4,ASSOCIATED MOTOR FINANCE COMPANY PLC,AMF.N0000,0.1406
2012-4,ACL PLASTICS PLC,APLA.N0000,0.3387
2012-4,LANKA CERAMIC PLC,CERA.N0000,0.1147
2012-4,CENTRAL FINANCE COMPANY PLC,CFIN.N0000,0.6136
2012-4,C I C HOLDINGS PLC,CIC.X0000,0.8518
2012-4,C I C HOLDINGS PLC,CIC.N0000,0.4637
2012-4,CENTRAL INDUSTRIES PLC,CIND.N0000,0.3141
2012-4,C T LAND DEVELOPMENT PLC,CTLD.N0000,0.4348
2012-4,E B CREASY & COMPANY PLC,EBCR.N0000,0.0987
2012-4,GESTETNER OF CEYLON PLC,GEST.N0000,0.1824
2012-4,HNB ASSURANCE PLC,HASU.N0000,0.3978
2012-4,HUEJAY INTERNATIONAL INVESTMENTS PLC,HUEJ.N0000,0.0648
2012-4,KAHAWATTE  PLANTATIONS  PLC,KAHA.N0000,0.2047
2012-4,KELANI VALLEY PLANTATIONS PLC,KVAL.N0000,0.2881
2012-4,KALAMAZOO SYSTEMS PLC,KZOO.N0000,0.5137
2012-4,MULLER & PHIPPS (CEYLON) PLC,MULL.N0000,0.2156
2012-4,BRAC LANKA FINANCE PLC,NIFL.N0000,0.3456
2012-4,PAN ASIA BANKING CORPORATION PLC,PABC.N0000,0.57
2012-4,PALM GARDEN HOTELS PLC,PALM.N0000,0.1786
2012-4,SWISSTEK (CEYLON) PLC,PARQ.N0000,0.3181
2012-4,RENUKA AGRI FOODS PLC,RAL.N0000,0.479
2012-4,RENUKA CITY HOTELS PLC.,RENU.N0000,0.277
2012-4,RADIANT GEMS INTERNATIONAL PLC,RGEM.N0000,0.7942
2012-4,S M B LEASING PLC,SEMB.N0000,0.6094
2012-4,S M B LEASING PLC,SEMB.X0000,0.9999
2012-4,S M B LEASING PLC,SEMB.W0015,0.9199
2012-4,SHALIMAR (MALAY) PLC.,SHAL.N0000,0.0346
2012-4,SINGER INDUSTRIES (CEYLON) PLC,SINI.N0000,0.1639
2012-4,SIERRA CABLES PLC,SIRA.N0000,0.3764
2012-4,SUNSHINE HOLDINGS PLC,SUN.N0000,0.0871
2012-4,TOKYO CEMENT COMPANY (LANKA) PLC,TKYO.X0000,1
2012-4,TOKYO CEMENT COMPANY (LANKA) PLC,TKYO.N0000,0.255
2012-4,TEA SMALLHOLDER FACTORIES PLC,TSML.N0000,0.1508
2012-4,UNION CHEMICALS LANKA PLC,UCAR.N0000,0.254
2012-4,WATAWALA  PLANTATIONS  PLC,WATA.N0000,0.2729
2012-4,ACME PRINTING & PACKAGING PLC,ACME.N0000,0.479
2012-4,AGALAWATTE  PLANTATIONS  PLC,AGAL.N0000,0.2492
2012-4,ASIRI SURGICAL HOSPITAL PLC,AMSL.N0000,0.3547
2012-4,ARPICO FINANCE COMPANY PLC,ARPI.N0000,0.3958
2012-4,ASCOT HOLDINGS PLC,ASCO.N0000,0.2037
2012-4,ASIRI HOSPITAL HOLDINGS PLC,ASIR.N0000,0.3672
2012-4,INDUSTRIAL ASPHALTS (CEYLON) PLC,ASPH.N0000,0.34
2012-4,RIVERINA HOTELS PLC,BHR.N0000,0.2549
2012-4,BLUE DIAMONDS JEWELLERY WORLDWIDE PLC,BLUE.X0000,0.892
2012-4,BLUE DIAMONDS JEWELLERY WORLDWIDE PLC,BLUE.N0000,0.7553
2012-4,CARGO BOAT DEVELOPMENT COMPANY PLC,CABO.N0000,0.3512
2012-4,COLOMBO TRUST FINANCE PLC,CALF.N0000,0.3106
2012-4,CARSON CUMBERBATCH PLC,CARS.N0000,0.2376
2012-4,CHILAW FINANCE PLC,CFL.N0000,0.5401
2012-4,CHEMANEX PLC,CHMX.N0000,0.3606
2012-4,CITY HOUSING & REAL ESTATE COMPANY PLC,CHOU.N0000,0.5654
2012-4,CENTRAL INVESTMENTS AND FINANCE PLC,CIFL.N0000,0.4486
2012-4,COLOMBO INVESTMENT TRUST PLC,CIT.N0000,0.1217
2012-4,WASKADUWA BEACH RESORT PLC,CITW.N0000,0.1993
2012-4,COMMERCIAL LEASING & FINANCE PLC,CLC.N0000,0.1
2012-4,AMAYA LEISURE PLC,CONN.N0000,0.1726
2012-4,CEYLON PRINTERS PLC,CPRT.N0000,0.3954
2012-4,NATION LANKA FINANCE PLC,CSF.W0021,0.5671
2012-4,NATION LANKA FINANCE PLC,CSF.N0000,0.57
2012-4,C. W. MACKIE PLC,CWM.N0000,0.1117
2012-4,DFCC BANK PLC,DFCC.N0000,0.6337
2012-4,EDEN HOTEL LANKA PLC,EDEN.N0000,0.429
2012-4,BROWNS CAPITAL PLC,FLCH.N0000,0.4532
2012-4,SUMMIT FINANCE PLC,GSF.N0000,0.24
2012-4,HARISCHANDRA MILLS PLC,HARI.N0000,0.142
2012-4,HAYCARB PLC,HAYC.N0000,0.3218
2012-4,HOTEL DEVELOPERS (LANKA) PLC,HDEV.N0000,0.084
2012-4,HORANA PLANTATIONS PLC,HOPL.N0000,0.4859
2012-4,HOTEL SIGIRIYA PLC,HSIG.N0000,0.3733
2012-4,SERENDIB ENGINEERING GROUP PLC,IDL.N0000,0.2068
2012-4,INDO-MALAY PLC,INDO.N0000,0.0981
2012-4,FINLAYS COLOMBO PLC,JFIN.N0000,0.0329
2012-4,JOHN KEELLS PLC,JKL.N0000,0.131
2012-4,KELSEY DEVELOPMENTS PLC,KDL.N0000,0.2114
2012-4,KEELLS FOOD PRODUCTS PLC,KFP.N0000,0.0838
2012-4,KEGALLE  PLANTATIONS  PLC,KGAL.N0000,0.295
2012-4,KURUWITA TEXTILE MILLS PLC,KURU.N0000,0.1974
2012-4,LANKEM CEYLON PLC,LCEY.N0000,0.1739
2012-4,LANKEM DEVELOPMENTS PLC,LDEV.N0000,0.3195
2012-4,THE LANKA HOSPITALS CORPORATION PLC,LHCL.N0000,0.1673
2012-4,LAXAPANA BATTERIES PLC,LITE.N0000,0.4842
2012-4,CHEVRON LUBRICANTS  LANKA  PLC,LLUB.N0000,0.49
2012-4,LANKA ORIX LEASING COMPANY PLC,LOLC.N0000,0.155
2012-4,MALWATTE VALLEY PLANTATION PLC,MAL.X0000,0.1667
2012-4,MALWATTE VALLEY PLANTATION PLC,MAL.N0000,0.6751
2012-4,MARAWILA  RESORTS  PLC,MARA.N0000,0.4636
2012-4,MASKELIYA PLANTATIONS PLC,MASK.N0000,0.2651
2012-4, MULTI FINANCE  PLC,MFL.N0000,0.1414
2012-4,HAYLEYS FABRIC PLC,MGT.N0000,0.1601
2012-4,PROPERTY DEVELOPMENT PLC,PDL.N0000,0.0684
2012-4,SWARNAMAHAL FINANCIAL SERVICES PLC,SFS.N0000,0.0996
2012-4,STANDARD CAPITAL PLC,SING.N0000,0.246
2012-4,PELWATTE SUGAR INDUSTRIES PLC,SUGA.N0000,0.2071
2012-4,TAPROBANE HOLDINGS PLC,TAP.N0000,0.2659
2012-4,KELANI TYRES PLC,TYRE.N0000,0.583
2012-4,YORK ARCADE HOLDINGS PLC,YORK.N0000,0.4572
2012-4,ASIAN ALLIANCE INSURANCE PLC,AAIC.N0000,0.0474
2012-4,ACCESS ENGINEERING PLC,AEL.N0000,0.3652
2012-4,ALLIANCE FINANCE COMPANY PLC,ALLI.N0000,0.491
2012-4,AMW CAPITAL LEASING AND FINANCE PLC,AMCL.N0000,0.1
2012-4,LANKA ASHOK LEYLAND PLC,ASHO.N0000,0.0276
2012-4,BROWNS INVESTMENTS PLC,BIL.N0000,0.2862
2012-4,CEYLON COLD STORES PLC,CCS.N0000,0.1859
2012-4,CITIZENS DEVELOPMENT BUSINESS FINANCE PLC,CDB.X0000,0.8862
2012-4,CITIZENS DEVELOPMENT BUSINESS FINANCE PLC,CDB.N0000,0.3694
2012-4,CEYLON AND FOREIGN TRADES PLC,CFT.N0000,0.1724
2012-4,CEYLON HOTELS CORPORATION PLC,CHOT.N0000,0.1765
2012-4,CEYLON INVESTMENT PLC,CINV.N0000,0.3564
2012-4,SOFTLOGIC FINANCE PLC,CRL.N0000,0.2282
2012-4,C T HOLDINGS PLC,CTHR.N0000,0.3869
2012-4,DANKOTUWA PORCELAIN PLC,DPL.N0000,0.3333
2012-4,E - CHANNELLING PLC,ECL.N0000,0.463
2012-4,EQUITY ONE PLC,EQIT.N0000,0.0372
2012-4,EXPOLANKA HOLDINGS PLC,EXPO.N0000,0.2686
2012-4,GALADARI HOTELS (LANKA) PLC,GHLL.N0000,0.1767
2012-4,CEYLON GRAIN ELEVATORS PLC,GRAN.N0000,0.4446
2012-4,HAYLEYS PLC,HAYL.N0000,0.4027
2012-4,HUNTER & COMPANY PLC,HUNT.N0000,0.1966
2012-4,HVA FOODS PLC,HVA.N0000,0.3853
2012-4,KELANI CABLES PLC,KCAB.N0000,0.202
2012-4,THE KANDY HOTELS COMPANY (1938) PLC,KHC.N0000,0.0905
2012-4,KOTAGALA PLANTATIONS PLC,KOTA.N0000,0.1934
2012-4,KOTMALE HOLDINGS PLC,LAMB.N0000,0.1392
2012-4,LION BREWERY (CEYLON) PLC,LION.N0000,0.1515
2012-4,LANKA MILK FOODS (CWE) PLC,LMF.N0000,0.3435
2012-4,LAKE HOUSE PRINTERS & PUBLISHERS PLC,LPRT.N0000,0.3299
2012-4,MERCHANT BANK OF SRI LANKA & FINANCE PLC,MBSL.N0000,0.2786
