Public Holding 2016 Q1 (DATA as per latest CSE records),,,
QUARTER,COMPANY NAME,SECURITY ID,PUBLIC FLOAT
2016 - 1,BROWNS HYDRO POWER PLC,HPFL.N0000,0.1761
2016 - 1,BROWNS INVESTMENTS PLC,BIL.N0000,0.2431
2016 - 1,BUKIT DARAH PLC,BUKI.N0000,0.2304
2016 - 1,C I C HOLDINGS PLC,CIC.N0000,0.4211
2016 - 1,C I C HOLDINGS PLC,CIC.X0000,0.8906
2016 - 1,C M HOLDINGS PLC,COLO.N0000,0.2961
2016 - 1,C T HOLDINGS PLC,CTHR.N0000,0.3923
2016 - 1,C T LAND DEVELOPMENT PLC,CTLD.N0000,0.2359
2016 - 1,C. W. MACKIE PLC,CWM.N0000,0.1116
2016 - 1,CARGILLS (CEYLON) PLC,CARG.N0000,0.2082
2016 - 1,CARGO BOAT DEVELOPMENT COMPANY PLC,CABO.N0000,0.3349
2016 - 1,CARSON CUMBERBATCH PLC,CARS.N0000,0.1441
2016 - 1,CENTRAL FINANCE COMPANY PLC,CFIN.N0000,0.5993
2016 - 1,CENTRAL INDUSTRIES PLC,CIND.N0000,0.4673
2016 - 1,CENTRAL INVESTMENTS AND FINANCE PLC,CIFL.N0000,0.7746
2016 - 1,CEYLINCO INSURANCE PLC,CINS.X0000,0.4328
2016 - 1,CEYLINCO INSURANCE PLC,CINS.N0000,0.756
2016 - 1,CEYLON AND FOREIGN TRADES PLC,CFT.N0000,0.1696
2016 - 1,CEYLON BEVERAGE HOLDINGS PLC,BREW.N0000,0.1661
2016 - 1,CEYLON COLD STORES PLC,CCS.N0000,0.185
2016 - 1,CEYLON GRAIN ELEVATORS PLC,GRAN.N0000,0.5454
2016 - 1,CEYLON GUARDIAN INVESTMENT TRUST PLC,GUAR.N0000,0.3251
2016 - 1,CEYLON HOSPITALS PLC,CHL.N0000,0.232
2016 - 1,CEYLON HOSPITALS PLC,CHL.X0000,0.9522
2016 - 1,CEYLON HOTELS CORPORATION PLC,CHOT.N0000,0.3103
2016 - 1,CEYLON INVESTMENT PLC,CINV.N0000,0.3519
2016 - 1,CEYLON LEATHER PRODUCTS PLC,CLPL.W0013,0.2635
2016 - 1,CEYLON LEATHER PRODUCTS PLC,CLPL.N0000,0.0447
2016 - 1,CEYLON LEATHER PRODUCTS PLC,CLPL.W0014,0.2635
2016 - 1,CEYLON PRINTERS PLC,CPRT.N0000,0.4838
2016 - 1,CEYLON TEA BROKERS PLC,CTBL.N0000,0.1489
2016 - 1,CEYLON TEA SERVICES PLC,CTEA.N0000,0.1282
2016 - 1,CEYLON TOBACCO COMPANY PLC,CTC.N0000,0.1587
2016 - 1,CHEMANEX PLC,CHMX.N0000,0.3623
2016 - 1,CHEVRON LUBRICANTS  LANKA  PLC,LLUB.N0000,0.49
2016 - 1,CHILAW FINANCE PLC,CFL.N0000,0.144
2016 - 1,CITIZENS DEVELOPMENT BUSINESS FINANCE PLC,CDB.N0000,0.2974
2016 - 1,CITIZENS DEVELOPMENT BUSINESS FINANCE PLC,CDB.X0000,0.8678
2016 - 1,CITRUS LEISURE PLC,REEF.W0018,0.6223
2016 - 1,CITRUS LEISURE PLC,REEF.N0000,0.5879
2016 - 1,CITRUS LEISURE PLC,REEF.W0019,0.6223
2016 - 1,CITY HOUSING & REAL ESTATE COMPANY PLC,CHOU.N0000,0.4742
2016 - 1,COLOMBO CITY HOLDINGS PLC,PHAR.N0000,0.336
2016 - 1,COLOMBO DOCKYARD PLC,DOCK.N0000,0.4894
2016 - 1,COLOMBO FORT INVESTMENTS PLC,CFI.N0000,0.2327
2016 - 1,COLOMBO INVESTMENT TRUST PLC,CIT.N0000,0.1195
2016 - 1,COLOMBO LAND AND DEVELOPMENT COMPANY PLC,CLND.N0000,0.2779
2016 - 1,COLOMBO TRUST FINANCE PLC,CALF.N0000,0.1478
2016 - 1,COMMERCIAL BANK OF CEYLON PLC,COMB.N0000,0.9964
2016 - 1,COMMERCIAL BANK OF CEYLON PLC,COMB.X0000,0.9979
2016 - 1,COMMERCIAL CREDIT AND FINANCE PLC,COCR.N0000,0.1539
2016 - 1,COMMERCIAL DEVELOPMENT COMPANY PLC,COMD.N0000,0.0572
2016 - 1,COMMERCIAL LEASING & FINANCE PLC,CLC.N0000,0.0107
2016 - 1,CONVENIENCE FOODS LANKA PLC,SOY.N0000,0.2862
2016 - 1,DANKOTUWA PORCELAIN PLC,DPL.N0000,0.2221
2016 - 1,DFCC BANK PLC,DFCC.N0000,0.6334
2016 - 1,DIALOG AXIATA PLC,DIAL.N0000,0.1668
2016 - 1,DIESEL & MOTOR ENGINEERING PLC,DIMO.N0000,0.5342
2016 - 1,DIPPED PRODUCTS PLC,DIPD.N0000,0.4186
2016 - 1,DISTILLERIES COMPANY OF SRI LANKA PLC,DIST.N0000,0.4234
2016 - 1,DOLPHIN HOTELS PLC,STAF.N0000,0.2601
2016 - 1,DUNAMIS CAPITAL PLC,CSEC.N0000,0.2884
2016 - 1,E - CHANNELLING PLC,ECL.N0000,0.1241
2016 - 1,E B CREASY & COMPANY PLC,EBCR.N0000,0.2588
2016 - 1,EAST WEST PROPERTIES PLC,EAST.N0000,0.1548
2016 - 1,EASTERN MERCHANTS PLC,EMER.N0000,0.2676
2016 - 1,EDEN HOTEL LANKA PLC,EDEN.N0000,0.4269
2016 - 1,ELPITIYA PLANTATIONS PLC,ELPL.N0000,0.1693
2016 - 1,ENTRUST SECURITIES PLC,ESL.N0000,0.1096
2016 - 1,EQUITY ONE PLC,EQIT.N0000,0.0372
2016 - 1,EQUITY TWO PLC,ETWO.N0000,0.1117
2016 - 1,EXPOLANKA HOLDINGS PLC,EXPO.N0000,0.327
2016 - 1,FINLAYS COLOMBO PLC,JFIN.N0000,0.0294
2016 - 1,FIRST CAPITAL HOLDINGS PLC,CFVF.N0000,0.2502
2016 - 1,GALADARI HOTELS (LANKA) PLC,GHLL.N0000,0.1257
2016 - 1,GESTETNER OF CEYLON PLC,GEST.N0000,0.1928
2016 - 1,GOOD HOPE PLC,GOOD.N0000,0.0548
2016 - 1,GUARDIAN CAPITAL PARTNERS PLC,WAPO.N0000,0.1377
2016 - 1,HAPUGASTENNE PLANTATIONS PLC,HAPU.N0000,0.0817
2016 - 1,HARISCHANDRA MILLS PLC,HARI.N0000,0.4279
2016 - 1,HATTON NATIONAL BANK PLC,HNB.X0000,0.99
2016 - 1,HATTON NATIONAL BANK PLC,HNB.N0000,0.61
2016 - 1,HAYCARB PLC,HAYC.N0000,0.3216
2016 - 1,HAYLEYS FABRIC PLC,MGT.N0000,0.3667
2016 - 1,HAYLEYS FIBRE PLC,HEXP.N0000,0.3482
2016 - 1,HAYLEYS PLC,HAYL.N0000,0.3777
2016 - 1,HEMAS HOLDINGS PLC,HHL.N0000,0.3542
2016 - 1,HIKKADUWA BEACH RESORT PLC,CITH.N0000,0.1115
2016 - 1,HNB ASSURANCE PLC,HASU.N0000,0.3921
2016 - 1,HORANA PLANTATIONS PLC,HOPL.N0000,0.49
2016 - 1,HOTEL DEVELOPERS (LANKA) PLC,HDEV.N0000,0.084
2016 - 1,HOTEL SIGIRIYA PLC,HSIG.N0000,0.3734
2016 - 1,HOUSING DEVELOPMENT FINANCE CORPORATION BANK OF SL,HDFC.N0000,0.3553
2016 - 1,HUEJAY INTERNATIONAL INVESTMENTS PLC,HUEJ.N0000,0.0538
2016 - 1,HUNAS FALLS HOTELS PLC,HUNA.N0000,0.161
2016 - 1,HUNTER & COMPANY PLC,HUNT.N0000,0.2967
2016 - 1,HVA FOODS PLC,HVA.N0000,0.3849
2016 - 1,INDO-MALAY PLC,INDO.N0000,0.0922
2016 - 1,INDUSTRIAL ASPHALTS (CEYLON) PLC,ASPH.N0000,0.2984
2016 - 1,"J.L.MORISON, SON & JONES (CEYLON) PLC",MORI.N0000,0.0989
2016 - 1,"J.L.MORISON, SON & JONES (CEYLON) PLC",MORI.X0000,0.1512
2016 - 1,JANASHAKTHI INSURANCE PLC,JINS.N0000,0.2381
2016 - 1,JOHN KEELLS HOLDINGS PLC,JKH.N0000,0.9849
2016 - 1,JOHN KEELLS HOTELS PLC,KHL.N0000,0.1964
2016 - 1,JOHN KEELLS PLC,JKL.N0000,0.131
2016 - 1,KAHAWATTE  PLANTATIONS  PLC,KAHA.N0000,0.2048
2016 - 1,KALAMAZOO SYSTEMS PLC,KZOO.N0000,0.3
2016 - 1,KALPITIYA BEACH RESORT PLC,CITK.N0000,0.2781
2016 - 1,KEELLS FOOD PRODUCTS PLC,KFP.N0000,0.0838
2016 - 1,KEGALLE  PLANTATIONS  PLC,KGAL.N0000,0.2085
2016 - 1,KELANI CABLES PLC,KCAB.N0000,0.202
2016 - 1,KELANI TYRES PLC,TYRE.N0000,0.5636
2016 - 1,KELANI VALLEY PLANTATIONS PLC,KVAL.N0000,0.2757
2016 - 1,KELSEY DEVELOPMENTS PLC,KDL.N0000,0.1655
2016 - 1,KOTAGALA PLANTATIONS PLC,KOTA.N0000,0.3039
2016 - 1,KOTMALE HOLDINGS PLC,LAMB.N0000,0.0419
2016 - 1,KURUWITA TEXTILE MILLS PLC,KURU.N0000,0.1974
2016 - 1,LAKE HOUSE PRINTERS & PUBLISHERS PLC,LPRT.N0000,0.31
2016 - 1,LANKA ALUMINIUM INDUSTRIES PLC,LALU.N0000,0.4985
2016 - 1,LANKA ASHOK LEYLAND PLC,ASHO.N0000,0.1468
2016 - 1,LANKA CEMENT PLC,LCEM.N0000,0.25
2016 - 1,LANKA CENTURY INVESTMENTS PLC,GREG.N0000,0.1924
2016 - 1,LANKA CENTURY INVESTMENTS PLC,GREG.W0001,0.0497
2016 - 1,LANKA CENTURY INVESTMENTS PLC,GREG.W0006,0.6943
2016 - 1,LANKA CENTURY INVESTMENTS PLC,GREG.W0003,0.0804
2016 - 1,LANKA CERAMIC PLC,CERA.N0000,0.1957
2016 - 1,LANKA IOC PLC,LIOC.N0000,0.2488
2016 - 1,LANKA MILK FOODS (CWE) PLC,LMF.N0000,0.3435
2016 - 1,LANKA ORIX LEASING COMPANY PLC,LOLC.N0000,0.155
2016 - 1,LANKA TILES PLC,TILE.N0000,0.2916
2016 - 1,LANKA VENTURES PLC,LVEN.N0000,0.2041
2016 - 1,LANKA WALLTILE PLC,LWL.N0000,0.2988
2016 - 1,LANKEM CEYLON PLC,LCEY.N0000,0.1721
2016 - 1,LANKEM DEVELOPMENTS PLC,LDEV.N0000,0.3193
2016 - 1,LAUGFS GAS PLC,LGL.N0000,0.2526
2016 - 1,LAUGFS GAS PLC,LGL.X0000,0.653
2016 - 1,LAXAPANA BATTERIES PLC,LITE.N0000,0.3627
2016 - 1,LB FINANCE PLC,LFIN.N0000,0.2273
2016 - 1,LEE HEDGES PLC,SHAW.N0000,0.4189
2016 - 1,LION BREWERY (CEYLON) PLC,LION.N0000,0.1392
2016 - 1,LOLC FINANCE PLC,LOFC.N0000,0.1
2016 - 1,LUCKY LANKA MILK PROCESSING COMPANY PLC,LLMP.N0000,0.2405
2016 - 1,LUCKY LANKA MILK PROCESSING COMPANY PLC,LLMP.X0000,1
2016 - 1,MACKWOODS ENERGY PLC,MEL.N0000,0.139
2016 - 1,MADULSIMA  PLANTATIONS  PLC,MADU.N0000,0.0652
2016 - 1,MAHAWELI REACH HOTELS PLC,MRH.N0000,0.2449
2016 - 1,MALWATTE VALLEY PLANTATION PLC,MAL.X0000,0.1887
2016 - 1,MALWATTE VALLEY PLANTATION PLC,MAL.N0000,0.3302
2016 - 1,MARAWILA  RESORTS  PLC,MARA.N0000,0.3486
2016 - 1,MASKELIYA PLANTATIONS PLC,MASK.N0000,0.1659
2016 - 1,MERCANTILE INVESTMENTS AND FINANCE PLC,MERC.N0000,0.1087
2016 - 1,MERCANTILE SHIPPING COMPANY PLC,MSL.N0000,0.211
2016 - 1,MERCHANT BANK OF SRI LANKA & FINANCE PLC,MBSL.N0000,0.2551
2016 - 1,METROPOLITAN  RESOURCE  HOLDINGS  PLC,MPRH.N0000,0.2102
2016 - 1,MILLENNIUM HOUSING DEVELOPERS PLC,MHDL.N0000,0.1698
2016 - 1,MIRAMAR BEACH HOTELS PLC,MIRA.N0000,0.2973
2016 - 1,MTD WALKERS PLC,KAPI.N0000,0.0922
2016 - 1,MULLER & PHIPPS (CEYLON) PLC,MULL.N0000,0.486
2016 - 1,N D B CAPITAL HOLDINGS PLC,CDIC.N0000,0.0038
2016 - 1,NAMAL ACUITY VALUE FUND,NAVF.U0000,0.116
2016 - 1,NAMUNUKULA PLANTATIONS PLC,NAMU.N0000,0.1925
2016 - 1,NATION LANKA FINANCE PLC,CSF.W0021,0.5671
2016 - 1,NATION LANKA FINANCE PLC,CSF.N0000,0.3973
2016 - 1,NATIONAL DEVELOPMENT BANK PLC,NDB.N0000,0.903
2016 - 1,NATIONS TRUST BANK PLC,NTB.N0000,0.3485
2016 - 1,NAWALOKA HOSPITALS PLC,NHL.N0000,0.1249
2016 - 1,NESTLE LANKA PLC,NEST.N0000,0.0918
2016 - 1,ODEL PLC,ODEL.N0000,0.063
2016 - 1,OFFICE EQUIPMENT PLC,OFEQ.N0000,0.4132
2016 - 1,ON'ALLY HOLDINGS PLC,ONAL.N0000,0.1865
2016 - 1,ORIENT FINANCE PLC,ORIN.N0000,0.1
2016 - 1,ORIENT GARMENTS PLC,OGL.N0000,0.1518
2016 - 1,OVERSEAS REALTY (CEYLON) PLC,OSEA.N0000,0.1747
2016 - 1,PALM GARDEN HOTELS PLC,PALM.N0000,0.1062
2016 - 1,PAN ASIA BANKING CORPORATION PLC,PABC.N0000,0.5194
2016 - 1,PANASIAN POWER PLC,PAP.N0000,0.3246
2016 - 1,PARAGON CEYLON PLC,PARA.N0000,0.6761
2016 - 1,PC HOUSE PLC,PCH.N0000,0.9354
2016 - 1,PC PHARMA PLC,PCP.N0000,0.9822
2016 - 1,PEGASUS HOTELS OF CEYLON PLC,PEG.N0000,0.1001
2016 - 1,PELWATTE SUGAR INDUSTRIES PLC,SUGA.N0000,0.2071
2016 - 1,PEOPLE'S FINANCE PLC,SMLL.N0000,0.0944
2016 - 1,PEOPLE'S INSURANCE PLC,PINS.N0000,0.2498
2016 - 1,PEOPLE'S LEASING & FINANCE PLC,PLC.N0000,0.2483
2016 - 1,PEOPLE`S MERCHANT FINANCE  PLC,PMB.N0000,0.113
2016 - 1,PIRAMAL GLASS CEYLON PLC,GLAS.N0000,0.4354
2016 - 1,PRINTCARE PLC,CARE.N0000,0.4588
2016 - 1,PROPERTY DEVELOPMENT PLC,PDL.N0000,0.0445
2016 - 1,RADIANT GEMS INTERNATIONAL PLC,RGEM.N0000,0.9543
2016 - 1,RAIGAM WAYAMBA SALTERNS PLC,RWSL.N0000,0.1459
2016 - 1,RAMBODA FALLS PLC,RFL.N0000,0.2837
2016 - 1,REGNIS (LANKA) PLC,REG.N0000,0.4093
2016 - 1,RENUKA AGRI FOODS PLC,RAL.N0000,0.3286
2016 - 1,RENUKA CITY HOTELS PLC.,RENU.N0000,0.2792
2016 - 1,RENUKA FOODS PLC,COCO.N0000,0.271
2016 - 1,RENUKA FOODS PLC,COCO.X0000,0.6898
2016 - 1,RENUKA HOLDINGS PLC,RHL.X0000,0.9414
2016 - 1,RENUKA HOLDINGS PLC,RHL.N0000,0.4214
2016 - 1,RESUS ENERGY PLC,HPWR.N0000,0.4028
2016 - 1,RICHARD PIERIS AND COMPANY PLC,RICH.N0000,0.4292
2016 - 1,RICHARD PIERIS EXPORTS PLC,REXP.N0000,0.1974
2016 - 1,RIVERINA HOTELS PLC,BHR.N0000,0.2549
2016 - 1,ROYAL CERAMICS LANKA PLC,RCL.N0000,0.4745
2016 - 1,ROYAL PALMS BEACH HOTELS PLC,RPBH.N0000,0.1308
2016 - 1,S M B LEASING PLC,SEMB.N0000,0.8365
2016 - 1,S M B LEASING PLC,SEMB.X0000,1
2016 - 1,SAMPATH BANK PLC,SAMP.N0000,0.8332
2016 - 1,SAMSON INTERNATIONAL PLC,SIL.N0000,0.4241
2016 - 1,SANASA DEVELOPMENT BANK PLC,SDB.N0000,0.9999
2016 - 1,SATHOSA MOTORS PLC,SMOT.N0000,0.1545
2016 - 1,SELINSING PLC,SELI.N0000,0.0378
2016 - 1,SENKADAGALA FINANCE COMPANY PLC,SFCL.N0000,0.216
2016 - 1,SERENDIB ENGINEERING GROUP PLC,IDL.N0000,0.2376
2016 - 1,SERENDIB HOTELS PLC,SHOT.N0000,0.2001
2016 - 1,SERENDIB HOTELS PLC,SHOT.X0000,0.2664
2016 - 1,SERENDIB LAND PLC,SLND.N0000,0.0758
2016 - 1,SEYLAN BANK PLC,SEYB.N0000,0.5428
2016 - 1,SEYLAN BANK PLC,SEYB.X0000,0.5596
2016 - 1,SEYLAN DEVELOPMENTS PLC,CSD.N0000,0.2955
2016 - 1,SHALIMAR (MALAY) PLC.,SHAL.N0000,0.0073
2016 - 1,SIERRA CABLES PLC,SIRA.N0000,0.3755
2016 - 1,SIGIRIYA VILLAGE HOTELS PLC,SIGV.N0000,0.3299
2016 - 1,SINGER (SRI LANKA) PLC,SINS.N0000,0.1389
2016 - 1,SINGER FINANCE LANKA PLC,SFIN.N0000,0.1955
2016 - 1,SINGER INDUSTRIES (CEYLON) PLC,SINI.N0000,0.1644
2016 - 1,SINGHE HOSPITALS PLC,SINH.N0000,0.2533
2016 - 1,SINHAPUTHRA FINANCE PLC,SFL.N0000,0.497
2016 - 1,SOFTLOGIC CAPITAL PLC,SCAP.N0000,0.2648
2016 - 1,SOFTLOGIC FINANCE PLC,CRL.N0000,0.362
2016 - 1,SOFTLOGIC HOLDINGS PLC,SHL.N0000,0.2845
2016 - 1,SRI LANKA TELECOM PLC,SLTL.N0000,0.0552
2016 - 1,STANDARD CAPITAL PLC,SING.N0000,0.2473
2016 - 1,SUMMIT FINANCE PLC,GSF.N0000,0.2446
2016 - 1,SUNSHINE HOLDINGS PLC,SUN.N0000,0.066
2016 - 1,SWADESHI INDUSTRIAL WORKS  PLC,SWAD.N0000,0.4644
2016 - 1,SWARNAMAHAL FINANCIAL SERVICES PLC,SFS.N0000,0.1
2016 - 1,SWISSTEK (CEYLON) PLC,PARQ.N0000,0.3202
2016 - 1,TAL LANKA HOTELS PLC,TAJ.N0000,0.1724
2016 - 1,TALAWAKELLE TEA ESTATES PLC,TPL.N0000,0.2027
2016 - 1,TANGERINE BEACH HOTELS PLC,TANG.N0000,0.3558
2016 - 1,TAPROBANE HOLDINGS PLC,TAP.N0000,0.0082
2016 - 1,TEA SMALLHOLDER FACTORIES PLC,TSML.N0000,0.3303
2016 - 1,TESS AGRO PLC,TESS.N0000,0.4939
2016 - 1,TESS AGRO PLC,TESS.X0000,0.8517
2016 - 1,TEXTURED JERSEY LANKA PLC,TJL.N0000,0.4017
2016 - 1,THE  LIGHTHOUSE  HOTEL  PLC,LHL.N0000,0.3254
2016 - 1,THE AUTODROME PLC,AUTO.N0000,0.2295
2016 - 1,THE COLOMBO FORT LAND AND BUILDING PLC,CFLB.N0000,0.3269
2016 - 1,THE FINANCE COMPANY PLC,TFC.N0000,0.629
2016 - 1,THE FINANCE COMPANY PLC,TFC.X0000,1
2016 - 1,THE FORTRESS RESORTS PLC,RHTL.N0000,0.1817
2016 - 1,THE KANDY HOTELS COMPANY (1938) PLC,KHC.N0000,0.0905
2016 - 1,THE KINGSBURY PLC,SERV.N0000,0.3873
2016 - 1,THE LANKA HOSPITALS CORPORATION PLC,LHCL.N0000,0.1673
2016 - 1,THE NUWARA ELIYA HOTELS COMPANY PLC,NEH.N0000,0.1084
2016 - 1,THREE ACRE FARMS PLC,TAFL.N0000,0.2779
2016 - 1,TOKYO CEMENT COMPANY (LANKA) PLC,TKYO.N0000,0.255
2016 - 1,TOKYO CEMENT COMPANY (LANKA) PLC,TKYO.X0000,1
2016 - 1,TOUCHWOOD INVESTMENTS PLC,TWOD.N0000,0.9065
2016 - 1,TRADE FINANCE AND INVESTMENTS PLC,TFIL.N0000,0.0165
2016 - 1,TRANS ASIA HOTELS PLC,TRAN.N0000,0.0765
2016 - 1,UDAPUSSELLAWA  PLANTATIONS PLC,UDPL.N0000,0.0811
2016 - 1,UNION ASSURANCE PLC,UAL.N0000,0.0607
2016 - 1,UNION BANK OF COLOMBO PLC,UBC.N0000,0.219
2016 - 1,UNION CHEMICALS LANKA PLC,UCAR.N0000,0.259
2016 - 1,UNITED MOTORS LANKA PLC,UML.N0000,0.2683
2016 - 1,VALLIBEL FINANCE PLC,VFIN.N0000,0.2495
2016 - 1,VALLIBEL ONE PLC,VONE.N0000,0.1924
2016 - 1,VALLIBEL POWER ERATHNA PLC,VPEL.N0000,0.379
2016 - 1,VIDULLANKA PLC,VLL.N0000,0.1698
2016 - 1,WASKADUWA BEACH RESORT PLC,CITW.N0000,0.1679
2016 - 1,WATAWALA  PLANTATIONS  PLC,WATA.N0000,0.1342
2016 - 1,YORK ARCADE HOLDINGS PLC,YORK.N0000,0.4551
