Public Holding 2018 Q3 (DATA as per latest CSE records),,,
QUARTER,COMPANY_NAME,SECURITY,PUBLIC_FLOAT
2018-3,A I A INSURANCE LANKA PLC,CTCE.N0000,0.0284
2018-3,ABANS ELECTRICALS PLC,ABAN.N0000,0.4719
2018-3,ABANS FINANCE PLC,AFSL.N0000,0.081
2018-3,ABANS PLC,ABNS.N0000,0
2018-3,ACCESS ENGINEERING PLC,AEL.N0000,0.4231
2018-3,ACL CABLES PLC,ACL.N0000,0.3734
2018-3,ACL PLASTICS PLC,APLA.N0000,0.3388
2018-3,ACME PRINTING & PACKAGING PLC,ACME.N0000,0.4912
2018-3,ADAM CAPITAL PLC,PCHH.N0000,0.4431
2018-3,ADAM INVESTMENTS PLC,AINV.N0000,0.2629
2018-3,AGALAWATTE  PLANTATIONS  PLC,AGAL.N0000,0.3878
2018-3,AGSTAR PLC,AGST.N0000,0.1643
2018-3,AGSTAR PLC,AGST.X0000,0.0001
2018-3,AITKEN SPENCE HOTEL HOLDINGS PLC,AHUN.N0000,0.254
2018-3,AITKEN SPENCE PLANTATION MANAGEMENTS PLC,ASPM.N0000,0.1178
2018-3,AITKEN SPENCE PLC,SPEN.N0000,0.461
2018-3,ALLIANCE FINANCE COMPANY PLC,ALLI.N0000,0.5372
2018-3,ALUFAB PLC,ALUF.N0000,0.3739
2018-3,ALUMEX PLC,ALUM.N0000,0.1565
2018-3,AMANA BANK PLC,ABL.N0000,0.4385
2018-3,AMANA TAKAFUL LIFE PLC,ATLL.N0000,0.177
2018-3,AMANA TAKAFUL PLC,ATL.N0000,0.4244
2018-3,AMAYA LEISURE PLC,CONN.N0000,0.2077
2018-3,AMBEON CAPITAL PLC,TAP.N0000,0.0261
2018-3,AMBEON HOLDINGS PLC,GREG.W0003,0.0804
2018-3,AMBEON HOLDINGS PLC,GREG.W0006,0.6943
2018-3,AMBEON HOLDINGS PLC,GREG.N0000,0.1789
2018-3,AMBEON HOLDINGS PLC,GREG.W0001,0.0497
2018-3,AMW CAPITAL LEASING AND FINANCE PLC,AMCL.N0000,0.1
2018-3,ANILANA HOTELS AND PROPERTIES PLC,ALHP.N0000,0.6024
2018-3,ARPICO FINANCE COMPANY PLC,ARPI.N0000,0.0597
2018-3,ARPICO INSURANCE PLC,AINS.N0000,0.1001
2018-3,ASIA ASSET FINANCE PLC,AAF.N0000,0.3983
2018-3,ASIA CAPITAL PLC,ACAP.N0000,0.1342
2018-3,ASIA SIYAKA COMMODITIES LIMITED,ASIY.N0000,0.3412
2018-3,ASIAN HOTELS AND PROPERTIES PLC,AHPL.N0000,0.2144
2018-3,ASIRI CENTRAL HOSPITALS PLC,ASHA.N0000,0.0068
2018-3,ASIRI HOSPITAL HOLDINGS PLC,ASIR.N0000,0.1952
2018-3,ASIRI SURGICAL HOSPITAL PLC,AMSL.N0000,0.2161
2018-3,ASSOCIATED MOTOR FINANCE COMPANY PLC,AMF.N0000,0.1024
2018-3,B P P L HOLDINGS PLC ,BPPL.N0000,0.1
2018-3,BAIRAHA FARMS PLC,BFL.N0000,0.6292
2018-3,BALANGODA  PLANTATIONS  PLC,BALA.N0000,0.4137
2018-3,BANK OF CEYLON,BOC.N0000,0
