rank,source_id,display_name,family,probe_type,recommendation,total_score,reachable,status_code,has_cse_coverage,has_2026_dates,has_verifiable_dates,has_report_date,has_per_row_dates,observed_dates,required_fields_present,current_snapshot,recommendation_reason,url
1,yahoo_comb_chart,Yahoo Finance COMB-N0000.CM chart API,ohlcv,api,accepted_candidate,12.7,True,200,True,True,True,False,True,2025-12-31;2026-01-02;2026-01-05;2026-01-06;2026-01-07;2026-01-08;2026-01-09;2026-01-12;2026-01-13;2026-01-14;2026-01-16;2026-01-19;2026-01-20;2026-01-21;2026-01-22;2026-01-23;2026-01-26;2026-01-27;2026-01-28;2026-01-29,True,False,date-bearing OHLCV source worth an ingestion adapter,https://query1.finance.yahoo.com/v8/finance/chart/COMB-N0000.CM?period1=1767139200&period2=1780185600&interval=1d
