symbol,yahoo_symbol,status_code,bar_count,first_date,last_date,has_2026_rows,invalid_ohlc_rows,latest_close,error
TILE.N0000,TILE-N0000.CM,200,104,2026-01-02,2026-05-29,True,1,49.599998474121094,
TJL.N0000,TJL-N0000.CM,200,104,2026-01-02,2026-05-29,True,1,37.70000076293945,
TKYO.N0000,TKYO-N0000.CM,200,104,2026-01-02,2026-05-29,True,0,108.0,
TKYO.X0000,TKYO-X0000.CM,200,104,2026-01-02,2026-05-29,True,1,88.69999694824219,
TPL.N0000,TPL-N0000.CM,200,104,2026-01-02,2026-05-29,True,0,140.75,
TRAN.N0000,TRAN-N0000.CM,200,104,2026-01-02,2026-05-29,True,2,56.5,
TSML.N0000,TSML-N0000.CM,200,104,2026-01-02,2026-05-29,True,1,46.5,
TYRE.N0000,TYRE-N0000.CM,200,104,2026-01-02,2026-05-29,True,1,89.0999984741211,
UAL.N0000,UAL-N0000.CM,200,104,2026-01-02,2026-05-29,True,0,79.80000305175781,
UBC.N0000,UBC-N0000.CM,200,104,2026-01-02,2026-05-29,True,1,14.399999618530273,
UBF.N0000,UBF-N0000.CM,200,104,2026-01-02,2026-05-29,True,1,3.0,
UCAR.N0000,UCAR-N0000.CM,200,104,2026-01-02,2026-05-29,True,3,1732.0,
UDPL.N0000,UDPL-N0000.CM,200,104,2026-01-02,2026-05-29,True,2,162.0,
UML.N0000,UML-N0000.CM,200,105,2026-01-02,2026-05-29,True,1,37.0,
VFIN.N0000,VFIN-N0000.CM,200,104,2026-01-02,2026-05-29,True,1,100.0,
VLL.N0000,VLL-N0000.CM,200,104,2026-01-02,2026-05-29,True,1,22.899999618530273,
VLL.X0000,VLL-X0000.CM,200,104,2026-01-02,2026-05-29,True,1,18.299999237060547,
VONE.N0000,VONE-N0000.CM,200,104,2026-01-02,2026-05-29,True,1,108.75,
VPEL.N0000,VPEL-N0000.CM,200,104,2026-01-02,2026-05-29,True,1,16.399999618530273,
WAPO.N0000,WAPO-N0000.CM,200,104,2026-01-02,2026-05-29,True,1,33.75,
WATA.N0000,WATA-N0000.CM,200,104,2026-01-02,2026-05-29,True,1,45.70000076293945,
WIND.N0000,WIND-N0000.CM,200,104,2026-01-02,2026-05-29,True,1,47.79999923706055,
WLTH.N0000,WLTH-N0000.CM,404,0,,,False,0,,HTTP status 404
YORK.N0000,YORK-N0000.CM,200,105,2026-01-01,2026-05-29,True,0,17.299999237060547,
