DAILY HIGH LOW AND CLOSING PRICE OF 02ND JANUARY TO 31ST DECEMBER 2012,,,,,,,,,,
Company Id,:  AAF,Security,Type :  N,Sub Type,:  0000,,,,,
Short Name,:  ASIA ASSET,,,,,,,,,
Day,Date High,High (Rs.),Date Low,Low (Rs.),Closing (Rs.),Trades(No.),Shares(No.),Turnover(Rs.),Last Traded,Days Traded 
2012-02-24 00:00:00,2012-02-24 00:00:00,4.5,2012-02-24 00:00:00,4.4,4.4,51,172805,765397.5,2012-02-24 00:00:00,1
2012-02-27 00:00:00,2012-02-27 00:00:00,4.6,2012-02-27 00:00:00,4.2,4.3,72,253172,1112913.8,2012-02-27 00:00:00,1
2012-02-28 00:00:00,2012-02-28 00:00:00,4.4,2012-02-28 00:00:00,4.1,4.1,47,208596,875183.1,2012-02-28 00:00:00,1
2012-02-29 00:00:00,2012-02-29 00:00:00,4.4,2012-02-29 00:00:00,4.1,4.2,60,264500,1109479,2012-02-29 00:00:00,1
2012-03-01 00:00:00,2012-03-01 00:00:00,4.3,2012-03-01 00:00:00,4,4.1,55,212910,878062,2012-03-01 00:00:00,1
2012-03-02 00:00:00,2012-03-02 00:00:00,4.2,2012-03-02 00:00:00,4,4.1,72,474102,1922318.4,2012-03-02 00:00:00,1
2012-03-05 00:00:00,2012-03-05 00:00:00,4.2,2012-03-05 00:00:00,4,4,28,129202,523138.3,2012-03-05 00:00:00,1
2012-03-06 00:00:00,2012-03-06 00:00:00,4.1,2012-03-06 00:00:00,4,4,59,215310,868271,2012-03-06 00:00:00,1
2012-03-08 00:00:00,2012-03-08 00:00:00,4.2,2012-03-08 00:00:00,4,4.1,51,409898,1669523.6,2012-03-08 00:00:00,1
2012-03-09 00:00:00,2012-03-09 00:00:00,4.1,2012-03-09 00:00:00,4,4,35,143950,583195,2012-03-09 00:00:00,1
2012-03-12 00:00:00,2012-03-12 00:00:00,4.1,2012-03-12 00:00:00,4,4,74,600254,2401816,2012-03-12 00:00:00,1
2012-03-13 00:00:00,2012-03-13 00:00:00,4.1,2012-03-13 00:00:00,4,4,44,362646,1450584.1,2012-03-13 00:00:00,1
2012-03-14 00:00:00,2012-03-14 00:00:00,4.1,2012-03-14 00:00:00,4,4,26,128555,514230,2012-03-14 00:00:00,1
2012-03-15 00:00:00,2012-03-15 00:00:00,4.1,2012-03-15 00:00:00,4,4,29,315466,1261956,2012-03-15 00:00:00,1
2012-03-16 00:00:00,2012-03-16 00:00:00,4.1,2012-03-16 00:00:00,4,4.1,14,81023,325094.2,2012-03-16 00:00:00,1
2012-03-19 00:00:00,2012-03-19 00:00:00,4.1,2012-03-19 00:00:00,4,4,54,163158,655152.4,2012-03-19 00:00:00,1
2012-03-20 00:00:00,2012-03-20 00:00:00,4.1,2012-03-20 00:00:00,3.9,3.9,43,330301,1317674.1,2012-03-20 00:00:00,1
2012-03-21 00:00:00,2012-03-21 00:00:00,4.2,2012-03-21 00:00:00,3.9,4,163,790650,3202725,2012-03-21 00:00:00,1
2012-03-22 00:00:00,2012-03-22 00:00:00,4,2012-03-22 00:00:00,3.9,4,28,196304,769886,2012-03-22 00:00:00,1
2012-03-23 00:00:00,2012-03-23 00:00:00,4.1,2012-03-23 00:00:00,3.9,4,52,166046,665194,2012-03-23 00:00:00,1
2012-03-26 00:00:00,2012-03-26 00:00:00,4.2,2012-03-26 00:00:00,4,4,109,671689,2762302.6,2012-03-26 00:00:00,1
2012-03-27 00:00:00,2012-03-27 00:00:00,4.1,2012-03-27 00:00:00,3.9,3.9,60,276653,1103895.5,2012-03-27 00:00:00,1
2012-03-28 00:00:00,2012-03-28 00:00:00,4,2012-03-28 00:00:00,3.9,3.9,42,145289,566927.1,2012-03-28 00:00:00,1
2012-03-29 00:00:00,2012-03-29 00:00:00,4,2012-03-29 00:00:00,3.8,3.9,31,126483,495432,2012-03-29 00:00:00,1
2012-03-30 00:00:00,2012-03-30 00:00:00,4,2012-03-30 00:00:00,3.8,3.9,46,242027,943198,2012-03-30 00:00:00,1
2012-04-02 00:00:00,2012-04-02 00:00:00,3.9,2012-04-02 00:00:00,3.8,3.8,26,213000,827800,2012-04-02 00:00:00,1
2012-04-03 00:00:00,2012-04-03 00:00:00,4,2012-04-03 00:00:00,3.7,3.7,43,480811,1841572.4,2012-04-03 00:00:00,1
2012-04-04 00:00:00,2012-04-04 00:00:00,3.9,2012-04-04 00:00:00,3.6,3.7,60,298101,1104063.8,2012-04-04 00:00:00,1
2012-04-05 00:00:00,2012-04-05 00:00:00,3.8,2012-04-05 00:00:00,3.6,3.7,17,28802,105487.6,2012-04-05 00:00:00,1
2012-04-09 00:00:00,2012-04-09 00:00:00,3.7,2012-04-09 00:00:00,3.6,3.7,53,97510,353417,2012-04-09 00:00:00,1
2012-04-10 00:00:00,2012-04-10 00:00:00,3.8,2012-04-10 00:00:00,3.6,3.7,37,2189019,7994806.4,2012-04-10 00:00:00,1
2012-04-11 00:00:00,2012-04-11 00:00:00,3.8,2012-04-11 00:00:00,3.6,3.7,34,40551,150168.7,2012-04-11 00:00:00,1
2012-04-16 00:00:00,2012-04-16 00:00:00,3.8,2012-04-16 00:00:00,3.7,3.8,25,16250,60920,2012-04-16 00:00:00,1
2012-04-17 00:00:00,2012-04-17 00:00:00,3.7,2012-04-17 00:00:00,3.5,3.6,71,479400,1705161,2012-04-17 00:00:00,1
2012-04-18 00:00:00,2012-04-18 00:00:00,3.6,2012-04-18 00:00:00,3.4,3.5,103,509044,1780794,2012-04-18 00:00:00,1
2012-04-19 00:00:00,2012-04-19 00:00:00,3.6,2012-04-19 00:00:00,3.4,3.6,33,157190,551570,2012-04-19 00:00:00,1
2012-04-20 00:00:00,2012-04-20 00:00:00,3.7,2012-04-20 00:00:00,3.5,3.5,47,133945,481342,2012-04-20 00:00:00,1
2012-04-23 00:00:00,2012-04-23 00:00:00,3.7,2012-04-23 00:00:00,3.5,3.5,29,68226,240091,2012-04-23 00:00:00,1
2012-04-24 00:00:00,2012-04-24 00:00:00,3.6,2012-04-24 00:00:00,3.4,3.4,41,171686,590321,2012-04-24 00:00:00,1
