DAILY HIGH LOW AND CLOSING PRICE OF 02ND JANUARY TO 31ST DECEMBER 2012,,,,,,,,,,
Company Id,:  AAF,Security,Type :  N,Sub Type,:  0000,,,,,
Short Name,:  ASIA ASSET,,,,,,,,,
Day,Date High,High (Rs.),Date Low,Low (Rs.),Closing (Rs.),Trades(No.),Shares(No.),Turnover(Rs.),Last Traded,Days Traded 
2012-06-26 00:00:00,2012-06-26 00:00:00,6.3,2012-06-26 00:00:00,6.1,6.2,16,34721,214250.3,2012-06-26 00:00:00,1
2012-06-27 00:00:00,2012-06-27 00:00:00,6.2,2012-06-27 00:00:00,6.1,6.2,21,31089,192100.6,2012-06-27 00:00:00,1
2012-06-28 00:00:00,2012-06-28 00:00:00,6.3,2012-06-28 00:00:00,6,6.1,29,5045219,31275574,2012-06-28 00:00:00,1
2012-06-29 00:00:00,2012-06-29 00:00:00,6.4,2012-06-29 00:00:00,6.1,6.2,59,6445872,39375441.1,2012-06-29 00:00:00,1
2012-07-02 00:00:00,2012-07-02 00:00:00,6.4,2012-07-02 00:00:00,6.2,6.3,11,11960,74209,2012-07-02 00:00:00,1
2012-07-04 00:00:00,2012-07-04 00:00:00,6.3,2012-07-04 00:00:00,6.1,6.2,12,39060,241873,2012-07-04 00:00:00,1
2012-07-05 00:00:00,2012-07-05 00:00:00,6.2,2012-07-05 00:00:00,6.1,6.2,32,13718741,85052844.7,2012-07-05 00:00:00,1
2012-07-06 00:00:00,2012-07-06 00:00:00,6.2,2012-07-06 00:00:00,6.1,6.1,20,81835,499557,2012-07-06 00:00:00,1
2012-07-09 00:00:00,2012-07-09 00:00:00,6.2,2012-07-09 00:00:00,6,6,10,33110,204132,2012-07-09 00:00:00,1
2012-07-10 00:00:00,2012-07-10 00:00:00,6.2,2012-07-10 00:00:00,6.1,6.1,14,45586,278120.7,2012-07-10 00:00:00,1
2012-07-11 00:00:00,2012-07-11 00:00:00,6.1,2012-07-11 00:00:00,6,6,17,42605,256440,2012-07-11 00:00:00,1
2012-07-12 00:00:00,2012-07-12 00:00:00,6.1,2012-07-12 00:00:00,6,6,30,327578,1965880.2,2012-07-12 00:00:00,1
2012-07-13 00:00:00,2012-07-13 00:00:00,6.1,2012-07-13 00:00:00,6,6,30,151223,908241.6,2012-07-13 00:00:00,1
2012-07-16 00:00:00,2012-07-16 00:00:00,6.1,2012-07-16 00:00:00,6,6.1,10,14430,87710,2012-07-16 00:00:00,1
2012-07-17 00:00:00,2012-07-17 00:00:00,6.1,2012-07-17 00:00:00,6,6.1,18,47434,286431,2012-07-17 00:00:00,1
2012-07-18 00:00:00,2012-07-18 00:00:00,6.2,2012-07-18 00:00:00,6,6,28,20006,121853,2012-07-18 00:00:00,1
2012-07-19 00:00:00,2012-07-19 00:00:00,6.1,2012-07-19 00:00:00,6,6.1,20,74800,454170,2012-07-19 00:00:00,1
2012-07-20 00:00:00,2012-07-20 00:00:00,6.1,2012-07-20 00:00:00,6,6.1,19,238895,1457219.5,2012-07-20 00:00:00,1
2012-07-23 00:00:00,2012-07-23 00:00:00,6.2,2012-07-23 00:00:00,6,6,20,68200,410010,2012-07-23 00:00:00,1
2012-07-24 00:00:00,2012-07-24 00:00:00,6.1,2012-07-24 00:00:00,6,6,24,164230,995140,2012-07-24 00:00:00,1
2012-07-25 00:00:00,2012-07-25 00:00:00,6.1,2012-07-25 00:00:00,6,6,20,118022,710424.1,2012-07-25 00:00:00,1
2012-07-26 00:00:00,2012-07-26 00:00:00,6.1,2012-07-26 00:00:00,6,6,13,4650,28100,2012-07-26 00:00:00,1
2012-07-27 00:00:00,2012-07-27 00:00:00,6.2,2012-07-27 00:00:00,6.1,6.1,31,955700,5829793,2012-07-27 00:00:00,1
2012-07-30 00:00:00,2012-07-30 00:00:00,6.1,2012-07-30 00:00:00,6,6,62,4014700,24089569,2012-07-30 00:00:00,1
2012-07-31 00:00:00,2012-07-31 00:00:00,6.2,2012-07-31 00:00:00,6,6.1,27,50702,305545.5,2012-07-31 00:00:00,1
2012-08-02 00:00:00,2012-08-02 00:00:00,6.1,2012-08-02 00:00:00,6,6,22,105243,633652.3,2012-08-02 00:00:00,1
2012-08-03 00:00:00,2012-08-03 00:00:00,6.1,2012-08-03 00:00:00,6,6,23,51985,312291.5,2012-08-03 00:00:00,1
2012-08-06 00:00:00,2012-08-06 00:00:00,6.1,2012-08-06 00:00:00,6,6,14,4950,29810,2012-08-06 00:00:00,1
2012-08-07 00:00:00,2012-08-07 00:00:00,6.1,2012-08-07 00:00:00,6,6,11,1199850,7199400,2012-08-07 00:00:00,1
2012-08-08 00:00:00,2012-08-08 00:00:00,6.1,2012-08-08 00:00:00,6,6,23,2953770,17722636,2012-08-08 00:00:00,1
2012-08-09 00:00:00,2012-08-09 00:00:00,6.1,2012-08-09 00:00:00,6,6,16,68258,409572,2012-08-09 00:00:00,1
2012-08-10 00:00:00,2012-08-10 00:00:00,6.1,2012-08-10 00:00:00,6,6,17,15920,96077,2012-08-10 00:00:00,1
2012-08-13 00:00:00,2012-08-13 00:00:00,6.1,2012-08-13 00:00:00,5.9,6,28,341013,2047120.1,2012-08-13 00:00:00,1
2012-08-14 00:00:00,2012-08-14 00:00:00,6.1,2012-08-14 00:00:00,6,6,78,5208581,31251497,2012-08-14 00:00:00,1
2012-08-15 00:00:00,2012-08-15 00:00:00,6,2012-08-15 00:00:00,6,6,23,1096570,6579420,2012-08-15 00:00:00,1
2012-08-16 00:00:00,2012-08-16 00:00:00,6,2012-08-16 00:00:00,5.9,6,10,32365,194080,2012-08-16 00:00:00,1
2012-08-17 00:00:00,2012-08-17 00:00:00,6,2012-08-17 00:00:00,5.9,6,16,12776,76121,2012-08-17 00:00:00,1
2012-08-20 00:00:00,2012-08-20 00:00:00,6,2012-08-20 00:00:00,5.9,6,8,23308,139727.2,2012-08-20 00:00:00,1
2012-08-21 00:00:00,2012-08-21 00:00:00,6,2012-08-21 00:00:00,5.9,6,16,55331,331877.9,2012-08-21 00:00:00,1
2012-08-22 00:00:00,2012-08-22 00:00:00,6.2,2012-08-22 00:00:00,5.9,6.1,14,18762,113998.1,2012-08-22 00:00:00,1
2012-08-23 00:00:00,2012-08-23 00:00:00,6.2,2012-08-23 00:00:00,6,6,22,14981,90708.8,2012-08-23 00:00:00,1
2012-08-24 00:00:00,2012-08-24 00:00:00,6.2,2012-08-24 00:00:00,6,6.1,18,21643,129945.6,2012-08-24 00:00:00,1
2012-08-27 00:00:00,2012-08-27 00:00:00,6.2,2012-08-27 00:00:00,6,6.1,14,14895,91029.1,2012-08-27 00:00:00,1
2012-08-28 00:00:00,2012-08-28 00:00:00,6.2,2012-08-28 00:00:00,6.1,6.1,20,19541,119333.2,2012-08-28 00:00:00,1
2012-08-29 00:00:00,2012-08-29 00:00:00,6.2,2012-08-29 00:00:00,6,6,39,201945,1234116.5,2012-08-29 00:00:00,1
2012-08-30 00:00:00,2012-08-30 00:00:00,6.2,2012-08-30 00:00:00,6.1,6.2,22,36710,224194.1,2012-08-30 00:00:00,1
2012-09-03 00:00:00,2012-09-03 00:00:00,6.3,2012-09-03 00:00:00,6.1,6.2,52,488356,3028371.2,2012-09-03 00:00:00,1
2012-09-04 00:00:00,2012-09-04 00:00:00,6.3,2012-09-04 00:00:00,6.1,6.2,60,1116950,6828493,2012-09-04 00:00:00,1
2012-09-05 00:00:00,2012-09-05 00:00:00,6.3,2012-09-05 00:00:00,6,6.1,137,9039588,55160885.5,2012-09-05 00:00:00,1
2012-09-06 00:00:00,2012-09-06 00:00:00,6.3,2012-09-06 00:00:00,6.1,6.2,35,355471,2203294.3,2012-09-06 00:00:00,1
2012-09-07 00:00:00,2012-09-07 00:00:00,6.3,2012-09-07 00:00:00,6.2,6.3,72,389632,2451362.2,2012-09-07 00:00:00,1
2012-09-10 00:00:00,2012-09-10 00:00:00,6.7,2012-09-10 00:00:00,6.3,6.6,173,2206716,14299896.6,2012-09-10 00:00:00,1
2012-09-11 00:00:00,2012-09-11 00:00:00,6.6,2012-09-11 00:00:00,6.5,6.5,84,1017619,6616563.7,2012-09-11 00:00:00,1
2012-09-12 00:00:00,2012-09-12 00:00:00,6.7,2012-09-12 00:00:00,6.5,6.6,69,223966,1472859.6,2012-09-12 00:00:00,1
2012-09-13 00:00:00,2012-09-13 00:00:00,6.7,2012-09-13 00:00:00,6.5,6.6,35,112010,740057,2012-09-13 00:00:00,1
2012-09-14 00:00:00,2012-09-14 00:00:00,7.6,2012-09-14 00:00:00,6.7,7.2,306,9618676,67854465.6,2012-09-14 00:00:00,1
2012-09-17 00:00:00,2012-09-17 00:00:00,7.5,2012-09-17 00:00:00,7.2,7.4,133,348926,2565128.5,2012-09-17 00:00:00,1
2012-09-18 00:00:00,2012-09-18 00:00:00,7.5,2012-09-18 00:00:00,7.2,7.3,76,145654,1067852.4,2012-09-18 00:00:00,1
2012-09-19 00:00:00,2012-09-19 00:00:00,7.4,2012-09-19 00:00:00,7.2,7.4,125,450510,3282687.8,2012-09-19 00:00:00,1
2012-09-20 00:00:00,2012-09-20 00:00:00,7.8,2012-09-20 00:00:00,7.2,7.5,155,10839812,81271588.6,2012-09-20 00:00:00,1
2012-09-21 00:00:00,2012-09-21 00:00:00,8.4,2012-09-21 00:00:00,7.6,8,358,5008772,40358148.3,2012-09-21 00:00:00,1
2012-09-24 00:00:00,2012-09-24 00:00:00,8.8,2012-09-24 00:00:00,7.8,8.6,444,3925369,33070029,2012-09-24 00:00:00,1
2012-09-25 00:00:00,2012-09-25 00:00:00,9.4,2012-09-25 00:00:00,8.4,9,540,15486209,139478631.9,2012-09-25 00:00:00,1
2012-09-26 00:00:00,2012-09-26 00:00:00,9.1,2012-09-26 00:00:00,9,9,109,1705525,15356950.2,2012-09-26 00:00:00,1
2012-09-27 00:00:00,2012-09-27 00:00:00,9.2,2012-09-27 00:00:00,8.8,9.2,238,2149365,19689199.4,2012-09-27 00:00:00,1
2012-09-28 00:00:00,2012-09-28 00:00:00,9.1,2012-09-28 00:00:00,8.7,9,76,475325,4256483.8,2012-09-28 00:00:00,1
2012-10-01 00:00:00,2012-10-01 00:00:00,9.2,2012-10-01 00:00:00,9,9.1,85,21068631,191718607.6,2012-10-01 00:00:00,1
2012-10-02 00:00:00,2012-10-02 00:00:00,9.1,2012-10-02 00:00:00,8.9,9,57,374557,3370839.1,2012-10-02 00:00:00,1
2012-10-03 00:00:00,2012-10-03 00:00:00,9,2012-10-03 00:00:00,8.8,8.8,40,33398,296198.6,2012-10-03 00:00:00,1
2012-10-04 00:00:00,2012-10-04 00:00:00,9,2012-10-04 00:00:00,8.4,8.8,66,204946,1785943.2,2012-10-04 00:00:00,1
2012-10-05 00:00:00,2012-10-05 00:00:00,8.9,2012-10-05 00:00:00,8.7,8.8,58,325721,2863515.6,2012-10-05 00:00:00,1
2012-10-08 00:00:00,2012-10-08 00:00:00,8.9,2012-10-08 00:00:00,8.7,8.7,28,72721,633123,2012-10-08 00:00:00,1
2012-10-09 00:00:00,2012-10-09 00:00:00,8.9,2012-10-09 00:00:00,8.7,8.8,46,1366421,12025834.8,2012-10-09 00:00:00,1
2012-10-10 00:00:00,2012-10-10 00:00:00,8.9,2012-10-10 00:00:00,8.6,8.8,59,741424,6490188.3,2012-10-10 00:00:00,1
2012-10-11 00:00:00,2012-10-11 00:00:00,8.7,2012-10-11 00:00:00,8.4,8.5,35,274857,2357762,2012-10-11 00:00:00,1
2012-10-12 00:00:00,2012-10-12 00:00:00,8.8,2012-10-12 00:00:00,8.5,8.5,48,1253900,11025380.7,2012-10-12 00:00:00,1
2012-10-15 00:00:00,2012-10-15 00:00:00,8.6,2012-10-15 00:00:00,8.3,8.4,41,22279,186823.3,2012-10-15 00:00:00,1
2012-10-16 00:00:00,2012-10-16 00:00:00,8.5,2012-10-16 00:00:00,8.1,8.4,77,233020,1952378.2,2012-10-16 00:00:00,1
2012-10-17 00:00:00,2012-10-17 00:00:00,8.5,2012-10-17 00:00:00,8.2,8.5,72,141871,1197553.6,2012-10-17 00:00:00,1
2012-10-18 00:00:00,2012-10-18 00:00:00,8.5,2012-10-18 00:00:00,8.3,8.4,27,30752,258177,2012-10-18 00:00:00,1
2012-10-19 00:00:00,2012-10-19 00:00:00,8.5,2012-10-19 00:00:00,8.2,8.4,24,9466,78212.8,2012-10-19 00:00:00,1
2012-10-22 00:00:00,2012-10-22 00:00:00,8.3,2012-10-22 00:00:00,8,8.2,51,85341,699165.5,2012-10-22 00:00:00,1
2012-10-23 00:00:00,2012-10-23 00:00:00,8.3,2012-10-23 00:00:00,8,8.1,43,309571,2507645.3,2012-10-23 00:00:00,1
2012-10-24 00:00:00,2012-10-24 00:00:00,8.1,2012-10-24 00:00:00,8,8,18,6771,54293.1,2012-10-24 00:00:00,1
2012-10-25 00:00:00,2012-10-25 00:00:00,8.1,2012-10-25 00:00:00,7.8,8.1,20,6795,54572.5,2012-10-25 00:00:00,1
2012-10-26 00:00:00,2012-10-26 00:00:00,8,2012-10-26 00:00:00,7.9,8,12,22263,178094,2012-10-26 00:00:00,1
2012-10-30 00:00:00,2012-10-30 00:00:00,8.1,2012-10-30 00:00:00,7.8,7.8,30,67660,532181.4,2012-10-30 00:00:00,1
2012-10-31 00:00:00,2012-10-31 00:00:00,8,2012-10-31 00:00:00,7.8,7.8,14,16800,131359,2012-10-31 00:00:00,1
2012-11-01 00:00:00,2012-11-01 00:00:00,8.4,2012-11-01 00:00:00,8,8.2,79,223775,1823688.6,2012-11-01 00:00:00,1
2012-11-02 00:00:00,2012-11-02 00:00:00,8.3,2012-11-02 00:00:00,8,8.1,48,574611,4690481.2,2012-11-02 00:00:00,1
2012-11-05 00:00:00,2012-11-05 00:00:00,8.3,2012-11-05 00:00:00,8.2,8.3,27,189110,1564048,2012-11-05 00:00:00,1
2012-11-06 00:00:00,2012-11-06 00:00:00,8.8,2012-11-06 00:00:00,8.3,8.6,102,373030,3186760.9,2012-11-06 00:00:00,1
2012-11-07 00:00:00,2012-11-07 00:00:00,8.8,2012-11-07 00:00:00,8.5,8.6,23,50336,432478.3,2012-11-07 00:00:00,1
2012-11-08 00:00:00,2012-11-08 00:00:00,8.8,2012-11-08 00:00:00,8.4,8.5,36,62765,530179.5,2012-11-08 00:00:00,1
2012-11-09 00:00:00,2012-11-09 00:00:00,8.6,2012-11-09 00:00:00,8.4,8.5,12,29801,252989.6,2012-11-09 00:00:00,1
2012-11-12 00:00:00,2012-11-12 00:00:00,8.7,2012-11-12 00:00:00,8.4,8.5,24,43700,371475.2,2012-11-12 00:00:00,1
2012-11-14 00:00:00,2012-11-14 00:00:00,8.5,2012-11-14 00:00:00,8.3,8.3,16,34502,286974,2012-11-14 00:00:00,1
2012-11-15 00:00:00,2012-11-15 00:00:00,8.3,2012-11-15 00:00:00,8.2,8.2,17,22685,186183.4,2012-11-15 00:00:00,1
2012-11-16 00:00:00,2012-11-16 00:00:00,8.4,2012-11-16 00:00:00,8.2,8.3,26,92412,760390.2,2012-11-16 00:00:00,1
2012-11-19 00:00:00,2012-11-19 00:00:00,8.4,2012-11-19 00:00:00,8.2,8.4,23,69523,574831.7,2012-11-19 00:00:00,1
2012-11-20 00:00:00,2012-11-20 00:00:00,8.4,2012-11-20 00:00:00,8,8,29,157157,1283836.5,2012-11-20 00:00:00,1
2012-11-21 00:00:00,2012-11-21 00:00:00,8.3,2012-11-21 00:00:00,8,8.1,18,30982,248326,2012-11-21 00:00:00,1
2012-11-22 00:00:00,2012-11-22 00:00:00,8.2,2012-11-22 00:00:00,8,8,10,8301,66639.2,2012-11-22 00:00:00,1
2012-11-23 00:00:00,2012-11-23 00:00:00,8.2,2012-11-23 00:00:00,8,8,30,50551,406410.2,2012-11-23 00:00:00,1
2012-11-26 00:00:00,2012-11-26 00:00:00,8.2,2012-11-26 00:00:00,8,8,28,89110,714530.5,2012-11-26 00:00:00,1
2012-11-28 00:00:00,2012-11-28 00:00:00,8,2012-11-28 00:00:00,8,8,13,57756,462048,2012-11-28 00:00:00,1
2012-11-29 00:00:00,2012-11-29 00:00:00,8.1,2012-11-29 00:00:00,8,8,13,21820,174669,2012-11-29 00:00:00,1
2012-11-30 00:00:00,2012-11-30 00:00:00,8.2,2012-11-30 00:00:00,8,8.1,11,6501,52492,2012-11-30 00:00:00,1
2012-12-03 00:00:00,2012-12-03 00:00:00,8.1,2012-12-03 00:00:00,8,8.1,6,1342,10790.2,2012-12-03 00:00:00,1
2012-12-04 00:00:00,2012-12-04 00:00:00,8.1,2012-12-04 00:00:00,8,8,18,80699,645602.2,2012-12-04 00:00:00,1
2012-12-05 00:00:00,2012-12-05 00:00:00,8.1,2012-12-05 00:00:00,8,8,21,13909,111296.8,2012-12-05 00:00:00,1
2012-12-06 00:00:00,2012-12-06 00:00:00,8.2,2012-12-06 00:00:00,8,8.1,12,11390,92188.6,2012-12-06 00:00:00,1
2012-12-07 00:00:00,2012-12-07 00:00:00,8.2,2012-12-07 00:00:00,8,8.1,14,9374,75889.4,2012-12-07 00:00:00,1
2012-12-10 00:00:00,2012-12-10 00:00:00,8.2,2012-12-10 00:00:00,8,8,35,24011359,192091007,2012-12-10 00:00:00,1
2012-12-11 00:00:00,2012-12-11 00:00:00,8.1,2012-12-11 00:00:00,8,8.1,23,26669,215839.1,2012-12-11 00:00:00,1
2012-12-12 00:00:00,2012-12-12 00:00:00,8.5,2012-12-12 00:00:00,8.1,8.4,31,57711,476934.4,2012-12-12 00:00:00,1
2012-12-13 00:00:00,2012-12-13 00:00:00,8.5,2012-12-13 00:00:00,8.2,8.3,55,173323,1460094.6,2012-12-13 00:00:00,1
2012-12-14 00:00:00,2012-12-14 00:00:00,8.4,2012-12-14 00:00:00,8.1,8.1,46,3166344,25661339.2,2012-12-14 00:00:00,1
2012-12-17 00:00:00,2012-12-17 00:00:00,8.2,2012-12-17 00:00:00,8.1,8.1,12,8308,67315.6,2012-12-17 00:00:00,1
2012-12-18 00:00:00,2012-12-18 00:00:00,8.2,2012-12-18 00:00:00,8,8,46,16630364,133043873,2012-12-18 00:00:00,1
2012-12-19 00:00:00,2012-12-19 00:00:00,8.3,2012-12-19 00:00:00,8,8.2,32,80166,657116.2,2012-12-19 00:00:00,1
2012-12-20 00:00:00,2012-12-20 00:00:00,8.3,2012-12-20 00:00:00,8.2,8.2,9,6590,54082,2012-12-20 00:00:00,1
2012-12-21 00:00:00,2012-12-21 00:00:00,8.4,2012-12-21 00:00:00,8.1,8.3,25,19251,159344.4,2012-12-21 00:00:00,1
2012-12-24 00:00:00,2012-12-24 00:00:00,8.3,2012-12-24 00:00:00,8.1,8.1,8,53470,438290,2012-12-24 00:00:00,1
2012-12-26 00:00:00,2012-12-26 00:00:00,8.4,2012-12-26 00:00:00,8.3,8.4,7,7502,62466.8,2012-12-26 00:00:00,1
2012-12-28 00:00:00,2012-12-28 00:00:00,8.3,2012-12-28 00:00:00,8.2,8.2,8,8892,73494.6,2012-12-28 00:00:00,1
2012-12-31 00:00:00,2012-12-31 00:00:00,8.3,2012-12-31 00:00:00,8.2,8.3,12,5908,48816.6,2012-12-31 00:00:00,1
Company Id,:  DIMO,Security,Type :  N,Sub Type,:  0000,,,,,
Short Name,:  DIMO,,,,,,,,,
Day,Date High,High (Rs.),Date Low,Low (Rs.),Closing (Rs.),Trades(No.),Shares(No.),Turnover(Rs.),Last Traded,Days Traded 
2012-01-03 00:00:00,2012-01-03 00:00:00,1300.1,2012-01-03 00:00:00,1300.1,1300.1,1,200,260020,2012-01-03 00:00:00,1
2012-01-09 00:00:00,2012-01-09 00:00:00,1300,2012-01-09 00:00:00,1290,1290,5,1000,1295000,2012-01-09 00:00:00,1
2012-01-10 00:00:00,2012-01-10 00:00:00,1280,2012-01-10 00:00:00,1276.4,1279.5,6,1400,1790680,2012-01-10 00:00:00,1
2012-01-11 00:00:00,2012-01-11 00:00:00,1279.5,2012-01-11 00:00:00,1267,1269,8,1100,1400100,2012-01-11 00:00:00,1
2012-01-12 00:00:00,2012-01-12 00:00:00,1290,2012-01-12 00:00:00,1261,1286.8,4,900,1158100,2012-01-12 00:00:00,1
2012-01-13 00:00:00,2012-01-13 00:00:00,1276,2012-01-13 00:00:00,1260,1267.2,11,4700,5959100,2012-01-13 00:00:00,1
2012-01-17 00:00:00,2012-01-17 00:00:00,1300,2012-01-17 00:00:00,1270,1277.5,4,1400,1800500,2012-01-17 00:00:00,1
2012-01-18 00:00:00,2012-01-18 00:00:00,1270,2012-01-18 00:00:00,1245.2,1245.6,14,2100,2640120,2012-01-18 00:00:00,1
2012-01-19 00:00:00,2012-01-19 00:00:00,1244,2012-01-19 00:00:00,1244,1244,1,100,124400,2012-01-19 00:00:00,1
2012-01-20 00:00:00,2012-01-20 00:00:00,1246,2012-01-20 00:00:00,1200,1203.5,19,3500,4240060,2012-01-20 00:00:00,1
2012-01-23 00:00:00,2012-01-23 00:00:00,1200,2012-01-23 00:00:00,1195,1200,14,1400,1678000,2012-01-23 00:00:00,1
2012-01-24 00:00:00,2012-01-24 00:00:00,1190.1,2012-01-24 00:00:00,1150,1152.9,25,5100,5893160,2012-01-24 00:00:00,1
2012-01-25 00:00:00,2012-01-25 00:00:00,1150,2012-01-25 00:00:00,1150,1150,1,200,230000,2012-01-25 00:00:00,1
2012-01-26 00:00:00,2012-01-26 00:00:00,1199.9,2012-01-26 00:00:00,1150,1199.9,4,500,580200,2012-01-26 00:00:00,1
2012-01-27 00:00:00,2012-01-27 00:00:00,1250,2012-01-27 00:00:00,1199.9,1240,9,1700,2083160,2012-01-27 00:00:00,1
2012-01-30 00:00:00,2012-01-30 00:00:00,1300,2012-01-30 00:00:00,1241,1275,36,5900,7528730,2012-01-30 00:00:00,1
2012-01-31 00:00:00,2012-01-31 00:00:00,1300,2012-01-31 00:00:00,1260,1267.5,14,2100,2680700,2012-01-31 00:00:00,1
2012-02-01 00:00:00,2012-02-01 00:00:00,1274,2012-02-01 00:00:00,1255,1268.3,4,800,1014600,2012-02-01 00:00:00,1
2012-02-02 00:00:00,2012-02-02 00:00:00,1275,2012-02-02 00:00:00,1274.9,1275,2,300,382490,2012-02-02 00:00:00,1
2012-02-03 00:00:00,2012-02-03 00:00:00,1260,2012-02-03 00:00:00,1245,1254.6,11,2300,2885500,2012-02-03 00:00:00,1
2012-02-06 00:00:00,2012-02-06 00:00:00,1230,2012-02-06 00:00:00,1221,1230,2,200,245100,2012-02-06 00:00:00,1
2012-02-08 00:00:00,2012-02-08 00:00:00,1250,2012-02-08 00:00:00,1230,1233.3,3,600,740000,2012-02-08 00:00:00,1
2012-02-09 00:00:00,2012-02-09 00:00:00,1230,2012-02-09 00:00:00,1186,1189,22,2800,3393840,2012-02-09 00:00:00,1
2012-02-13 00:00:00,2012-02-13 00:00:00,1165,2012-02-13 00:00:00,1075,1075.5,28,3800,4276100,2012-02-13 00:00:00,1
2012-02-14 00:00:00,2012-02-14 00:00:00,1102,2012-02-14 00:00:00,1000,1005.5,42,12400,13121400,2012-02-14 00:00:00,1
2012-02-15 00:00:00,2012-02-15 00:00:00,1000,2012-02-15 00:00:00,950,1000,16,3700,3670400,2012-02-15 00:00:00,1
2012-02-16 00:00:00,2012-02-16 00:00:00,1025,2012-02-16 00:00:00,1000,1012.5,6,1100,1104500,2012-02-16 00:00:00,1
2012-02-17 00:00:00,2012-02-17 00:00:00,1000.3,2012-02-17 00:00:00,1000,1000,19,9200,9201300,2012-02-17 00:00:00,1
2012-02-21 00:00:00,2012-02-21 00:00:00,1030,2012-02-21 00:00:00,1020,1020,5,5200,5305000,2012-02-21 00:00:00,1
2012-02-22 00:00:00,2012-02-22 00:00:00,1030,2012-02-22 00:00:00,1000,1000.7,12,28100,28275700,2012-02-22 00:00:00,1
2012-02-23 00:00:00,2012-02-23 00:00:00,1099.9,2012-02-23 00:00:00,1000.6,1005,8,900,913970,2012-02-23 00:00:00,1
2012-02-24 00:00:00,2012-02-24 00:00:00,1031.1,2012-02-24 00:00:00,1030,1030.5,13,730,752345.1,2012-02-24 00:00:00,1
2012-02-27 00:00:00,2012-02-27 00:00:00,1097.9,2012-02-27 00:00:00,980,1040.1,11,10307,10715240.3,2012-02-27 00:00:00,1
2012-02-28 00:00:00,2012-02-28 00:00:00,1050,2012-02-28 00:00:00,1000,1005.8,9,3158,3183737,2012-02-28 00:00:00,1
2012-02-29 00:00:00,2012-02-29 00:00:00,1040,2012-02-29 00:00:00,1000,1002.3,14,2864,2977849,2012-02-29 00:00:00,1
2012-03-01 00:00:00,2012-03-01 00:00:00,1040,2012-03-01 00:00:00,1000,1002,7,136,137090,2012-03-01 00:00:00,1
2012-03-02 00:00:00,2012-03-02 00:00:00,1020,2012-03-02 00:00:00,1000,1019.9,7,323,329230,2012-03-02 00:00:00,1
2012-03-05 00:00:00,2012-03-05 00:00:00,1025,2012-03-05 00:00:00,980,1018.2,35,4044,4095039.8,2012-03-05 00:00:00,1
2012-03-06 00:00:00,2012-03-06 00:00:00,1040,2012-03-06 00:00:00,1024,1039.6,12,5393,5589205,2012-03-06 00:00:00,1
2012-03-08 00:00:00,2012-03-08 00:00:00,1055,2012-03-08 00:00:00,1040,1040,21,11120,11565100,2012-03-08 00:00:00,1
2012-03-09 00:00:00,2012-03-09 00:00:00,1049,2012-03-09 00:00:00,1000,1009.8,28,9324,9679115,2012-03-09 00:00:00,1
2012-03-12 00:00:00,2012-03-12 00:00:00,1040,2012-03-12 00:00:00,1039.9,1040,18,8300,8631999.5,2012-03-12 00:00:00,1
2012-03-13 00:00:00,2012-03-13 00:00:00,1050,2012-03-13 00:00:00,1030,1040,27,9407,9783230,2012-03-13 00:00:00,1
2012-03-14 00:00:00,2012-03-14 00:00:00,1040,2012-03-14 00:00:00,1015,1039.6,4,112,116185,2012-03-14 00:00:00,1
2012-03-15 00:00:00,2012-03-15 00:00:00,1035,2012-03-15 00:00:00,1035,1035,2,2,2070,2012-03-15 00:00:00,1
2012-03-16 00:00:00,2012-03-16 00:00:00,1039,2012-03-16 00:00:00,1000.5,1009.9,8,787,805485.6,2012-03-16 00:00:00,1
2012-03-19 00:00:00,2012-03-19 00:00:00,1000.1,2012-03-19 00:00:00,999.9,1000,21,4015,4014940,2012-03-19 00:00:00,1
2012-03-20 00:00:00,2012-03-20 00:00:00,1000,2012-03-20 00:00:00,990,999.6,18,2579,2577989.3,2012-03-20 00:00:00,1
2012-03-21 00:00:00,2012-03-21 00:00:00,982,2012-03-21 00:00:00,980,980.3,14,388,380398.2,2012-03-21 00:00:00,1
2012-03-22 00:00:00,2012-03-22 00:00:00,975.1,2012-03-22 00:00:00,950,950,36,11380,10813858.8,2012-03-22 00:00:00,1
2012-03-23 00:00:00,2012-03-23 00:00:00,988,2012-03-23 00:00:00,920,950.5,17,1953,1855670,2012-03-23 00:00:00,1
2012-03-26 00:00:00,2012-03-26 00:00:00,972,2012-03-26 00:00:00,940,948.3,12,2547,2409925,2012-03-26 00:00:00,1
2012-03-27 00:00:00,2012-03-27 00:00:00,989.8,2012-03-27 00:00:00,950,951.1,12,1056,1022408.8,2012-03-27 00:00:00,1
2012-03-28 00:00:00,2012-03-28 00:00:00,985,2012-03-28 00:00:00,952,952.7,6,605,576425,2012-03-28 00:00:00,1
2012-03-29 00:00:00,2012-03-29 00:00:00,955,2012-03-29 00:00:00,951,951,6,1216,1156456.7,2012-03-29 00:00:00,1
2012-03-30 00:00:00,2012-03-30 00:00:00,1000,2012-03-30 00:00:00,950,982.2,29,4420,4269488.2,2012-03-30 00:00:00,1
2012-04-02 00:00:00,2012-04-02 00:00:00,940.1,2012-04-02 00:00:00,820,829.4,101,6062,5192355.8,2012-04-02 00:00:00,1
