"DAILY HIGH, LOW AND CLOSING PRICE OF 01ST JANUARY TO 31ST DECEMBER 2016",,,,,,,,,,
COMPANY ID, MAIN TYPE ,SUB TYPE, SHORT NAME ,TRADING DATE, PRICE HIGH (Rs.), PRICE LOW (Rs.),CLOSE PRICE (Rs.),TRADE VOLUME (No.) ,SHARE VOLUME (No.) ,TURNOVER (Rs.)
AAF,N,0,ASIA ASSET,2016-02-11 00:00:00,1.6,1.5,1.6,13,226250,339475
AAF,N,0,ASIA ASSET,2016-02-12 00:00:00,1.5,1.4,1.5,17,359142,535133
AAF,N,0,ASIA ASSET,2016-02-15 00:00:00,1.5,1.4,1.5,18,23811,35625.5
AAF,N,0,ASIA ASSET,2016-02-16 00:00:00,1.5,1.5,1.5,3,610,915
AAF,N,0,ASIA ASSET,2016-02-17 00:00:00,1.5,1.4,1.5,2,300,440
AAF,N,0,ASIA ASSET,2016-02-18 00:00:00,1.5,1.4,1.5,39,1051571,1570899.4
AAF,N,0,ASIA ASSET,2016-02-19 00:00:00,1.5,1.4,1.4,104,6956417,9775983.8
AAF,N,0,ASIA ASSET,2016-02-23 00:00:00,1.5,1.4,1.4,13,610950,855430
AAF,N,0,ASIA ASSET,2016-02-24 00:00:00,1.4,1.4,1.4,24,886915,1241681
AAF,N,0,ASIA ASSET,2016-02-25 00:00:00,1.4,1.4,1.4,30,2638221,3693509.4
AAF,N,0,ASIA ASSET,2016-02-26 00:00:00,1.5,1.4,1.5,22,1142077,1599007.8
AAF,N,0,ASIA ASSET,2016-02-29 00:00:00,1.5,1.4,1.4,21,705600,987890
AAF,N,0,ASIA ASSET,2016-03-01 00:00:00,1.4,1.3,1.4,11,10646,14679.8
AAF,N,0,ASIA ASSET,2016-03-02 00:00:00,1.4,1.3,1.3,25,415446,540079.9
AAF,N,0,ASIA ASSET,2016-03-03 00:00:00,1.4,1.3,1.3,13,505468,698018.4
AAF,N,0,ASIA ASSET,2016-03-04 00:00:00,1.4,1.3,1.4,3,105000,146750
AAF,N,0,ASIA ASSET,2016-03-08 00:00:00,1.4,1.3,1.4,24,456200,594130
AAF,N,0,ASIA ASSET,2016-03-09 00:00:00,1.3,1.2,1.3,55,3309599,4267105
AAF,N,0,ASIA ASSET,2016-03-10 00:00:00,1.4,1.2,1.4,35,522857,678733.4
AAF,N,0,ASIA ASSET,2016-03-11 00:00:00,1.4,1.4,1.4,4,9090,12726
AAF,N,0,ASIA ASSET,2016-03-14 00:00:00,1.4,1.3,1.4,6,251102,326482.8
AAF,N,0,ASIA ASSET,2016-03-15 00:00:00,1.4,1.3,1.4,5,102100,132840
AAF,N,0,ASIA ASSET,2016-03-16 00:00:00,1.4,1.3,1.4,2,500,660
AAF,N,0,ASIA ASSET,2016-03-18 00:00:00,1.4,1.3,1.4,6,60057,84074.1
AAF,N,0,ASIA ASSET,2016-03-21 00:00:00,1.4,1.3,1.4,9,16360,21404
AAF,N,0,ASIA ASSET,2016-03-23 00:00:00,1.4,1.3,1.4,6,52393,73140.9
AAF,N,0,ASIA ASSET,2016-03-24 00:00:00,1.4,1.3,1.4,9,32806,45818.4
AAF,N,0,ASIA ASSET,2016-03-28 00:00:00,1.4,1.3,1.4,9,149231,208923.3
AAF,N,0,ASIA ASSET,2016-03-29 00:00:00,1.4,1.3,1.3,23,259621,337517.3
AAF,N,0,ASIA ASSET,2016-03-30 00:00:00,1.4,1.3,1.3,63,8626964,11216638.2
AAF,N,0,ASIA ASSET,2016-03-31 00:00:00,1.4,1.3,1.3,10,39003,51724.2
AAF,N,0,ASIA ASSET,2016-04-01 00:00:00,1.4,1.3,1.4,26,256294,358810.1
AAF,N,0,ASIA ASSET,2016-04-04 00:00:00,1.4,1.3,1.4,7,34505,47007
AAF,N,0,ASIA ASSET,2016-04-05 00:00:00,1.4,1.3,1.4,35,741160,1036264.7
AAF,N,0,ASIA ASSET,2016-04-06 00:00:00,1.5,1.4,1.4,28,651436,912011.4
AAF,N,0,ASIA ASSET,2016-04-07 00:00:00,1.5,1.4,1.5,22,472950,707640
AAF,N,0,ASIA ASSET,2016-04-08 00:00:00,1.6,1.5,1.5,39,2764080,4147221
