"DAILY HIGH, LOW AND CLOSING PRICE OF 02ND JANUARY TO 31st DECEMBER 2014",,,,,,,,,,
ASIA ASSET FINANCE PLC,,,,,,,,,,
Company Id :,AAF,Security Type :  N,,Sub Type :  0000,,,,,,
Short Name :,ASIA ASSET,,,,,,,,,
Day,Date High,High (Rs.),Date Low,Low (Rs.),Closing (Rs.),Trades (No.),Shares (No.),Turnover (Rs.),Last Traded,Days Traded
2014-02-12 00:00:00,2014-02-12 00:00:00,1.8,2014-02-12 00:00:00,1.7,1.8,48,51530272,97714463.4,2014-02-12 00:00:00,1
2014-02-13 00:00:00,2014-02-13 00:00:00,1.9,2014-02-13 00:00:00,1.7,1.8,151,4698859,8453956.9,2014-02-13 00:00:00,1
2014-02-17 00:00:00,2014-02-17 00:00:00,1.9,2014-02-17 00:00:00,1.8,1.8,96,3853027,6956058.8,2014-02-17 00:00:00,1
2014-02-18 00:00:00,2014-02-18 00:00:00,1.8,2014-02-18 00:00:00,1.7,1.8,37,1569951,2825911.7,2014-02-18 00:00:00,1
2014-02-19 00:00:00,2014-02-19 00:00:00,1.9,2014-02-19 00:00:00,1.7,1.8,52,1296588,2334000.6,2014-02-19 00:00:00,1
2014-02-20 00:00:00,2014-02-20 00:00:00,1.8,2014-02-20 00:00:00,1.7,1.7,41,841460,1488712.1,2014-02-20 00:00:00,1
2014-02-21 00:00:00,2014-02-21 00:00:00,1.8,2014-02-21 00:00:00,1.7,1.8,18,306962,548045.9,2014-02-21 00:00:00,1
2014-02-24 00:00:00,2014-02-24 00:00:00,1.8,2014-02-24 00:00:00,1.7,1.7,17,124191,213628.8,2014-02-24 00:00:00,1
2014-02-25 00:00:00,2014-02-25 00:00:00,1.8,2014-02-25 00:00:00,1.7,1.7,24,108423,186819.3,2014-02-25 00:00:00,1
2014-02-26 00:00:00,2014-02-26 00:00:00,1.8,2014-02-26 00:00:00,1.7,1.7,32,825360,1419233.3,2014-02-26 00:00:00,1
2014-02-28 00:00:00,2014-02-28 00:00:00,1.8,2014-02-28 00:00:00,1.7,1.7,31,1325546,2263479.7,2014-02-28 00:00:00,1
2014-03-03 00:00:00,2014-03-03 00:00:00,1.8,2014-03-03 00:00:00,1.7,1.7,10,22353,39135.4,2014-03-03 00:00:00,1
2014-03-04 00:00:00,2014-03-04 00:00:00,1.8,2014-03-04 00:00:00,1.7,1.7,56,2231893,3794218.7,2014-03-04 00:00:00,1
2014-03-05 00:00:00,2014-03-05 00:00:00,1.8,2014-03-05 00:00:00,1.7,1.7,7,23495,40560.5,2014-03-05 00:00:00,1
2014-03-06 00:00:00,2014-03-06 00:00:00,2,2014-03-06 00:00:00,1.7,1.8,189,3056284,5676725.2,2014-03-06 00:00:00,1
2014-03-07 00:00:00,2014-03-07 00:00:00,1.9,2014-03-07 00:00:00,1.8,1.8,58,568715,1078457.5,2014-03-07 00:00:00,1
2014-03-10 00:00:00,2014-03-10 00:00:00,2,2014-03-10 00:00:00,1.8,1.9,39,318821,603322.8,2014-03-10 00:00:00,1
2014-03-11 00:00:00,2014-03-11 00:00:00,1.9,2014-03-11 00:00:00,1.8,1.8,16,151501,272721.9,2014-03-11 00:00:00,1
2014-03-12 00:00:00,2014-03-12 00:00:00,1.9,2014-03-12 00:00:00,1.8,1.8,60,1459151,2628621.9,2014-03-12 00:00:00,1
2014-03-13 00:00:00,2014-03-13 00:00:00,1.9,2014-03-13 00:00:00,1.8,1.9,12,114843,207017.4,2014-03-13 00:00:00,1
2014-03-14 00:00:00,2014-03-14 00:00:00,1.9,2014-03-14 00:00:00,1.8,1.8,44,5284070,9511576,2014-03-14 00:00:00,1
2014-03-17 00:00:00,2014-03-17 00:00:00,1.9,2014-03-17 00:00:00,1.8,1.8,8,39221,71597.9,2014-03-17 00:00:00,1
2014-03-18 00:00:00,2014-03-18 00:00:00,1.9,2014-03-18 00:00:00,1.8,1.9,70,1465255,2779484.5,2014-03-18 00:00:00,1
2014-03-19 00:00:00,2014-03-19 00:00:00,2,2014-03-19 00:00:00,1.9,1.9,113,2515282,4779065.9,2014-03-19 00:00:00,1
2014-03-20 00:00:00,2014-03-20 00:00:00,2,2014-03-20 00:00:00,1.9,1.9,24,243871,463406.9,2014-03-20 00:00:00,1
2014-03-21 00:00:00,2014-03-21 00:00:00,2,2014-03-21 00:00:00,1.9,2,13,61950,123750,2014-03-21 00:00:00,1
2014-03-24 00:00:00,2014-03-24 00:00:00,2,2014-03-24 00:00:00,1.9,2,12,118600,225850,2014-03-24 00:00:00,1
2014-03-25 00:00:00,2014-03-25 00:00:00,2,2014-03-25 00:00:00,1.9,1.9,23,49624,96415.7,2014-03-25 00:00:00,1
2014-03-26 00:00:00,2014-03-26 00:00:00,2,2014-03-26 00:00:00,1.9,1.9,24,789802,1500623.9,2014-03-26 00:00:00,1
2014-03-27 00:00:00,2014-03-27 00:00:00,2,2014-03-27 00:00:00,1.9,1.9,46,1864841,3543297.9,2014-03-27 00:00:00,1
2014-03-28 00:00:00,2014-03-28 00:00:00,2,2014-03-28 00:00:00,1.8,1.9,41,282351,536041.9,2014-03-28 00:00:00,1
2014-03-31 00:00:00,2014-03-31 00:00:00,1.9,2014-03-31 00:00:00,1.8,1.9,23,468089,886519.1,2014-03-31 00:00:00,1
2014-04-01 00:00:00,2014-04-01 00:00:00,1.9,2014-04-01 00:00:00,1.9,1.9,5,28600,54340,2014-04-01 00:00:00,1
2014-04-02 00:00:00,2014-04-02 00:00:00,2,2014-04-02 00:00:00,1.9,1.9,31,1625012,3087572.8,2014-04-02 00:00:00,1
2014-04-03 00:00:00,2014-04-03 00:00:00,2,2014-04-03 00:00:00,1.9,2,7,261200,496290,2014-04-03 00:00:00,1
2014-04-04 00:00:00,2014-04-04 00:00:00,2,2014-04-04 00:00:00,1.9,2,14,133503,257965.9,2014-04-04 00:00:00,1
2014-04-07 00:00:00,2014-04-07 00:00:00,2.1,2014-04-07 00:00:00,1.9,2,159,3517388,7034775,2014-04-07 00:00:00,1
2014-04-08 00:00:00,2014-04-08 00:00:00,2.1,2014-04-08 00:00:00,2,2,48,1489550,2979110,2014-04-08 00:00:00,1
2014-04-09 00:00:00,2014-04-09 00:00:00,2.1,2014-04-09 00:00:00,1.9,2,32,577907,1153849.8,2014-04-09 00:00:00,1
2014-04-10 00:00:00,2014-04-10 00:00:00,2,2014-04-10 00:00:00,2,2,58,635106,1270212,2014-04-10 00:00:00,1
2014-04-11 00:00:00,2014-04-11 00:00:00,2,2014-04-11 00:00:00,1.9,2,4,1046,1988,2014-04-11 00:00:00,1
2014-04-16 00:00:00,2014-04-16 00:00:00,2,2014-04-16 00:00:00,1.9,2,7,14701,28952,2014-04-16 00:00:00,1
2014-04-17 00:00:00,2014-04-17 00:00:00,2.1,2014-04-17 00:00:00,2,2,31,529510,1059021,2014-04-17 00:00:00,1
2014-04-21 00:00:00,2014-04-21 00:00:00,2.1,2014-04-21 00:00:00,2,2,38,1178151,2376302.1,2014-04-21 00:00:00,1
2014-04-22 00:00:00,2014-04-22 00:00:00,2,2014-04-22 00:00:00,1.9,1.9,8,8100,15460,2014-04-22 00:00:00,1
2014-04-23 00:00:00,2014-04-23 00:00:00,2,2014-04-23 00:00:00,1.9,2,9,140400,266860,2014-04-23 00:00:00,1
2014-04-24 00:00:00,2014-04-24 00:00:00,2,2014-04-24 00:00:00,1.9,1.9,8,100200,190390.1,2014-04-24 00:00:00,1
2014-04-25 00:00:00,2014-04-25 00:00:00,2,2014-04-25 00:00:00,1.9,1.9,8,154672,293927.8,2014-04-25 00:00:00,1
2014-04-28 00:00:00,2014-04-28 00:00:00,2,2014-04-28 00:00:00,1.9,1.9,74,4035259,7667153.1,2014-04-28 00:00:00,1
2014-04-29 00:00:00,2014-04-29 00:00:00,1.9,2014-04-29 00:00:00,1.9,1.9,34,560794,1065508.6,2014-04-29 00:00:00,1
2014-04-30 00:00:00,2014-04-30 00:00:00,2,2014-04-30 00:00:00,1.9,1.9,34,1446049,2747543.1,2014-04-30 00:00:00,1
2014-05-02 00:00:00,2014-05-02 00:00:00,2,2014-05-02 00:00:00,1.9,2,24,276284,526069.7,2014-05-02 00:00:00,1
2014-05-05 00:00:00,2014-05-05 00:00:00,2,2014-05-05 00:00:00,1.9,1.9,43,1609895,3063890.5,2014-05-05 00:00:00,1
2014-05-06 00:00:00,2014-05-06 00:00:00,1.9,2014-05-06 00:00:00,1.8,1.9,27,369983,702619.4,2014-05-06 00:00:00,1
2014-05-07 00:00:00,2014-05-07 00:00:00,1.9,2014-05-07 00:00:00,1.8,1.9,27,110173,209323.4,2014-05-07 00:00:00,1
2014-05-08 00:00:00,2014-05-08 00:00:00,1.9,2014-05-08 00:00:00,1.8,1.9,15,178122,333270.7,2014-05-08 00:00:00,1
2014-05-09 00:00:00,2014-05-09 00:00:00,1.9,2014-05-09 00:00:00,1.8,1.8,13,14258,26060.2,2014-05-09 00:00:00,1
2014-05-12 00:00:00,2014-05-12 00:00:00,1.9,2014-05-12 00:00:00,1.8,1.8,41,1867380,3361484,2014-05-12 00:00:00,1
2014-05-13 00:00:00,2014-05-13 00:00:00,1.9,2014-05-13 00:00:00,1.8,1.8,3,1578,2990.4,2014-05-13 00:00:00,1
2014-05-16 00:00:00,2014-05-16 00:00:00,1.9,2014-05-16 00:00:00,1.8,1.9,18,187401,355661.9,2014-05-16 00:00:00,1
2014-05-19 00:00:00,2014-05-19 00:00:00,1.9,2014-05-19 00:00:00,1.8,1.9,13,252716,454890.4,2014-05-19 00:00:00,1
2014-05-20 00:00:00,2014-05-20 00:00:00,1.9,2014-05-20 00:00:00,1.8,1.9,9,7762,14447.8,2014-05-20 00:00:00,1
2014-05-21 00:00:00,2014-05-21 00:00:00,1.9,2014-05-21 00:00:00,1.8,1.8,15,145502,271153.7,2014-05-21 00:00:00,1
2014-05-22 00:00:00,2014-05-22 00:00:00,1.9,2014-05-22 00:00:00,1.8,1.8,23,565220,1017398,2014-05-22 00:00:00,1
2014-05-23 00:00:00,2014-05-23 00:00:00,1.9,2014-05-23 00:00:00,1.8,1.8,12,24396,44212.9,2014-05-23 00:00:00,1
2014-05-26 00:00:00,2014-05-26 00:00:00,1.9,2014-05-26 00:00:00,1.8,1.8,7,35030,65054,2014-05-26 00:00:00,1
2014-05-27 00:00:00,2014-05-27 00:00:00,1.9,2014-05-27 00:00:00,1.8,1.8,26,50722611,96302940.9,2014-05-27 00:00:00,1
2014-05-28 00:00:00,2014-05-28 00:00:00,1.9,2014-05-28 00:00:00,1.8,1.8,21,659280,1186704.1,2014-05-28 00:00:00,1
2014-05-29 00:00:00,2014-05-29 00:00:00,1.9,2014-05-29 00:00:00,1.8,1.8,37,638563,1149414.6,2014-05-29 00:00:00,1
2014-05-30 00:00:00,2014-05-30 00:00:00,1.9,2014-05-30 00:00:00,1.8,1.8,14,62363,112625.4,2014-05-30 00:00:00,1
2014-06-02 00:00:00,2014-06-02 00:00:00,1.9,2014-06-02 00:00:00,1.8,1.8,8,56100,101080,2014-06-02 00:00:00,1
2014-06-03 00:00:00,2014-06-03 00:00:00,1.9,2014-06-03 00:00:00,1.8,1.8,15,210100,383690,2014-06-03 00:00:00,1
2014-06-04 00:00:00,2014-06-04 00:00:00,1.9,2014-06-04 00:00:00,1.8,1.9,5,59100,106640,2014-06-04 00:00:00,1
2014-06-05 00:00:00,2014-06-05 00:00:00,1.8,2014-06-05 00:00:00,1.8,1.8,7,141800,255240,2014-06-05 00:00:00,1
2014-06-06 00:00:00,2014-06-06 00:00:00,1.9,2014-06-06 00:00:00,1.8,1.8,21,744799,1340648.2,2014-06-06 00:00:00,1
2014-06-09 00:00:00,2014-06-09 00:00:00,1.9,2014-06-09 00:00:00,1.8,1.8,23,829499,1493178.2,2014-06-09 00:00:00,1
2014-06-10 00:00:00,2014-06-10 00:00:00,1.9,2014-06-10 00:00:00,1.8,1.8,12,743900,1341630,2014-06-10 00:00:00,1
2014-06-11 00:00:00,2014-06-11 00:00:00,1.9,2014-06-11 00:00:00,1.8,1.8,28,1870670,3367222.2,2014-06-11 00:00:00,1
2014-06-13 00:00:00,2014-06-13 00:00:00,1.9,2014-06-13 00:00:00,1.8,1.9,76,879551,1637480.8,2014-06-13 00:00:00,1
2014-06-16 00:00:00,2014-06-16 00:00:00,1.9,2014-06-16 00:00:00,1.8,1.9,4,86085,154953.5,2014-06-16 00:00:00,1
2014-06-17 00:00:00,2014-06-17 00:00:00,1.9,2014-06-17 00:00:00,1.8,1.8,14,678153,1221181.8,2014-06-17 00:00:00,1
2014-06-18 00:00:00,2014-06-18 00:00:00,1.9,2014-06-18 00:00:00,1.8,1.8,24,518311,933960.9,2014-06-18 00:00:00,1
2014-06-19 00:00:00,2014-06-19 00:00:00,1.8,2014-06-19 00:00:00,1.8,1.8,50,1143690,2058642,2014-06-19 00:00:00,1
2014-06-20 00:00:00,2014-06-20 00:00:00,1.8,2014-06-20 00:00:00,1.8,1.8,62,2668501,4803301.8,2014-06-20 00:00:00,1
2014-06-23 00:00:00,2014-06-23 00:00:00,1.9,2014-06-23 00:00:00,1.8,1.9,16,533300,960520,2014-06-23 00:00:00,1
2014-06-24 00:00:00,2014-06-24 00:00:00,1.9,2014-06-24 00:00:00,1.8,1.8,36,445100,804680,2014-06-24 00:00:00,1
2014-06-25 00:00:00,2014-06-25 00:00:00,1.9,2014-06-25 00:00:00,1.8,1.8,81,858072,1544629.6,2014-06-25 00:00:00,1
2014-06-26 00:00:00,2014-06-26 00:00:00,1.9,2014-06-26 00:00:00,1.8,1.8,39,392929,707272.3,2014-06-26 00:00:00,1
2014-06-27 00:00:00,2014-06-27 00:00:00,1.9,2014-06-27 00:00:00,1.8,1.9,38,2025800,3651540,2014-06-27 00:00:00,1
2014-06-30 00:00:00,2014-06-30 00:00:00,2,2014-06-30 00:00:00,1.9,1.9,162,4150463,7885980.3,2014-06-30 00:00:00,1
2014-07-01 00:00:00,2014-07-01 00:00:00,2,2014-07-01 00:00:00,1.9,1.9,144,3575223,6792924.2,2014-07-01 00:00:00,1
2014-07-02 00:00:00,2014-07-02 00:00:00,2,2014-07-02 00:00:00,1.8,1.9,46,563604,1069847.7,2014-07-02 00:00:00,1
2014-07-03 00:00:00,2014-07-03 00:00:00,1.9,2014-07-03 00:00:00,1.8,1.8,163,5112468,9235283.9,2014-07-03 00:00:00,1
2014-07-04 00:00:00,2014-07-04 00:00:00,1.9,2014-07-04 00:00:00,1.8,1.8,94,1017267,1831281.8,2014-07-04 00:00:00,1
2014-07-07 00:00:00,2014-07-07 00:00:00,1.9,2014-07-07 00:00:00,1.8,1.8,37,653299,1176241.7,2014-07-07 00:00:00,1
2014-07-08 00:00:00,2014-07-08 00:00:00,1.9,2014-07-08 00:00:00,1.8,1.8,10,78607,141493.3,2014-07-08 00:00:00,1
2014-07-09 00:00:00,2014-07-09 00:00:00,1.9,2014-07-09 00:00:00,1.8,1.9,21,259421,489919.9,2014-07-09 00:00:00,1
2014-07-10 00:00:00,2014-07-10 00:00:00,1.9,2014-07-10 00:00:00,1.8,1.8,56,2395645,4312171,2014-07-10 00:00:00,1
2014-07-11 00:00:00,2014-07-11 00:00:00,1.9,2014-07-11 00:00:00,1.8,1.8,52,2258855,4082604.5,2014-07-11 00:00:00,1
2014-07-14 00:00:00,2014-07-14 00:00:00,1.9,2014-07-14 00:00:00,1.8,1.8,58,900054,1630097.7,2014-07-14 00:00:00,1
2014-07-15 00:00:00,2014-07-15 00:00:00,1.9,2014-07-15 00:00:00,1.7,1.8,62,639054,1150018,2014-07-15 00:00:00,1
2014-07-16 00:00:00,2014-07-16 00:00:00,1.9,2014-07-16 00:00:00,1.8,1.8,98,565907,1018653.2,2014-07-16 00:00:00,1
2014-07-17 00:00:00,2014-07-17 00:00:00,1.9,2014-07-17 00:00:00,1.8,1.8,63,1308272,2376389.8,2014-07-17 00:00:00,1
2014-07-18 00:00:00,2014-07-18 00:00:00,1.9,2014-07-18 00:00:00,1.6,1.7,351,10178762,17457535.1,2014-07-18 00:00:00,1
2014-07-21 00:00:00,2014-07-21 00:00:00,1.8,2014-07-21 00:00:00,1.6,1.7,49,212745,363177.9,2014-07-21 00:00:00,1
2014-07-22 00:00:00,2014-07-22 00:00:00,1.8,2014-07-22 00:00:00,1.7,1.7,39,743493,1263939.1,2014-07-22 00:00:00,1
2014-07-23 00:00:00,2014-07-23 00:00:00,1.8,2014-07-23 00:00:00,1.7,1.7,19,279250,476650,2014-07-23 00:00:00,1
2014-07-24 00:00:00,2014-07-24 00:00:00,1.7,2014-07-24 00:00:00,1.6,1.7,45,1750942,2976501.4,2014-07-24 00:00:00,1
2014-07-25 00:00:00,2014-07-25 00:00:00,1.7,2014-07-25 00:00:00,1.6,1.7,25,368406,624884.7,2014-07-25 00:00:00,1
2014-07-28 00:00:00,2014-07-28 00:00:00,1.7,2014-07-28 00:00:00,1.6,1.7,9,66400,109880,2014-07-28 00:00:00,1
2014-07-30 00:00:00,2014-07-30 00:00:00,1.7,2014-07-30 00:00:00,1.6,1.7,7,100751,168901.6,2014-07-30 00:00:00,1
2014-07-31 00:00:00,2014-07-31 00:00:00,1.7,2014-07-31 00:00:00,1.6,1.6,29,1100120,1860193,2014-07-31 00:00:00,1
2014-08-01 00:00:00,2014-08-01 00:00:00,1.7,2014-08-01 00:00:00,1.7,1.7,23,172200,292740,2014-08-01 00:00:00,1
2014-08-04 00:00:00,2014-08-04 00:00:00,1.7,2014-08-04 00:00:00,1.6,1.7,16,59596,99477.2,2014-08-04 00:00:00,1
2014-08-05 00:00:00,2014-08-05 00:00:00,1.7,2014-08-05 00:00:00,1.6,1.6,20,48411,78602.6,2014-08-05 00:00:00,1
2014-08-06 00:00:00,2014-08-06 00:00:00,1.7,2014-08-06 00:00:00,1.6,1.6,10,92502,148053.4,2014-08-06 00:00:00,1
2014-08-07 00:00:00,2014-08-07 00:00:00,1.8,2014-08-07 00:00:00,1.6,1.8,144,2463917,4284249.9,2014-08-07 00:00:00,1
2014-08-08 00:00:00,2014-08-08 00:00:00,1.8,2014-08-08 00:00:00,1.7,1.7,95,2184584,3807826.9,2014-08-08 00:00:00,1
2014-08-11 00:00:00,2014-08-11 00:00:00,1.8,2014-08-11 00:00:00,1.6,1.7,28,137326,231404.4,2014-08-11 00:00:00,1
2014-08-12 00:00:00,2014-08-12 00:00:00,1.8,2014-08-12 00:00:00,1.7,1.7,55,574691,977004.8,2014-08-12 00:00:00,1
2014-08-13 00:00:00,2014-08-13 00:00:00,1.7,2014-08-13 00:00:00,1.6,1.7,29,677634,1151977.7,2014-08-13 00:00:00,1
2014-08-14 00:00:00,2014-08-14 00:00:00,1.8,2014-08-14 00:00:00,1.7,1.7,39,1026605,1745349.4,2014-08-14 00:00:00,1
2014-08-15 00:00:00,2014-08-15 00:00:00,1.8,2014-08-15 00:00:00,1.7,1.8,8,62000,106500,2014-08-15 00:00:00,1
2014-08-18 00:00:00,2014-08-18 00:00:00,1.8,2014-08-18 00:00:00,1.7,1.7,12,286728,487697.7,2014-08-18 00:00:00,1
2014-08-19 00:00:00,2014-08-19 00:00:00,1.8,2014-08-19 00:00:00,1.7,1.7,11,82487,140256,2014-08-19 00:00:00,1
2014-08-20 00:00:00,2014-08-20 00:00:00,1.8,2014-08-20 00:00:00,1.7,1.7,5,26100,46880,2014-08-20 00:00:00,1
2014-08-21 00:00:00,2014-08-21 00:00:00,1.8,2014-08-21 00:00:00,1.7,1.7,43,486241,831609.7,2014-08-21 00:00:00,1
2014-08-22 00:00:00,2014-08-22 00:00:00,1.8,2014-08-22 00:00:00,1.7,1.7,17,150760,262861.5,2014-08-22 00:00:00,1
2014-08-25 00:00:00,2014-08-25 00:00:00,1.8,2014-08-25 00:00:00,1.6,1.6,140,176749433,283320583.9,2014-08-25 00:00:00,1
2014-08-26 00:00:00,2014-08-26 00:00:00,1.8,2014-08-26 00:00:00,1.7,1.8,81,1230420,2116129.6,2014-08-26 00:00:00,1
2014-08-27 00:00:00,2014-08-27 00:00:00,1.8,2014-08-27 00:00:00,1.7,1.7,44,167845,290860,2014-08-27 00:00:00,1
2014-08-28 00:00:00,2014-08-28 00:00:00,1.8,2014-08-28 00:00:00,1.7,1.7,11,78851,135046.8,2014-08-28 00:00:00,1
2014-08-29 00:00:00,2014-08-29 00:00:00,1.8,2014-08-29 00:00:00,1.7,1.7,62,574452,978863.6,2014-08-29 00:00:00,1
2014-09-01 00:00:00,2014-09-01 00:00:00,1.8,2014-09-01 00:00:00,1.7,1.7,23,195023,331623.2,2014-09-01 00:00:00,1
2014-09-02 00:00:00,2014-09-02 00:00:00,1.8,2014-09-02 00:00:00,1.7,1.7,16,347982,606609.4,2014-09-02 00:00:00,1
2014-09-03 00:00:00,2014-09-03 00:00:00,1.8,2014-09-03 00:00:00,1.7,1.7,8,41338,70291.6,2014-09-03 00:00:00,1
2014-09-04 00:00:00,2014-09-04 00:00:00,1.8,2014-09-04 00:00:00,1.7,1.8,15,228521,390607.8,2014-09-04 00:00:00,1
2014-09-05 00:00:00,2014-09-05 00:00:00,1.8,2014-09-05 00:00:00,1.7,1.7,41,298978,520406.4,2014-09-05 00:00:00,1
2014-09-09 00:00:00,2014-09-09 00:00:00,1.8,2014-09-09 00:00:00,1.7,1.7,27,417166,709228.1,2014-09-09 00:00:00,1
2014-09-10 00:00:00,2014-09-10 00:00:00,1.8,2014-09-10 00:00:00,1.7,1.7,39,1141940,1943022,2014-09-10 00:00:00,1
2014-09-11 00:00:00,2014-09-11 00:00:00,1.8,2014-09-11 00:00:00,1.7,1.8,59,196881,346465.8,2014-09-11 00:00:00,1
2014-09-12 00:00:00,2014-09-12 00:00:00,1.8,2014-09-12 00:00:00,1.7,1.7,46,400489,684806.3,2014-09-12 00:00:00,1
2014-09-15 00:00:00,2014-09-15 00:00:00,1.8,2014-09-15 00:00:00,1.7,1.8,10,42859,73461.2,2014-09-15 00:00:00,1
2014-09-16 00:00:00,2014-09-16 00:00:00,1.8,2014-09-16 00:00:00,1.7,1.8,44,501990,896557,2014-09-16 00:00:00,1
2014-09-17 00:00:00,2014-09-17 00:00:00,1.8,2014-09-17 00:00:00,1.7,1.7,39,700777,1214693.6,2014-09-17 00:00:00,1
2014-09-18 00:00:00,2014-09-18 00:00:00,1.8,2014-09-18 00:00:00,1.7,1.7,108,1293769,2199517.1,2014-09-18 00:00:00,1
2014-09-19 00:00:00,2014-09-19 00:00:00,1.8,2014-09-19 00:00:00,1.7,1.7,51,185077,315611.1,2014-09-19 00:00:00,1
2014-09-22 00:00:00,2014-09-22 00:00:00,1.8,2014-09-22 00:00:00,1.6,1.7,41,606734,1031453,2014-09-22 00:00:00,1
2014-09-23 00:00:00,2014-09-23 00:00:00,1.8,2014-09-23 00:00:00,1.7,1.7,39,383183,651511.2,2014-09-23 00:00:00,1
2014-09-24 00:00:00,2014-09-24 00:00:00,1.8,2014-09-24 00:00:00,1.7,1.7,26,340644,592094.8,2014-09-24 00:00:00,1
2014-09-25 00:00:00,2014-09-25 00:00:00,1.8,2014-09-25 00:00:00,1.7,1.7,12,129040,219430.5,2014-09-25 00:00:00,1
2014-09-26 00:00:00,2014-09-26 00:00:00,1.9,2014-09-26 00:00:00,1.7,1.8,521,20252244,36453344.3,2014-09-26 00:00:00,1
2014-09-29 00:00:00,2014-09-29 00:00:00,1.9,2014-09-29 00:00:00,1.7,1.8,102,3014480,5428871.2,2014-09-29 00:00:00,1
