"DAILY HIGH, LOW AND CLOSING PRICE OF 02ND JANUARY TO 29TH DECEMBER 2017",,,,,,,,,,,
COMPANY ID, MAIN TYPE ,SUB TYPE, SHORT NAME ,TRADING DATE, PRICE HIGH (Rs.), PRICE LOW (Rs.),CLOSE PRICE (Rs.),OPEN PRICE (Rs.),TRADE VOLUME (No.) ,SHARE VOLUME (No.) ,TURNOVER (Rs.)
AAF,N,0,ASIA ASSET,2017-01-02 00:00:00,1.5,1.4,1.5,1.5,4,3008,4412
AAF,N,0,ASIA ASSET,2017-01-03 00:00:00,1.4,1.4,1.4,1.4,31,276616,387262.4
AAF,N,0,ASIA ASSET,2017-01-04 00:00:00,1.5,1.4,1.4,1.4,14,103404,145065.6
AAF,N,0,ASIA ASSET,2017-01-05 00:00:00,1.5,1.3,1.4,1.4,8,27690,38345.9
AAF,N,0,ASIA ASSET,2017-01-06 00:00:00,1.5,1.4,1.4,1.4,2,10003,14004.5
AAF,N,0,ASIA ASSET,2017-01-09 00:00:00,1.4,1.4,1.4,1.4,2,2099,2938.6
AAF,N,0,ASIA ASSET,2017-01-10 00:00:00,1.4,1.4,1.4,1.4,5,3498,4897.2
AAF,N,0,ASIA ASSET,2017-01-11 00:00:00,1.5,1.3,1.3,1.3,13,20571,28354.2
AAF,N,0,ASIA ASSET,2017-01-13 00:00:00,1.5,1.4,1.4,1.4,6,5676,7976.4
AAF,N,0,ASIA ASSET,2017-01-16 00:00:00,1.4,1.4,1.4,1.4,2,5600,7840
AAF,N,0,ASIA ASSET,2017-01-18 00:00:00,1.5,1.5,1.5,1.5,5,10040,15060
AAF,N,0,ASIA ASSET,2017-01-19 00:00:00,1.5,1.4,1.4,1.4,7,68334,95692.6
AAF,N,0,ASIA ASSET,2017-01-20 00:00:00,1.4,1.4,1.4,1.4,1,23000,32200
AAF,N,0,ASIA ASSET,2017-01-23 00:00:00,1.4,1.4,1.4,1.4,2,131400,183960
AAF,N,0,ASIA ASSET,2017-01-24 00:00:00,1.5,1.5,1.5,1.5,37,542011,813016.5
AAF,N,0,ASIA ASSET,2017-01-25 00:00:00,1.5,1.4,1.4,1.4,35,345010,486515
AAF,N,0,ASIA ASSET,2017-01-26 00:00:00,1.5,1.4,1.4,1.4,4,2458,3462
AAF,N,0,ASIA ASSET,2017-01-27 00:00:00,1.5,1.4,1.5,1.5,8,48100,70875
AAF,N,0,ASIA ASSET,2017-01-30 00:00:00,1.5,1.4,1.4,1.4,7,100338,140477
AAF,N,0,ASIA ASSET,2017-01-31 00:00:00,1.5,1.4,1.4,1.4,5,59050,82690
AAF,N,0,ASIA ASSET,2017-02-01 00:00:00,1.4,1.4,1.4,1.4,6,23290,32606
AAF,N,0,ASIA ASSET,2017-02-02 00:00:00,1.5,1.4,1.4,1.4,3,76000,106500
AAF,N,0,ASIA ASSET,2017-02-03 00:00:00,1.4,1.3,1.4,1.4,28,907972,1271155.8
AAF,N,0,ASIA ASSET,2017-02-06 00:00:00,1.4,1.3,1.4,1.4,7,37054,48370.5
AAF,N,0,ASIA ASSET,2017-02-07 00:00:00,1.3,1.3,1.3,1.3,4,55000,71500
AAF,N,0,ASIA ASSET,2017-02-08 00:00:00,1.4,1.3,1.3,1.3,4,226002,293902.6
AAF,N,0,ASIA ASSET,2017-02-09 00:00:00,1.3,1.3,1.3,1.3,15,115101,149631.3
AAF,N,0,ASIA ASSET,2017-02-14 00:00:00,1.4,1.4,1.4,1.4,2,101,141.4
