Daily High Low and Closing Share Prices - 2011,,,,,,,,,,
Company Id :  AAIC,,Security Type :  N,,Sub Type :  0000,,,,,,
Short Name :  ASIAN ALLIANCE,,,,,,,,,,
Day,Date High,High,Date Low,Low,Closing,No. of Trades,No. of Shares,Turnover,Last Traded,Days Traded
2011-06-16 00:00:00,2011-06-16 00:00:00,139,2011-06-16 00:00:00,137,137.1,9,9300,1274610,2011-06-16 00:00:00,1
2011-06-17 00:00:00,2011-06-17 00:00:00,139,2011-06-17 00:00:00,124.5,127.9,6,1100,148450,2011-06-17 00:00:00,1
2011-06-21 00:00:00,2011-06-21 00:00:00,140,2011-06-21 00:00:00,135.1,139.4,6,8800,1226300,2011-06-21 00:00:00,1
2011-06-22 00:00:00,2011-06-22 00:00:00,131,2011-06-22 00:00:00,130,131,3,700,91510,2011-06-22 00:00:00,1
2011-06-23 00:00:00,2011-06-23 00:00:00,149,2011-06-23 00:00:00,144.5,146.8,2,200,29350,2011-06-23 00:00:00,1
2011-06-24 00:00:00,2011-06-24 00:00:00,139.9,2011-06-24 00:00:00,133.6,133.6,5,900,125240,2011-06-24 00:00:00,1
2011-06-27 00:00:00,2011-06-27 00:00:00,134.5,2011-06-27 00:00:00,134,134,4,1900,255300,2011-06-27 00:00:00,1
2011-06-28 00:00:00,2011-06-28 00:00:00,134,2011-06-28 00:00:00,125.5,129.6,16,5700,742390,2011-06-28 00:00:00,1
2011-06-29 00:00:00,2011-06-29 00:00:00,129,2011-06-29 00:00:00,122,127.3,2,400,50900,2011-06-29 00:00:00,1
2011-06-30 00:00:00,2011-06-30 00:00:00,130,2011-06-30 00:00:00,125,129.1,7,1300,168200,2011-06-30 00:00:00,1
2011-07-01 00:00:00,2011-07-01 00:00:00,140,2011-07-01 00:00:00,132,138,12,8100,1110250,2011-07-01 00:00:00,1
2011-07-04 00:00:00,2011-07-04 00:00:00,131,2011-07-04 00:00:00,130,130.6,4,2000,261100,2011-07-04 00:00:00,1
2011-07-05 00:00:00,2011-07-05 00:00:00,138,2011-07-05 00:00:00,128,137,5,2000,273170,2011-07-05 00:00:00,1
2011-07-06 00:00:00,2011-07-06 00:00:00,133,2011-07-06 00:00:00,128.2,131.6,12,1900,246590,2011-07-06 00:00:00,1
2011-07-07 00:00:00,2011-07-07 00:00:00,135.9,2011-07-07 00:00:00,128.1,129.4,4,600,77660,2011-07-07 00:00:00,1
2011-07-08 00:00:00,2011-07-08 00:00:00,132,2011-07-08 00:00:00,131.9,132,3,400,52790,2011-07-08 00:00:00,1
2011-07-11 00:00:00,2011-07-11 00:00:00,135.9,2011-07-11 00:00:00,128,128,8,1400,183200,2011-07-11 00:00:00,1
2011-07-12 00:00:00,2011-07-12 00:00:00,125,2011-07-12 00:00:00,125,125,3,300,37500,2011-07-12 00:00:00,1
2011-07-13 00:00:00,2011-07-13 00:00:00,125,2011-07-13 00:00:00,120,123.1,9,900,111050,2011-07-13 00:00:00,1
2011-07-15 00:00:00,2011-07-15 00:00:00,127,2011-07-15 00:00:00,124,125.5,4,400,50050,2011-07-15 00:00:00,1
2011-07-18 00:00:00,2011-07-18 00:00:00,125.8,2011-07-18 00:00:00,124,125.7,3,700,87130,2011-07-18 00:00:00,1
2011-07-19 00:00:00,2011-07-19 00:00:00,127,2011-07-19 00:00:00,127,127,1,100,12700,2011-07-19 00:00:00,1
2011-07-20 00:00:00,2011-07-20 00:00:00,139,2011-07-20 00:00:00,139,139,1,100,13900,2011-07-20 00:00:00,1
2011-07-22 00:00:00,2011-07-22 00:00:00,128,2011-07-22 00:00:00,110,116,3,300,34800,2011-07-22 00:00:00,1
2011-07-25 00:00:00,2011-07-25 00:00:00,133,2011-07-25 00:00:00,126.5,126.5,2,200,25950,2011-07-25 00:00:00,1
2011-07-26 00:00:00,2011-07-26 00:00:00,126.5,2011-07-26 00:00:00,120,121.3,19,4800,592940,2011-07-26 00:00:00,1
2011-07-27 00:00:00,2011-07-27 00:00:00,126.5,2011-07-27 00:00:00,126.5,126.5,2,500,63250,2011-07-27 00:00:00,1
2011-07-28 00:00:00,2011-07-28 00:00:00,130,2011-07-28 00:00:00,120,125.7,13,2500,313840,2011-07-28 00:00:00,1
2011-07-29 00:00:00,2011-07-29 00:00:00,130,2011-07-29 00:00:00,124,128.4,14,3200,411810,2011-07-29 00:00:00,1
2011-08-01 00:00:00,2011-08-01 00:00:00,130,2011-08-01 00:00:00,125,129.9,4,800,101140,2011-08-01 00:00:00,1
2011-08-02 00:00:00,2011-08-02 00:00:00,129,2011-08-02 00:00:00,125.1,127.1,6,600,76810,2011-08-02 00:00:00,1
2011-08-03 00:00:00,2011-08-03 00:00:00,135,2011-08-03 00:00:00,121,135,3,700,87000,2011-08-03 00:00:00,1
2011-08-04 00:00:00,2011-08-04 00:00:00,138,2011-08-04 00:00:00,130,132.5,21,11800,1585270,2011-08-04 00:00:00,1
2011-08-05 00:00:00,2011-08-05 00:00:00,137.7,2011-08-05 00:00:00,132.5,136.6,4,600,81960,2011-08-05 00:00:00,1
2011-08-08 00:00:00,2011-08-08 00:00:00,136.9,2011-08-08 00:00:00,121.5,135,3,300,39340,2011-08-08 00:00:00,1
2011-08-09 00:00:00,2011-08-09 00:00:00,130,2011-08-09 00:00:00,130,130,2,1000,130000,2011-08-09 00:00:00,1
2011-08-10 00:00:00,2011-08-10 00:00:00,149,2011-08-10 00:00:00,133,137.5,39,15800,2167190,2011-08-10 00:00:00,1
2011-08-11 00:00:00,2011-08-11 00:00:00,121,2011-08-11 00:00:00,121,121,1,100,12100,2011-08-11 00:00:00,1
2011-08-12 00:00:00,2011-08-12 00:00:00,136.9,2011-08-12 00:00:00,136.9,136.9,1,100,13690,2011-08-12 00:00:00,1
2011-08-15 00:00:00,2011-08-15 00:00:00,135,2011-08-15 00:00:00,135,135,6,3000,405000,2011-08-15 00:00:00,1
2011-08-16 00:00:00,2011-08-16 00:00:00,142,2011-08-16 00:00:00,135,139,66,60400,8285040,2011-08-16 00:00:00,1
2011-08-17 00:00:00,2011-08-17 00:00:00,140,2011-08-17 00:00:00,130,130,13,23700,3121510,2011-08-17 00:00:00,1
2011-08-18 00:00:00,2011-08-18 00:00:00,130,2011-08-18 00:00:00,129,129.9,27,18400,2390800,2011-08-18 00:00:00,1
2011-08-19 00:00:00,2011-08-19 00:00:00,138,2011-08-19 00:00:00,130,137.5,51,18200,2439820,2011-08-19 00:00:00,1
2011-08-23 00:00:00,2011-08-23 00:00:00,130.2,2011-08-23 00:00:00,126.1,126.1,7,2300,298680,2011-08-23 00:00:00,1
2011-08-24 00:00:00,2011-08-24 00:00:00,130,2011-08-24 00:00:00,127,127,7,2800,360750,2011-08-24 00:00:00,1
2011-08-25 00:00:00,2011-08-25 00:00:00,127,2011-08-25 00:00:00,125,125,20,5900,738160,2011-08-25 00:00:00,1
2011-08-26 00:00:00,2011-08-26 00:00:00,125,2011-08-26 00:00:00,120.1,122.6,8,2500,306560,2011-08-26 00:00:00,1
2011-08-29 00:00:00,2011-08-29 00:00:00,128.9,2011-08-29 00:00:00,121.5,121.5,11,2000,250400,2011-08-29 00:00:00,1
2011-08-30 00:00:00,2011-08-30 00:00:00,129,2011-08-30 00:00:00,129,129,7,4500,580500,2011-08-30 00:00:00,1
2011-09-01 00:00:00,2011-09-01 00:00:00,130,2011-09-01 00:00:00,129.8,129.9,10,1800,233940,2011-09-01 00:00:00,1
2011-09-02 00:00:00,2011-09-02 00:00:00,138,2011-09-02 00:00:00,129,133.4,10,3600,477840,2011-09-02 00:00:00,1
2011-09-05 00:00:00,2011-09-05 00:00:00,135,2011-09-05 00:00:00,127,127.1,29,10200,1312220,2011-09-05 00:00:00,1
2011-09-06 00:00:00,2011-09-06 00:00:00,128,2011-09-06 00:00:00,127,127,10,1600,203430,2011-09-06 00:00:00,1
2011-09-07 00:00:00,2011-09-07 00:00:00,128.6,2011-09-07 00:00:00,127.2,127.4,7,1100,140460,2011-09-07 00:00:00,1
2011-09-08 00:00:00,2011-09-08 00:00:00,127.5,2011-09-08 00:00:00,127.4,127.5,7,1300,165680,2011-09-08 00:00:00,1
2011-09-09 00:00:00,2011-09-09 00:00:00,131,2011-09-09 00:00:00,127.6,127.9,16,5600,726260,2011-09-09 00:00:00,1
2011-09-12 00:00:00,2011-09-12 00:00:00,129,2011-09-12 00:00:00,126.8,128.5,13,4200,537600,2011-09-12 00:00:00,1
2011-09-13 00:00:00,2011-09-13 00:00:00,130,2011-09-13 00:00:00,127,127,7,3400,438490,2011-09-13 00:00:00,1
2011-09-14 00:00:00,2011-09-14 00:00:00,127,2011-09-14 00:00:00,124.1,124.3,6,1000,125310,2011-09-14 00:00:00,1
2011-09-20 00:00:00,2011-09-20 00:00:00,130,2011-09-20 00:00:00,121.5,129.7,10,1900,240120,2011-09-20 00:00:00,1
2011-09-21 00:00:00,2011-09-21 00:00:00,130,2011-09-21 00:00:00,124,129.8,13,3500,444760,2011-09-21 00:00:00,1
2011-09-22 00:00:00,2011-09-22 00:00:00,130,2011-09-22 00:00:00,127,130,8,10100,1312570,2011-09-22 00:00:00,1
2011-09-23 00:00:00,2011-09-23 00:00:00,130,2011-09-23 00:00:00,130,130,1,100,13000,2011-09-23 00:00:00,1
2011-09-26 00:00:00,2011-09-26 00:00:00,127,2011-09-26 00:00:00,120,121.1,22,15000,1848400,2011-09-26 00:00:00,1
2011-09-27 00:00:00,2011-09-27 00:00:00,123,2011-09-27 00:00:00,120.2,122.9,8,7600,923480,2011-09-27 00:00:00,1
2011-09-29 00:00:00,2011-09-29 00:00:00,127,2011-09-29 00:00:00,121,123.4,5,600,73340,2011-09-29 00:00:00,1
2011-10-03 00:00:00,2011-10-03 00:00:00,120,2011-10-03 00:00:00,120,120,2,1000,120000,2011-10-03 00:00:00,1
2011-10-05 00:00:00,2011-10-05 00:00:00,126.2,2011-10-05 00:00:00,120.1,126.2,3,600,72670,2011-10-05 00:00:00,1
2011-10-07 00:00:00,2011-10-07 00:00:00,124.9,2011-10-07 00:00:00,120.1,124.9,3,300,36990,2011-10-07 00:00:00,1
2011-10-10 00:00:00,2011-10-10 00:00:00,122,2011-10-10 00:00:00,122,122,1,100,12200,2011-10-10 00:00:00,1
2011-10-12 00:00:00,2011-10-12 00:00:00,121.2,2011-10-12 00:00:00,121.2,121.2,1,200,24240,2011-10-12 00:00:00,1
2011-10-14 00:00:00,2011-10-14 00:00:00,115.1,2011-10-14 00:00:00,113,113.4,6,1900,215440,2011-10-14 00:00:00,1
2011-10-18 00:00:00,2011-10-18 00:00:00,113.4,2011-10-18 00:00:00,110,110,4,2000,224720,2011-10-18 00:00:00,1
2011-10-19 00:00:00,2011-10-19 00:00:00,119,2011-10-19 00:00:00,110,113,7,1400,158500,2011-10-19 00:00:00,1
2011-10-20 00:00:00,2011-10-20 00:00:00,109,2011-10-20 00:00:00,109,109,2,700,76300,2011-10-20 00:00:00,1
2011-10-21 00:00:00,2011-10-21 00:00:00,115.9,2011-10-21 00:00:00,115.9,115.9,1,100,11590,2011-10-21 00:00:00,1
2011-10-24 00:00:00,2011-10-24 00:00:00,117.9,2011-10-24 00:00:00,116.5,116.9,6,2000,233430,2011-10-24 00:00:00,1
2011-10-25 00:00:00,2011-10-25 00:00:00,117,2011-10-25 00:00:00,116,116.3,9,2600,302700,2011-10-25 00:00:00,1
2011-10-27 00:00:00,2011-10-27 00:00:00,116.5,2011-10-27 00:00:00,116.2,116.4,2,2000,232700,2011-10-27 00:00:00,1
2011-10-28 00:00:00,2011-10-28 00:00:00,112,2011-10-28 00:00:00,112,112,1,100,11200,2011-10-28 00:00:00,1
2011-10-31 00:00:00,2011-10-31 00:00:00,115,2011-10-31 00:00:00,110,110,10,3500,393900,2011-10-31 00:00:00,1
2011-11-01 00:00:00,2011-11-01 00:00:00,110,2011-11-01 00:00:00,110,110,1,100,11000,2011-11-01 00:00:00,1
2011-11-02 00:00:00,2011-11-02 00:00:00,114,2011-11-02 00:00:00,114,114,3,1000,114000,2011-11-02 00:00:00,1
2011-11-09 00:00:00,2011-11-09 00:00:00,116,2011-11-09 00:00:00,115,116,7,700,80980,2011-11-09 00:00:00,1
2011-11-11 00:00:00,2011-11-11 00:00:00,115,2011-11-11 00:00:00,114,114.3,5,1000,114600,2011-11-11 00:00:00,1
2011-11-16 00:00:00,2011-11-16 00:00:00,100,2011-11-16 00:00:00,100,100,2,400,40000,2011-11-16 00:00:00,1
2011-11-23 00:00:00,2011-11-23 00:00:00,120,2011-11-23 00:00:00,100.6,101.1,20,9100,929410,2011-11-23 00:00:00,1
2011-11-24 00:00:00,2011-11-24 00:00:00,100,2011-11-24 00:00:00,100,100,2,500,50000,2011-11-24 00:00:00,1
2011-11-25 00:00:00,2011-11-25 00:00:00,104.5,2011-11-25 00:00:00,95,104.5,3,600,57950,2011-11-25 00:00:00,1
2011-11-28 00:00:00,2011-11-28 00:00:00,115,2011-11-28 00:00:00,104.5,110.8,4,500,54780,2011-11-28 00:00:00,1
2011-11-29 00:00:00,2011-11-29 00:00:00,117,2011-11-29 00:00:00,114,115.5,5,2200,254100,2011-11-29 00:00:00,1
2011-11-30 00:00:00,2011-11-30 00:00:00,112.5,2011-11-30 00:00:00,107,110.7,6,1500,164000,2011-11-30 00:00:00,1
2011-12-01 00:00:00,2011-12-01 00:00:00,120,2011-12-01 00:00:00,112,114.4,4,900,102990,2011-12-01 00:00:00,1
2011-12-02 00:00:00,2011-12-02 00:00:00,108,2011-12-02 00:00:00,108,108,1,100,10800,2011-12-02 00:00:00,1
2011-12-07 00:00:00,2011-12-07 00:00:00,107,2011-12-07 00:00:00,101,105.5,4,900,93100,2011-12-07 00:00:00,1
2011-12-09 00:00:00,2011-12-09 00:00:00,103.5,2011-12-09 00:00:00,102.1,102.5,2,400,40980,2011-12-09 00:00:00,1
2011-12-12 00:00:00,2011-12-12 00:00:00,102.3,2011-12-12 00:00:00,102.3,102.3,1,1200,122760,2011-12-12 00:00:00,1
2011-12-15 00:00:00,2011-12-15 00:00:00,98,2011-12-15 00:00:00,98,98,2,300,29400,2011-12-15 00:00:00,1
2011-12-16 00:00:00,2011-12-16 00:00:00,110,2011-12-16 00:00:00,110,110,1,100,11000,2011-12-16 00:00:00,1
2011-12-19 00:00:00,2011-12-19 00:00:00,110,2011-12-19 00:00:00,110,110,1,300,33000,2011-12-19 00:00:00,1
2011-12-20 00:00:00,2011-12-20 00:00:00,100.3,2011-12-20 00:00:00,100.3,100.3,1,200,20060,2011-12-20 00:00:00,1
2011-12-22 00:00:00,2011-12-22 00:00:00,103,2011-12-22 00:00:00,100,100.2,11,10700,1071770,2011-12-22 00:00:00,1
2011-12-23 00:00:00,2011-12-23 00:00:00,108.4,2011-12-23 00:00:00,105,108.2,15,3100,327580,2011-12-23 00:00:00,1
2011-12-27 00:00:00,2011-12-27 00:00:00,105,2011-12-27 00:00:00,102,102.7,4,1000,102680,2011-12-27 00:00:00,1
2011-12-28 00:00:00,2011-12-28 00:00:00,113.7,2011-12-28 00:00:00,113,113.1,4,900,101770,2011-12-28 00:00:00,1
2011-12-29 00:00:00,2011-12-29 00:00:00,109,2011-12-29 00:00:00,109,109,1,300,32700,2011-12-29 00:00:00,1
2011-12-30 00:00:00,2011-12-30 00:00:00,104.1,2011-12-30 00:00:00,104,104.1,2,400,41620,2011-12-30 00:00:00,1
Company Id :  CARE,,Security Type :  N,,Sub Type :  0000,,,,,,
Short Name:  PRINTCARE PLC,,,,,,,,,,
Day,Date High,High,Date Low,Low,Closing,No. of Trades,No. of Shares,Turnover,Last Traded,Days Traded
2011-01-03 00:00:00,2011-01-03 00:00:00,117,2011-01-03 00:00:00,115,115,10,4100,472120,2011-01-03 00:00:00,1
2011-01-04 00:00:00,2011-01-04 00:00:00,115,2011-01-04 00:00:00,115,115,1,1000,115000,2011-01-04 00:00:00,1
2011-01-06 00:00:00,2011-01-06 00:00:00,125,2011-01-06 00:00:00,122,122.4,3,800,97900,2011-01-06 00:00:00,1
2011-01-07 00:00:00,2011-01-07 00:00:00,124.9,2011-01-07 00:00:00,117,118,4,1400,170950,2011-01-07 00:00:00,1
2011-01-10 00:00:00,2011-01-10 00:00:00,126.9,2011-01-10 00:00:00,123,125.7,5,2600,326840,2011-01-10 00:00:00,1
2011-01-11 00:00:00,2011-01-11 00:00:00,133,2011-01-11 00:00:00,123,130.4,17,3300,421000,2011-01-11 00:00:00,1
2011-01-12 00:00:00,2011-01-12 00:00:00,130,2011-01-12 00:00:00,126,126.9,5,1500,191300,2011-01-12 00:00:00,1
2011-01-13 00:00:00,2011-01-13 00:00:00,128,2011-01-13 00:00:00,126,128,2,200,25400,2011-01-13 00:00:00,1
2011-01-17 00:00:00,2011-01-17 00:00:00,127.6,2011-01-17 00:00:00,127.6,127.6,2,800,102080,2011-01-17 00:00:00,1
2011-01-20 00:00:00,2011-01-20 00:00:00,137,2011-01-20 00:00:00,124,131.6,77,15800,2071030,2011-01-20 00:00:00,1
2011-01-21 00:00:00,2011-01-21 00:00:00,131,2011-01-21 00:00:00,131,131,1,100,13100,2011-01-21 00:00:00,1
2011-01-24 00:00:00,2011-01-24 00:00:00,132,2011-01-24 00:00:00,125,125,7,1100,144030,2011-01-24 00:00:00,1
2011-01-25 00:00:00,2011-01-25 00:00:00,137,2011-01-25 00:00:00,130,132.1,64,20600,2722940,2011-01-25 00:00:00,1
2011-01-26 00:00:00,2011-01-26 00:00:00,142,2011-01-26 00:00:00,132,132,26,7200,985990,2011-01-26 00:00:00,1
2011-01-27 00:00:00,2011-01-27 00:00:00,145,2011-01-27 00:00:00,134,136.2,31,12100,1686660,2011-01-27 00:00:00,1
2011-01-28 00:00:00,2011-01-28 00:00:00,145,2011-01-28 00:00:00,135.8,136,19,5900,841890,2011-01-28 00:00:00,1
2011-01-31 00:00:00,2011-01-31 00:00:00,137.5,2011-01-31 00:00:00,136,136.7,5,800,109450,2011-01-31 00:00:00,1
2011-02-01 00:00:00,2011-02-01 00:00:00,143.5,2011-02-01 00:00:00,132,140,31,24600,3437800,2011-02-01 00:00:00,1
2011-02-02 00:00:00,2011-02-02 00:00:00,143.9,2011-02-02 00:00:00,143,143.5,5,1100,157830,2011-02-02 00:00:00,1
2011-02-03 00:00:00,2011-02-03 00:00:00,141.5,2011-02-03 00:00:00,140,141.5,8,1100,154600,2011-02-03 00:00:00,1
2011-02-07 00:00:00,2011-02-07 00:00:00,142,2011-02-07 00:00:00,141,141,9,4400,622700,2011-02-07 00:00:00,1
2011-02-08 00:00:00,2011-02-08 00:00:00,140,2011-02-08 00:00:00,135,135,4,3500,475000,2011-02-08 00:00:00,1
2011-02-09 00:00:00,2011-02-09 00:00:00,135,2011-02-09 00:00:00,135,135,4,2100,283500,2011-02-09 00:00:00,1
2011-02-10 00:00:00,2011-02-10 00:00:00,135,2011-02-10 00:00:00,131,133.5,4,1100,146110,2011-02-10 00:00:00,1
2011-02-11 00:00:00,2011-02-11 00:00:00,131,2011-02-11 00:00:00,115,129.8,3,2300,298520,2011-02-11 00:00:00,1
2011-02-14 00:00:00,2011-02-14 00:00:00,130,2011-02-14 00:00:00,128,128.5,3,600,77700,2011-02-14 00:00:00,1
2011-02-22 00:00:00,2011-02-22 00:00:00,126.1,2011-02-22 00:00:00,126.1,126.1,1,100,12610,2011-02-22 00:00:00,1
2011-02-24 00:00:00,2011-02-24 00:00:00,134.9,2011-02-24 00:00:00,134.9,134.9,1,100,13490,2011-02-24 00:00:00,1
2011-02-28 00:00:00,2011-02-28 00:00:00,123.5,2011-02-28 00:00:00,120.1,123.5,13,3000,367330,2011-02-28 00:00:00,1
2011-03-01 00:00:00,2011-03-01 00:00:00,154,2011-03-01 00:00:00,130,135.2,69,14500,2051240,2011-03-01 00:00:00,1
2011-03-03 00:00:00,2011-03-03 00:00:00,137,2011-03-03 00:00:00,126,127.2,13,3800,488290,2011-03-03 00:00:00,1
2011-03-04 00:00:00,2011-03-04 00:00:00,130,2011-03-04 00:00:00,127,127.4,6,800,101930,2011-03-04 00:00:00,1
2011-03-07 00:00:00,2011-03-07 00:00:00,127.2,2011-03-07 00:00:00,127.2,127.2,2,500,63600,2011-03-07 00:00:00,1
2011-03-08 00:00:00,2011-03-08 00:00:00,129,2011-03-08 00:00:00,126,126.8,5,900,114130,2011-03-08 00:00:00,1
2011-03-09 00:00:00,2011-03-09 00:00:00,126.3,2011-03-09 00:00:00,126,126,12,2800,352980,2011-03-09 00:00:00,1
2011-03-10 00:00:00,2011-03-10 00:00:00,126,2011-03-10 00:00:00,126,126,1,200,25200,2011-03-10 00:00:00,1
2011-03-11 00:00:00,2011-03-11 00:00:00,126.2,2011-03-11 00:00:00,126.2,126.2,1,200,25240,2011-03-11 00:00:00,1
2011-03-14 00:00:00,2011-03-14 00:00:00,126.3,2011-03-14 00:00:00,126.2,126.2,4,2500,315550,2011-03-14 00:00:00,1
2011-03-15 00:00:00,2011-03-15 00:00:00,126.1,2011-03-15 00:00:00,126,126,8,2900,365470,2011-03-15 00:00:00,1
2011-03-17 00:00:00,2011-03-17 00:00:00,134.9,2011-03-17 00:00:00,134.9,134.9,1,100,13490,2011-03-17 00:00:00,1
2011-03-18 00:00:00,2011-03-18 00:00:00,132,2011-03-18 00:00:00,132,132,1,100,13200,2011-03-18 00:00:00,1
2011-03-21 00:00:00,2011-03-21 00:00:00,126,2011-03-21 00:00:00,126,126,1,200,25200,2011-03-21 00:00:00,1
2011-03-22 00:00:00,2011-03-22 00:00:00,130,2011-03-22 00:00:00,130,130,1,1000,130000,2011-03-22 00:00:00,1
2011-03-23 00:00:00,2011-03-23 00:00:00,130,2011-03-23 00:00:00,130,130,4,400,52000,2011-03-23 00:00:00,1
2011-03-24 00:00:00,2011-03-24 00:00:00,131,2011-03-24 00:00:00,130,130,9,2600,338200,2011-03-24 00:00:00,1
2011-03-25 00:00:00,2011-03-25 00:00:00,131,2011-03-25 00:00:00,130,131,3,400,52200,2011-03-25 00:00:00,1
2011-03-28 00:00:00,2011-03-28 00:00:00,131,2011-03-28 00:00:00,129,129.3,5,900,116500,2011-03-28 00:00:00,1
2011-03-29 00:00:00,2011-03-29 00:00:00,129,2011-03-29 00:00:00,127.5,127.6,4,1000,128000,2011-03-29 00:00:00,1
2011-04-01 00:00:00,2011-04-01 00:00:00,130,2011-04-01 00:00:00,130,130,1,300,39000,2011-04-01 00:00:00,1
2011-04-04 00:00:00,2011-04-04 00:00:00,130.1,2011-04-04 00:00:00,130,130,3,400,52010,2011-04-04 00:00:00,1
2011-04-05 00:00:00,2011-04-05 00:00:00,130,2011-04-05 00:00:00,130,130,2,300,39000,2011-04-05 00:00:00,1
2011-04-06 00:00:00,2011-04-06 00:00:00,150,2011-04-06 00:00:00,131,131,18,3000,432240,2011-04-06 00:00:00,1
2011-04-07 00:00:00,2011-04-07 00:00:00,146.5,2011-04-07 00:00:00,134.2,135.4,32,6700,949200,2011-04-07 00:00:00,1
2011-04-08 00:00:00,2011-04-08 00:00:00,134,2011-04-08 00:00:00,133.1,133.7,5,900,120390,2011-04-08 00:00:00,1
2011-04-11 00:00:00,2011-04-11 00:00:00,134,2011-04-11 00:00:00,133.1,133.3,5,600,79960,2011-04-11 00:00:00,1
2011-04-12 00:00:00,2011-04-12 00:00:00,147,2011-04-12 00:00:00,140,141.5,31,6900,997780,2011-04-12 00:00:00,1
2011-04-18 00:00:00,2011-04-18 00:00:00,146.9,2011-04-18 00:00:00,140.5,140.5,6,1500,215890,2011-04-18 00:00:00,1
2011-04-19 00:00:00,2011-04-19 00:00:00,187,2011-04-19 00:00:00,146,183.1,439,87500,15061960,2011-04-19 00:00:00,1
2011-04-20 00:00:00,2011-04-20 00:00:00,274.6,2011-04-20 00:00:00,190,262.5,388,89500,22385320,2011-04-20 00:00:00,1
2011-04-21 00:00:00,2011-04-21 00:00:00,350,2011-04-21 00:00:00,285,295.4,385,69800,21603280,2011-04-21 00:00:00,1
2011-04-25 00:00:00,2011-04-25 00:00:00,320,2011-04-25 00:00:00,266.7,292.7,251,82400,25075430,2011-04-25 00:00:00,1
2011-04-26 00:00:00,2011-04-26 00:00:00,285,2011-04-26 00:00:00,272.3,282.2,19,2800,790350,2011-04-26 00:00:00,1
2011-04-27 00:00:00,2011-04-27 00:00:00,300,2011-04-27 00:00:00,275.3,281.3,13,1600,458490,2011-04-27 00:00:00,1
2011-04-28 00:00:00,2011-04-28 00:00:00,295,2011-04-28 00:00:00,275,275.4,11,1300,361720,2011-04-28 00:00:00,1
2011-04-29 00:00:00,2011-04-29 00:00:00,288.9,2011-04-29 00:00:00,260,260.6,15,2300,621360,2011-04-29 00:00:00,1
2011-05-03 00:00:00,2011-05-03 00:00:00,255,2011-05-03 00:00:00,246,252.4,18,2300,579730,2011-05-03 00:00:00,1
2011-05-04 00:00:00,2011-05-04 00:00:00,293.6,2011-05-04 00:00:00,265,275.4,73,10200,2853710,2011-05-04 00:00:00,1
2011-05-05 00:00:00,2011-05-05 00:00:00,287.9,2011-05-05 00:00:00,255.5,265,25,3200,870400,2011-05-05 00:00:00,1
2011-05-06 00:00:00,2011-05-06 00:00:00,265.2,2011-05-06 00:00:00,251.2,251.5,15,2500,647770,2011-05-06 00:00:00,1
2011-05-09 00:00:00,2011-05-09 00:00:00,276.9,2011-05-09 00:00:00,250,254.5,4,600,152690,2011-05-09 00:00:00,1
2011-05-10 00:00:00,2011-05-10 00:00:00,245.2,2011-05-10 00:00:00,245,245,11,2000,490180,2011-05-10 00:00:00,1
2011-05-12 00:00:00,2011-05-12 00:00:00,268,2011-05-12 00:00:00,231,236.6,11,2500,614320,2011-05-12 00:00:00,1
2011-05-13 00:00:00,2011-05-13 00:00:00,224,2011-05-13 00:00:00,205,218.6,18,4500,973950,2011-05-13 00:00:00,1
2011-05-16 00:00:00,2011-05-16 00:00:00,238,2011-05-16 00:00:00,220,220,3,300,69000,2011-05-16 00:00:00,1
2011-05-19 00:00:00,2011-05-19 00:00:00,276.9,2011-05-19 00:00:00,244.8,266.7,40,7400,1905220,2011-05-19 00:00:00,1
2011-05-20 00:00:00,2011-05-20 00:00:00,277,2011-05-20 00:00:00,270,270,13,2200,603490,2011-05-20 00:00:00,1
2011-05-23 00:00:00,2011-05-23 00:00:00,261.5,2011-05-23 00:00:00,255,259.6,6,1500,389650,2011-05-23 00:00:00,1
2011-05-24 00:00:00,2011-05-24 00:00:00,265,2011-05-24 00:00:00,250,250.7,10,1800,465070,2011-05-24 00:00:00,1
2011-05-25 00:00:00,2011-05-25 00:00:00,259,2011-05-25 00:00:00,250,254.6,17,11600,2948040,2011-05-25 00:00:00,1
2011-05-26 00:00:00,2011-05-26 00:00:00,250,2011-05-26 00:00:00,250,250,2,200,50000,2011-05-26 00:00:00,1
2011-05-27 00:00:00,2011-05-27 00:00:00,250,2011-05-27 00:00:00,239.9,240,24,4900,1178260,2011-05-27 00:00:00,1
2011-05-30 00:00:00,2011-05-30 00:00:00,221.1,2011-05-30 00:00:00,221.1,221.1,1,100,22110,2011-05-30 00:00:00,1
2011-05-31 00:00:00,2011-05-31 00:00:00,230,2011-05-31 00:00:00,220,224.1,35,10400,2337820,2011-05-31 00:00:00,1
2011-06-01 00:00:00,2011-06-01 00:00:00,255,2011-06-01 00:00:00,231.2,231.2,42,5800,1402610,2011-06-01 00:00:00,1
2011-06-02 00:00:00,2011-06-02 00:00:00,260,2011-06-02 00:00:00,231.1,241.8,21,3100,764710,2011-06-02 00:00:00,1
2011-06-03 00:00:00,2011-06-03 00:00:00,232,2011-06-03 00:00:00,231.6,232,3,400,92760,2011-06-03 00:00:00,1
2011-06-06 00:00:00,2011-06-06 00:00:00,240,2011-06-06 00:00:00,227,234.1,8,1400,326960,2011-06-06 00:00:00,1
