Daily High Low and Closing Share Prices - 2011,,,,,,,,,,
Company Id :  AAIC,,Security Type :  N,,Sub Type :  0000,,,,,,
Short Name :  ASIAN ALLIANCE,,,,,,,,,,
Day,Date High,High,Date Low,Low,Closing,No. of Trades,No. of Shares,Turnover,Last Traded,Days Traded
2011-06-10 00:00:00,2011-06-10 00:00:00,18.5,2011-06-10 00:00:00,18,18.1,22,55500,1008890,2011-06-10 00:00:00,1
2011-06-13 00:00:00,2011-06-13 00:00:00,19.8,2011-06-13 00:00:00,17,17.3,29,61800,1091140,2011-06-13 00:00:00,1
2011-06-14 00:00:00,2011-06-14 00:00:00,19.2,2011-06-14 00:00:00,16.2,18,22,31400,547810,2011-06-14 00:00:00,1
2011-06-16 00:00:00,2011-06-16 00:00:00,18,2011-06-16 00:00:00,16.8,17.5,15,36000,632200,2011-06-16 00:00:00,1
2011-06-17 00:00:00,2011-06-17 00:00:00,19.3,2011-06-17 00:00:00,17.6,18.9,32,80800,1514890,2011-06-17 00:00:00,1
2011-06-20 00:00:00,2011-06-20 00:00:00,21,2011-06-20 00:00:00,18.1,20.2,77,133100,2663090,2011-06-20 00:00:00,1
2011-06-21 00:00:00,2011-06-21 00:00:00,20.1,2011-06-21 00:00:00,19.2,19.7,20,44200,879640,2011-06-21 00:00:00,1
2011-06-22 00:00:00,2011-06-22 00:00:00,19.6,2011-06-22 00:00:00,18.6,19,14,16000,306820,2011-06-22 00:00:00,1
2011-06-23 00:00:00,2011-06-23 00:00:00,19.9,2011-06-23 00:00:00,18.5,18.6,5,7200,133550,2011-06-23 00:00:00,1
2011-06-24 00:00:00,2011-06-24 00:00:00,19.5,2011-06-24 00:00:00,18.3,18.4,18,27000,500600,2011-06-24 00:00:00,1
2011-06-27 00:00:00,2011-06-27 00:00:00,18.9,2011-06-27 00:00:00,18.5,18.5,37,52000,962050,2011-06-27 00:00:00,1
2011-06-28 00:00:00,2011-06-28 00:00:00,19.7,2011-06-28 00:00:00,18.5,18.5,14,28500,537730,2011-06-28 00:00:00,1
2011-06-29 00:00:00,2011-06-29 00:00:00,18.6,2011-06-29 00:00:00,18.2,18.5,15,35900,663130,2011-06-29 00:00:00,1
2011-06-30 00:00:00,2011-06-30 00:00:00,19.6,2011-06-30 00:00:00,17.7,18.4,13,20700,389960,2011-06-30 00:00:00,1
2011-07-01 00:00:00,2011-07-01 00:00:00,18.1,2011-07-01 00:00:00,18,18.1,2,1100,19900,2011-07-01 00:00:00,1
2011-07-04 00:00:00,2011-07-04 00:00:00,19,2011-07-04 00:00:00,18,18,8,12600,236800,2011-07-04 00:00:00,1
2011-07-05 00:00:00,2011-07-05 00:00:00,19,2011-07-05 00:00:00,19,19,17,47100,894900,2011-07-05 00:00:00,1
2011-07-06 00:00:00,2011-07-06 00:00:00,19,2011-07-06 00:00:00,18.6,19,9,15500,294260,2011-07-06 00:00:00,1
2011-07-07 00:00:00,2011-07-07 00:00:00,19,2011-07-07 00:00:00,18,19,23,127700,2406210,2011-07-07 00:00:00,1
2011-07-08 00:00:00,2011-07-08 00:00:00,19,2011-07-08 00:00:00,17.9,18,18,18200,331620,2011-07-08 00:00:00,1
2011-07-11 00:00:00,2011-07-11 00:00:00,18.9,2011-07-11 00:00:00,17.1,17.2,13,18000,313310,2011-07-11 00:00:00,1
2011-07-12 00:00:00,2011-07-12 00:00:00,18,2011-07-12 00:00:00,17.5,17.7,3,15100,266790,2011-07-12 00:00:00,1
2011-07-13 00:00:00,2011-07-13 00:00:00,19.9,2011-07-13 00:00:00,16,19,23,110600,1966030,2011-07-13 00:00:00,1
2011-07-15 00:00:00,2011-07-15 00:00:00,19.7,2011-07-15 00:00:00,16.1,18.1,48,91100,1676040,2011-07-15 00:00:00,1
2011-07-18 00:00:00,2011-07-18 00:00:00,19,2011-07-18 00:00:00,17.1,18,5,21600,388450,2011-07-18 00:00:00,1
2011-07-19 00:00:00,2011-07-19 00:00:00,19.5,2011-07-19 00:00:00,18,18.8,69,80400,1520430,2011-07-19 00:00:00,1
2011-07-20 00:00:00,2011-07-20 00:00:00,18.9,2011-07-20 00:00:00,17.1,18.7,15,41400,746500,2011-07-20 00:00:00,1
2011-07-21 00:00:00,2011-07-21 00:00:00,17.6,2011-07-21 00:00:00,17.5,17.5,5,2500,43850,2011-07-21 00:00:00,1
2011-07-22 00:00:00,2011-07-22 00:00:00,17.1,2011-07-22 00:00:00,16.8,17.1,11,24000,406860,2011-07-22 00:00:00,1
2011-07-25 00:00:00,2011-07-25 00:00:00,18,2011-07-25 00:00:00,16.5,17.9,9,44200,736890,2011-07-25 00:00:00,1
2011-07-26 00:00:00,2011-07-26 00:00:00,17.5,2011-07-26 00:00:00,16,17.5,7,5600,91840,2011-07-26 00:00:00,1
2011-07-27 00:00:00,2011-07-27 00:00:00,17.5,2011-07-27 00:00:00,16.5,16.7,32,130200,2161140,2011-07-27 00:00:00,1
2011-07-28 00:00:00,2011-07-28 00:00:00,20,2011-07-28 00:00:00,16.7,19.4,171,310200,5908600,2011-07-28 00:00:00,1
2011-07-29 00:00:00,2011-07-29 00:00:00,20.7,2011-07-29 00:00:00,18.4,20.5,112,250900,4933420,2011-07-29 00:00:00,1
2011-08-01 00:00:00,2011-08-01 00:00:00,21,2011-08-01 00:00:00,19.3,19.6,38,72600,1467930,2011-08-01 00:00:00,1
2011-08-02 00:00:00,2011-08-02 00:00:00,20.5,2011-08-02 00:00:00,18.7,18.7,41,67100,1287710,2011-08-02 00:00:00,1
2011-08-03 00:00:00,2011-08-03 00:00:00,21.3,2011-08-03 00:00:00,18.6,20.1,203,513900,10502670,2011-08-03 00:00:00,1
2011-08-04 00:00:00,2011-08-04 00:00:00,21.2,2011-08-04 00:00:00,20,20.9,108,117900,2432250,2011-08-04 00:00:00,1
2011-08-05 00:00:00,2011-08-05 00:00:00,20.8,2011-08-05 00:00:00,19.8,19.8,12,5200,105440,2011-08-05 00:00:00,1
2011-08-08 00:00:00,2011-08-08 00:00:00,21.3,2011-08-08 00:00:00,19,20,54,63500,1318330,2011-08-08 00:00:00,1
2011-08-09 00:00:00,2011-08-09 00:00:00,23.4,2011-08-09 00:00:00,20.7,23,427,862800,19366080,2011-08-09 00:00:00,1
2011-08-10 00:00:00,2011-08-10 00:00:00,28.8,2011-08-10 00:00:00,23.3,26,446,702600,18278880,2011-08-10 00:00:00,1
2011-08-11 00:00:00,2011-08-11 00:00:00,26.2,2011-08-11 00:00:00,22.4,24.6,81,95000,2431690,2011-08-11 00:00:00,1
2011-08-12 00:00:00,2011-08-12 00:00:00,25.5,2011-08-12 00:00:00,23.7,24.5,26,16300,400000,2011-08-12 00:00:00,1
2011-08-15 00:00:00,2011-08-15 00:00:00,28.3,2011-08-15 00:00:00,22.6,27.6,462,952900,25729470,2011-08-15 00:00:00,1
2011-08-16 00:00:00,2011-08-16 00:00:00,28.3,2011-08-16 00:00:00,25.9,26.8,205,265700,7217130,2011-08-16 00:00:00,1
2011-08-17 00:00:00,2011-08-17 00:00:00,27.2,2011-08-17 00:00:00,24.9,25,81,178800,4556990,2011-08-17 00:00:00,1
2011-08-18 00:00:00,2011-08-18 00:00:00,25.5,2011-08-18 00:00:00,23.4,24.8,47,57000,1379660,2011-08-18 00:00:00,1
2011-08-19 00:00:00,2011-08-19 00:00:00,27.5,2011-08-19 00:00:00,23.6,27,298,452500,11995420,2011-08-19 00:00:00,1
2011-08-22 00:00:00,2011-08-22 00:00:00,28.6,2011-08-22 00:00:00,25.5,25.8,198,321400,8894330,2011-08-22 00:00:00,1
2011-08-23 00:00:00,2011-08-23 00:00:00,27.4,2011-08-23 00:00:00,24.8,25.2,41,41400,1068300,2011-08-23 00:00:00,1
2011-08-24 00:00:00,2011-08-24 00:00:00,26.3,2011-08-24 00:00:00,24.9,25.2,22,33200,836550,2011-08-24 00:00:00,1
2011-08-25 00:00:00,2011-08-25 00:00:00,27.3,2011-08-25 00:00:00,25,26.8,187,385800,10342240,2011-08-25 00:00:00,1
2011-08-26 00:00:00,2011-08-26 00:00:00,27.8,2011-08-26 00:00:00,27,27.4,144,288500,7924180,2011-08-26 00:00:00,1
2011-08-29 00:00:00,2011-08-29 00:00:00,27.1,2011-08-29 00:00:00,26.1,26.6,22,31700,853110,2011-08-29 00:00:00,1
2011-08-30 00:00:00,2011-08-30 00:00:00,28.2,2011-08-30 00:00:00,27,28,136,224800,6254220,2011-08-30 00:00:00,1
2011-09-01 00:00:00,2011-09-01 00:00:00,32.5,2011-09-01 00:00:00,28,31.2,394,1124400,33715170,2011-09-01 00:00:00,1
2011-09-02 00:00:00,2011-09-02 00:00:00,34.5,2011-09-02 00:00:00,30.6,32.1,562,1008600,32971380,2011-09-02 00:00:00,1
2011-09-05 00:00:00,2011-09-05 00:00:00,34,2011-09-05 00:00:00,30.6,31.2,172,326200,10572300,2011-09-05 00:00:00,1
2011-09-06 00:00:00,2011-09-06 00:00:00,32.4,2011-09-06 00:00:00,30,30.2,61,188600,5738810,2011-09-06 00:00:00,1
2011-09-07 00:00:00,2011-09-07 00:00:00,33.3,2011-09-07 00:00:00,29.6,32.5,142,303400,9789090,2011-09-07 00:00:00,1
2011-09-08 00:00:00,2011-09-08 00:00:00,32.7,2011-09-08 00:00:00,30,30.3,83,136800,4186740,2011-09-08 00:00:00,1
2011-09-09 00:00:00,2011-09-09 00:00:00,31.5,2011-09-09 00:00:00,30.5,30.6,26,18300,563240,2011-09-09 00:00:00,1
2011-09-12 00:00:00,2011-09-12 00:00:00,31,2011-09-12 00:00:00,30,30.4,46,66500,2019910,2011-09-12 00:00:00,1
2011-09-13 00:00:00,2011-09-13 00:00:00,31.3,2011-09-13 00:00:00,29.8,30,19,22000,666250,2011-09-13 00:00:00,1
2011-09-14 00:00:00,2011-09-14 00:00:00,29.2,2011-09-14 00:00:00,28,29,28,59800,1724320,2011-09-14 00:00:00,1
2011-09-15 00:00:00,2011-09-15 00:00:00,29,2011-09-15 00:00:00,27,27.1,15,14300,397120,2011-09-15 00:00:00,1
2011-09-16 00:00:00,2011-09-16 00:00:00,28.9,2011-09-16 00:00:00,28,28.1,19,32700,924120,2011-09-16 00:00:00,1
2011-09-20 00:00:00,2011-09-20 00:00:00,28,2011-09-20 00:00:00,27.5,27.6,7,88100,2465860,2011-09-20 00:00:00,1
2011-09-21 00:00:00,2011-09-21 00:00:00,27.5,2011-09-21 00:00:00,27,27,18,107200,2933820,2011-09-21 00:00:00,1
2011-09-22 00:00:00,2011-09-22 00:00:00,27.1,2011-09-22 00:00:00,27,27.1,5,7700,208570,2011-09-22 00:00:00,1
2011-09-23 00:00:00,2011-09-23 00:00:00,28,2011-09-23 00:00:00,27,27,14,73400,1995900,2011-09-23 00:00:00,1
2011-09-26 00:00:00,2011-09-26 00:00:00,27.9,2011-09-26 00:00:00,27.1,27.5,14,17100,472520,2011-09-26 00:00:00,1
2011-09-27 00:00:00,2011-09-27 00:00:00,29.5,2011-09-27 00:00:00,27.5,27.7,102,106500,3051930,2011-09-27 00:00:00,1
2011-09-28 00:00:00,2011-09-28 00:00:00,29,2011-09-28 00:00:00,27.5,27.6,23,32000,893930,2011-09-28 00:00:00,1
2011-09-29 00:00:00,2011-09-29 00:00:00,29.5,2011-09-29 00:00:00,27.5,28.7,43,101700,2923820,2011-09-29 00:00:00,1
2011-09-30 00:00:00,2011-09-30 00:00:00,31.6,2011-09-30 00:00:00,29.3,30.8,187,324600,9906380,2011-09-30 00:00:00,1
2011-10-03 00:00:00,2011-10-03 00:00:00,32.4,2011-10-03 00:00:00,30.8,31.3,74,71400,2238000,2011-10-03 00:00:00,1
2011-10-04 00:00:00,2011-10-04 00:00:00,31.5,2011-10-04 00:00:00,29.5,29.9,35,30200,916020,2011-10-04 00:00:00,1
2011-10-05 00:00:00,2011-10-05 00:00:00,30.5,2011-10-05 00:00:00,30,30,27,22700,682520,2011-10-05 00:00:00,1
2011-10-06 00:00:00,2011-10-06 00:00:00,29.8,2011-10-06 00:00:00,28.1,28.3,31,24200,689770,2011-10-06 00:00:00,1
2011-10-07 00:00:00,2011-10-07 00:00:00,29.5,2011-10-07 00:00:00,28.6,28.9,14,5700,164680,2011-10-07 00:00:00,1
2011-10-10 00:00:00,2011-10-10 00:00:00,29.5,2011-10-10 00:00:00,28.6,28.6,7,1400,40330,2011-10-10 00:00:00,1
2011-10-12 00:00:00,2011-10-12 00:00:00,28.6,2011-10-12 00:00:00,28.1,28.2,13,21300,601710,2011-10-12 00:00:00,1
2011-10-13 00:00:00,2011-10-13 00:00:00,29,2011-10-13 00:00:00,29,29,1,100,2900,2011-10-13 00:00:00,1
2011-10-14 00:00:00,2011-10-14 00:00:00,29.4,2011-10-14 00:00:00,28,28.1,4,45000,1276000,2011-10-14 00:00:00,1
2011-10-17 00:00:00,2011-10-17 00:00:00,27.6,2011-10-17 00:00:00,25.5,26.9,15,40500,1105010,2011-10-17 00:00:00,1
2011-10-18 00:00:00,2011-10-18 00:00:00,26.9,2011-10-18 00:00:00,25.5,25.5,12,14600,373630,2011-10-18 00:00:00,1
2011-10-19 00:00:00,2011-10-19 00:00:00,26.9,2011-10-19 00:00:00,25.6,25.6,14,13300,353730,2011-10-19 00:00:00,1
2011-10-20 00:00:00,2011-10-20 00:00:00,26.8,2011-10-20 00:00:00,24.5,24.5,6,2200,55560,2011-10-20 00:00:00,1
2011-10-21 00:00:00,2011-10-21 00:00:00,26,2011-10-21 00:00:00,25,25,14,13300,335120,2011-10-21 00:00:00,1
2011-10-24 00:00:00,2011-10-24 00:00:00,26.7,2011-10-24 00:00:00,25.8,25.8,15,6800,178470,2011-10-24 00:00:00,1
2011-10-25 00:00:00,2011-10-25 00:00:00,25.5,2011-10-25 00:00:00,25.5,25.5,5,2800,71400,2011-10-25 00:00:00,1
2011-10-27 00:00:00,2011-10-27 00:00:00,26.8,2011-10-27 00:00:00,25,26.3,11,3300,83470,2011-10-27 00:00:00,1
2011-10-28 00:00:00,2011-10-28 00:00:00,26.5,2011-10-28 00:00:00,25,26.1,24,14800,386150,2011-10-28 00:00:00,1
2011-10-31 00:00:00,2011-10-31 00:00:00,25,2011-10-31 00:00:00,25,25,2,12900,322500,2011-10-31 00:00:00,1
2011-11-01 00:00:00,2011-11-01 00:00:00,25.1,2011-11-01 00:00:00,25,25,7,7700,192550,2011-11-01 00:00:00,1
2011-11-02 00:00:00,2011-11-02 00:00:00,26.5,2011-11-02 00:00:00,26,26.4,4,5000,132000,2011-11-02 00:00:00,1
2011-11-03 00:00:00,2011-11-03 00:00:00,26.4,2011-11-03 00:00:00,24.7,24.7,2,600,14990,2011-11-03 00:00:00,1
2011-11-04 00:00:00,2011-11-04 00:00:00,27.4,2011-11-04 00:00:00,26,26.9,9,2600,69910,2011-11-04 00:00:00,1
2011-11-08 00:00:00,2011-11-08 00:00:00,27.5,2011-11-08 00:00:00,26.4,26.7,13,13900,370820,2011-11-08 00:00:00,1
2011-11-09 00:00:00,2011-11-09 00:00:00,29.8,2011-11-09 00:00:00,25.1,25.5,27,27600,752060,2011-11-09 00:00:00,1
2011-11-11 00:00:00,2011-11-11 00:00:00,26,2011-11-11 00:00:00,25,25.5,15,18900,478410,2011-11-11 00:00:00,1
2011-11-14 00:00:00,2011-11-14 00:00:00,25.1,2011-11-14 00:00:00,25.1,25.1,2,900,22590,2011-11-14 00:00:00,1
2011-11-15 00:00:00,2011-11-15 00:00:00,25,2011-11-15 00:00:00,21,21.3,24,24300,570700,2011-11-15 00:00:00,1
2011-11-16 00:00:00,2011-11-16 00:00:00,23.5,2011-11-16 00:00:00,20,20.1,4,5500,111300,2011-11-16 00:00:00,1
2011-11-17 00:00:00,2011-11-17 00:00:00,22.9,2011-11-17 00:00:00,20.5,21.3,23,31800,669220,2011-11-17 00:00:00,1
2011-11-18 00:00:00,2011-11-18 00:00:00,25,2011-11-18 00:00:00,23,23.1,21,13100,321150,2011-11-18 00:00:00,1
2011-11-21 00:00:00,2011-11-21 00:00:00,24.8,2011-11-21 00:00:00,23,23,5,1700,41260,2011-11-21 00:00:00,1
2011-11-22 00:00:00,2011-11-22 00:00:00,22.2,2011-11-22 00:00:00,22,22,5,5000,110300,2011-11-22 00:00:00,1
2011-11-24 00:00:00,2011-11-24 00:00:00,21.5,2011-11-24 00:00:00,20,20,8,28600,580340,2011-11-24 00:00:00,1
2011-11-25 00:00:00,2011-11-25 00:00:00,22,2011-11-25 00:00:00,16.3,20.4,20,18700,379280,2011-11-25 00:00:00,1
2011-11-28 00:00:00,2011-11-28 00:00:00,24.8,2011-11-28 00:00:00,20,23.9,73,81800,1853840,2011-11-28 00:00:00,1
2011-11-29 00:00:00,2011-11-29 00:00:00,27,2011-11-29 00:00:00,22,22.5,57,62400,1555670,2011-11-29 00:00:00,1
2011-11-30 00:00:00,2011-11-30 00:00:00,26,2011-11-30 00:00:00,22.3,24.5,49,100000,2439160,2011-11-30 00:00:00,1
2011-12-01 00:00:00,2011-12-01 00:00:00,26.8,2011-12-01 00:00:00,24.5,26.2,95,113000,2909410,2011-12-01 00:00:00,1
2011-12-02 00:00:00,2011-12-02 00:00:00,25.7,2011-12-02 00:00:00,23.9,24.3,22,39300,955260,2011-12-02 00:00:00,1
2011-12-05 00:00:00,2011-12-05 00:00:00,23,2011-12-05 00:00:00,23,23,1,100,2300,2011-12-05 00:00:00,1
2011-12-06 00:00:00,2011-12-06 00:00:00,24.9,2011-12-06 00:00:00,23.2,23.2,4,2300,54720,2011-12-06 00:00:00,1
2011-12-07 00:00:00,2011-12-07 00:00:00,25.9,2011-12-07 00:00:00,23.7,23.7,40,41400,1044720,2011-12-07 00:00:00,1
2011-12-08 00:00:00,2011-12-08 00:00:00,24,2011-12-08 00:00:00,23.5,23.7,12,12300,292270,2011-12-08 00:00:00,1
2011-12-09 00:00:00,2011-12-09 00:00:00,25,2011-12-09 00:00:00,23,24,16,27900,655410,2011-12-09 00:00:00,1
2011-12-12 00:00:00,2011-12-12 00:00:00,24.7,2011-12-12 00:00:00,22,22.5,40,46700,1046820,2011-12-12 00:00:00,1
2011-12-13 00:00:00,2011-12-13 00:00:00,23.2,2011-12-13 00:00:00,22.1,22.5,9,10000,222500,2011-12-13 00:00:00,1
2011-12-14 00:00:00,2011-12-14 00:00:00,22.9,2011-12-14 00:00:00,21.1,22.2,12,2500,55160,2011-12-14 00:00:00,1
2011-12-15 00:00:00,2011-12-15 00:00:00,22,2011-12-15 00:00:00,21.1,21.5,7,2400,51430,2011-12-15 00:00:00,1
2011-12-16 00:00:00,2011-12-16 00:00:00,21.1,2011-12-16 00:00:00,20.6,21,10,11000,231220,2011-12-16 00:00:00,1
2011-12-19 00:00:00,2011-12-19 00:00:00,22.4,2011-12-19 00:00:00,20.5,21.5,5,2400,50510,2011-12-19 00:00:00,1
2011-12-20 00:00:00,2011-12-20 00:00:00,22.5,2011-12-20 00:00:00,21.8,22.5,21,9600,214820,2011-12-20 00:00:00,1
2011-12-21 00:00:00,2011-12-21 00:00:00,22.5,2011-12-21 00:00:00,21.8,22.4,2,1200,26860,2011-12-21 00:00:00,1
2011-12-22 00:00:00,2011-12-22 00:00:00,23.5,2011-12-22 00:00:00,21.5,23.2,20,11100,254810,2011-12-22 00:00:00,1
2011-12-23 00:00:00,2011-12-23 00:00:00,24,2011-12-23 00:00:00,23.5,23.6,26,10500,249710,2011-12-23 00:00:00,1
2011-12-28 00:00:00,2011-12-28 00:00:00,24,2011-12-28 00:00:00,24,24,1,100,2400,2011-12-28 00:00:00,1
2011-12-29 00:00:00,2011-12-29 00:00:00,23.5,2011-12-29 00:00:00,22.4,23.3,8,2300,53240,2011-12-29 00:00:00,1
2011-12-30 00:00:00,2011-12-30 00:00:00,24.9,2011-12-30 00:00:00,23.2,23.2,5,1800,44570,2011-12-30 00:00:00,1
Company Id,:  KFP,Security,Type :  N,Sub Type :  0000,,,,,,
Short Name,:  KEELLS FOOD,,,,,,,,,
Day,Date High,High,Date Low,Low,Closing,No. of Trades,No. of Shares,Turnover,Last Traded,Days Traded
2011-01-05 00:00:00,2011-01-05 00:00:00,135.5,2011-01-05 00:00:00,135,135.1,4,3500,472700,2011-01-05 00:00:00,1
2011-01-06 00:00:00,2011-01-06 00:00:00,140,2011-01-06 00:00:00,133.5,138,8,5800,800500,2011-01-06 00:00:00,1
2011-01-07 00:00:00,2011-01-07 00:00:00,158,2011-01-07 00:00:00,147,156.1,38,19600,3059120,2011-01-07 00:00:00,1
2011-01-10 00:00:00,2011-01-10 00:00:00,154,2011-01-10 00:00:00,150,152,2,2000,304000,2011-01-10 00:00:00,1
2011-01-11 00:00:00,2011-01-11 00:00:00,148,2011-01-11 00:00:00,148,148,3,1000,148000,2011-01-11 00:00:00,1
2011-01-12 00:00:00,2011-01-12 00:00:00,150,2011-01-12 00:00:00,148,149.9,6,3400,509560,2011-01-12 00:00:00,1
2011-01-13 00:00:00,2011-01-13 00:00:00,145,2011-01-13 00:00:00,145,145,1,100,14500,2011-01-13 00:00:00,1
2011-01-14 00:00:00,2011-01-14 00:00:00,150,2011-01-14 00:00:00,137.6,138.1,7,3400,487030,2011-01-14 00:00:00,1
2011-01-18 00:00:00,2011-01-18 00:00:00,149.5,2011-01-18 00:00:00,148.5,149.1,4,6600,983700,2011-01-18 00:00:00,1
2011-01-20 00:00:00,2011-01-20 00:00:00,149.5,2011-01-20 00:00:00,147,149.3,13,9200,1362000,2011-01-20 00:00:00,1
2011-01-21 00:00:00,2011-01-21 00:00:00,162,2011-01-21 00:00:00,148,148.2,19,16300,2588040,2011-01-21 00:00:00,1
2011-01-24 00:00:00,2011-01-24 00:00:00,148.5,2011-01-24 00:00:00,148,148.4,6,1200,178040,2011-01-24 00:00:00,1
2011-01-25 00:00:00,2011-01-25 00:00:00,149,2011-01-25 00:00:00,145,149,2,200,29400,2011-01-25 00:00:00,1
2011-01-26 00:00:00,2011-01-26 00:00:00,145,2011-01-26 00:00:00,145,145,2,200,29000,2011-01-26 00:00:00,1
2011-01-27 00:00:00,2011-01-27 00:00:00,155,2011-01-27 00:00:00,141.1,141.1,12,6700,998630,2011-01-27 00:00:00,1
2011-01-28 00:00:00,2011-01-28 00:00:00,148,2011-01-28 00:00:00,140,148,10,11500,1622000,2011-01-28 00:00:00,1
2011-02-01 00:00:00,2011-02-01 00:00:00,159.8,2011-02-01 00:00:00,141,156.3,30,33300,5130530,2011-02-01 00:00:00,1
2011-02-02 00:00:00,2011-02-02 00:00:00,162,2011-02-02 00:00:00,159.1,161.4,22,13400,2154090,2011-02-02 00:00:00,1
2011-02-03 00:00:00,2011-02-03 00:00:00,163.5,2011-02-03 00:00:00,156,161.4,21,25500,4116490,2011-02-03 00:00:00,1
2011-02-07 00:00:00,2011-02-07 00:00:00,165,2011-02-07 00:00:00,161.4,161.4,16,6800,1107680,2011-02-07 00:00:00,1
2011-02-08 00:00:00,2011-02-08 00:00:00,160,2011-02-08 00:00:00,150,150,4,2000,306000,2011-02-08 00:00:00,1
2011-02-09 00:00:00,2011-02-09 00:00:00,158,2011-02-09 00:00:00,158,158,10,13800,2180400,2011-02-09 00:00:00,1
2011-02-10 00:00:00,2011-02-10 00:00:00,158,2011-02-10 00:00:00,155,156.5,7,29100,4582500,2011-02-10 00:00:00,1
2011-02-11 00:00:00,2011-02-11 00:00:00,159.8,2011-02-11 00:00:00,150,151.2,16,18100,2724970,2011-02-11 00:00:00,1
2011-02-14 00:00:00,2011-02-14 00:00:00,175,2011-02-14 00:00:00,147.5,170.7,166,190800,31414050,2011-02-14 00:00:00,1
2011-02-15 00:00:00,2011-02-15 00:00:00,170,2011-02-15 00:00:00,155.2,163.7,8,2200,366520,2011-02-15 00:00:00,1
2011-02-18 00:00:00,2011-02-18 00:00:00,172,2011-02-18 00:00:00,170,171.4,5,700,119530,2011-02-18 00:00:00,1
2011-02-21 00:00:00,2011-02-21 00:00:00,168,2011-02-21 00:00:00,152,165.8,9,6200,966890,2011-02-21 00:00:00,1
2011-02-22 00:00:00,2011-02-22 00:00:00,164.5,2011-02-22 00:00:00,155,158,5,1400,223250,2011-02-22 00:00:00,1
2011-02-23 00:00:00,2011-02-23 00:00:00,168,2011-02-23 00:00:00,158,166.1,23,15000,2409600,2011-02-23 00:00:00,1
2011-02-25 00:00:00,2011-02-25 00:00:00,172,2011-02-25 00:00:00,168,170.4,4,8300,1414400,2011-02-25 00:00:00,1
2011-02-28 00:00:00,2011-02-28 00:00:00,169,2011-02-28 00:00:00,152,152.1,27,19100,3003800,2011-02-28 00:00:00,1
2011-03-01 00:00:00,2011-03-01 00:00:00,165.5,2011-03-01 00:00:00,149,150,29,20900,3180740,2011-03-01 00:00:00,1
2011-03-03 00:00:00,2011-03-03 00:00:00,165,2011-03-03 00:00:00,145,145.1,26,29800,4493390,2011-03-03 00:00:00,1
2011-03-04 00:00:00,2011-03-04 00:00:00,162,2011-03-04 00:00:00,159.9,161.2,22,12600,2033060,2011-03-04 00:00:00,1
2011-03-07 00:00:00,2011-03-07 00:00:00,162.1,2011-03-07 00:00:00,162,162,11,8600,1393660,2011-03-07 00:00:00,1
2011-03-08 00:00:00,2011-03-08 00:00:00,162,2011-03-08 00:00:00,155,155,6,2200,341700,2011-03-08 00:00:00,1
2011-03-14 00:00:00,2011-03-14 00:00:00,151.1,2011-03-14 00:00:00,151.1,151.1,1,400,60440,2011-03-14 00:00:00,1
2011-03-15 00:00:00,2011-03-15 00:00:00,152,2011-03-15 00:00:00,150.5,150.9,6,1400,211530,2011-03-15 00:00:00,1
2011-03-22 00:00:00,2011-03-22 00:00:00,142.5,2011-03-22 00:00:00,140,142.5,7,4000,565500,2011-03-22 00:00:00,1
2011-03-23 00:00:00,2011-03-23 00:00:00,147,2011-03-23 00:00:00,147,147,1,100,14700,2011-03-23 00:00:00,1
2011-03-24 00:00:00,2011-03-24 00:00:00,152,2011-03-24 00:00:00,152,152,1,200,30400,2011-03-24 00:00:00,1
2011-03-28 00:00:00,2011-03-28 00:00:00,150,2011-03-28 00:00:00,150,150,2,500,75000,2011-03-28 00:00:00,1
2011-03-29 00:00:00,2011-03-29 00:00:00,145.1,2011-03-29 00:00:00,145.1,145.1,2,400,58040,2011-03-29 00:00:00,1
2011-03-31 00:00:00,2011-03-31 00:00:00,150,2011-03-31 00:00:00,150,150,2,200,30000,2011-03-31 00:00:00,1
2011-04-01 00:00:00,2011-04-01 00:00:00,150,2011-04-01 00:00:00,150,150,3,600,90000,2011-04-01 00:00:00,1
2011-04-04 00:00:00,2011-04-04 00:00:00,150,2011-04-04 00:00:00,150,150,1,400,60000,2011-04-04 00:00:00,1
2011-04-12 00:00:00,2011-04-12 00:00:00,172,2011-04-12 00:00:00,159,167.3,36,34400,5659270,2011-04-12 00:00:00,1
2011-04-18 00:00:00,2011-04-18 00:00:00,172.1,2011-04-18 00:00:00,165,168.4,31,37800,6397190,2011-04-18 00:00:00,1
2011-04-19 00:00:00,2011-04-19 00:00:00,169.5,2011-04-19 00:00:00,150.1,169.1,15,4700,785810,2011-04-19 00:00:00,1
2011-04-21 00:00:00,2011-04-21 00:00:00,160,2011-04-21 00:00:00,155,155.6,6,5000,778150,2011-04-21 00:00:00,1
2011-04-25 00:00:00,2011-04-25 00:00:00,164.3,2011-04-25 00:00:00,155,164.1,46,30000,4812160,2011-04-25 00:00:00,1
2011-04-26 00:00:00,2011-04-26 00:00:00,164.2,2011-04-26 00:00:00,164,164.2,3,800,131340,2011-04-26 00:00:00,1
2011-04-27 00:00:00,2011-04-27 00:00:00,167.9,2011-04-27 00:00:00,165,167.8,2,3300,553780,2011-04-27 00:00:00,1
2011-05-03 00:00:00,2011-05-03 00:00:00,162.9,2011-05-03 00:00:00,142,151.8,3,1700,258120,2011-05-03 00:00:00,1
