"DAILY HIGH, LOW AND CLOSING PRICE OF 02ND JANUARY TO 31st DECEMBER 2015",,,,,,,,,,
ASIA ASSET FINANCE PLC,,,,,,,,,,
Company Id :,AAF,Security Type :  N,,Sub Type :  0000,,,,,,
2015-02-16 00:00:00,2015-02-16 00:00:00,1.9,2015-02-16 00:00:00,1.8,1.8,13,156100,281030,2015-02-16 00:00:00,1
2015-02-18 00:00:00,2015-02-18 00:00:00,1.8,2015-02-18 00:00:00,1.7,1.8,29,589108,1058384.1,2015-02-18 00:00:00,1
2015-02-19 00:00:00,2015-02-19 00:00:00,1.9,2015-02-19 00:00:00,1.8,1.8,70,4910650,8839170.1,2015-02-19 00:00:00,1
2015-02-20 00:00:00,2015-02-20 00:00:00,1.9,2015-02-20 00:00:00,1.8,1.8,19,355834,664884.5,2015-02-20 00:00:00,1
2015-02-23 00:00:00,2015-02-23 00:00:00,1.8,2015-02-23 00:00:00,1.8,1.8,17,646329,1163392.2,2015-02-23 00:00:00,1
2015-02-24 00:00:00,2015-02-24 00:00:00,1.9,2015-02-24 00:00:00,1.8,1.8,44,1397717,2515891.6,2015-02-24 00:00:00,1
2015-02-25 00:00:00,2015-02-25 00:00:00,1.8,2015-02-25 00:00:00,1.7,1.8,16,300506,540810.2,2015-02-25 00:00:00,1
2015-02-26 00:00:00,2015-02-26 00:00:00,1.8,2015-02-26 00:00:00,1.7,1.7,15,151480,272363.6,2015-02-26 00:00:00,1
2015-02-27 00:00:00,2015-02-27 00:00:00,1.8,2015-02-27 00:00:00,1.7,1.7,21,144057,250276.6,2015-02-27 00:00:00,1
2015-03-02 00:00:00,2015-03-02 00:00:00,1.8,2015-03-02 00:00:00,1.7,1.8,19,132200,237660,2015-03-02 00:00:00,1
2015-03-03 00:00:00,2015-03-03 00:00:00,1.8,2015-03-03 00:00:00,1.7,1.8,22,85400,150990,2015-03-03 00:00:00,1
2015-03-04 00:00:00,2015-03-04 00:00:00,1.8,2015-03-04 00:00:00,1.7,1.8,8,62527,106356,2015-03-04 00:00:00,1
2015-03-06 00:00:00,2015-03-06 00:00:00,1.8,2015-03-06 00:00:00,1.7,1.8,33,1004100,1803280,2015-03-06 00:00:00,1
2015-03-09 00:00:00,2015-03-09 00:00:00,1.8,2015-03-09 00:00:00,1.7,1.7,83,4442637,7552682.7,2015-03-09 00:00:00,1
2015-03-10 00:00:00,2015-03-10 00:00:00,1.8,2015-03-10 00:00:00,1.7,1.7,4,57100,97170,2015-03-10 00:00:00,1
2015-03-11 00:00:00,2015-03-11 00:00:00,1.7,2015-03-11 00:00:00,1.7,1.7,25,497602,845923.4,2015-03-11 00:00:00,1
2015-03-12 00:00:00,2015-03-12 00:00:00,1.7,2015-03-12 00:00:00,1.7,1.7,8,56718,96420.6,2015-03-12 00:00:00,1
2015-03-13 00:00:00,2015-03-13 00:00:00,1.8,2015-03-13 00:00:00,1.7,1.7,22,214489,364841.3,2015-03-13 00:00:00,1
2015-03-16 00:00:00,2015-03-16 00:00:00,1.7,2015-03-16 00:00:00,1.7,1.7,32,3142695,5342581.5,2015-03-16 00:00:00,1
2015-03-17 00:00:00,2015-03-17 00:00:00,1.8,2015-03-17 00:00:00,1.7,1.7,20,1100391,1870764.8,2015-03-17 00:00:00,1
2015-03-18 00:00:00,2015-03-18 00:00:00,1.7,2015-03-18 00:00:00,1.7,1.7,31,2457484,4177722.8,2015-03-18 00:00:00,1
2015-03-19 00:00:00,2015-03-19 00:00:00,1.7,2015-03-19 00:00:00,1.7,1.7,8,31500,53550,2015-03-19 00:00:00,1
2015-03-20 00:00:00,2015-03-20 00:00:00,1.7,2015-03-20 00:00:00,1.7,1.7,18,343747,584369.9,2015-03-20 00:00:00,1
2015-03-23 00:00:00,2015-03-23 00:00:00,1.8,2015-03-23 00:00:00,1.7,1.7,12,109219,185672.7,2015-03-23 00:00:00,1
2015-03-24 00:00:00,2015-03-24 00:00:00,1.7,2015-03-24 00:00:00,1.6,1.6,21,314274,534065.8,2015-03-24 00:00:00,1
2015-03-25 00:00:00,2015-03-25 00:00:00,1.7,2015-03-25 00:00:00,1.6,1.6,16,129551,208086.7,2015-03-25 00:00:00,1
2015-03-26 00:00:00,2015-03-26 00:00:00,1.7,2015-03-26 00:00:00,1.6,1.6,8,41272,69067.4,2015-03-26 00:00:00,1
2015-03-27 00:00:00,2015-03-27 00:00:00,1.7,2015-03-27 00:00:00,1.6,1.7,12,173459,288123.5,2015-03-27 00:00:00,1
2015-03-30 00:00:00,2015-03-30 00:00:00,1.7,2015-03-30 00:00:00,1.6,1.6,20,407987,652949.4,2015-03-30 00:00:00,1
2015-03-31 00:00:00,2015-03-31 00:00:00,1.7,2015-03-31 00:00:00,1.6,1.6,33,396494,637440.4,2015-03-31 00:00:00,1
2015-04-01 00:00:00,2015-04-01 00:00:00,1.7,2015-04-01 00:00:00,1.6,1.7,18,13801,22641.7,2015-04-01 00:00:00,1
2015-04-02 00:00:00,2015-04-02 00:00:00,1.7,2015-04-02 00:00:00,1.6,1.7,4,15706,25659.6,2015-04-02 00:00:00,1
2015-04-06 00:00:00,2015-04-06 00:00:00,1.7,2015-04-06 00:00:00,1.6,1.6,15,138700,221940,2015-04-06 00:00:00,1
2015-04-07 00:00:00,2015-04-07 00:00:00,1.7,2015-04-07 00:00:00,1.6,1.7,3,5300,8510,2015-04-07 00:00:00,1
2015-04-08 00:00:00,2015-04-08 00:00:00,1.7,2015-04-08 00:00:00,1.6,1.6,49,134727,227985.9,2015-04-08 00:00:00,1
2015-04-09 00:00:00,2015-04-09 00:00:00,1.7,2015-04-09 00:00:00,1.6,1.7,37,1277508,2170613.6,2015-04-09 00:00:00,1
2015-04-10 00:00:00,2015-04-10 00:00:00,1.8,2015-04-10 00:00:00,1.7,1.7,15,176700,300650,2015-04-10 00:00:00,1
2015-04-15 00:00:00,2015-04-15 00:00:00,1.8,2015-04-15 00:00:00,1.7,1.8,16,61352,104303.6,2015-04-15 00:00:00,1
2015-04-16 00:00:00,2015-04-16 00:00:00,1.8,2015-04-16 00:00:00,1.7,1.7,13,20909,36386.4,2015-04-16 00:00:00,1
2015-04-17 00:00:00,2015-04-17 00:00:00,1.8,2015-04-17 00:00:00,1.8,1.8,7,18100,32580,2015-04-17 00:00:00,1
2015-04-20 00:00:00,2015-04-20 00:00:00,1.8,2015-04-20 00:00:00,1.7,1.7,13,36431,63975.8,2015-04-20 00:00:00,1
2015-04-21 00:00:00,2015-04-21 00:00:00,1.8,2015-04-21 00:00:00,1.7,1.8,29,343831,584522.8,2015-04-21 00:00:00,1
2015-04-22 00:00:00,2015-04-22 00:00:00,1.8,2015-04-22 00:00:00,1.7,1.8,13,36909,62845.3,2015-04-22 00:00:00,1
2015-04-23 00:00:00,2015-04-23 00:00:00,1.7,2015-04-23 00:00:00,1.7,1.7,9,128001,217601.7,2015-04-23 00:00:00,1
2015-04-24 00:00:00,2015-04-24 00:00:00,1.7,2015-04-24 00:00:00,1.7,1.7,21,905798,1539856.6,2015-04-24 00:00:00,1
2015-04-27 00:00:00,2015-04-27 00:00:00,1.8,2015-04-27 00:00:00,1.7,1.8,17,200020,340036,2015-04-27 00:00:00,1
2015-04-28 00:00:00,2015-04-28 00:00:00,1.8,2015-04-28 00:00:00,1.7,1.8,16,863295,1473396.5,2015-04-28 00:00:00,1
2015-04-29 00:00:00,2015-04-29 00:00:00,1.8,2015-04-29 00:00:00,1.7,1.7,16,502600,854470,2015-04-29 00:00:00,1
2015-04-30 00:00:00,2015-04-30 00:00:00,1.9,2015-04-30 00:00:00,1.7,1.8,149,7709815,13877384.2,2015-04-30 00:00:00,1
2015-05-05 00:00:00,2015-05-05 00:00:00,1.8,2015-05-05 00:00:00,1.8,1.8,30,2184835,3932703,2015-05-05 00:00:00,1
2015-05-06 00:00:00,2015-05-06 00:00:00,1.9,2015-05-06 00:00:00,1.8,1.8,40,1920347,3456625.6,2015-05-06 00:00:00,1
2015-05-07 00:00:00,2015-05-07 00:00:00,2,2015-05-07 00:00:00,1.8,1.8,211,12151541,23082097,2015-05-07 00:00:00,1
2015-05-08 00:00:00,2015-05-08 00:00:00,2,2015-05-08 00:00:00,1.9,1.9,112,4382744,8328093.7,2015-05-08 00:00:00,1
2015-05-11 00:00:00,2015-05-11 00:00:00,1.9,2015-05-11 00:00:00,1.9,1.9,46,1010221,1919419.9,2015-05-11 00:00:00,1
2015-05-12 00:00:00,2015-05-12 00:00:00,1.9,2015-05-12 00:00:00,1.9,1.9,48,1700750,3231425,2015-05-12 00:00:00,1
2015-05-13 00:00:00,2015-05-13 00:00:00,2,2015-05-13 00:00:00,1.9,1.9,87,10983718,20869564.4,2015-05-13 00:00:00,1
2015-05-14 00:00:00,2015-05-14 00:00:00,2,2015-05-14 00:00:00,1.8,1.9,63,1947783,3700828,2015-05-14 00:00:00,1
2015-05-15 00:00:00,2015-05-15 00:00:00,2,2015-05-15 00:00:00,1.9,1.9,94,3360370,6384733.1,2015-05-15 00:00:00,1
2015-05-18 00:00:00,2015-05-18 00:00:00,1.9,2015-05-18 00:00:00,1.9,1.9,43,723834,1375284.6,2015-05-18 00:00:00,1
2015-05-19 00:00:00,2015-05-19 00:00:00,1.9,2015-05-19 00:00:00,1.8,1.9,22,597845,1134195.5,2015-05-19 00:00:00,1
2015-05-20 00:00:00,2015-05-20 00:00:00,1.9,2015-05-20 00:00:00,1.8,1.9,7,152830,290219,2015-05-20 00:00:00,1
2015-05-21 00:00:00,2015-05-21 00:00:00,1.9,2015-05-21 00:00:00,1.8,1.8,22,1274781,2295200.8,2015-05-21 00:00:00,1
2015-05-22 00:00:00,2015-05-22 00:00:00,1.9,2015-05-22 00:00:00,1.8,1.8,43,5095832,9172502.6,2015-05-22 00:00:00,1
2015-05-25 00:00:00,2015-05-25 00:00:00,1.9,2015-05-25 00:00:00,1.8,1.8,22,367097,661024.8,2015-05-25 00:00:00,1
2015-05-26 00:00:00,2015-05-26 00:00:00,1.8,2015-05-26 00:00:00,1.8,1.8,5,52390,94302,2015-05-26 00:00:00,1
2015-05-27 00:00:00,2015-05-27 00:00:00,1.9,2015-05-27 00:00:00,1.8,1.8,19,1341588,2414880.9,2015-05-27 00:00:00,1
2015-05-28 00:00:00,2015-05-28 00:00:00,1.8,2015-05-28 00:00:00,1.7,1.8,55,1491394,2684299.2,2015-05-28 00:00:00,1
2015-05-29 00:00:00,2015-05-29 00:00:00,1.8,2015-05-29 00:00:00,1.7,1.8,15,65000,116760,2015-05-29 00:00:00,1
2015-06-01 00:00:00,2015-06-01 00:00:00,1.7,2015-06-01 00:00:00,1.7,1.7,3,520000,884000,2015-06-01 00:00:00,1
2015-06-03 00:00:00,2015-06-03 00:00:00,1.7,2015-06-03 00:00:00,1.7,1.7,25,2106250,3580625,2015-06-03 00:00:00,1
2015-06-04 00:00:00,2015-06-04 00:00:00,1.8,2015-06-04 00:00:00,1.7,1.7,10,54511,92678.8,2015-06-04 00:00:00,1
2015-06-05 00:00:00,2015-06-05 00:00:00,1.7,2015-06-05 00:00:00,1.7,1.7,4,165720,281724,2015-06-05 00:00:00,1
2015-06-08 00:00:00,2015-06-08 00:00:00,1.8,2015-06-08 00:00:00,1.7,1.7,14,321804,548366.8,2015-06-08 00:00:00,1
2015-06-09 00:00:00,2015-06-09 00:00:00,1.8,2015-06-09 00:00:00,1.7,1.7,7,174795,297171.5,2015-06-09 00:00:00,1
2015-06-10 00:00:00,2015-06-10 00:00:00,1.7,2015-06-10 00:00:00,1.7,1.7,12,370001,629001.7,2015-06-10 00:00:00,1
2015-06-11 00:00:00,2015-06-11 00:00:00,1.8,2015-06-11 00:00:00,1.7,1.7,19,111202,189043.5,2015-06-11 00:00:00,1
2015-06-12 00:00:00,2015-06-12 00:00:00,1.8,2015-06-12 00:00:00,1.7,1.8,88,583366,1043008.8,2015-06-12 00:00:00,1
2015-06-15 00:00:00,2015-06-15 00:00:00,1.8,2015-06-15 00:00:00,1.7,1.8,10,502400,904300,2015-06-15 00:00:00,1
2015-06-16 00:00:00,2015-06-16 00:00:00,1.8,2015-06-16 00:00:00,1.7,1.7,5,94669,160957.3,2015-06-16 00:00:00,1
2015-06-17 00:00:00,2015-06-17 00:00:00,1.8,2015-06-17 00:00:00,1.7,1.7,6,16711,29608.7,2015-06-17 00:00:00,1
2015-06-18 00:00:00,2015-06-18 00:00:00,1.8,2015-06-18 00:00:00,1.8,1.8,7,159250,286650,2015-06-18 00:00:00,1
2015-06-19 00:00:00,2015-06-19 00:00:00,1.8,2015-06-19 00:00:00,1.7,1.7,8,856301,1455766.8,2015-06-19 00:00:00,1
2015-06-22 00:00:00,2015-06-22 00:00:00,1.8,2015-06-22 00:00:00,1.7,1.7,41,2432099,4136848.2,2015-06-22 00:00:00,1
2015-06-23 00:00:00,2015-06-23 00:00:00,1.7,2015-06-23 00:00:00,1.7,1.7,7,55100,93670,2015-06-23 00:00:00,1
2015-06-24 00:00:00,2015-06-24 00:00:00,1.7,2015-06-24 00:00:00,1.7,1.7,6,27365,46520.5,2015-06-24 00:00:00,1
2015-06-25 00:00:00,2015-06-25 00:00:00,1.8,2015-06-25 00:00:00,1.7,1.7,8,331750,564000,2015-06-25 00:00:00,1
2015-06-26 00:00:00,2015-06-26 00:00:00,1.7,2015-06-26 00:00:00,1.7,1.7,11,230780,392326,2015-06-26 00:00:00,1
2015-06-29 00:00:00,2015-06-29 00:00:00,1.8,2015-06-29 00:00:00,1.7,1.7,6,33052,56188.6,2015-06-29 00:00:00,1
2015-06-30 00:00:00,2015-06-30 00:00:00,1.7,2015-06-30 00:00:00,1.7,1.7,16,399549,679233.3,2015-06-30 00:00:00,1
2015-07-02 00:00:00,2015-07-02 00:00:00,1.8,2015-07-02 00:00:00,1.7,1.7,9,409978,696987.6,2015-07-02 00:00:00,1
2015-07-03 00:00:00,2015-07-03 00:00:00,1.8,2015-07-03 00:00:00,1.7,1.8,3,5601,10081.7,2015-07-03 00:00:00,1
2015-07-06 00:00:00,2015-07-06 00:00:00,1.8,2015-07-06 00:00:00,1.7,1.7,11,134943,231623.1,2015-07-06 00:00:00,1
2015-07-07 00:00:00,2015-07-07 00:00:00,1.8,2015-07-07 00:00:00,1.7,1.7,9,108600,185920,2015-07-07 00:00:00,1
2015-07-08 00:00:00,2015-07-08 00:00:00,1.7,2015-07-08 00:00:00,1.7,1.7,26,803500,1365950,2015-07-08 00:00:00,1
2015-07-09 00:00:00,2015-07-09 00:00:00,1.8,2015-07-09 00:00:00,1.7,1.7,7,21760,36992.1,2015-07-09 00:00:00,1
2015-07-10 00:00:00,2015-07-10 00:00:00,1.8,2015-07-10 00:00:00,1.8,1.8,8,411750,741150,2015-07-10 00:00:00,1
2015-07-13 00:00:00,2015-07-13 00:00:00,1.8,2015-07-13 00:00:00,1.7,1.7,11,224353,382706,2015-07-13 00:00:00,1
2015-07-14 00:00:00,2015-07-14 00:00:00,1.7,2015-07-14 00:00:00,1.7,1.7,3,250000,425000,2015-07-14 00:00:00,1
2015-07-15 00:00:00,2015-07-15 00:00:00,1.8,2015-07-15 00:00:00,1.7,1.7,5,26000,44300,2015-07-15 00:00:00,1
2015-07-16 00:00:00,2015-07-16 00:00:00,1.8,2015-07-16 00:00:00,1.7,1.7,22,470509,799876.1,2015-07-16 00:00:00,1
2015-07-17 00:00:00,2015-07-17 00:00:00,1.8,2015-07-17 00:00:00,1.7,1.7,24,1119626,1906399.2,2015-07-17 00:00:00,1
2015-07-20 00:00:00,2015-07-20 00:00:00,1.9,2015-07-20 00:00:00,1.8,1.8,193,7194796,12951709.9,2015-07-20 00:00:00,1
2015-07-21 00:00:00,2015-07-21 00:00:00,1.9,2015-07-21 00:00:00,1.8,1.8,41,1087999,1958410.5,2015-07-21 00:00:00,1
2015-07-22 00:00:00,2015-07-22 00:00:00,1.9,2015-07-22 00:00:00,1.8,1.8,36,553711,996680.9,2015-07-22 00:00:00,1
2015-07-23 00:00:00,2015-07-23 00:00:00,1.8,2015-07-23 00:00:00,1.8,1.8,6,155010,279018,2015-07-23 00:00:00,1
2015-07-24 00:00:00,2015-07-24 00:00:00,1.9,2015-07-24 00:00:00,1.8,1.8,33,1333108,2399609.4,2015-07-24 00:00:00,1
2015-07-27 00:00:00,2015-07-27 00:00:00,1.9,2015-07-27 00:00:00,1.8,1.8,32,1209501,2177201.9,2015-07-27 00:00:00,1
2015-07-28 00:00:00,2015-07-28 00:00:00,1.8,2015-07-28 00:00:00,1.8,1.8,40,1805405,3249729,2015-07-28 00:00:00,1
2015-07-29 00:00:00,2015-07-29 00:00:00,1.9,2015-07-29 00:00:00,1.8,1.8,30,480831,865506.8,2015-07-29 00:00:00,1
2015-07-30 00:00:00,2015-07-30 00:00:00,1.9,2015-07-30 00:00:00,1.8,1.8,29,1100534,1980971.8,2015-07-30 00:00:00,1
2015-08-03 00:00:00,2015-08-03 00:00:00,1.9,2015-08-03 00:00:00,1.8,1.8,20,415423,761261.4,2015-08-03 00:00:00,1
2015-08-04 00:00:00,2015-08-04 00:00:00,1.9,2015-08-04 00:00:00,1.8,1.8,31,1409204,2536570.8,2015-08-04 00:00:00,1
2015-08-05 00:00:00,2015-08-05 00:00:00,1.9,2015-08-05 00:00:00,1.8,1.8,36,921021,1657847.8,2015-08-05 00:00:00,1
2015-08-06 00:00:00,2015-08-06 00:00:00,1.9,2015-08-06 00:00:00,1.8,1.8,21,297773,535992.5,2015-08-06 00:00:00,1
2015-08-07 00:00:00,2015-08-07 00:00:00,1.9,2015-08-07 00:00:00,1.8,1.8,29,3358336,6045004.9,2015-08-07 00:00:00,1
2015-08-10 00:00:00,2015-08-10 00:00:00,1.9,2015-08-10 00:00:00,1.8,1.8,34,5365039,9661070.2,2015-08-10 00:00:00,1
2015-08-11 00:00:00,2015-08-11 00:00:00,1.8,2015-08-11 00:00:00,1.8,1.8,33,1160602,2089083.6,2015-08-11 00:00:00,1
2015-08-12 00:00:00,2015-08-12 00:00:00,1.9,2015-08-12 00:00:00,1.8,1.8,7,17699,31868.2,2015-08-12 00:00:00,1
2015-08-13 00:00:00,2015-08-13 00:00:00,1.9,2015-08-13 00:00:00,1.8,1.8,20,461051,829891.9,2015-08-13 00:00:00,1
2015-08-14 00:00:00,2015-08-14 00:00:00,1.9,2015-08-14 00:00:00,1.8,1.8,24,1035357,1863718.3,2015-08-14 00:00:00,1
2015-08-17 00:00:00,2015-08-17 00:00:00,1.9,2015-08-17 00:00:00,1.8,1.8,9,573000,1033400,2015-08-17 00:00:00,1
2015-08-18 00:00:00,2015-08-18 00:00:00,1.9,2015-08-18 00:00:00,1.8,1.8,12,251701,453181.9,2015-08-18 00:00:00,1
2015-08-19 00:00:00,2015-08-19 00:00:00,1.9,2015-08-19 00:00:00,1.8,1.8,13,357331,648196.5,2015-08-19 00:00:00,1
2015-08-20 00:00:00,2015-08-20 00:00:00,1.9,2015-08-20 00:00:00,1.7,1.8,43,3437378,6187830.4,2015-08-20 00:00:00,1
2015-08-21 00:00:00,2015-08-21 00:00:00,1.8,2015-08-21 00:00:00,1.7,1.8,16,141462,253315.4,2015-08-21 00:00:00,1
2015-08-24 00:00:00,2015-08-24 00:00:00,1.8,2015-08-24 00:00:00,1.7,1.7,4,2711,4709.8,2015-08-24 00:00:00,1
2015-08-25 00:00:00,2015-08-25 00:00:00,1.8,2015-08-25 00:00:00,1.7,1.7,14,266632,454586,2015-08-25 00:00:00,1
2015-08-26 00:00:00,2015-08-26 00:00:00,1.8,2015-08-26 00:00:00,1.7,1.7,46,5513812,9373540.6,2015-08-26 00:00:00,1
2015-08-27 00:00:00,2015-08-27 00:00:00,1.8,2015-08-27 00:00:00,1.7,1.7,4,611,1064.8,2015-08-27 00:00:00,1
2015-08-28 00:00:00,2015-08-28 00:00:00,1.8,2015-08-28 00:00:00,1.7,1.8,43,772712,1313620.4,2015-08-28 00:00:00,1
2015-08-31 00:00:00,2015-08-31 00:00:00,1.8,2015-08-31 00:00:00,1.7,1.7,4,105485,179424.5,2015-08-31 00:00:00,1
2015-09-01 00:00:00,2015-09-01 00:00:00,1.7,2015-09-01 00:00:00,1.7,1.7,4,11000,18700,2015-09-01 00:00:00,1
2015-09-02 00:00:00,2015-09-02 00:00:00,1.7,2015-09-02 00:00:00,1.7,1.7,31,676363,1149817.1,2015-09-02 00:00:00,1
2015-09-03 00:00:00,2015-09-03 00:00:00,1.8,2015-09-03 00:00:00,1.7,1.8,25,221121,376915.8,2015-09-03 00:00:00,1
2015-09-04 00:00:00,2015-09-04 00:00:00,1.7,2015-09-04 00:00:00,1.7,1.7,19,160801,273361.7,2015-09-04 00:00:00,1
2015-09-07 00:00:00,2015-09-07 00:00:00,1.7,2015-09-07 00:00:00,1.6,1.6,22,248847,399040.2,2015-09-07 00:00:00,1
2015-09-08 00:00:00,2015-09-08 00:00:00,1.7,2015-09-08 00:00:00,1.6,1.6,17,166255,267683.5,2015-09-08 00:00:00,1
2015-09-09 00:00:00,2015-09-09 00:00:00,1.7,2015-09-09 00:00:00,1.6,1.7,47,444401,755291.7,2015-09-09 00:00:00,1
2015-09-10 00:00:00,2015-09-10 00:00:00,1.7,2015-09-10 00:00:00,1.6,1.6,30,605515,969375.5,2015-09-10 00:00:00,1
2015-09-11 00:00:00,2015-09-11 00:00:00,1.7,2015-09-11 00:00:00,1.7,1.7,14,61134,103927.8,2015-09-11 00:00:00,1
2015-09-14 00:00:00,2015-09-14 00:00:00,1.7,2015-09-14 00:00:00,1.7,1.7,6,10070,17119,2015-09-14 00:00:00,1
2015-09-15 00:00:00,2015-09-15 00:00:00,1.7,2015-09-15 00:00:00,1.7,1.7,2,3200,5440,2015-09-15 00:00:00,1
2015-09-16 00:00:00,2015-09-16 00:00:00,1.7,2015-09-16 00:00:00,1.6,1.7,6,450401,755681.6,2015-09-16 00:00:00,1
2015-09-17 00:00:00,2015-09-17 00:00:00,1.7,2015-09-17 00:00:00,1.6,1.6,60,1632467,2611984.7,2015-09-17 00:00:00,1
2015-09-18 00:00:00,2015-09-18 00:00:00,1.7,2015-09-18 00:00:00,1.6,1.7,33,8953,15119.1,2015-09-18 00:00:00,1
2015-09-21 00:00:00,2015-09-21 00:00:00,1.7,2015-09-21 00:00:00,1.6,1.6,4,2925,4715,2015-09-21 00:00:00,1
2015-09-22 00:00:00,2015-09-22 00:00:00,1.7,2015-09-22 00:00:00,1.6,1.6,9,62401,99866.7,2015-09-22 00:00:00,1
2015-09-23 00:00:00,2015-09-23 00:00:00,1.7,2015-09-23 00:00:00,1.6,1.7,62,3105859,5279820.3,2015-09-23 00:00:00,1
2015-09-25 00:00:00,2015-09-25 00:00:00,1.7,2015-09-25 00:00:00,1.5,1.6,87,4747367,7600287.2,2015-09-25 00:00:00,1
2015-09-28 00:00:00,2015-09-28 00:00:00,1.7,2015-09-28 00:00:00,1.6,1.6,8,92671,149155.6,2015-09-28 00:00:00,1
2015-09-29 00:00:00,2015-09-29 00:00:00,1.7,2015-09-29 00:00:00,1.6,1.6,4,8100,12980,2015-09-29 00:00:00,1
2015-09-30 00:00:00,2015-09-30 00:00:00,1.7,2015-09-30 00:00:00,1.6,1.6,5,19068,30528.9,2015-09-30 00:00:00,1
2015-10-01 00:00:00,2015-10-01 00:00:00,1.7,2015-10-01 00:00:00,1.6,1.7,5,15166,25490.6,2015-10-01 00:00:00,1
