,SECURITY_DA,PRICE
-----------,----,-----------
1995-01-03 00:00:00,ABAN,73
1995-01-12 00:00:00,ABAN,70
1995-01-26 00:00:00,ABAN,69
1995-02-09 00:00:00,ABAN,65.5
1995-02-21 00:00:00,ABAN,63
1995-02-28 00:00:00,ABAN,62
1995-03-01 00:00:00,ABAN,65
1995-03-06 00:00:00,ABAN,65
1995-03-14 00:00:00,ABAN,69.5
1995-03-15 00:00:00,ABAN,0
1995-03-17 00:00:00,ABAN,73
1995-03-22 00:00:00,ABAN,0
1995-03-27 00:00:00,ABAN,70
1995-03-28 00:00:00,ABAN,0
1995-03-31 00:00:00,ABAN,73
1995-04-03 00:00:00,ABAN,70
1995-04-10 00:00:00,ABAN,0
1995-04-17 00:00:00,ABAN,0
1995-04-18 00:00:00,ABAN,68
1995-04-24 00:00:00,ABAN,68.25
1995-04-25 00:00:00,ABAN,68
SECURITY_DA,COMP,CLOSE_PRICE
-----------,----,-----------
1995-04-28 00:00:00,ABAN,68
1995-05-12 00:00:00,ABAN,0
1995-05-19 00:00:00,ABAN,64.5
1995-05-22 00:00:00,ABAN,65
1995-05-26 00:00:00,ABAN,62
1995-05-29 00:00:00,ABAN,62
1995-05-31 00:00:00,ABAN,58.75
1995-06-02 00:00:00,ABAN,55.75
1995-06-15 00:00:00,ABAN,0
1995-07-21 00:00:00,ABAN,56
1995-08-15 00:00:00,ABAN,56
1995-08-21 00:00:00,ABAN,0
1995-08-24 00:00:00,ABAN,0
1995-08-28 00:00:00,ABAN,0
1995-09-01 00:00:00,ABAN,57
1995-09-05 00:00:00,ABAN,57.5
1995-09-11 00:00:00,ABAN,0
1995-09-13 00:00:00,ABAN,60
1995-09-14 00:00:00,ABAN,60
1995-09-18 00:00:00,ABAN,60
1995-09-19 00:00:00,ABAN,60
SECURITY_DA,COMP,CLOSE_PRICE
-----------,----,-----------
1995-09-21 00:00:00,ABAN,60
1995-09-25 00:00:00,ABAN,0
1995-10-02 00:00:00,ABAN,55.25
1995-10-03 00:00:00,ABAN,52.5
1995-10-04 00:00:00,ABAN,52
1995-10-16 00:00:00,ABAN,0
1995-10-17 00:00:00,ABAN,0
1995-11-13 00:00:00,ABAN,52.5
1995-11-15 00:00:00,ABAN,56.25
1995-11-16 00:00:00,ABAN,56
1995-11-29 00:00:00,ABAN,55
1995-12-13 00:00:00,ABAN,53
1995-12-15 00:00:00,ABAN,53
1995-12-22 00:00:00,ABAN,53
1995-01-02 00:00:00,ACAP,23
1995-01-03 00:00:00,ACAP,23.5
1995-01-04 00:00:00,ACAP,23.5
1995-01-05 00:00:00,ACAP,23.75
1995-01-06 00:00:00,ACAP,24.5
1995-01-09 00:00:00,ACAP,25
1995-01-10 00:00:00,ACAP,24
SECURITY_DA,COMP,CLOSE_PRICE
-----------,----,-----------
1995-01-11 00:00:00,ACAP,23
1995-01-12 00:00:00,ACAP,22.75
1995-01-13 00:00:00,ACAP,22.75
1995-01-17 00:00:00,ACAP,22.25
1995-01-18 00:00:00,ACAP,22
1995-01-19 00:00:00,ACAP,21
1995-01-23 00:00:00,ACAP,21
1995-01-24 00:00:00,ACAP,21
1995-01-25 00:00:00,ACAP,20.75
1995-01-26 00:00:00,ACAP,21
1995-01-27 00:00:00,ACAP,21
1995-01-30 00:00:00,ACAP,20.5
1995-01-31 00:00:00,ACAP,20.25
1995-02-01 00:00:00,ACAP,18
1995-02-02 00:00:00,ACAP,20
1995-02-06 00:00:00,ACAP,18.75
1995-02-07 00:00:00,ACAP,19
1995-02-08 00:00:00,ACAP,19.5
1995-02-09 00:00:00,ACAP,18
1995-02-10 00:00:00,ACAP,15
1995-02-13 00:00:00,ACAP,13.5
SECURITY_DA,COMP,CLOSE_PRICE
-----------,----,-----------
1995-02-15 00:00:00,ACAP,16
1995-02-16 00:00:00,ACAP,15
1995-02-17 00:00:00,ACAP,14.5
1995-02-20 00:00:00,ACAP,13.75
1995-02-21 00:00:00,ACAP,13
1995-02-22 00:00:00,ACAP,13
1995-02-23 00:00:00,ACAP,13
1995-02-24 00:00:00,ACAP,13.75
1995-02-27 00:00:00,ACAP,15.25
1995-02-28 00:00:00,ACAP,15.5
1995-03-01 00:00:00,ACAP,15.5
1995-03-02 00:00:00,ACAP,15.5
1995-03-03 00:00:00,ACAP,15.75
1995-03-06 00:00:00,ACAP,16
1995-03-07 00:00:00,ACAP,15.75
1995-03-08 00:00:00,ACAP,16.75
1995-03-09 00:00:00,ACAP,16.5
1995-03-10 00:00:00,ACAP,15
1995-03-13 00:00:00,ACAP,15.5
1995-03-14 00:00:00,ACAP,15.75
1995-03-15 00:00:00,ACAP,15.75
SECURITY_DA,COMP,CLOSE_PRICE
-----------,----,-----------
1995-03-17 00:00:00,ACAP,15.5
1995-03-20 00:00:00,ACAP,14
1995-03-21 00:00:00,ACAP,14.5
1995-03-22 00:00:00,ACAP,14.5
1995-03-23 00:00:00,ACAP,14.5
1995-03-24 00:00:00,ACAP,14.75
1995-03-27 00:00:00,ACAP,15
1995-03-28 00:00:00,ACAP,14.75
1995-03-29 00:00:00,ACAP,14
1995-03-30 00:00:00,ACAP,14
1995-03-31 00:00:00,ACAP,14.25
1995-04-03 00:00:00,ACAP,14
1995-04-04 00:00:00,ACAP,14
1995-04-05 00:00:00,ACAP,14.25
1995-04-06 00:00:00,ACAP,14
1995-04-07 00:00:00,ACAP,13.5
1995-04-10 00:00:00,ACAP,13.75
1995-04-11 00:00:00,ACAP,13.5
1995-04-12 00:00:00,ACAP,13.75
1995-04-17 00:00:00,ACAP,14
1995-04-18 00:00:00,ACAP,14
SECURITY_DA,COMP,CLOSE_PRICE
-----------,----,-----------
1995-04-19 00:00:00,ACAP,13.25
1995-04-20 00:00:00,ACAP,13.25
1995-04-21 00:00:00,ACAP,13.5
1995-04-24 00:00:00,ACAP,14
1995-04-25 00:00:00,ACAP,13.75
1995-04-26 00:00:00,ACAP,13.5
1995-04-27 00:00:00,ACAP,13.25
1995-04-28 00:00:00,ACAP,13.5
1995-05-02 00:00:00,ACAP,13
1995-05-03 00:00:00,ACAP,13
1995-05-04 00:00:00,ACAP,13.5
1995-05-05 00:00:00,ACAP,12.75
1995-05-08 00:00:00,ACAP,11
1995-05-09 00:00:00,ACAP,10
1995-05-10 00:00:00,ACAP,9.5
1995-05-11 00:00:00,ACAP,10.5
1995-05-12 00:00:00,ACAP,11.5
1995-05-16 00:00:00,ACAP,11
1995-05-17 00:00:00,ACAP,11.5
1995-05-18 00:00:00,ACAP,12.25
1995-05-19 00:00:00,ACAP,12.5
SECURITY_DA,COMP,CLOSE_PRICE
-----------,----,-----------
1995-05-22 00:00:00,ACAP,12.5
1995-05-23 00:00:00,ACAP,12
1995-05-24 00:00:00,ACAP,11.25
1995-05-25 00:00:00,ACAP,11.25
1995-05-26 00:00:00,ACAP,11.25
1995-05-29 00:00:00,ACAP,11
1995-05-30 00:00:00,ACAP,11.25
1995-05-31 00:00:00,ACAP,10.75
1995-06-01 00:00:00,ACAP,11.75
1995-06-02 00:00:00,ACAP,11.5
1995-06-05 00:00:00,ACAP,11.25
1995-06-06 00:00:00,ACAP,11.5
1995-06-07 00:00:00,ACAP,11.5
1995-06-08 00:00:00,ACAP,12
1995-06-09 00:00:00,ACAP,12.5
1995-06-13 00:00:00,ACAP,12.5
1995-06-14 00:00:00,ACAP,11.5
1995-06-15 00:00:00,ACAP,11.5
1995-06-16 00:00:00,ACAP,11.5
1995-06-19 00:00:00,ACAP,11.5
1995-06-20 00:00:00,ACAP,12
SECURITY_DA,COMP,CLOSE_PRICE
-----------,----,-----------
1995-06-21 00:00:00,ACAP,12
1995-06-22 00:00:00,ACAP,11.75
1995-06-23 00:00:00,ACAP,11.5
1995-06-26 00:00:00,ACAP,11.75
1995-06-27 00:00:00,ACAP,11.5
1995-06-28 00:00:00,ACAP,11.75
1995-06-29 00:00:00,ACAP,11.5
1995-06-30 00:00:00,ACAP,11.25
1995-07-03 00:00:00,ACAP,11.5
1995-07-04 00:00:00,ACAP,11.25
1995-07-05 00:00:00,ACAP,11.25
1995-07-06 00:00:00,ACAP,11.25
1995-07-07 00:00:00,ACAP,11.25
1995-07-10 00:00:00,ACAP,11.5
1995-07-11 00:00:00,ACAP,11.75
1995-07-13 00:00:00,ACAP,11.5
1995-07-14 00:00:00,ACAP,11
1995-07-17 00:00:00,ACAP,11.25
1995-07-18 00:00:00,ACAP,11
1995-07-19 00:00:00,ACAP,11
1995-07-20 00:00:00,ACAP,11
SECURITY_DA,COMP,CLOSE_PRICE
-----------,----,-----------
1995-07-21 00:00:00,ACAP,11
1995-07-24 00:00:00,ACAP,11
1995-07-25 00:00:00,ACAP,11.25
1995-07-26 00:00:00,ACAP,11
1995-07-27 00:00:00,ACAP,11
1995-07-28 00:00:00,ACAP,11
1995-07-31 00:00:00,ACAP,11.25
1995-08-01 00:00:00,ACAP,11.25
1995-08-02 00:00:00,ACAP,11.25
1995-08-03 00:00:00,ACAP,11.5
1995-08-04 00:00:00,ACAP,11.5
1995-08-07 00:00:00,ACAP,12
1995-08-08 00:00:00,ACAP,11.75
1995-08-09 00:00:00,ACAP,11.75
1995-08-11 00:00:00,ACAP,11.75
1995-08-14 00:00:00,ACAP,11.75
1995-08-15 00:00:00,ACAP,11.75
1995-08-16 00:00:00,ACAP,11.75
1995-08-17 00:00:00,ACAP,11.75
1995-08-18 00:00:00,ACAP,11.5
1995-08-21 00:00:00,ACAP,11.5
SECURITY_DA,COMP,CLOSE_PRICE
-----------,----,-----------
1995-08-22 00:00:00,ACAP,11.5
1995-08-23 00:00:00,ACAP,11.5
1995-08-24 00:00:00,ACAP,11.5
1995-08-25 00:00:00,ACAP,11.25
1995-08-28 00:00:00,ACAP,11.25
1995-08-29 00:00:00,ACAP,11
1995-08-30 00:00:00,ACAP,11
1995-08-31 00:00:00,ACAP,10.75
1995-09-01 00:00:00,ACAP,10.75
1995-09-04 00:00:00,ACAP,11
1995-09-05 00:00:00,ACAP,10.5
1995-09-06 00:00:00,ACAP,10
1995-09-07 00:00:00,ACAP,9.75
1995-09-11 00:00:00,ACAP,9.5
1995-09-12 00:00:00,ACAP,9
1995-09-13 00:00:00,ACAP,9.5
1995-09-14 00:00:00,ACAP,9.5
1995-09-15 00:00:00,ACAP,9.5
1995-09-18 00:00:00,ACAP,9.5
1995-09-19 00:00:00,ACAP,9.5
1995-09-20 00:00:00,ACAP,9.75
SECURITY_DA,COMP,CLOSE_PRICE
-----------,----,-----------
1995-09-21 00:00:00,ACAP,9.5
1995-09-22 00:00:00,ACAP,9.5
1995-09-25 00:00:00,ACAP,9.5
1995-09-27 00:00:00,ACAP,9.5
1995-09-28 00:00:00,ACAP,9.25
1995-09-29 00:00:00,ACAP,9.25
1995-10-02 00:00:00,ACAP,9.25
1995-10-03 00:00:00,ACAP,9.25
1995-10-04 00:00:00,ACAP,9.25
1995-10-05 00:00:00,ACAP,9.25
1995-10-06 00:00:00,ACAP,9.25
1995-10-09 00:00:00,ACAP,9.25
1995-10-10 00:00:00,ACAP,9.25
1995-10-11 00:00:00,ACAP,9.25
1995-10-12 00:00:00,ACAP,9.25
1995-10-13 00:00:00,ACAP,9.25
1995-10-16 00:00:00,ACAP,9.25
1995-10-17 00:00:00,ACAP,9.25
1995-10-18 00:00:00,ACAP,9.25
1995-10-19 00:00:00,ACAP,9.25
1995-10-23 00:00:00,ACAP,9
SECURITY_DA,COMP,CLOSE_PRICE
-----------,----,-----------
1995-10-24 00:00:00,ACAP,9.5
1995-10-25 00:00:00,ACAP,9.25
1995-10-26 00:00:00,ACAP,9.5
1995-10-27 00:00:00,ACAP,10.5
1995-10-31 00:00:00,ACAP,10.5
1995-11-01 00:00:00,ACAP,10.25
1995-11-02 00:00:00,ACAP,10
1995-11-03 00:00:00,ACAP,10
1995-11-07 00:00:00,ACAP,10
1995-11-08 00:00:00,ACAP,9.75
1995-11-09 00:00:00,ACAP,10
1995-11-10 00:00:00,ACAP,10.25
1995-11-13 00:00:00,ACAP,10
1995-11-14 00:00:00,ACAP,9.75
1995-11-15 00:00:00,ACAP,9.75
1995-11-16 00:00:00,ACAP,9.75
1995-11-17 00:00:00,ACAP,9.5
1995-11-20 00:00:00,ACAP,9.75
1995-11-21 00:00:00,ACAP,9.75
1995-11-22 00:00:00,ACAP,9.5
1995-11-23 00:00:00,ACAP,9.5
SECURITY_DA,COMP,CLOSE_PRICE
-----------,----,-----------
1995-11-24 00:00:00,ACAP,9.75
1995-11-27 00:00:00,ACAP,9.5
1995-11-28 00:00:00,ACAP,9.5
1995-11-29 00:00:00,ACAP,9.5
1995-11-30 00:00:00,ACAP,9.5
1995-12-01 00:00:00,ACAP,9.5
1995-12-04 00:00:00,ACAP,9.5
1995-12-05 00:00:00,ACAP,9.5
1995-12-08 00:00:00,ACAP,9.5
1995-12-11 00:00:00,ACAP,9.5
1995-12-12 00:00:00,ACAP,9.5
1995-12-13 00:00:00,ACAP,9.25
1995-12-14 00:00:00,ACAP,9.5
1995-12-15 00:00:00,ACAP,9.75
1995-12-18 00:00:00,ACAP,9.75
1995-12-19 00:00:00,ACAP,9.25
1995-12-20 00:00:00,ACAP,9.25
1995-12-21 00:00:00,ACAP,9
1995-12-22 00:00:00,ACAP,9
1995-12-28 00:00:00,ACAP,9.25
1995-12-29 00:00:00,ACAP,9
SECURITY_DA,COMP,CLOSE_PRICE
-----------,----,-----------
1995-01-03 00:00:00,ACL,190
1995-01-06 00:00:00,ACL,195
1995-01-13 00:00:00,ACL,200
1995-01-26 00:00:00,ACL,185
1995-01-30 00:00:00,ACL,185
1995-01-31 00:00:00,ACL,185
1995-02-01 00:00:00,ACL,180
1995-02-02 00:00:00,ACL,175
1995-02-06 00:00:00,ACL,174
1995-02-07 00:00:00,ACL,175
1995-02-08 00:00:00,ACL,170
1995-02-10 00:00:00,ACL,170
1995-02-13 00:00:00,ACL,171.5
1995-02-15 00:00:00,ACL,178
1995-02-17 00:00:00,ACL,170
1995-02-20 00:00:00,ACL,170
1995-02-21 00:00:00,ACL,170
1995-02-22 00:00:00,ACL,0
1995-02-23 00:00:00,ACL,160
1995-02-28 00:00:00,ACL,167
1995-03-01 00:00:00,ACL,160
SECURITY_DA,COMP,CLOSE_PRICE
-----------,----,-----------
1995-03-02 00:00:00,ACL,165
1995-03-06 00:00:00,ACL,170
1995-03-07 00:00:00,ACL,173.25
1995-03-08 00:00:00,ACL,180
1995-03-10 00:00:00,ACL,178
1995-03-20 00:00:00,ACL,180
1995-03-22 00:00:00,ACL,168
1995-03-29 00:00:00,ACL,170
