,SECURITY_DA,PRICE,
1991-08-26 00:00:00,ABAN,90,
1991-09-13 00:00:00,ABAN,90,
1991-09-17 00:00:00,ABAN,90,
1991-09-25 00:00:00,ABAN,95,
1991-09-26 00:00:00,ABAN,100,
1991-09-27 00:00:00,ABAN,100,
1991-09-30 00:00:00,ABAN,105,
1991-10-01 00:00:00,ABAN,105,
1991-10-02 00:00:00,ABAN,105,
1991-10-03 00:00:00,ABAN,100,
1991-10-09 00:00:00,ABAN,105,
1991-10-11 00:00:00,ABAN,110,
1991-10-14 00:00:00,ABAN,110,
1991-10-16 00:00:00,ABAN,110,
1991-10-17 00:00:00,ABAN,105,
1991-10-18 00:00:00,ABAN,110,
1991-10-21 00:00:00,ABAN,110,
1991-10-23 00:00:00,ABAN,115,
1991-10-24 00:00:00,ABAN,115,
1991-10-25 00:00:00,ABAN,115,
1991-10-28 00:00:00,ABAN,115,
1991-10-30 00:00:00,ABAN,121.75,
1991-11-06 00:00:00,ABAN,130,
1991-11-07 00:00:00,ABAN,130,
1991-11-12 00:00:00,ABAN,140,
1991-11-13 00:00:00,ABAN,150,
1991-11-15 00:00:00,ABAN,155,
1991-11-19 00:00:00,ABAN,150.25,
1991-11-26 00:00:00,ABAN,165,
1991-11-28 00:00:00,ABAN,165,
1991-12-02 00:00:00,ABAN,0,
1991-12-03 00:00:00,ABAN,169.75,
1991-12-04 00:00:00,ABAN,169.5,
1991-12-06 00:00:00,ABAN,160.25,
1991-12-17 00:00:00,ABAN,161,
1992-01-08 00:00:00,ABAN,185,
1992-01-14 00:00:00,ABAN,0,
1992-01-17 00:00:00,ABAN,120,
1992-01-27 00:00:00,ABAN,130,
1992-01-29 00:00:00,ABAN,143,
1992-02-14 00:00:00,ABAN,138,
1992-02-18 00:00:00,ABAN,145,
1992-03-03 00:00:00,ABAN,133,
1992-03-04 00:00:00,ABAN,135,
1992-03-06 00:00:00,ABAN,135,
1992-03-11 00:00:00,ABAN,135,
1992-03-13 00:00:00,ABAN,135,
1992-03-20 00:00:00,ABAN,135,
1992-03-23 00:00:00,ABAN,135,
1992-03-24 00:00:00,ABAN,135,
1992-03-25 00:00:00,ABAN,135,
1992-03-26 00:00:00,ABAN,135,
1992-03-27 00:00:00,ABAN,135,
1992-04-01 00:00:00,ABAN,137,
1992-04-06 00:00:00,ABAN,137,
1992-04-10 00:00:00,ABAN,0,
1992-04-23 00:00:00,ABAN,130,
1992-04-24 00:00:00,ABAN,129,
1992-04-27 00:00:00,ABAN,125,
1992-04-30 00:00:00,ABAN,125,
1992-05-04 00:00:00,ABAN,125,
1992-05-08 00:00:00,ABAN,120.25,
1992-05-12 00:00:00,ABAN,120.5,
1992-05-26 00:00:00,ABAN,120,
1992-05-27 00:00:00,ABAN,115,
1992-05-28 00:00:00,ABAN,115,
1992-05-29 00:00:00,ABAN,0,
1992-06-10 00:00:00,ABAN,125,
1992-06-11 00:00:00,ABAN,125,
1992-06-16 00:00:00,ABAN,126,
1992-06-18 00:00:00,ABAN,126,
1992-06-29 00:00:00,ABAN,130,
1992-07-03 00:00:00,ABAN,130,
1992-07-06 00:00:00,ABAN,135,
1992-07-09 00:00:00,ABAN,135,
1992-07-13 00:00:00,ABAN,135,
1992-07-20 00:00:00,ABAN,134,
1992-07-22 00:00:00,ABAN,135,
1992-07-28 00:00:00,ABAN,134,
1992-08-07 00:00:00,ABAN,0,
1992-08-19 00:00:00,ABAN,0,
1992-08-20 00:00:00,ABAN,0,
1992-08-25 00:00:00,ABAN,134,
1992-08-31 00:00:00,ABAN,135,
1992-09-14 00:00:00,ABAN,135,
1992-09-23 00:00:00,ABAN,124,
1992-09-28 00:00:00,ABAN,125,
1992-09-29 00:00:00,ABAN,125,
1992-10-05 00:00:00,ABAN,125,
1992-10-21 00:00:00,ABAN,123,
1992-10-26 00:00:00,ABAN,122,
1992-11-02 00:00:00,ABAN,120,
1992-11-03 00:00:00,ABAN,120,
1992-11-05 00:00:00,ABAN,123,
1992-11-06 00:00:00,ABAN,125,
1992-11-10 00:00:00,ABAN,125,
1992-11-11 00:00:00,ABAN,125,
1992-11-12 00:00:00,ABAN,0,
1992-11-13 00:00:00,ABAN,0,
1992-11-16 00:00:00,ABAN,125,
1992-11-17 00:00:00,ABAN,125,
1992-11-18 00:00:00,ABAN,125,
1992-11-24 00:00:00,ABAN,120,
1992-12-08 00:00:00,ABAN,0,
1992-12-15 00:00:00,ABAN,0,
1992-12-22 00:00:00,ABAN,0,
1993-01-07 00:00:00,ABAN,110,
1993-01-11 00:00:00,ABAN,0,
1993-01-21 00:00:00,ABAN,100,
1993-02-01 00:00:00,ABAN,90,
1993-02-17 00:00:00,ABAN,0,
1993-02-25 00:00:00,ABAN,85,
1993-03-03 00:00:00,ABAN,85,
1993-03-04 00:00:00,ABAN,83.5,
1993-03-15 00:00:00,ABAN,88,
1993-03-29 00:00:00,ABAN,83,
1993-03-30 00:00:00,ABAN,83,
1993-03-31 00:00:00,ABAN,85,
1993-05-25 00:00:00,ABAN,75,
1993-05-26 00:00:00,ABAN,75,
1993-06-07 00:00:00,ABAN,70,
1993-06-14 00:00:00,ABAN,71,
1993-06-15 00:00:00,ABAN,70,
1993-06-17 00:00:00,ABAN,70,
1993-06-24 00:00:00,ABAN,65,
1993-06-28 00:00:00,ABAN,60,
1993-06-30 00:00:00,ABAN,66,
1993-07-01 00:00:00,ABAN,69,
1993-07-02 00:00:00,ABAN,68,
1993-07-05 00:00:00,ABAN,70,
1993-07-08 00:00:00,ABAN,70,
1993-07-09 00:00:00,ABAN,72.5,
1993-07-12 00:00:00,ABAN,77,
1993-07-13 00:00:00,ABAN,77,
1993-07-15 00:00:00,ABAN,84.75,
1993-07-16 00:00:00,ABAN,85,
1993-07-19 00:00:00,ABAN,88,
1993-07-21 00:00:00,ABAN,0,
1993-07-23 00:00:00,ABAN,80,
1993-07-26 00:00:00,ABAN,85,
1993-07-27 00:00:00,ABAN,82,
1993-07-29 00:00:00,ABAN,80,
1993-07-30 00:00:00,ABAN,86,
1993-08-02 00:00:00,ABAN,88,
1993-08-03 00:00:00,ABAN,0,
1993-08-04 00:00:00,ABAN,93.75,
1993-08-05 00:00:00,ABAN,111,
1993-08-06 00:00:00,ABAN,117.25,
1993-08-09 00:00:00,ABAN,120,
1993-08-10 00:00:00,ABAN,120,
1993-08-12 00:00:00,ABAN,120,
1993-08-19 00:00:00,ABAN,115,
1993-09-23 00:00:00,ABAN,119.5,
1993-10-01 00:00:00,ABAN,0,
1993-10-21 00:00:00,ABAN,0,
1993-10-26 00:00:00,ABAN,115,
1993-11-03 00:00:00,ABAN,118,
1993-11-05 00:00:00,ABAN,118,
1993-11-08 00:00:00,ABAN,119,
1993-11-09 00:00:00,ABAN,119,
1993-11-10 00:00:00,ABAN,120,
1993-11-11 00:00:00,ABAN,120,
1993-11-12 00:00:00,ABAN,121,
1993-11-15 00:00:00,ABAN,121,
1993-11-16 00:00:00,ABAN,120,
1993-11-19 00:00:00,ABAN,120,
1993-11-22 00:00:00,ABAN,120,
1993-11-25 00:00:00,ABAN,119.75,
1993-12-03 00:00:00,ABAN,118,
1993-12-06 00:00:00,ABAN,120,
1993-12-07 00:00:00,ABAN,120,
1993-12-09 00:00:00,ABAN,120,
1993-12-14 00:00:00,ABAN,120,
1993-12-16 00:00:00,ABAN,119.75,
1993-12-17 00:00:00,ABAN,120,
1993-12-20 00:00:00,ABAN,119.75,
1993-12-23 00:00:00,ABAN,119,
1993-12-29 00:00:00,ABAN,119,
1993-12-30 00:00:00,ABAN,120,
1993-12-31 00:00:00,ABAN,120,
1991-09-10 00:00:00,ACL,100,
1991-09-11 00:00:00,ACL,100,
1991-09-12 00:00:00,ACL,100,
1991-09-13 00:00:00,ACL,100,
1991-09-19 00:00:00,ACL,100,
1991-10-01 00:00:00,ACL,100,
1991-10-15 00:00:00,ACL,100,
1991-10-16 00:00:00,ACL,110,
1991-10-18 00:00:00,ACL,114.75,
1991-10-21 00:00:00,ACL,117,
1991-10-23 00:00:00,ACL,119,
1991-10-24 00:00:00,ACL,126,
1991-10-25 00:00:00,ACL,130.25,
1991-10-28 00:00:00,ACL,130,
1991-10-29 00:00:00,ACL,130,
1991-10-31 00:00:00,ACL,125,
1991-11-01 00:00:00,ACL,125.25,
1991-11-04 00:00:00,ACL,130,
1991-11-05 00:00:00,ACL,130,
1991-11-06 00:00:00,ACL,130,
1991-11-07 00:00:00,ACL,130,
1991-11-15 00:00:00,ACL,135,
1991-11-22 00:00:00,ACL,145,
1991-11-25 00:00:00,ACL,155,
1991-11-27 00:00:00,ACL,155,
1991-12-02 00:00:00,ACL,165,
1991-12-04 00:00:00,ACL,198,
1991-12-05 00:00:00,ACL,200,
1991-12-06 00:00:00,ACL,195,
1991-12-10 00:00:00,ACL,200,
1991-12-16 00:00:00,ACL,195,
1991-12-27 00:00:00,ACL,195,
1992-01-10 00:00:00,ACL,190,
1992-01-31 00:00:00,ACL,190,
1992-05-25 00:00:00,ACL,171,
1992-05-27 00:00:00,ACL,171,
1992-05-28 00:00:00,ACL,160,
1992-06-01 00:00:00,ACL,165,
1992-06-05 00:00:00,ACL,160,
1992-06-08 00:00:00,ACL,160,
1992-06-11 00:00:00,ACL,0,
1992-06-16 00:00:00,ACL,150,
1992-06-17 00:00:00,ACL,0,
1992-06-19 00:00:00,ACL,145,
1992-06-23 00:00:00,ACL,145,
1992-07-02 00:00:00,ACL,140,
1992-07-03 00:00:00,ACL,140,
1992-07-06 00:00:00,ACL,150,
1992-07-08 00:00:00,ACL,150,
1992-07-09 00:00:00,ACL,150,
1992-07-10 00:00:00,ACL,160,
1992-07-17 00:00:00,ACL,160,
1992-07-21 00:00:00,ACL,160,
1992-08-05 00:00:00,ACL,170,
1992-08-06 00:00:00,ACL,185,
1992-08-07 00:00:00,ACL,189,
1992-08-13 00:00:00,ACL,178,
1992-08-14 00:00:00,ACL,178,
1992-08-17 00:00:00,ACL,178,
1992-08-18 00:00:00,ACL,180,
1992-08-19 00:00:00,ACL,182,
1992-08-26 00:00:00,ACL,188,
1992-08-28 00:00:00,ACL,189,
1992-09-17 00:00:00,ACL,190,
1992-09-18 00:00:00,ACL,190,
1992-09-23 00:00:00,ACL,190,
1992-09-24 00:00:00,ACL,190,
1992-09-25 00:00:00,ACL,191,
1992-09-28 00:00:00,ACL,191,
1992-10-02 00:00:00,ACL,191,
1992-10-07 00:00:00,ACL,197,
1992-10-13 00:00:00,ACL,203.5,
1992-10-16 00:00:00,ACL,212.5,
1992-10-21 00:00:00,ACL,241,
1992-10-22 00:00:00,ACL,240,
1992-10-23 00:00:00,ACL,225,
1992-10-26 00:00:00,ACL,220,
1992-10-27 00:00:00,ACL,0,
1992-10-30 00:00:00,ACL,238,
1992-11-02 00:00:00,ACL,235,
1992-11-03 00:00:00,ACL,234.5,
1992-11-04 00:00:00,ACL,0,
1992-11-05 00:00:00,ACL,230,
1992-11-06 00:00:00,ACL,230,
1992-11-10 00:00:00,ACL,230,
1992-11-11 00:00:00,ACL,230,
1992-11-12 00:00:00,ACL,230,
1992-11-13 00:00:00,ACL,230,
1992-11-26 00:00:00,ACL,220,
1992-11-27 00:00:00,ACL,217,
1992-12-02 00:00:00,ACL,216,
1992-12-04 00:00:00,ACL,216,
1992-12-07 00:00:00,ACL,216,
1992-12-08 00:00:00,ACL,216,
1992-12-10 00:00:00,ACL,216,
1992-12-17 00:00:00,ACL,95,
1992-12-29 00:00:00,ACL,85.75,
1992-12-30 00:00:00,ACL,0,
1993-01-04 00:00:00,ACL,80,
1993-01-05 00:00:00,ACL,75,
1993-01-07 00:00:00,ACL,75,
1993-01-15 00:00:00,ACL,80,
1993-01-20 00:00:00,ACL,79.75,
1993-01-22 00:00:00,ACL,75,
1993-02-08 00:00:00,ACL,72,
1993-02-09 00:00:00,ACL,72,
1993-02-10 00:00:00,ACL,72,
1993-02-11 00:00:00,ACL,70,
1993-02-16 00:00:00,ACL,68,
1993-02-22 00:00:00,ACL,70,
1993-03-01 00:00:00,ACL,74.5,
1993-03-02 00:00:00,ACL,74.5,
1993-03-04 00:00:00,ACL,78.25,
1993-03-05 00:00:00,ACL,75.75,
1993-03-08 00:00:00,ACL,75,
1993-03-09 00:00:00,ACL,75,
1993-03-10 00:00:00,ACL,71,
1993-03-19 00:00:00,ACL,71.25,
1993-03-23 00:00:00,ACL,71.25,
1993-03-24 00:00:00,ACL,72,
1993-03-29 00:00:00,ACL,72,
1993-03-30 00:00:00,ACL,71.25,
1993-03-31 00:00:00,ACL,71,
1993-04-01 00:00:00,ACL,71,
1993-04-08 00:00:00,ACL,71.25,
1993-04-19 00:00:00,ACL,71,
1993-04-21 00:00:00,ACL,71,
1993-04-22 00:00:00,ACL,71,
1993-04-27 00:00:00,ACL,71,
1993-05-13 00:00:00,ACL,71,
1993-05-17 00:00:00,ACL,72.5,
1993-05-18 00:00:00,ACL,70.25,
1993-05-27 00:00:00,ACL,72,
1993-05-28 00:00:00,ACL,72,
1993-05-31 00:00:00,ACL,73,
1993-06-07 00:00:00,ACL,77,
1993-06-08 00:00:00,ACL,80,
1993-06-14 00:00:00,ACL,83,
1993-06-15 00:00:00,ACL,80,
1993-06-16 00:00:00,ACL,80,
1993-06-17 00:00:00,ACL,85,
1993-06-18 00:00:00,ACL,85,
1993-06-21 00:00:00,ACL,83,
1993-06-22 00:00:00,ACL,85,
1993-06-24 00:00:00,ACL,85,
1993-06-28 00:00:00,ACL,85,
1993-06-29 00:00:00,ACL,80,
1993-06-30 00:00:00,ACL,85,
1993-07-01 00:00:00,ACL,90,
1993-07-02 00:00:00,ACL,90,
1993-07-05 00:00:00,ACL,95,
1993-07-06 00:00:00,ACL,97,
1993-07-07 00:00:00,ACL,100,
1993-07-08 00:00:00,ACL,100,
1993-07-09 00:00:00,ACL,100.25,
1993-07-12 00:00:00,ACL,100,
1993-07-14 00:00:00,ACL,100,
1993-07-15 00:00:00,ACL,100,
1993-07-16 00:00:00,ACL,100,
1993-07-21 00:00:00,ACL,90,
1993-07-26 00:00:00,ACL,100,
1993-08-03 00:00:00,ACL,95,
1993-08-05 00:00:00,ACL,95,
1993-08-09 00:00:00,ACL,99,
1993-08-10 00:00:00,ACL,99,
1993-08-19 00:00:00,ACL,97.25,
1993-08-20 00:00:00,ACL,97.25,
1993-08-24 00:00:00,ACL,100,
1993-08-25 00:00:00,ACL,100,
1993-08-27 00:00:00,ACL,100,
1993-09-01 00:00:00,ACL,100,
1993-09-02 00:00:00,ACL,100,
1993-09-03 00:00:00,ACL,100,
1993-09-06 00:00:00,ACL,100,
1993-09-07 00:00:00,ACL,100,
1993-09-08 00:00:00,ACL,108,
1993-09-09 00:00:00,ACL,105.25,
1993-09-10 00:00:00,ACL,108,
1993-09-23 00:00:00,ACL,100.25,
1993-10-01 00:00:00,ACL,100,
1993-10-04 00:00:00,ACL,100,
1993-10-07 00:00:00,ACL,100,
1993-10-11 00:00:00,ACL,100,
1993-10-12 00:00:00,ACL,100,
1993-10-13 00:00:00,ACL,100,
1993-10-19 00:00:00,ACL,100.25,
1993-10-22 00:00:00,ACL,101,
1993-11-08 00:00:00,ACL,110,
1993-11-09 00:00:00,ACL,125,
1993-11-10 00:00:00,ACL,125,
1993-11-15 00:00:00,ACL,127.5,
1993-11-16 00:00:00,ACL,128,
1993-11-17 00:00:00,ACL,128,
1993-11-19 00:00:00,ACL,140.25,
1993-11-30 00:00:00,ACL,150,
1993-12-08 00:00:00,ACL,172.25,
1993-12-09 00:00:00,ACL,174.75,
1993-12-10 00:00:00,ACL,180,
1993-12-16 00:00:00,ACL,180,
1993-12-17 00:00:00,ACL,180,
1993-12-20 00:00:00,ACL,182,
1993-12-23 00:00:00,ACL,180,
1991-09-05 00:00:00,ACME,75,
1991-09-09 00:00:00,ACME,74.75,
1991-09-10 00:00:00,ACME,75,
1991-09-12 00:00:00,ACME,72,
1991-09-17 00:00:00,ACME,72,
1991-09-19 00:00:00,ACME,70,
1991-09-20 00:00:00,ACME,70,
1991-10-01 00:00:00,ACME,70,
1991-10-02 00:00:00,ACME,70,
1991-10-08 00:00:00,ACME,70,
1991-10-09 00:00:00,ACME,70,
1991-10-10 00:00:00,ACME,69,
1991-10-11 00:00:00,ACME,69.5,
1991-10-14 00:00:00,ACME,69,
1991-10-15 00:00:00,ACME,65,
1991-10-17 00:00:00,ACME,69,
1991-10-18 00:00:00,ACME,69,
1991-10-23 00:00:00,ACME,69,
1991-10-25 00:00:00,ACME,69,
1991-10-31 00:00:00,ACME,66,
1991-11-01 00:00:00,ACME,67.5,
1991-11-04 00:00:00,ACME,69,
1991-11-05 00:00:00,ACME,69,
1991-11-06 00:00:00,ACME,69,
1991-11-11 00:00:00,ACME,70,
1991-11-12 00:00:00,ACME,70,
1991-11-13 00:00:00,ACME,70,
1991-11-14 00:00:00,ACME,70,
1991-11-18 00:00:00,ACME,70,
1991-11-19 00:00:00,ACME,70,
1991-11-20 00:00:00,ACME,70,
1991-11-22 00:00:00,ACME,70,
1991-11-25 00:00:00,ACME,70,
1991-11-27 00:00:00,ACME,70,
1991-11-29 00:00:00,ACME,70,
1991-12-02 00:00:00,ACME,69,
1991-12-04 00:00:00,ACME,64,
1991-12-06 00:00:00,ACME,66,
1991-12-09 00:00:00,ACME,69,
1991-12-10 00:00:00,ACME,69,
1991-12-17 00:00:00,ACME,70,
1991-12-18 00:00:00,ACME,70,
1991-12-19 00:00:00,ACME,70,
1991-12-23 00:00:00,ACME,70,
1991-12-24 00:00:00,ACME,70,
1991-12-27 00:00:00,ACME,70,
1991-12-30 00:00:00,ACME,70,
1991-12-31 00:00:00,ACME,69,
1992-01-06 00:00:00,ACME,75,
1992-01-07 00:00:00,ACME,75,
1992-01-08 00:00:00,ACME,70,
1992-01-09 00:00:00,ACME,75,
1992-01-13 00:00:00,ACME,75,
1992-01-16 00:00:00,ACME,75,
1992-01-22 00:00:00,ACME,70,
1992-01-23 00:00:00,ACME,68,
1992-02-07 00:00:00,ACME,70,
1992-03-10 00:00:00,ACME,66,
1992-03-12 00:00:00,ACME,64.5,
1992-03-13 00:00:00,ACME,70,
1992-03-19 00:00:00,ACME,66,
1992-03-23 00:00:00,ACME,66,
1992-04-22 00:00:00,ACME,66,
1992-05-05 00:00:00,ACME,64,
1992-05-07 00:00:00,ACME,65,
1992-05-08 00:00:00,ACME,64,
1992-05-12 00:00:00,ACME,64,
1992-06-15 00:00:00,ACME,64,
1992-06-16 00:00:00,ACME,62.75,
1992-06-26 00:00:00,ACME,60,
1992-06-29 00:00:00,ACME,59,
1992-07-01 00:00:00,ACME,60,
1992-07-03 00:00:00,ACME,59.5,
1992-07-27 00:00:00,ACME,59,
1992-08-07 00:00:00,ACME,58,
1992-08-19 00:00:00,ACME,52,
1992-09-09 00:00:00,ACME,55,
1992-09-16 00:00:00,ACME,47,
1992-09-21 00:00:00,ACME,47,
1992-09-22 00:00:00,ACME,47,
1992-09-23 00:00:00,ACME,47,
1992-10-01 00:00:00,ACME,47,
1992-10-02 00:00:00,ACME,0,
1992-10-05 00:00:00,ACME,50,
1992-10-08 00:00:00,ACME,48,
1992-10-09 00:00:00,ACME,48,
1992-10-15 00:00:00,ACME,47,
1992-10-21 00:00:00,ACME,47,
1992-10-22 00:00:00,ACME,45,
1992-11-06 00:00:00,ACME,45,
1992-11-13 00:00:00,ACME,44,
1992-11-18 00:00:00,ACME,45,
1992-11-25 00:00:00,ACME,45,
1992-12-10 00:00:00,ACME,40,
1992-12-15 00:00:00,ACME,36,
1992-12-17 00:00:00,ACME,34,
1992-12-30 00:00:00,ACME,34,
1992-12-31 00:00:00,ACME,34,
1993-01-12 00:00:00,ACME,34,
1993-01-21 00:00:00,ACME,30.75,
1993-01-22 00:00:00,ACME,27.5,
1993-01-26 00:00:00,ACME,24.75,
1993-01-28 00:00:00,ACME,24.25,
1993-01-29 00:00:00,ACME,24.25,
1993-02-03 00:00:00,ACME,22,
1993-02-08 00:00:00,ACME,22,
1993-02-12 00:00:00,ACME,20,
1993-02-15 00:00:00,ACME,20,
1993-02-19 00:00:00,ACME,18,
1993-02-22 00:00:00,ACME,20,
1993-02-23 00:00:00,ACME,20,
1993-03-17 00:00:00,ACME,20,
1993-03-23 00:00:00,ACME,20,
1993-03-25 00:00:00,ACME,20,
1993-04-01 00:00:00,ACME,20,
1993-04-15 00:00:00,ACME,20,
1993-04-16 00:00:00,ACME,0,
1993-04-19 00:00:00,ACME,20.25,
1993-04-22 00:00:00,ACME,20.75,
1993-04-27 00:00:00,ACME,20.75,
1993-05-04 00:00:00,ACME,21,
1993-05-10 00:00:00,ACME,21,
1993-05-11 00:00:00,ACME,20.75,
1993-05-14 00:00:00,ACME,20,
1993-05-17 00:00:00,ACME,0,
1993-05-20 00:00:00,ACME,20,
1993-05-24 00:00:00,ACME,20,
1993-05-25 00:00:00,ACME,20,
1993-05-26 00:00:00,ACME,20,
1993-05-27 00:00:00,ACME,20,
1993-06-02 00:00:00,ACME,0,
1993-06-03 00:00:00,ACME,20,
1993-06-07 00:00:00,ACME,20,
1993-06-11 00:00:00,ACME,19,
1993-06-16 00:00:00,ACME,19,
1993-06-18 00:00:00,ACME,19,
1993-06-21 00:00:00,ACME,19,
1993-06-25 00:00:00,ACME,19,
1993-06-28 00:00:00,ACME,19,
1993-07-01 00:00:00,ACME,19,
1993-07-09 00:00:00,ACME,20,
1993-07-13 00:00:00,ACME,20.25,
1993-07-14 00:00:00,ACME,20.5,
1993-07-15 00:00:00,ACME,21.75,
1993-07-16 00:00:00,ACME,25,
1993-07-19 00:00:00,ACME,26,
1993-07-20 00:00:00,ACME,30,
1993-07-21 00:00:00,ACME,29,
1993-07-22 00:00:00,ACME,28.75,
1993-07-23 00:00:00,ACME,27.5,
1993-07-26 00:00:00,ACME,27,
1993-07-28 00:00:00,ACME,27,
1993-07-29 00:00:00,ACME,27.5,
1993-07-30 00:00:00,ACME,27,
1993-08-02 00:00:00,ACME,26.5,
1993-08-04 00:00:00,ACME,26.5,
1993-08-10 00:00:00,ACME,27,
1993-08-11 00:00:00,ACME,25,
1993-08-13 00:00:00,ACME,27,
1993-08-16 00:00:00,ACME,26.5,
1993-08-17 00:00:00,ACME,26.5,
1993-08-23 00:00:00,ACME,26.5,
1993-08-24 00:00:00,ACME,25,
1993-08-25 00:00:00,ACME,26.5,
1993-08-26 00:00:00,ACME,26,
1993-08-27 00:00:00,ACME,27,
1993-09-01 00:00:00,ACME,27,
1993-09-02 00:00:00,ACME,27,
1993-09-03 00:00:00,ACME,24,
1993-09-06 00:00:00,ACME,25,
1993-09-07 00:00:00,ACME,25,
1993-09-08 00:00:00,ACME,24,
1993-09-09 00:00:00,ACME,21.5,
1993-09-10 00:00:00,ACME,23,
1993-09-13 00:00:00,ACME,23,
1993-09-15 00:00:00,ACME,23,
1993-09-17 00:00:00,ACME,23,
1993-09-21 00:00:00,ACME,20,
1993-09-23 00:00:00,ACME,20,
1993-09-28 00:00:00,ACME,20,
1993-10-01 00:00:00,ACME,20,
1993-10-04 00:00:00,ACME,20,
1993-10-08 00:00:00,ACME,20.25,
1993-10-11 00:00:00,ACME,21,
1993-10-12 00:00:00,ACME,22,
1993-10-13 00:00:00,ACME,22,
1993-10-14 00:00:00,ACME,22,
1993-10-15 00:00:00,ACME,22.75,
1993-10-18 00:00:00,ACME,22.75,
1993-10-19 00:00:00,ACME,23,
1993-10-20 00:00:00,ACME,22.5,
1993-10-21 00:00:00,ACME,23.75,
1993-10-22 00:00:00,ACME,25.25,
1993-10-25 00:00:00,ACME,26.5,
1993-10-26 00:00:00,ACME,26,
1993-10-27 00:00:00,ACME,26,
1993-10-28 00:00:00,ACME,24.75,
1993-10-29 00:00:00,ACME,26,
1993-11-01 00:00:00,ACME,27,
1993-11-02 00:00:00,ACME,26.25,
1993-11-03 00:00:00,ACME,26,
1993-11-04 00:00:00,ACME,26,
1993-11-05 00:00:00,ACME,26,
1993-11-08 00:00:00,ACME,27,
1993-11-09 00:00:00,ACME,26,
1993-11-10 00:00:00,ACME,27,
1993-11-11 00:00:00,ACME,28.5,
1993-11-12 00:00:00,ACME,29,
1993-11-15 00:00:00,ACME,31,
1993-11-16 00:00:00,ACME,33,
1993-11-17 00:00:00,ACME,32.75,
1993-11-18 00:00:00,ACME,32,
1993-11-19 00:00:00,ACME,33,
1993-11-22 00:00:00,ACME,32.25,
1993-11-23 00:00:00,ACME,35.5,
1993-11-24 00:00:00,ACME,38,
1993-11-25 00:00:00,ACME,41.5,
1993-11-26 00:00:00,ACME,41,
1993-11-29 00:00:00,ACME,50,
1993-11-30 00:00:00,ACME,50,
1993-12-02 00:00:00,ACME,46.75,
1993-12-03 00:00:00,ACME,43,
1993-12-06 00:00:00,ACME,41,
1993-12-07 00:00:00,ACME,40,
1993-12-08 00:00:00,ACME,39.75,
1993-12-10 00:00:00,ACME,33.75,
1993-12-13 00:00:00,ACME,30,
1993-12-14 00:00:00,ACME,30.5,
1993-12-15 00:00:00,ACME,0,
1993-12-16 00:00:00,ACME,33.75,
1993-12-17 00:00:00,ACME,44.5,
1993-12-20 00:00:00,ACME,38.75,
1993-12-21 00:00:00,ACME,37.75,
1993-12-22 00:00:00,ACME,38.5,
1993-12-23 00:00:00,ACME,39.5,
1993-12-29 00:00:00,ACME,39.5,
1993-12-30 00:00:00,ACME,38,
1993-12-31 00:00:00,ACME,38,
1991-08-06 00:00:00,AEC,187,
1991-10-09 00:00:00,AEC,90,
1991-10-11 00:00:00,AEC,90,
1991-10-15 00:00:00,AEC,90,
1991-10-16 00:00:00,AEC,90,
1991-10-18 00:00:00,AEC,90,
1991-10-24 00:00:00,AEC,85,
1991-11-01 00:00:00,AEC,85,
1991-11-04 00:00:00,AEC,85,
1991-11-06 00:00:00,AEC,80,
1991-11-13 00:00:00,AEC,75,
1991-11-18 00:00:00,AEC,70,
1991-11-22 00:00:00,AEC,70,
1991-11-25 00:00:00,AEC,70,
1991-11-28 00:00:00,AEC,70.25,
1991-12-13 00:00:00,AEC,70,
1991-12-23 00:00:00,AEC,75,
1991-12-24 00:00:00,AEC,82.5,
1991-12-31 00:00:00,AEC,85,
1992-01-16 00:00:00,AEC,90,
1992-01-21 00:00:00,AEC,90,
1992-01-22 00:00:00,AEC,90,
1992-05-05 00:00:00,AEC,84.75,
1992-07-03 00:00:00,AEC,0,
1992-07-24 00:00:00,AEC,0,
1992-07-27 00:00:00,AEC,74.75,
1992-10-09 00:00:00,AEC,70,
1992-10-12 00:00:00,AEC,0,
1992-12-29 00:00:00,AEC,0,
1993-01-06 00:00:00,AEC,0,
1993-01-07 00:00:00,AEC,63,
1993-01-25 00:00:00,AEC,0,
1993-08-09 00:00:00,AEC,69.5,
1993-08-11 00:00:00,AEC,70,
1993-08-12 00:00:00,AEC,69.5,
1993-08-17 00:00:00,AEC,0,
1993-10-25 00:00:00,AEC,60,
1993-10-26 00:00:00,AEC,58,
1993-10-27 00:00:00,AEC,55,
1993-10-28 00:00:00,AEC,55,
1993-11-01 00:00:00,AEC,55,
1993-11-05 00:00:00,AEC,0,
1993-11-08 00:00:00,AEC,56,
1993-11-09 00:00:00,AEC,56,
1993-11-18 00:00:00,AEC,58.25,
1993-11-25 00:00:00,AEC,0,
1993-11-30 00:00:00,AEC,60,
1993-12-01 00:00:00,AEC,60,
1993-12-09 00:00:00,AEC,65,
1993-12-10 00:00:00,AEC,0,
1993-12-13 00:00:00,AEC,0,
1993-12-14 00:00:00,AEC,65,
1993-12-21 00:00:00,AEC,64,
1993-12-22 00:00:00,AEC,64,
1993-12-30 00:00:00,AEC,62,
1991-08-09 00:00:00,AHOT,52.5,
1991-11-06 00:00:00,AHOT,50,
1991-11-14 00:00:00,AHOT,50,
1991-11-26 00:00:00,AHOT,50,
