,SECURITY_DA,PRICE
SECURITY_DA,COMP CLO,SE_PRICE
-----------,---- ---,--------
1994-02-18 00:00:00,ACL,399.75
1994-02-21 00:00:00,ACL,395
1994-02-23 00:00:00,ACL,390
1994-03-03 00:00:00,ACL,0
1994-03-07 00:00:00,ACL,374
1994-03-08 00:00:00,ACL,350
1994-03-09 00:00:00,ACL,350
1994-03-10 00:00:00,ACL,380
1994-03-11 00:00:00,ACL,375
1994-03-14 00:00:00,ACL,360
1994-03-16 00:00:00,ACL,360
1994-03-21 00:00:00,ACL,360
1994-03-22 00:00:00,ACL,350
1994-03-24 00:00:00,ACL,355
1994-03-25 00:00:00,ACL,343
1994-03-28 00:00:00,ACL,342
1994-03-29 00:00:00,ACL,341
1994-03-31 00:00:00,ACL,345
1994-04-04 00:00:00,ACL,345
1994-04-05 00:00:00,ACL,345
1994-04-06 00:00:00,ACL,0
SECURITY_DA,COMP CLO,SE_PRICE
-----------,---- ---,--------
1994-04-07 00:00:00,ACL,339.5
1994-04-08 00:00:00,ACL,340
1994-04-11 00:00:00,ACL,340
1994-04-12 00:00:00,ACL,340
1994-04-18 00:00:00,ACL,340
1994-04-19 00:00:00,ACL,339.75
1994-04-20 00:00:00,ACL,339.75
1994-04-21 00:00:00,ACL,335
1994-04-22 00:00:00,ACL,335
1994-04-26 00:00:00,ACL,335
1994-04-27 00:00:00,ACL,335
1994-04-28 00:00:00,ACL,335
1994-04-29 00:00:00,ACL,330
1994-05-04 00:00:00,ACL,120
1994-05-05 00:00:00,ACL,121.25
1994-05-09 00:00:00,ACL,136
1994-05-10 00:00:00,ACL,125
1994-05-12 00:00:00,ACL,130
1994-05-13 00:00:00,ACL,125
1994-05-17 00:00:00,ACL,130
1994-05-18 00:00:00,ACL,130
SECURITY_DA,COMP CLO,SE_PRICE
-----------,---- ---,--------
1994-05-19 00:00:00,ACL,135
1994-06-03 00:00:00,ACL,140
1994-06-07 00:00:00,ACL,140
1994-06-08 00:00:00,ACL,140.25
1994-06-13 00:00:00,ACL,140
1994-06-14 00:00:00,ACL,145
1994-06-15 00:00:00,ACL,140
1994-06-16 00:00:00,ACL,140
1994-06-17 00:00:00,ACL,140
1994-06-23 00:00:00,ACL,135
1994-06-27 00:00:00,ACL,140
1994-06-28 00:00:00,ACL,140
1994-06-30 00:00:00,ACL,140
1994-07-06 00:00:00,ACL,155
1994-07-07 00:00:00,ACL,160
1994-07-08 00:00:00,ACL,165
1994-07-11 00:00:00,ACL,170
1994-07-12 00:00:00,ACL,170.25
1994-07-13 00:00:00,ACL,178.5
1994-07-14 00:00:00,ACL,178
1994-07-15 00:00:00,ACL,170
SECURITY_DA,COMP CLO,SE_PRICE
-----------,---- ---,--------
1994-07-19 00:00:00,ACL,178.25
1994-07-20 00:00:00,ACL,178
1994-07-21 00:00:00,ACL,178
1994-07-25 00:00:00,ACL,180
1994-07-26 00:00:00,ACL,180.25
1994-07-27 00:00:00,ACL,165
1994-07-28 00:00:00,ACL,175
1994-07-29 00:00:00,ACL,178
1994-08-01 00:00:00,ACL,180
1994-08-02 00:00:00,ACL,185
1994-08-03 00:00:00,ACL,180
1994-08-04 00:00:00,ACL,195
1994-08-05 00:00:00,ACL,193.25
1994-08-09 00:00:00,ACL,199
1994-08-10 00:00:00,ACL,200
1994-08-11 00:00:00,ACL,190
1994-08-12 00:00:00,ACL,197
1994-08-15 00:00:00,ACL,195
1994-08-16 00:00:00,ACL,209
1994-08-22 00:00:00,ACL,195
1994-08-23 00:00:00,ACL,197
SECURITY_DA,COMP CLO,SE_PRICE
-----------,---- ---,--------
1994-08-25 00:00:00,ACL,202.25
1994-08-26 00:00:00,ACL,210
1994-08-29 00:00:00,ACL,210
1994-08-30 00:00:00,ACL,210
1994-08-31 00:00:00,ACL,210
1994-09-01 00:00:00,ACL,205
1994-09-05 00:00:00,ACL,206.25
1994-09-08 00:00:00,ACL,210
1994-09-09 00:00:00,ACL,215
1994-09-12 00:00:00,ACL,220
1994-09-15 00:00:00,ACL,222
1994-09-16 00:00:00,ACL,225
1994-09-21 00:00:00,ACL,220
1994-09-29 00:00:00,ACL,202.5
1994-09-30 00:00:00,ACL,202.25
1994-10-06 00:00:00,ACL,205
1994-10-07 00:00:00,ACL,210
1994-10-10 00:00:00,ACL,210
1994-10-11 00:00:00,ACL,212
1994-10-12 00:00:00,ACL,213
1994-10-13 00:00:00,ACL,215
SECURITY_DA,COMP CLO,SE_PRICE
-----------,---- ---,--------
1994-10-19 00:00:00,ACL,211
1994-10-20 00:00:00,ACL,211
1994-10-28 00:00:00,ACL,210
1994-11-11 00:00:00,ACL,211
1994-11-16 00:00:00,ACL,211
1994-11-22 00:00:00,ACL,201
1994-11-28 00:00:00,ACL,190
1994-11-29 00:00:00,ACL,195
1994-11-30 00:00:00,ACL,195
1994-12-02 00:00:00,ACL,196
1994-12-06 00:00:00,ACL,190
1994-12-08 00:00:00,ACL,193
1994-12-09 00:00:00,ACL,190
1994-12-13 00:00:00,ACL,190
1994-12-15 00:00:00,ACL,190
1994-12-23 00:00:00,ACL,185
1994-01-04 00:00:00,ACME,38
1994-01-05 00:00:00,ACME,37
1994-01-06 00:00:00,ACME,37
1994-01-07 00:00:00,ACME,39.25
1994-01-10 00:00:00,ACME,40
SECURITY_DA,COMP CLO,SE_PRICE
-----------,---- ---,--------
1994-01-11 00:00:00,ACME,40
1994-01-12 00:00:00,ACME,40
1994-01-13 00:00:00,ACME,40
1994-01-17 00:00:00,ACME,40
1994-01-18 00:00:00,ACME,40
1994-01-19 00:00:00,ACME,38
1994-01-20 00:00:00,ACME,36.75
1994-01-21 00:00:00,ACME,36.75
1994-01-24 00:00:00,ACME,36.75
1994-01-25 00:00:00,ACME,37.25
1994-01-26 00:00:00,ACME,38
1994-01-28 00:00:00,ACME,36.5
1994-01-31 00:00:00,ACME,36
1994-02-01 00:00:00,ACME,35.5
1994-02-02 00:00:00,ACME,35.5
1994-02-03 00:00:00,ACME,35.5
1994-02-07 00:00:00,ACME,35
1994-02-08 00:00:00,ACME,38
1994-02-09 00:00:00,ACME,40
1994-02-10 00:00:00,ACME,40
1994-02-11 00:00:00,ACME,43
SECURITY_DA,COMP CLO,SE_PRICE
-----------,---- ---,--------
1994-02-14 00:00:00,ACME,44
1994-02-15 00:00:00,ACME,44.25
1994-02-16 00:00:00,ACME,45
1994-02-17 00:00:00,ACME,45
1994-02-18 00:00:00,ACME,44
1994-02-21 00:00:00,ACME,45
1994-02-22 00:00:00,ACME,46
1994-02-23 00:00:00,ACME,50
1994-02-24 00:00:00,ACME,55
1994-02-28 00:00:00,ACME,57
1994-03-01 00:00:00,ACME,57
1994-03-02 00:00:00,ACME,58
1994-03-03 00:00:00,ACME,57
1994-03-04 00:00:00,ACME,58
1994-03-07 00:00:00,ACME,57
1994-03-08 00:00:00,ACME,59
1994-03-09 00:00:00,ACME,60
1994-03-10 00:00:00,ACME,58
1994-03-11 00:00:00,ACME,55
1994-03-14 00:00:00,ACME,54.75
1994-03-15 00:00:00,ACME,46
SECURITY_DA,COMP CLO,SE_PRICE
-----------,---- ---,--------
1994-03-16 00:00:00,ACME,44
1994-03-17 00:00:00,ACME,50
1994-03-18 00:00:00,ACME,51
1994-03-21 00:00:00,ACME,51
1994-03-22 00:00:00,ACME,50
1994-03-23 00:00:00,ACME,52
1994-03-24 00:00:00,ACME,57
1994-03-25 00:00:00,ACME,52
1994-03-28 00:00:00,ACME,49
1994-03-29 00:00:00,ACME,48
1994-03-30 00:00:00,ACME,45
1994-03-31 00:00:00,ACME,46
1994-04-04 00:00:00,ACME,47.5
1994-04-05 00:00:00,ACME,47.5
1994-04-06 00:00:00,ACME,47.25
1994-04-07 00:00:00,ACME,48
1994-04-08 00:00:00,ACME,47
1994-04-11 00:00:00,ACME,47
1994-04-12 00:00:00,ACME,47
1994-04-18 00:00:00,ACME,47.5
1994-04-20 00:00:00,ACME,47.5
SECURITY_DA,COMP CLO,SE_PRICE
-----------,---- ---,--------
1994-04-21 00:00:00,ACME,45
1994-04-22 00:00:00,ACME,47
1994-04-26 00:00:00,ACME,45
1994-04-28 00:00:00,ACME,40
1994-04-29 00:00:00,ACME,35
1994-05-03 00:00:00,ACME,34.75
1994-05-04 00:00:00,ACME,30
1994-05-05 00:00:00,ACME,33.75
1994-05-06 00:00:00,ACME,38
1994-05-09 00:00:00,ACME,41
1994-05-10 00:00:00,ACME,40
1994-05-11 00:00:00,ACME,38
1994-05-12 00:00:00,ACME,35
1994-05-13 00:00:00,ACME,34
1994-05-16 00:00:00,ACME,34
1994-05-17 00:00:00,ACME,34.5
1994-05-18 00:00:00,ACME,37
1994-05-19 00:00:00,ACME,35
1994-05-20 00:00:00,ACME,37
1994-05-31 00:00:00,ACME,34
1994-06-01 00:00:00,ACME,35
SECURITY_DA,COMP CLO,SE_PRICE
-----------,---- ---,--------
1994-06-03 00:00:00,ACME,36.25
1994-06-06 00:00:00,ACME,35
1994-06-07 00:00:00,ACME,33.25
1994-06-08 00:00:00,ACME,32.25
1994-06-09 00:00:00,ACME,30
1994-06-10 00:00:00,ACME,30
1994-06-13 00:00:00,ACME,30.5
1994-06-14 00:00:00,ACME,30
1994-06-15 00:00:00,ACME,29
1994-06-16 00:00:00,ACME,29
1994-06-17 00:00:00,ACME,29
1994-06-20 00:00:00,ACME,24.75
1994-06-21 00:00:00,ACME,28
1994-06-23 00:00:00,ACME,28.5
1994-06-24 00:00:00,ACME,29
1994-06-28 00:00:00,ACME,32
1994-06-29 00:00:00,ACME,30
1994-06-30 00:00:00,ACME,30
1994-07-01 00:00:00,ACME,30
1994-07-04 00:00:00,ACME,28.5
1994-07-05 00:00:00,ACME,30
SECURITY_DA,COMP CLO,SE_PRICE
-----------,---- ---,--------
1994-07-11 00:00:00,ACME,32
1994-07-12 00:00:00,ACME,34
1994-07-13 00:00:00,ACME,34
1994-07-14 00:00:00,ACME,34
1994-07-18 00:00:00,ACME,31
1994-07-19 00:00:00,ACME,31
1994-07-20 00:00:00,ACME,31
1994-07-21 00:00:00,ACME,31
1994-07-27 00:00:00,ACME,30
1994-07-29 00:00:00,ACME,30
1994-08-02 00:00:00,ACME,31
1994-08-03 00:00:00,ACME,31
1994-08-04 00:00:00,ACME,31
1994-08-05 00:00:00,ACME,31
1994-08-08 00:00:00,ACME,31
1994-08-09 00:00:00,ACME,31
1994-08-11 00:00:00,ACME,32
1994-08-15 00:00:00,ACME,31
1994-08-16 00:00:00,ACME,33
1994-08-23 00:00:00,ACME,31
1994-08-24 00:00:00,ACME,31
SECURITY_DA,COMP CLO,SE_PRICE
-----------,---- ---,--------
1994-08-25 00:00:00,ACME,30.75
1994-08-29 00:00:00,ACME,34
1994-08-30 00:00:00,ACME,36
1994-08-31 00:00:00,ACME,34
1994-09-01 00:00:00,ACME,35
1994-09-02 00:00:00,ACME,36
1994-09-05 00:00:00,ACME,39
1994-09-06 00:00:00,ACME,42
1994-09-07 00:00:00,ACME,42.75
1994-09-08 00:00:00,ACME,40.25
1994-09-09 00:00:00,ACME,40
1994-09-12 00:00:00,ACME,40
1994-09-13 00:00:00,ACME,39.75
1994-09-14 00:00:00,ACME,39
1994-09-15 00:00:00,ACME,38.25
1994-09-16 00:00:00,ACME,38
1994-09-20 00:00:00,ACME,38
1994-09-21 00:00:00,ACME,37
1994-09-22 00:00:00,ACME,36
1994-09-23 00:00:00,ACME,38
1994-09-27 00:00:00,ACME,38
SECURITY_DA,COMP CLO,SE_PRICE
-----------,---- ---,--------
1994-09-28 00:00:00,ACME,37
1994-09-29 00:00:00,ACME,36
1994-09-30 00:00:00,ACME,36
1994-10-03 00:00:00,ACME,36
1994-10-04 00:00:00,ACME,35.25
1994-10-05 00:00:00,ACME,36
1994-10-06 00:00:00,ACME,36
1994-10-07 00:00:00,ACME,37
1994-10-10 00:00:00,ACME,36
1994-10-11 00:00:00,ACME,36
1994-10-12 00:00:00,ACME,36
1994-10-13 00:00:00,ACME,36
1994-10-14 00:00:00,ACME,35.5
1994-10-19 00:00:00,ACME,34
1994-10-20 00:00:00,ACME,34
1994-10-21 00:00:00,ACME,34.5
1994-10-25 00:00:00,ACME,33
1994-10-27 00:00:00,ACME,33
1994-10-31 00:00:00,ACME,36
1994-11-01 00:00:00,ACME,36
1994-11-02 00:00:00,ACME,36.5
SECURITY_DA,COMP CLO,SE_PRICE
-----------,---- ---,--------
1994-11-03 00:00:00,ACME,36
1994-11-08 00:00:00,ACME,36
1994-11-09 00:00:00,ACME,36
1994-11-11 00:00:00,ACME,37
1994-11-14 00:00:00,ACME,37
1994-11-15 00:00:00,ACME,37
1994-11-21 00:00:00,ACME,35
1994-11-22 00:00:00,ACME,34.5
1994-11-23 00:00:00,ACME,32.5
1994-11-24 00:00:00,ACME,30
1994-11-25 00:00:00,ACME,30
1994-12-01 00:00:00,ACME,33.25
1994-12-05 00:00:00,ACME,33
1994-12-06 00:00:00,ACME,32
1994-12-07 00:00:00,ACME,30.5
1994-12-08 00:00:00,ACME,30
1994-12-09 00:00:00,ACME,30
1994-12-12 00:00:00,ACME,28
1994-12-13 00:00:00,ACME,0
1994-12-14 00:00:00,ACME,26.75
1994-12-20 00:00:00,ACME,27.25
SECURITY_DA,COMP CLO,SE_PRICE
-----------,---- ---,--------
1994-12-21 00:00:00,ACME,27
1994-12-23 00:00:00,ACME,29
1994-12-28 00:00:00,ACME,28
1994-01-03 00:00:00,AEC,65
1994-01-04 00:00:00,AEC,66
1994-01-05 00:00:00,AEC,70
1994-01-06 00:00:00,AEC,70.25
1994-01-10 00:00:00,AEC,75
1994-01-11 00:00:00,AEC,77.75
1994-01-12 00:00:00,AEC,80
1994-01-13 00:00:00,AEC,82
1994-01-17 00:00:00,AEC,85
1994-01-18 00:00:00,AEC,85
1994-01-19 00:00:00,AEC,83
1994-01-20 00:00:00,AEC,76
1994-01-21 00:00:00,AEC,75
1994-01-24 00:00:00,AEC,0
1994-01-28 00:00:00,AEC,80
1994-01-31 00:00:00,AEC,78.25
1994-02-03 00:00:00,AEC,85
1994-02-07 00:00:00,AEC,86
SECURITY_DA,COMP CLO,SE_PRICE
-----------,---- ---,--------
1994-02-08 00:00:00,AEC,85.25
1994-02-09 00:00:00,AEC,85
1994-02-10 00:00:00,AEC,85
1994-02-16 00:00:00,AEC,87.75
1994-02-17 00:00:00,AEC,103
1994-02-18 00:00:00,AEC,130
1994-02-21 00:00:00,AEC,150
1994-02-22 00:00:00,AEC,160
1994-02-23 00:00:00,AEC,144.75
1994-02-24 00:00:00,AEC,0
1994-03-02 00:00:00,AEC,130
1994-03-03 00:00:00,AEC,130
1994-03-04 00:00:00,AEC,124
1994-03-07 00:00:00,AEC,124
1994-03-08 00:00:00,AEC,120
1994-03-09 00:00:00,AEC,110
1994-03-10 00:00:00,AEC,105
1994-03-11 00:00:00,AEC,105
1994-03-14 00:00:00,AEC,100
1994-03-16 00:00:00,AEC,95
1994-03-18 00:00:00,AEC,0
SECURITY_DA,COMP CLO,SE_PRICE
-----------,---- ---,--------
1994-03-23 00:00:00,AEC,0
1994-03-24 00:00:00,AEC,100
1994-03-28 00:00:00,AEC,90
1994-03-29 00:00:00,AEC,85
1994-03-30 00:00:00,AEC,85.25
1994-04-07 00:00:00,AEC,85
1994-04-08 00:00:00,AEC,85.5
1994-04-11 00:00:00,AEC,0
1994-04-18 00:00:00,AEC,90
1994-04-19 00:00:00,AEC,89
1994-04-22 00:00:00,AEC,90
1994-04-26 00:00:00,AEC,90
1994-04-27 00:00:00,AEC,90
1994-04-28 00:00:00,AEC,85
1994-04-29 00:00:00,AEC,82
1994-05-03 00:00:00,AEC,0
1994-05-10 00:00:00,AEC,80
1994-05-12 00:00:00,AEC,85
1994-05-16 00:00:00,AEC,82.25
1994-05-17 00:00:00,AEC,83
1994-05-19 00:00:00,AEC,90
SECURITY_DA,COMP CLO,SE_PRICE
-----------,---- ---,--------
1994-05-26 00:00:00,AEC,0
1994-05-27 00:00:00,AEC,0
1994-05-30 00:00:00,AEC,90
1994-05-31 00:00:00,AEC,90
1994-06-07 00:00:00,AEC,0
1994-06-08 00:00:00,AEC,0
1994-06-24 00:00:00,AEC,0
1994-07-08 00:00:00,AEC,0
1994-07-11 00:00:00,AEC,0
1994-07-12 00:00:00,AEC,82.25
1994-07-13 00:00:00,AEC,80
1994-07-14 00:00:00,AEC,80
1994-07-20 00:00:00,AEC,0
1994-08-03 00:00:00,AEC,77
1994-08-04 00:00:00,AEC,75
1994-08-05 00:00:00,AEC,76.75
1994-08-08 00:00:00,AEC,76
1994-08-23 00:00:00,AEC,73
1994-08-24 00:00:00,AEC,70
1994-09-06 00:00:00,AEC,72
1994-09-08 00:00:00,AEC,83
1994-09-09 00:00:00,AEC,90
1994-09-12 00:00:00,AEC,96
1994-09-13 00:00:00,AEC,95
1994-09-14 00:00:00,AEC,93.5
1994-09-15 00:00:00,AEC,92.75
1994-09-22 00:00:00,AEC,0
1994-09-28 00:00:00,AEC,0
1994-09-30 00:00:00,AEC,0
1994-10-03 00:00:00,AEC,88
1994-10-05 00:00:00,AEC,89
1994-10-06 00:00:00,AEC,92.75
1994-10-07 00:00:00,AEC,88
1994-10-19 00:00:00,AEC,78
1994-10-20 00:00:00,AEC,80
1994-10-28 00:00:00,AEC,80
1994-11-01 00:00:00,AEC,0
1994-11-24 00:00:00,AEC,75
1994-12-01 00:00:00,AEC,80
1994-12-02 00:00:00,AEC,82
1994-12-05 00:00:00,AEC,80
1994-12-22 00:00:00,AEC,76
1994-01-03 00:00:00,AHOT,49.5
1994-01-04 00:00:00,AHOT,45.5
1994-01-05 00:00:00,AHOT,47.5
1994-01-06 00:00:00,AHOT,50
1994-01-07 00:00:00,AHOT,51
1994-01-10 00:00:00,AHOT,52
1994-01-11 00:00:00,AHOT,52.5
1994-01-12 00:00:00,AHOT,52
1994-01-13 00:00:00,AHOT,53
1994-01-17 00:00:00,AHOT,50
1994-01-18 00:00:00,AHOT,51
1994-01-19 00:00:00,AHOT,47.5
1994-01-20 00:00:00,AHOT,48
1994-01-21 00:00:00,AHOT,50
1994-01-24 00:00:00,AHOT,49.75
1994-01-25 00:00:00,AHOT,49
1994-01-26 00:00:00,AHOT,48
1994-01-28 00:00:00,AHOT,57.5
1994-01-31 00:00:00,AHOT,52
1994-02-01 00:00:00,AHOT,52
1994-02-02 00:00:00,AHOT,52
1994-02-03 00:00:00,AHOT,52
1994-02-07 00:00:00,AHOT,52
1994-02-08 00:00:00,AHOT,50
1994-02-09 00:00:00,AHOT,52
1994-02-11 00:00:00,AHOT,52
1994-02-14 00:00:00,AHOT,54
1994-02-15 00:00:00,AHOT,54
1994-02-16 00:00:00,AHOT,53
1994-02-17 00:00:00,AHOT,51.75
1994-02-18 00:00:00,AHOT,51
1994-02-21 00:00:00,AHOT,53
1994-02-22 00:00:00,AHOT,54.75
1994-02-23 00:00:00,AHOT,53
1994-02-24 00:00:00,AHOT,52.75
1994-02-28 00:00:00,AHOT,53
1994-03-01 00:00:00,AHOT,50
1994-03-02 00:00:00,AHOT,52
1994-03-03 00:00:00,AHOT,50
1994-03-04 00:00:00,AHOT,52
1994-03-07 00:00:00,AHOT,47
1994-03-08 00:00:00,AHOT,47
1994-03-09 00:00:00,AHOT,50
1994-03-10 00:00:00,AHOT,50.5
1994-03-11 00:00:00,AHOT,50
1994-03-14 00:00:00,AHOT,50
1994-03-15 00:00:00,AHOT,51
1994-03-16 00:00:00,AHOT,50
1994-03-17 00:00:00,AHOT,54
1994-03-18 00:00:00,AHOT,57
1994-03-21 00:00:00,AHOT,58
1994-03-22 00:00:00,AHOT,57.75
1994-03-23 00:00:00,AHOT,59
1994-03-24 00:00:00,AHOT,60
1994-03-25 00:00:00,AHOT,59
1994-03-28 00:00:00,AHOT,57
1994-03-29 00:00:00,AHOT,55
1994-03-30 00:00:00,AHOT,53
1994-03-31 00:00:00,AHOT,56
1994-04-04 00:00:00,AHOT,60
1994-04-05 00:00:00,AHOT,58
1994-04-06 00:00:00,AHOT,57.5
1994-04-07 00:00:00,AHOT,55.25
1994-04-08 00:00:00,AHOT,56
1994-04-11 00:00:00,AHOT,55
1994-04-12 00:00:00,AHOT,56
1994-04-18 00:00:00,AHOT,56
1994-04-19 00:00:00,AHOT,56
1994-04-20 00:00:00,AHOT,55
1994-04-21 00:00:00,AHOT,54
1994-04-22 00:00:00,AHOT,55
1994-04-26 00:00:00,AHOT,54
1994-04-27 00:00:00,AHOT,52
