,SECURITY_DA,PRICE
-----------,----,-----------
1997-01-02 00:00:00,ABAN,0
1997-01-08 00:00:00,ABAN,40.5
1997-01-22 00:00:00,ABAN,41
1997-02-03 00:00:00,ABAN,41.5
1997-02-17 00:00:00,ABAN,0
1997-02-19 00:00:00,ABAN,0
1997-03-26 00:00:00,ABAN,41
1997-04-10 00:00:00,ABAN,0
1997-04-30 00:00:00,ABAN,40.75
1997-05-02 00:00:00,ABAN,41
1997-05-09 00:00:00,ABAN,0
1997-05-20 00:00:00,ABAN,0
1997-05-28 00:00:00,ABAN,0
1997-05-30 00:00:00,ABAN,0
1997-06-27 00:00:00,ABAN,41
1997-07-08 00:00:00,ABAN,38
1997-07-15 00:00:00,ABAN,38.5
1997-07-21 00:00:00,ABAN,38.5
1997-07-22 00:00:00,ABAN,38.5
1997-07-23 00:00:00,ABAN,38.5
1997-07-24 00:00:00,ABAN,38
SECURITY_DA,COMP,CLOSE_PRICE
-----------,----,-----------
1997-08-15 00:00:00,ABAN,38
1997-09-04 00:00:00,ABAN,34
1997-09-05 00:00:00,ABAN,35
1997-09-09 00:00:00,ABAN,35
1997-09-12 00:00:00,ABAN,33
1997-09-24 00:00:00,ABAN,30
1997-11-19 00:00:00,ABAN,25
1997-12-02 00:00:00,ABAN,27
1997-12-16 00:00:00,ABAN,23
1997-12-29 00:00:00,ABAN,26
1997-12-31 00:00:00,ABAN,26
1997-01-02 00:00:00,ACAP,7.75
1997-01-03 00:00:00,ACAP,7.75
1997-01-06 00:00:00,ACAP,7.75
1997-01-07 00:00:00,ACAP,8
1997-01-08 00:00:00,ACAP,8.25
1997-01-09 00:00:00,ACAP,8.25
1997-01-10 00:00:00,ACAP,8.25
1997-01-13 00:00:00,ACAP,8.25
1997-01-15 00:00:00,ACAP,8
1997-01-16 00:00:00,ACAP,8.25
SECURITY_DA,COMP,CLOSE_PRICE
-----------,----,-----------
1997-01-20 00:00:00,ACAP,8.25
1997-01-21 00:00:00,ACAP,8.25
1997-01-22 00:00:00,ACAP,8.25
1997-01-24 00:00:00,ACAP,8.25
1997-01-27 00:00:00,ACAP,8.75
1997-01-28 00:00:00,ACAP,8.5
1997-01-29 00:00:00,ACAP,8.25
1997-01-30 00:00:00,ACAP,8.25
1997-01-31 00:00:00,ACAP,8
1997-02-03 00:00:00,ACAP,8
1997-02-05 00:00:00,ACAP,8
1997-02-06 00:00:00,ACAP,8.25
1997-02-07 00:00:00,ACAP,8.25
1997-02-10 00:00:00,ACAP,8
1997-02-11 00:00:00,ACAP,7.75
1997-02-12 00:00:00,ACAP,7.5
1997-02-13 00:00:00,ACAP,7.25
1997-02-14 00:00:00,ACAP,7.5
1997-02-17 00:00:00,ACAP,7.5
1997-02-18 00:00:00,ACAP,7.5
1997-02-19 00:00:00,ACAP,7.5
SECURITY_DA,COMP,CLOSE_PRICE
-----------,----,-----------
1997-02-20 00:00:00,ACAP,7.5
1997-02-24 00:00:00,ACAP,7.75
1997-02-25 00:00:00,ACAP,7.5
1997-02-26 00:00:00,ACAP,7.5
1997-02-27 00:00:00,ACAP,7.5
1997-02-28 00:00:00,ACAP,7.75
1997-03-03 00:00:00,ACAP,7.75
1997-03-04 00:00:00,ACAP,7.75
1997-03-05 00:00:00,ACAP,7.75
1997-03-06 00:00:00,ACAP,7.75
1997-03-07 00:00:00,ACAP,7.75
1997-03-12 00:00:00,ACAP,7.5
1997-03-13 00:00:00,ACAP,7.25
1997-03-14 00:00:00,ACAP,7.25
1997-03-17 00:00:00,ACAP,7.25
1997-03-18 00:00:00,ACAP,7.25
1997-03-19 00:00:00,ACAP,0
1997-03-20 00:00:00,ACAP,7.25
1997-03-25 00:00:00,ACAP,7.25
1997-03-26 00:00:00,ACAP,7.25
1997-03-27 00:00:00,ACAP,7.5
SECURITY_DA,COMP,CLOSE_PRICE
-----------,----,-----------
1997-03-31 00:00:00,ACAP,7.25
1997-04-01 00:00:00,ACAP,7.25
1997-04-02 00:00:00,ACAP,7.25
1997-04-03 00:00:00,ACAP,7.25
1997-04-04 00:00:00,ACAP,7.25
1997-04-07 00:00:00,ACAP,7.25
1997-04-08 00:00:00,ACAP,7
1997-04-09 00:00:00,ACAP,7.25
1997-04-10 00:00:00,ACAP,7.5
1997-04-11 00:00:00,ACAP,7.75
1997-04-16 00:00:00,ACAP,8.25
1997-04-17 00:00:00,ACAP,8.75
1997-04-18 00:00:00,ACAP,8.25
1997-04-21 00:00:00,ACAP,9
1997-04-23 00:00:00,ACAP,8.75
1997-04-24 00:00:00,ACAP,8.75
1997-04-25 00:00:00,ACAP,8.25
1997-04-28 00:00:00,ACAP,8.25
1997-04-29 00:00:00,ACAP,8.5
1997-04-30 00:00:00,ACAP,8.75
1997-05-02 00:00:00,ACAP,8.5
SECURITY_DA,COMP,CLOSE_PRICE
-----------,----,-----------
1997-05-05 00:00:00,ACAP,8.5
1997-05-06 00:00:00,ACAP,8.75
1997-05-07 00:00:00,ACAP,8.5
1997-05-08 00:00:00,ACAP,8.5
