date,symbol,open,high,low,close,volume,turnover,trades,source,source_priority,source_timestamp,raw_payload_hash,validation_status,validation_warnings,source_open,source_high,source_low,source_close,source_ohlc_invalid,ohlc_repaired,ohlc_invalid
2026-09-18,ABAN.N0000,1035.0,1059.75,1035.0,1037.5,14.0,14516.0,3.0,cse_trade_summary_current,10,2026-09-18,039ed163afd5804ee878e7d404d19c96e16117388fd6e9ac08f37294645ee472,accepted,,1035.0,1059.75,1035.0,1037.5,False,False,False
2026-09-18,AEL.N0000,78.1,78.2,77.3,77.4,84332.0,6544170.6,133.0,cse_trade_summary_current,10,2026-09-18,039ed163afd5804ee878e7d404d19c96e16117388fd6e9ac08f37294645ee472,accepted,,78.1,78.2,77.3,77.4,False,False,False
2026-09-18,ACL.N0000,94.8,94.8,93.7,93.8,71297.0,6702069.6,156.0,cse_trade_summary_current,10,2026-09-18,039ed163afd5804ee878e7d404d19c96e16117388fd6e9ac08f37294645ee472,accepted,,94.8,94.8,93.7,93.8,False,False,False
2026-09-18,APLA.N0000,158.0,158.0,157.0,158.0,7239.0,1142948.5,62.0,cse_trade_summary_current,10,2026-09-18,039ed163afd5804ee878e7d404d19c96e16117388fd6e9ac08f37294645ee472,accepted,,158.0,158.0,157.0,158.0,False,False,False
2026-09-18,ACME.N0000,4.1,4.2,4.0,4.0,111282.0,453659.4,42.0,cse_trade_summary_current,10,2026-09-18,039ed163afd5804ee878e7d404d19c96e16117388fd6e9ac08f37294645ee472,accepted,,4.1,4.2,4.0,4.0,False,False,False
2026-09-18,AGAL.N0000,52.0,52.7,51.0,52.5,14801.0,760416.1,26.0,cse_trade_summary_current,10,2026-09-18,039ed163afd5804ee878e7d404d19c96e16117388fd6e9ac08f37294645ee472,accepted,,52.0,52.7,51.0,52.5,False,False,False
2026-09-18,AGST.N0000,13.1,13.1,12.5,12.7,157377.0,1987167.1,62.0,cse_trade_summary_current,10,2026-09-18,039ed163afd5804ee878e7d404d19c96e16117388fd6e9ac08f37294645ee472,accepted,,13.1,13.1,12.5,12.7,False,False,False
2026-09-18,AGST.X0000,11.9,11.9,11.5,11.6,227.0,2641.3,3.0,cse_trade_summary_current,10,2026-09-18,039ed163afd5804ee878e7d404d19c96e16117388fd6e9ac08f37294645ee472,accepted,,11.9,11.9,11.5,11.6,False,False,False
2026-09-18,AHUN.N0000,85.0,85.5,84.0,85.5,967.0,81871.8,20.0,cse_trade_summary_current,10,2026-09-18,039ed163afd5804ee878e7d404d19c96e16117388fd6e9ac08f37294645ee472,accepted,,85.0,85.5,84.0,85.5,False,False,False
2026-09-18,SPEN.N0000,138.25,140.0,137.25,137.5,8346.0,1148013.5,42.0,cse_trade_summary_current,10,2026-09-18,039ed163afd5804ee878e7d404d19c96e16117388fd6e9ac08f37294645ee472,accepted,,138.25,140.0,137.25,137.5,False,False,False
2026-09-18,ALLI.N0000,300.0,303.25,300.0,300.0,898.0,269429.75,14.0,cse_trade_summary_current,10,2026-09-18,039ed163afd5804ee878e7d404d19c96e16117388fd6e9ac08f37294645ee472,accepted,,300.0,303.25,300.0,300.0,False,False,False
