Foreign Holding as at 31st December 2016,,,,,
YEAR,COMPANY ID,MAIN TYPE,SUB TYPE,COMPANY NAME,FOREIGN HOLDING (Volume)
2016,AAF,N,0000,ASIA ASSET FINANCE PLC,512170041
2016,AAIC,N,0000,SOFTLOGIC LIFE INSURANCE PLC,144174504
2016,ABAN,N,0000,ABANS ELECTRICALS PLC,204924
2016,ABL,N,0000,AMANA BANK PLC,212844218
2016,ACAP,N,0000,ASIA CAPITAL PLC,122860551
2016,ACL,N,0000,ACL CABLES PLC,4109892
2016,ACME,N,0000,ACME PRINTING & PACKAGING PLC,11155587
2016,AEL,N,0000,ACCESS ENGINEERING PLC,58194063
2016,AFSL,N,0000,ABANS FINANCE PLC,10136
2016,AGAL,N,0000,AGALAWATTE  PLANTATIONS  PLC,4148850
2016,AGST,N,0000,AGSTAR PLC,6458
2016,AHPL,N,0000,ASIAN HOTELS AND PROPERTIES PLC,7587639
2016,AHUN,N,0000,AITKEN SPENCE HOTEL HOLDINGS PLC,2852254
2016,AINS,N,0000,ARPICO INSURANCE PLC,1572218
2016,AINV,N,0000,ADAM INVESTMENTS PLC,3041079
2016,ALHP,N,0000,ANILANA HOTELS AND PROPERTIES PLC,140203091
2016,ALLI,N,0000,ALLIANCE FINANCE COMPANY PLC,134078
2016,ALUF,N,0000,ALUFAB PLC,994236
2016,ALUM,N,0000,ALUMEX PLC,2796530
2016,AMCL,N,0000,AMW CAPITAL LEASING AND FINANCE PLC,1999999
2016,AMF,N,0000,ASSOCIATED MOTOR FINANCE COMPANY PLC,33
2016,AMSL,N,0000,ASIRI SURGICAL HOSPITAL PLC,181084
2016,APLA,N,0000,ACL PLASTICS PLC,89692
2016,ARPI,N,0000,ARPICO FINANCE COMPANY PLC,1852
2016,ASCO,N,0000,ASCOT HOLDINGS PLC,18350
2016,ASHO,N,0000,LANKA ASHOK LEYLAND PLC,23038
2016,ASIR,N,0000,ASIRI HOSPITAL HOLDINGS PLC,428674984
2016,ASIY,N,0000,ASIA SIYAKA COMMODITIES LIMITED,2027917
2016,ASPH,N,0000,INDUSTRIAL ASPHALTS (CEYLON) PLC,7836
2016,ASPM,N,0000,AITKEN SPENCE PLANTATION MANAGEMENTS PLC,1250000
2016,ATL,N,0000,AMANA TAKAFUL PLC,3389585
2016,ATLL,N,0000,AMANA TAKAFUL LIFE PLC,1275
2016,AUTO,N,0000,THE AUTODROME PLC,18285
2016,BALA,N,0000,BALANGODA  PLANTATIONS  PLC,70891
2016,BBH,N,0000,BROWNS BEACH HOTELS PLC,2774049
2016,BERU,N,0000,BERUWALA RESORTS PLC,12331943
2016,BFL,N,0000,BAIRAHA FARMS PLC,502498
2016,BFN,N,0000,ORIENT FINANCE PLC,20600
2016,BIL,N,0000,BROWNS INVESTMENTS PLC,29563863
2016,BLI,N,0000,BIMPUTH FINANCE PLC,1910
2016,BLUE,X,0000,BLUE DIAMONDS JEWELLERY WORLDWIDE PLC,777221
2016,BLUE,N,0000,BLUE DIAMONDS JEWELLERY WORLDWIDE PLC,28964599
2016,BOGA,N,0000,BOGALA GRAPHITE LANKA PLC,85570873
2016,BOPL,N,0000,BOGAWANTALAWA TEA ESTATES PLC,117936
2016,BREW,N,0000,CEYLON BEVERAGE HOLDINGS PLC,2988128
2016,BRR,N,0000,BANSEI ROYAL RESORTS HIKKADUWA PLC,27336269
2016,BRWN,N,0000,BROWN & COMPANY PLC,2563344
2016,BUKI,N,0000,BUKIT DARAH PLC,19698876
2016,CABO,N,0000,CARGO BOAT DEVELOPMENT COMPANY PLC,106372
2016,CALF,N,0000,COLOMBO TRUST FINANCE PLC,51430
2016,CARE,N,0000,PRINTCARE PLC,297443
2016,CARG,N,0000,CARGILLS (CEYLON) PLC,14213360
2016,CARS,N,0000,CARSON CUMBERBATCH PLC,38447702
2016,CCS,N,0000,CEYLON COLD STORES PLC,7438110
2016,CDB,N,0000,CITIZENS DEVELOPMENT BUSINESS FINANCE PLC,217472
2016,CDB,X,0000,CITIZENS DEVELOPMENT BUSINESS FINANCE PLC,263036
2016,CERA,N,0000,LANKA CERAMIC PLC,13862
2016,CFI,N,0000,COLOMBO FORT INVESTMENTS PLC,90752
2016,CFIN,N,0000,CENTRAL FINANCE COMPANY PLC,24983203
2016,CFL,N,0000,CHILAW FINANCE PLC,2828
2016,CFLB,N,0000,THE COLOMBO FORT LAND AND BUILDING PLC,424307
2016,CFT,N,0000,CEYLON AND FOREIGN TRADES PLC,402450
