Beta Values for the Period from 01st April to 30th June 2011,,,
COMPANY ID,"BETA VALUE
 BASED ON ASPI",COMPANY ID,"BETA VALUE
 BASED ON MPI"
AAIC,1.15077406,AAIC,1.60031347
ABAN,0.370877271,ABAN,0.681504702
ACAP,0.400493605,ACAP,0.90752351
ACL,0.868745793,ACL,1.13479623
ACME,1.53197217,ACME,1.56238244
AFSL,1.59950639,AFSL,1.14952978
AGAL,1.6704061,AGAL,1.9122257
AHPL,0.844962979,AHPL,1.32068965
AHUN,1.55328696,AHUN,1.46175548
ALLI,0.462867399,ALLI,1.20062695
ALUF,2.47789993,ALUF,2.00626959
AMCL,0,AMCL,0
AMF,0,AMF,0
AMSL,0.860668611,AMSL,0.49122257
APLA,0.717747363,APLA,0.713793103
ARPI,0.824545658,ARPI,0.112852664
ASCO,1.06573928,ASCO,0.835736677
ASHA,1.05250168,ASHA,0.132288401
ASHO,4.76845411,ASHO,3.66771159
ASIR,0.901727619,ASIR,1.30156739
ASPH,0.465559793,ASPH,0.689968652
ATL,2.87682297,ATL,3.06206896
AUTO,2.22840475,AUTO,2.13542319
BALA,1.16468476,BALA,1.3952978
BBH,0.790217635,BBH,0.845141065
BFL,1.33430558,BFL,1.4492163
BHR,1.05855956,BHR,0.505642633
BINN,-1.6699573,BINN,-2.8548589
BLI,-3.6080323,BLI,-5.2586206
BLUE,1.53533767,BLUE,1.6645768
BOGA,3.03836661,BOGA,2.14952978
BOPL,0.362126991,BOPL,0.3830721
BREW,2.56764639,BREW,2.561442
BRWN,2.21023109,BRWN,2.35893416
BUKI,1.52142696,BUKI,1.13730407
CABO,0.209333632,CABO,-0.21253918
CARE,0.507067534,CARE,0.178996865
CARG,0.699349338,CARG,0.559561128
CARS,0.940767332,CARS,0.76645768
CCS,0.507067534,CCS,1.08777429
CDB,2.09086829,CDB,2.33385579
CDIC,2.96365268,CDIC,2.44890282
CERA,0.605115548,CERA,0.41630094
CFI,0.236257572,CFI,-0.30595611
CFIN,1.3859098,CFIN,1.55799373
CFL,-0.41036571,CFL,-0.2815047
CFLB,0.036347318,CFLB,0.667711598
CFT,0.672201032,CFT,1.50438871
CFVF,1.35517164,CFVF,1.65172413
CHL,0.315458828,CHL,0.004388714
CHMX,1.45995063,CHMX,1.38808777
CHOT,1.06910477,CHOT,0.990282131
CHOU,1.84249495,CHOU,2.29780564
CIC,0.693291451,CIC,0.961128526
CIND,0.673995961,CIND,0.969278996
CINS,1.4177698,CINS,1.27178683
CINV,1.50684316,CINV,1.47210031
CIT,0.362575723,CIT,0.495297805
CLND,1.05855956,CLND,1.86206896
CLPL,1.38972402,CLPL,2.21285266
COCO,0.807942562,COCO,1.00564263
COCR,-0.00830154,COCR,3.17304075
COLO,2.89679156,COLO,2.56269592
COMB,0.552613865,COMB,0.843573667
COMD,2.45658514,COMD,0.347335423
CONN,1.38209557,CONN,0.905956112
CPRT,0,CPRT,0
CRL,1.39735247,CRL,1.6984326
CSD,0.579762171,CSD,1.261442
CSEC,0.63719991,CSEC,1.30313479
CSF,2.18465335,CSF,2.70783699
CTBL,1.34956248,CTBL,1.73605015
CTC,0.13282477,CTC,0.046708463
CTCE,1.41462867,CTCE,1.2630094
CTEA,0.387704734,CTEA,0.146394984
CTHR,0.513798519,CTHR,0.511912225
CTLD,0.889163114,CTLD,1.33009404
CWM,2.23850123,CWM,2.07429467
DFCC,0.808840026,DFCC,0.863322884
DIAL,0.48799641,DIAL,0.71630094
DIMO,2.08458604,DIMO,2.23322884
DIPD,0.173659412,DIPD,0.17429467
DIST,0.550145838,DIST,0.69937304
DOCK,0.657392865,DOCK,0.684952978
DPL,2.34933811,DPL,3.1275862
EAST,0.800762844,EAST,1.35893416
EBCR,0.695983845,EBCR,0.450470219
ECL,3.31209333,ECL,3.48056426
EDEN,2.56248597,EDEN,2.41097178
ELPL,1.26475207,ELPL,1.13009404
EMER,1.78617904,EMER,0.934796238
EQIT,1.89207987,EQIT,1.30031347
ETWO,1.27866277,ETWO,0.478369905
EXPO,-0.1478573,EXPO,-1.0648902
FLCH,1.57392865,FLCH,1.6476489
GEST,3.75005609,GEST,2.06833855
GHLL,2.14965223,GHLL,2.04733542
GLAS,1.02423154,GLAS,1.22382445
GOOD,-0.68543863,GOOD,-0.77962382
GRAN,2.14202378,GRAN,1.76583072
GREG,2.38164684,GREG,2.93949843
GUAR,0.66995737,GUAR,0.755485893
HAPU,-0.17814673,HAPU,-0.38275862
HARI,0.354722907,HARI,1.52288401
HASU,0.693740183,HASU,1.02413793
HAYC,0.506618801,HAYC,0.584326018
HAYL,0.352030513,HAYL,0.239498432
HDEV,0.601750056,HDEV,0.682445141
HDFC,0.327798967,HDFC,0.578369905
HEXP,1.91877944,HEXP,0.573981191
HHL,0.495849225,HHL,0.861128526
HNB,0.481714157,HNB,1.1322884
HOPL,1.11375364,HOPL,1.28463949
HPFL,1.89656719,HPFL,2.2984326
HPWR,0.738613417,HPWR,0.811912225
HSIG,1.38030065,HSIG,1.45862068
HUEJ,2.19519856,HUEJ,-0.89937304
HUNA,1.10657392,HUNA,1.04263322
HUNT,2.94749831,HUNT,3.59247648
HVA,1.76800538,HVA,2.0598746
IDL,0,IDL,0
INDO,1.00336549,INDO,0.672413793
JFIN,0.202827013,JFIN,-0.72695924
JINS,0.969486201,JINS,1.32319749
JKH,1.32129234,JKH,2.97711598
JKL,0.976665918,JKL,1.18087774
KAHA,0.736594121,KAHA,0.469278996
KAPI,1.49584922,KAPI,1.62695924
KCAB,1.45568768,KCAB,1.48620689
KDL,0.971954229,KDL,1.38777429
KFP,1.26766883,KFP,1.11786833
KGAL,0.949293246,KGAL,1.20094043
KHC,0.816019744,KHC,0.611912225
KHL,0.766434821,KHL,0.959247648
KOTA,1.42584698,KOTA,1.36426332
KURU,0.13282477,KURU,-0.01003134
KVAL,1.01570563,KVAL,0.216927899
KZOO,-1.693067,KZOO,-2.6492163
LALU,1.6704061,LALU,0.969278996
LAMB,1.80794256,LAMB,1.76677115
LCEM,0.778101862,LCEM,1.0476489
LCEY,2.27933587,LCEY,2.11442006
LDEV,6.67713708,LDEV,7.58934169
LFIN,1.15593448,LFIN,1.19341692
LGL,2.07740632,LGL,2.02445141
LHCL,2.00875028,LHCL,1.66269592
LHL,0.642584698,LHL,0.845768025
LIOC,0.717522997,LIOC,0.806896551
LION,2.11285618,LION,1.97210031
LITE,1.1624411,LITE,1.29028213
LLUB,0.145838007,LLUB,0.070219435
LMF,0.533991474,LMF,0.770532915
LOFC,0,LOFC,0
LOLC,0.909804801,LOLC,0.79937304
LPRT,-0.03926407,LPRT,-1.2043887
LVEN,0.23693067,LVEN,-0.04702194
LWL,-0.15862687,LWL,-0.12789968
MADU,1.5337671,MADU,1.45799373
MAL,-3.7960511,MAL,-2.5053291
MARA,1.75364595,MARA,2.52695924
MASK,0.262284047,MASK,0.059874608
MBSL,1.60152568,MBSL,1.57429467
MERC,0,MERC,0
MFL,0.965223244,MFL,0.044514106
MGT,0.386358537,MGT,0.371473354
MIRA,-2.6484182,MIRA,-1.7087774
MORI,2.37155037,MORI,2.52351097
MPRH,2.01480816,MPRH,1.80846394
MRH,1.0139107,MRH,1.15015673
MSL,3.82925734,MSL,2.04106583
MULL,2.20282701,MULL,2.53134796
NAMU,0.412385012,NAMU,0.751097178
NDB,0.218757011,NDB,0.532288401
NEH,1.89050931,NEH,1.95705329
