Sector Ratios - 2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,January,,,February,,,March,,,April,,,May,,,June,,,July,,,August,,,September,,,October,,,November,,,December,,
SECTOR ,DIVIDEND,P/E,PRICE TO,DIVIDEND,P/E,PRICE TO,DIVIDEND,P/E,PRICE TO,DIVIDEND,P/E,PRICE TO,DIVIDEND,P/E,PRICE TO,DIVIDEND,P/E,PRICE TO,DIVIDEND,P/E,PRICE TO,DIVIDEND,P/E,PRICE TO,DIVIDEND,P/E,PRICE TO,DIVIDEND,P/E,PRICE TO,DIVIDEND,P/E,PRICE TO,DIVIDEND,P/E,PRICE TO
,YIELD,RATIO,BOOK VALUE,YIELD,RATIO,BOOK VALUE,YIELD,RATIO,BOOK VALUE,YIELD,RATIO,BOOK VALUE,YIELD,RATIO,BOOK VALUE,YIELD,RATIO,BOOK VALUE,YIELD,RATIO,BOOK VALUE,YIELD,RATIO,BOOK VALUE,YIELD,RATIO,BOOK VALUE,YIELD,RATIO,BOOK VALUE,YIELD,RATIO,BOOK VALUE,YIELD,RATIO,BOOK VALUE
"BANKS, FINANCE & INSURANCE",2.7,12.6,2,2.7,11.9,1.9,2.7,11.6,1.8,2.5,10.8,1.7,3.2,9.6614,1.4143,3.3,10.1,1.5,3.3,10,1.5,3.2,10.7,1.6,2.7,12.9392,1.9433,3,11.5555,1.7337,3.1,10.932,1.6402,3.2,10.6581,1.6836
"BEVERAGE, FOOD & TOBACCO",2.5,14.9,4,2.5,14.7,4,2.5,15,4.1,2.3,17.5,4.7,2.5,14.5846,4.4005,2.9,14.3,4.4,2.9,14.7,4.5,3,13.5,4.3,2.6,14.7026,4.7237,2.7,13.9481,4.5194,2.6,14.2533,4.6183,2.4,18.908,5.7536
CHEMICALS & PHARMACEUTICALS,2.2,10,1.3,2.3,9.2,1.2,2.3,8.2,1.1,2.3,7.7,1.1,2.7,6.7153,0.9296,2.7,6.7,0.9,2.8,6.3,0.9,2.5,7.7,1.2,2,9.3543,1.4056,2.3,8.2037,1.2327,2.6,7.4211,1.1151,2.4,7.7434,1.1433
CONSTRUCTION & ENGINEERING,3,9.7,2.1,2.9,9.6,2.1,2.9,21.6,4.7,3,13.1,2.8,2.9,14.029,2.0121,3,14.6,2.1,3,14.1,2,2.9,14.1,2,2.5,17.8459,2.5595,2.6,18.2659,2.1906,2.7,16.9064,2.0276,1.7,13.3286,1.5825
DIVERSIFIED HOLDINGS,1.1,16.2,1.6,1.1,15.8,1.6,1.1,16.6,1.7,1.1,16.4,1.7,1.2,15.2699,1.534,1.1,18.6,1.9,1.1,18.2,1.8,1.1,19.5,1.9,1,22.0105,2.1625,1.1,20.4498,2.1348,1.1,20.0413,2.0922,1.1,24.8521,2.1456
FOOTWEAR & TEXTILES,1.3,29.9,1.3,1.6,25.5,1.1,1.7,23,1,1.8,24.5,1.1,2.1,0,0.9467,1.9,0,1,1.6,0,1.1,2.5,0,1.1,2.3,0,1.305,2.5,0,1.1938,1.6,,1.4327,1.6,,1.6151
HEALTH CARE,1.1,16.6,1.8,1.1,15.2,1.7,1.1,14.7,1.6,1,14.4,1.6,1.1,15.148,1.5262,1.1,16.6,1.7,1.1,17.3,1.7,1.1,18.4,2,1,21.3104,2.2636,1,43.0131,2.4849,1,40.8008,2.3571,1,35.4358,2.2934
HOTELS & TRAVELS,1.3,25.3,1.7,1.2,25,1.7,1.2,25.7,1.7,1.2,25.1,1.7,1.3,22.367,1.5189,1.2,31.9,1.7,1.2,28.7,1.7,1.5,31.6,1.8,1.3,36.3738,2.0223,2,37.5832,1.9972,2,36.5362,1.9416,2,37.5785,2.1059
