Sector Ratios - 2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,January,,,February,,,March,,,April,,,May,,,June,,,July,,,August,,,September,,,October,,,November,,,December,,
SECTOR ,DIVIDEND,P/E,PRICE TO,DIVIDEND,P/E,PRICE TO,DIVIDEND,P/E,PRICE TO,DIVIDEND,P/E,PRICE TO,DIVIDEND,P/E,PRICE TO,DIVIDEND,P/E,PRICE TO,DIVIDEND,P/E,PRICE TO,DIVIDEND,P/E,PRICE TO,DIVIDEND,P/E,PRICE TO,DIVIDEND,P/E,PRICE TO,DIVIDEND,P/E,PRICE TO,DIVIDEND,P/E,PRICE TO
,YIELD,RATIO,BOOK VALUE,YIELD,RATIO,BOOK VALUE,YIELD,RATIO,BOOK VALUE,YIELD,RATIO,BOOK VALUE,YIELD,RATIO,BOOK VALUE,YIELD,RATIO,BOOK VALUE,YIELD,RATIO,BOOK VALUE,YIELD,RATIO,BOOK VALUE,YIELD,RATIO,BOOK VALUE,YIELD,RATIO,BOOK VALUE,YIELD,RATIO,BOOK VALUE,YIELD,RATIO,BOOK VALUE
"BANKS, FINANCE & INSURANCE",2.13,8.33,1.4,2.06,8.6,1.44,2.76,6.52,1.19,3.5,6.3,1,3.4,6.6,1,2.7,6,0.9,2.8,6.1,0.9,2.7,6.2,0.9,3,5.6,0.9,3.5,4.7,0.7,3.9,4.3,0.6,4.2,3.9,0.6
"BEVERAGE, FOOD & TOBACCO",4.86,8.87,2.22,4.61,9.36,2.34,4.89,9.34,2.45,5.1,9.8,2.5,4.5,9.3,2.4,4.7,8.9,2.3,4.8,8.8,2.2,4.9,8.8,2.2,5.4,7.9,2,6.8,6.3,1.6,7.1,6,1.6,7.3,5.8,1.5
CHEMICALS & PHARMACEUTICALS,3.52,5.12,0.65,3.19,5.64,0.71,3.13,5.75,0.73,7.2,4.6,0.7,7.2,4.7,0.7,6.5,3.9,0.6,6.3,4,0.6,5.3,4.8,0.7,6,4.3,0.7,6.9,3.7,0.6,7.8,3.3,0.5,8.3,3.1,0.5
CONSTRUCTION & ENGINEERING,1.43,6.8,1.75,1.25,7.83,2.02,5.02,4.05,1.34,4.5,4.4,1.5,4.4,4.5,1.5,4.5,4.3,1.4,4.6,4.3,1.4,4.1,4.8,1.6,4.2,4.7,1.5,4.8,4.1,1.3,5.1,3.8,1.3,5.7,3.4,1.1
DIVERSIFIED HOLDINGS,2.12,12.32,1.4,2.04,12.81,1.46,1.83,13.49,1.49,2,12.7,1.4,2,12.6,1.4,2,9.9,1.3,3.3,9.1,1.2,3.3,9.1,1.2,3.7,8,1.1,4.7,6.4,0.9,5.1,5.8,0.8,6.1,5.1,0.6
FOOTWEAR & TEXTILES,4.3,5.36,1.46,4.01,5.75,1.57,4.36,3.68,1.27,5.5,3.5,1.1,5.6,3.5,1.1,6.1,3.3,1,6.1,3.3,1,6,3.3,1,6.5,3.1,1,7.7,5.6,0.7,11.7,4.1,0.5,11.2,4,0.5
HEALTH CARE,1.99,35.8,2.41,1.77,39.28,2.65,1.9,36.9,2.49,2.3,22.9,2.2,2.3,23.1,2.2,2.5,22.4,2.1,2.5,22.8,2.1,2.4,23.4,2.2,2.6,21.6,1.9,2,53.5,1.6,2.2,46.6,1.4,2.3,46.3,1.4
HOTELS & TRAVELS,3.15,25.14,1.36,3.08,23.67,1.28,3.15,23,1.24,2.9,22.3,1.2,3.1,21,1,3.1,18.3,0.9,2.9,18.9,0.9,2.8,19.6,0.9,2.9,18.8,0.9,3.6,18.5,0.8,3.3,17.2,0.7,3.3,15.9,0.7
