Sector Ratios - 2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,January,,,February,,,March,,,April,,,May,,,June,,,July,,,August,,,September,,,October,,,November,,,December,,
INVESTMENT TRUSTS,0.87,10.38,0.98,0.87,10.46,0.99,0.83,12.04,1.14,1.2,5.6,0.9,1.7,9.9,0.8,1.8,9.9,0.8,1.8,9.8,0.8,1.7,10,0.8,1.8,10.1,0.7,2.3,8.3,0.5,2.7,6.9,0.4,3.1,6.4,0.4
INFORMATION TECHNOLOGY,0,0,2.8,0,0,3.04,0,0,3,0,0,2.8,0,0,2.7,0,0,2.5,0,0,2.4,0,0,2.5,0,0,2.3,0,0,2.1,0,0,1.8,0,0,1.5
LAND & PROPERTY,8.48,5.12,0.65,8.11,5.58,0.71,8.47,5.52,0.7,8.2,5.3,0.7,5.8,5.1,0.6,6.1,4.7,0.5,6.3,4.6,0.5,6,4.6,0.6,6.8,4,0.5,8.2,3.3,0.4,9.2,3,0.4,6.4,2.8,0.3
MANUFACTURING,4.83,6.69,1.35,4.5,7.23,1.46,5.04,6.81,1.42,4.7,6,1.3,4.8,5.9,1.2,4.9,5.6,1.2,4.8,5.9,1.2,4.8,6,1.2,5.4,6.4,1.2,5.9,8.3,1.1,6,8,1.1,6.6,7.2,0.9
MOTORS,1.94,8.02,1.88,1.9,8.19,1.92,1.82,8.63,1.99,3.5,8.7,1.5,3.5,9.5,1.5,3.7,10.3,1.4,2.8,10.6,1.5,2.5,11.6,1.7,2.7,10.9,1.6,3,10.1,1.4,3.1,9.7,1.3,3.2,9.5,1.3
OIL PALMS,2.12,8.7,1.19,1.94,9.57,1.31,1.94,9.74,1.33,0.4,12.2,1.2,1.2,10.2,1,1,5.9,0.9,1.1,5.7,0.9,1.1,5.9,0.9,1.1,5.7,0.9,1.4,4.4,0.7,1.8,3.4,0.5,2.1,2.9,0.4
PLANTATIONS,3.08,15.39,1.69,2.46,18.89,2.07,2.75,10.87,1.78,2.9,9.5,1.8,3.1,9.1,1.8,3.7,6.4,1.4,4.3,6.3,1.4,4.5,6.1,1.5,5.2,5.3,1.3,6.8,3.6,0.9,7.6,3,0.7,8.1,2.7,0.7
POWER & ENERGY,0,27.01,1.31,0,27.96,1.36,0,28.37,1.38,19,25.2,1.3,19,25.1,1.3,8.7,25.4,1.3,8,27.4,1.4,8.1,30.6,1.6,10.2,5.5,1.3,10.5,4.9,1.1,14.4,4.3,1,14,3.6,0.8
SERVICES,2.43,2.29,0.27,2.35,2.38,0.28,2.27,2.51,0.3,36.4,1.4,0.3,35.8,1.4,0.3,35,1.4,0.3,39.8,1.3,0.2,21.9,1.4,0.3,23.8,1.3,0.2,26.2,1.2,0.2,26.4,1.1,0.2,29,1.1,0.2
STORES & SUPPLIES,2.94,4.8,0.85,2.95,4.7,0.84,2.79,4.98,0.88,2.2,5.5,0.7,2.1,5.7,0.7,2.2,5.5,0.7,1.8,6.5,0.8,2.3,5.2,0.7,2.3,5.1,0.6,3.1,4.1,0.5,3.1,4.1,0.5,2.7,4.7,0.5
TELECOMMUNICATION,2,16.47,3.72,1.98,16.61,3.76,1.95,16.94,3.83,2.7,14.8,2.3,3,13.6,2.2,3,13.5,2.1,2.9,13.9,2.2,3.4,11.9,1.9,4.2,9.6,1.5,4.6,8.7,1.4,5.3,7.7,1.2,5.6,7.2,1.1
TRADING,2.13,9.09,1.23,2.11,9.21,1.25,2.64,10.26,1.18,2.5,7.6,0.8,2.7,7.5,0.8,3,7.8,0.8,3.1,7.6,0.8,2.7,8.7,0.9,3.1,7.9,0.8,4.7,6.4,0.5,5.5,5.4,0.5,6.3,4.6,0.4
