Foreign Holding as at 31st December 2012,,,,,
YEAR,COMPANY ID,MAIN TYPE,SUB TYPE,COMPANY NAME,FOREIGN HOLDING (Volume)
2012,VLL,N,0000,VIDULLANKA PLC,181298053
2012,CDB,N,0000,CITIZENS DEVELOPMENT BUSINESS FINANCE PLC,745014
2012,SAMP,N,0000,SAMPATH BANK PLC,8949830
2012,AMF,N,0000,ASSOCIATED MOTOR FINANCE COMPANY PLC,313
2012,APLA,N,0000,ACL PLASTICS PLC,123691
2012,BLUE,N,0000,BLUE DIAMONDS JEWELLERY WORLDWIDE PLC,602472
2012,CPRT,N,0000,CEYLON PRINTERS PLC,7822
2012,CHL,X,0000,CEYLON HOSPITALS PLC,118068
2012,COMB,P,0004,COMMERCIAL BANK OF CEYLON PLC,0
2012,KHL,N,0000,JOHN KEELLS HOTELS PLC,12088349
2012,PEG,B,0000,PEGASUS HOTELS OF CEYLON PLC,0
2012,SDB,N,0000,SANASA DEVELOPMENT BANK PLC,910000
2012,SHL,N,0000,SOFTLOGIC HOLDINGS PLC,35219974
2012,SHOT,N,0000,SERENDIB HOTELS PLC,444007
2012,SMOT,N,0000,SATHOSA MOTORS PLC,1801
2012,CHR,N,0000,CEYLON HOLIDAY RESORTS LIMITED,0
2012,SELI,N,0000,SELINSING PLC,6668221
2012,COCR,N,0000,COMMERCIAL CREDIT AND FINANCE PLC,113370
2012,LGL,N,0000,LAUGFS GAS PLC,670066
2012,TESS,R,0000,TESS AGRO PLC,0
2012,KCAB,N,0000,KELANI CABLES PLC,31868
2012,ODEL,R,0000,ODEL PLC,0
2012,PABC,N,0000,PAN ASIA BANKING CORPORATION PLC,39085578
2012,TSML,N,0000,TEA SMALLHOLDER FACTORIES PLC,27780
2012,UCAR,N,0000,UNION CHEMICALS LANKA PLC,325
2012,WATA,N,0000,WATAWALA  PLANTATIONS  PLC,9879273
2012,ACME,R,0000,ACME PRINTING & PACKAGING PLC,0
2012,CSF,R,0000,NATION LANKA FINANCE PLC,0
2012,HOPL,N,0000,HORANA PLANTATIONS PLC,1441100
2012,DIMO,R,0000,DIESEL & MOTOR ENGINEERING PLC,0
2012,BOGA,N,0000,BOGALA GRAPHITE LANKA PLC,42502223
2012,GREG,R,0000,LANKA CENTURY INVESTMENTS PLC,0
2012,NTB,R,0000,NATIONS TRUST BANK PLC,0
2012,SINS,B,0000,SINGER (SRI LANKA) PLC,0
2012,LION,R,0000,LION BREWERY (CEYLON) PLC,0
2012,SPEN,N,0000,AITKEN SPENCE PLC,185461517
2012,HLOG,R,0000,HABARANA LODGE LIMITED.,0
2012,MULL,N,0000,MULLER & PHIPPS (CEYLON) PLC,1008612
2012,TKYO,B,0000,TOKYO CEMENT COMPANY (LANKA) PLC,0
2012,CABO,N,0000,CARGO BOAT DEVELOPMENT COMPANY PLC,186911
