Daily Market Statistics,,,,,,,,,,
,ASPI,MPI,S&P SL 20,TURNOVER,TURNOVER,TURNOVER,TURNOVER,SHARES TRADED,TRADES,MARKET CAP.
,,,,EQUITY-Mn,CORP.DEBT '000,GOVN DEBT '000,FUNDS '000,EQUITY '000,EQUITY,Mn.
1994-01-03 00:00:00,987.25,1462.48,,106.199018, - , - ,,1744.422,1675,124703.54309075
1994-01-04 00:00:00,988.07,1460.8,,121.865172, - , - ,,2440.406,1961,124383.207468
1994-01-05 00:00:00,991.41,1472.87,,165.798717, - , - ,,2213.91,2012,125059.0525505
1994-01-06 00:00:00,998.95,1480.6,,207.400276, - , - ,,6007.344,2168,126286.9076975
1994-01-07 00:00:00,1006.96,1488.08,,365.38456825, - , - ,,3575.655,2328,127242.61582175
1994-01-10 00:00:00,1022.66,1511.6,,419.540762, - , - ,,4078.194,2318,129128.1139695
1994-01-11 00:00:00,1035.59,1528.65,,194.630494, - , - ,,3633.795,2683,130715.33490025
1994-01-12 00:00:00,1051.78,1556.22,,329.77284975, - , - ,,7363.244,2741,135178.1268855
1994-01-13 00:00:00,1066.13,1592.21,,270.202644, - , - ,,4431.51,2733,137132.08107025
1994-01-17 00:00:00,1077.61,1631.01,,218.251783, - , - ,,5447.272,2688,138647.768482
1994-01-18 00:00:00,1097.98,1670.82,,266.541508, - , - ,,3277.28,2702,141507.4497715
1994-01-19 00:00:00,1114.96,1706.31,,188.6505875, - , - ,,2376.302,2274,142504.2119415
1994-01-20 00:00:00,1111.46,1715.93,,370.74876725, - , - ,,2969.439,2246,141802.01400525
1994-01-21 00:00:00,1105.89,1692.31,,146.0902555, - , - ,,2125.069,2063,141344.47695125
1994-01-24 00:00:00,1106.57,1684.85,,190.4009995, - , - ,,2916.571,2130,141578.427227
1994-01-25 00:00:00,1111.5,1701.08,,180.4643695, - , - ,,3129.348,2166,141628.103465
1994-01-26 00:00:00,1115.98,1713.02,,215.694808, - , - ,,2425.257,1794,142199.216825
1994-01-28 00:00:00,1122.16,1719.89,,241.474885, - , - ,,3436.566,2339,145321.6539095
1994-01-31 00:00:00,1127.17,1734.43,,298.51867925, - , - ,,3658.659,2465,145684.37514525
1994-02-01 00:00:00,1130.76,1742.53,,239.517131, - , - ,,2787.757,2418,145956.9945825
1994-02-02 00:00:00,1131.96,1737.84,,226.719684, - , - ,,2869.121,2398,145616.9705245
1994-02-03 00:00:00,1132.37,1728.19,,112.456286, - , - ,,1878.982,2171,145851.3635895
1994-02-07 00:00:00,1131.02,1716.27,,218.7415255, - , - ,,2280.373,1782,145887.507164
1994-02-08 00:00:00,1130.72,1711.02,,115.917508, - , - ,,1664.257,1832,145435.070577
1994-02-09 00:00:00,1134.24,1713.44,,189.356252, - , - ,,2314.028,2350,145942.69478475
1994-02-10 00:00:00,1162.9,1780.84,,158.711246, - , - ,,1814.794,2100,149586.88523425
1994-02-11 00:00:00,1187.81,1838.15,,209.352539, - , - ,,2282.567,2414,152547.450838
1994-02-14 00:00:00,1231.01,1876.44,,241.9279705, - , - ,,3574.832,2918,158202.55419175
1994-02-15 00:00:00,1261.1,1921.22,,414.824816, - , - ,,6091.823,3355,161858.70640475
1994-02-16 00:00:00,1277.42,1973.85,,398.200566, - , - ,,7823.269,3580,163832.0018185
1994-02-17 00:00:00,1300.4,2031.09,,350.491061, - , - ,,6349.582,3720,166393.65269775
1994-02-18 00:00:00,1328.8,2070.77,,320.496064, - , - ,,4006.856,3425,169974.897293
1994-02-21 00:00:00,1352.03,2078.77,,377.891209, - , - ,,5077.81,3790,173024.8060165
1994-02-22 00:00:00,1367.95,2087.69,,848.92355375, - , - ,,6489.769,3538,174848.55304
1994-02-23 00:00:00,1373.48,2086.34,,494.618334, - , - ,,4625.714,4017,175644.4047895
1994-02-24 00:00:00,1368.25,2088.69,,261.743636, - , - ,,3285.472,3329,174937.4467375
1994-02-28 00:00:00,1375.12,2093.75,,330.443676, - , - ,,3366.255,3267,175838.859156
1994-03-01 00:00:00,1378.82,2089.45,,330.3037775, - , - ,,3763.531,3376,176242.3859855
1994-03-02 00:00:00,1377.59,2074,,296.3862685, - , - ,,3256.018,3183,176183.087379
1994-03-03 00:00:00,1366.96,2062.42,,616.3673455, - , - ,,5515.566,2972,174713.69297925
1994-03-04 00:00:00,1359,2056.37,,649.257352, - , - ,,5111.026,3042,173662.50607
1994-03-07 00:00:00,1343.45,2028.71,,186.83912, - , - ,,2464.976,2553,171607.521815
1994-03-08 00:00:00,1344.91,2034.1,,359.321993, - , - ,,3340.684,2485,171800.68303175
1994-03-09 00:00:00,1346.32,2022.95,,254.3413845, - , - ,,2929.579,2338,171987.24412875
1994-03-10 00:00:00,1328.68,1981.52,,325.27566575, - , - ,,3235.592,2026,169656.89114125
1994-03-11 00:00:00,1321.8,1959.26,,226.2033215, - , - ,,1889.721,1682,169489.061141
1994-03-14 00:00:00,1300.3,1927.02,,116.254129, - , - ,,1335.105,1603,166786.106459
1994-03-15 00:00:00,1268.38,1884.72,,140.435674, - , - ,,1807.279,1672,162777.00354625
1994-03-16 00:00:00,1240.79,1833.91,,311.0221495, - , - ,,3386.798,1725,159239.7670535
1994-03-17 00:00:00,1252.02,1847.6,,108.154324, - , - ,,1505.024,1621,160770.2807095
1994-03-18 00:00:00,1267.47,1878.9,,211.3276205, - , - ,,3401.407,1986,162838.41692525
1994-03-21 00:00:00,1266.49,1878.04,,121.351318, - , - ,,1536.598,1648,162172.87368625
1994-03-22 00:00:00,1256.48,1856.94,,192.022112, - , - ,,1740.456,1487,160859.8559085
1994-03-23 00:00:00,1251.44,1849.11,,135.330356, - , - ,,2531.307,1521,160163.68124175
1994-03-24 00:00:00,1259.39,1854.76,,166.6206005, - , - ,,2494.179,1772,161100.77155775
1994-03-25 00:00:00,1239.01,1827.99,,119.586302, - , - ,,1722.33,1634,158317.49800475
1994-03-28 00:00:00,1216.52,1793.89,,115.513276, - , - ,,2155.357,1482,155525.44846875
1994-03-29 00:00:00,1196.71,1766.08,,203.837622, - , - ,,4787.036,1538,152884.40516225
1994-03-30 00:00:00,1183.07,1745.62,,147.00872, - , - ,,1779.808,1587,153487.57516325
1994-03-31 00:00:00,1190.33,1755.91,,120.523344, - , - ,,2043.908,1628,154586.0344625
1994-04-04 00:00:00,1196.98,1765.59,,104.980253, - , - ,,1563.703,1458,155445.28767725
1994-04-05 00:00:00,1191.59,1755.55,,91.62825125, - , - ,,769.665,1077,154835.5565145
1994-04-06 00:00:00,1176.56,1725.33,,60.486887, - , - ,,820.103,1122,152934.12659575
1994-04-07 00:00:00,1158.82,1712.59,,101.903239, - , - ,,1139.794,1198,150665.44114775
1994-04-08 00:00:00,1161.32,1701.47,,150.5551615, - , - ,,1666.526,1141,150913.240923
1994-04-11 00:00:00,1157.34,1683.24,,77.43566, - , - ,,1277.655,822,150622.434377
1994-04-12 00:00:00,1166.22,1696.59,,100.35042575, - , - ,,1601.846,1183,152248.883246
1994-04-18 00:00:00,1182.71,1720.33,,215.951672, - , - ,,1977.849,1150,155178.35743125
1994-04-19 00:00:00,1200.21,1747.48,,123.32858075, - , - ,,1946.974,1460,158010.6749235
1994-04-20 00:00:00,1197.83,1763.42,,159.377404, - , - ,,2184.243,1695,156657.80870125
1994-04-21 00:00:00,1193.03,1760.42,,161.853589, - , - ,,2508.502,1348,156230.7448085
1994-04-22 00:00:00,1179.06,1738.48,,187.1936775, - , - ,,1446.423,1002,154429.9624595
1994-04-26 00:00:00,1162.36,1707.82,,136.312192, - , - ,,2954.741,1054,152160.98020125
1994-04-27 00:00:00,1129.76,1663.26,,141.856491, - , - ,,2401.923,1358,147737.8708535
1994-04-28 00:00:00,1098.19,1615.87,,115.64683375, - , - ,,1654.243,1525,143866.483178
1994-04-29 00:00:00,1050.85,1555.88,,177.331397, - , - ,,3089.81,1577,137287.79793575
1994-05-03 00:00:00,1002.61,1486.83,,103.6990865, - , - ,,2255.432,1809,131073.7714715
1994-05-04 00:00:00,991.08,1456.61,,142.81752, - , - ,,1934.5,1678,130791.121827
1994-05-05 00:00:00,1017.17,1489.6,,191.230688, - , - ,,3424.58,1790,134026.163115
1994-05-06 00:00:00,1044.19,1528.08,,130.918867, - , - ,,2584.007,1924,137477.75094775
1994-05-09 00:00:00,1047.56,1542.92,,124.630782, - , - ,,2116.119,1738,137840.962569
1994-05-10 00:00:00,1023.95,1518.24,,82.91814, - , - ,,1374.534,1748,134758.646006
1994-05-11 00:00:00,997.8,1466.74,,98.622219, - , - ,,1597.206,1426,131480.12075025
1994-05-12 00:00:00,994.37,1453.1,,89.328795, - , - ,,1250.548,1109,130764.92133875
1994-05-13 00:00:00,1006.07,1448.39,,72.859497, - , - ,,1501.754,1052,132035.7729065
1994-05-16 00:00:00,1010.3,1464.25,,82.803413, - , - ,,1042.615,1051,132409.09091975
1994-05-17 00:00:00,1017.47,1481.17,,92.162073, - , - ,,1208.697,1149,133500.4363715
1994-05-18 00:00:00,1018.42,1476.9,,62.44785575, - , - ,,1080.37,1111,133676.795846
1994-05-19 00:00:00,1022.07,1493.31,,55.7280965, - , - ,,750.165,1013,134020.845539
1994-05-20 00:00:00,1015.13,1483.76,,60.4591095, - , - ,,1006.308,1128,133320.79155775
1994-05-26 00:00:00,1016.08,1481.12,,43.245932, - , - ,,765.116,740,133467.313692
1994-05-27 00:00:00,1015.15,1488.39,,49.899053, - , - ,,818.322,917,133545.0314845
1994-05-30 00:00:00,1013.36,1484.39,,43.179737, - , - ,,726.33,870,133353.26756925
1994-05-31 00:00:00,1014.93,1479.04,,56.88072625, - , - ,,892.862,1084,133771.5997995
1994-06-01 00:00:00,1010.53,1476.33,,56.869125, - , - ,,1004.282,1005,133443.6550165
1994-06-02 00:00:00,1002.44,1463.25,,62.3438395, - , - ,,939.782,873,131505.75645725
1994-06-03 00:00:00,1002.69,1462.15,,60.864169, - , - ,,867.227,977,131260.301822
1994-06-06 00:00:00,1002.96,1460.03,,79.353536, - , - ,,812.375,1061,131239.05559675
1994-06-07 00:00:00,998.28,1451.61,,41.360028, - , - ,,627.759,991,130547.46497275
1994-06-08 00:00:00,995.49,1451.43,,111.781769, - , - ,,1096.79,1003,130254.941959
1994-06-09 00:00:00,989.95,1449.11,,92.482185, - , - ,,1029.192,1143,129639.289033
1994-06-10 00:00:00,981.52,1439.42,,120.089491, - , - ,,1016.429,830,130198.9895235
1994-06-13 00:00:00,973.75,1429.63,,38.611565, - , - ,,883.189,1421,131203.97478275
1994-06-14 00:00:00,966.02,1422.41,,129.9051385, - , - ,,1228.423,1593,130433.75506725
1994-06-15 00:00:00,947.72,1393.45,,76.427725, - , - ,,1262.164,1433,127881.61800775
1994-06-16 00:00:00,928.27,1354.02,,117.373532, - , - ,,2482.857,1753,125071.34315075
1994-06-17 00:00:00,911.56,1331.55,,67.73382875, - , - ,,1011.675,1531,122879.95403525
1994-06-20 00:00:00,909.42,1339.12,,76.412024, - , - ,,1130.235,1368,122680.94247575
1994-06-21 00:00:00,927.76,1360.55,,78.5618685, - , - ,,1497.325,1441,124847.245857
1994-06-23 00:00:00,927.67,1376.57,,131.967068, - , - ,,1654.468,1988,124964.43449675
1994-06-24 00:00:00,952.44,1408.16,,221.890819, - , - ,,3135.802,1670,128284.3692385
1994-06-27 00:00:00,987.49,1458.27,,149.98739975, - , - ,,2827.131,1829,133137.4891085
1994-06-28 00:00:00,988.27,1472.07,,151.968448, - , - ,,1685.463,1843,133122.99654975
1994-06-29 00:00:00,983.09,1462.11,,85.970234, - , - ,,1177.139,1349,133199.1352335
1994-06-30 00:00:00,981.73,1458.04,,382.702122, - , - ,,3114.323,1065,133140.2334015
1994-07-01 00:00:00,979.59,1453.27,,178.161757, - , - ,,2847.98,962,132614.53393925
1994-07-04 00:00:00,982.55,1458.33,,109.8974045, - , - ,,1665.513,924,133130.0085255
1994-07-05 00:00:00,981.66,1453.89,,124.402489, - , - ,,1803.73,1229,132989.69513375
1994-07-06 00:00:00,981.86,1455.33,,64.7914195, - , - ,,1224.389,1158,133149.918515
1994-07-07 00:00:00,984.41,1458.28,,82.21375775, - , - ,,1028.527,1322,133463.260889
1994-07-08 00:00:00,985.2,1455.86,,82.757802, - , - ,,965.072,1606,133593.5180025
1994-07-11 00:00:00,992.57,1462.47,,65.505314, - , - ,,1209.524,1678,135035.8413985
1994-07-12 00:00:00,997.35,1466.64,,93.962351, - , - ,,1290.772,2003,136439.81771225
1994-07-13 00:00:00,998.79,1467.92,,129.9819885, - , - ,,1349.103,2131,136671.7089565
1994-07-14 00:00:00,1000.48,1465.81,,163.129259, - , - ,,2469.247,1586,136847.021815
1994-07-15 00:00:00,1002.56,1479.27,,157.747173, - , - ,,2922.781,1660,137141.19001225
1994-07-18 00:00:00,1007.37,1482.2,,118.385398, - , - ,,1831.661,1416,137963.3054795
1994-07-19 00:00:00,1000.24,1482.32,,72.9280955, - , - ,,1098.067,1500,137063.98705925
1994-07-20 00:00:00,995.67,1477.57,,120.746326, - , - ,,1402.942,1380,136504.8292035
1994-07-21 00:00:00,989.83,1465.17,,85.419148, - , - ,,960.293,1386,135798.3719055
1994-07-25 00:00:00,986.71,1462.33,,66.5315925, - , - ,,709.711,1119,135202.4495215
1994-07-26 00:00:00,987.04,1476.59,,96.845043, - , - ,,1322.167,1254,135339.31288125
1994-07-27 00:00:00,978.64,1461.67,,72.492214, - , - ,,1129.421,1432,134171.6224125
1994-07-28 00:00:00,976.61,1456.59,,80.313451, - , - ,,1156.266,1126,134264.590033
1994-07-29 00:00:00,976.47,1455.12,,116.2532655, - , - ,,2075.309,1272,134252.43815625
1994-08-01 00:00:00,978.62,1460.65,,36.973811, - , - ,,718.89,983,134528.1153955
1994-08-02 00:00:00,985.04,1473.64,,79.77513625, - , - ,,1310.752,1197,135570.7525735
1994-08-03 00:00:00,988.95,1477.3,,69.823321, - , - ,,981.112,1299,136079.9205315
1994-08-04 00:00:00,991.57,1480.99,,100.05211575, - , - ,,1455.031,1180,136393.30547325
1994-08-05 00:00:00,994.62,1487.15,,352.33497975, - , - ,,4267.872,1240,136949.2994435
1994-08-08 00:00:00,994.42,1482.16,,127.38678975, - , - ,,1821.044,1270,136989.87114175
1994-08-09 00:00:00,999.22,1489.01,,101.031635, - , - ,,1363.146,1442,137620.259908
1994-08-10 00:00:00,1002.49,1493.16,,96.72538825, - , - ,,1577.155,1476,138069.81288
1994-08-11 00:00:00,1009.97,1503.41,,132.7210815, - , - ,,1821.643,1832,138879.47926475
1994-08-12 00:00:00,1017.76,1517.97,,125.310333, - , - ,,2262.645,2141,140751.7269845
1994-08-15 00:00:00,1015.03,1511.54,,100.0733875, - , - ,,1947.862,1955,140409.99721225
1994-08-16 00:00:00,1017.13,1510.5,,102.052286, - , - ,,1069.429,808,140773.427179
1994-08-22 00:00:00,999.92,1482.62,,65.265116, - , - ,,1224.421,910,138567.8012495
1994-08-23 00:00:00,993.57,1472.26,,53.063895, - , - ,,650.623,1062,137737.35513125
1994-08-24 00:00:00,988.53,1465.99,,121.987147, - , - ,,863.314,1012,137173.6274025
1994-08-25 00:00:00,1000.77,1486.86,,79.612052, - , - ,,1459.781,1140,138765.30114775
1994-08-26 00:00:00,1016.78,1503.51,,80.901862, - , - ,,1705.93,1842,141017.3544205
1994-08-29 00:00:00,1043.3,1530.33,,108.054284, - , - ,,2453.405,2584,144686.9371045
1994-08-30 00:00:00,1055.26,1547.98,,134.77348, - , - ,,3203.691,3327,146252.7405495
1994-08-31 00:00:00,1048.58,1537.13,,155.638269, - , - ,,3248.071,2317,145106.5302865
1994-09-01 00:00:00,1048.57,1540.62,,104.907512, - , - ,,1853.454,1580,145370.1372865
1994-09-02 00:00:00,1059.38,1548.41,,128.539089, - , - ,,3289.065,2196,146968.61715225
1994-09-05 00:00:00,1082.48,1579.19,,151.42055375, - , - ,,3205.097,2986,151104.9128295
1994-09-06 00:00:00,1114.75,1637.85,,233.573037, - , - ,,3946.34,3463,155638.07540775
1994-09-07 00:00:00,1130.36,1653.97,,321.591421, - , - ,,5253.561,3390,157496.0997575
1994-09-08 00:00:00,1122.07,1644.81,,256.82331, - , - ,,3780.99,3320,156427.45887175
1994-09-09 00:00:00,1139.71,1668.83,,202.731589, - , - ,,3151.701,2854,158692.93175625
1994-09-12 00:00:00,1158.03,1696.69,,229.755098, - , - ,,4344.401,3285,161095.308377
1994-09-13 00:00:00,1168.33,1715.85,,262.051672, - , - ,,3857.852,2944,161859.953764
1994-09-14 00:00:00,1171.91,1716.65,,218.31582, - , - ,,3992.4,2617,162579.557366
1994-09-15 00:00:00,1171.38,1719.29,,491.033684, - , - ,,5667.641,2737,163530.74846075
1994-09-16 00:00:00,1172.98,1723.3,,182.2562485, - , - ,,2685.444,2235,163806.55416025
1994-09-20 00:00:00,1167,1714.5,,142.79956, - , - ,,2778.245,2476,163986.05217875
1994-09-21 00:00:00,1147.52,1685.34,,98.071372, - , - ,,1614.337,2443,161097.30384475
1994-09-22 00:00:00,1151.63,1693.71,,253.20940525, - , - ,,6306.123,2305,165576.44963975
1994-09-23 00:00:00,1158.31,1700.64,,151.73711575, - , - ,,2594.975,2792,165971.10416425
1994-09-27 00:00:00,1167.35,1712.37,,116.203206, - , - ,,2351.825,2479,167642.162768
1994-09-28 00:00:00,1163.53,1711.78,,107.72811975, - , - ,,2071.768,2440,167006.53660325
1994-09-29 00:00:00,1150.86,1690.55,,138.483977, - , - ,,1814.387,2061,165126.62341575
1994-09-30 00:00:00,1143.23,1682.63,,168.144641, - , - ,,2208.214,1851,163962.59918375
1994-10-03 00:00:00,1135.58,1668.27,,55.259748, - , - ,,1173.977,1477,165582.6580785
1994-10-04 00:00:00,1124.68,1655.86,,123.170956, - , - ,,2303.067,1716,163851.40335675
1994-10-05 00:00:00,1123.86,1660.47,,95.163339, - , - ,,1934.867,1740,163571.2035625
1994-10-06 00:00:00,1130.88,1669.45,,125.87449375, - , - ,,3688.186,1875,164736.86195225
1994-10-07 00:00:00,1135.35,1676.24,,151.0874395, - , - ,,3741.788,1784,165645.69095675
1994-10-10 00:00:00,1136.18,1682.81,,82.17591075, - , - ,,1507.422,1511,165640.7144735
1994-10-11 00:00:00,1129.84,1668.98,,80.031805, - , - ,,1312.519,1589,164608.94074825
1994-10-12 00:00:00,1128.22,1674.38,,53.8885845, - , - ,,1433.478,1925,163315.1167105
1994-10-13 00:00:00,1116.48,1648.51,,48.93704875, - , - ,,1088.649,1562,161842.45740025
1994-10-14 00:00:00,1111.05,1634.46,,43.8894505, - , - ,,848.67,1457,161045.92313325
1994-10-17 00:00:00,1107.49,1633.18,,35.1454265, - , - ,,584.994,1093,160536.373394
1994-10-19 00:00:00,1115.35,1648.11,,168.304426, - , - ,,1020.177,1383,161664.8297295
1994-10-20 00:00:00,1117.17,1652.24,,63.60295575, - , - ,,920.156,1258,161938.54816975
1994-10-21 00:00:00,1113.01,1644.4,,175.885591, - , - ,,1803.232,1455,161586.87096075
1994-10-25 00:00:00,1081.27,1591.12,,59.21654225, - , - ,,959.879,1381,156799.931322
1994-10-26 00:00:00,1078.15,1580.66,,47.20479175, - , - ,,911.625,1084,156419.25831
1994-10-27 00:00:00,1087.56,1594.05,,187.2716735, - , - ,,4381.763,1273,157526.38298125
1994-10-28 00:00:00,1090.32,1599.82,,51.7510205, - , - ,,1463.65,1401,157588.9884275
1994-10-31 00:00:00,1093.65,1600.98,,30.798047, - , - ,,766.791,1077,158422.85722475
1994-11-01 00:00:00,1098.12,1606.65,,55.5143785, - , - ,,1019.214,1347,159011.88174825
1994-11-02 00:00:00,1102.19,1618.17,,60.365559, - , - ,,1068.062,1235,159672.1048195
1994-11-03 00:00:00,1103.56,1616.9,,57.568621, - , - ,,1449.023,1574,160124.26878975
1994-11-04 00:00:00,1110.38,1630.27,,56.8963455, - , - ,,1346.876,1488,161281.15443475
1994-11-07 00:00:00,1113.65,1634.93,,78.1547215, - , - ,,1316.507,1466,161856.84224825
1994-11-08 00:00:00,1118.71,1644.76,,164.962278, - , - ,,2022.013,2044,162594.92271425
1994-11-09 00:00:00,1120.64,1649.14,,82.9950475, - , - ,,1001.109,1250,162796.14678
1994-11-11 00:00:00,1127.7,1654.64,,73.410056, - , - ,,1171.426,1063,163810.9984895
1994-11-14 00:00:00,1132.81,1661.96,,151.7252125, - , - ,,2173.925,2133,164703.39874675
1994-11-15 00:00:00,1129.99,1655.76,,83.2284885, - , - ,,1359.767,1870,161210.8764125
1994-11-16 00:00:00,1121.79,1646.03,,120.732954, - , - ,,1150.895,1567,159978.47273375
1994-11-18 00:00:00,1117.36,1638.27,,100.2088915, - , - ,,1559.508,1226,159327.44635625
1994-11-21 00:00:00,1112.52,1635.43,,54.4259565, - , - ,,1131.654,1360,158661.70280025
1994-11-22 00:00:00,1101.15,1613.9,,46.35586, - , - ,,885.16,1241,156935.60164975
1994-11-23 00:00:00,1073.58,1569.36,,56.380014, - , - ,,1047.694,1406,153060.738303
1994-11-24 00:00:00,1059.44,1555.5,,43.290221, - , - ,,997.918,1541,151262.63605075
1994-11-25 00:00:00,1065.36,1547.62,,100.919218, - , - ,,1867.423,1366,152129.99951675
1994-11-28 00:00:00,1070.81,1557.15,,75.130723, - , - ,,1211.062,1296,152849.603239
1994-11-29 00:00:00,1077.53,1579.09,,48.65744, - , - ,,872.846,1078,152503.91074925
1994-11-30 00:00:00,1079.03,1589.57,,69.5214255, - , - ,,837.76,1029,153871.20996275
1994-12-01 00:00:00,1081.01,1593.74,,94.2013635, - , - ,,1223.57,1180,153975.9647165
1994-12-02 00:00:00,1085.78,1600.9,,95.062503, - , - ,,1550.102,1274,154930.90900225
1994-12-05 00:00:00,1070.98,1585.12,,71.02057625, - , - ,,902.558,1025,153767.3670145
1994-12-06 00:00:00,1056.93,1567.25,,70.245946, - , - ,,1578.76,1232,151752.47588725
1994-12-07 00:00:00,1043.68,1541.9,,61.375826, - , - ,,1267.942,1048,150222.83914575
1994-12-08 00:00:00,1040.87,1541.47,,43.549133, - , - ,,730.287,1052,149699.884649
1994-12-09 00:00:00,1023.25,1507.05,,91.2763425, - , - ,,1101.968,1178,147636.92576125
1994-12-12 00:00:00,988.54,1452.77,,47.848292, - , - ,,1169.246,1452,142999.82336525
1994-12-13 00:00:00,972.61,1423.4,,54.138444, - , - ,,1220.265,1349,140643.551948
1994-12-14 00:00:00,972.24,1420.97,,78.626382, - , - ,,2075.345,1292,140788.19831
1994-12-15 00:00:00,971.19,1409.84,,198.9667885, - , - ,,6427.853,1352,140637.23619575
1994-12-16 00:00:00,970.11,1415.8,,122.89180925, - , - ,,5460.295,1194,140436.79891175
1994-12-19 00:00:00,965.66,1407.23,,26.0052415, - , - ,,506.5,798,140108.87969475
1994-12-20 00:00:00,967.58,1409.14,,81.1174645, - , - ,,729.016,814,140261.2086375
1994-12-21 00:00:00,970.71,1408.14,,64.39866875, - , - ,,1165.368,1013,140884.06478
1994-12-22 00:00:00,979.84,1427.1,,48.49621825, - , - ,,1234.49,1195,142285.4400455
1994-12-23 00:00:00,984.22,1433.29,,48.990288, - , - ,,1138.414,1127,142998.25211925
1994-12-28 00:00:00,985.39,1431.95,,48.59233075, - , - ,,1076.56,931,143038.2438625
1994-12-29 00:00:00,985.24,1433.64,,62.857605, - , - ,,1132.144,893,143092.911386
1994-12-30 00:00:00,986.73,1438.82,,85.0910765, - , - ,,1278.152,812,143213.3235935
1995-01-02 00:00:00,990.28,1443.63,,36.47868, - , - ,,713.443,660,143476.63678025
1995-01-03 00:00:00,988.43,1438.59,,32.695937, - , - ,,486.595,786,143292.183159
1995-01-04 00:00:00,995.17,1447.28,,59.6091085, - , - ,,1414.11,1020,143955.57217225
1995-01-05 00:00:00,1004.7,1465.41,,77.229121, - , - ,,1556.39,1329,145074.99245
1995-01-06 00:00:00,1020.88,1490.41,,86.589332, - , - ,,1553.911,1558,148040.40726875
1995-01-09 00:00:00,1038.86,1507.15,,126.249855, - , - ,,2685.58,2366,150155.0668875
1995-01-10 00:00:00,1033.56,1500.53,,69.70963, - , - ,,1557.897,1687,150587.287619
1995-01-11 00:00:00,1028.55,1494.15,,35.157401, - , - ,,635.872,1057,150741.18459175
1995-01-12 00:00:00,1019.41,1480.35,,34.2035125, - , - ,,658.061,1066,149466.1747645
1995-01-13 00:00:00,1008.62,1460.78,,28.817216, - , - ,,603.599,901,148108.014228
1995-01-17 00:00:00,1000.44,1448.87,,27.5038385,30, - ,,735.854,860,147929.4633935
1995-01-18 00:00:00,987.67,1436.84,,25.623447, - , - ,,595.771,956,146933.7101045
1995-01-19 00:00:00,982.08,1425.05,,37.9861235, - , - ,,961.805,988,146130.24195725
1995-01-23 00:00:00,981.85,1417.9,,42.743319, - , - ,,611.087,866,146155.7202635
1995-01-24 00:00:00,978.8,1413.23,,46.697078, - , - ,,808.354,937,145376.07070875
1995-01-25 00:00:00,976.54,1407.17,,45.81480225, - , - ,,588.238,959,145169.07684975
1995-01-26 00:00:00,971.28,1403.23,,31.3761035, - , - ,,1080.837,912,144422.273545
1995-01-27 00:00:00,969.1,1400.77,,27.643041, - , - ,,881.832,736,144000.49653975
1995-01-30 00:00:00,963.71,1391.91,,15.814618, - , - ,,561,655,143324.1966325
1995-01-31 00:00:00,959.98,1387.36,,17.7462835, - , - ,,587.263,851,142470.8223975
1995-02-01 00:00:00,945.51,1365.18,,33.30170625, - , - ,,896.074,1059,140213.5932645
1995-02-02 00:00:00,933.42,1341.07,,27.549962, - , - ,,680.436,863,138436.26403975
1995-02-06 00:00:00,919.4,1323.36,,55.98551575, - , - ,,916.309,1042,136891.607507
1995-02-07 00:00:00,911.12,1304.16,,70.131072, - , - ,,1167.23,1031,135750.92479075
1995-02-08 00:00:00,908.19,1296.4,,191.221748, - , - ,,2365.509,821,136558.7008485
1995-02-09 00:00:00,904.06,1292.36,,38.12183, - , - ,,1499.898,928,135982.73358425
1995-02-10 00:00:00,878.22,1262.08,,45.91891675, - , - ,,2564.267,1107,132268.00448125
1995-02-13 00:00:00,837.65,1195.08,,47.131727, - , - ,,1728.917,1406,126350.64491775
1995-02-14 00:00:00,848.84,1207.51,,62.532607, - , - ,,2521.779,1027,128104.6620945
1995-02-16 00:00:00,844.29,1199.93,,54.755064, - , - ,,1191.282,1200,127907.27299425
1995-02-17 00:00:00,838.8,1197.08,,35.035894, - , - ,,786.926,848,127157.205754
1995-02-20 00:00:00,826.76,1187.55,,25.285189, - , - ,,902.321,935,124959.74818925
1995-02-21 00:00:00,811.61,1161.08,,47.3063265, - , - ,,1499.094,1349,123370.67739025
1995-02-22 00:00:00,797.36,1138.38,,46.825099, - , - ,,1368.694,1394,121294.06800825
1995-02-23 00:00:00,791.98,1131.94,,88.71383, - , - ,,6195.473,1154,120533.052712
1995-02-24 00:00:00,794.91,1137.72,,28.691198, - , - ,,792.719,971,120891.13977525
1995-02-27 00:00:00,805.97,1151.98,,19.080882, - , - ,,576.309,594,122825.21712675
1995-02-28 00:00:00,812.42,1160.47,,50.266777, - , - ,,1195.685,1069,123643.3038295
1995-03-01 00:00:00,813.82,1168.31,,28.2362125, - , - ,,1183.473,902,124255.31980475
1995-03-02 00:00:00,822.1,1186.6,,41.8932855, - , - ,,1008.1,852,125331.95918525
1995-03-03 00:00:00,833.07,1203.39,,54.200447, - , - ,,1405.29,797,127380.93923125
1995-03-06 00:00:00,850.46,1231.26,,96.525418, - , - ,,1537.41,1421,130152.5210465
1995-03-07 00:00:00,867.26,1259.33,,67.331327, - , - ,,1336,1444,132474.02512725
1995-03-08 00:00:00,884.78,1285.31,,159.212117, - , - ,,2453.223,1758,135130.54832725
1995-03-09 00:00:00,890.26,1293.2,,296.32112, - , - ,,4261.777,2156,136079.657573
1995-03-10 00:00:00,864.03,1247.31,,61.4654365, - , - ,,2199.14,1474,132237.2484085
