Daily Market Statistics,,,,,,,,,,
,ASPI,MPI,S&P SL 20,TURNOVER,TURNOVER,TURNOVER,TURNOVER,SHARES TRADED,TRADES,MARKET CAP.
,,,,EQUITY-Mn,CORP.DEBT '000,GOVN DEBT '000,FUNDS '000,EQUITY '000,EQUITY,Mn.
1996-07-11 00:00:00,577.01,854.69,,7.33898925,200.5, - ,,261.338,357,93453.41438775
1996-07-12 00:00:00,574.53,848.01,,4.642949,350, - ,,248.889,303,93044.41083
1996-07-15 00:00:00,570.53,842.63,,8.149648, - , - ,,326.201,324,92429.23944825
1996-07-16 00:00:00,560.57,819.79,,19.8267835, - , - ,,778.893,538,90785.0092685
1996-07-17 00:00:00,555.77,811.16,,40.784127, - , - ,,2711.235,427,89990.5318565
1996-07-18 00:00:00,553.79,805.67,,6.606192,60, - ,,355.086,283,89656.9392295
1996-07-19 00:00:00,555.02,809.63,,11.22189025,100, - ,,551.848,327,89761.37855725
1996-07-22 00:00:00,551.94,802.54,,4.873281, - , - ,,427.503,234,89243.20373
1996-07-23 00:00:00,552.41,802.2,,1.7079005, - , - ,,145.893,178,89327.73389625
1996-07-24 00:00:00,553.94,806.83,,10.3782095,20, - ,,312.892,313,89562.07863625
1996-07-25 00:00:00,553.66,805.89,,7.2934315,20, - ,,651.241,318,89516.25805175
1996-07-26 00:00:00,553.58,804.98,,9.86461, - , - ,,651.901,301,89297.048699
1996-07-31 00:00:00,555.16,809.73,,14.3062965, - , - ,,250.137,240,89561.05255075
1996-08-01 00:00:00,555.16,809.65,,28.98984375, - , - ,,536.832,409,89647.51921925
1996-08-02 00:00:00,555.76,808.71,,11.07912725,10, - ,,403.926,307,89743.50584575
1996-08-05 00:00:00,557.27,810.35,,6.9297335, - , - ,,332.66,306,89994.051949
1996-08-06 00:00:00,558.51,808.21,,23.0114755, - , - ,,1301.051,554,90238.49953725
1996-08-07 00:00:00,561.68,815.99,,16.946976, - , - ,,1045.842,539,90779.60794675
1996-08-08 00:00:00,564.05,825.07,,21.69755, - , - ,,554.384,508,91320.03800325
1996-08-09 00:00:00,562.49,823.6,,8.60907025, - , - ,,577.903,538,91075.704346
1996-08-12 00:00:00,561.56,819.77,,25.568006, - , - ,,597.01,260,90900.3016365
1996-08-13 00:00:00,560.33,816.9,,10.28288475, - , - ,,340.91,324,90724.073285
1996-08-14 00:00:00,561.56,820.16,,7.72957825, - , - ,,156.308,229,90941.12171775
1996-08-15 00:00:00,562.23,821.65,,10.17539925, - , - ,,295.969,246,91069.32722675
1996-08-16 00:00:00,562.01,821.5,,2.3272235, - , - ,,127.387,225,91039.5274095
1996-08-19 00:00:00,561.17,820.27,,3.8238755, - , - ,,144.774,249,90900.056802
1996-08-20 00:00:00,559.07,811.98,,15.3766945, - , - ,,353.29,320,90526.698045
1996-08-21 00:00:00,556.46,809.83,,15.33654675, - , - ,,644.606,325,90098.36609925
1996-08-22 00:00:00,556.63,809.02,,6.9997535, - , - ,,292.732,409,90115.01580475
1996-08-23 00:00:00,556.38,811.02,,296.6508755, - , - ,,293.45,256,90077.855695
1996-08-26 00:00:00,556.31,810.25,,3.882686, - , - ,,249.46,226,90077.316081
1996-08-27 00:00:00,556.45,811.81,,248.47384625, - , - ,,183.75,251,90099.62799975
1996-08-29 00:00:00,559.25,816.76,,29.4990495, - , - ,,1342.371,245,90268.73156875
1996-08-30 00:00:00,559.24,815.84,,23.03349125, - , - ,,2055.407,362,90281.1538095
1996-09-02 00:00:00,559.47,816.78,,16.20159125, - , - ,,439.914,306,90410.7677175
1996-09-03 00:00:00,559.7,818.25,,11.60000425, - , - ,,410.451,329,91012.0194805
1996-09-04 00:00:00,558.67,817.5,,5.10438175, - , - ,,260.645,296,90837.856992
1996-09-05 00:00:00,558.91,819.57,,16.2419605, - , - ,,648.046,284,90853.37324275
1996-09-06 00:00:00,558.71,820.05,,39.74280925,265, - ,,804.214,338,90828.72100925
1996-09-09 00:00:00,558.11,819.51,,31.70912875, - , - ,,456.095,217,90702.1517655
1996-09-10 00:00:00,559.01,818.97,,3.7397285,50, - ,,201.808,263,91012.1655085
1996-09-11 00:00:00,559.58,818.73,,9.0689265, - , - ,,656.048,372,90956.5732525
1996-09-12 00:00:00,560.84,820.62,,17.08325125, - , - ,,498.457,310,91171.2442245
1996-09-13 00:00:00,562.03,822.51,,433.8089725,100, - ,,245.304,314,91350.70439525
1996-09-16 00:00:00,562.26,822.24,,4.92156725, - , - ,,336.39,261,91318.7039065
1996-09-17 00:00:00,562.3,820.52,,33.004742, - , - ,,511.583,401,91560.9328975
1996-09-18 00:00:00,564.72,824.17,,36.0846735, - , - ,,1633.441,448,91969.45926325
1996-09-19 00:00:00,568.92,829.1,,11.87566125, - , - ,,746.829,561,92871.997546
1996-09-20 00:00:00,572.84,840.11,,25.701149, - , - ,,1848.334,484,93805.344296
1996-09-23 00:00:00,574.19,840.27,,52.30962625, - , - ,,796.714,343,94055.538242
1996-09-24 00:00:00,574.39,841.36,,19.804445, - , - ,,697.344,468,94069.25100025
1996-09-25 00:00:00,577.68,848.11,,17.18603275, - , - ,,632.788,395,94422.1555085
1996-09-27 00:00:00,578.14,849.29,,94.1474095, - , - ,,1407.384,449,94507.736603
1996-09-30 00:00:00,580.7,849.62,,46.872775, - , - ,,1093.897,424,94942.05112975
1996-10-01 00:00:00,585.3,858.16,,15.0808075, - , - ,,485.201,566,95713.98900025
1996-10-02 00:00:00,589.79,865.21,,13.19703425, - , - ,,596.03,602,96428.7107675
1996-10-03 00:00:00,592.04,870.27,,89.277515, - , - ,,1920.665,600,96799.96502525
1996-10-04 00:00:00,592.34,869.76,,30.660783,10, - ,,883.584,556,96845.95808225
1996-10-07 00:00:00,593.17,871.04,,323.57441125,10.1, - ,,529.495,429,96970.1880205
1996-10-08 00:00:00,591.83,869.44,,10.9718135,2000, - ,,553.009,504,96764.58462675
1996-10-09 00:00:00,589.94,866.87,,70.007066,1000.1, - ,,2647.087,488,96444.859167
1996-10-10 00:00:00,589.55,868.1,,24.80366075,310, - ,,724.764,413,96361.680719
1996-10-11 00:00:00,591.41,869.04,,54.3614035, - , - ,,2224.537,496,96651.257199
1996-10-14 00:00:00,593.05,871.1,,16.36512475, - , - ,,1098.888,441,96902.659771
1996-10-15 00:00:00,595.53,876.72,,51.92717675, - , - ,,1407.14,645,96935.485673
1996-10-16 00:00:00,599.68,882.54,,65.62195625, - , - ,,2438.226,840,97611.1695505
1996-10-17 00:00:00,605.03,890.8,,16.86211,200, - ,,975.827,948,99018.62621475
1996-10-18 00:00:00,608.04,897.03,,33.887659, - , - ,,1778.047,959,99500.23646575
1996-10-21 00:00:00,607.76,899.84,,18.281575, - , - ,,742.809,652,99615.28324175
1996-10-22 00:00:00,606.68,898,,25.936659, - , - ,,974.161,641,99448.3249725
1996-10-23 00:00:00,601.35,890.31,,51.95178125, - , - ,,1848.431,682,98614.40303175
1996-10-24 00:00:00,600,888.96,,35.83893425, - , - ,,2654.842,526,98380.9622865
1996-10-25 00:00:00,600.05,889.23,,74.252205, - , - ,,1691.012,420,98389.8271195
1996-10-28 00:00:00,597.47,881.93,,15.0279045, - , - ,,1604.507,338,97962.03019075
1996-10-29 00:00:00,599.28,887.12,,34.140467, - , - ,,1492.811,416,98834.47637925
1996-10-30 00:00:00,603.91,894.14,,16.57850125, - , - ,,1278.247,596,99716.498715
1996-10-31 00:00:00,608.49,904.91,,31.498258, - , - ,,1213.291,655,100489.84718325
1996-11-01 00:00:00,610.98,901.56,,10.3516905, - , - ,,594.995,609,101126.86751625
1996-11-04 00:00:00,615.22,910.08,,43.616791, - , - ,,1852.365,538,101857.1360935
1996-11-05 00:00:00,617.56,914.76,,31.57824275, - , - ,,901.133,906,102202.9180675
1996-11-06 00:00:00,617.9,913.47,,31.32609025, - , - ,,1262.114,675,102258.740299
1996-11-07 00:00:00,620.67,914.93,,58.628108, - , - ,,1189.42,608,102713.702934
1996-11-08 00:00:00,623.12,917.36,,26.53573225, - , - ,,1395.334,709,103135.1550215
1996-11-11 00:00:00,628.65,926,,23.59276,50, - ,,919.97,684,104088.656184
1996-11-12 00:00:00,630.78,930.82,,64.354441, - , - ,,866.53,664,104510.494851
1996-11-13 00:00:00,629.84,931.72,,57.4111225, - , - ,,870.174,712,104290.7623135
1996-11-14 00:00:00,629.4,935.2,,28.02914775,510, - ,,1607.18,729,104169.62473
1996-11-15 00:00:00,632.13,944.85,,50.4702175, - , - ,,1582.712,556,104639.75676725
1996-11-18 00:00:00,630.92,943.24,,7.651823, - , - ,,484.636,354,104415.307706
1996-11-19 00:00:00,625.58,934.22,,17.308093,50.125, - ,,594.999,507,104987.7519275
1996-11-20 00:00:00,622.76,933,,61.747752,570.125, - ,,1854.773,500,104461.53521975
1996-11-21 00:00:00,622.58,931.16,,24.739353,20, - ,,631.313,518,104433.628771
1996-11-22 00:00:00,617.49,922.02,,65.649435,50, - ,,628.859,673,103943.76776525
1996-11-25 00:00:00,615.44,919.38,,47.754254, - , - ,,789.475,475,103589.66112525
1996-11-26 00:00:00,612.62,916.53,,8.2472715, - , - ,,373.925,419,103104.910173
1996-11-27 00:00:00,607.7,910.53,,104.585971,20, - ,,1166.903,497,102262.723122
1996-11-28 00:00:00,606.4,906.99,,46.58742675, - , - ,,4758.05,554,102216.33787525
1996-11-29 00:00:00,606.87,908.88,,74.94467275,100, - ,,6141.491,555,102291.3768265
1996-12-02 00:00:00,606.05,908.83,,63.35697975, - , - ,,985.48,351,105279.673077
1996-12-03 00:00:00,605.24,904.73,,11.03742,200, - ,,619.349,392,105141.7842395
1996-12-04 00:00:00,601.78,901.13,,18.162895, - , - ,,1703.609,428,104574.25591025
1996-12-05 00:00:00,599.96,899.1,,74.3210565, - , - ,,3336.7,485,104259.46190125
1996-12-06 00:00:00,598.54,897.97,,42.293804, - , - ,,714.582,371,103978.98782925
1996-12-09 00:00:00,597.55,893.69,,8.0403665,75, - ,,282.314,313,105019.29493725
1996-12-10 00:00:00,594.37,883.55,,9.8663715, - , - ,,435.306,283,104471.2551405
1996-12-11 00:00:00,592.67,880.32,,149.3857, - , - ,,3825.696,392,104191.47374375
1996-12-12 00:00:00,591.77,877.95,,64.656825, - , - ,,2210.536,276,104037.202102
1996-12-13 00:00:00,591.49,878.31,,62.668571, - , - ,,1985.271,322,103990.38078675
1996-12-16 00:00:00,591.29,878.54,,20.00544525, - , - ,,273.717,223,103938.127668
1996-12-17 00:00:00,589.98,873.49,,12.255044, - , - ,,317.334,321,103718.87249275
1996-12-18 00:00:00,591.22,875.1,,49.08660675, - , - ,,1954.044,265,103945.38730975
1996-12-19 00:00:00,592.35,880.76,,12.7630335,501.25, - ,,752.892,368,104146.7826775
1996-12-20 00:00:00,597.01,887.13,,35.90621975,90.225, - ,,1004.093,414,104935.5882935
1996-12-23 00:00:00,595.84,884.61,,16.09099725,20.05, - ,,390.457,264,104726.940385
1996-12-27 00:00:00,599.24,895.43,,13.39744975, - , - ,,1287.711,350,105424.08943425
1996-12-30 00:00:00,602.63,902.26,,58.48584625,300.75, - ,,857.879,394,106003.38003525
1996-12-31 00:00:00,602.97,897.72,,59.289666,24.75, - ,,2755.301,839,106034.70647425
1997-01-02 00:00:00,606.73,909.32,,18.33772125,50, - ,,1010.561,417,106683.51310675
1997-01-03 00:00:00,607.09,907.86,,42.52639025,100.25, - ,,1984.688,540,106797.7945365
1997-01-06 00:00:00,608.05,906.9,,14.71278625,50.125, - ,,594.491,425,106978.9664475
1997-01-07 00:00:00,611.02,913.84,,16.190525, - , - ,,731.203,504,107490.1340985
1997-01-08 00:00:00,609.53,916.9,,51.1076265,50.25, - ,,1496.5,652,107972.03088275
1997-01-09 00:00:00,613.14,925.53,,29.871503,10.025, - ,,1245.11,578,108571.03891025
1997-01-10 00:00:00,617.52,932.5,,28.5694375, - , - ,,1102.481,767,109368.08335675
1997-01-13 00:00:00,617.94,933.63,,69.893307, - , - ,,1675.028,546,109452.40352375
1997-01-15 00:00:00,622.44,940.65,,46.5007985, - , - ,,1202.716,686,110232.1033355
1997-01-16 00:00:00,625.9,945.69,,101.59715775, - , - ,,1905.415,850,110942.563979
1997-01-17 00:00:00,626.91,945.89,,21.9845975,1060.25, - ,,985.254,898,111090.09292275
1997-01-20 00:00:00,628.05,950.77,,43.7755575,15000, - ,,1189.688,737,111146.677806
1997-01-21 00:00:00,628.94,952.44,,19.0064385, - , - ,,978.984,792,111286.19841425
1997-01-22 00:00:00,630.35,955.79,,31.63488075,800, - ,,1127.477,965,112489.30632025
1997-01-24 00:00:00,632.29,965.51,,51.562782,550, - ,,2099.177,993,112685.45933
1997-01-27 00:00:00,633.55,972.84,,41.00203025, - , - ,,1730.242,808,112245.288989
1997-01-28 00:00:00,632.8,974.28,,26.54100825,10.025, - ,,992.913,769,111802.58949325
1997-01-29 00:00:00,629.3,968.89,,21.34716275, - , - ,,584.908,619,111221.058441
1997-01-30 00:00:00,626.63,963.3,,45.105022,370, - ,,801.161,640,110728.00581175
1997-01-31 00:00:00,621.63,949.37,,13.3637945, - , - ,,761.723,495,110090.27269175
1997-02-03 00:00:00,621.9,949.9,,9.7427525, - , - ,,406.5,373,108549.430546
1997-02-05 00:00:00,620.9,948,,27.08044175, - , - ,,536.7,483,108374.011667
1997-02-06 00:00:00,622.5,954.5,,68.9857385,10, - ,,3128.9,481,108645.093126
1997-02-07 00:00:00,621.9,951.8,,12.0606355, - , - ,,652.3,434,108543.775084
1997-02-10 00:00:00,621.9,951.4,,16.06081725, - , - ,,865.1,504,108542.357247
1997-02-11 00:00:00,620.9,949.9,,45.88217875, - , - ,,1138.6,541,108362.693094
1997-02-12 00:00:00,618.2,944.9,,24.31812475,310, - ,,1482.7,588,107905.835847
1997-02-13 00:00:00,619.1,949.6,,10.091579, - , - ,,511.3,397,108049.505448
1997-02-14 00:00:00,617.5,948.1,,7.2174355, - , - ,,311,410,107781.035747
1997-02-17 00:00:00,615.4,945.9,,20.914961, - , - ,,1321,411,107402.372575
1997-02-18 00:00:00,614.4,943.9,,9.4140795, - , - ,,497.9,500,107230.46839
1997-02-19 00:00:00,615,944.3,,21.000618, - , - ,,640.1,408,107333.1
1997-02-20 00:00:00,617.6,950.2,,62.16936825,50, - ,,653.9,484,107787.8
1997-02-24 00:00:00,617.1,949.8,,23.7043795, - , - ,,822.2,423,107701.1
1997-02-25 00:00:00,618.1,950.9,,24.39434075, - , - ,,755.1,407,107874.2
1997-02-26 00:00:00,618.4,953.7,,25.3867825, - , - ,,1291,453,107933.5
1997-02-27 00:00:00,619.6,955.8,,19.557365,400, - ,,627.2,383,108143.5
1997-02-28 00:00:00,620.5,955.1,,16.53677375, - , - ,,1026.8,399,108304.3
1997-03-03 00:00:00,621.3,956.6,,22.57564275, - , - ,,433.2,385,108444.6
1997-03-04 00:00:00,620.1,952.8,,19.950013, - , - ,,820.4,479,108226.4
1997-03-05 00:00:00,622.8,959.3,,73.8533925, - , - ,,3709.9,432,108705.6
1997-03-06 00:00:00,625.6,968.6,,13.663964,410.025, - ,,495.9,495,109182.5
1997-03-07 00:00:00,628.6,973.3,,75.891645, - , - ,,2235.5,571,109712.8
1997-03-10 00:00:00,629.8,976.7,,73.1250935,30, - ,,2142,613,109929.5
1997-03-11 00:00:00,634.5,988.2,,103.98970575,50, - ,,1183.3,593,110736.6
1997-03-12 00:00:00,634.9,989.7,,25.17328175, - , - ,,875.3,588,110808.3
1997-03-13 00:00:00,637.2,991.3,,42.64229225,50, - ,,1362.1,720,111217.7
1997-03-14 00:00:00,636.8,988.3,,60.43959425, - , - ,,2188.4,715,111145.1
1997-03-17 00:00:00,633.5,979.5,,23.89947025, - , - ,,1938.9,460,110687.4
1997-03-18 00:00:00,633.3,978.8,,86.21523975,10, - ,,2767,428,110658.83
1997-03-19 00:00:00,633,979,,20.22141725,40, - ,,641,374,110590.49
1997-03-20 00:00:00,632.7,978.9,,56.9159405, - , - ,,811.51,499,110529.56
1997-03-21 00:00:00,633.3,979.5,,27.487845, - , - ,,1221.67,211,110648.39
1997-03-24 00:00:00,634.3,978.2,,46.72743625, - , - ,,3099.15,316,111073.81
1997-03-25 00:00:00,636.6,978.7,,44.260271,10, - ,,933.86,481,111475.15
1997-03-26 00:00:00,636,972.8,,63.506757, - , - ,,3722.27,508,111358.278
1997-03-27 00:00:00,636.9,976.8,,84.32873475,120, - ,,6049.45,522,111517.67
1997-03-31 00:00:00,637.5,977.5,,30.60035875,350, - ,,1006.69,568,111635.9
1997-04-01 00:00:00,638.4,978.8,,49.33809175,200, - ,,1115.3,545,111777.2
1997-04-02 00:00:00,639.4,977,,27.69124725,50, - ,,909.6,529,111967
1997-04-03 00:00:00,640.7,980.2,,22.348105,200.5, - ,,638.9,468,112189.2
1997-04-04 00:00:00,641.1,982.5,,20.24209325, - , - ,,812.2,529,112348.2
1997-04-07 00:00:00,641.9,983.9,,8.95542525,300, - ,,445,404,112490.1
1997-04-08 00:00:00,644.7,991.7,,53.2055585,30, - ,,1259.7,534,112986.9
1997-04-09 00:00:00,648.4,994.2,,107.0044505, - , - ,,1705.6,613,113630.4
1997-04-10 00:00:00,653,1003.5,,94.52495975, - , - ,,4534.5,936,114432.9
1997-04-11 00:00:00,665.9,1022,,294.678889, - , - ,,7509.1,1245,116703.5
1997-04-16 00:00:00,689.1,1060.7,,200.39155, - , - ,,5913.1,1542,120764.9
1997-04-17 00:00:00,706.9,1088.4,,186.7265415,400, - ,,10028.9,1978,123877.4
1997-04-18 00:00:00,721.3,1139.2,,165.4104875,100.25, - ,,5689.9,1861,126406.3
1997-04-21 00:00:00,747.8,1203.7,,82.4832285, - , - ,,2588.1,1729,131048
1997-04-23 00:00:00,745.6,1191.7,,263.4670965, - , - ,,5354.3,1900,130668.5
1997-04-24 00:00:00,730.3,1158.7,,108.721005, - , - ,,3557.6,1406,127990.3
1997-04-25 00:00:00,716.2,1129.5,,124.26436875, - , - ,,1973.3,1029,125518.2
1997-04-28 00:00:00,717.9,1132.2,,105.781465, - , - ,,1958.2,737,125816.6
1997-04-29 00:00:00,727.3,1150.3,,210.01342025,200.5, - ,,5536,1116,127463.9
1997-04-30 00:00:00,739.6,1172.9,,115.87847375, - , - ,,3636.3,1395,129612.3
1997-05-02 00:00:00,746.1,1182.2,,152.187745, - , - ,,3258,1206,130755.9
1997-05-05 00:00:00,746.4,1177.2,,474.129255,40.2, - ,,11549.9,1249,130810.9
1997-05-06 00:00:00,739.8,1163.1,,181.7344695, - , - ,,4980.1,1154,129653.3
1997-05-07 00:00:00,734.2,1150.6,,252.1241975, - , - ,,6261.2,1013,128669.9
1997-05-08 00:00:00,733.1,1143.7,,44.1389865,100.5, - ,,1364.3,1011,128480
1997-05-09 00:00:00,731.1,1136.5,,47.59171075,10.05, - ,,1443.7,853,127994.2
1997-05-12 00:00:00,729.2,1132,,33.8497295, - , - ,,1293.1,675,127648.4
1997-05-13 00:00:00,726.8,1124.9,,35.86280075, - , - ,,1039.9,729,127304.9
1997-05-14 00:00:00,725.4,1124.3,,77.39550075, - , - ,,1011.6,682,127063.1
1997-05-15 00:00:00,727.9,1125.9,,269.05312775, - , - ,,8236.4,910,127499.7
1997-05-16 00:00:00,730.2,1132.1,,36.7580665,50.25, - ,,1678.5,921,127911.8
1997-05-19 00:00:00,729.5,1131.5,,28.5337185,50.25, - ,,972.6,756,127778.2
1997-05-20 00:00:00,728,1129.4,,63.8579295, - , - ,,1441.2,743,127525.7
1997-05-23 00:00:00,727.3,1130.2,,17.4588195, - , - ,,524.6,461,127404.7
1997-05-26 00:00:00,727.5,1129.2,,56.15373425, - , - ,,1475.4,529,127427.7
1997-05-27 00:00:00,726.8,1130.7,,39.08462575,40.2, - ,,818.8,622,127314.9
1997-05-28 00:00:00,728.3,1137.1,,28.03498425, - , - ,,921.9,611,127581.4
1997-05-29 00:00:00,728.8,1137.9,,128.707967,80.4, - ,,4195,686,127666.8
1997-05-30 00:00:00,732,1142,,30.14704575, - , - ,,977.5,688,128219.1
1997-06-02 00:00:00,731.8,1139,,69.50431, - , - ,,880,572,128181.4
1997-06-03 00:00:00,730.1,1133.2,,30.252536, - , - ,,1387.5,514,127894.9
1997-06-04 00:00:00,728.5,1127.4,,89.8235565,50, - ,,2216.6,507,127688.9
1997-06-05 00:00:00,733.8,1140.4,,42.56115375, - , - ,,1721.2,559,128608.9
1997-06-06 00:00:00,739.3,1153.1,,61.20357025, - , - ,,1381.6,672,129582.3
1997-06-09 00:00:00,741.9,1162.5,,16.17901075, - , - ,,446.7,508,130037.2
1997-06-10 00:00:00,747.2,1175.4,,30.472153, - , - ,,550.2,612,130956.9
1997-06-11 00:00:00,763.5,1202,,96.27686875, - , - ,,1520.9,814,133827
1997-06-12 00:00:00,773.6,1220.8,,90.9881305, - , - ,,3410.7,996,135586.5
1997-06-13 00:00:00,773.8,1221.9,,70.52914075, - , - ,,2048.7,871,135634.4
1997-06-16 00:00:00,771.8,1215.1,,102.0665245,753.75, - ,,2543.3,771,135279.1
1997-06-17 00:00:00,774.6,1213.4,,97.94598, - , - ,,1685.7,904,135760.6
1997-06-18 00:00:00,776.6,1221.5,,154.13471975, - , - ,,1696.7,911,136299.4
1997-06-19 00:00:00,787.4,1244.8,,329.89921075,767.55, - ,,2892.8,1148,138411.5
1997-06-23 00:00:00,796,1263.3,,73.96766925,80.8, - ,,2404.9,1170,139947.3
1997-06-24 00:00:00,804.2,1291.7,,346.51580375, - , - ,,7747.5,1634,141452.5
1997-06-25 00:00:00,806.2,1297.5,,169.8085545, - , - ,,3045.6,1394,141803.5
1997-06-26 00:00:00,796,1280.1,,132.56324525, - , - ,,2295.3,1142,140014.2
1997-06-27 00:00:00,793.3,1272.8,,76.6296095, - , - ,,1795.1,907,139537.3
1997-06-30 00:00:00,791.9,1267,,75.306954,1005, - ,,1179.6,668,139289
1997-07-01 00:00:00,798.5,1285.3,,45.459235, - , - ,,1127.2,805,140475
1997-07-02 00:00:00,805.3,1296.8,,98.55028175, - , - ,,2327.9,1135,141655.9
1997-07-03 00:00:00,810.8,1311.9,,252.6029375, - , - ,,3870.4,1408,142628.5
1997-07-04 00:00:00,819.7,1334.7,,84.5287295,60.6, - ,,1990.1,1278,144192.9
1997-07-07 00:00:00,828.2,1355.1,,203.7553465, - , - ,,4699,1020,145685.7
1997-07-08 00:00:00,821.4,1335,,72.478369,90.9, - ,,2297,1119,144496.9
1997-07-09 00:00:00,816.7,1322.9,,54.46731175, - , - ,,2121.8,877,143673.3
1997-07-10 00:00:00,820.7,1336.4,,94.155389, - , - ,,4399.2,897,144376.2
1997-07-11 00:00:00,823.4,1338.1,,33.2460185,30.15, - ,,1143.9,800,144846.9
1997-07-14 00:00:00,824.8,1336.7,,26.496861,312.8, - ,,936.8,659,145100.1
1997-07-15 00:00:00,821.9,1329.5,,40.53110775,10.1, - ,,1347.7,937,144580.6
1997-07-16 00:00:00,820,1325.7,,70.31861875,10.1, - ,,2313.6,990,144244.9
1997-07-17 00:00:00,817.5,1322.7,,126.47419,505, - ,,2333.5,1031,143817.8
1997-07-21 00:00:00,820.6,1325.3,,58.56803925,10.1, - ,,1974.2,949,144357
1997-07-22 00:00:00,827.2,1340.9,,61.824245,70.7, - ,,1835,1063,145517.7
1997-07-23 00:00:00,829.7,1349.1,,107.95555375, - , - ,,3533.8,1133,145958.9
1997-07-24 00:00:00,839.2,1373.6,,97.49218925,40.4, - ,,2708.8,1238,147635.6
1997-07-25 00:00:00,841.3,1377.8,,60.438829,101, - ,,2447.2,1169,148000.3
1997-07-28 00:00:00,844.1,1385.1,,162.63538475,5, - ,,5274,1176,148500.2
1997-07-29 00:00:00,849.3,1391.2,,100.92082025, - , - ,,2694.7,1378,149407.6
1997-07-30 00:00:00,860.1,1403.2,,92.88866,10.1, - ,,5042.1,1800,151310.9
1997-07-31 00:00:00,869.7,1411.2,,121.755238, - , - ,,4242.6,1760,152999.9
1997-08-01 00:00:00,865.8,1401.9,,97.4793355,30.3, - ,,4975.2,1866,152307.6
1997-08-04 00:00:00,855.7,1382.6,,60.0905605,251.3, - ,,2571.5,1402,150539.7
1997-08-05 00:00:00,862.5,1401,,117.1406885,20.2, - ,,3193.4,1114,151724.9
1997-08-07 00:00:00,856.5,1382.9,,123.62035,50.5, - ,,3512.8,1027,156133.1
1997-08-08 00:00:00,850.6,1367.3,,93.871243,10.1, - ,,4610.7,1113,155068.1
1997-08-11 00:00:00,851.8,1369.6,,49.125033, - , - ,,2367.2,814,155278.7
1997-08-12 00:00:00,854.2,1372.2,,92.24675175, - , - ,,5085.4,1351,155719.4
1997-08-13 00:00:00,850.7,1358.4,,66.84409925,30.3, - ,,2413.8,1230,155092.5
1997-08-14 00:00:00,848.9,1350.3,,85.73624925,80.8, - ,,4184.9,1323,154752.7
1997-08-15 00:00:00,848.8,1347,,87.71735475, - , - ,,3572.3,1292,154742.6
1997-08-19 00:00:00,846.2,1344,,62.55153175,50.5, - ,,2696.8,842,154264
1997-08-20 00:00:00,838.5,1336.7,,103.1557175,50.5, - ,,1847.3,961,152863.7
1997-08-21 00:00:00,832.9,1327.3,,27.5926765, - , - ,,1173.8,945,151838
1997-08-22 00:00:00,830.4,1314.2,,153.22153725, - , - ,,2255.1,970,151472.1
1997-08-25 00:00:00,833.5,1317.6,,91.1572225, - , - ,,2392.9,1031,152041.4
1997-08-26 00:00:00,840,1332.3,,91.06289075,10.1, - ,,5316.3,1053,153223.9
1997-08-27 00:00:00,835,1320,,113.911453, - , - ,,2998.9,1120,152305.4
1997-08-28 00:00:00,825.2,1299,,117.4974105, - , - ,,2399.9,1017,150529.5
1997-08-29 00:00:00,814.8,1273.9,,86.93846425, - , - ,,3346.1,1248,148854.6
1997-09-01 00:00:00,814.9,1280,,36.23337725,707, - ,,936.7,605,149097.4
1997-09-02 00:00:00,808.6,1266.3,,28.55705125,1111, - ,,1174.3,878,147945.2
1997-09-03 00:00:00,793.8,1234.6,,132.967711, - , - ,,3575.7,1002,145335.9
1997-09-04 00:00:00,791.5,1232.6,,65.98613525,171.7, - ,,1662.3,931,144920.5
1997-09-05 00:00:00,801.6,1253.6,,41.051732, - , - ,,1038.6,752,146768.2
1997-09-08 00:00:00,809.9,1270.5,,51.25864525, - , - ,,1030.1,760,148294.1
1997-09-09 00:00:00,802.7,1259,,36.3093075, - , - ,,1160.4,743,146917.4
1997-09-10 00:00:00,800.7,1261.2,,116.20671225,102, - ,,1063.7,619,146552.7
1997-09-11 00:00:00,796.6,1253.4,,37.29788275,2142, - ,,1175.1,771,145807.4
1997-09-12 00:00:00,792.5,1250.6,,37.95655175, - , - ,,752.3,725,145058.9
1997-09-15 00:00:00,786.1,1238.1,,27.97094575, - , - ,,423.6,503,143875.3
1997-09-17 00:00:00,776.8,1221.7,,37.06799175, - , - ,,1279.4,723,142196.5
1997-09-18 00:00:00,782.6,1232.1,,115.55572725, - , - ,,1658.5,678,143255.8
1997-09-19 00:00:00,790,1246,,168.4271495, - , - ,,2580.8,633,144610.7
1997-09-22 00:00:00,793.2,1252.1,,96.37637975, - , - ,,2316.2,686,145202.6
1997-09-23 00:00:00,788.8,1244.5,,19.37215775, - , - ,,1111.4,644,144389.7
1997-09-24 00:00:00,787.6,1243.6,,109.46149725,3500, - ,,1300.6,623,144172.1
1997-09-25 00:00:00,782.6,1226.7,,47.1443705,253.75, - ,,1776.4,598,143251.1
1997-09-26 00:00:00,782.6,1224.8,,108.41449475, - , - ,,7352.8,814,143257.2
1997-09-29 00:00:00,778,1218.7,,186.90618575,50.75, - ,,11010,573,142409.5
1997-09-30 00:00:00,779.9,1227.2,,63.551984,1000, - ,,4051.1,686,142754.3
1997-10-01 00:00:00,776.6,1220.3,,22.157226, - , - ,,846.8,620,142160.2
