Dividend Record 1998,,,,,,,,
Company Name,,,XD Date,Date of Payment,Rate,,Cum Price,Ex Price
AHUN,Nt0000,A.SPEN.HOT.HOLD.,1998-03-03 00:00:00,1998-03-16 00:00:00,25,INTERIM (T.F.),50,50
JKH,Nt0000,JKH,1998-03-04 00:00:00,1998-03-17 00:00:00,10,INTERIM,280,280
ELAS,Nt0000,ELASTOMERIC ENG,1998-02-25 00:00:00,1998-03-18 00:00:00,10,INTERIM,25,25.5
CFIN,Nt0000,CENTRAL FINANCE,1998-03-02 00:00:00,1998-03-19 00:00:00,10,1ST INTERIM (7% T.F),198.5,198
SPEN,Nt0000,AITKEN SPENCE,1998-03-09 00:00:00,1998-03-20 00:00:00,15,INTERIM (T.F.),166,166.25
NEH,Nt0000,NUWARA ELIYA,1998-03-17 00:00:00,1998-03-27 00:00:00,20,2ND INTERIM (T.F),260,133
COMB,Nt0000,COMMERCIAL BANK,1998-03-18 00:00:00,1998-03-30 00:00:00,28,FINAL ( VOTING & NON VOTING),156.25,156
HSIG,Nt0000,HOTEL SIGIRIYA,1998-03-18 00:00:00,1998-03-30 00:00:00,10,INTERIM  (50%T.F),14,13
CTCE,Nt0000,EAGLE INSURANCE,1998-03-10 00:00:00,1998-03-31 00:00:00,21,FIRST & FINAL,57.75,54
LLUB,Nt0000,CALTEX,1998-03-20 00:00:00,1998-04-01 00:00:00,11.5,TRANSFER BOOKS KEPT OPEN,59,56
CINS,Nt0000,CEYLINCO INS.,1998-03-06 00:00:00,1998-04-01 00:00:00,17,FIRST & FINAL,19.5,18
CTC,Nt0000,CEYLON TOBACCO,1998-03-17 00:00:00,1998-04-02 00:00:00,12.75,FINAL,39.5,38
HNB,Nt0000,HNB,1998-03-13 00:00:00,1998-04-06 00:00:00,30,FINAL,280,185
NDB,Nt0000,NAT. DEV. BANK,1998-03-25 00:00:00,1998-04-06 00:00:00,65,FIRST  &  FINAL,240,235.25
UAL,Nt0000,UNION ASSURANCE,1998-03-31 00:00:00,1998-04-16 00:00:00,20,FIRST & FINAL,39.5,39.5
BATA,Nt0000,BATA,1998-04-17 00:00:00,1998-04-29 00:00:00,15,2ND & FINAL,21.5,22
DOCK,Nt0000,DOCKYARD,1998-04-02 00:00:00,1998-04-29 00:00:00,10,FINAL,16,15
BHR,Nt0000,RIVERINA HOTELS,1998-04-09 00:00:00,1998-04-29 00:00:00,100,DIVIDEND DEBENTURE  -INTERIM  T.F.,21,20
BUKI,Nt0000,BUKIT DARAH,1998-04-20 00:00:00,1998-04-30 00:00:00,25,TRANSFER BOOKS KEPT OPEN,300.25,300.25
GOOD,Nt0000,GOOD HOPE,1998-04-20 00:00:00,1998-04-30 00:00:00,50,TRANSFER BOOKS KEPT OPEN,190,190
HAYL,Nt0000,HAYLEYS,1998-04-20 00:00:00,1998-04-30 00:00:00,15,INTERIM (T.F),220,227
INDO,Nt0000,INDO MALAY,1998-04-20 00:00:00,1998-04-30 00:00:00,50,TRANSFER BOOKS KEPT OPEN,375,320
SELI,Nt0000,SELINSING,1998-04-20 00:00:00,1998-04-30 00:00:00,40,TRANSFER BOOKS KEPT OPEN,150,150
SHAL,Nt0000,SHALIMAR,1998-04-20 00:00:00,1998-04-30 00:00:00,200,TRANSFER BOOKS KEPT OPEN,700,
UML,Nt0000,UNITED MOTORS,1998-04-16 00:00:00,1998-04-30 00:00:00,15,INTERIM,42,42
TAFL,Nt0000,THREE ACRE FARMS,1998-04-22 00:00:00,1998-05-05 00:00:00,10,FIRST & FINAL,42,42
GUAR,Nt0000,CEYLON GUARDIAN,1998-04-23 00:00:00,1998-05-06 00:00:00,50,FIRST INTERIM (32% T.F.),145,145
CINV,Nt0000,CEYLON INV.,1998-04-23 00:00:00,1998-05-06 00:00:00,60,FIRST INTERIM (43% TF),150,144
COXY,Nt0000,CEYLON OXYGEN,1998-04-15 00:00:00,1998-05-06 00:00:00,20,FIRST & FINAL,55,55
REG,Nt0000,REGNIS,1998-04-24 00:00:00,1998-05-07 00:00:00,20,FINAL,24,20
SINI,Nt0000,SINGER IND.,1998-04-24 00:00:00,1998-05-07 00:00:00,5,FINAL,21.5,21.5
SINS,Nt0000,SINGER SRI LANKA,1998-04-24 00:00:00,1998-05-07 00:00:00,20,FINAL,50,52.75
BFL,Nt0000,BAIRAHA FARMS,1998-04-27 00:00:00,1998-05-08 00:00:00,5,INTERIM (T.F),17,16.75
GLAX,Nt0000,GLAXO,1998-04-21 00:00:00,1998-05-08 00:00:00,25,FIRST & FINAL,38,38
AMW,Nt0000,AMW,1998-04-29 00:00:00,1998-05-14 00:00:00,12.5,INTERIM (T.F),41,42
ASPH,Nt0000,INDUSTRIAL ASPH.,1998-04-29 00:00:00,1998-05-14 00:00:00,7.5,1ST INTERIM,50.25,50.5
AGAL,Nt0000,AGALAWATTE,1998-04-30 00:00:00,1998-05-15 00:00:00,10,FINAL,29.5,29.75
GRAN,Nt0000,GRAIN ELEVATORS,1998-04-30 00:00:00,1998-05-15 00:00:00,5,1ST INTERIM,41.75,44
HARI,Nt0000,HARISCHANDRA,1998-05-05 00:00:00,1998-05-15 00:00:00,15,KEPT OPEN,125,125
JFIN,Nt0000,JAMES FINLAY,1998-04-30 00:00:00,1998-05-15 00:00:00,10,FINAL,74,80
UCAR,Nt0000,UNION CARBIDE,1998-05-05 00:00:00,1998-05-19 00:00:00,15,KEPT OPEN,24,23
TKYO,Nt0000,TOKYO CEMENT,1998-05-15 00:00:00,1998-05-27 00:00:00,10,KEPT OPEN,68,61
NEST,Nt0000,NESTLE,1998-04-28 00:00:00,1998-05-29 00:00:00,54.9,FIRST & FINAL,44,39
DPL,Nt0000,DANKOTUWA PORCEL,1998-05-20 00:00:00,1998-06-01 00:00:00,15,FINAL,20,19
CHOT,Nt0000,HOTELS CORP. 2/-,1998-05-25 00:00:00,1998-06-01 00:00:00,50,INTERIM DIVIDEND,69,69
ACAP,Nt0000,ASIA CAPITAL,1998-05-21 00:00:00,1998-06-02 00:00:00,5,KEPT  OPEN,9.5,9
SAMP,Nt0000,SAMPATH,1998-05-29 00:00:00,1998-06-11 00:00:00,15,FIRST & FINAL,58,58.75
HEXP,Nt0000,HAYLEYS EXPORTS,1998-06-03 00:00:00,1998-06-16 00:00:00,20,FINAL DIV. (6.86% T/F),46,45.25
HPP,Nt0000,HAYL. PHOTOPRINT,1998-06-05 00:00:00,1998-06-18 00:00:00,15,FINAL DIV. (2% T/F),20.5,20
RECK,Nt0000,RECKITTS,1998-05-27 00:00:00,1998-06-18 00:00:00,40,FIRST & FINAL,50,50
UML,Nt0000,UNITED MOTORS,1998-06-02 00:00:00,1998-06-18 00:00:00,20,FINAL,37.75,37
DIMO,Nt0000,DIMO,1998-06-08 00:00:00,1998-06-19 00:00:00,20,BKS.  KEPT OPEN,48,48
TRAN,Nt0000,TRANS ASIA,1998-06-04 00:00:00,1998-06-19 00:00:00,15,,30.25,30
VANI,Nt0000,VANIK INCORP LTD,1998-06-10 00:00:00,1998-06-22 00:00:00,5,INTERIM  DIVIDEND (VOTING & NON-VOTING),9.25,8.75
HAYC,Nt0000,HAYCARB,1998-06-16 00:00:00,1998-06-26 00:00:00,15,FINAL  (11.25% T.F),42,42
TSML,Nt0000,TEA SMALLHOLDER,1998-06-16 00:00:00,1998-06-26 00:00:00,15,FINAL DIVIDEND,43,43
YORK,Nt0000,YORK ARCADE,1998-06-16 00:00:00,1998-06-26 00:00:00,12,FIRST & FINAL DIV.,8.25,7.5
DIPD,Nt0000,DIPPED PRODUCTS,1998-06-17 00:00:00,1998-06-27 00:00:00,15,FINAL (TAX FREE),92,90
JKH,Nt0000,JKH,1998-06-11 00:00:00,1998-06-29 00:00:00,30,,260,256
KGAL,Nt0000,KEGALLE,1998-06-10 00:00:00,1998-06-29 00:00:00,20,,38,37
SPEN,Nt0000,AITKEN SPENCE,1998-06-18 00:00:00,1998-06-30 00:00:00,15,FINAL DIV. (T/F),115.25,115
COML,Nt0000,COMM. LEASING,1998-06-10 00:00:00,1998-06-30 00:00:00,20,,38,36
DFCC,Nt0000,DFCC,1998-06-18 00:00:00,1998-06-30 00:00:00,35,FIRST  &  FINAL  DIVIDEND,200,170
HAYL,Nt0000,HAYLEYS,1998-06-18 00:00:00,1998-06-30 00:00:00,15,FINAL (6.6% T.F.),188,188
MASK,Nt0000,MASKELIYA,1998-06-11 00:00:00,1998-06-30 00:00:00,35,,60.5,53
HLOG,Nt0000,HABARANA LODGE,1998-06-12 00:00:00,1998-07-01 00:00:00,20,,24,23
WALK,Nt0000,WALKERS TOURS,1998-06-12 00:00:00,1998-07-01 00:00:00,45,,44,37.75
BINN,Nt0000,BERUWELA WALKINN,1998-06-15 00:00:00,1998-07-02 00:00:00,20,,29,29
HINN,Nt0000,HABARANA WALKINN,1998-06-17 00:00:00,1998-07-02 00:00:00,30,FIRST & FINAL DIV.,45,42
ITH,Nt0000,INT. TOURISTS,1998-06-16 00:00:00,1998-07-03 00:00:00,15,FIRST & FINAL DIVIDEND,13,13
AHUN,Nt0000,A.SPEN.HOT.HOLD.,1998-06-26 00:00:00,1998-07-10 00:00:00,5,FINAL  DIVIDEND,45,46
EQIT,Nt0000,EQUITY,1998-06-24 00:00:00,1998-07-13 00:00:00,8,FINAL DIV.,10.25,10
ACL,Nt0000,ACL,1998-07-01 00:00:00,1998-07-15 00:00:00,10,INTERIM DIVIDEND,47,50
APLA,Nt0000,ACL PLASTICS,1998-07-01 00:00:00,1998-07-15 00:00:00,12.5,INTERIM DIVIDEND,24,26
CCS,Nt0000,COLD STORES 8/-,1998-06-25 00:00:00,1998-07-15 00:00:00,30,INTERIM DIV. (ON INCREASED CAPITAL),80,80
JKL,Nt0000,JOHN KEELLS,1998-06-25 00:00:00,1998-07-15 00:00:00,30,INTERIM  DIV. (ON INCREASED CAPITAL),52,48
LOLC,Nt0000,LOLC,1998-07-01 00:00:00,1998-07-15 00:00:00,15,FINAL DIV.,63.5,70
CFIN,Nt0000,CENTRAL FINANCE,1998-06-29 00:00:00,1998-07-16 00:00:00,10,2ND INTERIM  DIVIDEND,172,172
ASIR,Nt0000,ASIRI,1998-07-06 00:00:00,1998-07-17 00:00:00,12.5,BOOKS WILL BE KEPT OPEN,29.5,29.5
CHMX,Nt0000,CHEMANEX,1998-07-03 00:00:00,1998-07-17 00:00:00,12,FINAL DIV.,40.25,42
CIC,Nt0000,CIC,1998-07-03 00:00:00,1998-07-17 00:00:00,25,FINAL DIV. (2.6% T/F),40,37
CIC,Xt0000,CIC,1998-07-03 00:00:00,1998-07-17 00:00:00,25,FINAL DIV. (2.6% T/F),33,35
REXP,Nt0000,RICH PIERIS EXP,1998-07-10 00:00:00,1998-07-22 00:00:00,22,FIRST & FINAL DIVIDEND,34.25,34
WATA,Nt0000,WATAWALA,1998-07-10 00:00:00,1998-07-22 00:00:00,35,FINAL  DIVIDEND,42,36
KHC,Nt0000,KANDY HOTELS 1/-,1998-07-14 00:00:00,1998-07-24 00:00:00,5,FIRST & FINAL DIVIDEND,21,23
LLUB,Nt0000,CALTEX,1998-07-17 00:00:00,1998-07-28 00:00:00,11.5,INTERIM  DIV.,51,50
RICH,Nt0000,RICHARD PIERIS,1998-07-16 00:00:00,1998-07-28 00:00:00,30,BOOKS  WILL  BE  KEPT OPEN,99,95.25
ONAL,Nt0000,ON'ALLY,1998-07-22 00:00:00,1998-08-03 00:00:00,6,FINAL DIV.,10,10
BOPL,Nt0000,BOGAWANTALAWA,1998-07-28 00:00:00,1998-08-10 00:00:00,10,FIRST & FINAL DIV.,38,38.25
SEYB,Nt0000,SEYLAN BANK,1998-08-04 00:00:00,1998-08-17 00:00:00,5,FIRST & FINAL DIVIDEND,18,17.5
HOPL,Nt0000,HORANA,1998-08-04 00:00:00,1998-08-20 00:00:00,20,FINAL  DIVIDEND,19.25,16.75
CARS,Nt0000,CARSONS,1998-08-12 00:00:00,1998-08-26 00:00:00,60,INTERIM DIVIDEND (TAX FREE),1000.5,1200
LALU,Nt0000,LANKA ALUMINIUM,1998-08-10 00:00:00,1998-08-26 00:00:00,10,FIRST & FINAL,8,7
RECK,Nt0000,RECKITTS,1998-08-19 00:00:00,1998-08-31 00:00:00,20,INTERIM DIVIDEND,50,40
CTC,Nt0000,CEYLON TOBACCO,1998-08-18 00:00:00,1998-09-02 00:00:00,13,FIRST INTERIM.,30.5,30
ASPH,Nt0000,INDUSTRIAL ASPH.,1998-08-21 00:00:00,1998-09-02 00:00:00,17.5,SECOND & FINAL,51,45
MLL,Nt0000,MLL,1998-08-21 00:00:00,1998-09-02 00:00:00,15,BOOKS WILL BE KEPT OPEN,24,20.25
CSEC,Nt0000,CENTRAL SEC.,1998-08-26 00:00:00,1998-09-07 00:00:00,10,FIRST & FINAL DIVIDEND,10,9
RCL,Nt0000,ROYAL CERAMICS,1998-08-19 00:00:00,1998-09-07 00:00:00,10,FINAL DIVIDEND,12.25,11.5
ACME,Nt0000,ACME,1998-08-24 00:00:00,1998-09-09 00:00:00,5,FINAL DIVIDEND,8,7.75
SINS,Nt0000,SINGER SRI LANKA,1998-09-07 00:00:00,1998-09-17 00:00:00,22.5,INTERIM DIVIDEND,41.25,42
TKYO,Nt0000,TOKYO CEMENT,1998-09-07 00:00:00,1998-09-17 00:00:00,10,FINAL DIVIDEND,40,40
MADU,Nt0000,MADULSIMA,1998-09-01 00:00:00,1998-09-21 00:00:00,40,FIRST & FINAL DIVIDEND,31.75,22.5
BALA,Nt0000,BALANGODA,1998-09-02 00:00:00,1998-09-22 00:00:00,30,FIRST & FINAL DIVIDEND,29.75,26.5
BREW,Nt0000,CEYLON BREWERY,1998-08-31 00:00:00,1998-09-22 00:00:00,14,FINAL DIVIDEND,42,37.75
DPL,Nt0000,DANKOTUWA PORCEL,1998-09-10 00:00:00,1998-09-22 00:00:00,5,INTERIM DIVIDEND,13.25,13
HSIG,Nt0000,HOTEL SIGIRIYA,1998-09-10 00:00:00,1998-09-22 00:00:00,5,FINAL DIV.,14,13
SLND,Nt0000,SEREND LND 100/-,1998-09-10 00:00:00,1998-09-22 00:00:00,10,FIRST & FINAL DIV.,90,75
ALLI,Nt0000,ALLIANCE,1998-09-04 00:00:00,1998-09-23 00:00:00,25,FIRST & FINAL DIVIDEND,30,29
CTEA,Nt0000,TEA SERVICES,1998-09-11 00:00:00,1998-09-23 00:00:00,17.5,BOOK  WILL  BE  KEPT  OPEN,135,105
CFVF,Nt0000,CF VENTURE FUND,1998-09-02 00:00:00,1998-09-25 00:00:00,6,FIRST & FINAL DIVIDEND,5.5,5.25
CARG,Nt0000,CARGILLS,1998-09-16 00:00:00,1998-09-28 00:00:00,10,FIRST & FINAL DIVIDEND (TAX FREE),70,51
CTLD,Nt0000,C T LAND,1998-09-11 00:00:00,1998-09-30 00:00:00,9,FIRST & FINAL DIVIDEND (TAX FREE),10.75,10.5
COMD,Nt0000,COMMERCIAL DEV.,1998-09-18 00:00:00,1998-09-30 00:00:00,12,FINAL DIVIDEND,12,12
APDL,Nt0000,ASSOCIATED PROP.,1998-09-23 00:00:00,1998-10-06 00:00:00,10,FIRST & FINAL DIV.,9,10
CIND,Nt0000,CENTRAL IND.,1998-09-16 00:00:00,1998-10-06 00:00:00,5,FIRST & FINAL DIVIDEND,17,16
PMB,Nt0000,PEOPLE'S MERCH,1998-09-14 00:00:00,1998-10-06 00:00:00,11,FINAL  DIVIDEND,9,8.5
LLUB,Nt0000,CALTEX,1998-09-24 00:00:00,1998-10-07 00:00:00,11.5,INTERIM  DIVIDEND,44,43.5
TILE,Nt0000,LANKA TILES,1998-09-24 00:00:00,1998-10-07 00:00:00,7.5,FIRST & FINAL DIVIDEND,10,10
LWL,Nt0000,LANKA WALLTILE,1998-09-25 00:00:00,1998-10-08 00:00:00,5,FIRST & FINAL,8,8
PALM,Nt0000,PALM GARDEN,1998-09-17 00:00:00,1998-10-09 00:00:00,10,FINAL DIV.,23.25,23.25
CARE,Nt0000,PRINTCARE (CEY),1998-09-30 00:00:00,1998-10-13 00:00:00,10,INTERIM  DIVIDEND,50,45
SMOT,Nt0000,SATHOSA MOTORS,1998-10-02 00:00:00,1998-10-13 00:00:00,50,FIRST & FINAL DIVIDEND,42,39
KOTA,Nt0000,KOTAGALA,1998-09-29 00:00:00,1998-10-16 00:00:00,10,FIRST  &  FINAL DIVIDEND,17,16
SIGV,Nt0000,SIGIRIYA VILLAGE,1998-10-07 00:00:00,1998-10-20 00:00:00,10,BOOKS  WILL  BE  KEPT  OPEN,67,60
LCEY,Nt0000,LANKEM CEYLON,1998-10-08 00:00:00,1998-10-21 00:00:00,25,FIRST & FINAL DIVIDEND,15.5,13
ARPI,Nt0000,ARPICO,1998-10-06 00:00:00,1998-10-23 00:00:00,15,FIRST & FINAL DIVIDEND,22,19
CFIN,Nt0000,CENTRAL FINANCE,1998-10-12 00:00:00,1998-10-23 00:00:00,12,3RD & FINAL DIV. (3%  TAX FREE),145,145
COLO,Nt0000,COLONIAL MTR 5/-,1998-10-12 00:00:00,1998-10-23 00:00:00,7,FIRST & FINAL,5.5,5
MILL,Nt0000,MILLERS 8/-,1998-10-06 00:00:00,1998-10-23 00:00:00,125,FIRST & FINAL DIVIDEND (105% T/F),180.25,180.25
SHAW,Nt0000,SHAW WALLACE,1998-10-07 00:00:00,1998-10-23 00:00:00,10,FIRST & FINAL DIVIDEND (TAX FREE),25.25,26
CDIC,Nt0000,CDIC,1998-10-13 00:00:00,1998-10-26 00:00:00,15,FIRST & FINAL DIVIDEND,32,32
BRWN,Nt0000,BROWNS 8/-,1998-10-19 00:00:00,1998-10-29 00:00:00,10,FIRST & FINAL DIVIDEND,100,100
EBCR,Nt0000,E B CREASY,1998-10-16 00:00:00,1998-10-29 00:00:00,20,FIRST & FINAL DIVIDEND,48,49
ABAN,Nt0000,ABANS,1998-10-20 00:00:00,1998-10-30 00:00:00,20,FIRST & FINAL,25.25,25
BFL,Nt0000,BAIRAHA FARMS,1998-10-20 00:00:00,1998-10-30 00:00:00,5,FINAL DIVIDEND (2.09% TAX FREE),9,8.5
GUAR,Nt0000,CEYLON GUARDIAN,1998-10-07 00:00:00,1998-10-30 00:00:00,15,FINAL DIVIDEND (5.1% T/F),80.25,90
CINV,Nt0000,CEYLON INV.,1998-10-07 00:00:00,1998-10-30 00:00:00,15,FINAL DIVIDEND (5.7% T/F),89.75,89.75
RENU,Nt0000,RENUKA CITY HOT.,1998-10-20 00:00:00,1998-10-30 00:00:00,20,FIRST & FINAL DIV. (T/F),20,18.25
HARI,Nt0000,HARISCHANDRA,1998-10-15 00:00:00,1998-11-05 00:00:00,25,FINAL DIVIDEND,125,125
WMM,Nt0000,W.M.MENDIS,1998-10-23 00:00:00,1998-11-05 00:00:00,10,FIRST & FINAL DIVIDEND,8.25,8
GREG,Nt0000,WALK & GREIG 2/-,1998-10-27 00:00:00,1998-11-09 00:00:00,10,FIRST & FINAL DIVIDEND,16.5,16
CARS,Nt0000,CARSONS,1998-10-16 00:00:00,1998-11-11 00:00:00,15,FINAL DIVIDEND (TAX FREE),1200,1300
PHAR,Nt0000,COL PHARMACY 5/-,1998-10-23 00:00:00,1998-11-12 00:00:00,30,FIRST & FINAL DIVIDEND,200,200
FERN,Nt0000,FERNTEA LTD,1998-10-30 00:00:00,1998-11-12 00:00:00,5,INTERIM DIVIDEND,5.25,4.75
DIST,Nt0000,DISTILLERIES 1/-,1998-10-23 00:00:00,1998-11-13 00:00:00,35,FIRST & FINAL DIVIDEND,4.75,4.75
GEST,Nt0000,GESTETNER,1998-11-04 00:00:00,1998-11-16 00:00:00,20,FIRST & FINAL DIVIDEND,95,
APLA,Nt0000,ACL PLASTICS,1998-11-05 00:00:00,1998-11-17 00:00:00,12.5,FINAL DIVIDEND,20,30
AMW,Nt0000,AMW,1998-11-05 00:00:00,1998-11-17 00:00:00,15,FINAL DIV.,39,40
CHOU,Nt0000,CEYLINCO HOUSING,1998-11-02 00:00:00,1998-11-17 00:00:00,14,FIRST & FINAL DIVIDEND,9.5,7.75
TFC,Nt0000,THE FINANCE CO.,1998-11-09 00:00:00,1998-11-19 00:00:00,20,FIRST & FINAL DIVIDEND,19.25,17
SIL,Nt0000,SAMSON INTERNAT.,1998-11-10 00:00:00,1998-11-20 00:00:00,10,FIRST & FINAL DIVIDEND,13,13
GLAS,Nt0000,CEYLON GLASS CO.,1998-11-12 00:00:00,1998-11-24 00:00:00,10,FINAL   DIVIDEND,12.5,11.5
BATA,Nt0000,BATA,1998-11-13 00:00:00,1998-11-25 00:00:00,7.5,INTERIM DIVIDEND,22,22
ASIR,Nt0000,ASIRI,1998-11-16 00:00:00,1998-11-26 00:00:00,15,FINAL DIVDEND,32.25,31
COCO,Nt0000,COCO LANKA,1998-11-02 00:00:00,1998-11-27 00:00:00,20,FIRST & FINAL DIV.  (TAX FREE),15.5,14.25
HTEC,Nt0000,HAYTECH MARKET.,1998-11-17 00:00:00,1998-11-27 00:00:00,7.5,INTERIM DIVIDEND,19,19
MSL,Nt0000,MERC. SHIPPING,1998-11-17 00:00:00,1998-11-27 00:00:00,15,FIRST & FINAL DIVIDEND,31,31.5
REG,Nt0000,REGNIS,1998-11-17 00:00:00,1998-11-27 00:00:00,15,INTERIM DIVIDEND,19.5,18.5
SINI,Nt0000,SINGER IND.,1998-11-17 00:00:00,1998-11-27 00:00:00,15,INTERIM DIVIDEND,19,19.5
ACL,Nt0000,ACL,1998-11-20 00:00:00,1998-12-02 00:00:00,7.5,FINAL DIVIDEND (TAX FREE),46,55
KVAL,Nt0000,KELANI VALLEY,1998-11-20 00:00:00,1998-12-02 00:00:00,15,INTERIM DIVIDEND,16.75,15
SINS,Nt0000,SINGER SRI LANKA,1998-11-24 00:00:00,1998-12-07 00:00:00,17.5,SECOND  INTERIM  DIVIDEND,46,46
KCAB,Nt0000,KELANI CABLES,1998-11-25 00:00:00,1998-12-08 00:00:00,20,FIRST & FINAL DIVIDEND,25.75,25
CTC,Nt0000,CEYLON TOBACCO,1998-11-24 00:00:00,1998-12-10 00:00:00,14,SECOND INTERIM DIVIDEND,34,33.5
MORI,Nt0000,MORISONS,1998-11-17 00:00:00,1998-12-11 00:00:00,40,FIRST & FINAL DIVIDEND (2% TAX FREE),125,125
CFI,Nt0000,CFI,1998-11-25 00:00:00,1998-12-15 00:00:00,6,FIRST & FINAL DIVIDEND,6,6
CIT,Nt0000,CIT,1998-11-25 00:00:00,1998-12-15 00:00:00,6,FIRST & FINAL DIVIDEND,6,6
COMD,Nt0000,COMMERCIAL DEV.,1998-12-04 00:00:00,1998-12-16 00:00:00,5,INTERIM DIVIDEND,12,12
COML,Nt0000,COMM. LEASING,1998-12-01 00:00:00,1998-12-17 00:00:00,15,INTERIM DIVIDEND,25,25
ONAL,Nt0000,ON'ALLY,1998-12-08 00:00:00,1998-12-18 00:00:00,4,INTERIM DIVIDEND,9,9.25
RCL,Nt0000,ROYAL CERAMICS,1998-12-01 00:00:00,1998-12-18 00:00:00,10,INTERIM DIVIDEND,14.5,14
HNB,Nt0000,HNB,1998-12-09 00:00:00,1998-12-21 00:00:00,20,INTERIM   DIVIDEND,146,142.25
NEST,Nt0000,NESTLE,1998-12-09 00:00:00,1998-12-21 00:00:00,20,INTERIM  DIVIDEND,55,55
PDL,Nt0000,PDL,1998-12-09 00:00:00,1998-12-21 00:00:00,15,FIRST & FINAL DIVIDEND,17.75,17.5
TAFL,Nt0000,THREE ACRE FARMS,1998-12-10 00:00:00,1998-12-22 00:00:00,20,FIRST  INTERIM DIVIDEND,33,37
COMB,Nt0000,COMMERCIAL BANK,1998-12-11 00:00:00,1998-12-23 00:00:00,12,INTERIM DIVIDEND ( VOTING & NON-VOTING),100,100
COMB,Xt0000,COMMERCIAL BANK,1998-12-11 00:00:00,1998-12-23 00:00:00,12,,78,74.5
HUNT,Nt0000,HUNTERS 1/-,1998-12-14 00:00:00,1998-12-24 00:00:00,5,FINAL DIVIDEND,9,8
BUKI,Nt0000,BUKIT DARAH,1998-12-11 00:00:00,1998-12-29 00:00:00,60,FINAL DIVIDEND,300.25,300.25
GOOD,Nt0000,GOOD HOPE,1998-12-11 00:00:00,1998-12-29 00:00:00,15,FINAL DIVIDEND,190,190
INDO,Nt0000,INDO MALAY,1998-12-11 00:00:00,1998-12-29 00:00:00,10,FINAL DIVIDEND,375,320
SELI,Nt0000,SELINSING,1998-12-11 00:00:00,1998-12-29 00:00:00,5,FINAL DIVIDEND,150,150
SHAL,Nt0000,SHALIMAR,1998-12-11 00:00:00,1998-12-29 00:00:00,8.4,FINAL DIVIDEND,700,
CPRT,Nt0000,CEYLON PRINTERS,1998-12-17 00:00:00,1998-12-30 00:00:00,30,FINAL DIVIDEND,100,
KZOO,Nt0000,KALAMAZOO,1998-12-17 00:00:00,1998-12-30 00:00:00,37.5,FINAL DIVIDEND,110,
PARA,Nt0000,PARAGON,1998-12-17 00:00:00,1998-12-30 00:00:00,20,FINAL DIVIDEND,42,42
FORB,Nt0000,FORBES CEYLON,1998-12-23 00:00:00,1998-12-31 00:00:00,3,INTERIM DIVIDEND,6,
HAPU,Nt0000,HAPUGASTENNE,1998-12-18 00:00:00,1998-12-31 00:00:00,10,INTERIM DIVIDEND,15.75,15.25
UDPL,Nt0000,UDAPUSSELLAWA,1998-12-18 00:00:00,1998-12-31 00:00:00,10,INTERIM DIVIDEND,25.75,25.5
