Beta Values for the Period from 01st April to 30th June 2009,,,
COMPANY ID,"BETA VALUE
 BASED ON ASPI",COMPANY ID,"BETA VALUE
 BASED ON MPI"
PALM,1.24435276,PALM,0.856420707
PARA,0,PARA,0
PARQ,0.457815565,PARQ,0.308993224
PDL,1.04527846,PDL,0.543325217
PEG,1.26070332,PEG,0.801556214
PHAR,-0.15852492,PHAR,-0.13180182
PMB,1.24530864,PMB,0.926900275
RCL,0.796599084,RCL,0.541975439
REEF,0.898727172,REEF,0.530568494
REG,-0.04452382,REG,-0.04253123
RENU,0.512954671,RENU,0.375476392
REXP,0.73290738,REXP,0.599486555
RGEM,1.11656688,RGEM,0.716123226
RHL,0.254867434,RHL,0.120527207
RHTL,1.85737284,RHTL,1.25881325
RICH,1.28902751,RICH,0.813333686
RPBH,0.965588368,RPBH,0.567144823
SAMP,1.09146249,SAMP,0.829769214
SELI,0.637369824,SELI,0.26550921
SEMB,0.612366051,SEMB,0.437724962
SERV,1.27977058,SERV,1.03120368
SEYB,-0.01011218,SEYB,-0.12378255
SHAL,0,SHAL,0
SHAW,0.077526789,SHAW,0.075561084
SHOT,1.23660512,SHOT,0.815292187
SIGV,1.50163505,SIGV,1.07704319
SIL,0.681843336,SIL,0.492457124
SINI,0.020375308,SINI,-0.03078022
SINS,1.16119132,SINS,0.665255134
SIRA,1.62690546,SIRA,1.14267944
SLND,0.155355435,SLND,0.07537582
SLTL,1.24993711,SLTL,0.72297798
SMLL,0.057151481,SMLL,0.063783612
SMOT,1.50732001,SMOT,1.1691192
SOY,0.274538411,SOY,0.214032394
SPEN,1.0107159,SPEN,0.79091679
STAF,0.873773708,STAF,0.402974804
SUGA,1.19172913,SUGA,0.902022019
SUN,-0.11123408,SUN,-0.08474486
SWAD,0,SWAD,0
TAFL,0.94772853,TAFL,0.572252805
TAJ,1.55264879,TAJ,1.0319712
TANG,0.41781959,TANG,0.225201143
TESS,0.295970216,TESS,0.185872326
TFC,0.105196961,TFC,0.062857294
TILE,0.69331388,TILE,0.411152868
TKYO,0.559440559,TKYO,0.318732796
TPL,1.1781959,TPL,0.653689392
TRAN,0.394777883,TRAN,0.201725598
TSML,0.17522765,TSML,0.07333792
TWOD,1.33531216,TWOD,1.00113804
TYRE,1.04135432,TYRE,0.603906415
UAL,-0.00397444,UAL,0.002858352
UCAR,0.038386074,UCAR,0.034353165
UDPL,0.839412386,UDPL,0.29673936
UML,1.76857674,UML,1.17793245
VLL,0.269759017,VLL,0.206066059
VPEL,0.660763696,VPEL,0.455272072
WAPO,0,WAPO,0
WATA,0.814911706,WATA,0.557431717
YORK,0.781003169,YORK,0.563624814
