Beta Values for the Period from 01st April to 30th June 2009,,,
COMPANY ID,"BETA VALUE
 BASED ON ASPI",COMPANY ID,"BETA VALUE
 BASED ON MPI"
AAIC,-0.04346732,AAIC,0.061983908
ABAN,1.12849021,ABAN,0.736555155
ACAP,1.29843537,ACAP,0.914540546
ACL,1.13694219,ACL,0.75259369
ACME,0.712381144,ACME,0.479832733
AGAL,1.38783518,AGAL,0.839932246
AHPL,1.05196961,AHPL,0.562910226
AHUN,0.481159128,AHUN,0.224671818
ALLI,-0.00648991,ALLI,-0.00534617
ALUF,1.14152035,ALUF,0.802164937
AMSL,0.892237259,AMSL,0.631219563
APDL,0.080042259,APDL,0.066721363
APLA,0.416863711,APLA,0.24494495
ARPI,0.494843286,ARPI,0.211332839
ASCO,1.08804145,ASCO,0.650883972
ASHA,0.729385722,ASHA,0.564445267
ASHO,-0.03209739,ASHO,-0.02008786
ASIR,-0.33415505,ASIR,-0.25825746
ASPH,-0.02188459,ASPH,-0.02429599
ATL,0.715450017,ATL,0.470860681
AUTO,-0.6452684,AUTO,-0.56351894
BALA,0.73371233,BALA,0.424571247
BBH,0.863661518,BBH,0.494997882
BFL,0.92750415,BFL,0.574211306
BHR,1.53624792,BHR,1.09482849
BINN,1.15389646,BINN,0.739175312
BLUE,-0.16919052,BLUE,0.028318865
BOGA,1.49630225,BOGA,1.08058966
BOPL,0.954973084,BOPL,0.452598983
BREW,0.543995572,BREW,0.454928011
BRWN,1.22141168,BRWN,0.757701672
BUKI,0.528047492,BUKI,0.270299597
CABO,1.29259948,CABO,0.796792293
CARE,-0.0786839,CARE,-0.09234067
CARG,0.976253961,CARG,0.608882066
CARS,1.07405544,CARS,0.675576963
CCS,1.06645872,CCS,0.840488037
CDIC,0.527594707,CDIC,0.286576328
CERA,0.514816119,CERA,0.296977556
CFI,1.1578709,CFI,0.776783823
CFIN,0.725109422,CFIN,0.504658056
CFLB,0.93173014,CFLB,0.652816006
CFT,1.20264627,CFT,0.784723692
CFVF,0.741107813,CFVF,0.402551344
CHL,0.54419681,CHL,0.370659538
CHMX,0.621019268,CHMX,0.411893923
CHOT,1.0348141,CHOT,0.567965276
CHOU,0.910449262,CHOU,0.559416684
CIC,1.34547466,CIC,0.951460935
CIND,0.859838003,CIND,0.811957442
CINS,0.716003421,CINS,0.476550921
CINV,1.44649595,CINV,1.02567224
CIT,0.477989636,CIT,0.304573364
CLND,0.542989384,CLND,0.327281388
CLPL,0.289631232,CLPL,0.250264662
COCO,0.403984504,COCO,0.300497565
COLO,0.097197766,COLO,0.051688545
COMB,1.35900789,COMB,1.05862269
COMD,0.207123811,COMD,0.067171289
CONN,1.04935352,CONN,0.640165149
CPRT,0,CPRT,0
CRL,0.327614831,CRL,0.219431505
CSD,0.577300397,CSD,0.297004022
CSEC,1.13206218,CSEC,0.669039805
CSF,0.468682396,CSF,0.254658056
CTC,0.214921768,CTC,0.158268049
CTCE,0.36891885,CTCE,0.189551132
CTEA,0.413845147,CTEA,0.315742113
CTHR,0.795844443,CTHR,0.422348083
CTLD,0.539518035,CTLD,0.362216811
CWM,0.734718518,CWM,0.477106711
DFCC,1.4660663,DFCC,1.11219034
DIAL,0.613070382,DIAL,0.53607347
DIMO,1.06912511,DIMO,0.704319288
DIPD,0.304673743,DIPD,0.277868939
DIST,1.79041102,DIST,1.40628308
DOCK,0.637319515,DOCK,0.427164937
DPL,1.30281229,DPL,0.897575693
EAST,0.735674397,EAST,0.468981579
EBCR,0.065905317,EBCR,-0.0015615
ECL,0.712230215,ECL,0.528080669
EDEN,1.31116365,EDEN,0.86166102
ELPL,1.35971223,ELPL,0.752990683
EMER,-0.09010414,EMER,-0.08426847
EQIT,1.04754238,EQIT,0.747300444
ETWO,0.562811289,ETWO,0.293351683
GEST,0.18443427,GEST,0.117642388
GHLL,1.71545001,GHLL,1.13521596
GLAS,1.35503345,GLAS,0.950666948
GOOD,0.393771695,GOOD,0.208818547
GRAN,1.12728278,GRAN,0.758919119
GREG,0.322533581,GREG,0.229303408
GUAR,1.02168335,GUAR,0.694923777
HAPU,0.931881068,HAPU,0.658585644
HARI,-0.33646928,HARI,-0.1691986
HASU,0.827589676,HASU,0.604938598
HAYC,0.626100518,HAYC,0.44812619
HAYL,1.12411329,HAYL,0.782262333
HDEV,1.43054786,HDEV,0.94068918
HDFC,1.37857825,HDFC,1.00010586
HEXP,0.725914373,HEXP,0.473877831
HHL,1.39950696,HHL,1.09726339
HNB,1.29692609,HNB,0.977371374
HOPL,0.860341097,HOPL,0.439656997
HSIG,0.842229712,HSIG,0.360840567
HUEJ,0.637872918,HUEJ,0.545971839
HUNA,0.442521507,HUNA,0.204557484
HUNT,0.540222367,HUNT,0.292451831
IDL,0,IDL,0
INDO,0.396287166,INDO,0.099433622
JFIN,0.140011068,JFIN,0.143923353
JINS,0.638376012,JINS,0.462285623
JKH,1.96664486,JKH,1.50137624
JKL,1.08301051,JKL,0.772813889
KAHA,1.06127685,KAHA,0.523131484
KAPI,-0.04935352,KAPI,0.021940503
KCAB,1.15857523,KCAB,0.805632013
KDL,1.50399959,KDL,1.03141541
KFP,0.412034009,KFP,0.334136142
KGAL,0.7977562,KGAL,0.487640271
KHC,1.08250742,KHC,0.717790599
KHL,1.522765,KHL,0.793669278
KOTA,1.0760175,KOTA,0.605388524
KURU,1.38038939,KURU,0.973666102
KVAL,0.188459022,KVAL,0.040387465
KZOO,0,KZOO,0
LALU,0.413090506,LALU,0.262200931
LAMB,0.70845701,LAMB,0.455166207
LAND,0,LAND,0
LCEM,0.538209991,LCEM,0.210221257
LCEY,0.553856215,LCEY,0.416657844
LDEV,1.24108265,LDEV,0.830748464
LFIN,1.09699652,LFIN,0.733273343
LHCL,0.641193339,LHCL,0.429732161
LHL,0.482467173,LHL,0.376111581
LIOC,1.16597071,LIOC,0.749867668
LION,-0.10806459,LION,0.001323311
LITE,0.871409166,LITE,0.643685157
LLUB,0.343512602,LLUB,0.187592631
LMF,1.37369824,LMF,0.976233326
LOLC,1.05529003,LOLC,0.783400381
LPRT,0.390250037,LPRT,0.297136354
LVEN,1.09266992,LVEN,0.755901969
LWL,0.440257584,LWL,0.298406733
MADU,0.740202243,MADU,0.341837814
MAL,1.04402072,MAL,0.626746771
MARA,1.69623182,MARA,1.15871797
MASK,1.02852543,MASK,0.574343637
MBSL,1.6955778,MBSL,1.17420071
MGT,0.452180912,MGT,0.38847131
MIRA,1.91774412,MIRA,1.30362058
MORI,-0.20561452,MORI,-0.20082574
MPRH,1.12793681,MPRH,0.614201778
MRH,1.06097499,MRH,0.794251535
MSL,1.30517683,MSL,1.13248994
MULL,1.46611661,MULL,1.14659644
NAMU,0.892237259,NAMU,0.509342578
NDB,1.54444835,NDB,1.18939233
NEH,0.05896262,NEH,-0.10660597
NEST,0.325451526,NEST,0.28382384
NHL,1.12622629,NHL,0.817594749
NTB,1.03410977,NTB,0.757781071
OFEQ,0,OFEQ,0
ONAL,0.239321829,ONAL,0.132886936
OSEA,1.05287518,OSEA,0.797665678
PABC,0.982894803,PABC,0.706436586
