Sector Ratios - 2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,January,,,February,,,March,,,April,,,May,,,June,,,July,,,August,,,September,,,October,,,November,,,December,,
SECTOR ,DIVIDEND,P/E,PRICE TO,DIVIDEND,P/E,PRICE TO,DIVIDEND,P/E,PRICE TO,DIVIDEND,P/E,PRICE TO,DIVIDEND,P/E,PRICE TO,DIVIDEND,P/E,PRICE TO,DIVIDEND,P/E,PRICE TO,DIVIDEND,P/E,PRICE TO,DIVIDEND,P/E,PRICE TO,DIVIDEND,P/E,PRICE TO,DIVIDEND,P/E,PRICE TO,DIVIDEND,P/E,PRICE TO
,YIELD,RATIO,BOOK VALUE,YIELD,RATIO,BOOK VALUE,YIELD,RATIO,BOOK VALUE,YIELD,RATIO,BOOK VALUE,YIELD,RATIO,BOOK VALUE,YIELD,RATIO,BOOK VALUE,YIELD,RATIO,BOOK VALUE,YIELD,RATIO,BOOK VALUE,YIELD,RATIO,BOOK VALUE,YIELD,RATIO,BOOK VALUE,YIELD,RATIO,BOOK VALUE,YIELD,RATIO,BOOK VALUE
"BANKS, FINANCE & INSURANCE",1.4,20.8,3.1,1.4,20.8,3.1,2.1,17.9,2.8,2.1,17.8,2.8,2,18.7,2.9,2.3,17,2.6,2.2,16.3,2.5,2.2,15.3,2.3,2.1,14.8,2.3,2.3,13.5,2.1,2.5,13.4,2.1,2.5,13.2,2.1
"BEVERAGE, FOOD & TOBACCO",1.6,23.6,5.6,1.6,24,5.7,1.6,23.8,5.6,1.5,24.5,5.9,1.5,24.4,5.8,1.8,22.2,5.4,2,21.9,5.1,1.8,22.6,5.4,2.2,15.4,4.2,2.3,14.8,4,2.4,14.9,4,2.3,15.5,4.2
CHEMICALS & PHARMACEUTICALS,1.5,16.5,2.6,1.3,19.1,3,1.4,17.4,2.7,1.3,19.5,3,1.3,19.9,3.1,1.5,17.7,2.8,1.5,18,2.8,1.6,15.1,1.9,1.7,10.7,1.4,1.9,9.6,1.3,2,9.1,1.2,1.9,9.2,1.2
CONSTRUCTION & ENGINEERING,2.6,9.1,3.1,2.5,9.4,3.2,2.7,8.8,3,2.7,13.3,4.5,2.7,12.7,4.3,2.8,11.2,3.8,2.7,11.7,3.9,2.8,11,3.7,2.7,11.2,2.4,2.9,10.2,2.2,3,10.1,2.2,2.9,10.1,2.2
DIVERSIFIED HOLDINGS,0.7,33.3,3.6,0.6,35.7,3.9,0.6,33.8,3.7,0.6,34.5,3.8,0.6,34.7,3.8,0.8,31.4,3.6,0.8,29.3,3.5,0.9,27.7,2.7,0.9,19.9,2,1,18.5,1.9,1.1,17.4,1.8,1.1,17.4,1.8
FOOTWEAR & TEXTILES,0,26.2,1.9,0,26.6,2,0,24.1,1.8,0,24.6,1.8,0,24.9,1.8,0,23.8,1.8,0,22.6,1.7,0.7,37.8,1.6,1,32.5,1.5,1.2,30,1.3,1.2,32,1.4,1.2,32.1,1.4
HEALTH CARE,0.9,33.4,2.4,1,33.4,2.4,1,34.4,2.4,1,34.9,2.5,1,36.6,2.6,1,26.6,2.2,1,26.2,2.2,0.8,17.7,2.4,0.9,20.7,2.3,1,18.1,2,1,18.1,2,1,18.6,2.1
HOTELS & TRAVELS,0.8,107.1,3.2,0.8,106,3.2,0.8,100,3,0.8,100.4,3,0.8,100.1,3,0.9,91.1,2.8,0.4,49.3,2.6,1,34.3,2.2,1,31.7,2.1,1,29.1,2,1.1,27.6,1.9,1.1,27.8,1.9
