Dividend Records - 2008,,,,,,
Security,Rate & Remarks,Date of Announcement,Date Of Ex,Date Of Payment,Cum Price,Ex Price
INDO-N-0,RS.1.84 P/S -1 ST INT.,2008-01-02 00:00:00,2008-01-04 00:00:00,2008-01-17 00:00:00,220,220
SELI-N-0,RS.1.86 P/S - FIRST IN,2008-01-02 00:00:00,2008-01-04 00:00:00,2008-01-17 00:00:00,160,155
SHAL-N-0,RS.1.86 P/S- 2 ND INT.,2008-01-02 00:00:00,2008-01-04 00:00:00,2008-01-17 00:00:00,600,600
TILE-N-0,RS.1.50 PER SHARE - IN,2008-01-16 00:00:00,2008-01-30 00:00:00,2008-02-10 00:00:00,63.5,63.75
BALA-N-0,RS. 0.75 PER SHARE - I,2008-01-17 00:00:00,2008-02-01 00:00:00,2008-02-14 00:00:00,25,24.75
LWL-N-00,RS.1.70 P/S (NET OF TA,2008-01-21 00:00:00,2008-02-08 00:00:00,2008-02-21 00:00:00,66.25,66.25
UCAR-N-0,RS.3.50 P/S - FIRST IN,2008-01-23 00:00:00,2008-01-25 00:00:00,2008-02-07 00:00:00,124.25,129.75
COMB-X-0,"RS. 2.50 PER SHARE, FI",2008-01-28 00:00:00,2008-04-07 00:00:00,2008-04-14 00:00:00,85,82
COMB-N-0,"RS. 2.50 PER SHARE, FI",2008-01-28 00:00:00,2008-04-07 00:00:00,2008-04-14 00:00:00,143,140
CHMX-N-0,RS.2.00 PER SHARE - IN,2008-01-29 00:00:00,2008-02-18 00:00:00,2008-02-29 00:00:00,144.5,143
JKH-N-00,RS.2.00 PER SHARE - 2N,2008-01-30 00:00:00,2008-02-06 00:00:00,2008-02-18 00:00:00,119.5,118
COLO-N-0,RS.0.50 P/S - FIRST &,2008-01-31 00:00:00,2008-03-13 00:00:00,2008-03-19 00:00:00,45,42.5
HASU-N-0,RS.1.00 P/S - FIRST &,2008-02-01 00:00:00,2008-04-01 00:00:00,2008-04-07 00:00:00,24,23.5
HHL-N-00,RS.1.25 PER SHARE - IN,2008-02-05 00:00:00,2008-02-08 00:00:00,2008-02-21 00:00:00,92,92
CIC-X-00,RS.0.50 PER SHARE - IN,2008-02-06 00:00:00,2008-02-11 00:00:00,2008-02-22 00:00:00,25.25,25
CIC-N-00,RS.0.50 PER SHARE - IN,2008-02-06 00:00:00,2008-02-11 00:00:00,2008-02-22 00:00:00,36,35.5
PDL-N-00,RS.2.00 P/S - FIRST &,2008-02-07 00:00:00,2008-03-13 00:00:00,2008-03-19 00:00:00,35.25,33.5
CTEA-N-0,RS.8.00 PER SHARE - IN,2008-02-08 00:00:00,2008-02-18 00:00:00,2008-02-29 00:00:00,320,320
SLTL-N-0,RS.1.00 P/S - FIRST &,2008-02-11 00:00:00,2008-03-31 00:00:00,2008-04-04 00:00:00,41.75,41.25
AHPL-N-0,RS.1.00 PER SHARE - IN,2008-02-12 00:00:00,2008-02-25 00:00:00,2008-03-07 00:00:00,40.25,40.25
UAL-N-00,RS.2.75 P/S - FIRST &,2008-02-15 00:00:00,2008-04-01 00:00:00,2008-04-07 00:00:00,57,55.5
HAPU-N-0,RS.2.00 PER SHARE - FI,2008-02-18 00:00:00,2008-03-31 00:00:00,2008-04-04 00:00:00,53,50
HNB-X-00,RS.3.50 P/S - FIRST &,2008-02-18 00:00:00,2008-03-31 00:00:00,2008-04-04 00:00:00,55.5,51.25
HNB-N-00,RS.3.50 P/S - FIRST &,2008-02-18 00:00:00,2008-03-31 00:00:00,2008-04-04 00:00:00,123,119.75
COML-N-0,RS.2.00 PER SHARE - FI,2008-02-19 00:00:00,2008-04-01 00:00:00,2008-04-07 00:00:00,98.75,99.75
CTCE-N-0,"RS. 3.00 PER SHARE, FI",2008-02-19 00:00:00,2008-03-31 00:00:00,2008-04-04 00:00:00,145.25,138
DOCK-N-0,RS.3.00 P/S - FIRST &,2008-02-21 00:00:00,2008-03-26 00:00:00,2008-03-31 00:00:00,65.25,61.75
JFIN-N-0,RS.1.00 PER SHARE - FI,2008-02-25 00:00:00,2008-03-27 00:00:00,2008-04-02 00:00:00,162.25,158.5
KVAL-N-0,RS.5.50P/S- FIRST&FINA,2008-02-25 00:00:00,2008-03-31 00:00:00,2008-04-04 00:00:00,71.75,67.75
TPL-N-00,RS.2.50 P/S - INTERIM,2008-02-25 00:00:00,2008-03-04 00:00:00,2008-03-17 00:00:00,37.5,36.75
CINS-N-0,RS.3.00 P/S - FIRST &,2008-02-27 00:00:00,2008-03-28 00:00:00,2008-04-03 00:00:00,204.75,205.75
STAF-N-0,RS.0.50 PER SHARE - IN,2008-02-29 00:00:00,2008-03-11 00:00:00,2008-03-25 00:00:00,11.5,11.25
DIPD-N-0,RS.1.50 P/S - INTERIM,2008-03-03 00:00:00,2008-03-10 00:00:00,2008-03-24 00:00:00,84,83
HAYC-N-0,RS.1.50 P/S - INTERIM,2008-03-05 00:00:00,2008-03-11 00:00:00,2008-03-25 00:00:00,52.75,52.25
MGT-N-00,RS.2.50 PER SHARE - IN,2008-03-05 00:00:00,2008-03-12 00:00:00,2008-03-26 00:00:00,59,58
NTB-N-00,RS.1.00 P/S - FIRST &,2008-03-05 00:00:00,2008-03-31 00:00:00,2008-04-04 00:00:00,30,29.75
SINS-N-0,RS.2.00 PER SHARE - FI,2008-03-07 00:00:00,2008-03-28 00:00:00,2008-04-03 00:00:00,60,57.25
AGAL-N-0,RS. 2.00 PER SHARE-1ST,2008-03-10 00:00:00,2008-03-31 00:00:00,2008-04-04 00:00:00,39,38.25
JKH-N-00,RS. 1.00 PER SHARE-3RD,2008-03-10 00:00:00,2008-03-17 00:00:00,2008-03-31 00:00:00,120.25,120
KGAL-N-0,RS.3.00 PER SHARE - IN,2008-03-11 00:00:00,2008-03-17 00:00:00,2008-03-31 00:00:00,63,61.5
CFI-N-00,RS.1.00 PER SHARE - FI,2008-03-12 00:00:00,2008-04-22 00:00:00,2008-04-28 00:00:00,21,20.25
CIT-N-00,RS.1.00 PER SHARE - FI,2008-03-12 00:00:00,2008-04-22 00:00:00,2008-04-28 00:00:00,20,19.75
DIMO-N-0,RS.1.50 PER SHARE - IN,2008-03-12 00:00:00,2008-03-14 00:00:00,2008-03-27 00:00:00,87.25,87
REG-N-00,RS.3.00 PER SHARE - FI,2008-03-13 00:00:00,2008-03-28 00:00:00,2008-04-03 00:00:00,52.25,50
SERV-N-0,RS.4.00 PER SHARE - 1S,2008-03-13 00:00:00,2008-04-01 00:00:00,2008-04-14 00:00:00,145,150
SINI-N-0,RS.2.00 PER SHARE - FI,2008-03-13 00:00:00,2008-03-28 00:00:00,2008-04-03 00:00:00,62,60
COMD-N-0,RS.1.50 PER SHARE - FI,2008-03-14 00:00:00,2008-04-17 00:00:00,2008-04-24 00:00:00,48,49
NDB-N-00,RS.6.00 PER SHARE - FI,2008-03-17 00:00:00,2008-04-30 00:00:00,2008-05-07 00:00:00,172,161.25
SAMP-N-0,RS.3.00 PER SHARE - FI,2008-03-19 00:00:00,2008-05-12 00:00:00,2008-05-16 00:00:00,105.5,105
OSEA-N-0,RS.0.50 PER SHARE - FI,2008-03-24 00:00:00,2008-04-25 00:00:00,2008-04-30 00:00:00,13.5,13.25
CARG-N-0,RS.7.50 PER SHARE - IN,2008-03-25 00:00:00,2008-04-08 00:00:00,2008-04-22 00:00:00,1900,1898.3
PABC-N-0,RS.0.75 PER SHARE - FI,2008-03-26 00:00:00,2008-04-25 00:00:00,2008-05-02 00:00:00,12.25,11.25
MBSL-N-0,RS.1.00 PER SHARE - FI,2008-03-27 00:00:00,2008-04-24 00:00:00,2008-04-30 00:00:00,16.25,15.5
SPEN-N-0,RS.3.00 PER SHARE - IN,2008-04-01 00:00:00,2008-04-03 00:00:00,2008-04-10 00:00:00,435,435.25
AMSL-N-0,RS.0.075 PER SHARE - I,2008-04-02 00:00:00,2008-04-29 00:00:00,2008-05-06 00:00:00,8,8
ASIR-N-0,RS.0.75 PER SHARE - IN,2008-04-02 00:00:00,2008-04-23 00:00:00,2008-05-06 00:00:00,56.25,56.25
SMLL-N-0,RS.0.50 PER SHARE - FI,2008-04-02 00:00:00,2008-04-29 00:00:00,2008-05-05 00:00:00,16,16
VPEL-N-0,RS.0.30 PER SHARE (TAX,2008-04-02 00:00:00,2008-04-22 00:00:00,2008-05-05 00:00:00,2.6,2.4
NEST-N-0,RS.16.00 PER SHARE - F,2008-04-04 00:00:00,2008-05-28 00:00:00,2008-06-03 00:00:00,280,260.5
DIAL-N-0,RS.0.55 PER SHARE - FI,2008-04-21 00:00:00,2008-05-09 00:00:00,2008-05-15 00:00:00,15.75,15.5
HAYL-N-0,RS.1.50 PER SHARE - IN,2008-04-23 00:00:00,2008-04-28 00:00:00,2008-05-09 00:00:00,98,97.75
LHL-N-00,RS.0.50 PER SHARE - IN,2008-04-24 00:00:00,2008-06-24 00:00:00,2008-06-30 00:00:00,37,39.75
CTC-N-00,RS.1.85 PER SHARE - FI,2008-04-29 00:00:00,2008-05-09 00:00:00,2008-05-23 00:00:00,69.25,68.25
GLAS-N-0,RS.0.02 (CENTS TWO) PE,2008-04-30 00:00:00,2008-07-31 00:00:00,2008-08-06 00:00:00,2.3,2.3
HARI-N-0,RS.10.00 PER SHARE - I,2008-05-02 00:00:00,2008-05-14 00:00:00,2008-05-28 00:00:00,455,450
LLUB-N-0,RS.3.00 PER SHARE - FI,2008-05-02 00:00:00,2008-05-09 00:00:00,2008-05-23 00:00:00,102.75,100
CDIC-N-0,RS.2.85 PER SHARE - FI,2008-05-08 00:00:00,2008-06-23 00:00:00,2008-06-27 00:00:00,94,90.5
ETWO-N-0,RS.0.04 PER SHARE - FI,2008-05-08 00:00:00,2008-06-12 00:00:00,2008-06-19 00:00:00,11.5,11.75
GOOD-N-0,RS.2.40 PER SHARE - FI,2008-05-09 00:00:00,2008-06-09 00:00:00,2008-06-13 00:00:00,184,199
INDO-N-0,RS.1.00 PER SHARE - FI,2008-05-09 00:00:00,2008-06-09 00:00:00,2008-06-13 00:00:00,300,279
SELI-N-0,RS.3.20 PER SHARE - FI,2008-05-09 00:00:00,2008-06-09 00:00:00,2008-06-13 00:00:00,200.25,200
SHAL-N-0,RS.2.00 PER SHARE - FI,2008-05-09 00:00:00,2008-06-09 00:00:00,2008-06-13 00:00:00,600,600
DIMO-N-0,RS.2.50 PER SHARE - FI,2008-05-12 00:00:00,2008-06-16 00:00:00,2008-06-27 00:00:00,132.5,129.75
WAPO-N-0,RS.15.00 PER SHARE - F,2008-05-12 00:00:00,2008-06-12 00:00:00,2008-06-19 00:00:00,500,
APDL-N-0,RS.2.50 PER SHARE - FI,2008-05-13 00:00:00,2008-06-27 00:00:00,2008-07-03 00:00:00,52.25,55
DIPD-N-0,RS.1.50 PER SHARE - FI,2008-05-13 00:00:00,2008-06-27 00:00:00,2008-07-03 00:00:00,79,79
EQIT-N-0,RS.0.20 PER SHARE - FI,2008-05-13 00:00:00,2008-06-12 00:00:00,2008-06-19 00:00:00,21.75,21.5
HAYC-N-0,RS.1.00 PER SHARE - FI,2008-05-14 00:00:00,2008-06-26 00:00:00,2008-07-02 00:00:00,60,60
MGT-N-00,RS.3.90 PER SHARE - FI,2008-05-14 00:00:00,2008-06-25 00:00:00,2008-07-01 00:00:00,55,52
BALA-N-0,RS. 1.25 PER SHARE - 2,2008-05-15 00:00:00,2008-07-02 00:00:00,2008-07-08 00:00:00,28,27
CARE-N-0,RS. 2.00 PER SHARE - F,2008-05-15 00:00:00,2008-09-16 00:00:00,2008-09-22 00:00:00,58,55
CHL-N-00,RS. 1.50 PER SHARE-INT,2008-05-15 00:00:00,2008-05-28 00:00:00,2008-06-09 00:00:00,55,55
CHL-X-00,RS. 1.50 PER SHARE - I,2008-05-15 00:00:00,2008-05-28 00:00:00,2008-06-09 00:00:00,37.5,37
SEYB-X-0,RS. 1.50 PER SHARE - F,2008-05-15 00:00:00,2008-07-01 00:00:00,2008-07-07 00:00:00,9.5,8
SEYB-N-0,RS. 1.50 PER SHARE - F,2008-05-15 00:00:00,2008-07-01 00:00:00,2008-07-07 00:00:00,29,28.5
HAYL-N-0,RS.1.50 PER SHARE - FI,2008-05-16 00:00:00,2008-06-30 00:00:00,2008-07-04 00:00:00,135,135.75
KGAL-N-0,RS.2.00 PER SHARE - FI,2008-05-16 00:00:00,2008-07-24 00:00:00,2008-07-30 00:00:00,61.5,61
MASK-N-0,RS.1.00 PER SHARE - FI,2008-05-16 00:00:00,2008-07-24 00:00:00,2008-07-30 00:00:00,22.5,23
NAMU-N-0,RS.2.00 PER SHARE - FI,2008-05-16 00:00:00,2008-07-24 00:00:00,2008-07-30 00:00:00,42,41
CINV-N-0,RS.1.75 PER SHARE - FI,2008-05-21 00:00:00,2008-06-17 00:00:00,2008-06-24 00:00:00,83.5,81
GUAR-N-0,RS.1.75 PER SHARE - FI,2008-05-21 00:00:00,2008-06-17 00:00:00,2008-06-24 00:00:00,168,165.25
UCAR-N-0,RS.4.00 PER SHARE - FI,2008-05-21 00:00:00,2008-06-16 00:00:00,2008-06-19 00:00:00,130.75,126.25
AHPL-N-0,RS.2.00 PER SHARE - FI,2008-05-22 00:00:00,2008-07-01 00:00:00,2008-07-07 00:00:00,37,35.25
AMW-N-00,RS.2.00 PER SHARE - FI,2008-05-22 00:00:00,2008-06-13 00:00:00,2008-06-26 00:00:00,152,151.5
CIC-N-00,RS.1.00 PER SHARE - FI,2008-05-22 00:00:00,2008-07-01 00:00:00,2008-07-07 00:00:00,33.25,32.25
CIC-X-00,RS.1.00 PER SHARE - FI,2008-05-22 00:00:00,2008-07-01 00:00:00,2008-07-07 00:00:00,26.5,25
JKH-N-00,RS.1.00 PER SHARE - FI,2008-05-22 00:00:00,2008-06-16 00:00:00,2008-06-27 00:00:00,112,112
JKL-N-00,RS.10.00 PER SHARE - F,2008-05-22 00:00:00,2008-07-01 00:00:00,2008-07-07 00:00:00,94.75,83.25
CCS-N-00,RS.1.00 PER SHARE - FI,2008-05-23 00:00:00,2008-06-27 00:00:00,2008-07-03 00:00:00,119.75,117
CHMX-N-0,RS.1.00 PER SHARE - FI,2008-05-23 00:00:00,2008-07-01 00:00:00,2008-07-07 00:00:00,49.75,49
KFP-N-00,RS.3.50 PER SHARE - FI,2008-05-23 00:00:00,2008-06-27 00:00:00,2008-07-03 00:00:00,64.75,60.25
KOTA-N-0,RS.2.00 PER SHARE - FI,2008-05-26 00:00:00,2008-07-03 00:00:00,2008-07-09 00:00:00,51.75,52
TSML-N-0,RS.8.00 PER SHARE - FI,2008-05-26 00:00:00,2008-07-01 00:00:00,2008-07-07 00:00:00,94,83.25
BREW-N-0,RS.3.00 PER SHARE - FI,2008-05-27 00:00:00,2008-06-23 00:00:00,2008-06-27 00:00:00,63.25,60.5
CFIN-N-0,RS.1.25 PER SHARE - SE,2008-05-27 00:00:00,2008-06-10 00:00:00,2008-06-23 00:00:00,225,225
TRAN-N-0,RS.1.50 PER SHARE - FI,2008-05-27 00:00:00,2008-06-27 00:00:00,2008-07-03 00:00:00,91.5,90
AHUN-N-0,RS.1.00 PER SHARE - FI,2008-05-28 00:00:00,2008-06-30 00:00:00,2008-07-04 00:00:00,87,87.25
BUKI-N-0,RS.5.00 PER SHARE - FI,2008-05-28 00:00:00,2008-07-01 00:00:00,2008-07-07 00:00:00,1600,1506.5
CARS-N-0,RS.3.00 PER SHARE - FI,2008-05-28 00:00:00,2008-07-01 00:00:00,2008-07-07 00:00:00,4200,4000
HHL-N-00,RS.1.25 PER SHARE - FI,2008-05-28 00:00:00,2008-06-30 00:00:00,2008-07-04 00:00:00,81,83.75
SPEN-N-0,RS.4.00 PER SHARE - FI,2008-05-28 00:00:00,2008-06-30 00:00:00,2008-07-04 00:00:00,540,525
HOPL-N-0,RS.1.50 PER SHARE - IN,2008-06-02 00:00:00,2008-06-19 00:00:00,2008-07-01 00:00:00,33.5,33
CWM-N-00,RS.0.75 PER SHARE - FI,2008-06-04 00:00:00,2008-07-14 00:00:00,2008-07-21 00:00:00,22.5,22
DFCC-N-0,RS.5.00 PER SHARE - FI,2008-06-05 00:00:00,2008-07-01 00:00:00,2008-07-07 00:00:00,120.5,114.75
CTLD-N-0,RS.0.50 PER SHARE - FI,2008-06-06 00:00:00,2008-07-01 00:00:00,2008-07-07 00:00:00,15,14.25
HDFC-N-0,RS.5.00 PER SHARE - FI,2008-06-06 00:00:00,2008-07-01 00:00:00,2008-07-07 00:00:00,110.25,105
WATA-N-0,RS.2.50 PER SHARE - FI,2008-06-06 00:00:00,2008-07-08 00:00:00,2008-07-14 00:00:00,72.25,72.5
LOLC-N-0,RS.2.80 PER SHARE - IN,2008-06-12 00:00:00,2008-06-16 00:00:00,2008-06-26 00:00:00,112.5,112.5
UML-N-00,RS.4.00 PER SHARE - FI,2008-06-19 00:00:00,2008-07-29 00:00:00,2008-07-31 00:00:00,56.25,55
AUTO-N-0,RS. 4.00 PER SHARE INT,2008-06-23 00:00:00,2008-07-01 00:00:00,2008-07-11 00:00:00,250,227.5
SMOT-N-0,RS.16.00 PER SHARE - F,2008-06-25 00:00:00,2008-08-06 00:00:00,2008-08-12 00:00:00,140,130
ONAL-N-0,RS.1.15 PER SHARE - FI,2008-06-26 00:00:00,2008-08-13 00:00:00,2008-08-19 00:00:00,32.5,31
RCL-N-00,RS.1.00 PER SHARE - IN,2008-06-27 00:00:00,2008-07-09 00:00:00,2008-07-22 00:00:00,42.5,42.5
SOY-N-00,RS.1.30 PER SHARE - FI,2008-06-27 00:00:00,2008-08-07 00:00:00,2008-08-13 00:00:00,85,85
CSD-N-00,RS.0.50 PER SHARE - FI,2008-06-30 00:00:00,2008-11-06 00:00:00,2008-11-13 00:00:00,7.5,6.75
MAL-N-00,RS.0.75 PER SHARE - FI,2008-06-30 00:00:00,2008-08-11 00:00:00,2008-08-15 00:00:00,58,58.5
CLND-N-0,RS.0.10 PER SHARE - FI,2008-07-01 00:00:00,2008-07-24 00:00:00,2008-07-30 00:00:00,4.8,5
PMB-N-00,RS. 0.40 PER SHARE - F,2008-07-02 00:00:00,2008-07-24 00:00:00,2008-07-30 00:00:00,48.5,48.5
SUN-N-00,RS.2.50 PER SHARE - FI,2008-07-02 00:00:00,2008-08-01 00:00:00,2008-08-07 00:00:00,165,145
LVEN-N-0,RS.1.50 PER SHARE - FI,2008-07-04 00:00:00,2008-08-29 00:00:00,2008-09-04 00:00:00,12.25,10.5
LFIN-N-0,RS.2.25 PER SHARE - FI,2008-07-07 00:00:00,2008-07-29 00:00:00,2008-08-04 00:00:00,22,19.25
SIRA-N-0,RS.0.07 PER SHARE - FI,2008-07-10 00:00:00,2008-09-19 00:00:00,2008-09-25 00:00:00,1.7,1.7
BOPL-N-0,RS.0.30 PER SHARE - FI,2008-07-18 00:00:00,2008-09-09 00:00:00,2008-09-15 00:00:00,26,25.75
ARPI-N-0,RS.3.00 PER SHARE - FI,2008-07-24 00:00:00,2008-08-25 00:00:00,2008-08-27 00:00:00,65,61
LLUB-N-0,RS. 4.00 PER SHARE-SEC,2008-07-25 00:00:00,2008-08-05 00:00:00,2008-08-15 00:00:00,106.5,100.75
AEC-N-00,RS.9.00 PER SHARE - FI,2008-07-28 00:00:00,2008-09-11 00:00:00,2008-09-15 00:00:00,1691.75,1700
MSL-N-00,RS.2.50 PER SHARE - FI,2008-07-28 00:00:00,2008-09-15 00:00:00,2008-09-19 00:00:00,110.25,110
CTC-N-00,RS.2.77 PER SHARE - SE,2008-07-29 00:00:00,2008-08-05 00:00:00,2008-08-15 00:00:00,75.75,75
CTEA-N-0,RS. 14.50 PER SHARE-FI,2008-07-30 00:00:00,2008-09-05 00:00:00,2008-09-08 00:00:00,340,320
VLL-N-00,RS. 0.50 PER SHARE-FIN,2008-07-31 00:00:00,2008-09-11 00:00:00,2008-09-17 00:00:00,23.75,23.75
MORI-X-0,RS. 10.40 PER SHARE-FI,2008-08-01 00:00:00,2008-09-29 00:00:00,2008-09-30 00:00:00,310,310
MORI-N-0,RS. 10.40 PER SHARE-FI,2008-08-01 00:00:00,2008-09-29 00:00:00,2008-09-30 00:00:00,450,400
COMB-X-0,RS.1.50 PER SHARE - IN,2008-08-06 00:00:00,2008-08-18 00:00:00,2008-08-28 00:00:00,80.5,80
COMB-N-0,RS.1.50 PER SHARE - IN,2008-08-06 00:00:00,2008-08-18 00:00:00,2008-08-28 00:00:00,126.75,126.25
EMER-N-0,RS.3.00 PER SHARE - FI,2008-08-07 00:00:00,2008-09-05 00:00:00,2008-09-10 00:00:00,171.5,171.5
VPEL-N-0,RS.0.29 PER SHARE - IN,2008-08-08 00:00:00,2008-08-27 00:00:00,2008-09-08 00:00:00,4.7,4.4
CFIN-N-0,RS.2.00 PER SHARE - FI,2008-08-11 00:00:00,2008-09-01 00:00:00,2008-09-05 00:00:00,212.75,212
RHL-N-00,RS.0.80 PER SHARE - FI,2008-08-11 00:00:00,2008-09-01 00:00:00,2008-09-05 00:00:00,73.25,77
TILE-N-0,RS.2.62 PER SHARE - FI,2008-08-13 00:00:00,2008-08-29 00:00:00,2008-09-04 00:00:00,63,61.75
HARI-N-0,RS.12.00 PER SHARE - F,2008-08-14 00:00:00,2008-09-29 00:00:00,2008-10-03 00:00:00,450,
ASHO-N-0,RS.10.00 PER SHARE - F,2008-08-18 00:00:00,2008-09-30 00:00:00,2008-10-02 00:00:00,429.5,335
CARG-N-0,RS.0.20 PER SHARE - FI,2008-08-20 00:00:00,2008-09-22 00:00:00,2008-09-26 00:00:00,33,33.25
PALM-N-0,RS. 1.00 PER SHARE-INT,2008-08-21 00:00:00,2008-09-05 00:00:00,2008-09-17 00:00:00,100,95
CIND-N-0,RS.4.50 PER SHARE - FI,2008-08-25 00:00:00,2008-09-29 00:00:00,2008-09-30 00:00:00,114.75,99.5
LMF-N-00,RS.1.20 PER SHARE - IN,2008-08-25 00:00:00,2008-09-19 00:00:00,2008-09-30 00:00:00,40.5,43
CHOU-N-0,RS.0.50 PER SHARE - FI,2008-08-27 00:00:00,2008-09-29 00:00:00,2008-09-30 00:00:00,25.25,25
ALLI-N-0,RS.4.00 PER SHARE - FI,2008-08-28 00:00:00,2008-09-25 00:00:00,2008-09-29 00:00:00,220,220
APLA-N-0,RS.0.75 PER SHARE - IN,2008-08-28 00:00:00,2008-09-15 00:00:00,2008-09-25 00:00:00,37,36.5
CABO-N-0,RS.1.00 PER SHARE - FI,2008-08-28 00:00:00,2008-09-30 00:00:00,2008-09-30 00:00:00,25.5,23.75
KCAB-N-0,RS.2.25 PER SHARE - IN,2008-08-28 00:00:00,2008-09-15 00:00:00,2008-09-25 00:00:00,88.75,88.25
LALU-N-0,RS.1.25 PER SHARE - FI,2008-08-28 00:00:00,2008-09-26 00:00:00,2008-10-02 00:00:00,30,29
PHAR-N-0,RS.3.75 PER SHARE - FI,2008-08-28 00:00:00,2008-10-02 00:00:00,2008-10-08 00:00:00,263.75,229
RENU-N-0,RS.5.00 PER SHARE - FI,2008-08-28 00:00:00,2008-09-30 00:00:00,2008-09-30 00:00:00,93,80
ACL-N-00,RS.0.50 PER SHARE - IN,2008-08-29 00:00:00,2008-09-17 00:00:00,2008-09-29 00:00:00,38.25,37
JFIN-N-0,RS.1.00 PER SHARE - 1S,2008-08-29 00:00:00,2008-09-03 00:00:00,2008-09-15 00:00:00,177.5,150
ASPH-N-0,RS. 4.00 PER SHARE- FI,2008-09-01 00:00:00,2008-10-02 00:00:00,2008-10-08 00:00:00,170,150
DIST-N-0,RS. 1.75 PER SHARE-FIN,2008-09-01 00:00:00,2008-09-19 00:00:00,2008-09-25 00:00:00,71.25,71.75
SLND-N-0,RS.10.00 PER SHARE - F,2008-09-04 00:00:00,2008-10-02 00:00:00,2008-10-02 00:00:00,500,450
TKYO-N-0,RS.4.00 PER SHARE - FI,2008-09-05 00:00:00,2008-09-30 00:00:00,2008-10-07 00:00:00,197,195.5
TKYO-X-0,RS.0.40 PER SHARE - FI,2008-09-05 00:00:00,2008-09-30 00:00:00,2008-10-07 00:00:00,12.75,12.5
HUNT-N-0,RS.0.50 PER SHARE - FI,2008-09-08 00:00:00,2008-10-02 00:00:00,2008-10-08 00:00:00,280,279.75
MPRH-N-0,RS.1.00 PER SHARE - IN,2008-09-08 00:00:00,2008-09-11 00:00:00,2008-09-22 00:00:00,53.5,53.5
ABAN-N-0,RS.3.00 PER SHARE - FI,2008-09-15 00:00:00,2008-09-30 00:00:00,2008-10-07 00:00:00,90,73
GOOD-N-0,RS.1.46 PER SHARE - FI,2008-09-16 00:00:00,2008-09-19 00:00:00,2008-09-29 00:00:00,167.75,165
SELI-N-0,RS.0.72 PER SHARE - FI,2008-09-16 00:00:00,2008-09-19 00:00:00,2008-09-29 00:00:00,217.25,205
KURU-N-0,RS. 1.00 PER SHARE FIN,2008-09-18 00:00:00,2008-10-17 00:00:00,2008-10-23 00:00:00,30,27.75
BFL-N-00,RS. 1.00 PER SHARE FIN,2008-09-22 00:00:00,2008-10-23 00:00:00,2008-10-30 00:00:00,13.25,11.5
LWL-N-00,RS. 2.41 PER SHARE-FIN,2008-09-23 00:00:00,2008-10-21 00:00:00,2008-10-28 00:00:00,80,76
SINS-N-0,RS.4.00 PER SHARE INTE,2008-09-25 00:00:00,2008-10-03 00:00:00,2008-10-16 00:00:00,54.25,53
CINS-X-0,RS.1.00 PER SHARE  INTE,2008-09-30 00:00:00,2008-10-23 00:00:00,2008-10-30 00:00:00,152,148.75
CINS-N-0,RS.1.00 PER SHARE  INTE,2008-09-30 00:00:00,2008-10-23 00:00:00,2008-10-30 00:00:00,209.75,203.75
CTHR-N-0,Rs.0.15 PER SHARE  2INTE,2008-10-02 00:00:00,2008-10-07 00:00:00,2008-10-20 00:00:00,33,33
JKH-N-00,RS. 1.00 PER SHARE  INTE,2008-10-02 00:00:00,2008-10-13 00:00:00,2008-10-24 00:00:00,75.25,76
