Crossings 2022 (January to December),,,,,,
QUARTER,TRADE DATE,COMPANY NAME,SECURITY ID,PRICE,QUANTITY,TURNOVER
2022-1,03-JAN-22,AMBEON HOLDINGS PLC,GREG.N0000,51,1000000,51000000
2022-1,03-JAN-22,KOTAGALA PLANTATIONS PLC,KOTA.N0000,8,2500000,20000000
2022-1,03-JAN-22,L O L C HOLDINGS PLC,LOLC.N0000,1180,30000,35400000
2022-1,03-JAN-22,PRIME LANDS RESIDENCIES PLC,PLR.N0000,11.8,2000000,23600000
2022-1,03-JAN-22,PRIME LANDS RESIDENCIES PLC,PLR.N0000,11.8,2500000,29500000
2022-1,03-JAN-22,PRIME LANDS RESIDENCIES PLC,PLR.N0000,11.8,2500000,29500000
2022-1,03-JAN-22,PRIME LANDS RESIDENCIES PLC,PLR.N0000,11.8,1740000,20532000
2022-1,03-JAN-22,PRIME LANDS RESIDENCIES PLC,PLR.N0000,11.8,2760400,32572720
2022-1,03-JAN-22,PRIME LANDS RESIDENCIES PLC,PLR.N0000,11.8,1740000,20532000
2022-1,03-JAN-22,PRIME LANDS RESIDENCIES PLC,PLR.N0000,11.8,1700000,20060000
2022-1,03-JAN-22,PRIME LANDS RESIDENCIES PLC,PLR.N0000,11.8,2500000,29500000
2022-1,03-JAN-22,PRIME LANDS RESIDENCIES PLC,PLR.N0000,11.8,1700000,20060000
2022-1,03-JAN-22,PRIME LANDS RESIDENCIES PLC,PLR.N0000,11.8,2600000,30680000
2022-1,03-JAN-22,RENUKA HOLDINGS PLC,RHL.N0000,20.5,2000000,41000000
2022-1,03-JAN-22,ROYAL CERAMICS LANKA PLC,RCL.N0000,79,495000,39105000
2022-1,03-JAN-22,ROYAL CERAMICS LANKA PLC,RCL.N0000,79,255000,20145000
2022-1,04-JAN-22,ASIA SIYAKA COMMODITIES LIMITED,ASIY.N0000,3.4,10000000,34000000
2022-1,04-JAN-22,NATIONAL DEVELOPMENT BANK PLC,NDB.N0000,72,4564807,328666104
2022-1,04-JAN-22,NATIONAL DEVELOPMENT BANK PLC,NDB.N0000,72,1943913,139961736
