Sector Ratios - 2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,January,,,February,,,March,,,April,,,May,,,June,,,July,,,August,,,September,,,October,,,November,,,December,,
INVESTMENT TRUSTS,0.7,26.0516,1.8091,0.7,22.9811,1.5959,0.7,23.2624,1.6154,0.7,25.5275,1.7727,0.6,28.1695,1.9562,0.6,31.609,1.7045,0.9,29.2924,1.3223,0.9,27.2678,1.2309,0.8,29.7768,1.3442,1.7,20.0869,1.1316,1.8,19.0388,1.0725,1.7,25.4351,1.0886
INFORMATION TECHNOLOGY,0,15.0545,1.3338,0,13.5785,1.203,0,10.9895,0.9737,0,14.1116,1.2503,0,14.6387,1.297,0,8.2126,0.7276,0,8.881,0.7868,0,8.3891,0.7433,0,10.2463,0.9078,0,10.0764,0.8928,1.4,7.5239,0.9374,1.2,,1.5101
LAND & PROPERTY,2.2,8.2706,0.8248,2.3,7.7687,0.7747,2.3,7.8447,0.7823,2.1,9.2329,0.9208,1.6,11.0392,1.1009,1.8,10.1578,1.0039,0.7,9.8514,0.9218,0.7,8.9997,0.8421,0.7,9.341,0.874,0.9,9.9058,0.9031,1,9.8963,0.8517,1,10.2124,0.8915
MANUFACTURING,3.9,10.2884,1.6292,4,10.0932,1.7354,3.9,10.1916,1.7524,3.6,11.0061,1.8924,3.1,12.833,2.2065,3.2,12.216,2.0942,3.1,13.0212,1.9287,3.4,12.701,1.8072,3.5,12.439,1.7699,4,13.1079,1.8314,4.1,12.8227,1.7353,3.9,12.9939,1.7877
MOTORS,2.3,5.4537,1.9517,3.9,4.586,1.4483,3.9,4.534,1.4319,3.9,4.5726,1.4441,3.3,5.3073,1.6761,5.8,4.1497,1.4244,6.3,3.8644,1.3229,6.6,3.6804,1.2599,6.6,3.715,1.2718,3.9,7.4335,1.1313,4,7.2426,1.1023,4,7.4275,1.1304
OIL PALMS,1.3,88.6446,7.15,1.4,86.7918,7.0006,1.4,85.907,6.9292,1.4,87.5609,7.0626,1.3,89.8363,7.2462,1.3,87.8737,7.0879,1.4,82.5924,6.7979,1.5,82.1832,6.7642,1.4,83.7063,6.8896,1.4,86.3632,7.1082,1.5,83.6317,4.2203,1.6,80.9582,4.0853
PLANTATIONS,4.3,8.1307,0.9744,4.9,8.6061,0.9392,4.7,8.8834,0.9694,4.6,9.0321,0.9857,4.4,10.0585,1.0649,4.8,14.3431,1.0293,7.1,9.4977,0.8075,7.5,9.0382,0.7503,7.4,9.2047,0.7641,7.3,8.6037,0.7759,6,6.7451,0.7213,5.9,6.5168,0.7288
POWER & ENERGY,4.7,12.4728,1.3618,5.3,11.7032,1.2778,5.4,11.677,1.2749,5.3,12.7241,1.3893,5.1,15.6532,1.5594,6.5,15.0874,1.4388,6.2,14.7807,1.4268,6.3,14.7782,1.4266,6.3,14.466,1.3965,5.8,12.2067,1.483,5.5,12.8453,1.5789,5.6,7.6344,1.4043
SERVICES,3.5,7.9091,2.0849,3.8,7.111,1.8745,3.8,6.9973,1.8445,3.6,7.4304,1.9587,2.7,9.2666,2.4427,3,8.2156,2.2465,4.4,9.6079,1.8935,5,8.6764,1.71,5.1,8.8429,1.7428,4.8,9.3432,1.8414,5.4,8.2356,1.6921,5.7,7.6051,1.5969
STORES & SUPPLIES,0.4,7.2956,0.621,0.5,6.3954,0.5444,0.5,6.9122,0.5884,0.5,6.9614,0.5926,0.4,7.9398,0.718,0.4,26.2943,2.1413,0.6,32.8431,2.1201,0.7,29.8338,1.9259,0.7,29.6134,1.9117,1.1,19.2872,1.7761,1.2,17.7332,1.633,1.2,17.7,1.6299
TELECOMMUNICATION,1.9,15.7034,1.5883,1.9,15.6667,1.5846,2,15.611,1.579,2,15.7419,1.5922,2,15.8442,1.6025,2.1,14.7007,1.4869,2.1,14.8307,1.4621,2.1,14.612,1.4405,2.2,14.698,1.449,2.2,15.1353,1.4921,2.9,15.1004,1.4421,3,14.6658,1.4006
TRADING,1.3,13.8605,1.6717,1.5,12.5028,1.5079,1.4,12.82,1.5462,1.4,13.1277,1.5833,1.3,13.4586,1.623,1.4,12.4918,1.5627,1.2,12.1095,1.4744,1.4,11.32,1.3783,1.4,11.771,1.4332,1.4,11.2383,1.3683,1.6,10.3467,1.2467,1.5,10.7332,1.2983
