Sector Ratios - 2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,January,,,February,,,March,,,April,,,May,,,June,,,July,,,August,,,September,,,October,,,November,,,December,,
SECTOR ,DIVIDEND,P/E,PRICE TO,DIVIDEND,P/E,PRICE TO,DIVIDEND,P/E,PRICE TO,DIVIDEND,P/E,PRICE TO,DIVIDEND,P/E,PRICE TO,DIVIDEND,P/E,PRICE TO,DIVIDEND,P/E,PRICE TO,DIVIDEND,P/E,PRICE TO,DIVIDEND,P/E,PRICE TO,DIVIDEND,P/E,PRICE TO,DIVIDEND,P/E,PRICE TO,DIVIDEND,P/E,PRICE TO
,YIELD,RATIO,BOOK VALUE,YIELD,RATIO,BOOK VALUE,YIELD,RATIO,BOOK VALUE,YIELD,RATIO,BOOK VALUE,YIELD,RATIO,BOOK VALUE,YIELD,RATIO,BOOK VALUE,YIELD,RATIO,BOOK VALUE,YIELD,RATIO,BOOK VALUE,YIELD,RATIO,BOOK VALUE,YIELD,RATIO,BOOK VALUE,YIELD,RATIO,BOOK VALUE,YIELD,RATIO,BOOK VALUE
"BANKS, FINANCE & INSURANCE",3.1,11.1323,1.7536,3.1,9.8134,1.6955,3,10.2208,1.7659,3,10.415,1.7988,2.8,10.761,1.8586,2.9,10.2488,1.7483,3,9.8738,1.69,3.1,9.4796,1.609,3.1,9.5001,1.6125,3.7,8.2053,1.4579,4,7.6682,1.3537,3.6,8.481,1.3718
"BEVERAGE, FOOD & TOBACCO",2.3,19.6911,5.9794,2.3,18.5078,5.6065,2.3,19.1218,5.7925,2.2,19.931,6.0376,1.9,23.2807,7.0523,2,22.5181,6.6613,2.9,21.6885,6.2733,2.8,22.7907,6.5921,3,21.3314,6.17,3,21.6797,6.2874,3.1,21.3719,6.1123,2.9,23.925,5.3701
CHEMICALS & PHARMACEUTICALS,2.4,7.9511,1.1739,2.7,7.204,1.084,2.7,7.0575,1.062,2.6,7.2835,1.096,2.2,8.5089,1.2804,2.4,10.0535,1.6456,2.7,8.0865,1.4128,2.9,7.7244,1.3495,3,7.4771,1.3063,2.8,7.7811,1.3594,3,7.312,1.2653,3.4,9.587,1.2521
CONSTRUCTION & ENGINEERING,1.6,14.1517,1.6802,1.5,14.1025,1.6744,1.6,13.5514,1.6089,1.6,13.7497,1.6325,1.5,14.9812,1.7787,1.6,14.1648,1.6818,2,13.6659,1.6075,2.1,13.1242,1.5438,2.2,12.9113,1.5188,2,13.9247,1.638,2.1,13.3167,1.5665,3,10.8611,1.5062
DIVERSIFIED HOLDINGS,1.1,25.6848,2.2175,1.1,24.6519,2.2815,1.1,25.1544,2.328,1.1,25.7501,2.3831,1,28.1372,2.6041,1.2,24.5762,2.3784,1.2,24.1056,2.3429,1.3,21.2972,2.07,1.3,21.8069,2.1195,1.2,21.6202,1.9694,1.3,20.694,1.8947,1.3,22.9084,1.906
FOOTWEAR & TEXTILES,1.5,,1.7472,1.5,,1.5873,1.6,,1.5423,1.5,,1.7298,1.3,,1.8379,1.2,,1.7946,0,,1.0071,0,,0.927,0,,0.9067,0,,0.9138,0,,0.854,0,,0.9339
HEALTH CARE,1,37.2413,2.4102,1,36.5602,2.3661,1,35.4663,2.2954,0.8,41.463,2.6835,0.8,43.5708,2.8199,1.1,28.2176,2.5961,1.1,25.5971,2.4753,1.1,25.302,2.4468,1.1,26.3363,2.5468,1.1,27.8138,2.5624,1.1,28.0568,2.5847,1.1,27.3237,2.5172
HOTELS & TRAVELS,2,36.8346,2.0875,2.1,34.6788,1.9653,2.1,34.2153,1.939,2,35.8949,2.0342,1.9,38.8046,2.1991,2,39.2475,2.1453,3.3,31.524,1.8518,3.3,65.8523,3.8625,3.2,66.285,3.8879,3.3,48.3542,3.2063,3.3,45.9177,2.9223,3.2,47.1227,2.9093
