Dividend Record 1996,,,,,,,,
Company Name,,,XD Date,Date of Payment,Rate,,Cum Price,Ex Price
CINS,Nt0000,CEYLINCO INS.,1996-05-14 00:00:00,1996-06-06 00:00:00,15,,25,24
HPP,Nt0000,HAYL. PHOTOPRINT,1996-06-11 00:00:00,1996-06-21 00:00:00,15,TRANSFER BOOKS KEPT OPEN,24,24
SEYB,Nt0000,SEYLAN BANK,1996-06-05 00:00:00,1996-06-21 00:00:00,10,,31.5,30.5
UML,Nt0000,UNITED MOTORS,1996-06-04 00:00:00,1996-06-21 00:00:00,17.5,,26,26.25
HTEC,Nt0000,HAYTECH MARKET.,1996-06-12 00:00:00,1996-06-22 00:00:00,10,KEPT OPEN,25.5,24
DPL,Nt0000,DANKOTUWA PORCEL,1996-05-22 00:00:00,1996-06-24 00:00:00,10,,30.25,30
DIMO,Nt0000,DIMO,1996-06-12 00:00:00,1996-06-24 00:00:00,30,TRANSFER BOOKS KEPT OPEN,94.5,90
PDL,Nt0000,PDL,1996-06-14 00:00:00,1996-06-26 00:00:00,20,TRANSFER BOOKS KEPT OPEN,16.5,16
ASIR,Nt0000,ASIRI,1996-06-17 00:00:00,1996-06-27 00:00:00,12.5,TRANSFER  BOOKS KEPT OPEN,28,27
COML,Nt0000,COMM. LEASING,1996-06-17 00:00:00,1996-06-27 00:00:00,20,TRANSFER BOOKS KEPT OPEN,47.5,47
JKH,Nt0000,JKH,1996-06-10 00:00:00,1996-06-27 00:00:00,20,,160,155
JKL,Nt0000,JOHN KEELLS,1996-06-11 00:00:00,1996-06-28 00:00:00,17,,22.5,23
HEXP,Nt0000,HAYLEYS EXPORTS,1996-06-19 00:00:00,1996-06-29 00:00:00,10,FINAL (T.F),45.5,44
HOPL,Nt0000,HORANA,1996-06-12 00:00:00,1996-07-01 00:00:00,15,,,27
CFIN,Nt0000,CENTRAL FINANCE,1996-06-19 00:00:00,1996-07-04 00:00:00,13,,246,246
DIPD,Nt0000,DIPPED PRODUCTS,1996-06-24 00:00:00,1996-07-04 00:00:00,17.5,TRANSFER BOOKS KEPT OPEN,85,85
DFCC,Nt0000,DFCC,1996-06-25 00:00:00,1996-07-05 00:00:00,35,TRANSFER BOOKS KEPT OPEN,305,304
HAYC,Nt0000,HAYCARB,1996-06-26 00:00:00,1996-07-06 00:00:00,35,TRANSFER BOOKS KEPT OPEN,90,85.25
HLOG,Nt0000,HABARANA LODGE,1996-06-21 00:00:00,1996-07-09 00:00:00,12,,15,15.25
SIGV,Nt0000,SIGIRIYA VILLAGE,1996-06-19 00:00:00,1996-07-10 00:00:00,18,,70,67
HINN,Nt0000,HABARANA WALKINN,1996-06-25 00:00:00,1996-07-11 00:00:00,25,,20,10
LDEV,Nt0000,LANKEM DEV.,1996-06-19 00:00:00,1996-07-11 00:00:00,25,,72,72
WALK,Nt0000,WALKERS TOURS,1996-06-24 00:00:00,1996-07-11 00:00:00,20,,25,22.5
ITH,Nt0000,INT. TOURISTS,1996-06-26 00:00:00,1996-07-12 00:00:00,14,,14.25,15
KINN,Nt0000,KANDY WALK INN,1996-06-26 00:00:00,1996-07-12 00:00:00,22,,19,18
HAYL,Nt0000,HAYLEYS,1996-07-03 00:00:00,1996-07-13 00:00:00,15,TRANSFER BOOKS KEPT OPEN,190,190
SPEN,Nt0000,AITKEN SPENCE,1996-07-08 00:00:00,1996-07-18 00:00:00,5,BKS KEPT OPEN,154.75,138
MBSL,Nt0000,MERCHANT BANK,1996-07-08 00:00:00,1996-07-18 00:00:00,10,BKS KEPT OPEN,12.5,11
ALLI,Nt0000,ALLIANCE,1996-07-02 00:00:00,1996-07-19 00:00:00,32.5,,58.5,55.5
CCS,Nt0000,COLD STORES 8/-,1996-07-15 00:00:00,1996-08-01 00:00:00,35,,79,75
CWM,Nt0000,C.W.MACKIE & CO.,1996-07-22 00:00:00,1996-08-05 00:00:00,5,TRANSFER BOOKS KEPT OPEN,15,14.5
CHMX,Nt0000,CHEMANEX,1996-07-24 00:00:00,1996-08-07 00:00:00,12,TRANSFER BOOKS KEPT OPEN,26,28.5
LOLC,Nt0000,LOLC,1996-07-16 00:00:00,1996-08-07 00:00:00,10,,155,125
CIC,Nt0000,CIC,1996-07-22 00:00:00,1996-08-12 00:00:00,25,,50,50
CIC,Xt0000,CIC,1996-07-22 00:00:00,1996-08-12 00:00:00,25,,60,49
ASPH,Nt0000,INDUSTRIAL ASPH.,1996-08-05 00:00:00,1996-08-15 00:00:00,7.5,BKS KEPT OPEN,43.5,40
MLL,Nt0000,MLL,1996-08-05 00:00:00,1996-08-15 00:00:00,20,TRANSFER BOOKS KEPT OPEN,25.25,23
VANI,Nt0000,VANIK INCORP LTD,1996-08-06 00:00:00,1996-08-16 00:00:00,8,BOOKS KEPT OPEN,11.75,11.25
ONAL,Nt0000,ON'ALLY,1996-08-12 00:00:00,1996-08-22 00:00:00,8,TRANSFER BOOKS KEPT OPEN,9,9
CSEC,Nt0000,CENTRAL SEC.,1996-08-13 00:00:00,1996-08-23 00:00:00,7.5,BOOKS KEPT OPEN,13.5,13.25
KHC,Nt0000,KANDY HOTELS 1/-,1996-08-13 00:00:00,1996-08-23 00:00:00,25,BOOKS KEPT OPEN,65,34.25
EQIT,Nt0000,EQUITY,1996-08-19 00:00:00,1996-09-09 00:00:00,5.2,,10.75,11
COMD,Nt0000,COMMERCIAL DEV.,1996-08-30 00:00:00,1996-09-11 00:00:00,6,TRANSFER BOOKS KEPT OPEN,28.5,23.75
REXP,Nt0000,RICH PIERIS EXP,1996-08-20 00:00:00,1996-09-12 00:00:00,15,,21.5,22
YORK,Nt0000,YORK ARCADE,1996-08-20 00:00:00,1996-09-12 00:00:00,9,,7.75,6.75
TANG,Nt0000,TANGERINE,1996-09-03 00:00:00,1996-09-13 00:00:00,10,TRANSFER BOOKS KEPT OPEN,53,53
CTC,Nt0000,CEYLON TOBACCO,1996-09-02 00:00:00,1996-09-16 00:00:00,14.25,,27.25,27
TILE,Nt0000,LANKA TILES,1996-09-10 00:00:00,1996-09-20 00:00:00,10,TRANSFER BOOKS KEPT OPEN,14.25,13.5
DIST,Nt0000,DISTILLERIES 1/-,1996-09-04 00:00:00,1996-09-23 00:00:00,34,,5.75,5.75
GOOD,Nt0000,GOOD HOPE,1996-08-30 00:00:00,1996-09-23 00:00:00,35,,300,300
INDO,Nt0000,INDO MALAY,1996-08-30 00:00:00,1996-09-23 00:00:00,15,,530.25,375
BUKI,Nt0000,BUKIT DARAH,1996-09-03 00:00:00,1996-09-27 00:00:00,35,,310,310
SELI,Nt0000,SELINSING,1996-09-03 00:00:00,1996-09-27 00:00:00,35,,340,357
SHAL,Nt0000,SHALIMAR,1996-09-03 00:00:00,1996-09-27 00:00:00,250,,700.25,700
CTEA,Nt0000,TEA SERVICES,1996-09-17 00:00:00,1996-09-30 00:00:00,22.5,FIRST & FINAL,63,62
GUAR,Nt0000,CEYLON GUARDIAN,1996-09-20 00:00:00,1996-10-03 00:00:00,12.5,INTERIM (TAX FREE),225,213.75
CINV,Nt0000,CEYLON INV.,1996-09-20 00:00:00,1996-10-03 00:00:00,15,INTERIM (TAX FREE),192.25,192
LALU,Nt0000,LANKA ALUMINIUM,1996-09-17 00:00:00,1996-10-03 00:00:00,2.5,,4.75,4.75
TKYO,Nt0000,TOKYO CEMENT,1996-09-11 00:00:00,1996-10-04 00:00:00,20,,50,48
TSML,Nt0000,TEA SMALLHOLDER,1996-09-24 00:00:00,1996-10-07 00:00:00,15,INTERIM,19.25,17.5
SMOT,Nt0000,SATHOSA MOTORS,1996-10-01 00:00:00,1996-10-11 00:00:00,30,FIRST & FINAL,66,68
SIL,Nt0000,SAMSON INTERNAT.,1996-10-03 00:00:00,1996-10-15 00:00:00,5,INTERIM,67.5,64.75
ARPI,Nt0000,ARPICO,1996-09-30 00:00:00,1996-10-17 00:00:00,10,FIRST & FINAL,83,75
CIND,Nt0000,CENTRAL IND.,1996-10-02 00:00:00,1996-10-18 00:00:00,25,,78.75,73.75
LWL,Nt0000,LANKA WALLTILE,1996-10-09 00:00:00,1996-10-21 00:00:00,10,INTERIM,29.5,28.5
APDL,Nt0000,ASSOCIATED PROP.,1996-10-10 00:00:00,1996-10-22 00:00:00,15,FIRST & FINAL (TAX FREE),11,11
SLND,Nt0000,SEREND LND 100/-,1996-10-10 00:00:00,1996-10-22 00:00:00,7.5,INTERIM,95.5,100.5
CDIC,Nt0000,CDIC,1996-10-15 00:00:00,1996-10-25 00:00:00,10,TRANSFER BOOKS KEPT OPEN,20,20
CFIN,Nt0000,CENTRAL FINANCE,1996-10-09 00:00:00,1996-10-25 00:00:00,17,THIRD & FINAL (6.4% TAX FREE),242,242.5
SHOT,Nt0000,SERENDIB HOTELS,1996-10-15 00:00:00,1996-10-25 00:00:00,5,FIRST & FINAL,15.25,16.25
TFC,Nt0000,THE FINANCE CO.,1996-10-09 00:00:00,1996-10-25 00:00:00,20,,28.75,27
BFL,Nt0000,BAIRAHA FARMS,1996-10-16 00:00:00,1996-10-28 00:00:00,2.5,KEPT OPEN,12,12
CARS,Nt0000,CARSONS,1996-10-04 00:00:00,1996-10-28 00:00:00,35,FINAL ( TAX FREE),711,715
ABAN,Nt0000,ABANS,1996-10-07 00:00:00,1996-10-30 00:00:00,20,,45,43
BRWN,Nt0000,BROWNS 8/-,1996-10-11 00:00:00,1996-10-30 00:00:00,10,FIRST & FINAL,750,715
CTLD,Nt0000,C T LAND,1996-10-11 00:00:00,1996-10-30 00:00:00,9,FIRST & FINAL (TAX FREE),11.75,11
SUGA,Nt0000,PELWATTE,1996-10-09 00:00:00,1996-10-30 00:00:00,15,FIRST & FINAL,9.75,8
CFI,Nt0000,CFI,1996-10-11 00:00:00,1996-10-31 00:00:00,8,FIRST & FINAL,7.75,7.5
CIT,Nt0000,CIT,1996-10-11 00:00:00,1996-10-31 00:00:00,8,FIRST & FINAL,8,8.5
NEH,Nt0000,NUWARA ELIYA,1996-10-22 00:00:00,1996-11-01 00:00:00,50,KEPT OPEN,2500,400
CHOU,Nt0000,CEYLINCO HOUSING,1996-10-16 00:00:00,1996-11-04 00:00:00,14,,11.75,10.5
RENU,Nt0000,RENUKA CITY HOT.,1996-10-16 00:00:00,1996-11-04 00:00:00,20,,27,23
RCL,Nt0000,ROYAL CERAMICS,1996-10-23 00:00:00,1996-11-04 00:00:00,10,TRANSFER BOOKS KEPT OPEN,23.25,21
RICH,Nt0000,RICHARD PIERIS,1996-10-14 00:00:00,1996-11-05 00:00:00,20,,90,90
GREG,Nt0000,WALK & GREIG 2/-,1996-10-24 00:00:00,1996-11-05 00:00:00,10,FIRST & FINAL,17,16.5
PMB,Nt0000,PEOPLE'S MERCH,1996-10-09 00:00:00,1996-11-06 00:00:00,12,FINAL,16.25,15.25
CARG,Nt0000,CARGILLS,1996-10-22 00:00:00,1996-11-08 00:00:00,7,,105,99.75
EMER,Nt0000,EASTERN MERCHANT,1996-10-23 00:00:00,1996-11-08 00:00:00,40,,86.5,83
ASPH,Nt0000,INDUSTRIAL ASPH.,1996-10-29 00:00:00,1996-11-08 00:00:00,5,THIRD & FINAL,43.5,40
BHR,Nt0000,RIVERINA HOTELS,1996-10-17 00:00:00,1996-11-08 00:00:00,10,,20,21
PALM,Nt0000,PALM GARDEN,1996-10-18 00:00:00,1996-11-11 00:00:00,5,FIRST & FINAL,13.5,13.5
ACL,Nt0000,ACL,1996-10-21 00:00:00,1996-11-13 00:00:00,5,,60,68
JFIN,Nt0000,JAMES FINLAY,1996-11-05 00:00:00,1996-11-15 00:00:00,7.5,KEPT OPEN,38.5,37
MPAC,Nt0000,METAL PACKAGING,1996-11-05 00:00:00,1996-11-15 00:00:00,15,KEPT OPEN,70,72
ELAS,Nt0000,ELASTOMERIC ENG,1996-11-01 00:00:00,1996-11-18 00:00:00,10,,39,35
COCO,Nt0000,COCO LANKA,1996-10-28 00:00:00,1996-11-21 00:00:00,20,FIRST & FINAL (TAX FREE),20.5,17
HARI,Nt0000,HARISCHANDRA,1996-10-30 00:00:00,1996-11-21 00:00:00,10,FINAL,146,145
LPRT,Nt0000,LAKE HOUSE PRIN.,1996-11-11 00:00:00,1996-11-21 00:00:00,7.5,,32,30.25
MSL,Nt0000,MERC. SHIPPING,1996-11-11 00:00:00,1996-11-21 00:00:00,10,BKS KEPT OPEN,55,55
PHAR,Nt0000,COL PHARMACY 5/-,1996-11-06 00:00:00,1996-11-22 00:00:00,25,,279.5,284
STAT,Nt0000,STATCON,1996-11-14 00:00:00,1996-11-22 00:00:00,10,FIRST & FINAL,40,40
CPRT,Nt0000,CEYLON PRINTERS,1996-11-08 00:00:00,1996-11-26 00:00:00,45,FIRST & FINAL,100,100
KZOO,Nt0000,KALAMAZOO,1996-11-08 00:00:00,1996-11-26 00:00:00,25,FIRST & FINAL,110,110
OFEQ,Nt0000,OFFICE EQUIPMENT,1996-11-08 00:00:00,1996-11-26 00:00:00,10,FIRST & FINAL,51,51
PARA,Nt0000,PARAGON,1996-11-08 00:00:00,1996-11-26 00:00:00,10,FIRST & FINAL,43.25,43.25
AGAL,Nt0000,AGALAWATTE,1996-11-19 00:00:00,1996-11-29 00:00:00,5,INTERIM,27,27
MORI,Nt0000,MORISONS,1996-11-05 00:00:00,1996-11-29 00:00:00,30,FIRST & FINAL ( 4% TAX FREE),175.5,177
APLA,Nt0000,ACL PLASTICS,1996-11-22 00:00:00,1996-12-04 00:00:00,12.5,INTERIM,35,34
CFT,Nt0000,CFT,1996-11-22 00:00:00,1996-12-04 00:00:00,15,KEPT OPEN,32.5,35
ASIR,Nt0000,ASIRI,1996-11-25 00:00:00,1996-12-05 00:00:00,12.5,KEPT OPEN,28.75,28.25
BLUE,Nt0000,BLUE DIAMONDS,1996-11-25 00:00:00,1996-12-05 00:00:00,7.5,FIRST & FINAL,12,11
CTC,Nt0000,CEYLON TOBACCO,1996-11-21 00:00:00,1996-12-09 00:00:00,10.5,,29.5,28.5
SINI,Nt0000,SINGER IND.,1996-11-28 00:00:00,1996-12-10 00:00:00,10,INTERIM,27,26
AEC,Nt0000,AEC 8/-,1996-11-06 00:00:00,1996-12-13 00:00:00,10,FIRST & FINAL,24,26
MILL,Nt0000,MILLERS 8/-,1996-11-27 00:00:00,1996-12-14 00:00:00,120,,235,226
ONAL,Nt0000,ON'ALLY,1996-12-04 00:00:00,1996-12-16 00:00:00,6,KEPT OPEN,9.5,9.5
COLO,Nt0000,COLONIAL MTR 5/-,1996-12-04 00:00:00,1996-12-20 00:00:00,3,,9,9.5
COMB,Nt0000,COMMERCIAL BANK,1996-12-10 00:00:00,1996-12-20 00:00:00,12,INTERIM ( 40.95% TAX FREE),120,119
EBCR,Nt0000,E B CREASY,1996-12-02 00:00:00,1996-12-20 00:00:00,15,,105,99.75
GEST,Nt0000,GESTETNER,1996-11-26 00:00:00,1996-12-20 00:00:00,20,,88,85
HNB,Nt0000,HNB,1996-12-10 00:00:00,1996-12-20 00:00:00,20,FIRST & INTERIM,240,240
SINS,Nt0000,SINGER SRI LANKA,1996-12-17 00:00:00,1996-12-23 00:00:00,17.5,INTERIM,48,46
LLUB,Nt0000,CALTEX,1996-12-11 00:00:00,1996-12-30 00:00:00,1996,,45,45
COML,Nt0000,COMM. LEASING,1996-12-13 00:00:00,1996-12-30 00:00:00,20,FIRST INTERIM,45,46
CFLB,Nt0000,FORT LAND 3/-,1996-12-11 00:00:00,1996-12-30 00:00:00,6,,7.25,7.5
REG,Nt0000,REGNIS,1996-12-20 00:00:00,1996-12-30 00:00:00,10,,22.25,22
GUAR,Nt0000,CEYLON GUARDIAN,1996-12-16 00:00:00,1996-12-31 00:00:00,25,,145,150
CINV,Nt0000,CEYLON INV.,1996-12-16 00:00:00,1996-12-31 00:00:00,27.5,,183,180
