Beta Values for the Period from 01st July to 30th September 2014,,,
COMPANY ID,"BETA VALUE
 BASED ON ASPI",COMPANY ID,"BETA VALUE
 BASED ON S&P SL20"
AAF,1.37254901,AAF,0.131010794
AAIC,0.285204991,AAIC,-0.4313052
ABAN,2.29946524,ABAN,1.83954857
ABL,0.220142602,ABL,0.120215897
ACAP,-0.17023172,ACAP,0.131992149
ACL,1.29233511,ACL,0.891560353
ACME,0.263814616,ACME,-0.00049067
AEL,1.04099821,AEL,0.713444553
AFSL,1.4688057,AFSL,1.28851815
AGAL,0.033868092,AGAL,-0.68891069
AGST,-0.81372549,AGST,-0.39941118
AHPL,0.741532976,AHPL,0.499509322
AHUN,0.912655971,AHUN,0.887144259
AINV,-0.63368983,AINV,-1.0402355
ALHP,0.580213903,ALHP,0.157016683
ALLI,0.039215686,ALLI,-0.03287536
ALUF,1.00356506,ALUF,-0.40480863
ALUM,0.401069518,ALUM,0.235034347
AMCL,0,AMCL,0
AMF,-2.6149732,AMF,-1.8420019
AMSL,0.836898395,AMSL,0.430814524
APLA,0.037433155,APLA,0.098135426
ARPI,-0.71925133,ARPI,-0.82090284
ASCO,-1.4135472,ASCO,-0.90431795
ASHA,-1.3787878,ASHA,-1.5446516
ASHO,2.17736185,ASHO,1.33316977
ASIR,1.50623885,ASIR,1.06231599
ASIY,0.248663101,ASIY,-0.1157998
ASPH,0.745989304,ASPH,0.687929342
ASPM,0,ASPM,0
ATL,0.973262032,ATL,0.2875368
AUTO,1.56595365,AUTO,0.910206084
BALA,0.193404634,BALA,0.092737978
BBH,1.45721925,BBH,1.18498527
BERU,0.484848484,BERU,0.258586849
BFL,0.720142602,BFL,0.317958783
BIL,1.48217468,BIL,0.688420019
BLI,-0.45989304,BLI,-0.95682041
BLUE,1.16755793,BLUE,0.47595682
BOGA,0.181818181,BOGA,-0.38420019
BOPL,0.599821746,BOPL,0.33218842
BREW,1.12388591,BREW,0.310598626
BRR,1.77540106,BRR,2.20412168
BRWN,2.21301247,BRWN,1.78115799
BUKI,0.557040998,BUKI,0.528459273
CABO,1.85115864,CABO,1.65407262
CALF,-0.04812834,CALF,0.059371933
CARE,0.324420677,CARE,-0.15407262
CARG,0.581105169,CARG,0.19676153
CARS,2.07486631,CARS,1.81403336
CCS,0.542780748,CCS,-0.04514229
CDB,1.52139037,CDB,0.961236506
CERA,1.93137254,CERA,1.22178606
CFI,1.07040998,CFI,1.03140333
CFIN,1.18805704,CFIN,0.724730127
CFL,0.222816399,CFL,-0.19921491
CFLB,1.51782531,CFLB,1.05201177
CFT,-0.05525846,CFT,0.362610402
CFVF,1.39928698,CFVF,1.09175662
CHL,1.06773618,CHL,0.579489695
