Foreign Holding as at 31st December 2023,,,,
COMPANY ID,MAIN TYPE,SUB TYPE,COMPANY NAME,FOREIGN HOLDING (Volume)
AAF,P,0000,ASIA ASSET FINANCE PLC,39687849
AAF,N,0000,ASIA ASSET FINANCE PLC,90791971
AAIC,N,0000,SOFTLOGIC LIFE INSURANCE PLC,143411400
ABAN,N,0000,ABANS ELECTRICALS PLC,84074
ABL,N,0000,AMANA BANK PLC,1737794471
ACAP,N,0000,ASIA CAPITAL PLC,103882818
ACL,N,0000,ACL CABLES PLC,1662409
ACME,N,0000,ACME PRINTING & PACKAGING PLC,2403784
AEL,N,0000,ACCESS ENGINEERING PLC,8932602
AFS,N,0000,ALPHA FIRE SERVICES LIMITED,366100
AFSL,N,0000,ABANS FINANCE PLC,4010
AGAL,N,0000,AGALAWATTE  PLANTATIONS  PLC,3964197
AGPL,N,0000,AGARAPATANA PLANTATIONS PLC,2739153
AGST,N,0000,AGSTAR PLC,671272
AHPL,N,0000,ASIAN HOTELS AND PROPERTIES PLC,3566934
AHUN,N,0000,AITKEN SPENCE HOTEL HOLDINGS PLC,1145838
AINS,N,0000,ARPICO INSURANCE PLC,426184
ALHP,N,0000,ANILANA HOTELS AND PROPERTIES PLC,1057116363
ALLI,N,0000,ALLIANCE FINANCE COMPANY PLC,298335
ALUF,N,0000,UNISYST ENGINEERING PLC,44074
ALUM,N,0000,ALUMEX PLC,4877051
AMCL,N,0000,AMW CAPITAL LEASING AND FINANCE PLC,1999999
AMF,N,0000,ASSOCIATED MOTOR FINANCE COMPANY PLC,114089
AMSL,N,0000,ASIRI SURGICAL HOSPITAL PLC,383098
APLA,N,0000,ACL PLASTICS PLC,56635
ASCO,N,0000,LANKA REALTY INVESTMENTS PLC ,134911868
ASHO,N,0000,LANKA ASHOK LEYLAND PLC,21229
ASIR,N,0000,ASIRI HOSPITAL HOLDINGS PLC,364974620
ASIY,N,0000,ASIA SIYAKA COMMODITIES LIMITED,1130104
ASPH,N,0000,INDUSTRIAL ASPHALTS (CEYLON) PLC,21983300
ATL,N,0000,AMANA TAKAFUL PLC,58792
ATLL,N,0000,AMANA TAKAFUL LIFE PLC,18952
AUTO,N,0000,THE AUTODROME PLC,18210
BALA,N,0000,BALANGODA  PLANTATIONS  PLC,1443193
BBH,N,0000,BROWNS BEACH HOTELS PLC,13565
BERU,R,0000,BERUWALA RESORTS PLC,43554
BERU,N,0000,BERUWALA RESORTS PLC,87109
BFL,N,0000,BAIRAHA FARMS PLC,384591
BFN,N,0000,ORIENT FINANCE PLC,60113
BIL,N,0000,BROWNS INVESTMENTS PLC,78427805
BLI,N,0000,BIMPUTH FINANCE PLC,3910
BLUE,X,0000,BLUE DIAMONDS JEWELLERY WORLDWIDE PLC,2033209
BLUE,N,0000,BLUE DIAMONDS JEWELLERY WORLDWIDE PLC,339862652
BOGA,N,0000,BOGALA GRAPHITE LANKA PLC,82320799
BOPL,N,0000,BOGAWANTALAWA TEA ESTATES PLC,1621797
BPPL,N,0000,B P P L HOLDINGS PLC ,4144302
BREW,N,0000,CEYLON BEVERAGE HOLDINGS PLC,2998184
BRR,N,0000,BANSEI ROYAL RESORTS HIKKADUWA PLC,27405515
BRWN,N,0000,BROWN & COMPANY PLC,2302852
BUKI,N,0000,BUKIT DARAH PLC,28372603
CABO,N,0000,CARGO BOAT DEVELOPMENT COMPANY PLC,105948
CALF,N,0000,DIALOG FINANCE PLC,61866
