Crossings 2024 (January to December),,,,,,
QUARTER,TRADE DATE,COMPANY NAME,SECURITY ID,PRICE,QUANTITY,TURNOVER
2024-1,03-JAN-24,CEYLON TOBACCO COMPANY PLC,CTC.N0000,990,25000,24750000
2024-1,03-JAN-24,DISTILLERIES COMPANY OF SRI LANKA PLC,DIST.N0000,27.9,880952,24578560.8
2024-1,03-JAN-24,DISTILLERIES COMPANY OF SRI LANKA PLC,DIST.N0000,27.9,800000,22320000
2024-1,08-JAN-24,DIALOG AXIATA PLC,DIAL.N0000,8.8,4000000,35200000
2024-1,08-JAN-24,MELSTACORP PLC,MELS.N0000,94,500000,47000000
2024-1,08-JAN-24,MELSTACORP PLC,MELS.N0000,94,300000,28200000
2024-1,11-JAN-24,SUNSHINE HOLDINGS PLC,SUN.N0000,53.8,400000,21520000
2024-1,12-JAN-24,CEYLINCO INSURANCE PLC,CINS.X0000,820,25000,20500000
2024-1,16-JAN-24,CEYLINCO INSURANCE PLC,CINS.X0000,780,43000,33540000
2024-1,16-JAN-24,CEYLINCO INSURANCE PLC,CINS.X0000,780,45000,35100000
2024-1,16-JAN-24,CEYLINCO INSURANCE PLC,CINS.X0000,780,50000,39000000
2024-1,16-JAN-24,CEYLINCO INSURANCE PLC,CINS.X0000,780,50000,39000000
2024-1,16-JAN-24,CEYLINCO INSURANCE PLC,CINS.X0000,780,225000,175500000
2024-1,16-JAN-24,CEYLINCO INSURANCE PLC,CINS.X0000,780,200000,156000000
2024-1,16-JAN-24,CEYLINCO INSURANCE PLC,CINS.X0000,780,200000,156000000
2024-1,16-JAN-24,HEMAS HOLDINGS PLC,HHL.N0000,69,750000,51750000
2024-1,16-JAN-24,MARAWILA  RESORTS  PLC,MARA.N0000,3.3,6500000,21450000
2024-1,16-JAN-24,MELSTACORP PLC,MELS.N0000,85,2247000,190995000
2024-1,16-JAN-24,MELSTACORP PLC,MELS.N0000,85,238000,20230000
2024-1,18-JAN-24,CARGILLS BANK PLC,CBNK.N0000,7.9,2919400,23063260
2024-1,18-JAN-24,LANKA IOC PLC,LIOC.N0000,98,661856,64861888
2024-1,19-JAN-24,CARGILLS BANK PLC,CBNK.N0000,7.8,3000000,23400000
2024-1,22-JAN-24,RENUKA FOODS PLC,COCO.N0000,20,1000371,20007420
2024-1,22-JAN-24,RENUKA FOODS PLC,COCO.N0000,20,5000000,100000000
2024-1,22-JAN-24,WINDFORCE PLC,WIND.N0000,19.7,15000000,295500000
2024-1,22-JAN-24,WINDFORCE PLC,WIND.N0000,19.7,10000000,197000000
2024-1,24-JAN-24,LB FINANCE PLC,LFIN.N0000,61,500000,30500000
2024-1,24-JAN-24,RENUKA CITY HOTELS PLC.,RENU.N0000,335,184434,61785390
2024-1,26-JAN-24,LB FINANCE PLC,LFIN.N0000,61,1000000,61000000
2024-1,26-JAN-24,LB FINANCE PLC,LFIN.N0000,61,500000,30500000
2024-1,26-JAN-24,LB FINANCE PLC,LFIN.N0000,61,328000,20008000
2024-1,30-JAN-24,CITIZENS DEVELOPMENT BUSINESS FINANCE PLC,CDB.N0000,200,446926,89385200
2024-1,30-JAN-24,HATTON NATIONAL BANK PLC,HNB.N0000,155,300000,46500000
