Sector Ratios - 2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,January,,,February,,,March,,,April,,,May,,,June,,,July,,,August,,,September,,,October,,,November,,,December,,
INFORMATION TECHNOLOGY,,,,0,0,2.8,0,0,2.6,0,0,3.6,0,0,5.2,0,0,5.1,,,,0,0,37.9,0,1449.5,38.7,0,1353,36.1,0,1283.5,34.3,0,1583.5,42.3
LAND & PROPERTY,,,,3.4,7.2,0.7,3.6,6.8,0.6,3.1,8,0.7,3.2,7.8,0.7,2.2,10.8,1,,,,2.2,13.7,0.9,2.4,14.7,1,2.1,14.4,1,2.1,13.7,1,2.1,13.7,1
MANUFACTURING,,,,2.6,22.4,2,2.6,22.6,2.1,2.4,25,2.3,2.4,24.3,2.2,2.2,25.5,2.4,,,,1.9,20.4,2.5,1.7,21.6,2.6,1.8,19.9,2.5,1.8,19.6,2.4,1.6,21.8,2.7
MOTORS,,,,1.2,52.4,2.1,1.3,51.4,2.1,1.3,53.5,2.2,1.1,58.6,2.4,0.9,77.3,3.1,,,,0.8,62.3,4.8,0.8,59.8,4.3,0.7,66.1,4.7,0.7,63.5,4.5,0.7,63.1,4.4
OIL PALMS,,,,2.6,50.5,3.2,2.7,47.5,3,2.7,63.1,4,2.5,62.1,4,2.3,54.9,4,,,,0.4,29.5,4.9,0.4,30.7,5.1,0.4,31.7,5.3,0.4,30.2,5,0.4,33.2,5.5
PLANTATIONS,,,,3.3,15.7,1.5,3.6,13.6,1.3,2.8,17.2,1.7,3,16.1,1.5,1.9,26.3,1.7,,,,1.9,21.4,1.9,1.4,23.2,2.4,1.6,20,2.1,1.7,18.6,2,1.5,20.8,2.2
POWER & ENERGY,,,,10.7,45.7,1.6,10.7,45.6,1.6,9.6,46.4,1.7,9.3,49.4,1.8,7.7,55.4,2.1,,,,2.7,29.3,1.6,1.9,36,2.2,2.3,31.3,1.9,2.4,32.5,1.9,2.5,43.6,2.6
SERVICES,,,,5.3,23.3,1.9,4.9,28.6,2.4,4.5,31,2.6,3.9,34.9,2.9,3.9,35.2,2.9,,,,2.7,27.4,3.8,2.3,28.5,4.3,2.4,1.7,4.1,2.5,1.7,4.1,2.4,1.7,4.1
STORES & SUPPLIES,,,,0.3,14,1,0.3,16.4,1.2,0.2,19,1.4,0.2,20.8,1.6,0.2,24.3,1.8,,,,0.2,28.9,2.1,0.1,51.3,1.6,0.1,43.5,1.4,0.1,49.3,1.6,0.1,50.5,1.7
TELECOMMUNICATION,,,,4.9,17.4,1.4,5.2,16.3,1.3,5,17.1,1.4,4.8,17.8,1.5,0,186.2,2,,,,0,199.5,2.1,0,236.7,2.5,0,230,2.4,0,226.1,2.4,0,235.1,2.5
TRADING,,,,6.1,19.1,1.3,6.5,18.4,1.2,5.4,20.9,1.4,5.4,22,1.4,1.3,29,1.7,,,,1.7,41.8,2.6,1.2,27.8,2.4,1.4,27.4,2.3,1.5,26.3,2.2,1.2,26.9,2.3
