Foreign Holding as at 31st December 2008,,,,,
YEAR,COMPANY ID,MAIN TYPE,SUB TYPE,COMPANY NAME,FOREIGN HOLDING (Volume)
2008,HAYC,B,0000,HAYCARB PLC,0
2008,KURU,B,0000,KURUWITA TEXTILE MILLS PLC,0
2008,LDEV,R,0000,LANKEM DEVELOPMENTS PLC,0
2008,LOLC,B,0000,LANKA ORIX LEASING COMPANY PLC,0
2008,GEST,N,0000,GESTETNER OF CEYLON PLC,240
2008,NAMU,N,0000,NAMUNUKULA PLANTATIONS PLC,715676
2008,CLND,W,0005,COLOMBO LAND AND DEVELOPMENT COMPANY PLC,234600
2008,DIPD,B,0000,DIPPED PRODUCTS PLC,0
2008,KTEX,N,0000,KANDY TEXTILE INDUSTRIES LIMITED,2200
2008,OSEA,W,0000,OVERSEAS REALTY (CEYLON) PLC,0
2008,PMB,N,0000,PEOPLE`S MERCHANT FINANCE  PLC,5821950
2008,CARM,N,0000,CARSONS MARKETING LIMITED,2096202
2008,CFVF,R,0000,FIRST CAPITAL HOLDINGS PLC,0
2008,AHPL,N,0000,ASIAN HOTELS AND PROPERTIES PLC,9636079
2008,AUTO,N,0000,THE AUTODROME PLC,1920
2008,DIAL,R,0000,DIALOG AXIATA PLC,0
2008,REEF,N,0000,CITRUS LEISURE PLC,2493820
2008,ASPH,N,0000,INDUSTRIAL ASPHALTS (CEYLON) PLC,8432
2008,SEMB,N,0000,S M B LEASING PLC,1789532
2008,WMM,R,0000,W. M. MENDIS & COMPANY LIMITED,0
2008,ALLI,N,0000,ALLIANCE FINANCE COMPANY PLC,2227
2008,PTEX,R,0000,PUGODA TEXTILES LANKA LTD.,0
2008,VANI,W,0001,VANIK INCORPORATION PLC,0
2008,STAF,B,0000,DOLPHIN HOTELS PLC,0
2008,CTEA,B,0000,CEYLON TEA SERVICES PLC,0
2008,AGAL,N,0000,AGALAWATTE  PLANTATIONS  PLC,4975800
2008,CHOU,B,0000,CITY HOUSING & REAL ESTATE COMPANY PLC,0
2008,CSF,N,0000,NATION LANKA FINANCE PLC,1154600
2008,KURU,R,0000,KURUWITA TEXTILE MILLS PLC,0
2008,CIC,B,0001,C I C HOLDINGS PLC,0
2008,TKYO,N,0000,TOKYO CEMENT COMPANY (LANKA) PLC,2101649
2008,CCS,B,0000,CEYLON COLD STORES PLC,0
2008,CCS,N,0000,CEYLON COLD STORES PLC,496881
2008,CHOT,R,0000,CEYLON HOTELS CORPORATION PLC,0
2008,CINV,R,0000,CEYLON INVESTMENT PLC,0
2008,EQIT,N,0000,EQUITY ONE PLC,186331
2008,TILE,B,0000,LANKA TILES PLC,0
2008,BRWN,B,0000,BROWN & COMPANY PLC,0
2008,TESS,N,0000,TESS AGRO PLC,2438020
2008,BHR,N,0000,RIVERINA HOTELS PLC,1000065
2008,CHMX,B,0000,CHEMANEX PLC,0
2008,EDEN,N,0000,EDEN HOTEL LANKA PLC,752695
2008,KDL,R,0000,KELSEY DEVELOPMENTS PLC,0
2008,ITH,N,0000,INTERNATIONAL TOURISTS & HOTELIERS LTD.,0
2008,RCL,R,0000,ROYAL CERAMICS LANKA PLC,0
2008,KAPI,N,0000,MTD WALKERS PLC,5187065
2008,CARM,R,0000,CARSONS MARKETING LIMITED,0
2008,COXY,N,0000,CEYLON OXYGEN LTD.,1482
2008,HNB,X,0000,HATTON NATIONAL BANK PLC,2972974
2008,CHL,N,0000,CEYLON HOSPITALS PLC,56900
2008,ETWO,N,0000,EQUITY TWO PLC,86000
2008,DFCC,R,0000,DFCC BANK PLC,0
2008,RECK,N,0000,RECKITT  BENCKISER (LANKA) LIMITED,0
2008,EQIT,R,0000,EQUITY ONE PLC,0
2008,VANI,B,0002,VANIK INCORPORATION PLC,0
2008,ASHA,N,0000,ASIRI CENTRAL HOSPITALS PLC,2600
2008,NHL,N,0000,NAWALOKA HOSPITALS PLC,1949671
2008,SIL,N,0000,SAMSON INTERNATIONAL PLC,371944
2008,CFIN,N,0000,CENTRAL FINANCE COMPANY PLC,415303
2008,CIC,R,0001,C I C HOLDINGS PLC,0
2008,KVAL,N,0000,KELANI VALLEY PLANTATIONS PLC,725200
2008,SIRA,N,0000,SIERRA CABLES PLC,27649500
2008,HAYL,R,0000,HAYLEYS PLC,0
2008,RHTL,N,0000,THE FORTRESS RESORTS PLC,830448
2008,UML,N,0000,UNITED MOTORS LANKA PLC,8042193
