Dividend Records - 2003,,,,,,
Security,Rate & Remarks,Date of Announcement,Date Of Ex,Date Of Payment,Cum Price,Ex Price
BOPL-N-0,10% FINAL,2003-06-30 00:00:00,2003-07-21 00:00:00,2003-07-31 00:00:00,16,15.75
BREW-N-0,20% 2ND INTERIM,2003-02-05 00:00:00,2003-02-10 00:00:00,2003-02-21 00:00:00,75,68
BREW-N-0,10% FINAL (6.46 % TAX,2003-04-25 00:00:00,2003-05-02 00:00:00,2003-05-19 00:00:00,75,82
CABO-N-0,5% FINAL,2003-09-11 00:00:00,2003-10-17 00:00:00,2003-10-30 00:00:00,30,29.25
CARE-N-0,10% INTERIM,2003-01-03 00:00:00,2003-01-14 00:00:00,2003-01-28 00:00:00,14.5,14
CARE-N-0,15% FINAL,2003-10-14 00:00:00,2003-11-04 00:00:00,2003-11-14 00:00:00,65,65
CARG-N-0,15% (GROSS) - INTERIM,2003-04-07 00:00:00,2003-04-22 00:00:00,2003-05-05 00:00:00,85,85
CARG-N-0,15% INTERIM DIVIDEND,2003-07-21 00:00:00,2003-08-04 00:00:00,2003-08-15 00:00:00,101,101
CARS-N-0,50% (TAX FREE) FIRST &,2003-05-09 00:00:00,2003-05-20 00:00:00,2003-05-30 00:00:00,1605.25,1500
CCS-N-00,20% INTERIM,2003-02-25 00:00:00,2003-03-04 00:00:00,2003-03-21 00:00:00,98,98
CCS-N-00,03  30% FINAL DIVIDEND,2003-06-06 00:00:00,2003-06-11 00:00:00,2003-06-30 00:00:00,120,115
CDIC-N-0,25% FINAL,2003-02-25 00:00:00,2003-05-20 00:00:00,2003-05-30 00:00:00,41.75,41
CFI-N-00,6% FIRST & FINAL,2003-10-14 00:00:00,2003-11-12 00:00:00,2003-11-24 00:00:00,13,12.75
CFIN-N-0,7.5 % INTERIM ( 1.477%,2003-03-19 00:00:00,2003-03-21 00:00:00,2003-04-02 00:00:00,98,100
CFIN-N-0,10% 2ND INTERIM (1% TA,2003-07-14 00:00:00,2003-07-21 00:00:00,2003-07-31 00:00:00,161.25,162
CFIN-N-0,12.5% FINAL,2003-08-28 00:00:00,2003-09-16 00:00:00,2003-09-26 00:00:00,219.5,215
CFIN-N-0,7.5% INTERIM (TAX FREE,2003-11-20 00:00:00,2003-12-01 00:00:00,2003-12-12 00:00:00,255.5,249.75
CHMX-N-0,13% INTERIM DIVIDEND(4,2003-03-04 00:00:00,2003-03-17 00:00:00,2003-03-28 00:00:00,79.75,65
CHMX-N-0,13% FINAL DIVIDEND,2003-05-26 00:00:00,2003-06-18 00:00:00,2003-06-30 00:00:00,68,68
CHOU-N-0,5% (TAX FREE) INTERIM,2003-08-22 00:00:00,2003-08-29 00:00:00,2003-09-11 00:00:00,10,10
CIC-N-00,15% INTERIM,2003-03-04 00:00:00,2003-03-17 00:00:00,2003-03-28 00:00:00,120,118
CIC-N-00,27.5% FINAL DIVIDEND,2003-05-26 00:00:00,2003-06-18 00:00:00,2003-06-30 00:00:00,170,170
CIC-X-00,15% INTERIM,2003-03-04 00:00:00,2003-03-17 00:00:00,2003-03-28 00:00:00,108,105
CIC-X-00,27.5 % FINAL DIVIDEND,2003-05-26 00:00:00,2003-06-18 00:00:00,2003-06-30 00:00:00,143.5,145
CIND-N-0,20% FIRST & FINAL,2003-09-12 00:00:00,2003-10-16 00:00:00,2003-10-29 00:00:00,60,45
CINS-N-0,20% FIRST & FINAL,2003-02-17 00:00:00,2003-03-10 00:00:00,2003-04-03 00:00:00,30,30
CINV-N-0,20% (TAX FREE) FIRST A,2003-05-07 00:00:00,2003-05-19 00:00:00,2003-05-29 00:00:00,92.5,93
COCO-N-0,10 % FINAL DIVIDEND,2003-11-27 00:00:00,2003-12-01 00:00:00,2003-12-12 00:00:00,18,19.75
COMB-N-0,32% FINAL,2003-02-06 00:00:00,2003-03-17 00:00:00,2003-03-28 00:00:00,174,174.75
COMB-N-0,18% INTERIM DIVIDEND,2003-12-01 00:00:00,2003-12-11 00:00:00,2003-12-23 00:00:00,150.75,145
COMB-X-0,32% FINAL,2003-02-06 00:00:00,2003-03-17 00:00:00,2003-03-28 00:00:00,139.75,135
COMB-X-0,18% INTERIM DIVIDEND,2003-12-01 00:00:00,2003-12-11 00:00:00,2003-12-23 00:00:00,108,105
COMD-N-0,10% INTERIM,2002-12-20 00:00:00,2002-12-24 00:00:00,2003-01-07 00:00:00,19.5,22
COMD-N-0,19% - FINAL DIVIDEND,2003-04-28 00:00:00,2003-05-27 00:00:00,2003-06-06 00:00:00,25,23
COML-N-0,20% FINAL,2003-04-28 00:00:00,2003-05-07 00:00:00,2003-05-22 00:00:00,45,45
COML-N-0,20% FINAL DIVIDEND,2003-11-28 00:00:00,2003-12-17 00:00:00,2003-12-30 00:00:00,81,80
COXY-N-0,100% FIRST & FINAL,2003-04-23 00:00:00,2003-04-29 00:00:00,2003-05-12 00:00:00,107.25,99.75
CPRT-N-0,25% FINAL,2003-11-14 00:00:00,2003-12-01 00:00:00,2003-12-12 00:00:00,80,
CSEC-N-0,10% FIRST AND FINAL DI,2003-09-23 00:00:00,2003-10-17 00:00:00,2003-10-30 00:00:00,16.75,16.25
CSF-N-00,6% INTERIM DIVIDEND,2003-09-22 00:00:00,2003-10-07 00:00:00,2003-10-20 00:00:00,13.5,12.75
CTCE-N-0,80% FIRST & FINAL,2003-02-14 00:00:00,2003-03-17 00:00:00,2003-03-28 00:00:00,83.5,78
CTCE-N-0,37.5% INTERIM,2003-11-07 00:00:00,2003-11-11 00:00:00,2003-11-28 00:00:00,130,124.25
CTC-N-00,15% 3RD INTERIM,2002-12-31 00:00:00,2003-01-10 00:00:00,2003-01-24 00:00:00,45,45
CTC-N-00,10% INTERIM DIVIDEND,2003-04-07 00:00:00,2003-04-15 00:00:00,2003-04-30 00:00:00,43.5,44
CTC-N-00,12% SECOND INTERIM DIV,2003-07-07 00:00:00,2003-07-21 00:00:00,2003-07-31 00:00:00,46,46
CTC-N-00,12% INTERIM,2003-10-08 00:00:00,2003-10-17 00:00:00,2003-10-30 00:00:00,43,42.25
CTEA-N-0,20% INTERIM,2003-07-09 00:00:00,2003-07-15 00:00:00,2003-07-25 00:00:00,100,100
CTEA-N-0,15% FINAL,2003-09-09 00:00:00,2003-09-16 00:00:00,2003-09-26 00:00:00,100.25,118.5
CTEA-N-0,"20% INTERIM,DATE OF AN",2003-09-11 00:00:00,2003-09-16 00:00:00,2003-09-26 00:00:00,100.25,118.5
CTHR-N-0,50% INTERIM (TAX FREE),2003-04-07 00:00:00,2003-04-17 00:00:00,2003-05-02 00:00:00,310.5,375
CTHR-N-0,50% INTERIM (TAX FREE),2003-11-27 00:00:00,2003-12-09 00:00:00,2003-12-19 00:00:00,325,400
CTLD-N-0,2.5% INTERIM DIVIDEND,2003-04-07 00:00:00,2003-04-17 00:00:00,2003-05-02 00:00:00,6.5,6.75
DFCC-N-0,55% FIRST & FINAL DIVI,2003-06-09 00:00:00,2003-06-24 00:00:00,2003-07-04 00:00:00,300.75,300.25
DIMO-N-0,30% FIRST & FINAL,2003-05-21 00:00:00,2003-06-11 00:00:00,2003-06-23 00:00:00,80,80
DIPD-N-0,15% INTERIM,2003-02-13 00:00:00,2003-02-27 00:00:00,2003-03-11 00:00:00,59,60
DIPD-N-0,20% (TAX FREE) FINAL D,2003-05-13 00:00:00,2003-06-16 00:00:00,2003-06-26 00:00:00,72,72.25
DIST-N-0,03  45% FIRST AND FINAL DI,2003-10-14 00:00:00,2003-10-15 00:00:00,2003-10-27 00:00:00,29,28.75
DOCK-N-0,15% FIRST & FINAL,2003-03-11 00:00:00,2003-04-15 00:00:00,2003-04-30 00:00:00,27.5,27.5
DPL-N-00,7.5% FINAL,2003-04-02 00:00:00,2003-04-23 00:00:00,2003-05-06 00:00:00,17,17
EDEN-N-0,5% FINAL,2003-07-29 00:00:00,2003-09-17 00:00:00,2003-10-13 00:00:00,17.5,17
EMER-N-0,03  10% FIRST AND FINAL,2003-11-11 00:00:00,2003-11-25 00:00:00,2003-12-12 00:00:00,90,75
EQIT-N-0,10% INTERIM (3.06% TAX,2003-02-11 00:00:00,2003-02-18 00:00:00,2003-02-28 00:00:00,17.5,15.5
EQIT-N-0,03  10% - FINAL DIVIDEND (,2003-04-28 00:00:00,2003-05-02 00:00:00,2003-05-21 00:00:00,15.5,16
GEST-N-0,10% FIRST & FINAL,2003-01-21 00:00:00,2003-02-17 00:00:00,2003-02-27 00:00:00,37,32
GLAS-N-0,13% INTERIM DIVIDEND,2003-03-25 00:00:00,2003-04-07 00:00:00,2003-04-23 00:00:00,21,20.25
GLAS-N-0,17% FINAL,2003-07-16 00:00:00,2003-07-23 00:00:00,2003-08-04 00:00:00,28.25,25.75
GLAX-N-0,10% FIRST & FINAL,2003-02-26 00:00:00,2003-04-10 00:00:00,2003-05-02 00:00:00,31,32
GUAR-N-0,20% (TAX FREE) FIRST A,2003-05-07 00:00:00,2003-05-19 00:00:00,2003-05-29 00:00:00,150,150
HARI-N-0,03  25% INTERIM DIVIDEND,2003-06-04 00:00:00,2003-06-10 00:00:00,2003-06-27 00:00:00,160,160
HARI-N-0,G 0 30% FINAL,2003-07-02 00:00:00,2003-08-04 00:00:00,2003-08-22 00:00:00,160,160
HAYC-N-0,15% INTERIM (2% TAX FR,2003-02-17 00:00:00,2003-03-04 00:00:00,2003-03-14 00:00:00,40,39.25
HAYC-N-0,15% (1.03% TAX FREE) F,2003-05-13 00:00:00,2003-06-13 00:00:00,2003-06-25 00:00:00,48.5,48
HAYL-N-0,17.5% INTERIM DIV( NOT,2003-04-22 00:00:00,2003-04-28 00:00:00,2003-05-09 00:00:00,150,150
HAYL-N-0,17.5% (TAX FREE) FINAL,2003-05-19 00:00:00,2003-06-17 00:00:00,2003-06-27 00:00:00,187.25,190
HEXP-N-0,20% INTERIM (10% TAX F,2003-02-18 00:00:00,2003-03-05 00:00:00,2003-03-17 00:00:00,56,56
HEXP-N-0,20% (TAX FREE) FINAL D,2003-05-12 00:00:00,2003-06-10 00:00:00,2003-06-20 00:00:00,76.25,75.75
HLOG-N-0,20% FINAL DIVIDEND,2003-06-04 00:00:00,2003-06-16 00:00:00,2003-06-26 00:00:00,60.25,62.5
HNB-N-00,15% FINAL,2003-03-26 00:00:00,2003-04-24 00:00:00,2003-05-07 00:00:00,80.25,79.75
HNB-N-00,20% INTERIM,2003-11-27 00:00:00,2003-12-09 00:00:00,2003-12-19 00:00:00,76.25,77
HNB-X-00,15% FINAL,2003-03-26 00:00:00,2003-04-24 00:00:00,2003-05-07 00:00:00,52.25,50.25
HNB-X-00,20% INTERIM,2003-11-27 00:00:00,2003-12-09 00:00:00,2003-12-19 00:00:00,44.25,41.5
HSIG-N-0,10% INTERIM,2002-12-20 00:00:00,2002-12-30 00:00:00,2003-01-10 00:00:00,22.25,22.5
HSIG-N-0,20% 2ND INTERIM,2003-02-28 00:00:00,2003-03-07 00:00:00,2003-03-20 00:00:00,23.5,21.25
HUNA-N-0,3% FIRST & FINAL,2003-03-24 00:00:00,2003-06-11 00:00:00,2003-06-21 00:00:00,14,13.75
HUNT-N-0,5% INTERIM DIVIDEND,2003-11-18 00:00:00,2003-11-27 00:00:00,2003-12-10 00:00:00,14.25,13.5
IDL-N-00,7.5% INTERIM,2003-03-27 00:00:00,2003-04-08 00:00:00,2003-04-24 00:00:00,35,
IDL-N-00,7.5% INTERIM DIVIDEND,2003-07-10 00:00:00,2003-07-24 00:00:00,2003-08-05 00:00:00,35,
ITH-N-00,15% FINAL,2003-05-21 00:00:00,2003-06-02 00:00:00,2003-06-12 00:00:00,24.5,23
JFIN-N-0,5% FINAL,2003-03-03 00:00:00,2003-04-28 00:00:00,2003-05-09 00:00:00,43.75,45
JKH-N-00,10% INTERIM DIVIDEND,2003-02-10 00:00:00,2003-02-18 00:00:00,2003-03-07 00:00:00,72,71
JKH-N-00,03  10% FINAL DIVIDEND,2003-06-03 00:00:00,2003-06-10 00:00:00,2003-06-27 00:00:00,100.75,83
JKL-N-00,15% INTERIM,2003-02-25 00:00:00,2003-03-06 00:00:00,2003-03-19 00:00:00,65,64
JKL-N-00,35% FINAL DIVIDEND,2003-05-30 00:00:00,2003-06-10 00:00:00,2003-06-20 00:00:00,77,70
KCAB-N-0,25% FIRST AND FINAL DI,2003-09-23 00:00:00,2003-10-15 00:00:00,2003-10-28 00:00:00,53.5,53
KINN-N-0,10% FINAL DIVIDEND,2003-06-04 00:00:00,2003-06-16 00:00:00,2003-06-26 00:00:00,40,36.25
KVAL-N-0,10% FIRST & FINAL,2003-03-21 00:00:00,2003-04-07 00:00:00,2003-04-23 00:00:00,12.5,12.5
KZOO-N-0,25% FINAL,2003-11-14 00:00:00,2003-12-01 00:00:00,2003-12-12 00:00:00,200,
LALU-N-0,12.5 % FIRST & FINAL,2003-07-31 00:00:00,2003-08-06 00:00:00,2003-08-19 00:00:00,15,12.5
LHL-N-00,8% FIRST & FINAL (TAX,2003-03-24 00:00:00,2003-06-06 00:00:00,2003-06-18 00:00:00,15.5,15
LION-N-0,30% FIRST & FINAL (TAX,2003-04-25 00:00:00,2003-05-02 00:00:00,2003-05-19 00:00:00,70,71
LLUB-N-0,50% 3RD INTERIM,2003-01-02 00:00:00,2003-01-10 00:00:00,2003-01-24 00:00:00,122.5,120
LLUB-N-0,50 % FINAL DIVIDEND,2003-03-14 00:00:00,2003-03-19 00:00:00,2003-03-31 00:00:00,107.75,103
LLUB-N-0,60% INTERIM DIVIDEND,2003-10-22 00:00:00,2003-10-31 00:00:00,2003-11-12 00:00:00,110,102
LLUB-N-0,30% 2ND INTERIM DIVIDE,2003-12-16 00:00:00,2003-12-18 00:00:00,2003-12-31 00:00:00,74.75,70.25
LMF-N-00,OV- 15% FIRST & FINAL,2003-09-26 00:00:00,2003-10-20 00:00:00,2003-11-06 00:00:00,36,32.75
LOLC-N-0,10% SECOND INTERIM,2003-01-23 00:00:00,2003-01-28 00:00:00,2003-02-10 00:00:00,71,62.25
LOLC-N-0,15% FINAL,2003-04-24 00:00:00,2003-06-18 00:00:00,2003-06-30 00:00:00,103.25,55.5
LOLC-N-0,3.75 % INTERIM,2003-09-25 00:00:00,2003-10-06 00:00:00,2003-10-17 00:00:00,55.5,57
LVEN-N-0,10% FIRST AND FINAL,2003-07-23 00:00:00,2003-08-18 00:00:00,2003-08-28 00:00:00,10.75,9.25
LWL-N-00,10% FINAL DIVIDEND,2003-11-10 00:00:00,2003-11-12 00:00:00,2003-11-24 00:00:00,36.5,37
MAL-N-00,7.5% FINAL,2003-02-06 00:00:00,2003-02-18 00:00:00,2003-02-28 00:00:00,13,11.5
MASK-N-0,03  15% FINAL DIVIDEND,2003-06-09 00:00:00,2003-06-11 00:00:00,2003-07-05 00:00:00,23.5,23.25
MILL-N-0,50% INTERIM (GROSS - 4,2003-04-04 00:00:00,2003-04-22 00:00:00,2003-05-05 00:00:00,180,180
MILL-N-0,58% SECOND INTERIM DIV,2003-11-18 00:00:00,2003-12-04 00:00:00,2003-12-17 00:00:00,200,200
MLL-N-00,7.5% - FIRST AND FINAL,2003-05-08 00:00:00,2003-05-12 00:00:00,2003-05-23 00:00:00,23,22
MORI-N-0,03  80% FIRST & FINAL DIVI,2003-09-30 00:00:00,2003-10-06 00:00:00,2003-10-24 00:00:00,300,350
MSL-N-00,15% FINAL,2003-09-11 00:00:00,2003-11-13 00:00:00,2003-11-25 00:00:00,50,50
NDB-N-00,55% FINAL,2003-02-06 00:00:00,2003-04-07 00:00:00,2003-04-23 00:00:00,88,81
NEH-N-00,25% 3RD INTERIM (TAX F,2003-02-03 00:00:00,2003-02-07 00:00:00,2003-02-20 00:00:00,300,250
NEH-N-00,25% (TAX FREE) INTERIM,2003-06-11 00:00:00,2003-06-17 00:00:00,2003-06-27 00:00:00,250,150
NEH-N-00,20% 2ND INTERIM (TAX F,2003-07-29 00:00:00,2003-08-01 00:00:00,2003-08-14 00:00:00,150,180
NEH-N-00,25% INTERIM (TAX FREE),2003-11-10 00:00:00,2003-11-14 00:00:00,2003-11-27 00:00:00,180,250
NEST-N-0,32.5% FINAL DIVIDEND,2003-03-28 00:00:00,2003-05-09 00:00:00,2003-05-26 00:00:00,61,59
NTB-N-00,5% FIRST & FINAL DIVID,2003-03-04 00:00:00,2003-03-25 00:00:00,2003-04-04 00:00:00,15.5,15
ONAL-N-0,6.5% FINAL DIVIDEND,2003-06-25 00:00:00,2003-07-22 00:00:00,2003-08-01 00:00:00,14,12.5
ONAL-N-0,6% INTERIM,2003-11-07 00:00:00,2003-11-24 00:00:00,2003-12-05 00:00:00,12.5,12
PALM-N-0,30% FINAL,2003-07-29 00:00:00,2003-09-17 00:00:00,2003-10-13 00:00:00,51.5,51
PDL-N-00,11% FINAL,2003-02-14 00:00:00,2003-02-28 00:00:00,2003-03-12 00:00:00,19.25,17.5
PHAR-N-0,40% FIRST & FINAL,2003-07-18 00:00:00,2003-08-25 00:00:00,2003-09-04 00:00:00,199.75,202
PMB-N-00,6% - FINAL DIVIDEND,2003-08-08 00:00:00,2003-09-30 00:00:00,2003-10-13 00:00:00,15.5,15
RCL-N-00,10% 1ST INTERIM DIVIDE,2003-05-29 00:00:00,2003-06-11 00:00:00,2003-06-23 00:00:00,20.25,19
REG-N-00,25% FINAL,2003-02-20 00:00:00,2003-03-14 00:00:00,2003-03-27 00:00:00,62.5,60
REG-N-00,20% INTERIM (TAX FREE),2003-07-16 00:00:00,2003-07-18 00:00:00,2003-07-30 00:00:00,80,80
RENU-N-0,40% FIRST & FINAL DIVI,2003-09-12 00:00:00,2003-10-17 00:00:00,2003-10-30 00:00:00,99,96.75
REXP-N-0,15% (TAX FREE) FIRST &,2003-05-20 00:00:00,2003-06-17 00:00:00,2003-06-27 00:00:00,28,27
RICH-N-0,20% (TAX FREE) FIRST &,2003-05-20 00:00:00,2003-06-17 00:00:00,2003-06-27 00:00:00,96.5,96
RPBH-N-0,3% INTERIM (TAX FREE),2003-02-21 00:00:00,2003-02-26 00:00:00,2003-03-10 00:00:00,14.5,14
RPBH-N-0,4% INTERIM DIVIDEND (T,2003-08-07 00:00:00,2003-08-27 00:00:00,2003-09-08 00:00:00,21.5,21.5
SAMP-N-0,20% FIRST & FINAL,2003-03-06 00:00:00,2003-03-12 00:00:00,2003-04-07 00:00:00,68,66.5
SAMP-N-0,15% INTERIM,2003-10-21 00:00:00,2003-10-23 00:00:00,2003-11-05 00:00:00,115.5,115
SEYB-N-0,15% FINAL DIVIDEND,2003-02-21 00:00:00,2003-03-19 00:00:00,2003-03-31 00:00:00,46,45
SHOT-N-0,03  5% - FIRST AND FINAL D,2003-08-21 00:00:00,2003-09-23 00:00:00,2003-10-10 00:00:00,45.5,45
SIL-N-00,20% INTERIM,2003-08-11 00:00:00,2003-09-04 00:00:00,2003-09-19 00:00:00,33,30
SINS-N-0,20% FINAL (40.2% TAX F,2003-02-20 00:00:00,2003-03-14 00:00:00,2003-03-27 00:00:00,45,44.5
SINS-N-0,20% INTERIM (57.1% TAX,2003-07-16 00:00:00,2003-07-18 00:00:00,2003-07-30 00:00:00,80,79
SLND-N-0,13.5% FIRST & FINAL DI,2003-06-03 00:00:00,2003-07-24 00:00:00,2003-08-05 00:00:00,120.25,
SLTL-N-0,3% INTERIM,2003-01-10 00:00:00,2003-01-29 00:00:00,2003-02-11 00:00:00,13.25,12.75
SLTL-N-0,3% FINAL DIVIDEND,2003-04-29 00:00:00,2003-05-22 00:00:00,2003-06-03 00:00:00,13.25,13
SMOT-N-0,7.5 % FIRST & FINAL DI,2003-06-25 00:00:00,2003-07-01 00:00:00,2003-07-11 00:00:00,40,40
SPEN-N-0,20% INTERIM DIVIDEND,2003-02-10 00:00:00,2003-02-27 00:00:00,2003-03-11 00:00:00,130,130
SPEN-N-0,25% FINAL (TAX FREE),2003-04-28 00:00:00,2003-06-18 00:00:00,2003-06-30 00:00:00,195,199.75
STAF-N-0,4% INTERIM DIVIDEND,2003-03-31 00:00:00,2003-04-04 00:00:00,2003-04-28 00:00:00,6,7
SUN-N-00,20% FIRST INTERIM,2002-12-24 00:00:00,2002-12-30 00:00:00,2003-01-10 00:00:00,16,18
TANG-N-0,6% INTERIM (TAX FREE),2003-10-14 00:00:00,2003-10-17 00:00:00,2003-10-30 00:00:00,65,65
TESS-N-0,5% FINAL,2003-10-02 00:00:00,2003-10-23 00:00:00,2003-11-05 00:00:00,13.25,12.75
TFC-N-00,12% FIRST & FINAL DIVI,2003-09-24 00:00:00,2003-10-14 00:00:00,2003-10-27 00:00:00,23.25,22
TILE-N-0,12% FINAL,2003-08-29 00:00:00,2003-09-16 00:00:00,2003-09-26 00:00:00,42,42
TKYO-N-0,32% - FINAL DIVIDEND,2003-05-02 00:00:00,2003-06-18 00:00:00,2003-06-30 00:00:00,135.75,141.25
TPL-N-00,FIRST & FINAL,2003-03-24 00:00:00,2003-04-08 00:00:00,2003-04-24 00:00:00,13.5,13.5
TRAN-N-0,20% FINAL DIVIDEND,2003-09-16 00:00:00,2003-12-02 00:00:00,2003-12-15 00:00:00,53.5,52.25
TSML-N-0,5 % FINAL DIVIDEND,2003-06-03 00:00:00,2003-06-16 00:00:00,2003-06-26 00:00:00,24.5,23.75
TSML-N-0,20% INTERIM DIVIDEND,2003-11-28 00:00:00,2003-12-10 00:00:00,2003-12-22 00:00:00,28.5,24.5
TWOD-N-0,12% FINAL DIVIDEND,2003-07-03 00:00:00,2003-08-08 00:00:00,2003-08-21 00:00:00,12.25,11
UAL-N-00,15% FIRST & FINAL,2003-02-18 00:00:00,2003-03-17 00:00:00,2003-03-28 00:00:00,31,30.5
UCAR-N-0,40% FINAL DIVIDEND,2003-05-20 00:00:00,2003-08-05 00:00:00,2003-08-18 00:00:00,94,75
UML-N-00,15% - INTERIM DIVIDEND,2003-05-02 00:00:00,2003-05-12 00:00:00,2003-05-29 00:00:00,42,41
UML-N-00,2.5% FINAL,2003-05-21 00:00:00,2003-06-12 00:00:00,2003-06-26 00:00:00,44.25,45.5
WAPO-N-0,25% FINAL ( 21.9% TAX,2003-04-29 00:00:00,2003-05-06 00:00:00,2003-05-21 00:00:00,35,45
