Dividend Records - 2005,,,,,,
Security,Rate & Remarks,Date of Announcement,Date Of Ex,Date Of Payment,Cum Price,Ex Price
COMB-X-0,15% INTERIM DIVIDEND,2005-10-27 00:00:00,2005-11-17 00:00:00,2005-11-29 00:00:00,79.75,78
COMD-N-0,15% INTERIM DIVIDEND,2004-12-20 00:00:00,2004-12-27 00:00:00,2005-01-06 00:00:00,30,32
COMD-N-0,11% FINAL DIVIDEND,2005-03-17 00:00:00,2005-04-15 00:00:00,2005-04-28 00:00:00,37.5,35
COML-N-0,20% FINAL DIVIDEND,2005-02-17 00:00:00,2005-03-16 00:00:00,2005-03-29 00:00:00,90.75,99
COML-N-0,25% INTERIM DIVIDEND,2005-09-06 00:00:00,2005-09-20 00:00:00,2005-09-30 00:00:00,135.25,133.75
COML-N-0,20% SECOND INTERIM DIV,2005-11-29 00:00:00,2005-12-19 00:00:00,2005-12-30 00:00:00,198,188.25
COXY-N-0,300% FINAL DIVIDEND,2005-03-10 00:00:00,2005-05-05 00:00:00,2005-05-17 00:00:00,177.5,145
CSD-N-00,2% FIRST AND FINAL DIV,2005-06-02 00:00:00,2005-06-22 00:00:00,2005-07-04 00:00:00,13.5,13
CSEC-N-0,15% FIRST AND FINAL DI,2005-09-16 00:00:00,2005-10-14 00:00:00,2005-10-27 00:00:00,22.25,20
CSF-N-00,8.5% INTERIM DIVIDEND,2005-09-13 00:00:00,2005-09-26 00:00:00,2005-10-06 00:00:00,30,31.5
CTCE-N-0,25% FINAL DIVIDEND,2005-02-11 00:00:00,2005-03-10 00:00:00,2005-03-29 00:00:00,134,137.5
CTCE-N-0,25% INTERIM DIVIDEND (,2005-11-22 00:00:00,2005-12-08 00:00:00,2005-12-21 00:00:00,92.5,99.5
CTC-N-00,20% FOURTH INTERIM DIV,2004-12-31 00:00:00,2005-01-13 00:00:00,2005-01-28 00:00:00,44,42
CTC-N-00,10% FIRST INTERIM DIVI,2005-04-07 00:00:00,2005-04-18 00:00:00,2005-04-29 00:00:00,47,46
CTC-N-00,12% SECOND INTERIM DIV,2005-07-07 00:00:00,2005-07-18 00:00:00,2005-07-29 00:00:00,54,54
CTC-N-00,16% THIRD INTERIM DIVI,2005-10-07 00:00:00,2005-10-19 00:00:00,2005-10-31 00:00:00,62.5,61.25
CTEA-N-0,40% SECOND INTERIM DIV,2005-03-03 00:00:00,2005-03-15 00:00:00,2005-03-28 00:00:00,250,252
CTEA-N-0,80% FINAL DIVIDEND,2005-09-06 00:00:00,2005-09-20 00:00:00,2005-09-30 00:00:00,485,500
CTEA-N-0,30% INTERIM DIVIDEND,2005-12-05 00:00:00,2005-12-14 00:00:00,2005-12-28 00:00:00,495,487
CTHR-N-0,50% INTERIM DIVIDEND,2005-04-05 00:00:00,2005-04-26 00:00:00,2005-05-09 00:00:00,1100,1100
CTHR-N-0,60% INTERIM DIVIDEND (,2005-11-09 00:00:00,2005-11-28 00:00:00,2005-12-08 00:00:00,4000, - 
CTLD-N-0,4% INTERIM DIVIDEND,2005-04-07 00:00:00,2005-04-21 00:00:00,2005-05-05 00:00:00,14.75,14.75
CTLD-N-0,4% FINAL DIVIDEND,2005-05-30 00:00:00,2005-06-13 00:00:00,2005-06-24 00:00:00,14,14
DFCC-N-0,55% FIRST AND FINAL DI,2005-05-27 00:00:00,2005-06-27 00:00:00,2005-07-07 00:00:00,244.5,250.5
DIMO-N-0,25% INTERIM DIVIDEND,2005-01-31 00:00:00,2005-02-15 00:00:00,2005-02-28 00:00:00,89,88
DIMO-N-0,25% FINAL DIVIDEND,2005-05-11 00:00:00,2005-06-03 00:00:00,2005-06-15 00:00:00,124.5,123.5
DIPD-N-0,20% INTERIM (TAX FREE),2005-03-14 00:00:00,2005-03-18 00:00:00,2005-03-31 00:00:00,93,93
DIPD-N-0,20% FINAL DIVIDEND,2005-05-13 00:00:00,2005-06-14 00:00:00,2005-06-25 00:00:00,93,92
DIST-N-0,50% FIRST AND FINAL,2004-12-16 00:00:00,2005-01-07 00:00:00,2005-01-28 00:00:00,30.25,30
DIST-N-0,50% FIRST AND FINAL DI,2005-09-29 00:00:00,2005-10-14 00:00:00,2005-11-07 00:00:00,51,50.5
DOCK-N-0,20% FIRST & FINAL DIVI,2005-02-25 00:00:00,2005-04-15 00:00:00,2005-04-28 00:00:00,32.5,32.25
DPL-N-00,10% FIRST AND FINAL DI,2005-02-21 00:00:00,2005-03-18 00:00:00,2005-03-31 00:00:00,21,19.5
EAST-N-0,70% SECOND INTERIM DIV,2005-02-18 00:00:00,2005-03-10 00:00:00,2005-03-22 00:00:00,25.75,18
EBCR-N-0,20% FIRST & FINAL DIVI,2005-11-02 00:00:00,2005-11-18 00:00:00,2005-11-30 00:00:00,253,225
EQIT-N-0,20% FIRST AND FINAL DI,2005-04-25 00:00:00,2005-05-09 00:00:00,2005-05-19 00:00:00,60,55.25
GLAS-N-0,25% INTERIM DIVIDEND,2005-02-22 00:00:00,2005-02-28 00:00:00,2005-03-11 00:00:00,99.75,100
GLAS-N-0,5.5% FINAL DIVIDEND,2005-06-13 00:00:00,2005-07-08 00:00:00,2005-07-20 00:00:00,34.5,35.25
GOOD-N-0,10% FIRST AND FINAL DI,2005-04-27 00:00:00,2005-05-13 00:00:00,2005-05-27 00:00:00,250,250
GREG-N-0,20% FIRST AND FINAL DI,2005-09-30 00:00:00,2005-10-28 00:00:00,2005-11-11 00:00:00,11,11
GUAR-N-0,15% FIRST AND FINAL DI,2005-04-29 00:00:00,2005-05-16 00:00:00,2005-05-30 00:00:00,180,175
HARI-N-0,50% INTERIM DIVIDEND,2005-05-13 00:00:00,2005-05-27 00:00:00,2005-06-14 00:00:00,350,375
HARI-N-0,50% (GROSS) FINAL DIVI,2005-08-10 00:00:00,2005-10-14 00:00:00,2005-11-11 00:00:00,375,395
HAYC-N-0,20%  FIRST AND FINAL D,2005-05-13 00:00:00,2005-06-13 00:00:00,2005-06-24 00:00:00,46,46
HAYL-N-0,17.5% INTERIM DIVIDEND,2005-03-29 00:00:00,2005-04-06 00:00:00,2005-04-20 00:00:00,113.5,113
HAYL-N-0,17.5%  FINAL DIVIDEND,2005-05-18 00:00:00,2005-06-15 00:00:00,2005-06-28 00:00:00,119.5,117.5
HDFC-N-0,5% FINAL DIVIDEND,2005-08-04 00:00:00,2005-08-08 00:00:00,2005-08-09 00:00:00,195,358
HEXP-N-0,20% INTERIM DIVIDEND (,2005-02-11 00:00:00,2005-02-22 00:00:00,2005-03-07 00:00:00,68,66.25
HEXP-N-0,11% FINAL DIVIDEND,2005-05-12 00:00:00,2005-06-10 00:00:00,2005-06-23 00:00:00,61,60
HHL-N-00,17.5%  SECOND INTERIM,2005-03-30 00:00:00,2005-04-08 00:00:00,2005-04-25 00:00:00,112,113
HHL-N-00,12.5% INTERIM DIVIDEND,2005-11-03 00:00:00,2005-11-16 00:00:00,2005-11-28 00:00:00,125,131.25
HNB-N-00,15% FINAL DIVIDEND,2005-02-21 00:00:00,2005-03-24 00:00:00,2005-04-06 00:00:00,56,56
HNB-N-00,20% INTERIM DIVIDEND,2005-11-10 00:00:00,2005-11-29 00:00:00,2005-12-09 00:00:00,125.25,125
HNB-X-00,15% FINAL DIVIDEND,2005-02-21 00:00:00,2005-03-24 00:00:00,2005-04-06 00:00:00,37,36
HNB-X-00,20% INTERIM DIVIDEND,2005-11-10 00:00:00,2005-11-29 00:00:00,2005-12-09 00:00:00,55.25,55
HOPL-N-0,5% FIRST AND FINAL DIV,2005-09-07 00:00:00,2005-10-21 00:00:00,2005-11-03 00:00:00,16.75,16.5
HSIG-N-0,10% INTERIM DIVIDEND,2004-12-22 00:00:00,2004-12-31 00:00:00,2005-01-12 00:00:00,39.75,38
HUNT-N-0,5% FINAL DIVIDEND,2005-10-18 00:00:00,2005-12-07 00:00:00,2005-12-20 00:00:00,325, - 
IDL-N-00,250%  3 RD INTERIM DIV,2005-01-20 00:00:00,2005-02-10 00:00:00,2005-02-22 00:00:00,41.5, - 
JFIN-N-0,15% FINAL DIVIDEND,2005-03-01 00:00:00,2005-03-17 00:00:00,2005-03-30 00:00:00,200,190
JFIN-N-0,15% FIRST INTERIM DIVI,2005-08-25 00:00:00,2005-08-29 00:00:00,2005-09-08 00:00:00,225,220
JKH-N-00,10% SECOND INTERIM DIV,2005-03-01 00:00:00,2005-03-09 00:00:00,2005-03-24 00:00:00,136.5,136
JKH-N-00,10% FINAL DIVIDEND,2005-05-31 00:00:00,2005-06-16 00:00:00,2005-07-01 00:00:00,125,125
JKH-N-00,10% INTERIM DIVIDEND,2005-10-31 00:00:00,2005-11-10 00:00:00,2005-11-25 00:00:00,170.25,168
JKL-N-00,50% FIRST AND FINAL DI,2005-05-31 00:00:00,2005-06-16 00:00:00,2005-06-29 00:00:00,190,94
KCAB-N-0,30% INTERIM DIVIDEND,2005-09-01 00:00:00,2005-09-20 00:00:00,2005-09-30 00:00:00,153,152.25
KFP-N-00,20% FINAL DIVIDEND,2005-05-31 00:00:00,2005-06-14 00:00:00,2005-06-27 00:00:00,50,52
KGAL-N-0,15% FIRST AND FINAL DI,2005-05-27 00:00:00,2005-06-14 00:00:00,2005-06-27 00:00:00,24,26
KHL-N-00,15% FIRST AND FINAL DI,2005-05-31 00:00:00,2005-06-17 00:00:00,2005-06-30 00:00:00,87,85.25
KOTA-N-0,7.5% FIRST AND FINAL D,2005-05-25 00:00:00,2005-06-09 00:00:00,2005-06-22 00:00:00,15.5,14.75
KVAL-N-0,25% FIRST AND FINAL DI,2005-03-10 00:00:00,2005-04-15 00:00:00,2005-04-28 00:00:00,24,21.75
KZOO-N-0,25% FINAL DIVIDEND,2005-05-19 00:00:00,2005-05-20 00:00:00,2005-05-31 00:00:00,700, - 
LALU-N-0,12.5% FINAL DIVIDEND,2005-06-29 00:00:00,2005-07-14 00:00:00,2005-07-27 00:00:00,21.25,18.75
LCEY-N-0,15% FIRST AND FINAL DI,2005-10-07 00:00:00,2005-11-09 00:00:00,2005-11-22 00:00:00,63.25,60
LDEV-N-0,7.5% FIRST AND FINAL D,2005-06-16 00:00:00,2005-07-14 00:00:00,2005-07-27 00:00:00,18.75,18.5
LHL-N-00,8% FINAL DIVIDEND (TAX,2005-04-29 00:00:00,2005-06-14 00:00:00,2005-06-25 00:00:00,57.25,60
LION-N-0,30% FIRST AND FINAL DI,2005-04-18 00:00:00,2005-04-29 00:00:00,2005-05-12 00:00:00,66,65
LLUB-N-0,20% FINAL DIVIDEND,2005-02-24 00:00:00,2005-03-10 00:00:00,2005-03-22 00:00:00,65.25,62
LLUB-N-0,17.5% INTERIM DIVIDEND,2005-06-20 00:00:00,2005-06-28 00:00:00,2005-07-08 00:00:00,61.75,60.25
LLUB-N-0,20% SECOND INTERIM DIV,2005-09-13 00:00:00,2005-09-20 00:00:00,2005-09-30 00:00:00,68,67.75
LLUB-N-0,40% THIRD INTERIM DIVI,2005-12-16 00:00:00,2005-12-19 00:00:00,2005-12-30 00:00:00,67.5,62
LOLC-N-0,8% 2ND INTERIM,2005-01-25 00:00:00,2005-01-31 00:00:00,2005-02-11 00:00:00,82,82
LOLC-N-0,10.65% FINAL DIVIDEND,2005-04-28 00:00:00,2005-06-17 00:00:00,2005-06-30 00:00:00,82,82
LVEN-N-0,15% FIRST AND FINAL DI,2005-07-04 00:00:00,2005-08-24 00:00:00,2005-09-05 00:00:00,16,14.75
LWL-N-00,15% INTERIM DIVIDEND,2005-05-10 00:00:00,2005-05-13 00:00:00,2005-05-27 00:00:00,60,57
LWL-N-00,15% FINAL DIVIDEND,2005-09-13 00:00:00,2005-10-14 00:00:00,2005-10-27 00:00:00,60.5,60
MAL-N-00,2.5% FINAL DIVIDEND,2005-08-22 00:00:00,2005-09-13 00:00:00,2005-09-23 00:00:00,10.5,10
MASK-N-0,10% FIRST AND FINAL DI,2005-05-27 00:00:00,2005-06-14 00:00:00,2005-06-27 00:00:00,19.5,20.5
MBSL-N-0,5% FIRST & FINAL DIVID,2005-02-15 00:00:00,2005-03-18 00:00:00,2005-03-31 00:00:00,28.25,27.5
MGT-N-00,45% INTERIM DIVIDEND (,2005-02-28 00:00:00,2005-03-14 00:00:00,2005-03-24 00:00:00,84.5,78.25
MILL-N-0,62.22% INTERIM DIVIDEN,2005-04-05 00:00:00,2005-04-25 00:00:00,2005-05-06 00:00:00,450,450
MILL-N-0,100% 2ND INTERIM DIVID,2005-08-10 00:00:00,2005-08-12 00:00:00,2005-08-25 00:00:00,575,500
MILL-N-0,60% FINAL DIVIDEND (GR,2005-09-19 00:00:00,2005-10-26 00:00:00,2005-11-09 00:00:00,950,950
MLL-N-00,20% FIRST & FINAL DIVI,2005-02-22 00:00:00,2005-03-16 00:00:00,2005-03-29 00:00:00,35,42.5
MORI-N-0,100% FIRST AND FINAL D,2005-09-21 00:00:00,2005-10-04 00:00:00,2005-10-24 00:00:00,545,515
MORI-X-0,100% FIRST AND FINAL D,2005-09-21 00:00:00,2005-10-04 00:00:00,2005-10-24 00:00:00,350,340
MPRH-N-0,15% FIRST AND FINAL DI,2005-09-30 00:00:00,2005-10-31 00:00:00,2005-11-14 00:00:00,20, - 
MSL-N-00,10% FINAL DIVIDEND,2005-09-06 00:00:00,2005-11-18 00:00:00,2005-11-30 00:00:00,135,100
NBL-N-00,10% FIRST & FINAL DIVI,2005-03-16 00:00:00,2005-04-28 00:00:00,2005-05-11 00:00:00,28,27.5
NDB-N-00,60% FIRST & FINAL DIVI,2005-03-15 00:00:00,2005-04-25 00:00:00,2005-05-06 00:00:00,161,158
NEH-N-00,30%  FIRST AND FINAL D,2005-09-28 00:00:00,2005-11-02 00:00:00,2005-11-16 00:00:00,625, - 
NEST-N-0,85% FINAL DIVIDEND,2005-05-04 00:00:00,2005-08-18 00:00:00,2005-08-31 00:00:00,107.25,97.25
NEST-N-0,25% INTERIM DIVIDEND,2005-08-03 00:00:00,2005-08-18 00:00:00,2005-08-31 00:00:00,107.25,97.25
ONAL-N-0,8% FINAL DIVIDEND,2005-06-30 00:00:00,2005-07-28 00:00:00,2005-08-09 00:00:00,27,26
ONAL-N-0,8% INTERIM DIVIDEND,2005-11-23 00:00:00,2005-12-02 00:00:00,2005-12-14 00:00:00,34.25,30.5
PALM-N-0,10% FIRST & FINAL DIVI,2005-10-19 00:00:00,2005-10-20 00:00:00,2005-11-11 00:00:00,53,49
PDL-N-00,17% FIRST AND FINAL DI,2005-01-31 00:00:00,2005-03-03 00:00:00,2005-03-16 00:00:00,23.5,23
PHAR-N-0,45% FIRST AND FINAL DI,2005-09-08 00:00:00,2005-10-06 00:00:00,2005-10-19 00:00:00,190,195
PMB-N-00,20% FINAL DIVIDEND,2005-05-27 00:00:00,2005-07-04 00:00:00,2005-07-14 00:00:00,36.5,35
RCL-N-00,10%  2ND INTERIM DIVID,2005-01-25 00:00:00,2005-02-09 00:00:00,2005-02-19 00:00:00,3.75,3.75
RCL-N-00,10% FIRST INTERIM DIVI,2005-09-07 00:00:00,2005-09-12 00:00:00,2005-09-22 00:00:00,4,4
REG-N-00,15% FIRST & FINAL DIVI,2005-03-02 00:00:00,2005-03-18 00:00:00,2005-03-31 00:00:00,77.25,70
RENU-N-0,50% FIRST AND FINAL DI,2005-09-20 00:00:00,2005-11-16 00:00:00,2005-11-28 00:00:00,144.75,144
RICH-N-0,15% (TAX FREE) INTERIM,2005-03-28 00:00:00,2005-04-05 00:00:00,2005-04-19 00:00:00,160,158.25
RICH-N-0,20% FINAL DIVIDEND,2005-05-27 00:00:00,2005-06-15 00:00:00,2005-06-28 00:00:00,170,167.75
SAMP-N-0,5% SECOND AND FINAL DI,2005-03-03 00:00:00,2005-03-14 00:00:00,2005-04-05 00:00:00,70.75,71
SAMP-N-0,15% INTERIM DIVIDEND,2005-11-30 00:00:00,2005-12-06 00:00:00,2005-12-19 00:00:00,96.75,90.25
SELI-N-0,10% FIRST AND FINAL DI,2005-04-27 00:00:00,2005-05-13 00:00:00,2005-05-27 00:00:00,230,232.25
SEMB-N-0,2.5% FIRST AND FINAL D,2005-05-30 00:00:00,2005-06-09 00:00:00,2005-06-22 00:00:00,12,11.75
SERV-N-0,70% FINAL DIVIDEND,2005-01-27 00:00:00,2005-03-01 00:00:00,2005-03-14 00:00:00,145,130.25
SERV-N-0,30% INTERIM DIVIDEND,2005-09-23 00:00:00,2005-10-11 00:00:00,2005-10-24 00:00:00,212.5,206
SEYB-N-0,16% FIRST AND FINAL DI,2005-04-28 00:00:00,2005-06-08 00:00:00,2005-06-20 00:00:00,38.25,37.5
SEYB-X-0,16% FIRST & FINAL DIVI,2005-04-28 00:00:00,2005-06-08 00:00:00,2005-06-20 00:00:00,19.25,18
SHAL-N-0,10% FIRST AND FINAL DI,2005-04-27 00:00:00,2005-05-13 00:00:00,2005-05-27 00:00:00,1075,1100
SHAL-N-0,116% FIRST INTERIM DIV,2005-09-22 00:00:00,2005-09-29 00:00:00,2005-10-11 00:00:00,876.75,900
SHOT-N-0,10% INTERIM DIVIDEND,2004-12-21 00:00:00,2005-01-05 00:00:00,2005-01-18 00:00:00,42,40
SHOT-X-0,10% INTERIM DIVIDEND,2004-12-21 00:00:00,2005-01-05 00:00:00,2005-01-18 00:00:00,30,25
SIGV-N-0,10% FIRST AND FINAL DI,2005-10-04 00:00:00,2005-10-24 00:00:00,2005-11-07 00:00:00,44,44
SINS-N-0,25% FIRST & FINAL DIVI,2005-03-02 00:00:00,2005-03-18 00:00:00,2005-03-31 00:00:00,87.75,87.75
SLND-N-0,12.5% FINAL DIVIDEND,2005-05-16 00:00:00,2005-09-27 00:00:00,2005-10-07 00:00:00,468.75,500
SLTL-N-0,5% FIRST AND FINAL DIV,2005-04-05 00:00:00,2005-05-12 00:00:00,2005-05-26 00:00:00,18,17.5
SMOT-N-0,90% FIRST AND FINAL DI,2005-07-13 00:00:00,2005-08-16 00:00:00,2005-08-29 00:00:00,81,77
SPEN-N-0,25% INTERIM (TAX FREE),2005-03-29 00:00:00,2005-03-31 00:00:00,2005-04-12 00:00:00,379,380
SPEN-N-0,35%  FINAL DIVIDEND (T,2005-05-10 00:00:00,2005-06-28 00:00:00,2005-07-08 00:00:00,385.75,385
SUN-N-00,15% FIRST INTERIM DIVI,2005-03-09 00:00:00,2005-03-14 00:00:00,2005-03-24 00:00:00,77.5,81
SUN-N-00,10% SECOND & FINAL DIV,2005-07-28 00:00:00,2005-08-18 00:00:00,2005-08-31 00:00:00,106.5,106.5
TFC-N-00,17% FIRST & FINAL DIVI,2005-09-01 00:00:00,2005-10-03 00:00:00,2005-10-13 00:00:00,61.75,64.25
TILE-N-0,15% INTERIM DIVIDEND,2005-05-10 00:00:00,2005-05-12 00:00:00,2005-05-26 00:00:00,65,66
TILE-N-0,20% FINAL DIVIDEND,2005-09-06 00:00:00,2005-10-07 00:00:00,2005-10-20 00:00:00,71.75,72
TKYO-N-0,40% FINAL DIVIDEND,2005-05-19 00:00:00,2005-06-14 00:00:00,2005-06-25 00:00:00,175,173.25
TKYO-N-0,15% INTERIM DIVIDEND,2005-11-03 00:00:00,2005-11-10 00:00:00,2005-11-21 00:00:00,198.75,199
TKYO-X-0,15% INTERIM DIVIDEND,2005-11-03 00:00:00,2005-11-10 00:00:00,2005-11-21 00:00:00,17.5,17.25
TPL-N-00,15% FIRST AND FINAL DI,2005-02-25 00:00:00,2005-03-21 00:00:00,2005-04-01 00:00:00,19.25,18.25
TRAN-N-0,35% FIRST AND FINAL DI,2005-05-10 00:00:00,2005-06-16 00:00:00,2005-06-29 00:00:00,90.25,93.75
TSML-N-0,15% SECOND AND FINAL D,2005-05-31 00:00:00,2005-06-15 00:00:00,2005-06-28 00:00:00,63.25,65
TSML-N-0,20% INTERIM DIVIDEND,2005-10-27 00:00:00,2005-11-10 00:00:00,2005-11-23 00:00:00,66,66
TWOD-N-0,12.28% FINAL DIVIDEND,2005-09-08 00:00:00,2005-09-21 00:00:00,2005-10-03 00:00:00,195.5,195.25
TWOD-N-0,5% INTERIM DIVIDEND (B,2005-11-11 00:00:00,2005-11-24 00:00:00,2005-12-06 00:00:00,109,100.25
TYRE-N-0,3% INTERIM DIVIDEND,2005-03-31 00:00:00,2005-04-20 00:00:00,2005-05-04 00:00:00,11,11
