Crossings - January to December 2016,,,,,,
QUARTER,TRADE DATE,COMPANY NAME,SECURITY ID,PRICE,QUANTITY,TURNOVER
2016-1,2016-01-04 00:00:00,SINGER INDUSTRIES (CEYLON) PLC,SINI.N0000,206,3213600,662001600
2016-1,2016-01-04 00:00:00,JOHN KEELLS HOLDINGS PLC,JKH.N0000,178,125000,22250000
2016-1,2016-01-04 00:00:00,COMMERCIAL BANK OF CEYLON PLC,COMB.N0000,140,360000,50400000
2016-1,2016-01-04 00:00:00,COMMERCIAL BANK OF CEYLON PLC,COMB.N0000,140,360000,50400000
2016-1,2016-01-05 00:00:00,DIALOG AXIATA PLC,DIAL.N0000,10.5,2077420,21812910
2016-1,2016-01-05 00:00:00,DIALOG AXIATA PLC,DIAL.N0000,10.5,2500000,26250000
2016-1,2016-01-05 00:00:00,DIALOG AXIATA PLC,DIAL.N0000,10.5,3592971,37726195.5
2016-1,2016-01-05 00:00:00,DIALOG AXIATA PLC,DIAL.N0000,10.5,2500000,26250000
2016-1,2016-01-05 00:00:00,DIALOG AXIATA PLC,DIAL.N0000,10.5,3764510,39527355
2016-1,2016-01-05 00:00:00,DIALOG AXIATA PLC,DIAL.N0000,10.5,3992190,41917995
2016-1,2016-01-05 00:00:00,PEOPLE'S LEASING & FINANCE PLC,PLC.N0000,21.5,2383305,51241057.5
2016-1,2016-01-05 00:00:00,PEOPLE'S LEASING & FINANCE PLC,PLC.N0000,21.5,2616695,56258942.5
2016-1,2016-01-05 00:00:00,DIALOG AXIATA PLC,DIAL.N0000,10.5,2500000,26250000
2016-1,2016-01-05 00:00:00,DIALOG AXIATA PLC,DIAL.N0000,10.5,2500000,26250000
2016-1,2016-01-05 00:00:00,DIALOG AXIATA PLC,DIAL.N0000,10.5,3307302,34726671
2016-1,2016-01-05 00:00:00,DIALOG AXIATA PLC,DIAL.N0000,10.5,3644596,38268258
2016-1,2016-01-06 00:00:00,TAL LANKA HOTELS PLC,TAJ.N0000,25,34375640,859391000
2016-1,2016-01-06 00:00:00,DIALOG AXIATA PLC,DIAL.N0000,10.5,10000000,105000000
2016-1,2016-01-06 00:00:00,DIALOG AXIATA PLC,DIAL.N0000,10.5,2000000,21000000
2016-1,2016-01-06 00:00:00,DIALOG AXIATA PLC,DIAL.N0000,10.5,2000000,21000000
2016-1,2016-01-06 00:00:00,COMMERCIAL BANK OF CEYLON PLC,COMB.N0000,139.5,343833,47964703.5
2016-1,2016-01-06 00:00:00,COMMERCIAL BANK OF CEYLON PLC,COMB.N0000,139.5,490000,68355000
2016-1,2016-01-07 00:00:00,COMMERCIAL BANK OF CEYLON PLC,COMB.N0000,139.5,360000,50220000
2016-1,2016-01-07 00:00:00,COMMERCIAL BANK OF CEYLON PLC,COMB.N0000,139.5,365000,50917500
2016-1,2016-01-07 00:00:00,COMMERCIAL BANK OF CEYLON PLC,COMB.N0000,139.5,335000,46732500
2016-1,2016-01-07 00:00:00,ALUMEX PLC,ALUM.N0000,17,5357200,91072400
2016-1,2016-01-07 00:00:00,ALUMEX PLC,ALUM.N0000,17,5357200,91072400
2016-1,2016-01-07 00:00:00,JOHN KEELLS HOLDINGS PLC,JKH.N0000,171,840211,143676081
2016-1,2016-01-07 00:00:00,"J.L.MORISON, SON & JONES (CEYLON) PLC",MORI.N0000,340,100000,34000000
2016-1,2016-01-08 00:00:00,DIALOG AXIATA PLC,DIAL.N0000,10.4,5000000,52000000
2016-1,2016-01-08 00:00:00,HEMAS HOLDINGS PLC,HHL.N0000,88.5,300000,26550000
2016-1,2016-01-08 00:00:00,DISTILLERIES COMPANY OF SRI LANKA PLC,DIST.N0000,235,213128,50085080
2016-1,2016-01-08 00:00:00,TEXTURED JERSEY LANKA PLC,TJL.N0000,33.8,1000000,33800000
2016-1,2016-01-11 00:00:00,HEMAS HOLDINGS PLC,HHL.N0000,88,239252,21054176
2016-1,2016-01-11 00:00:00,JOHN KEELLS HOLDINGS PLC,JKH.N0000,170,400000,68000000
2016-1,2016-01-11 00:00:00,COMMERCIAL BANK OF CEYLON PLC,COMB.N0000,139,640000,88960000
2016-1,2016-01-11 00:00:00,COMMERCIAL BANK OF CEYLON PLC,COMB.N0000,139,581675,80852825
2016-1,2016-01-11 00:00:00,JOHN KEELLS HOLDINGS PLC,JKH.N0000,170,400000,68000000
2016-1,2016-01-11 00:00:00,JOHN KEELLS HOLDINGS PLC,JKH.N0000,169,500000,84500000
2016-1,2016-01-11 00:00:00,JOHN KEELLS HOLDINGS PLC,JKH.N0000,169,303676,51321244
2016-1,2016-01-12 00:00:00,HATTON NATIONAL BANK PLC,HNB.N0000,201,176264,35429064
