Foreign Holding as at 31st December 2007,,,,,
YEAR,COMPANY ID,MAIN TYPE,SUB TYPE,COMPANY NAME,FOREIGN HOLDING (Volume)
2007,GEST,N,0000,GESTETNER OF CEYLON PLC,240
2007,HAYC,B,0000,HAYCARB PLC,0
2007,KURU,B,0000,KURUWITA TEXTILE MILLS PLC,0
2007,LDEV,R,0000,LANKEM DEVELOPMENTS PLC,0
2007,LOLC,B,0000,LANKA ORIX LEASING COMPANY PLC,0
2007,NAMU,N,0000,NAMUNUKULA PLANTATIONS PLC,1790700
2007,CARM,N,0000,CARSONS MARKETING LIMITED,2096202
2007,CFVF,R,0000,FIRST CAPITAL HOLDINGS PLC,0
2007,CLND,W,0005,COLOMBO LAND AND DEVELOPMENT COMPANY PLC,267100
2007,DIPD,B,0000,DIPPED PRODUCTS PLC,0
2007,KTEX,N,0000,KANDY TEXTILE INDUSTRIES LIMITED,2200
2007,OSEA,W,0000,OVERSEAS REALTY (CEYLON) PLC,0
2007,PMB,N,0000,PEOPLE`S MERCHANT FINANCE  PLC,5717350
2007,AHPL,N,0000,ASIAN HOTELS AND PROPERTIES PLC,10915329
2007,AUTO,N,0000,THE AUTODROME PLC,1720
2007,DIAL,R,0000,DIALOG AXIATA PLC,0
2007,REEF,N,0000,CITRUS LEISURE PLC,304320
2007,SEMB,N,0000,S M B LEASING PLC,1769932
2007,WMM,R,0000,W. M. MENDIS & COMPANY LIMITED,0
2007,ASPH,N,0000,INDUSTRIAL ASPHALTS (CEYLON) PLC,13332
2007,ALLI,N,0000,ALLIANCE FINANCE COMPANY PLC,1439
2007,PTEX,R,0000,PUGODA TEXTILES LANKA LTD.,0
2007,VANI,W,0001,VANIK INCORPORATION PLC,0
2007,STAF,B,0000,DOLPHIN HOTELS PLC,0
2007,CTEA,B,0000,CEYLON TEA SERVICES PLC,0
2007,CIC,B,0001,C I C HOLDINGS PLC,0
2007,TKYO,N,0000,TOKYO CEMENT COMPANY (LANKA) PLC,1829349
2007,AGAL,N,0000,AGALAWATTE  PLANTATIONS  PLC,5069000
2007,CHOU,B,0000,CITY HOUSING & REAL ESTATE COMPANY PLC,0
2007,CSF,N,0000,NATION LANKA FINANCE PLC,1233300
2007,KURU,R,0000,KURUWITA TEXTILE MILLS PLC,0
2007,CCS,B,0000,CEYLON COLD STORES PLC,0
2007,CCS,N,0000,CEYLON COLD STORES PLC,1165041
2007,CINV,R,0000,CEYLON INVESTMENT PLC,0
2007,EQIT,N,0000,EQUITY ONE PLC,7631
2007,TILE,B,0000,LANKA TILES PLC,0
