Sector Ratios - 2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,January,,,February,,,March,,,April,,,May,,,June,,,July,,,August,,,September,,,October,,,November,,,December,,
INVESTMENT TRUSTS,2.3,8.6,0.5,2.4,8,0.4,2.5,7.9,0.4,2.2,9,0.5,1.8,10,0.6,1.6,11.2,0.7,1.35,13.21,0.79,1.29,14.78,0.85,2.6,11.8,1.1,2.68,11.41,1.03,2.47,12.24,1.11,1.82,16.29,1.48
INFORMATION TECHNOLOGY,0,0,2.2,0,0,1.8,0,0,1.7,0,0,1.9,0,0,2.2,0,0,2.5,0,0,2.52,0,0,2.25,0,0,2.7,0,0,2.62,0,0,2.3,0,0,2.49
LAND & PROPERTY,4.6,3.9,0.5,4.9,3.7,0.4,6.8,3.6,0.4,5.9,4,0.4,4.9,4.8,0.5,4.3,5.4,0.5,3.93,5.63,0.55,4,5.84,0.54,3.8,6.4,0.6,3.83,6.43,0.6,3.96,6.16,0.57,3.71,6.67,0.62
MANUFACTURING,6.1,8.3,1.1,6.4,7.8,1,6.8,7.3,1,5.6,8.6,1.1,4.9,10.2,1.2,4.7,11.8,1.3,5.11,12.45,1.32,4.97,12.57,1.34,4.1,15.5,1.4,3.82,16.04,1.47,3.67,16.15,1.48,3.04,19.37,1.76
MOTORS,2.9,10.4,1.4,3,10.1,1.4,3.1,9.7,1.3,3,10,1.4,4.2,5.6,0.9,3.9,6.1,0.8,3.98,5.96,0.83,4.24,6.08,0.8,4,7.3,0.9,2.45,21.7,1,2.7,32.16,1.48,2.06,36.69,1.69
OIL PALMS,1.8,3.5,0.5,1.8,3.4,0.5,1.9,3.3,0.5,1.8,3.5,0.5,2.2,3.9,0.6,1.9,4.5,0.7,1.6,5.36,0.79,1.46,5.88,0.87,2.7,31.8,2,2.53,32.79,2.1,3.15,31.51,2.02,2.52,48.78,3.13
PLANTATIONS,6.7,3.7,0.9,7.8,3.1,0.8,8.2,3.1,0.7,7.7,4,0.8,6.8,4.5,0.9,6,7,1.1,4.99,9.23,1.1,4.59,10.01,1.14,5,12.2,1.2,5.43,11,1.06,5.5,10.96,1.05,4.94,11.71,1.13
POWER & ENERGY,13.6,4.5,1,14.9,3.9,0.9,10.3,4.2,1,9.7,4.6,1.1,9.1,4.9,1.1,9.7,4.6,1,20.88,35.35,1.19,15.16,32.44,1.16,12.8,36.8,1.3,11.83,44.13,1.57,11.76,41.4,1.48,11.01,44.38,1.58
SERVICES,23.2,1.3,0.2,27.8,1.1,0.2,9,5.3,0.8,8.2,5.8,0.8,6.7,7.3,1.1,9.2,7.7,1.1,8.04,8.7,1.25,7.97,8.74,1.26,6,20.2,1.7,6.69,18.55,1.58,7.8,16.21,1.38,6.14,20.4,1.71
STORES & SUPPLIES,2.7,4.7,0.6,2.7,4.7,0.6,2.6,4.9,0.6,2.8,4.6,0.5,2.7,4.6,0.5,2.9,4.3,0.5,2.91,4.32,0.51,3,4.2,0.49,2.5,4,0.5,2.52,3.99,0.48,0.49,9.75,0.73,0.43,11.03,0.83
TELECOMMUNICATION,5.4,7.5,1.2,5.7,7,1.1,5.9,6.1,1,5.2,6.9,1.2,5.2,16.3,1.3,4.8,17.7,1.5,4.67,18.27,1.51,5.14,16.58,1.37,4.7,18.1,1.5,4.62,18.46,1.52,4.78,17.84,1.47,4.42,19.28,1.59
TRADING,5,5.8,0.5,5.8,5.4,0.5,11.3,6.6,0.4,10.6,7.1,0.5,8.1,9.1,0.6,6.5,11.8,0.7,6.09,16.09,0.98,6.09,19.19,1.17,4.6,22.2,1.3,6.96,23.21,1.51,7.34,22.66,1.47,6.47,28.64,1.85
